"Name","UniqueID","HolyStuffId","HolyStuff_Grade","HolyStuff_Level","Status_MaxLevel","Status01_Id","Status01_Value","Status02_Id","Status02_Value","Status03_Id","Status03_Value","Status04_Id","Status04_Value","HolyStuff_NeedCostId","HolyStuff_NeedCostCount","HolyStuff_NeedUse01Id","HolyStuff_NeedItem01Count","HolyStuff_NeedUse02Id","HolyStuff_NeedItem02Count","HolyStuff_NeedUse03Id","HolyStuff_NeedItem03Count","HolyStuff_NeedUse04Id","HolyStuff_NeedItem04Count","HolyStuff_Success","HolyStuff_Fail","ResultSlot_Bg_Grade"
"1020502","1020502","1002","5","2","5","20","154","29","66","32","264","86","1540","12","300000","508000003","5","1301001638","4","502600002","4","905000002","1","4500","5500","4"
"1020503","1020503","1002","5","3","5","20","161","29","69","32","276","86","1610","12","300000","508000003","5","1301001638","4","502600002","4","905000002","1","4500","5500","4"
"1020504","1020504","1002","5","4","5","20","168","29","72","32","288","86","1680","12","300000","508000003","5","1301001638","4","502600002","4","905000002","1","4500","5500","4"
"1020505","1020505","1002","5","5","5","20","175","29","75","32","300","86","1750","12","300000","508000003","5","1301001638","4","502600002","4","905000002","1","4500","5500","4"
"1020601","1020601","1002","6","1","5","20","182","29","78","32","312","86","1820","12","400000","508000003","10","1301001638","4","502600002","4","905000002","1","4000","6000","4"
"1020602","1020602","1002","6","2","5","20","189","29","81","32","324","86","1890","12","400000","508000003","10","1301001638","4","502600002","4","905000002","1","4000","6000","4"
"1020603","1020603","1002","6","3","5","20","196","29","84","32","336","86","1960","12","400000","508000003","10","1301001638","4","502600002","4","905000002","1","4000","6000","4"
"1020604","1020604","1002","6","4","5","20","203","29","87","32","348","86","2030","12","400000","508000003","10","1301001638","4","502600002","4","905000002","1","4000","6000","4"
"1020605","1020605","1002","6","5","5","20","210","29","90","32","360","86","2100","12","400000","508000003","10","1301001638","4","502600002","4","905000002","1","4000","6000","4"
"1020701","1020701","1002","7","1","5","20","217","29","93","32","372","86","2170","12","520000","508000004","2","1301001638","8","502600002","8","905000002","2","3500","6500","4"
"1020702","1020702","1002","7","2","5","20","224","29","96","32","384","86","2240","12","520000","508000004","2","1301001638","8","502600002","8","905000002","2","3500","6500","4"
"1020703","1020703","1002","7","3","5","20","231","29","99","32","396","86","2310","12","520000","508000004","2","1301001638","8","502600002","8","905000002","2","3500","6500","4"
"1020704","1020704","1002","7","4","5","20","238","29","102","32","408","86","2380","12","520000","508000004","2","1301001638","8","502600002","8","905000002","2","3500","6500","4"
"1020705","1020705","1002","7","5","5","20","245","29","105","32","420","86","2450","12","520000","508000004","2","1301001638","8","502600002","8","905000002","2","3500","6500","4"
"1020801","1020801","1002","8","1","5","20","252","29","108","32","432","86","2520","12","660000","508000004","4","1301001638","8","502600002","8","905000002","3","3000","7000","4"
"1020802","1020802","1002","8","2","5","20","259","29","111","32","444","86","2590","12","660000","508000004","4","1301001638","8","502600002","8","905000002","3","3000","7000","4"
"1020803","1020803","1002","8","3","5","20","266","29","114","32","456","86","2660","12","660000","508000004","4","1301001638","8","502600002","8","905000002","3","3000","7000","4"
"1020804","1020804","1002","8","4","5","20","273","29","117","32","468","86","2730","12","660000","508000004","4","1301001638","8","502600002","8","905000002","3","3000","7000","4"
"1020805","1020805","1002","8","5","5","20","280","29","120","32","480","86","2800","12","660000","508000004","4","1301001638","8","502600002","8","905000002","3","3000","7000","4"
"1020901","1020901","1002","9","1","5","20","287","29","123","32","492","86","2870","12","820000","508000004","8","1301001638","12","502600002","12","905000002","4","2000","8000","5"
"1020902","1020902","1002","9","2","5","20","294","29","126","32","504","86","2940","12","820000","508000004","8","1301001638","12","502600002","12","905000002","4","2000","8000","5"
"1020903","1020903","1002","9","3","5","20","301","29","129","32","516","86","3010","12","820000","508000004","8","1301001638","12","502600002","12","905000002","4","2000","8000","5"
"1020904","1020904","1002","9","4","5","20","308","29","132","32","528","86","3080","12","820000","508000004","8","1301001638","12","502600002","12","905000002","4","2000","8000","5"
"1020905","1020905","1002","9","5","5","20","315","29","135","32","540","86","3150","12","820000","508000004","8","1301001638","12","502600002","12","905000002","4","2000","8000","5"
"1021001","1021001","1002","10","1","5","20","322","29","138","32","552","86","3220","12","1000000","508000004","20","1301001638","20","502600002","20","905000002","5","1000","9000","5"
"1021002","1021002","1002","10","2","5","20","329","29","141","32","564","86","3290","12","1000000","508000004","20","1301001638","20","502600002","20","905000002","5","1000","9000","5"
"1021003","1021003","1002","10","3","5","20","336","29","144","32","576","86","3360","12","1000000","508000004","20","1301001638","20","502600002","20","905000002","5","1000","9000","5"
"1021004","1021004","1002","10","4","5","20","343","29","147","32","588","86","3430","12","1000000","508000004","20","1301001638","20","502600002","20","905000002","5","1000","9000","5"
"1021005","1021005","1002","10","5","5","20","350","29","150","32","600","86","3500","12","1000000","508000004","20","1301001638","20","502600002","20","905000002","5","1000","9000","5"
"1030101","1030101","1003","1","1","5","22","7","26","6","42","12","87","70","12","100000","508000002","5","1301001638","1","502600003","1","903000001","1","8000","2000","3"
"1030102","1030102","1003","1","2","5","22","14","26","12","42","24","87","140","12","100000","508000002","5","1301001638","1","502600003","1","903000001","1","8000","2000","3"
"1030103","1030103","1003","1","3","5","22","21","26","18","42","36","87","210","12","100000","508000002","5","1301001638","1","502600003","1","903000001","1","8000","2000","3"
"1030104","1030104","1003","1","4","5","22","28","26","24","42","48","87","280","12","100000","508000002","5","1301001638","1","502600003","1","903000001","1","8000","2000","3"
"1030105","1030105","1003","1","5","5","22","35","26","30","42","60","87","350","12","100000","508000002","5","1301001638","1","502600003","1","903000001","1","8000","2000","3"
"1030201","1030201","1003","2","1","5","22","42","26","36","42","72","87","420","12","120000","508000002","10","1301001638","1","502600003","1","903000001","2","7000","4000","3"
"1030202","1030202","1003","2","2","5","22","49","26","42","42","84","87","490","12","120000","508000002","10","1301001638","1","502600003","1","903000001","2","7000","4000","3"
"1030203","1030203","1003","2","3","5","22","56","26","48","42","96","87","560","12","120000","508000002","10","1301001638","1","502600003","1","903000001","2","7000","4000","3"
"1030204","1030204","1003","2","4","5","22","63","26","54","42","108","87","630","12","120000","508000002","10","1301001638","1","502600003","1","903000001","2","7000","4000","3"
"1030205","1030205","1003","2","5","5","22","70","26","60","42","120","87","700","12","120000","508000002","10","1301001638","1","502600003","1","903000001","2","7000","4000","3"
"1030301","1030301","1003","3","1","5","22","77","26","66","42","132","87","770","12","160000","508000003","1","1301001638","2","502600003","2","903000001","3","6000","4500","3"
"1030302","1030302","1003","3","2","5","22","84","26","72","42","144","87","840","12","160000","508000003","1","1301001638","2","502600003","2","903000001","3","6000","4500","3"
"1030303","1030303","1003","3","3","5","22","91","26","78","42","156","87","910","12","160000","508000003","1","1301001638","2","502600003","2","903000001","3","6000","4500","3"
"1030304","1030304","1003","3","4","5","22","98","26","84","42","168","87","980","12","160000","508000003","1","1301001638","2","502600003","2","903000001","3","6000","4500","3"
"1030305","1030305","1003","3","5","5","22","105","26","90","42","180","87","1050","12","160000","508000003","1","1301001638","2","502600003","2","903000001","3","6000","4500","3"
"1030401","1030401","1003","4","1","5","22","112","26","96","42","192","87","1120","12","220000","508000003","3","1301001638","2","502600003","2","903000001","4","5000","6000","3"
"1030402","1030402","1003","4","2","5","22","119","26","102","42","204","87","1190","12","220000","508000003","3","1301001638","2","502600003","2","903000001","4","5000","6000","3"
"1030403","1030403","1003","4","3","5","22","126","26","108","42","216","87","1260","12","220000","508000003","3","1301001638","2","502600003","2","903000001","4","5000","6000","3"
"1030404","1030404","1003","4","4","5","22","133","26","114","42","228","87","1330","12","220000","508000003","3","1301001638","2","502600003","2","903000001","4","5000","6000","3"
"1030405","1030405","1003","4","5","5","22","140","26","120","42","240","87","1400","12","220000","508000003","3","1301001638","2","502600003","2","903000001","4","5000","6000","3"
"1030501","1030501","1003","5","1","5","22","147","26","126","42","252","87","1470","12","300000","508000003","5","1301001638","4","502600003","4","903000002","1","4500","6500","4"
"1030502","1030502","1003","5","2","5","22","154","26","132","42","264","87","1540","12","300000","508000003","5","1301001638","4","502600003","4","903000002","1","4500","6500","4"
"1030503","1030503","1003","5","3","5","22","161","26","138","42","276","87","1610","12","300000","508000003","5","1301001638","4","502600003","4","903000002","1","4500","6500","4"
"1030504","1030504","1003","5","4","5","22","168","26","144","42","288","87","1680","12","300000","508000003","5","1301001638","4","502600003","4","903000002","1","4500","6500","4"
"1030505","1030505","1003","5","5","5","22","175","26","150","42","300","87","1750","12","300000","508000003","5","1301001638","4","502600003","4","903000002","1","4500","6500","4"
"1030601","1030601","1003","6","1","5","22","182","26","156","42","312","87","1820","12","400000","508000003","10","1301001638","4","502600003","4","903000002","1","4000","8000","4"
"1030602","1030602","1003","6","2","5","22","189","26","162","42","324","87","1890","12","400000","508000003","10","1301001638","4","502600003","4","903000002","1","4000","8000","4"
"1030603","1030603","1003","6","3","5","22","196","26","168","42","336","87","1960","12","400000","508000003","10","1301001638","4","502600003","4","903000002","1","4000","8000","4"
"1030604","1030604","1003","6","4","5","22","203","26","174","42","348","87","2030","12","400000","508000003","10","1301001638","4","502600003","4","903000002","1","4000","8000","4"
"1030605","1030605","1003","6","5","5","22","210","26","180","42","360","87","2100","12","400000","508000003","10","1301001638","4","502600003","4","903000002","1","4000","8000","4"
"1030701","1030701","1003","7","1","5","22","217","26","186","42","372","87","2170","12","520000","508000004","2","1301001638","8","502600003","8","903000002","2","3500","8500","4"
"1030702","1030702","1003","7","2","5","22","224","26","192","42","384","87","2240","12","520000","508000004","2","1301001638","8","502600003","8","903000002","2","3500","8500","4"
"1030703","1030703","1003","7","3","5","22","231","26","198","42","396","87","2310","12","520000","508000004","2","1301001638","8","502600003","8","903000002","2","3500","8500","4"
"1030704","1030704","1003","7","4","5","22","238","26","204","42","408","87","2380","12","520000","508000004","2","1301001638","8","502600003","8","903000002","2","3500","8500","4"
"1030705","1030705","1003","7","5","5","22","245","26","210","42","420","87","2450","12","520000","508000004","2","1301001638","8","502600003","8","903000002","2","3500","8500","4"
"1030801","1030801","1003","8","1","5","22","252","26","216","42","432","87","2520","12","660000","508000004","4","1301001638","8","502600003","8","903000002","3","3000","9000","4"
"1030802","1030802","1003","8","2","5","22","259","26","222","42","444","87","2590","12","660000","508000004","4","1301001638","8","502600003","8","903000002","3","3000","9000","4"
"1030803","1030803","1003","8","3","5","22","266","26","228","42","456","87","2660","12","660000","508000004","4","1301001638","8","502600003","8","903000002","3","3000","9000","4"
"1030804","1030804","1003","8","4","5","22","273","26","234","42","468","87","2730","12","660000","508000004","4","1301001638","8","502600003","8","903000002","3","3000","9000","4"
"1030805","1030805","1003","8","5","5","22","280","26","240","42","480","87","2800","12","660000","508000004","4","1301001638","8","502600003","8","903000002","3","3000","9000","4"
"1030901","1030901","1003","9","1","5","22","287","26","246","42","492","87","2870","12","820000","508000004","8","1301001638","12","502600003","12","903000002","4","2000","9500","5"
"1030902","1030902","1003","9","2","5","22","294","26","252","42","504","87","2940","12","820000","508000004","8","1301001638","12","502600003","12","903000002","4","2000","9500","5"
"1030903","1030903","1003","9","3","5","22","301","26","258","42","516","87","3010","12","820000","508000004","8","1301001638","12","502600003","12","903000002","4","2000","9500","5"
"1030904","1030904","1003","9","4","5","22","308","26","264","42","528","87","3080","12","820000","508000004","8","1301001638","12","502600003","12","903000002","4","2000","9500","5"
"1030905","1030905","1003","9","5","5","22","315","26","270","42","540","87","3150","12","820000","508000004","8","1301001638","12","502600003","12","903000002","4","2000","9500","5"
"1031001","1031001","1003","10","1","5","22","322","26","276","42","552","87","3220","12","1000000","508000004","20","1301001638","20","502600003","20","903000002","5","1000","9700","5"
"1031002","1031002","1003","10","2","5","22","329","26","282","42","564","87","3290","12","1000000","508000004","20","1301001638","20","502600003","20","903000002","5","1000","9700","5"
"1031003","1031003","1003","10","3","5","22","336","26","288","42","576","87","3360","12","1000000","508000004","20","1301001638","20","502600003","20","903000002","5","1000","9700","5"
"1031004","1031004","1003","10","4","5","22","343","26","294","42","588","87","3430","12","1000000","508000004","20","1301001638","20","502600003","20","903000002","5","1000","9700","5"
"1031005","1031005","1003","10","5","5","22","350","26","300","42","600","87","3500","12","1000000","508000004","20","1301001638","20","502600003","20","903000002","5","1000","9700","5"
"1040101","1040101","1004","1","1","5","30","3","35","12","33","12","41","12","12","100000","508000002","5","1301001638","1","502600004","1","907000001","1","8000","2000","3"
"1040102","1040102","1004","1","2","5","30","6","35","24","33","24","41","24","12","100000","508000002","5","1301001638","1","502600004","1","907000001","1","8000","2000","3"
"1040103","1040103","1004","1","3","5","30","9","35","36","33","36","41","36","12","100000","508000002","5","1301001638","1","502600004","1","907000001","1","8000","2000","3"
"1040104","1040104","1004","1","4","5","30","12","35","48","33","48","41","48","12","100000","508000002","5","1301001638","1","502600004","1","907000001","1","8000","2000","3"
"1040105","1040105","1004","1","5","5","30","15","35","60","33","60","41","60","12","100000","508000002","5","1301001638","1","502600004","1","907000001","1","8000","2000","3"
"1040201","1040201","1004","2","1","5","30","18","35","72","33","72","41","72","12","120000","508000002","10","1301001638","1","502600004","1","907000001","2","7000","4000","3"
"1040202","1040202","1004","2","2","5","30","21","35","84","33","84","41","84","12","120000","508000002","10","1301001638","1","502600004","1","907000001","2","7000","4000","3"
"1040203","1040203","1004","2","3","5","30","24","35","96","33","96","41","96","12","120000","508000002","10","1301001638","1","502600004","1","907000001","2","7000","4000","3"
"1040204","1040204","1004","2","4","5","30","27","35","108","33","108","41","108","12","120000","508000002","10","1301001638","1","502600004","1","907000001","2","7000","4000","3"
"1040205","1040205","1004","2","5","5","30","30","35","120","33","120","41","120","12","120000","508000002","10","1301001638","1","502600004","1","907000001","2","7000","4000","3"
"1040301","1040301","1004","3","1","5","30","33","35","132","33","132","41","132","12","160000","508000003","1","1301001638","2","502600004","2","907000001","3","6000","4500","3"
"1040302","1040302","1004","3","2","5","30","36","35","144","33","144","41","144","12","160000","508000003","1","1301001638","2","502600004","2","907000001","3","6000","4500","3"
"1040303","1040303","1004","3","3","5","30","39","35","156","33","156","41","156","12","160000","508000003","1","1301001638","2","502600004","2","907000001","3","6000","4500","3"
"1040304","1040304","1004","3","4","5","30","42","35","168","33","168","41","168","12","160000","508000003","1","1301001638","2","502600004","2","907000001","3","6000","4500","3"
"1040305","1040305","1004","3","5","5","30","45","35","180","33","180","41","180","12","160000","508000003","1","1301001638","2","502600004","2","907000001","3","6000","4500","3"
"1040401","1040401","1004","4","1","5","30","48","35","192","33","192","41","192","12","220000","508000003","3","1301001638","2","502600004","2","907000001","4","5000","6000","3"
"1040402","1040402","1004","4","2","5","30","51","35","204","33","204","41","204","12","220000","508000003","3","1301001638","2","502600004","2","907000001","4","5000","6000","3"
"1040403","1040403","1004","4","3","5","30","54","35","216","33","216","41","216","12","220000","508000003","3","1301001638","2","502600004","2","907000001","4","5000","6000","3"
"1040404","1040404","1004","4","4","5","30","57","35","228","33","228","41","228","12","220000","508000003","3","1301001638","2","502600004","2","907000001","4","5000","6000","3"
"1040405","1040405","1004","4","5","5","30","60","35","240","33","240","41","240","12","220000","508000003","3","1301001638","2","502600004","2","907000001","4","5000","6000","3"
"1040501","1040501","1004","5","1","5","30","63","35","252","33","252","41","252","12","300000","508000003","5","1301001638","4","502600004","4","907000002","1","4500","6500","4"
"1040502","1040502","1004","5","2","5","30","66","35","264","33","264","41","264","12","300000","508000003","5","1301001638","4","502600004","4","907000002","1","4500","6500","4"
"1040503","1040503","1004","5","3","5","30","69","35","276","33","276","41","276","12","300000","508000003","5","1301001638","4","502600004","4","907000002","1","4500","6500","4"
"1040504","1040504","1004","5","4","5","30","72","35","288","33","288","41","288","12","300000","508000003","5","1301001638","4","502600004","4","907000002","1","4500","6500","4"
"1040505","1040505","1004","5","5","5","30","75","35","300","33","300","41","300","12","300000","508000003","5","1301001638","4","502600004","4","907000002","1","4500","6500","4"
"1040601","1040601","1004","6","1","5","30","78","35","312","33","312","41","312","12","400000","508000003","10","1301001638","4","502600004","4","907000002","1","4000","8000","4"
"1040602","1040602","1004","6","2","5","30","81","35","324","33","324","41","324","12","400000","508000003","10","1301001638","4","502600004","4","907000002","1","4000","8000","4"
"1040603","1040603","1004","6","3","5","30","84","35","336","33","336","41","336","12","400000","508000003","10","1301001638","4","502600004","4","907000002","1","4000","8000","4"
"1040604","1040604","1004","6","4","5","30","87","35","348","33","348","41","348","12","400000","508000003","10","1301001638","4","502600004","4","907000002","1","4000","8000","4"
"1040605","1040605","1004","6","5","5","30","90","35","360","33","360","41","360","12","400000","508000003","10","1301001638","4","502600004","4","907000002","1","4000","8000","4"
"1040701","1040701","1004","7","1","5","30","93","35","372","33","372","41","372","12","520000","508000004","2","1301001638","8","502600004","8","907000002","2","3500","8500","4"
