"Name","Id","GroupId","GroupType","NeedPoint","Number","NameStrId","RewardGroup","RewardCategory","RewardType","RewardId","RewardCount"
"10000029","10000029","10001","1","900","10","0","20001","20001","2","(901200402,901200402,901200402,901200402,901200402,901200402)","50"
"10000030","10000030","10001","1","900","10","0","30001","30001","2","(601201601,601201601,601201601,601201601,601201601,601201601)","1"
"10000031","10000031","10001","1","990","11","0","10001","10001","2","(1301201406,1301201406,1301201406,1301201406,1301201406,1301201406)","5"
"10000032","10000032","10001","1","990","11","0","20001","20001","2","(602200606,602200606,602200606,602200606,602200606,602200606)","5"
"10000033","10000033","10001","1","990","11","0","30001","30001","2","(602202327,602202327,602202327,602202327,602202327,602202327)","5"
"10000034","10000034","10001","1","1080","12","0","10001","10001","2","(625200602,625200602,625200602,625200602,625200602,625200602)","1"
"10000035","10000035","10001","1","1080","12","0","20001","20001","2","(601202363,601202363,601202363,601202363,601202363,601202363)","5"
"10000036","10000036","10001","1","1080","12","0","30001","30001","2","(606201343,606201343,606201343,606201343,606201343,606201343)","3"
"10000037","10000037","10001","1","1170","13","0","10001","10001","2","(523200001,523200001,523200001,523200001,523200001,523200001)","1"
"10000038","10000038","10001","1","1170","13","0","20001","20001","1","(2,2,2,2,2,2)","100000"
"10000039","10000039","10001","1","1170","13","0","30001","30001","2","(602202327,602202327,602202327,602202327,602202327,602202327)","5"
"10000040","10000040","10001","1","1260","14","0","10001","10001","0","(0,0,0,0,0,0)","0"
"10000041","10000041","10001","1","1260","14","0","20001","20001","2","(602200604,602200604,602200604,602200604,602200604,602200604)","5"
"10000042","10000042","10001","1","1260","14","0","30001","30001","2","(606201347,606201347,606201347,606201347,606201347,606201347)","3"
"10000043","10000043","10001","1","1350","15","0","10001","10001","2","(1301201406,1301201406,1301201406,1301201406,1301201406,1301201406)","5"
"10000044","10000044","10001","1","1350","15","0","20001","20001","2","(601202363,601202363,601202363,601202363,601202363,601202363)","5"
"10000045","10000045","10001","1","1350","15","0","30001","30001","2","(602202327,602202327,602202327,602202327,602202327,602202327)","5"
"10000046","10000046","10001","1","1440","16","0","10001","10001","2","(625200602,625200602,625200602,625200602,625200602,625200602)","1"
"10000047","10000047","10001","1","1440","16","0","20001","20001","1","(12,12,12,12,12,12)","50000"
"10000048","10000048","10001","1","1440","16","0","30001","30001","2","(606201339,606201339,606201339,606201339,606201339,606201339)","3"
"10000049","10000049","10001","1","1530","17","0","10001","10001","2","(523200001,523200001,523200001,523200001,523200001,523200001)","1"
"10000050","10000050","10001","1","1530","17","0","20001","20001","2","(602200605,602200605,602200605,602200605,602200605,602200605)","5"
"10000051","10000051","10001","1","1530","17","0","30001","30001","2","(602202327,602202327,602202327,602202327,602202327,602202327)","5"
"10000052","10000052","10001","1","1620","18","0","10001","10001","0","(0,0,0,0,0,0)","0"
"10000053","10000053","10001","1","1620","18","0","20001","20001","2","(601202363,601202363,601202363,601202363,601202363,601202363)","5"
"10000054","10000054","10001","1","1620","18","0","30001","30001","2","(601201601,601201601,601201601,601201601,601201601,601201601)","1"
"10000055","10000055","10001","1","1710","19","0","10001","10001","2","(1301201406,1301201406,1301201406,1301201406,1301201406,1301201406)","5"
"10000056","10000056","10001","1","1710","19","0","20001","20001","1","(11,11,11,11,11,11)","50000"
"10000057","10000057","10001","1","1710","19","0","30001","30001","2","(508200005,508200005,508200005,508200005,508200005,508200005)","1"
"10000058","10000058","10001","1","1800","20","0","10001","10001","2","(625200602,625200602,625200602,625200602,625200602,625200602)","1"
"10000059","10000059","10001","1","1800","20","0","20001","20001","2","(602202420,602202420,602202420,602202420,602202420,602202420)","1"
"10000060","10000060","10001","1","1800","20","0","30001","30001","2","(625200602,625200602,625200602,625200602,625200602,625200602)","10"
"10000061","10000061","10001","1","1890","21","0","10001","10001","2","(523200001,523200001,523200001,523200001,523200001,523200001)","1"
"10000062","10000062","10001","1","1890","21","0","20001","20001","2","(602202421,602202421,602202421,602202421,602202421,602202421)","1"
"10000063","10000063","10001","1","1890","21","0","30001","30001","1","(2,2,2,2,2,2)","100000"
"10000064","10000064","10001","1","1980","22","0","10001","10001","0","(0,0,0,0,0,0)","0"
"10000065","10000065","10001","1","1980","22","0","20001","20001","2","(625200602,625200602,625200602,625200602,625200602,625200602)","1"
"10000066","10000066","10001","1","1980","22","0","30001","30001","2","(601201603,601201603,601201603,601201603,601201603,601201603)","1"
"10000067","10000067","10001","1","2070","23","0","10001","10001","1","(2,2,2,2,2,2)","100000"
"10000068","10000068","10001","1","2070","23","0","20001","20001","2","(601201603,601201603,601201603,601201603,601201603,601201603)","1"
"10000069","10000069","10001","1","2070","23","0","30001","30001","1","(12,12,12,12,12,12)","50000"
"10000070","10000070","10001","1","2160","24","0","10001","10001","1","(12,12,12,12,12,12)","50000"
"10000071","10000071","10001","1","2160","24","0","20001","20001","2","(625200602,625200602,625200602,625200602,625200602,625200602)","1"
"10000072","10000072","10001","1","2160","24","0","30001","30001","2","(601201604,601201604,601201604,601201604,601201604,601201604)","1"
"10000073","10000073","10001","1","2250","25","0","10001","10001","1","(11,11,11,11,11,11)","50000"
"10000074","10000074","10001","1","2250","25","0","20001","20001","2","(601201604,601201604,601201604,601201604,601201604,601201604)","1"
"10000075","10000075","10001","1","2250","25","0","30001","30001","1","(11,11,11,11,11,11)","50000"
"10000076","10000076","10001","1","2340","26","0","10001","10001","0","(0,0,0,0,0,0)","0"
"10000077","10000077","10001","1","2340","26","0","20001","20001","2","(602200606,602200606,602200606,602200606,602200606,602200606)","5"
"10000078","10000078","10001","1","2340","26","0","30001","30001","2","(601201601,601201601,601201601,601201601,601201601,601201601)","1"
"10000079","10000079","10001","1","2430","27","0","10001","10001","2","(1301201407,1301201407,1301201407,1301201407,1301201407,1301201407)","1"
"10000080","10000080","10001","1","2430","27","0","20001","20001","2","(1301201407,1301201407,1301201407,1301201407,1301201407,1301201407)","1"
"10000081","10000081","10001","1","2430","27","0","30001","30001","2","(1301201407,1301201407,1301201407,1301201407,1301201407,1301201407)","1"
"10000082","10000082","10001","1","2520","28","0","10001","10001","0","(0,0,0,0,0,0)","0"
"10000083","10000083","10001","1","2520","28","0","20001","20001","2","(601201602,601201602,601201602,601201602,601201602,601201602)","1"
"10000084","10000084","10001","1","2520","28","0","30001","30001","2","(602200606,602200606,602200606,602200606,602200606,602200606)","5"
"10000085","10000085","10001","1","2610","29","0","10001","10001","2","(1301201407,1301201407,1301201407,1301201407,1301201407,1301201407)","1"
"10000086","10000086","10001","1","2610","29","0","20001","20001","2","(1301201407,1301201407,1301201407,1301201407,1301201407,1301201407)","1"
"10000087","10000087","10001","1","2610","29","0","30001","30001","2","(1301201407,1301201407,1301201407,1301201407,1301201407,1301201407)","1"
"10000088","10000088","10001","1","2700","30","0","10001","10001","0","(0,0,0,0,0,0)","0"
"10000089","10000089","10001","1","2700","30","0","20001","20001","2","(602200605,602200605,602200605,602200605,602200605,602200605)","10"
"10000090","10000090","10001","1","2700","30","0","30001","30001","2","(602200604,602200604,602200604,602200604,602200604,602200604)","10"
"10000101","10000101","10002","1","90","1","0","10001","10002","1","(2,2,2,2,2,2)","50000"
"10000102","10000102","10002","1","90","1","0","20001","20002","2","(602200604,602200604,602200604,602200604,602200604,602200604)","5"
"10000103","10000103","10002","1","90","1","0","30001","30002","2","(602200605,602200605,602200605,602200605,602200605,602200605)","5"
"10000104","10000104","10002","1","180","2","0","10001","10002","2","(625200602,625200602,625200602,625200602,625200602,625200602)","1"
"10000105","10000105","10002","1","180","2","0","20001","20002","2","(601201601,601201601,601201601,601201601,601201601,601201601)","1"
"10000106","10000106","10002","1","180","2","0","30001","30002","2","(601201602,601201602,601201602,601201602,601201602,601201602)","1"
"10000107","10000107","10002","1","270","3","0","10001","10002","0","(0,0,0,0,0,0)","0"
"10000108","10000108","10002","1","270","3","0","20001","20002","2","(902200102,902200102,902200102,902200102,902200102,902200102)","20"
"10000109","10000109","10002","1","270","3","0","30001","30002","2","(903200002,903200002,903200002,903200002,903200002,903200002)","1"
"10000110","10000110","10002","1","360","4","0","10001","10002","1","(12,12,12,12,12,12)","30000"
"10000111","10000111","10002","1","360","4","0","20001","20002","2","(602200604,602200604,602200604,602200604,602200604,602200604)","5"
"10000112","10000112","10002","1","360","4","0","30001","30002","2","(904200002,904200002,904200002,904200002,904200002,904200002)","1"
"10000113","10000113","10002","1","450","5","0","10001","10002","2","(625200602,625200602,625200602,625200602,625200602,625200602)","1"
"10000114","10000114","10002","1","450","5","0","20001","20002","2","(523200001,523200001,523200001,523200001,523200001,523200001)","1"
"10000115","10000115","10002","1","450","5","0","30001","30002","2","(905200002,905200002,905200002,905200002,905200002,905200002)","1"
"10000116","10000116","10002","1","540","6","0","10001","10002","0","(0,0,0,0,0,0)","0"
"10000117","10000117","10002","1","540","6","0","20001","20002","2","(901200402,901200402,901200402,901200402,901200402,901200402)","20"
"10000118","10000118","10002","1","540","6","0","30001","30002","2","(508200002,508200002,508200002,508200002,508200002,508200002)","2"
"10000119","10000119","10002","1","630","7","0","10001","10002","1","(11,11,11,11,11,11)","30000"
"10000120","10000120","10002","1","630","7","0","20001","20002","2","(602200605,602200605,602200605,602200605,602200605,602200605)","5"
"10000121","10000121","10002","1","630","7","0","30001","30002","2","(602202401,602202401,602202401,602202401,602202401,602202401)","1"
"10000122","10000122","10002","1","720","8","0","10001","10002","2","(625200602,625200602,625200602,625200602,625200602,625200602)","1"
"10000123","10000123","10002","1","720","8","0","20001","20002","2","(508200005,508200005,508200005,508200005,508200005,508200005)","1"
"10000124","10000124","10002","1","720","8","0","30001","30002","2","(601201602,601201602,601201602,601201602,601201602,601201602)","1"
"10000125","10000125","10002","1","810","9","0","10001","10002","2","(508200001,508200001,508200001,508200001,508200001,508200001)","10"
"10000126","10000126","10002","1","810","9","0","20001","20002","2","(902200102,902200102,902200102,902200102,902200102,902200102)","50"
"10000127","10000127","10002","1","810","9","0","30001","30002","2","(602201601,602201601,602201601,602201601,602201601,602201601)","1"
"10000128","10000128","10002","1","900","10","0","10001","10002","0","(0,0,0,0,0,0)","0"
"10000129","10000129","10002","1","900","10","0","20001","20002","2","(901200402,901200402,901200402,901200402,901200402,901200402)","50"
"10000130","10000130","10002","1","900","10","0","30001","30002","2","(601201601,601201601,601201601,601201601,601201601,601201601)","1"
"10000131","10000131","10002","1","990","11","0","10001","10002","2","(1301201406,1301201406,1301201406,1301201406,1301201406,1301201406)","5"
"10000132","10000132","10002","1","990","11","0","20001","20002","2","(602200606,602200606,602200606,602200606,602200606,602200606)","5"
"10000133","10000133","10002","1","990","11","0","30001","30002","2","(602202327,602202327,602202327,602202327,602202327,602202327)","5"
"10000134","10000134","10002","1","1080","12","0","10001","10002","2","(625200602,625200602,625200602,625200602,625200602,625200602)","1"
"10000135","10000135","10002","1","1080","12","0","20001","20002","2","(601202363,601202363,601202363,601202363,601202363,601202363)","5"
"10000136","10000136","10002","1","1080","12","0","30001","30002","2","(606201343,606201343,606201343,606201343,606201343,606201343)","3"
"10000137","10000137","10002","1","1170","13","0","10001","10002","2","(523200001,523200001,523200001,523200001,523200001,523200001)","1"
"10000138","10000138","10002","1","1170","13","0","20001","20002","1","(2,2,2,2,2,2)","100000"
"10000139","10000139","10002","1","1170","13","0","30001","30002","2","(602202327,602202327,602202327,602202327,602202327,602202327)","5"
"10000140","10000140","10002","1","1260","14","0","10001","10002","0","(0,0,0,0,0,0)","0"
"10000141","10000141","10002","1","1260","14","0","20001","20002","2","(602200604,602200604,602200604,602200604,602200604,602200604)","5"
"10000142","10000142","10002","1","1260","14","0","30001","30002","2","(606201347,606201347,606201347,606201347,606201347,606201347)","3"
"10000143","10000143","10002","1","1350","15","0","10001","10002","2","(1301201406,1301201406,1301201406,1301201406,1301201406,1301201406)","5"
"10000144","10000144","10002","1","1350","15","0","20001","20002","2","(601202363,601202363,601202363,601202363,601202363,601202363)","5"
"10000145","10000145","10002","1","1350","15","0","30001","30002","2","(602202327,602202327,602202327,602202327,602202327,602202327)","5"
"10000146","10000146","10002","1","1440","16","0","10001","10002","2","(625200602,625200602,625200602,625200602,625200602,625200602)","1"
"10000147","10000147","10002","1","1440","16","0","20001","20002","1","(12,12,12,12,12,12)","50000"
"10000148","10000148","10002","1","1440","16","0","30001","30002","2","(606201339,606201339,606201339,606201339,606201339,606201339)","3"
"10000149","10000149","10002","1","1530","17","0","10001","10002","2","(523200001,523200001,523200001,523200001,523200001,523200001)","1"
"10000150","10000150","10002","1","1530","17","0","20001","20002","2","(602200605,602200605,602200605,602200605,602200605,602200605)","5"
"10000151","10000151","10002","1","1530","17","0","30001","30002","2","(602202327,602202327,602202327,602202327,602202327,602202327)","5"
"10000152","10000152","10002","1","1620","18","0","10001","10002","0","(0,0,0,0,0,0)","0"
"10000153","10000153","10002","1","1620","18","0","20001","20002","2","(601202363,601202363,601202363,601202363,601202363,601202363)","5"
"10000154","10000154","10002","1","1620","18","0","30001","30002","2","(601201601,601201601,601201601,601201601,601201601,601201601)","1"
"10000155","10000155","10002","1","1710","19","0","10001","10002","2","(1301201406,1301201406,1301201406,1301201406,1301201406,1301201406)","5"
"10000156","10000156","10002","1","1710","19","0","20001","20002","1","(11,11,11,11,11,11)","50000"
"10000157","10000157","10002","1","1710","19","0","30001","30002","2","(508200005,508200005,508200005,508200005,508200005,508200005)","1"
"10000158","10000158","10002","1","1800","20","0","10001","10002","2","(625200602,625200602,625200602,625200602,625200602,625200602)","1"
"10000159","10000159","10002","1","1800","20","0","20001","20002","2","(602202420,602202420,602202420,602202420,602202420,602202420)","1"
"10000160","10000160","10002","1","1800","20","0","30001","30002","2","(625200602,625200602,625200602,625200602,625200602,625200602)","10"
"10000161","10000161","10002","1","1890","21","0","10001","10002","2","(523200001,523200001,523200001,523200001,523200001,523200001)","1"
"10000162","10000162","10002","1","1890","21","0","20001","20002","2","(602202421,602202421,602202421,602202421,602202421,602202421)","1"
"10000163","10000163","10002","1","1890","21","0","30001","30002","1","(2,2,2,2,2,2)","100000"
"10000164","10000164","10002","1","1980","22","0","10001","10002","0","(0,0,0,0,0,0)","0"
"10000165","10000165","10002","1","1980","22","0","20001","20002","2","(625200602,625200602,625200602,625200602,625200602,625200602)","1"
"10000166","10000166","10002","1","1980","22","0","30001","30002","2","(601201603,601201603,601201603,601201603,601201603,601201603)","1"
"10000167","10000167","10002","1","2070","23","0","10001","10002","1","(2,2,2,2,2,2)","100000"
"10000168","10000168","10002","1","2070","23","0","20001","20002","2","(601201603,601201603,601201603,601201603,601201603,601201603)","1"
"10000169","10000169","10002","1","2070","23","0","30001","30002","1","(12,12,12,12,12,12)","50000"
"10000170","10000170","10002","1","2160","24","0","10001","10002","1","(12,12,12,12,12,12)","50000"
"10000171","10000171","10002","1","2160","24","0","20001","20002","2","(625200602,625200602,625200602,625200602,625200602,625200602)","1"
"10000172","10000172","10002","1","2160","24","0","30001","30002","2","(601201604,601201604,601201604,601201604,601201604,601201604)","1"
"10000173","10000173","10002","1","2250","25","0","10001","10002","1","(11,11,11,11,11,11)","50000"
"10000174","10000174","10002","1","2250","25","0","20001","20002","2","(601201604,601201604,601201604,601201604,601201604,601201604)","1"
"10000175","10000175","10002","1","2250","25","0","30001","30002","1","(11,11,11,11,11,11)","50000"
"10000176","10000176","10002","1","2340","26","0","10001","10002","0","(0,0,0,0,0,0)","0"
"10000177","10000177","10002","1","2340","26","0","20001","20002","2","(602200606,602200606,602200606,602200606,602200606,602200606)","5"
"10000178","10000178","10002","1","2340","26","0","30001","30002","2","(601201601,601201601,601201601,601201601,601201601,601201601)","1"
"10000179","10000179","10002","1","2430","27","0","10001","10002","2","(1301201407,1301201407,1301201407,1301201407,1301201407,1301201407)","1"
"10000180","10000180","10002","1","2430","27","0","20001","20002","2","(1301201407,1301201407,1301201407,1301201407,1301201407,1301201407)","1"
"10000181","10000181","10002","1","2430","27","0","30001","30002","2","(1301201407,1301201407,1301201407,1301201407,1301201407,1301201407)","1"
"10000182","10000182","10002","1","2520","28","0","10001","10002","0","(0,0,0,0,0,0)","0"
"10000183","10000183","10002","1","2520","28","0","20001","20002","2","(601201602,601201602,601201602,601201602,601201602,601201602)","1"
"10000184","10000184","10002","1","2520","28","0","30001","30002","2","(602200606,602200606,602200606,602200606,602200606,602200606)","5"
"10000185","10000185","10002","1","2610","29","0","10001","10002","2","(1301201407,1301201407,1301201407,1301201407,1301201407,1301201407)","1"
"10000186","10000186","10002","1","2610","29","0","20001","20002","2","(1301201407,1301201407,1301201407,1301201407,1301201407,1301201407)","1"
"10000187","10000187","10002","1","2610","29","0","30001","30002","2","(1301201407,1301201407,1301201407,1301201407,1301201407,1301201407)","1"
"10000188","10000188","10002","1","2700","30","0","10001","10002","0","(0,0,0,0,0,0)","0"
"10000189","10000189","10002","1","2700","30","0","20001","20002","2","(602200605,602200605,602200605,602200605,602200605,602200605)","10"
"10000190","10000190","10002","1","2700","30","0","30001","30002","2","(602200604,602200604,602200604,602200604,602200604,602200604)","10"
"10000201","10000201","10003","1","90","1","0","10001","10003","1","(2,2,2,2,2,2)","50000"
"10000202","10000202","10003","1","90","1","0","20001","20003","2","(602200604,602200604,602200604,602200604,602200604,602200604)","5"
"10000203","10000203","10003","1","90","1","0","30001","30003","2","(602200605,602200605,602200605,602200605,602200605,602200605)","5"
"10000204","10000204","10003","1","180","2","0","10001","10003","2","(625200602,625200602,625200602,625200602,625200602,625200602)","1"
"10000205","10000205","10003","1","180","2","0","20001","20003","2","(601201601,601201601,601201601,601201601,601201601,601201601)","1"
"10000206","10000206","10003","1","180","2","0","30001","30003","2","(601201602,601201602,601201602,601201602,601201602,601201602)","1"
"10000207","10000207","10003","1","270","3","0","10001","10003","0","(0,0,0,0,0,0)","0"
"10000208","10000208","10003","1","270","3","0","20001","20003","2","(902200102,902200102,902200102,902200102,902200102,902200102)","20"
"10000209","10000209","10003","1","270","3","0","30001","30003","2","(903200002,903200002,903200002,903200002,903200002,903200002)","1"
"10000210","10000210","10003","1","360","4","0","10001","10003","2","(1301201406,1301201406,1301201406,1301201406,1301201406,1301201406)","5"
"10000211","10000211","10003","1","360","4","0","20001","20003","2","(602200604,602200604,602200604,602200604,602200604,602200604)","5"
"10000212","10000212","10003","1","360","4","0","30001","30003","2","(904200002,904200002,904200002,904200002,904200002,904200002)","1"
"10000213","10000213","10003","1","450","5","0","10001","10003","2","(625200602,625200602,625200602,625200602,625200602,625200602)","1"
"10000214","10000214","10003","1","450","5","0","20001","20003","2","(523200001,523200001,523200001,523200001,523200001,523200001)","1"
"10000215","10000215","10003","1","450","5","0","30001","30003","2","(905200002,905200002,905200002,905200002,905200002,905200002)","1"
"10000216","10000216","10003","1","540","6","0","10001","10003","0","(0,0,0,0,0,0)","0"
"10000217","10000217","10003","1","540","6","0","20001","20003","2","(901200402,901200402,901200402,901200402,901200402,901200402)","20"
"10000218","10000218","10003","1","540","6","0","30001","30003","2","(508200002,508200002,508200002,508200002,508200002,508200002)","2"
"10000219","10000219","10003","1","630","7","0","10001","10003","1","(11,11,11,11,11,11)","30000"
"10000220","10000220","10003","1","630","7","0","20001","20003","2","(602200605,602200605,602200605,602200605,602200605,602200605)","5"
"10000221","10000221","10003","1","630","7","0","30001","30003","2","(602202401,602202401,602202401,602202401,602202401,602202401)","1"
"10000222","10000222","10003","1","720","8","0","10001","10003","2","(625200602,625200602,625200602,625200602,625200602,625200602)","1"
"10000223","10000223","10003","1","720","8","0","20001","20003","2","(508200005,508200005,508200005,508200005,508200005,508200005)","1"
"10000224","10000224","10003","1","720","8","0","30001","30003","2","(601201602,601201602,601201602,601201602,601201602,601201602)","1"
"10000225","10000225","10003","1","810","9","0","10001","10003","2","(508200001,508200001,508200001,508200001,508200001,508200001)","10"
"10000226","10000226","10003","1","810","9","0","20001","20003","2","(902200102,902200102,902200102,902200102,902200102,902200102)","50"
"10000227","10000227","10003","1","810","9","0","30001","30003","2","(602201601,602201601,602201601,602201601,602201601,602201601)","1"
"10000228","10000228","10003","1","900","10","0","10001","10003","0","(0,0,0,0,0,0)","0"
"10000229","10000229","10003","1","900","10","0","20001","20003","2","(901200402,901200402,901200402,901200402,901200402,901200402)","50"
"10000230","10000230","10003","1","900","10","0","30001","30003","2","(601201601,601201601,601201601,601201601,601201601,601201601)","1"
"10000231","10000231","10003","1","990","11","0","10001","10003","2","(1301201406,1301201406,1301201406,1301201406,1301201406,1301201406)","5"
"10000232","10000232","10003","1","990","11","0","20001","20003","2","(602200606,602200606,602200606,602200606,602200606,602200606)","5"
"10000233","10000233","10003","1","990","11","0","30001","30003","2","(602202327,602202327,602202327,602202327,602202327,602202327)","5"
"10000234","10000234","10003","1","1080","12","0","10001","10003","2","(625200602,625200602,625200602,625200602,625200602,625200602)","1"
"10000235","10000235","10003","1","1080","12","0","20001","20003","2","(601202363,601202363,601202363,601202363,601202363,601202363)","5"
"10000236","10000236","10003","1","1080","12","0","30001","30003","2","(606201343,606201343,606201343,606201343,606201343,606201343)","3"
"10000237","10000237","10003","1","1170","13","0","10001","10003","2","(523200001,523200001,523200001,523200001,523200001,523200001)","1"
"10000238","10000238","10003","1","1170","13","0","20001","20003","1","(2,2,2,2,2,2)","100000"
"10000239","10000239","10003","1","1170","13","0","30001","30003","2","(602202327,602202327,602202327,602202327,602202327,602202327)","5"
"10000240","10000240","10003","1","1260","14","0","10001","10003","0","(0,0,0,0,0,0)","0"
"10000241","10000241","10003","1","1260","14","0","20001","20003","2","(602200604,602200604,602200604,602200604,602200604,602200604)","5"
"10000242","10000242","10003","1","1260","14","0","30001","30003","2","(606201347,606201347,606201347,606201347,606201347,606201347)","3"
"10000243","10000243","10003","1","1350","15","0","10001","10003","2","(1301201406,1301201406,1301201406,1301201406,1301201406,1301201406)","5"
"10000244","10000244","10003","1","1350","15","0","20001","20003","2","(601202363,601202363,601202363,601202363,601202363,601202363)","5"
"10000245","10000245","10003","1","1350","15","0","30001","30003","2","(602202327,602202327,602202327,602202327,602202327,602202327)","5"
"10000246","10000246","10003","1","1440","16","0","10001","10003","2","(625200602,625200602,625200602,625200602,625200602,625200602)","1"
"10000247","10000247","10003","1","1440","16","0","20001","20003","2","(601201603,601201603,601201603,601201603,601201603,601201603)","1"
"10000248","10000248","10003","1","1440","16","0","30001","30003","2","(606201339,606201339,606201339,606201339,606201339,606201339)","3"
"10000249","10000249","10003","1","1530","17","0","10001","10003","2","(523200001,523200001,523200001,523200001,523200001,523200001)","1"
"10000250","10000250","10003","1","1530","17","0","20001","20003","2","(602200605,602200605,602200605,602200605,602200605,602200605)","5"
"10000251","10000251","10003","1","1530","17","0","30001","30003","2","(602202327,602202327,602202327,602202327,602202327,602202327)","5"
"10000252","10000252","10003","1","1620","18","0","10001","10003","0","(0,0,0,0,0,0)","0"
"10000253","10000253","10003","1","1620","18","0","20001","20003","2","(601202363,601202363,601202363,601202363,601202363,601202363)","5"
"10000254","10000254","10003","1","1620","18","0","30001","30003","2","(601201601,601201601,601201601,601201601,601201601,601201601)","1"
"10000255","10000255","10003","1","1710","19","0","10001","10003","2","(1301201406,1301201406,1301201406,1301201406,1301201406,1301201406)","5"
"10000256","10000256","10003","1","1710","19","0","20001","20003","1","(11,11,11,11,11,11)","50000"
"10000257","10000257","10003","1","1710","19","0","30001","30003","2","(508200005,508200005,508200005,508200005,508200005,508200005)","1"
"10000258","10000258","10003","1","1800","20","0","10001","10003","2","(625200602,625200602,625200602,625200602,625200602,625200602)","1"
"10000259","10000259","10003","1","1800","20","0","20001","20003","2","(602202420,602202420,602202420,602202420,602202420,602202420)","1"
"10000260","10000260","10003","1","1800","20","0","30001","30003","2","(625200602,625200602,625200602,625200602,625200602,625200602)","10"
"10000261","10000261","10003","1","1890","21","0","10001","10003","2","(523200001,523200001,523200001,523200001,523200001,523200001)","1"
"10000262","10000262","10003","1","1890","21","0","20001","20003","2","(602202421,602202421,602202421,602202421,602202421,602202421)","1"
"10000263","10000263","10003","1","1890","21","0","30001","30003","1","(2,2,2,2,2,2)","100000"
"10000264","10000264","10003","1","1980","22","0","10001","10003","0","(0,0,0,0,0,0)","0"
"10000265","10000265","10003","1","1980","22","0","20001","20003","2","(625200602,625200602,625200602,625200602,625200602,625200602)","1"
"10000266","10000266","10003","1","1980","22","0","30001","30003","2","(601201603,601201603,601201603,601201603,601201603,601201603)","1"
"10000267","10000267","10003","1","2070","23","0","10001","10003","1","(2,2,2,2,2,2)","100000"
"10000268","10000268","10003","1","2070","23","0","20001","20003","2","(601201603,601201603,601201603,601201603,601201603,601201603)","1"
"10000269","10000269","10003","1","2070","23","0","30001","30003","2","(602200604,602200604,602200604,602200604,602200604,602200604)","5"
