"Name","RowId","ContentsId","Level","ConditionType","ConditionValue","GrowPercent","GrowGraph"
"182","182","1800","12","3","8","12","1"
"183","183","1800","13","3","12","13","1"
"184","184","1800","14","3","16","14","1"
"185","185","1800","15","3","20","15","1"
"186","186","1800","16","3","24","16","1"
"187","187","1800","17","3","28","17","1"
"188","188","1800","18","3","32","18","1"
"189","189","1800","19","3","36","19","1"
"190","190","1800","20","3","40","20","1"
"191","191","1800","21","3","44","21","1"
"192","192","1800","22","3","44","22","1"
"193","193","1800","23","3","48","23","1"
"194","194","1800","24","3","48","24","1"
"195","195","1800","25","3","52","25","1"
"196","196","1800","26","3","52","26","2"
"197","197","1800","27","3","56","27","2"
"198","198","1800","28","3","56","28","2"
"199","199","1800","29","3","60","29","2"
"200","200","1800","30","3","60","30","2"
"201","201","1800","31","3","64","31","2"
"202","202","1800","32","3","64","32","2"
"203","203","1800","33","3","72","33","2"
"204","204","1800","34","3","76","34","2"
"205","205","1800","35","3","84","35","2"
"206","206","1800","36","3","88","36","2"
"207","207","1800","37","3","96","37","2"
"208","208","1800","38","3","100","38","2"
"209","209","1800","39","3","104","39","2"
"210","210","1800","40","3","108","40","2"
"211","211","1800","41","3","112","41","2"
"212","212","1800","42","3","116","42","2"
"213","213","1800","43","3","116","43","2"
"214","214","1800","44","3","124","44","2"
"215","215","1800","45","3","124","45","2"
"216","216","1800","46","3","128","46","2"
"217","217","1800","47","3","136","47","2"
"218","218","1800","48","3","144","48","2"
"219","219","1800","49","3","148","49","2"
"220","220","1800","50","3","160","50","2"
"221","221","1800","51","3","164","51","3"
"222","222","1800","52","3","172","52","3"
"223","223","1800","53","3","176","53","3"
"224","224","1800","54","3","184","54","3"
"225","225","1800","55","3","184","55","3"
"226","226","1800","56","3","196","56","3"
"227","227","1800","57","3","196","57","3"
"228","228","1800","58","3","204","58","3"
"229","229","1800","59","3","208","59","3"
"230","230","1800","60","3","212","60","3"
"231","231","1800","61","3","216","61","3"
"232","232","1800","62","3","224","62","3"
"233","233","1800","63","3","224","63","3"
"234","234","1800","64","3","232","64","3"
"235","235","1800","65","3","236","65","3"
"236","236","1800","66","3","240","66","3"
"237","237","1800","67","3","244","67","3"
"238","238","1800","68","3","252","68","3"
"239","239","1800","69","3","252","69","3"
"240","240","1800","70","3","260","70","3"
"241","241","1800","71","3","264","71","3"
"242","242","1800","72","3","268","72","3"
"243","243","1800","73","3","272","73","3"
"244","244","1800","74","3","272","74","3"
"245","245","1800","75","3","280","75","3"
"246","246","1800","76","3","284","76","4"
"247","247","1800","77","3","284","77","4"
"248","248","1800","78","3","288","78","4"
"249","249","1800","79","3","296","79","4"
"250","250","1800","80","3","296","80","4"
"251","251","1800","81","3","300","81","4"
"252","252","1800","82","3","304","82","4"
"253","253","1800","83","3","308","83","4"
"254","254","1800","84","3","312","84","4"
"255","255","1800","85","3","316","85","4"
"256","256","1800","86","3","316","86","4"
"257","257","1800","87","3","324","87","4"
"258","258","1800","88","3","328","88","4"
"259","259","1800","89","3","328","89","4"
"260","260","1800","90","3","332","90","4"
"261","261","1800","91","3","340","91","4"
"262","262","1800","92","3","340","92","4"
"263","263","1800","93","3","344","93","4"
"264","264","1800","94","3","348","94","4"
"265","265","1800","95","3","348","95","4"
"266","266","1800","96","3","356","96","4"
"267","267","1800","97","3","360","97","4"
"268","268","1800","98","3","360","98","4"
"269","269","1800","99","3","364","99","4"
"270","270","1800","100","3","368","100","4"
"271","271","1800","101","3","372","101","5"
"272","272","1800","102","3","376","102","5"
"273","273","1800","103","3","380","103","5"
"274","274","1800","104","3","380","104","5"
"275","275","1800","105","3","384","105","5"
"276","276","1800","106","3","388","106","5"
"277","277","1800","107","3","392","107","5"
"278","278","1800","108","3","396","108","5"
"279","279","1800","109","3","396","109","5"
"280","280","1800","110","3","396","110","5"
"281","281","1800","111","3","408","111","5"
"282","282","1800","112","3","408","112","5"
"283","283","1800","113","3","408","113","5"
"284","284","1800","114","3","412","114","5"
"285","285","1800","115","3","416","115","5"
"286","286","1800","116","3","420","116","5"
"287","287","1800","117","3","424","117","5"
"288","288","1800","118","3","424","118","5"
"289","289","1800","119","3","428","119","5"
"290","290","1800","120","3","428","120","5"
"291","291","1800","121","3","436","121","5"
"292","292","1800","122","3","436","122","5"
"293","293","1800","123","3","440","123","5"
"294","294","1800","124","3","440","124","5"
"295","295","1800","125","3","444","125","5"
"296","296","1800","126","3","448","126","5"
"297","297","1800","127","3","448","127","5"
"298","298","1800","128","3","452","128","5"
"299","299","1800","129","3","456","129","5"
"300","300","1800","130","3","456","130","5"
"301","301","1800","131","3","460","131","5"
"302","302","1800","132","3","460","132","5"
"303","303","1800","133","3","468","133","5"
"304","304","1800","134","3","468","134","5"
"305","305","1800","135","3","468","135","5"
"306","306","1800","136","3","472","136","5"
"307","307","1800","137","3","476","137","5"
"308","308","1800","138","3","480","138","5"
"309","309","1800","139","3","480","139","5"
"310","310","1800","140","3","480","140","5"
"311","311","1800","141","3","484","141","5"
"312","312","1800","142","3","488","142","5"
"313","313","1800","143","3","492","143","5"
"314","314","1800","144","3","492","144","5"
"315","315","1800","145","3","492","145","5"
"316","316","1800","146","3","496","146","5"
"317","317","1800","147","3","500","147","5"
"318","318","1800","148","3","504","148","5"
"319","319","1800","149","3","504","149","5"
"320","320","1800","150","3","504","150","5"
"321","321","1800","151","3","508","151","5"
"322","322","1800","152","3","512","152","5"
"323","323","1800","153","3","516","153","5"
"324","324","1800","154","3","516","154","5"
"325","325","1800","155","3","516","155","5"
"326","326","1800","156","3","520","156","5"
"327","327","1800","157","3","524","157","5"
"328","328","1800","158","3","528","158","5"
"329","329","1800","159","3","528","159","5"
"330","330","1800","160","3","528","160","5"
"331","331","1800","161","3","532","161","5"
"332","332","1800","162","3","536","162","5"
"333","333","1800","163","3","540","163","5"
"334","334","1800","164","3","540","164","5"
"335","335","1800","165","3","540","165","5"
"336","336","1800","166","3","544","166","5"
"337","337","1800","167","3","548","167","5"
"338","338","1800","168","3","556","168","5"
"339","339","1800","169","3","556","169","5"
"340","340","1800","170","3","556","170","5"
"341","341","1400","1","1","0","1","1"
"342","342","1400","2","1","0","2","1"
"343","343","1400","3","1","0","3","1"
"344","344","1400","4","1","0","4","1"
"345","345","1400","5","1","0","5","1"
"346","346","1400","6","1","6","6","1"
"347","347","1400","7","1","6","7","1"
"348","348","1400","8","1","6","8","1"
"349","349","1400","9","1","8","9","1"
"350","350","1400","10","1","9","10","1"
"351","351","1400","11","1","9","11","1"
"352","352","1400","12","1","9","12","1"
"353","353","1400","13","1","9","13","1"
"354","354","1400","14","1","10","14","1"
"355","355","1400","15","1","11","15","1"
"356","356","1400","16","1","12","16","1"
"357","357","1400","17","1","13","17","1"
"358","358","1400","18","1","14","18","1"
"359","359","1400","19","1","14","19","1"
"360","360","1400","20","1","15","20","1"
"361","361","1400","21","1","15","21","1"
"362","362","1400","22","1","16","22","1"
"363","363","1400","23","1","16","23","1"
"364","364","1400","24","1","18","24","1"
"365","365","1400","25","1","19","25","1"
"366","366","1400","26","1","20","26","2"
"367","367","1400","27","1","20","27","2"
"368","368","1400","28","1","21","28","2"
"369","369","1400","29","1","21","29","2"
"370","370","1400","30","1","22","30","2"
"371","371","1400","31","1","23","31","2"
"372","372","1400","32","1","26","32","2"
"373","373","1400","33","1","27","33","2"
"374","374","1400","34","1","28","34","2"
"375","375","1400","35","1","28","35","2"
"376","376","1400","36","1","29","36","2"
"377","377","1400","37","1","29","37","2"
"378","378","1400","38","1","30","38","2"
"379","379","1400","39","1","31","39","2"
"380","380","1400","40","1","34","40","2"
"381","381","1400","41","1","35","41","2"
"382","382","1400","42","1","36","42","2"
"383","383","1400","43","1","36","43","2"
"384","384","1400","44","1","37","44","2"
"385","385","1400","45","1","37","45","2"
"386","386","1400","46","1","38","46","2"
"387","387","1400","47","1","39","47","2"
"388","388","1400","48","1","43","48","2"
"389","389","1400","49","1","44","49","2"
"390","390","1400","50","1","45","50","2"
"391","391","1400","51","1","45","51","3"
"392","392","1400","52","1","46","52","3"
"393","393","1400","53","1","46","53","3"
"394","394","1400","54","1","48","54","3"
"395","395","1400","55","1","49","55","3"
"396","396","1400","56","1","53","56","3"
"397","397","1400","57","1","54","57","3"
"398","398","1400","58","1","55","58","3"
"399","399","1400","59","1","55","59","3"
"400","400","1400","60","1","57","60","3"
"401","401","1400","61","1","57","61","3"
"402","402","1400","62","1","58","62","3"
"403","403","1400","63","1","59","63","3"
"404","404","1400","64","1","59","64","3"
"405","405","1400","65","1","61","65","3"
"406","406","1400","66","1","62","66","3"
"407","407","1400","67","1","62","67","3"
"408","408","1400","68","1","63","68","3"
"409","409","1400","69","1","63","69","3"
"410","410","1400","70","1","65","70","3"
"411","411","1400","71","1","66","71","3"
"412","412","1400","72","1","66","72","3"
"413","413","1400","73","1","67","73","3"
"414","414","1400","74","1","68","74","3"
"415","415","1400","75","1","68","75","3"
"416","416","1400","76","1","70","76","4"
"417","417","1400","77","1","70","77","4"
"418","418","1400","78","1","71","78","4"
"419","419","1400","79","1","72","79","4"
"420","420","1400","80","1","72","80","4"
"421","421","1400","81","1","74","81","4"
"422","422","1400","82","1","75","82","4"
"423","423","1400","83","1","75","83","4"
"424","424","1400","84","1","76","84","4"
"425","425","1400","85","1","76","85","4"
"426","426","1400","86","1","78","86","4"
"427","427","1400","87","1","79","87","4"
"428","428","1400","88","1","79","88","4"
"429","429","1400","89","1","80","89","4"
"430","430","1400","90","1","81","90","4"
"431","431","1400","91","1","81","91","4"
"432","432","1400","92","1","83","92","4"
"433","433","1400","93","1","83","93","4"
"434","434","1400","94","1","84","94","4"
"435","435","1400","95","1","85","95","4"
"436","436","1400","96","1","85","96","4"
"437","437","1400","97","1","87","97","4"
"438","438","1400","98","1","88","98","4"
"439","439","1400","99","1","88","99","4"
"440","440","1400","100","1","89","100","4"
"441","441","1400","101","1","89","101","5"
"442","442","1400","102","1","91","102","5"
"443","443","1400","103","1","92","103","5"
"444","444","1400","104","1","92","104","5"
"445","445","1400","105","1","93","105","5"
"446","446","1400","106","1","94","106","5"
"447","447","1400","107","1","94","107","5"
"448","448","1400","108","1","96","108","5"
"449","449","1400","109","1","96","109","5"
"450","450","1400","110","1","97","110","5"
"451","451","1400","111","1","98","111","5"
"452","452","1400","112","1","98","112","5"
"453","453","1400","113","1","100","113","5"
"454","454","1400","114","1","101","114","5"
"455","455","1400","115","1","101","115","5"
"456","456","1400","116","1","102","116","5"
"457","457","1400","117","1","102","117","5"
"458","458","1400","118","1","104","118","5"
"459","459","1400","119","1","105","119","5"
"460","460","1400","120","1","105","120","5"
"461","461","1400","121","1","106","121","5"
"462","462","1400","122","1","107","122","5"
"463","463","1400","123","1","107","123","5"
"464","464","1400","124","1","109","124","5"
"465","465","1400","125","1","109","125","5"
"466","466","1400","126","1","110","126","5"
"467","467","1400","127","1","111","127","5"
"468","468","1400","128","1","111","128","5"
"469","469","1400","129","1","113","129","5"
"470","470","1400","130","1","114","130","5"
"471","471","1400","131","1","114","131","5"
"472","472","1400","132","1","115","132","5"
"473","473","1400","133","1","115","133","5"
"474","474","1400","134","1","117","134","5"
"475","475","1400","135","1","118","135","5"
"476","476","1400","136","1","118","136","5"
"477","477","1400","137","1","119","137","5"
"478","478","1400","138","1","120","138","5"
"479","479","1400","139","1","120","139","5"
"480","480","1400","140","1","122","140","5"
"481","481","1400","141","1","122","141","5"
"482","482","1400","142","1","123","142","5"
"483","483","1400","143","1","124","143","5"
"484","484","1400","144","1","124","144","5"
"485","485","1400","145","1","126","145","5"
"486","486","1400","146","1","127","146","5"
"487","487","1400","147","1","127","147","5"
"488","488","1400","148","1","128","148","5"
"489","489","1400","149","1","128","149","5"
"490","490","1400","150","1","130","150","5"
"491","491","1400","151","1","130","151","5"
"492","492","1400","152","1","130","152","5"
"493","493","1400","153","1","130","153","5"
"494","494","1400","154","1","130","154","5"
"495","495","1400","155","1","130","155","5"
"496","496","1400","156","1","130","156","5"
"497","497","1400","157","1","130","157","5"
"498","498","1400","158","1","130","158","5"
"499","499","1400","159","1","130","159","5"
"500","500","1400","160","1","130","160","5"
"501","501","1400","161","1","130","161","5"
"502","502","1400","162","1","130","162","5"
"503","503","1400","163","1","130","163","5"
"504","504","1400","164","1","130","164","5"
"505","505","1400","165","1","130","165","5"
"506","506","1400","166","1","130","166","5"
"507","507","1400","167","1","130","167","5"
"508","508","1400","168","1","130","168","5"
"509","509","1400","169","1","130","169","5"
"510","510","1400","170","1","130","170","5"
"511","511","3310","1","4","0","1","1"
"512","512","3310","2","4","0","2","1"
"513","513","3310","3","4","0","3","1"
"514","514","3310","4","4","0","4","1"
"515","515","3310","5","4","0","5","1"
"516","516","3310","6","4","0","6","1"
"517","517","3310","7","4","0","7","1"
"518","518","3310","8","4","0","8","1"
"519","519","3310","9","4","3","9","1"
"520","520","3310","10","4","8","10","1"
"521","521","3310","11","4","16","11","1"
"522","522","3310","12","4","28","12","1"
"523","523","3310","13","4","32","13","1"
"524","524","3310","14","4","32","14","1"
"525","525","3310","15","4","45","15","1"
"526","526","3310","16","4","50","16","1"
"527","527","3310","17","4","60","17","1"
"528","528","3310","18","4","66","18","1"
"529","529","3310","19","4","66","19","1"
"530","530","3310","20","4","84","20","1"
"531","531","3310","21","4","91","21","1"
"532","532","3310","22","4","104","22","1"
"533","533","3310","23","4","112","23","1"
"534","534","3310","24","4","112","24","1"
"535","535","3310","25","4","120","25","1"
"536","536","3310","26","4","128","26","2"
"537","537","3310","27","4","128","27","2"
"538","538","3310","28","4","136","28","2"
"539","539","3310","29","4","136","29","2"
"540","540","3310","30","4","144","30","2"
"541","541","3310","31","4","152","31","2"
"542","542","3310","32","4","152","32","2"
"543","543","3310","33","4","160","33","2"
"544","544","3310","34","4","160","34","2"
"545","545","3310","35","4","168","35","2"
"546","546","3310","36","4","176","36","2"
"547","547","3310","37","4","176","37","2"
"548","548","3310","38","4","184","38","2"
"549","549","3310","39","4","184","39","2"
"550","550","3310","40","4","192","40","2"
"551","551","3310","41","4","200","41","2"
"552","552","3310","42","4","200","42","2"
"553","553","3310","43","4","208","43","2"
"554","554","3310","44","4","208","44","2"
"555","555","3310","45","4","216","45","2"
"556","556","3310","46","4","224","46","2"
"557","557","3310","47","4","224","47","2"
"558","558","3310","48","4","232","48","2"
"559","559","3310","49","4","232","49","2"
"560","560","3310","50","4","240","50","2"
"561","561","3310","51","4","248","51","3"
"562","562","3310","52","4","248","52","3"
"563","563","3310","53","4","256","53","3"
"564","564","3310","54","4","256","54","3"
"565","565","3310","55","4","264","55","3"
"566","566","3310","56","4","272","56","3"
"567","567","3310","57","4","272","57","3"
"568","568","3310","58","4","280","58","3"
"569","569","3310","59","4","280","59","3"
"570","570","3310","60","4","288","60","3"
"571","571","3310","61","4","296","61","3"
"572","572","3310","62","4","296","62","3"
"573","573","3310","63","4","304","63","3"
"574","574","3310","64","4","304","64","3"
"575","575","3310","65","4","312","65","3"
"576","576","3310","66","4","320","66","3"
"577","577","3310","67","4","320","67","3"
"578","578","3310","68","4","328","68","3"
"579","579","3310","69","4","328","69","3"
"580","580","3310","70","4","336","70","3"
"581","581","3310","71","4","344","71","3"
"582","582","3310","72","4","344","72","3"
"583","583","3310","73","4","352","73","3"
"584","584","3310","74","4","352","74","3"
"585","585","3310","75","4","360","75","3"
"586","586","3310","76","4","368","76","4"
"587","587","3310","77","4","368","77","4"
"588","588","3310","78","4","376","78","4"
"589","589","3310","79","4","376","79","4"
"590","590","3310","80","4","384","80","4"
"591","591","3310","81","4","392","81","4"
"592","592","3310","82","4","392","82","4"
"593","593","3310","83","4","400","83","4"
"594","594","3310","84","4","400","84","4"
"595","595","3310","85","4","408","85","4"
"596","596","3310","86","4","416","86","4"
"597","597","3310","87","4","416","87","4"
"598","598","3310","88","4","424","88","4"
"599","599","3310","89","4","424","89","4"
"600","600","3310","90","4","432","90","4"
"601","601","3310","91","4","440","91","4"
"602","602","3310","92","4","440","92","4"
"603","603","3310","93","4","448","93","4"
"604","604","3310","94","4","448","94","4"
"605","605","3310","95","4","456","95","4"
"606","606","3310","96","4","464","96","4"
"607","607","3310","97","4","464","97","4"
"608","608","3310","98","4","472","98","4"
"609","609","3310","99","4","472","99","4"
"610","610","3310","100","4","480","100","4"
"611","611","3310","101","4","488","101","5"
"612","612","3310","102","4","488","102","5"
"613","613","3310","103","4","496","103","5"
"614","614","3310","104","4","496","104","5"
"615","615","3310","105","4","504","105","5"
"616","616","3310","106","4","512","106","5"
"617","617","3310","107","4","512","107","5"
"618","618","3310","108","4","520","108","5"
"619","619","3310","109","4","520","109","5"
"620","620","3310","110","4","528","110","5"
"621","621","3310","111","4","536","111","5"
"622","622","3310","112","4","536","112","5"
"623","623","3310","113","4","544","113","5"
"624","624","3310","114","4","544","114","5"
"625","625","3310","115","4","552","115","5"
"626","626","3310","116","4","560","116","5"
"627","627","3310","117","4","560","117","5"
"628","628","3310","118","4","568","118","5"
"629","629","3310","119","4","568","119","5"
"630","630","3310","120","4","576","120","5"
"631","631","3310","121","4","584","121","5"
"632","632","3310","122","4","584","122","5"
"633","633","3310","123","4","592","123","5"
"634","634","3310","124","4","592","124","5"
"635","635","3310","125","4","600","125","5"
"636","636","3310","126","4","608","126","5"
"637","637","3310","127","4","608","127","5"
"638","638","3310","128","4","616","128","5"
"639","639","3310","129","4","616","129","5"
"640","640","3310","130","4","624","130","5"
"641","641","3310","131","4","632","131","5"
"642","642","3310","132","4","632","132","5"
"643","643","3310","133","4","640","133","5"
"644","644","3310","134","4","640","134","5"
"645","645","3310","135","4","648","135","5"
"646","646","3310","136","4","656","136","5"
"647","647","3310","137","4","656","137","5"
"648","648","3310","138","4","664","138","5"
"649","649","3310","139","4","664","139","5"
"650","650","3310","140","4","672","140","5"
"651","651","3310","141","4","680","141","5"
"652","652","3310","142","4","680","142","5"
"653","653","3310","143","4","688","143","5"
"654","654","3310","144","4","688","144","5"
"655","655","3310","145","4","696","145","5"
"656","656","3310","146","4","704","146","5"
"657","657","3310","147","4","704","147","5"
"658","658","3310","148","4","712","148","5"
"659","659","3310","149","4","712","149","5"
"660","660","3310","150","4","720","150","5"
"661","661","3310","151","4","728","151","5"
"662","662","3310","152","4","728","152","5"
"663","663","3310","153","4","736","153","5"
"664","664","3310","154","4","736","154","5"
"665","665","3310","155","4","744","155","5"
"666","666","3310","156","4","752","156","5"
"667","667","3310","157","4","752","157","5"
"668","668","3310","158","4","760","158","5"
"669","669","3310","159","4","760","159","5"
"670","670","3310","160","4","768","160","5"
"671","671","3310","161","4","776","161","5"
"672","672","3310","162","4","776","162","5"
"673","673","3310","163","4","784","163","5"
"674","674","3310","164","4","784","164","5"
"675","675","3310","165","4","792","165","5"
"676","676","3310","166","4","800","166","5"
"677","677","3310","167","4","800","167","5"
"678","678","3310","168","4","808","168","5"
"679","679","3310","169","4","808","169","5"
"680","680","3310","170","4","816","170","5"
"681","681","2000","1","5","3","1","1"
"682","682","2000","2","5","3","2","1"
"683","683","2000","3","5","3","3","1"
"684","684","2000","4","5","3","4","1"
"685","685","2000","5","5","3","5","1"
"686","686","2000","6","5","3","6","1"
"687","687","2000","7","5","3","7","1"
"688","688","2000","8","5","3","8","1"
"689","689","2000","9","5","3","9","1"
"690","690","2000","10","5","3","10","1"
"691","691","2000","11","5","3","11","1"
"692","692","2000","12","5","3","12","1"
"693","693","2000","13","5","4","13","1"
"694","694","2000","14","5","4","14","1"
"695","695","2000","15","5","36","15","1"
"696","696","2000","16","5","36","16","1"
"697","697","2000","17","5","36","17","1"
"698","698","2000","18","5","36","18","1"
"699","699","2000","19","5","92","19","1"
"700","700","2000","20","5","92","20","1"
"701","701","2000","21","5","112","21","1"
"702","702","2000","22","5","112","22","1"
"703","703","2000","23","5","112","23","1"
"704","704","2000","24","5","112","24","1"
"705","705","2000","25","5","132","25","1"
"706","706","2000","26","5","132","26","2"
"707","707","2000","27","5","152","27","2"
"708","708","2000","28","5","152","28","2"
"709","709","2000","29","5","152","29","2"
"710","710","2000","30","5","152","30","2"
"711","711","2000","31","5","256","31","2"
"712","712","2000","32","5","256","32","2"
"713","713","2000","33","5","256","33","2"
"714","714","2000","34","5","256","34","2"
"715","715","2000","35","5","256","35","2"
"716","716","2000","36","5","256","36","2"
"717","717","2000","37","5","256","37","2"
"718","718","2000","38","5","256","38","2"
"719","719","2000","39","5","256","39","2"
"720","720","2000","40","5","256","40","2"
"721","721","2000","41","5","256","41","2"
"722","722","2000","42","5","256","42","2"
"723","723","2000","43","5","256","43","2"
"724","724","2000","44","5","256","44","2"
"725","725","2000","45","5","256","45","2"
"726","726","2000","46","5","256","46","2"
"727","727","2000","47","5","256","47","2"
"728","728","2000","48","5","256","48","2"
"729","729","2000","49","5","256","49","2"
"730","730","2000","50","5","256","50","2"
"731","731","2000","51","5","416","51","3"
"732","732","2000","52","5","416","52","3"
