"Name","SkillId","NameSid","GroupNoteSid","NoteSid","EffectSid","SpecialLevel","SpecialNoteSid","SpecialToolTipTitle","SpecialToolTip","Icon","Icon_Gray","NameImgId","SkillType","ClassId","FixSkillSlot","Group","SkillProductType","UseControlTime","SkillUseCount","SkillUseTime","ConditionTarget","ConditionType","ConditionValue","ConditionRange","ConditionCheckTime","ChainUseSkillLv","ChainSkillID","ChainSkillDelay","ChainSkillCount","Cooltime","LevelUpCooltime","MaxCooltime","AddCooltime","GlobalCooltime","SkillCostType","SkillCost","AddSkillCost","SkillCostType_1","SkillCost_1","AttackLink","AttackAniTime","EndCutAniTime","HitCount","NextNormalSkilLink","NextNormalSkilProb","DarkChange","DamageType","MulDamage","LevelUpMulDamage","AddDamage","LevelUpAddDamage","MulDamage_1","LevelUpMulDamage_1","AddDamage_1","LevelUpAddDamage_1","AbilityType_1","AbilityValue_1","LevelUpValue_1","AbilityTime_1","AbilityType_2","AbilityValue_2","LevelUpValue_2","AbilityTime_2","AbilityType_3","AbilityValue_3","LevelUpValue_3","AbilityTime_3","AbilityType_4","AbilityValue_4","LevelUpValue_4","AbilityTime_4","ReqClassLevel","ReqBloodLevel","ReqForceLevel","ReqCheckQuest","MaxSkillLevel","LevelUpCostType","LevelUpDefaultCost","LevelUpCost","LevelUpCostType1","LevelUpDefaultCost1","LevelUpCost1","SkillItemId","OpenItemCost","LevelUpItemDefaultCost","LevelUpItemCost","ItemSmallIcon","CombatPoint","LevelUpCombatPoint","StateConUse","MoveConUse","IndicatorType","IndicatorIndex","IndicatorAngle","IndicatorMin","IndicatorMax","IndicatorWidth","IndicatorOffset","MainSkillID","Targeting","TargetHeight","BlockingCheck","SkillCostGroupID","SmiteBuffID","AutoLearnPassive","Skill_MODPassive","Passive","UIViewOrder"
"1401","1401","301401","311401","311401","321401","(1,5,8,10,11,12)","(341411,341421,341431,341441,341451,341461)","(341001,341002,341003,341004,341004,341004)","(341411,341421,341431,341441,341451,341461)","330107","335107","(330107)","1","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","18","0","18","(0)","0","2","3000","(0)","0","0","(140101,140102)","1.933","1.3","1","(0)","0","3","1","250","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","100002350","12","2","20","10","13","1","2","0","0","0","0","230502050","150","10","0","0","0","102","360","0","500","0","600","0","1","400","1","104","(10010)","(101001)","(0)","(101001,204001,204002,204003,204004,204005,204006,205001,205002,205003,205004,205005,205006,205007,205008,205009,205010,205011,205012,204013,204014,204015,204016,204017,204018,205013,205014,205015,205016,205017,205018,224001,224002,224003,224004,224005,224006,224013,224014,224015,224016,224017,224018,225001,225002,225003,225004,225005,225006,225007,225008,225009,225010,225011,225012,225013,225014,225015,225016,225017,225018,400172,400292,400313,400373,400393,400514,400534,400543,400573,400594,400614,400623,400634,400675,400683,400695,400703,400715,400737,400738,400748,400755,400767,400768,410001,410011,410021,410041,410051,706005,800001,800003,800004,800007,204025,204030,204032,204033,204035,204036,204037,204038,205025,205030,205032,205033,205035,205036,205037,205038)","5"
"1501","1501","301501","311501","311501","321501","(1,5,8,10,11,12)","(341511,341521,341531,341541,341551,341561)","(341001,341002,341003,341004,341004,341004)","(341511,341521,341531,341541,341551,341561)","330112","335112","(330112)","1","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","44","0","44","(0)","0","2","3400","(0)","0","0","(150101,150102,150103,150104,150105)","2.05","1.725","9","(0)","0","3","1","380","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","100007400","12","2","20","10","13","1","2","0","0","0","0","230502050","150","10","0","0","0","102","360","0","700","0","0","0","1","400","1","105","(10020)","(101002)","(0)","(101002,204001,204002,204003,204004,204005,204006,205001,205002,205003,205004,205005,205006,205007,205008,205009,205010,205011,205012,204013,204014,204015,204016,204017,204018,205013,205014,205015,205016,205017,205018,224001,224002,224003,224004,224005,224006,224013,224014,224015,224016,224017,224018,225001,225002,225003,225004,225005,225006,225007,225008,225009,225010,225011,225012,225013,225014,225015,225016,225017,225018,400172,400292,400313,400373,400393,400514,400534,400543,400573,400594,400614,400623,400634,400675,400683,400695,400703,400715,400737,400738,400748,400755,400767,400768,410001,410011,410021,410041,410051,706005,800001,800003,800004,800007,204025,204030,204032,204033,204035,204036,204037,204038,205025,205030,205032,205033,205035,205036,205037,205038)","6"
"1302","1302","301302","311302","311302","321302","(1,5,8,10,11,12)","(341312,341322,341332,341342,341352,341362)","(341001,341002,341003,341004,341004,341004)","(341312,341322,341332,341342,341352,341362)","330109","335109","(330109)","1","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","39","0","39","(0)","0","2","2640","(0)","0","0","(130201,130202,130203)","1.3","0.97","1","(0)","0","1","1","130","3","0","0","0","0","0","0","20","80","30","10","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","12","2","20","10","13","1","2","0","0","0","0","230502050","150","10","0","0","0","102","360","0","400","0","0","0","1","400","1","106","(0)","(0)","(0)","(204001,204002,204003,204004,204005,204006,205001,205002,205003,205004,205005,205006,205007,205008,205009,205010,205011,205012,204013,204014,204015,204016,204017,204018,205013,205014,205015,205016,205017,205018,224001,224002,224003,224004,224005,224006,224013,224014,224015,224016,224017,224018,225001,225002,225003,225004,225005,225006,225007,225008,225009,225010,225011,225012,225013,225014,225015,225016,225017,225018,400172,400292,400313,400373,400393,400514,400534,400543,400573,400594,400614,400623,400634,400675,400683,400695,400703,400715,400737,400738,400748,400755,400767,400768,410001,410011,410021,410041,410051,800001,800003,800004,800007,204025,204030,204032,204033,204035,204036,204037,204038,205025,205030,205032,205033,205035,205036,205037,205038)","7"
"1301","1301","301301","311301","311301","321301","(1,5,8,10,11,12)","(341311,341321,341331,341341,341351,341361)","(341001,341002,341003,341004,341004,341004)","(341311,341321,341331,341341,341351,341361)","330106","335106","(330106)","1","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","25","0","25","(0)","0","2","3840","(0)","0","0","(130101,130102)","2.15","1.9","1","(0)","0","1","1","252","5","0","0","0","0","0","0","47","24","4","3","0","0","0","0","0","0","0","0","0","0","0","0","16","0","0","0","12","2","20","10","13","1","2","0","0","0","0","230502050","150","10","0","0","0","102","360","0","450","0","250","0","1","400","1","107","(0)","(0)","(0)","(204001,204002,204003,204004,204005,204006,205001,205002,205003,205004,205005,205006,205007,205008,205009,205010,205011,205012,204013,204014,204015,204016,204017,204018,205013,205014,205015,205016,205017,205018,224001,224002,224003,224004,224005,224006,224013,224014,224015,224016,224017,224018,225001,225002,225003,225004,225005,225006,225007,225008,225009,225010,225011,225012,225013,225014,225015,225016,225017,225018,400172,400292,400313,400373,400393,400514,400534,400543,400573,400594,400614,400623,400634,400675,400683,400695,400703,400715,400737,400738,400748,400755,400767,400768,410001,410011,410021,410041,410051,800001,800003,800004,800007,204025,204030,204032,204033,204035,204036,204037,204038,205025,205030,205032,205033,205035,205036,205037,205038)","8"
"1201","1201","301201","311201","311201","321201","(5,8,10,11,12)","(341221,341231,341241,341251,341261)","(341002,341003,341004,341004,341004)","(341221,341231,341241,341251,341261)","330105","335105","(330105)","1","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","40","0","40","(0)","0","2","1920","(0)","0","0","(120101,120102,120103)","2.833","2.3","3","(0)","0","1","1","220","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24","0","0","0","12","2","20","10","13","1","2","0","0","0","0","230502050","150","10","0","0","0","102","360","0","1100","0","500","0","1","400","1","108","(0)","(0)","(0)","(204001,204002,204003,204004,204005,204006,205001,205002,205003,205004,205005,205006,205007,205008,205009,205010,205011,205012,204013,204014,204015,204016,204017,204018,205013,205014,205015,205016,205017,205018,224001,224002,224003,224004,224005,224006,224013,224014,224015,224016,224017,224018,225001,225002,225003,225004,225005,225006,225007,225008,225009,225010,225011,225012,225013,225014,225015,225016,225017,225018,400172,400292,400313,400373,400393,400514,400534,400543,400573,400594,400614,400623,400634,400675,400683,400695,400703,400715,400737,400738,400748,400755,400767,400768,410001,410011,410021,410041,410051,800001,800003,800004,800007,204025,204030,204032,204033,204035,204036,204037,204038,205025,205030,205032,205033,205035,205036,205037,205038)","9"
"1601","1601","301204","311204","311204","321204","(1,5,8,10,11,12)","(341214,341224,341234,341244,341254,341264)","(341001,341002,341003,341004,341004,341004)","(341214,341224,341234,341244,341254,341264)","330108","335108","(330108)","1","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","19","0","19","(0)","0","2","1900","(0)","0","0","(160101,160102,160103)","1.533","1.2","1","(0)","0","3","1","180","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32","0","0","0","12","2","20","10","13","1","2","0","0","0","0","230502050","150","10","0","0","0","103","0","0","900","500","0","0","1","400","1","109","(10020)","(101002)","(0)","(101002,204001,204002,204003,204004,204005,204006,205001,205002,205003,205004,205005,205006,205007,205008,205009,205010,205011,205012,204013,204014,204015,204016,204017,204018,205013,205014,205015,205016,205017,205018,224001,224002,224003,224004,224005,224006,224013,224014,224015,224016,224017,224018,225001,225002,225003,225004,225005,225006,225007,225008,225009,225010,225011,225012,225013,225014,225015,225016,225017,225018,400172,400292,400313,400373,400393,400514,400534,400543,400573,400594,400614,400623,400634,400675,400683,400695,400703,400715,400737,400738,400748,400755,400767,400768,410001,410011,410021,410041,410051,706005,800001,800003,800004,800007,204025,204030,204032,204033,204035,204036,204037,204038,205025,205030,205032,205033,205035,205036,205037,205038)","10"
"1101","1101","301101","311101","311101","321101","(1,5,8,10,11,12)","(341111,341121,341131,341141,341151,341161)","(341001,341002,341003,341004,341004,341004)","(341111,341121,341131,341141,341151,341161)","330101","335101","(330101)","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","48","0","48","(0)","0","2","5000","(0)","0","0","(110100,110101)","1.367","1.22","1","(0)","0","1","1","160","4","0","0","0","0","0","0","44","12","2","15","0","0","0","0","0","0","0","0","0","0","0","0","40","0","0","0","12","2","20","10","13","1","2","0","0","0","0","230502050","150","10","0","0","0","0","360","0","0","0","0","0","1","400","1","110","(0)","(0)","(0)","(800001,800003,800004,800007,204025,205025)","11"
"1103","1103","301103","311103","311103","321103","(1,5,8,10,11,12)","(341113,341123,341133,341143,341153,341163)","(341001,341002,341003,341004,341004,341004)","(341113,341123,341133,341143,341153,341163)","330103","335103","(330103)","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","33","0","33","(0)","0","2","1700","(0)","0","0","(110105,110106,110107)","1.667","1.5","4","(0)","0","1","1","280","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","48","0","0","0","12","2","20","10","13","1","2","0","0","0","0","230502050","150","10","0","0","0","103","0","0","1200","500","0","0","1","400","1","111","(0)","(0)","(0)","(204001,204002,204003,204004,204005,204006,205001,205002,205003,205004,205005,205006,205007,205008,205009,205010,205011,205012,204013,204014,204015,204016,204017,204018,205013,205014,205015,205016,205017,205018,224001,224002,224003,224004,224005,224006,224013,224014,224015,224016,224017,224018,225001,225002,225003,225004,225005,225006,225007,225008,225009,225010,225011,225012,225013,225014,225015,225016,225017,225018,400172,400292,400313,400373,400393,400514,400534,400543,400573,400594,400614,400623,400634,400675,400683,400695,400703,400715,400737,400738,400748,400755,400767,400768,410001,410011,410021,410041,410051,800001,800003,800004,800007,204025,204030,204032,204033,204035,204036,204037,204038,205025,205030,205032,205033,205035,205036,205037,205038)","12"
"1502","1502","301502","311502","311502","321502","(1,5,8,10,11,12)","(341512,341522,341532,341542,341552,341562)","(341001,341002,341003,341004,341004,341004)","(341512,341522,341532,341542,341552,341562)","330113","335113","(330113)","1","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","52","0","52","(0)","0","2","6400","(0)","0","0","(150201,150202)","1.167","0.96","1","(0)","0","3","1","80","2","0","0","0","0","0","0","29","60","10","20","0","0","0","0","0","0","0","0","0","0","0","0","56","0","0","0","12","2","20","10","13","1","2","0","0","0","0","230502050","150","10","1","0","0","0","0","0","0","0","0","0","0","400","0","112","(0)","(0)","(0)","(800001,800003,800004,800007,204025,205025)","13"
"1403","1403","301403","311403","311403","321403","(1,5,8,10,11,12)","(341413,341423,341433,341443,341453,341463)","(341001,341002,341003,341004,341004,341004)","(341413,341423,341433,341443,341453,341463)","330100","335100","(330100)","3","1","7","4","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","10","(0)","0","2","7000","(0)","3","10000","(140301,140302,140303,140304)","3.433","2.95","4","(0)","0","1","1","660","13","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","20","1","0","0","100002950","12","2","20","10","13","2","4","0","0","0","0","230502050","150","10","0","0","0","2","360","0","700","0","500","0","1","800","0","113","(0)","(0)","(0)","(204001,204002,204003,204004,204005,204006,205001,205002,205003,205004,205005,205006,205007,205008,205009,205010,205011,205012,204013,204014,204015,204016,204017,204018,205013,205014,205015,205016,205017,205018,224001,224002,224003,224004,224005,224006,224013,224014,224015,224016,224017,224018,225001,225002,225003,225004,225005,225006,225007,225008,225009,225010,225011,225012,225013,225014,225015,225016,225017,225018,400383,400172,400292,400313,400373,400393,400514,400534,400543,400564,400573,400594,400614,400623,400634,400675,400683,400695,400703,400715,400737,400738,400748,400755,400767,400768,410001,410011,410021,410041,410051,800001,800003,800004,800007,204025,204026,204030,204032,204033,204034,204035,204036,204037,204038,205025,205026,205030,205032,205033,205034,205035,205036,205037,205038)","1"
