"Name","TranceID","TranceStep","StatusID","StatusValue","Grade","Tier"
"196","196","7","6","210","5","1"
"197","197","1","28","3","5","1"
"198","198","2","28","7","5","1"
"199","199","3","28","10","5","1"
"200","200","4","28","14","5","1"
"201","201","5","28","18","5","1"
"202","202","6","28","21","5","1"
"203","203","7","28","25","5","1"
"204","204","1","29","3","5","1"
"205","205","2","29","7","5","1"
"206","206","3","29","10","5","1"
"207","207","4","29","14","5","1"
"208","208","5","29","18","5","1"
"209","209","6","29","21","5","1"
"210","210","7","29","25","5","1"
"211","211","1","30","4","5","1"
"212","212","2","30","9","5","1"
"213","213","3","30","14","5","1"
"214","214","4","30","19","5","1"
"215","215","5","30","24","5","1"
"216","216","6","30","28","5","1"
"217","217","7","30","33","5","1"
"218","218","1","31","4","5","1"
"219","219","2","31","9","5","1"
"220","220","3","31","14","5","1"
"221","221","4","31","19","5","1"
"222","222","5","31","24","5","1"
"223","223","6","31","28","5","1"
"224","224","7","31","33","5","1"
"225","225","1","32","14","5","1"
"226","226","2","32","28","5","1"
"227","227","3","32","43","5","1"
"228","228","4","32","57","5","1"
"229","229","5","32","72","5","1"
"230","230","6","32","86","5","1"
"231","231","7","32","100","5","1"
"232","232","1","33","14","5","1"
"233","233","2","33","28","5","1"
"234","234","3","33","43","5","1"
"235","235","4","33","57","5","1"
"236","236","5","33","72","5","1"
"237","237","6","33","86","5","1"
"238","238","7","33","100","5","1"
"239","239","1","34","19","5","1"
"240","240","2","34","38","5","1"
"241","241","3","34","57","5","1"
"242","242","4","34","76","5","1"
"243","243","5","34","96","5","1"
"244","244","6","34","115","5","1"
"245","245","7","34","134","5","1"
"246","246","1","35","19","5","1"
"247","247","2","35","38","5","1"
"248","248","3","35","57","5","1"
"249","249","4","35","76","5","1"
"250","250","5","35","96","5","1"
"251","251","6","35","115","5","1"
"252","252","7","35","134","5","1"
"253","253","1","38","4","5","1"
"254","254","2","38","9","5","1"
"255","255","3","38","14","5","1"
"256","256","4","38","19","5","1"
"257","257","5","38","24","5","1"
"258","258","6","38","28","5","1"
"259","259","7","38","33","5","1"
"260","260","1","39","4","5","1"
"261","261","2","39","9","5","1"
"262","262","3","39","14","5","1"
"263","263","4","39","19","5","1"
"264","264","5","39","24","5","1"
"265","265","6","39","28","5","1"
"266","266","7","39","33","5","1"
"267","267","1","40","4","5","1"
"268","268","2","40","9","5","1"
"269","269","3","40","14","5","1"
"270","270","4","40","19","5","1"
"271","271","5","40","24","5","1"
"272","272","6","40","28","5","1"
"273","273","7","40","33","5","1"
"274","274","1","41","7","5","1"
"275","275","2","41","14","5","1"
"276","276","3","41","21","5","1"
"277","277","4","41","28","5","1"
"278","278","5","41","36","5","1"
"279","279","6","41","43","5","1"
"280","280","7","41","50","5","1"
"281","281","1","42","4","5","1"
"282","282","2","42","9","5","1"
"283","283","3","42","14","5","1"
"284","284","4","42","19","5","1"
"285","285","5","42","24","5","1"
"286","286","6","42","28","5","1"
"287","287","7","42","33","5","1"
"288","288","1","43","7","5","1"
"289","289","2","43","14","5","1"
"290","290","3","43","21","5","1"
"291","291","4","43","28","5","1"
"292","292","5","43","36","5","1"
"293","293","6","43","43","5","1"
"294","294","7","43","50","5","1"
"295","295","1","44","6","5","1"
"296","296","2","44","12","5","1"
"297","297","3","44","18","5","1"
"298","298","4","44","24","5","1"
"299","299","5","44","30","5","1"
"300","300","6","44","36","5","1"
"301","301","7","44","42","5","1"
"302","302","1","45","6","5","1"
"303","303","2","45","12","5","1"
"304","304","3","45","18","5","1"
"305","305","4","45","24","5","1"
"306","306","5","45","30","5","1"
"307","307","6","45","36","5","1"
"308","308","7","45","42","5","1"
"309","309","1","46","3","5","1"
"310","310","2","46","7","5","1"
"311","311","3","46","10","5","1"
"312","312","4","46","14","5","1"
"313","313","5","46","18","5","1"
"314","314","6","46","21","5","1"
"315","315","7","46","25","5","1"
"316","316","1","47","3","5","1"
"317","317","2","47","7","5","1"
"318","318","3","47","10","5","1"
"319","319","4","47","14","5","1"
"320","320","5","47","18","5","1"
"321","321","6","47","21","5","1"
"322","322","7","47","25","5","1"
"323","323","1","82","81","5","1"
"324","324","2","82","162","5","1"
"325","325","3","82","243","5","1"
"326","326","4","82","324","5","1"
"327","327","5","82","405","5","1"
"328","328","6","82","486","5","1"
"329","329","7","82","567","5","1"
"330","330","1","87","120","5","1"
"331","331","2","87","240","5","1"
"332","332","3","87","360","5","1"
"333","333","4","87","480","5","1"
"334","334","5","87","600","5","1"
"335","335","6","87","720","5","1"
"336","336","7","87","840","5","1"
"337","337","1","91","180","5","1"
"338","338","2","91","360","5","1"
"339","339","3","91","540","5","1"
"340","340","4","91","720","5","1"
"341","341","5","91","900","5","1"
"342","342","6","91","1080","5","1"
"343","343","7","91","1260","5","1"
"344","344","1","92","180","5","1"
"345","345","2","92","360","5","1"
"346","346","3","92","540","5","1"
"347","347","4","92","720","5","1"
"348","348","5","92","900","5","1"
"349","349","6","92","1080","5","1"
"350","350","7","92","1260","5","1"
"351","351","1","93","180","5","1"
"352","352","2","93","360","5","1"
"353","353","3","93","540","5","1"
"354","354","4","93","720","5","1"
"355","355","5","93","900","5","1"
"356","356","6","93","1080","5","1"
"357","357","7","93","1260","5","1"
"358","358","1","36","13","5","1"
"359","359","2","36","27","5","1"
"360","360","3","36","40","5","1"
"361","361","4","36","54","5","1"
"362","362","5","36","67","5","1"
"363","363","6","36","81","5","1"
"364","364","7","36","94","5","1"
"210014","210014","1","1","60","4","2"
"220014","220014","2","1","120","4","2"
"230014","230014","3","1","180","4","2"
"240014","240014","4","1","240","4","2"
"250014","250014","5","1","300","4","2"
"260014","260014","6","1","360","4","2"
"270014","270014","7","1","420","4","2"
"210064","210064","1","6","15","4","2"
"220064","220064","2","6","30","4","2"
"230064","230064","3","6","45","4","2"
"240064","240064","4","6","60","4","2"
"250064","250064","5","6","75","4","2"
"260064","260064","6","6","90","4","2"
"270064","270064","7","6","105","4","2"
"210284","210284","1","28","1","4","2"
"220284","220284","2","28","3","4","2"
"230284","230284","3","28","5","4","2"
"240284","240284","4","28","7","4","2"
"250284","250284","5","28","9","4","2"
"260284","260284","6","28","10","4","2"
"270284","270284","7","28","12","4","2"
"210294","210294","1","29","1","4","2"
"220294","220294","2","29","3","4","2"
"230294","230294","3","29","5","4","2"
"240294","240294","4","29","7","4","2"
"250294","250294","5","29","9","4","2"
"260294","260294","6","29","10","4","2"
"270294","270294","7","29","12","4","2"
"210304","210304","1","30","2","4","2"
"220304","220304","2","30","4","4","2"
"230304","230304","3","30","7","4","2"
"240304","240304","4","30","9","4","2"
"250304","250304","5","30","12","4","2"
"260304","260304","6","30","14","4","2"
"270304","270304","7","30","16","4","2"
"210314","210314","1","31","2","4","2"
"220314","220314","2","31","4","4","2"
"230314","230314","3","31","7","4","2"
"240314","240314","4","31","9","4","2"
"250314","250314","5","31","12","4","2"
"260314","260314","6","31","14","4","2"
"270314","270314","7","31","16","4","2"
"210324","210324","1","32","7","4","2"
"220324","220324","2","32","14","4","2"
"230324","230324","3","32","21","4","2"
"240324","240324","4","32","28","4","2"
"250324","250324","5","32","36","4","2"
"260324","260324","6","32","43","4","2"
"270324","270324","7","32","50","4","2"
"210334","210334","1","33","7","4","2"
"220334","220334","2","33","14","4","2"
"230334","230334","3","33","21","4","2"
"240334","240334","4","33","28","4","2"
"250334","250334","5","33","36","4","2"
"260334","260334","6","33","43","4","2"
"270334","270334","7","33","50","4","2"
"210344","210344","1","34","9","4","2"
"220344","220344","2","34","19","4","2"
"230344","230344","3","34","28","4","2"
"240344","240344","4","34","38","4","2"
"250344","250344","5","34","48","4","2"
"260344","260344","6","34","57","4","2"
"270344","270344","7","34","67","4","2"
"210354","210354","1","35","9","4","2"
"220354","220354","2","35","19","4","2"
"230354","230354","3","35","28","4","2"
"240354","240354","4","35","38","4","2"
"250354","250354","5","35","48","4","2"
"260354","260354","6","35","57","4","2"
"270354","270354","7","35","67","4","2"
"210384","210384","1","38","2","4","2"
"220384","220384","2","38","4","4","2"
"230384","230384","3","38","7","4","2"
"240384","240384","4","38","9","4","2"
"250384","250384","5","38","12","4","2"
"260384","260384","6","38","14","4","2"
"270384","270384","7","38","16","4","2"
"210394","210394","1","39","2","4","2"
"220394","220394","2","39","4","4","2"
"230394","230394","3","39","7","4","2"
"240394","240394","4","39","9","4","2"
"250394","250394","5","39","12","4","2"
"260394","260394","6","39","14","4","2"
"270394","270394","7","39","16","4","2"
"210404","210404","1","40","2","4","2"
"220404","220404","2","40","4","4","2"
"230404","230404","3","40","7","4","2"
"240404","240404","4","40","9","4","2"
"250404","250404","5","40","12","4","2"
"260404","260404","6","40","14","4","2"
"270404","270404","7","40","16","4","2"
"210414","210414","1","41","3","4","2"
"220414","220414","2","41","7","4","2"
"230414","230414","3","41","10","4","2"
"240414","240414","4","41","14","4","2"
"250414","250414","5","41","18","4","2"
"260414","260414","6","41","21","4","2"
"270414","270414","7","41","25","4","2"
"210424","210424","1","42","2","4","2"
"220424","220424","2","42","4","4","2"
"230424","230424","3","42","7","4","2"
"240424","240424","4","42","9","4","2"
"250424","250424","5","42","12","4","2"
"260424","260424","6","42","14","4","2"
"270424","270424","7","42","16","4","2"
"210434","210434","1","43","3","4","2"
"220434","220434","2","43","7","4","2"
"230434","230434","3","43","10","4","2"
"240434","240434","4","43","14","4","2"
"250434","250434","5","43","18","4","2"
"260434","260434","6","43","21","4","2"
"270434","270434","7","43","25","4","2"
"210444","210444","1","44","3","4","2"
"220444","220444","2","44","6","4","2"
"230444","230444","3","44","9","4","2"
"240444","240444","4","44","12","4","2"
"250444","250444","5","44","15","4","2"
"260444","260444","6","44","18","4","2"
"270444","270444","7","44","21","4","2"
"210454","210454","1","45","3","4","2"
"220454","220454","2","45","6","4","2"
"230454","230454","3","45","9","4","2"
"240454","240454","4","45","12","4","2"
"250454","250454","5","45","15","4","2"
"260454","260454","6","45","18","4","2"
"270454","270454","7","45","21","4","2"
"210464","210464","1","46","1","4","2"
"220464","220464","2","46","3","4","2"
"230464","230464","3","46","5","4","2"
"240464","240464","4","46","7","4","2"
"250464","250464","5","46","9","4","2"
"260464","260464","6","46","10","4","2"
"270464","270464","7","46","12","4","2"
"210474","210474","1","47","1","4","2"
"220474","220474","2","47","3","4","2"
"230474","230474","3","47","5","4","2"
"240474","240474","4","47","7","4","2"
"250474","250474","5","47","9","4","2"
"260474","260474","6","47","10","4","2"
"270474","270474","7","47","12","4","2"
"210824","210824","1","82","45","4","2"
"220824","220824","2","82","90","4","2"
"230824","230824","3","82","135","4","2"
"240824","240824","4","82","180","4","2"
"250824","250824","5","82","225","4","2"
"260824","260824","6","82","270","4","2"
"270824","270824","7","82","315","4","2"
"210874","210874","1","87","60","4","2"
"220874","220874","2","87","120","4","2"
"230874","230874","3","87","180","4","2"
"240874","240874","4","87","240","4","2"
"250874","250874","5","87","300","4","2"
"260874","260874","6","87","360","4","2"
"270874","270874","7","87","420","4","2"
"210914","210914","1","91","90","4","2"
"220914","220914","2","91","180","4","2"
"230914","230914","3","91","270","4","2"
"240914","240914","4","91","360","4","2"
"250914","250914","5","91","450","4","2"
"260914","260914","6","91","540","4","2"
"270914","270914","7","91","630","4","2"
"210924","210924","1","92","90","4","2"
"220924","220924","2","92","180","4","2"
"230924","230924","3","92","270","4","2"
"240924","240924","4","92","360","4","2"
"250924","250924","5","92","450","4","2"
"260924","260924","6","92","540","4","2"
"270924","270924","7","92","630","4","2"
"210934","210934","1","93","90","4","2"
"220934","220934","2","93","180","4","2"
"230934","230934","3","93","270","4","2"
"240934","240934","4","93","360","4","2"
"250934","250934","5","93","450","4","2"
"260934","260934","6","93","540","4","2"
"270934","270934","7","93","630","4","2"
"210364","210364","1","36","7","4","2"
"220364","220364","2","36","15","4","2"
"230364","230364","3","36","22","4","2"
"240364","240364","4","36","30","4","2"
"250364","250364","5","36","37","4","2"
"260364","260364","6","36","45","4","2"
"270364","270364","7","36","52","4","2"
"210015","210015","1","1","120","5","2"
"220015","220015","2","1","240","5","2"
"230015","230015","3","1","360","5","2"
"240015","240015","4","1","480","5","2"
"250015","250015","5","1","600","5","2"
"260015","260015","6","1","720","5","2"
"270015","270015","7","1","840","5","2"
"210065","210065","1","6","30","5","2"
"220065","220065","2","6","60","5","2"
"230065","230065","3","6","90","5","2"
"240065","240065","4","6","120","5","2"
"250065","250065","5","6","150","5","2"
"260065","260065","6","6","180","5","2"
"270065","270065","7","6","210","5","2"
"210285","210285","1","28","3","5","2"
"220285","220285","2","28","7","5","2"
"230285","230285","3","28","10","5","2"
"240285","240285","4","28","14","5","2"
"250285","250285","5","28","18","5","2"
"260285","260285","6","28","21","5","2"
"270285","270285","7","28","25","5","2"
"210295","210295","1","29","3","5","2"
"220295","220295","2","29","7","5","2"
"230295","230295","3","29","10","5","2"
"240295","240295","4","29","14","5","2"
"250295","250295","5","29","18","5","2"
"260295","260295","6","29","21","5","2"
"270295","270295","7","29","25","5","2"
"210305","210305","1","30","4","5","2"
"220305","220305","2","30","9","5","2"
"230305","230305","3","30","14","5","2"
"240305","240305","4","30","19","5","2"
"250305","250305","5","30","24","5","2"
"260305","260305","6","30","28","5","2"
"270305","270305","7","30","33","5","2"
"210315","210315","1","31","4","5","2"
"220315","220315","2","31","9","5","2"
"230315","230315","3","31","14","5","2"
"240315","240315","4","31","19","5","2"
"250315","250315","5","31","24","5","2"
"260315","260315","6","31","28","5","2"
"270315","270315","7","31","33","5","2"
"210325","210325","1","32","14","5","2"
"220325","220325","2","32","28","5","2"
"230325","230325","3","32","43","5","2"
"240325","240325","4","32","57","5","2"
"250325","250325","5","32","72","5","2"
"260325","260325","6","32","86","5","2"
"270325","270325","7","32","100","5","2"
"210335","210335","1","33","14","5","2"
"220335","220335","2","33","28","5","2"
"230335","230335","3","33","43","5","2"
"240335","240335","4","33","57","5","2"
"250335","250335","5","33","72","5","2"
"260335","260335","6","33","86","5","2"
"270335","270335","7","33","100","5","2"
"210345","210345","1","34","19","5","2"
"220345","220345","2","34","38","5","2"
"230345","230345","3","34","57","5","2"
"240345","240345","4","34","76","5","2"
"250345","250345","5","34","96","5","2"
"260345","260345","6","34","115","5","2"
"270345","270345","7","34","134","5","2"
"210355","210355","1","35","19","5","2"
"220355","220355","2","35","38","5","2"
"230355","230355","3","35","57","5","2"
"240355","240355","4","35","76","5","2"
"250355","250355","5","35","96","5","2"
"260355","260355","6","35","115","5","2"
"270355","270355","7","35","134","5","2"
"210385","210385","1","38","4","5","2"
"220385","220385","2","38","9","5","2"
"230385","230385","3","38","14","5","2"
"240385","240385","4","38","19","5","2"
"250385","250385","5","38","24","5","2"
"260385","260385","6","38","28","5","2"
"270385","270385","7","38","33","5","2"
"210395","210395","1","39","4","5","2"
"220395","220395","2","39","9","5","2"
"230395","230395","3","39","14","5","2"
"240395","240395","4","39","19","5","2"
"250395","250395","5","39","24","5","2"
"260395","260395","6","39","28","5","2"
"270395","270395","7","39","33","5","2"
"210405","210405","1","40","4","5","2"
"220405","220405","2","40","9","5","2"
"230405","230405","3","40","14","5","2"
"240405","240405","4","40","19","5","2"
"250405","250405","5","40","24","5","2"
"260405","260405","6","40","28","5","2"
"270405","270405","7","40","33","5","2"
"210415","210415","1","41","7","5","2"
"220415","220415","2","41","14","5","2"
"230415","230415","3","41","21","5","2"
"240415","240415","4","41","28","5","2"
"250415","250415","5","41","36","5","2"
"260415","260415","6","41","43","5","2"
"270415","270415","7","41","50","5","2"
"210425","210425","1","42","4","5","2"
"220425","220425","2","42","9","5","2"
"230425","230425","3","42","14","5","2"
"240425","240425","4","42","19","5","2"
"250425","250425","5","42","24","5","2"
"260425","260425","6","42","28","5","2"
"270425","270425","7","42","33","5","2"
"210435","210435","1","43","7","5","2"
"220435","220435","2","43","14","5","2"
"230435","230435","3","43","21","5","2"
"240435","240435","4","43","28","5","2"
"250435","250435","5","43","36","5","2"
"260435","260435","6","43","43","5","2"
"270435","270435","7","43","50","5","2"
"210445","210445","1","44","6","5","2"
"220445","220445","2","44","12","5","2"
"230445","230445","3","44","18","5","2"
"240445","240445","4","44","24","5","2"
"250445","250445","5","44","30","5","2"
"260445","260445","6","44","36","5","2"
"270445","270445","7","44","42","5","2"
"210455","210455","1","45","6","5","2"
"220455","220455","2","45","12","5","2"
"230455","230455","3","45","18","5","2"
"240455","240455","4","45","24","5","2"
"250455","250455","5","45","30","5","2"
"260455","260455","6","45","36","5","2"
"270455","270455","7","45","42","5","2"
"210465","210465","1","46","3","5","2"
"220465","220465","2","46","7","5","2"
"230465","230465","3","46","10","5","2"
"240465","240465","4","46","14","5","2"
"250465","250465","5","46","18","5","2"
"260465","260465","6","46","21","5","2"
"270465","270465","7","46","25","5","2"
"210475","210475","1","47","3","5","2"
"220475","220475","2","47","7","5","2"
"230475","230475","3","47","10","5","2"
"240475","240475","4","47","14","5","2"
"250475","250475","5","47","18","5","2"
"260475","260475","6","47","21","5","2"
"270475","270475","7","47","25","5","2"
"210825","210825","1","82","81","5","2"
"220825","220825","2","82","162","5","2"
"230825","230825","3","82","243","5","2"
"240825","240825","4","82","324","5","2"
"250825","250825","5","82","405","5","2"
"260825","260825","6","82","486","5","2"
"270825","270825","7","82","567","5","2"
"210875","210875","1","87","120","5","2"
"220875","220875","2","87","240","5","2"
"230875","230875","3","87","360","5","2"
"240875","240875","4","87","480","5","2"
"250875","250875","5","87","600","5","2"
"260875","260875","6","87","720","5","2"
"270875","270875","7","87","840","5","2"
"210915","210915","1","91","180","5","2"
"220915","220915","2","91","360","5","2"
"230915","230915","3","91","540","5","2"
"240915","240915","4","91","720","5","2"
"250915","250915","5","91","900","5","2"
"260915","260915","6","91","1080","5","2"
"270915","270915","7","91","1260","5","2"
"210925","210925","1","92","180","5","2"
"220925","220925","2","92","360","5","2"
"230925","230925","3","92","540","5","2"
"240925","240925","4","92","720","5","2"
"250925","250925","5","92","900","5","2"
"260925","260925","6","92","1080","5","2"
"270925","270925","7","92","1260","5","2"
"210935","210935","1","93","180","5","2"
"220935","220935","2","93","360","5","2"
"230935","230935","3","93","540","5","2"
"240935","240935","4","93","720","5","2"
"250935","250935","5","93","900","5","2"
"260935","260935","6","93","1080","5","2"
"270935","270935","7","93","1260","5","2"
"210365","210365","1","36","13","5","2"
"220365","220365","2","36","27","5","2"
"230365","230365","3","36","40","5","2"
"240365","240365","4","36","54","5","2"
"250365","250365","5","36","67","5","2"
"260365","260365","6","36","81","5","2"
"270365","270365","7","36","94","5","2"
