"Name","EffectId","FileName","AniName","EWScaleX","EWScaleY"
"1020027","1020027","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_DodgeBtn_EndCooltime.WE_DodgeBtn_EndCooltime_C","Ani_SkillAttack_Guide","1","1"
"1020028","1020028","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_DodgeBtn_Release.WE_DodgeBtn_Release_C","Ani_Contens_MenuSlot_Newflash","1","1"
"1020029","1020029","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_Hud_Btn_Release.WE_Hud_Btn_Release_C","Ani_Contens_MenuSlot_Newflash","1","1"
"1020031","1020031","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_HudTab_Release.WE_HudTab_Release_C","Ani_Select_Guide_Glow","1","1"
"1020036","1020036","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_NomarAttackBtn_Release.WE_NomarAttackBtn_Release_C","Ani_Contens_MenuSlot_Newflash","1","1"
"1020037","1020037","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_PotionBtn_EndCooltime.WE_PotionBtn_EndCooltime_C","Ani_Btn_Reset","1","1"
"1020039","1020039","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_SkillBtn_Release.WE_SkillBtn_Release_C","Ani_Contens_MenuSlot_Newflash","1","1"
"1020044","1020044","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_UltimateSkillBtn_Release.WE_UltimateSkillBtn_Release_C","Ani_Contens_MenuSlot_Newflash","1","1"
"1020100","1020100","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_SkillBtn_SmiteOn.WE_SkillBtn_SmiteOn_C","Ani_Smite_Fx_On","1","1"
"1020101","1020101","WidgetBlueprint'/Game/UI/UMGBP/HUD/SkillSet/Hud_Back_Skill.Hud_Back_Skill_C","Ani_Skill_On","1","1"
"1020202","1020202","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_HudBtn_PotionUse.WE_HudBtn_PotionUse_C","Ani_Btn_Glow","1.25","1.25"
"1020301","1020301","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_QuestTracker_Doing_List.WE_QuestTracker_Doing_List_C","Ani_Aura_Effect_Loop","1","1"
"1020302","1020302","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_QuestTracker_Doing_Icon.WE_QuestTracker_Doing_Icon_C","NewAnimation_1","1","1"
"1020303","1020303","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_Quest_Tracker_Touch.WE_Quest_Tracker_Touch_C","Ani_Glow_effect_Loop","1","1"
"1020304","1020304","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_QuestTracker_Complate.WE_QuestTracker_Complate_C","Ani_QuestTracker_Complate","1","1"
"1020305","1020305","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_QuestTracker_Attention.WE_QuestTracker_Attention_C","Ani_Effect_QuestTracker_Attention","1","1"
"1020306","1020306","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_QuestTracker_QuestState_Change.WE_QuestTracker_QuestState_Change'","Ani_QuestTracker_QuestState_Change","1","1"
"1020309","1020309","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_SubQuestTracker_Doing_List.WE_SubQuestTracker_Doing_List_C","Ani_SubQuestTracker_Doing_List","1","1"
"1020310","1020310","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_SubQuestTracker_Complate_List.WE_SubQuestTracker_Complate_List_C","Ani_SubQuestTracker_Complate_List","1","1"
"1020311","1020311","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_QuestTracker_Complate.WE_QuestTracker_Complate_C","Ani_QuestTracker_Complate","1.25","1.25"
"1020312","1020312","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_ExpBooster_Off.WE_ExpBooster_Off_C","Ani_Effect_Booster_Off","1","1"
"1020313","1020313","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_ExpBooster_On.WE_ExpBooster_On_C","Ani_Effect_Booster_On","1","1"
"1020314","1020314","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_QuestTracker_Reward.WE_QuestTracker_Reward","Ani_QuestTracker_Reward","1","1"
"1020315","1020315","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_HUDPKMODE_Hostile.WE_HUDPKMODE_Hostile_C","Ani_Hostile_On_Loop","1","1"
"1020316","1020316","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_HUDPKMODE_Slaughter.WE_HUDPKMODE_Slaughter_C","Ani_Slaughter_On_Loop","1","1"
"1030000","1030000","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_Tab_Goods_Release.WE_Tab_Goods_Release_C","Ani_Tab_Goods_Release","1","1"
"1014001","1014001","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_Refine_Equiped.WE_Refine_Equiped","0","1","1"
"1014002","1014002","WidgetBlueprint'/Game/UI/UMGBP/Effect/Ico_Loop_Fx_Yellow.Ico_Loop_Fx_Yellow","0","1","1"
"1040000","1040000","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_Slot_Registered_circle_Notice.WE_Slot_Registered_circle_Notice_C","Ani_WE_Registered_Slot_Notice","1","1"
"1040001","1040001","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_Slot_Registered_circle_Release.WE_Slot_Registered_circle_Release_C","Ani_Registered_Slot_Release","1","1"
"1040002","1040002","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_Slot_Registered_circle_Selected.WE_Slot_Registered_circle_Selected_C","Ani_WE_Registered_Slot_Selected","1","1"
"1040003","1040003","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_Slot_Registered_circle_Release.WE_Slot_Registered_circle_Release_C","Ani_Registered_Slot_Release","1","1"
"1040004","1040004","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_Slot_Registered_circle_Selected.WE_Slot_Registered_circle_Selected_C","Ani_WE_Registered_Slot_Selected","1","1"
"1040006","1040006","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_OptionChange_OptionApply.WE_OptionChange_OptionApply_C","Ani_OptionChange_OptionApply","1","1"
"1040007","1040007","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_OptionChange_PickNormal.WE_OptionChange_PickNormal_C","Ani_OptionChange_PickNormal","1","1"
"1040008","1040008","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_OptionChange_PickGreat.WE_OptionChange_PickGreat_C","Ani_OptionChange_PickGreat","1","1"
"1040010","1040010","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_Slot_Registered_circle_Notice.WE_Slot_Registered_circle_Notice_C","Ani_WE_Registered_Slot_Notice","1.15","1.15"
"1050000","1050000","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_JewelUi_JewelSlot_Release.WE_JewelUi_JewelSlot_Release_C","Ani_Item_JewelSlot_Release","1","1"
"1050001","1050001","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_JewelUi_JewelSlot_Selected.WE_JewelUi_JewelSlot_Selected_C","Ani_Item_JewelSlot_Selectedd","1","1"
"1060100","1060100","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_Monster_Smite.WE_Monster_Smite_C","Ani_Monster_Smite","1","1"
"1070006","1070006","WidgetBlueprint'/Game/UI/UMGBP/Effect/UE_SkillAttack_EndCoolTime_02.UE_SkillAttack_EndCoolTime_02_C","Ani_SkillAttack_Guide","1","1"
"1070010","1070010","WidgetBlueprint'/Game/UI/UMGBP/Effect/UE_HudBtn_Guide.UE_HudBtn_Guide_C","Ani_Btn_Guide","1","1"
"1070011","1070011","WidgetBlueprint'/Game/UI/UMGBP/Effect/UE_Tutorial_Line.UE_Tutorial_Line_C","Ani_Line_Effect","1","1"
"1070013","1070013","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_HudBtn_PotionUse.WE_HudBtn_PotionUse_C","Ani_Btn_Glow","1.25","1.25"
"1070014","1070014","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_HudBtn_Stateful.WE_HudBtn_Stateful_C","Ani_Meditation_On","1.3","1.3"
"1070015","1070015","WidgetBlueprint'/Game/UI/UMGBP/Effect/UE_HudBtn_EndCoolTime.UE_HudBtn_EndCoolTime_C","Ani_Btn_Reset","1.27","1.27"
"1070016","1070016","WidgetBlueprint'/Game/UI/UMGBP/Effect/UE_Hudbtn_Open.UE_Hudbtn_Open_C","Ani_btn_Open_Effect","1","1"
"1070018","1070018","WidgetBlueprint'/Game/UI/UMGBP/Effect/UE_HudBtn_EndCoolTime.UE_HudBtn_EndCoolTime_C","Ani_Btn_Reset","1.27","1.27"
"1070021","1070021","WidgetBlueprint'/Game/UI/UMGBP/Effect/UE_SkillAttack_EndCoolTime_02.UE_SkillAttack_EndCoolTime_02_C","Ani_SkillAttack_Reset","1.7","1.7"
"1070022","1070022","WidgetBlueprint'/Game/UI/UMGBP/Effect/UE_HudBtn_Guide_02.UE_HudBtn_Guide_02_C","Ani_SkillAttack_Guide","1","1"
"1070023","1070023","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_UltimateSkillBtn_EndCooltime.WE_UltimateSkillBtn_EndCooltime_C","Ani_SkillAttack_Reset","1.7","1.7"
"1070024","1070024","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_SkillBtn_EndCooltime.WE_SkillBtn_EndCooltime_C","Ani_SkillAttack_Reset","1.27","1.27"
"1070025","1070025","WidgetBlueprint'/Game/UI/UMGBP/Effect/UE_SkillAttack_Change.UE_SkillAttack_Change_C","Ani_Btn_Skill_Change_Effect","1.22","1.28"
"1070026","1070026","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_NoticeBtn_Alarm.WE_NoticeBtn_Alarm_C","Ani_Contens_Menu_Effect","1","1"
"1070027","1070027","WidgetBlueprint'/Game/UI/UMGBP/Effect/UE_Hudbtn_Open.UE_Hudbtn_Open_C","Ani_btn_Open_Effect","1","1"
"1070028","1070028","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_HUD_SkillBtn_AutoOn.WE_HUD_SkillBtn_AutoOn'","Ani_btn_Open_Effect","1","1"
"1070204","1070204","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_Skill_LevelUp_icon.WE_Skill_LevelUp_icon_C","Ani_Skill_LevelUp_icon_effect","1","1"
"1070210","1070210","WidgetBlueprint'/Game/UI/UMGBP/Effect/UE_SkillList_LevelUp.UE_SkillList_LevelUp_C","Ani_SkillList_LevelUp","1","1"
"1070211","1070211","WidgetBlueprint'/Game/UI/UMGBP/Effect/UE_SkillList_LevelUp.UE_SkillList_LevelUp_C","Ani_SkillList_LevelUp","1","1"
"1070212","1070212","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_SkillUI_List_Selected.WE_SkillUI_List_Selected_C","Ani_SkillUI_List_Selected","1","1"
"1070213","1070213","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_SkillUI_SkillList_Learn.WE_SkillUI_SkillList_Learn_C","Ani_SkillList_Learn","1","1"
"1070214","1070214","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_SkillUI_SkillList_LevelUp.WE_SkillUI_SkillList_LevelUp_C","Ani_SkillUI_SkillList_LevelUp","1","1"
"1070215","1070215","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_SkillUI_SkillSlot_Release.WE_SkillUI_SkillSlot_Release_C","Ani_SkillUI_SkillSlot_Release","1","1"
"1070216","1070216","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_SkillUI_SkillSlot_Selected.WE_SkillUI_SkillSlot_Selected_C","Ani_SkillUI_SkillSlot_Selected","1","1"
"1070217","1070217","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_SkillUI_Slot_Clear.WE_SkillUI_Slot_Clear_C","Ani_SkillUI_Slot_Clear","1","1"
"1070218","1070218","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_SkillUI_Slot_Insert.WE_SkillUI_Slot_Insert_C","Ani_SkillUI_Slot_Insert","1","1"
"1070219","1070219","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_SkillDeckChange.WE_SkillDeckChange_C","Ani_SkillDeckChange","1","1"
"1070220","1070220","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/P_Skillicon_Red.P_Skillicon_Red_C","0","1","1"
"1070221","1070221","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/P_Skillicon_Yellow.P_Skillicon_Yellow_C","0","1","1"
"1080000","1080000","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_ForceUi_MainList_Open.WE_ForceUi_MainList_Open_C","Ani_ForceUi_MainList_Open","1","1"
"1080001","1080001","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_ForceUi_AbilityList_Selected.WE_ForceUi_AbilityList_Selected_C","Ani_ForceUi_AbilityList_Selected","1","1"
"1090000","1090000","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_MasterySlot_Release.WE_MasterySlot_Release_C","Ani_MasterySlot_Release","1","1"
"1100000","1100000","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_ItemMake_Slot_Release.WE_ItemMake_Slot_Release_C","Ani_ItemMake_lSlot_Release","1","1"
"1110001","1110001","WidgetBlueprint'/Game/UI/UMGBP/Contents/Tutorial/Tutorial_Skill_DragTouch.Tutorial_Skill_DragTouch_C","Drag_Ani","1","1"
"1110002","1110002","WidgetBlueprint'/Game/UI/UMGBP/Contents/Tutorial/Tutorial_VirtualJoyStick_02.Tutorial_VirtualJoyStick_02_C","DragAni","1","1"
"1110003","1110003","WidgetBlueprint'/Game/UI/UMGBP/Contents/Tutorial/Tutorial_VirtualJoyStick_03.Tutorial_VirtualJoyStick_03_C","DragAni","1","1"
"1130001","1130001","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_TargetMarkerUI_Click.WE_TargetMarkerUI_Click_C","Ani_Touch","1","1"
"1130002","1130002","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_TargetMarkerUI_CoolOn.WE_TargetMarkerUI_CoolOn_C","Ani_Cooltime_ON","1","1"
"1090019","1090019","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/P_OccuMapTouch_Gen.P_OccuMapTouch_Gen_C","Ani_OccuMapMove_Gen","1","1"
"1090020","1090020","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/P_OccuMapTouch_Std.P_OccuMapTouch_Std_C","Ani_OccuMapMove_Gen","1","1"
"1090021","1090021","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/P_OccuMapAttack_Gen.P_OccuMapAttack_Gen_C","Ani_OccuMapMove_Gen","1","1"
"1090027","1090027","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/P_OccuMapMove_Gen.P_OccuMapMove_Gen_C","Ani_OccuMapMove_Gen","1","1"
"1090033","1090033","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_ButtonSquare_Attention.WE_ButtonSquare_Attention_C","0","1","1"
"1090034","1090034","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_ButtonSquare_Attention.WE_ButtonSquare_Attention_C","0","1","1"
"1090035","1090035","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_ButtonSquare_Attention.WE_ButtonSquare_Attention_C","0","1","1"
"1090036","1090036","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_Siege_SituationBoard_onAttack.WE_Siege_SituationBoard_onAttack_C","Ani_SituationBoard_onAttack","1","1"
"1130004","1130004","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_Pet_Equip01.WE_Pet_Equip01_C","Ani_Pet_Equip_Effect_01","1","1"
"1130005","1130005","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_Pet_Equip02.WE_Pet_Equip02_C","Ani_Pet_Equip_Effect_02","1","1"
"1130006","1130006","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_SkillUI_SkillSlot_Selected.WE_SkillUI_SkillSlot_Selected_C","Ani_SkillUI_SkillSlot_Selected","1","1"
"1140001","1140001","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_Trade_Item_Compose_Success_01.WE_Trade_Item_Compose_Success_01","Ani_Item_Compose_Effect","1","1"
"1140002","1140002","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_Trade_Item_Compose_Success_01.WE_Trade_Item_Compose_Success_02","Ani_Item_Compose_Effect","1","1"
"1140003","1140003","WidgetBlueprint'/Game/UI/UMGBP/Contents/Guild/Renewal/Popup_GuildDevInfo.Popup_GuildDevInfo","Ani_Happy","1","1"
"1140004","1140004","WidgetBlueprint'/Game/UI/UMGBP/Contents/Common_Contents/Goods/Goods_Slot.Goods_Slot'","Ani_Coin_effect","1","1"
"1140005","1140005","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_ItemCompose_List_Slot.WE_ItemCompose_List_Slot_C","Ani_Square_Green_Loop","1","1"
"1140006","1140006","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_ItemCompose_List_Slot.WE_ItemCompose_List_Slot_C","Ani_Square_Blue_Loop","1","1"
"1140007","1140007","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_ItemCompose_List_Slot.WE_ItemCompose_List_Slot_C","Ani_Square_Red_Loop","1","1"
"1140008","1140008","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_Slot_Compose_Basic.WE_Slot_Compose_Basic_C","Ani_Effect_Compose_Basic","1","1"
"1140009","1140009","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_Slot_Compose_Open.WE_Slot_Compose_Open_C","Ani_Effect_Compose_Open","1","1"
"1140010","1140010","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_Slot_Compose_Special.WE_Slot_Compose_Special_C","Ani_Effect_Compose_Open","1","1"
"1140011","1140011","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_Slot_Compose_Basic_hero.WE_Slot_Compose_Basic_hero_C","Ani_Effect_Compose_Basic_hero","1","1"
"1140012","1140012","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_Slot_Compose_Special_hero.WE_Slot_Compose_Special_hero_C","Ani_Effect_Compose_Open","1","1"
"1140013","1140013","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_Slot_Compose_Open_A_highR.WE_Slot_Compose_Open_A_highR_C","Ani_Effect_Compose_Open","1","1"
"1140014","1140014","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_Slot_Compose_Special_A_highR.WE_Slot_Compose_Special_A_highR_C","Ani_Effect_Compose_Open","1","1"
"1140015","1140015","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_Slot_Compose_Open_B_curio.WE_Slot_Compose_Open_B_curio_C","Ani_Effect_Compose_Open","1","1"
"1140016","1140016","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_Slot_Compose_Special_B_curio.WE_Slot_Compose_Special_B_curio_C","Ani_Effect_Compose_Open","1","1"
"1140017","1140017","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_Slot_Compose_Open_C_hero.WE_Slot_Compose_Open_C_hero_C","Ani_Effect_Compose_Open","1","1"
"1140018","1140018","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_Slot_Compose_Special_C_hero.WE_Slot_Compose_Special_C_hero_C","Ani_Effect_Compose_Open","1","1"
"1150001","1150001","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_CollectionList_Complete.WE_CollectionList_Complete'_C","Ani_CollectionList_Complete_Effect","1","1"
"1160001","1160001","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_Guild_SkillReady.WE_Guild_SkillReady","0","1","1"
"1160002","1160002","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_Guild_SkillStart.WE_Guild_SkillStart","0","1","1"
"1170001","1170001","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_MagicOrb_Grade04_BG.WE_MagicOrb_Grade04_BG'","0","1","1"
"1170002","1170002","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_MagicOrb_Grade05_BG.WE_MagicOrb_Grade05_BG'","0","1","1"
"1170003","1170003","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_MagicOrb_Select_Grade04_Select.WE_MagicOrb_Select_Grade04_Select'","Ani_Loop","1","1"
"1170004","1170004","WidgetBlueprint'/Game/UI/UMGBP/Effect/WE_Release/WE_MagicOrb_Select_Grade05_Select.WE_MagicOrb_Select_Grade05_Select'","Ani_Loop","1","1"
