"Name","WarpId","Arrival_StageId","Coordinate","RotationYaw","CameraYaw","CameraPitch","CameraDistance","WarpArrivalRadius"
"912","912","214","(X=-12623.314453,Y=21200.560547,Z=1007.649902)","0","-3","-4","1230","800"
"913","913","221","(X=-7745.321289,Y=-40726.035156,Z=0.000000)","50","50","-4","1230","800"
"914","914","221","(X=40760.867188,Y=-7545.870117,Z=0.031250)","150","150","-4","1230","800"
"915","915","221","(X=7645.588379,Y=40891.613281,Z=0.000000)","-130","-130","-4","1230","800"
"916","916","221","(X=-41019.320313,Y=7710.159668,Z=0.000000)","-40","-40","-4","1230","800"
"921","921","201","(X=-636.581177,Y=-11825.099609,Z=1208.967285)","100","100","-11","1230","500"
"922","922","202","(X=-636.581177,Y=-11825.099609,Z=1208.967285)","100","100","-11","1230","500"
"923","923","203","(X=-636.581177,Y=-11825.099609,Z=1208.967285)","100","100","-11","1230","500"
"924","924","204","(X=-636.581177,Y=-11825.099609,Z=1208.967285)","100","100","-11","1230","500"
"925","925","205","(X=-636.581177,Y=-11825.099609,Z=1208.967285)","100","100","-11","1230","500"
"926","926","206","(X=-636.581177,Y=-11825.099609,Z=1208.967285)","100","100","-11","1230","500"
"927","927","207","(X=-636.581177,Y=-11825.099609,Z=1208.967285)","100","100","-11","1230","500"
"928","928","208","(X=-636.581177,Y=-11825.099609,Z=1208.967285)","100","100","-11","1230","500"
"929","929","211","(X=-636.581177,Y=-11825.099609,Z=1208.967285)","100","100","-11","1230","500"
"930","930","212","(X=-636.581177,Y=-11825.099609,Z=1208.967285)","100","100","-11","1230","500"
"931","931","213","(X=-636.581177,Y=-11825.099609,Z=1208.967285)","100","100","-11","1230","500"
"932","932","214","(X=-636.581177,Y=-11825.099609,Z=1208.967285)","100","100","-11","1230","500"
"941","941","201","(X=19570.871094,Y=-446.137085,Z=1627.989258)","90","90","-8","1230","500"
"942","942","202","(X=19570.871094,Y=-446.137085,Z=1627.989258)","90","90","-8","1230","500"
"943","943","203","(X=19570.871094,Y=-446.137085,Z=1627.989258)","90","90","-8","1230","500"
"944","944","204","(X=19570.871094,Y=-446.137085,Z=1627.989258)","90","90","-8","1230","500"
"945","945","205","(X=19570.871094,Y=-446.137085,Z=1627.989258)","90","90","-8","1230","500"
"946","946","206","(X=19570.871094,Y=-446.137085,Z=1627.989258)","90","90","-8","1230","500"
"947","947","207","(X=19570.871094,Y=-446.137085,Z=1627.989258)","90","90","-8","1230","500"
"948","948","208","(X=19570.871094,Y=-446.137085,Z=1627.989258)","90","90","-8","1230","500"
"949","949","211","(X=19570.871094,Y=-446.137085,Z=1627.989258)","90","90","-8","1230","500"
"950","950","212","(X=19570.871094,Y=-446.137085,Z=1627.989258)","90","90","-8","1230","500"
"951","951","213","(X=19570.871094,Y=-446.137085,Z=1627.989258)","90","90","-8","1230","500"
"952","952","214","(X=19570.871094,Y=-446.137085,Z=1627.989258)","90","90","-8","1230","500"
"953","953","221","(X=-7745.321289,Y=-40536.035156,Z=0.000000)","50","50","-8","1230","500"
"954","954","221","(X=40740.867188,Y=-7545.870117,Z=0.031250)","130","130","-8","1230","500"
"955","955","221","(X=7665.588379,Y=40661.613281,Z=0.000000)","-130","-130","-8","1230","500"
"956","956","221","(X=-40619.320313,Y=7710.159668,Z=0.000000)","-40","-40","-8","1230","500"
"1003","1003","101005010","(X=193.092102,Y=4769.952636,Z=3521.116699)","-87.6","-90","-6.8","450","0"
"1004","1004","101003010","(X=-7106.024902,Y=-5530.000488,Z=2372.927002)","-120","-120","-8","450","0"
"1005","1005","101003030","(X=-16284.905273,Y=2114.982422,Z=-20367.363892)","-90","-90","0","600","0"
"1006","1006","101001010","(X=4021.000000,Y=-10133.000000,Z=589.000000)","180","180","-14","600","800"
"1009","1009","101005020","(X=-429.999481,Y=1990.000000,Z=190.165756)","-90","-90","-14","450","0"
"1010","1010","101001010","(X=2580.000000,Y=3730.000000,Z=652.000000)","-140","-140","-14","450","0"
"1015","1015","101003020","(X=7348.000000,Y=-19.999987,Z=90.000008)","-180","-180","-14","450","0"
"1016","1016","101001010","(X=-7340.000000,Y=1500.000000,Z=592.000000)","0","0","-14","450","0"
"1018","1018","100002020","(X=790,Y=-11320,Z=1920)","160","160","-14","450","0"
"1019","1019","100002010","(X=-7730,Y=8314,Z=8650)","-75","-75","2","700","0"
"1020","1020","101003010","(X=-17437.212891,Y=20613.955078,Z=1236.588135)","-50","-50","-14","450","0"
"1021","1021","100002020","(X=5873,Y=11603,Z=1650)","-159","-159","-14","450","0"
"1022","1022","101001010","(X=-1410.000000,Y=5860.000000,Z=612.000000)","-90","-90","-8","600","0"
"1023","1023","101003010","(X=-15530,Y=-18910,Z=3560)","25","25","-14","450","0"
"1028","1028","101004010","(X=-41218.804688,Y=-7512.157715,Z=1347.292236)","0","0","-14","450","0"
"1029","1029","101003030","(X=12341.332031,Y=-32855.109375,Z=-22400.832031)","150","160","-15","700","0"
"1030","1030","101004020","(X=-17107.843750,Y=11208.805664,Z=878.096863)","-90","-109","-10","450","0"
"1031","1031","101004010","(X=-60,Y=-18105,Z=2707.506836)","90","86","-14","450","0"
"1032","1032","101003040","(X=8765.000000,Y=-525.000427,Z=2053.267822)","-180","-174","-8","450","0"
"1033","1033","101004020","(X=20605.000000,Y=-6205.001953,Z=2024.693848)","-110","-110","-14","450","0"
"1034","1034","101004040","(X=16236.888672,Y=-7329.853027,Z=3453.421387)","135","135","-14","450","0"
"1035","1035","101004030","(X=-16323.805664,Y=9317.837891,Z=2632.499512)","-50","-50","-14","450","0"
"1036","1036","101003030","(X=7097.969238,Y=-7312.201172,Z=-19720.724792)","-170","-176","-14","600","0"
"1037","1037","101004040","(X=-12673.972656,Y=9959.908203,Z=1582.031494)","-90","-90","-14","450","0"
"1038","1038","101004030","(X=1120.409790,Y=-10052.839844,Z=6364.069336)","75","75","-14","450","0"
"1039","1039","101003040","(X=-5896.381836,Y=906.890198,Z=1986.887695)","-65","-65","-14","450","0"
"1042","1042","102003010","(X=-4126.167480,Y=-6094.176758,Z=4081.157227)","174","176","-7","500","0"
"1043","1043","101003030","(X=-31922.851563,Y=-24145.707031,Z=-18336.365234)","40","40","-23","800","0"
"1044","1044","102004010","(X=-17850.000000,Y=60.000000,Z=123.275330)","0","0","-20","600","0"
"1045","1045","102003010","(X=-17110.003906,Y=-32430.000000,Z=5250.922852)","89","88.199982","-8","600","0"
"1046","1046","102004040","(X=11594.999023,Y=-13645.000000,Z=737.593018)","-110","-110","-18","600","0"
"1047","1047","102004010","(X=13270.000000,Y=14.998927,Z=1985.975220)","-180","178","-14","700","0"
"1050","1050","102004070","(X=-4020.000000,Y=0.000000,Z=177.581558)","0","0","-14","450","0"
"1051","1051","102004040","(X=9607.909180,Y=14210.466797,Z=2146.059326)","-130","-130","-14","450","0"
"1056","1056","102005020","(X=-7491.769531,Y=2140.048096,Z=-583.599976)","-40","-36","-9","470","0"
"1057","1057","102004070","(X=25259.419922,Y=17982.619141,Z=691.000000)","180","176.399948","-14","450","0"
"1058","1058","102004050","(X=4565.444336,Y=3468.417969,Z=3270.034180)","159","153","-28","1000","0"
"1059","1059","102005020","(X=-5346.218750,Y=-657.479797,Z=-519.740295)","112","112","-15","700","0"
"1060","1060","103003010","(X=-19266.187500,Y=-2344.112305,Z=1498.584595)","0","12","-20","350","0"
"1061","1061","103003010","(X=-3893.962402,Y=12456.512695,Z=-554.785522)","-68","-68","-8","600","0"
"1062","1062","101003030","(X=-14870.001953,Y=-32760,Z=-18248.092529)","90","90","-8","600","0"
"1063","1063","103004010","(X=101.467384,Y=-1039.063965,Z=1982.808838)","-95","-42","-15","700","0"
"1064","1064","103003010","(X=16482.994141,Y=-13392.978516,Z=507.093048)","123","168","-15","700","0"
"1065","1065","103003020","(X=-15330.213867,Y=-1368.045898,Z=652.476624)","-40","-4","-15","700","0"
"1066","1066","103003010","(X=-18666.148438,Y=-12311.790039,Z=219.658752)","-12","-40","-23","700","0"
"1067","1067","101005040","(X=4030.000000,Y=-7080.000977,Z=2257.597168)","180","180","-14","450","0"
"1068","1068","101003020","(X=-1725.907104,Y=-24719.921875,Z=103.104729)","90","90","-14","450","0"
"1069","1069","102004050","(X=4017.185547,Y=8919.361328,Z=2403.214844)","-179","-144","-12","600","0"
"1070","1070","103003030","(X=-16712.000000,Y=-11399.000000,Z=2362.357422)","90","53","-15","700","0"
"1071","1071","103003020","(X=21313.787109,Y=-13143.436523,Z=266.821198)","70","127","-15","700","0"
"1072","1072","103003050","(X=-12163.328125,Y=10811.458984,Z=-1139.625000)","-34","-34","-3","700","0"
"1073","1073","103003030","(X=12471.081055,Y=-2937.947021,Z=90.399384)","130","143","-10","669","0"
"1074","1074","103003040","(X=-2937.495361,Y=-1131.495850,Z=266.162506)","90","79","-15","700","0"
"1075","1075","102003010","(X=-8246.018555,Y=5867.120117,Z=5024.660156)","180","180","-30","700","0"
"1076","1076","100002020","(X=790,Y=-11320,Z=1920)","160","160","-14","450","0"
"1079","1079","103003020","(X=12243.001953,Y=-6717.988281,Z=951.317139)","0","0","0","600","0"
"1080","1080","100004020","(X=-370.000000,Y=4290.000000,Z=-368.000000)","0","0","0","600","0"
"1081","1081","100004010","(X=14360.054688,Y=7539.951660,Z=8112.063477)","0","0","0","600","0"
"1082","1082","103003060","(X=7140.396484,Y=-7286.829102,Z=4119.058594)","100","29","-16","700","0"
"1083","1083","103003040","(X=5258.323730,Y=-2298.542480,Z=4043.661377)","85","34","-15","700","0"
"1084","1084","103003070","(X=-24093.601563,Y=25583.869141,Z=833.634460)","-20","-49","-10","700","0"
"1085","1085","103003010","(X=13451.535156,Y=-16200.232422,Z=1246.658569)","100","62","-15","700","0"
"1086","1086","105001020","(X=-25442.921875,Y=20930.099609,Z=81.900635)","-30","0","-10","700","0"
"1087","1087","103003070","(X=-24362.552734,Y=-25630.445313,Z=1436.563965)","30","14","-6","700","0"
"1088","1088","101003060","(X=75.218475,Y=1642.801514,Z=4823.976563)","-90","-90","-10","1000","0"
"1089","1089","101003040","(X=1366.537109,Y=3743.359131,Z=-1381.586914)","-97","-100","-27","700","0"
"1090","1090","2021","(X=-21.092909,Y=-8682.316406,Z=1275.696899)","-270","-270","-17","800","0"
"1091","1091","101001010","(X=-6934.909668,Y=-10190.585938,Z=616.617798)","0","0","0","800","0"
"2012","2012","102004050","(X=-16305.392578,Y=-16683.037109,Z=-2510.145508)","40","37","-18","800","0"
"2013","2013","102004040","(X=-22.000620,Y=-18848.000000,Z=-1125.587891)","90","106","-19","800","0"
"2016","2016","102004050","(X=270.434509,Y=-7988.027344,Z=359.659912)","-175","-169","-14","700","0"
"2017","2017","102004010","(X=-13875.435547,Y=9563.599609,Z=128.643341)","0","0","-15","700","0"
"2018","2018","200251010","(X=-50.002216,Y=-10650.000000,Z=897.996582)","90","90.6","-18","600","0"
"2019","2019","200251020","(X=-50.002216,Y=830.000000,Z=677.996582)","-90","-85","-10","542","0"
"2020","2020","105002010","(X=-17335.025391,Y=-9700.689453,Z=1858.686035)","88","64","-30","600","0"
"2021","2021","200251501","(X=-5197.079102,Y=8868.377930,Z=336.722290)","-56","-56","-17","1200","0"
"2022","2022","200255050","(X=460.000000,Y=200.000000,Z=-170.000000)","-90","-90","-5","1000","0"
"2023","2023","200255051","(X=460.000000,Y=200.000000,Z=-170.000000)","-90","-90","-5","1000","0"
"2024","2024","200255052","(X=460.000000,Y=200.000000,Z=-170.000000)","-90","-90","-5","1000","0"
"2025","2025","200255053","(X=460.000000,Y=200.000000,Z=-170.000000)","-90","-90","-5","1000","0"
"2026","2026","200255054","(X=460.000000,Y=200.000000,Z=-170.000000)","-90","-90","-5","1000","0"
"2027","2027","200255055","(X=460.000000,Y=200.000000,Z=-170.000000)","-90","-90","-5","1000","0"
"2028","2028","200255056","(X=460.000000,Y=200.000000,Z=-170.000000)","-90","-90","-5","1000","0"
"2029","2029","200255057","(X=460.000000,Y=200.000000,Z=-170.000000)","-90","-90","-5","1000","0"
"2030","2030","200255058","(X=460.000000,Y=200.000000,Z=-170.000000)","-90","-90","-5","1000","0"
"2031","2031","200255059","(X=460.000000,Y=200.000000,Z=-170.000000)","-90","-90","-5","1000","0"
"2032","2032","200251502","(X=-7400.000000,Y=-1620.000000,Z=930.000000)","0","0","-14","1222","0"
"2033","2033","200251503","(X=-5197.079102,Y=8868.377930,Z=336.722290)","-140","-140","-16","1000","0"
"2041","2041","200251540","(X=-11129.474609,Y=22.731958,Z=2718.144775)","0","-4","-16","627","0"
"2042","2042","200251540","(X=11389.611328,Y=-243.524475,Z=2723.135254)","180","64","-30","600","0"
"2051","2051","200251610","(X=-9989.000000,Y=632.000000,Z=-1164.000000)","0","0","-18","1227","0"
"2052","2052","200251660","(X=19235.000000,Y=-11300.000000,Z=635.000000)","90","90","-16","700","0"
"2053","2053","200251670","(X=-7640.000000,Y=-3010.000000,Z=2042.000000)","90","0","2","700","1000"
"2055","2055","200251650","(X=0.000000,Y=8770.000000,Z=782.000000)","-90","-87","-19","1819","0"
"2061","2061","200700020","(X=-11129.474609,Y=22.731958,Z=2718.144775)","0","-4","-16","627","0"
"2071","2071","200700030","(X=-11129.474609,Y=22.731958,Z=2718.144775)","0","-4","-16","627","0"
"2081","2081","200700040","(X=-11129.474609,Y=22.731958,Z=2718.144775)","0","-4","-16","627","0"
"2091","2091","200700050","(X=-11129.474609,Y=22.731958,Z=2718.144775)","0","-4","-16","627","0"
"2101","2101","200700060","(X=-11129.474609,Y=22.731958,Z=2718.144775)","0","-4","-16","627","0"
"2111","2111","200700070","(X=-11129.474609,Y=22.731958,Z=2718.144775)","0","-4","-16","627","0"
"2121","2121","200700080","(X=-11129.474609,Y=22.731958,Z=2718.144775)","0","-4","-16","627","0"
"3001","3001","200610001","(X=-5197.079102,Y=8868.377930,Z=336.722290)","-51","-51","-16","1000","700"
"3050","3050","200610002","(X=7040.000000,Y=13230.000000,Z=662.000122)","90","91","-16","1818","700"
"3051","3051","200610002","(X=8420.000000,Y=13230.000000,Z=662.000122)","90","91","-16","1818","700"
"3052","3052","200610002","(X=5920.000000,Y=13230.000000,Z=662.000122)","90","91","-16","1818","700"
"3053","3053","200610002","(X=7710.000000,Y=12860.000000,Z=662.000122)","90","91","-16","1818","700"
"3054","3054","200610002","(X=6380.000000,Y=12860.000000,Z=662.000122)","90","91","-16","1818","700"
"3101","3101","200610003","(X=6000.000000,Y=-3300.000000,Z=-196.000000)","-110","-140","-16","1000","700"
"3102","3102","200610004","(X=-7400.000000,Y=-1620.000000,Z=930.000000)","0","0","-14","1222","0"
"4001","4001","104004010","(X=-1725.000854,Y=-5163.000000,Z=832.734253)","50","35","-13","700","0"
"4002","4002","104003010","(X=1156.999878,Y=291.321899,Z=222.482391)","150","147","-9","700","0"
"4005","4005","104004050","(X=-16250.025391,Y=-9098.025391,Z=951.173340)","45","47","-15","700","0"
"4006","4006","104004010","(X=-5551.634766,Y=-3503.554688,Z=199.166260)","-5","0","-16","700","0"
"4007","4007","104004040","(X=11173.365234,Y=-13156.505859,Z=1766.405640)","-175","174","-26","600","0"
"4008","4008","104004010","(X=-4251.769531,Y=4549.048340,Z=485.382782)","-35","-30","-10","700","0"
"4009","4009","103004010","(X=-522.173096,Y=-5705.449219,Z=1943.244873)","100","125","-15","700","0"
"4010","4010","104004050","(X=5223.893555,Y=12758.893555,Z=359.399353)","-130","-133","-12","700","0"
"4011","4011","104004060","(X=-8823.897461,Y=11621.994141,Z=503.254822)","-40","-37","-8","700","0"
"4012","4012","104004050","(X=4510.893555,Y=-9174.893555,Z=454.232605)","130","135","-9","1000","0"
"4013","4013","104004040","(X=7255.691406,Y=3061.383545,Z=2090.140381)","-160","-160","-7","700","0"
"4014","4014","104004050","(X=-12382.213867,Y=7697.954590,Z=347.394531)","-40","-34","-9","600","0"
"4015","4015","103003010","(X=-6383.529785,Y=-13900.245117,Z=339.240875)","0","0","0","600","0"
"4016","4016","104004040","(X=2507.350586,Y=11677.192383,Z=3828.140869)","-100","-102","-12","700","0"
"4017","4017","104004090","(X=432.681549,Y=11523.480469,Z=2773.369385)","-110","-105","-10","600","0"
"4018","4018","104004040","(X=-5048.125000,Y=-12287.248047,Z=871.162170)","75","64","-12","600","0"
"4019","4019","104004070","(X=-10653.469727,Y=-6957.931641,Z=990.219299)","-5","-5","-11","700","0"
"4020","4020","104004090","(X=12550.805664,Y=-7423.146484,Z=1073.850098)","155","150","-8","700","0"
"4021","4021","104004100","(X=-4279.250488,Y=6708.517578,Z=2406.276367)","-90","-94","-14","600","0"
"4022","4022","104004090","(X=762.842102,Y=-9729.242188,Z=730.459534)","100","101","-12","600","0"
"4025","4025","104004060","(X=-2304.949463,Y=-16875.302734,Z=-1032.314941)","70","63","-10","700","0"
"4026","4026","104004070","(X=7960.027344,Y=13982.574219,Z=1480.289185)","-95","-96","-15","700","0"
"4029","4029","104005010","(X=-4439.457031,Y=2545.918457,Z=-75.599838)","-50","-45","-13","700","0"
"4030","4030","104004100","(X=6987.527344,Y=-13513.038086,Z=837.653015)","95","103","-7","600","0"
"4035","4035","104004070","(X=7676.615234,Y=-13953.613281,Z=-114.169235)","90","85","-9","600","0"
"4036","4036","105001010","(X=12101.584961,Y=26.515347,Z=7040.458984)","250","-104","-15","600","0"
"4037","4037","105001020","(X=-9142.686523,Y=-6252.664551,Z=-663.985474)","-40","7","-7","700","0"
"4038","4038","104004050","(X=18762.980469,Y=4338.092773,Z=98.908737)","-179","174","-15","700","0"
"4039","4039","105001010","(X=-11332.375977,Y=3670.167969,Z=686.362793)","-70","-46","-9","700","0"
"4040","4040","105001020","(X=28548.798828,Y=-9229.202148,Z=553.586975)","150","-170","-10","700","0"
"4043","4043","101003030","(X=-33354.492188,Y=-10916.029297,Z=-19722.872864)","10","10","-3","800","0"
"4044","4044","105002010","(X=22247.677734,Y=12177.930664,Z=119.742950)","-146","-137","-1","500","0"
"4045","4045","105002020","(X=120.216980,Y=8156.220703,Z=11.531845)","-90","-90","-11","740","0"
"4046","4046","105002010","(X=-10276.199219,Y=-14594.716797,Z=1946.876465)","40","39","-3","700","0"
"4047","4047","105002050","(X=16759.996094,Y=16300.104492,Z=92.067116)","140","-170","-7","700","0"
"4048","4048","105002020","(X=-31152.150391,Y=-17860.734375,Z=391.773438)","31","31","-7","700","0"
"4049","4049","105002060","(X=-7921.548828,Y=15903.712891,Z=-2315.035889)","-100","-100","-6","700","0"
"4050","4050","105002050","(X=-16310.380859,Y=-15810.836914,Z=3272.733643)","40","40","-13","700","0"
"4051","4051","105002070","(X=-13359.721680,Y=25996.560547,Z=4563.894531)","-180","-170","-2","900","0"
"4052","4052","105002060","(X=-18117.988281,Y=-18001.945313,Z=-882.847412)","80","80","0","700","0"
"4053","4053","105002070","(X=-15944.997070,Y=-9960.006836,Z=5987.006348)","95","90","-15","700","0"
"4054","4054","105002050","(X=19067.250000,Y=-16180.335938,Z=4777.205566)","144","145","-32","700","0"
"6001","6001","106001010","(X=-18128.974609,Y=9469.916992,Z=-1537.335205)","-38","-38","-7","600","0"
"6002","6002","105002020","(X=31006.001953,Y=-17982.431641,Z=1531.016968)","147","147","-14","700","0"
"6003","6003","106001030","(X=1796.911133,Y=7105.375488,Z=-1431.708862)","31","-135","-7","600","0"
"6004","6004","106001010","(X=-20834.843750,Y=-14005.082031,Z=-1292.666626)","31","31","-7","700","0"
"6005","6005","106001020","(X=-10247.731445,Y=-1703.814697,Z=498.964355)","-30","-35","-4","700","0"
"6006","6006","106001010","(X=21296.392578,Y=10175.078125,Z=2447.874512)","-140","-152","-7","700","0"
"6007","6007","106002010","(X=-523.030151,Y=13587.032227,Z=7147.923340)","-83","-83","-7","600","0"
"6012","6012","106001010","(X=16787.679688,Y=-14475.826172,Z=2469.317383)","100","100","-17","600","0"
"6013","6013","106002020","(X=-16080.000000,Y=-1395.000000,Z=97.000000)","-2","-2","-7","600","0"
"6014","6014","106002010","(X=10905.000000,Y=-10695.000000,Z=11295.000000)","-178","-178","-14","600","0"
"6015","6015","106002030","(X=-12869.729492,Y=12674.773438,Z=4930.886719)","-100","-100","-8","500","0"
"6016","6016","106002020","(X=15817.783203,Y=-11325.633789,Z=1975.322388)","102","102","-11","600","0"
"6017","6017","106002040","(X=-445.000000,Y=-8790.000000,Z=4105.000000)","0","80","0","700","0"
"6018","6018","106002030","(X=625.000000,Y=-15555.000000,Z=3075.000000)","90","90","0","600","0"
"7001","7001","107001020","(X=-20883.648438,Y=-21088.099609,Z=990.604309)","0","-4","-14","700","0"
"7002","7002","101003030","(X=15714.586914,Y=-14422.537109,Z=-20093.888672)","161","165","-6","700","0"
"7003","7003","107001010","(X=-30814.449219,Y=35368.914063,Z=-581.496582)","-150","-141","-1","400","0"
"7004","7004","107001020","(X=11964.406250,Y=-16390.761719,Z=1748.065552)","140","131","-15","577","0"
"7005","7005","107002010","(X=-14970.675781,Y=308.105164,Z=788.243713)","0","-4","-10","471","0"
"7006","7006","107001010","(X=20251.203125,Y=14320.447266,Z=-1259.799316)","40","140","-1","400","0"
"7007","7007","107002020","(X=11052.128906,Y=11751.386719,Z=3113.305908)","-130","-114","-19","482","0"
"7008","7008","107002010","(X=15188.741211,Y=13383.716797,Z=-119.153687)","-165","177","-19","400","0"
"7009","7009","107003010","(X=-7125.258789,Y=32382.183594,Z=1989.913574)","-60","-80","-7","400","0"
"7010","7010","107001010","(X=-40973.753906,Y=-55152.109375,Z=88.745117)","40","41","-5","400","0"
"7011","7011","107003020","(X=-11055.180664,Y=24313.314453,Z=-184.943329)","30","46","3","452","0"
