"Name","ItemId","Attribute1Type","Attribute1Value","Attribute2Type","Attribute2Value","Attribute3Type","Attribute3Value","Attribute4Type","Attribute4Value","Attribute5Type","Attribute5Value","Attribute6Type","Attribute6Value","PassiveId01","RandomOptionCountMax","RandomOptionGroupId","RandomSpecialOptionCountMax","SpecialRandomOptionGroupId","RefineGroup"
"200101038","200101038","20","0","28","0","44","0","0","0","0","0","0","0","0","2","1001","0","0","0"
"200101039","200101039","20","0","28","0","44","0","0","0","0","0","0","0","0","2","1001","0","0","0"
"200101040","200101040","20","0","28","0","44","0","0","0","0","0","0","0","0","2","1001","0","0","0"
"301101000","301101000","24","12","26","12","42","10","32","10","0","0","0","0","0","0","0","0","0","0"
"301101001","301101001","24","12","26","12","42","10","32","10","0","0","0","0","0","0","0","0","0","0"
"301101002","301101002","24","25","26","25","42","20","32","20","0","0","0","0","0","2","1001","0","0","0"
"301101003","301101003","24","25","26","25","42","20","33","20","0","0","0","0","0","2","1001","0","0","0"
"301101004","301101004","24","34","26","34","42","32","32","35","0","0","0","0","0","2","1002","0","0","0"
"301101005","301101005","24","34","26","34","42","32","33","35","0","0","0","0","0","2","1002","0","0","0"
"301101006","301101006","24","43","26","43","42","44","32","50","0","0","0","0","0","2","1003","0","0","0"
"301101007","301101007","24","43","26","43","42","44","33","50","0","0","0","0","0","2","1003","0","0","0"
"301101008","301101008","24","52","26","52","42","56","32","65","0","0","0","0","0","2","1004","0","0","0"
"301101009","301101009","24","52","26","52","42","56","33","65","0","0","0","0","0","2","1004","0","0","0"
"301101010","301101010","24","82","26","82","42","96","32","115","0","0","0","0","0","3","1005","0","0","0"
"301101011","301101011","24","82","26","82","42","96","33","115","0","0","0","0","0","3","1005","0","0","0"
"301101012","301101012","24","100","26","100","42","120","32","145","0","0","0","0","0","3","1006","0","0","0"
"301101013","301101013","24","100","26","100","42","120","33","145","0","0","0","0","0","3","1006","0","0","0"
"301101014","301101014","24","118","26","118","42","144","32","175","0","0","0","0","0","3","1007","0","0","0"
"301101015","301101015","24","118","26","118","42","144","33","175","0","0","0","0","0","3","1007","0","0","0"
"301101016","301101016","24","136","26","136","42","168","32","205","0","0","0","0","0","3","1008","0","0","0"
"301101017","301101017","24","136","26","136","42","168","33","205","0","0","0","0","0","3","1008","0","0","0"
"301101018","301101018","24","223","26","223","42","284","32","350","0","0","0","0","0","4","1009","1","11009","0"
"301101019","301101019","24","223","26","223","42","284","33","350","0","0","0","0","0","4","1009","1","11009","0"
"301101020","301101020","24","244","26","244","42","312","32","385","0","0","0","0","0","4","1010","1","11010","0"
"301101021","301101021","24","244","26","244","42","312","33","385","0","0","0","0","0","4","1010","1","11010","0"
"301101022","301101022","24","265","26","265","42","340","32","420","0","0","0","0","0","4","1011","1","11011","0"
"301101023","301101023","24","265","26","265","42","340","33","420","0","0","0","0","0","4","1011","1","11011","0"
"301101024","301101024","24","286","26","286","42","368","32","455","0","0","0","0","0","4","1012","1","11012","0"
"301101025","301101025","24","286","26","286","42","368","33","455","0","0","0","0","0","4","1012","1","11012","0"
"301101026","301101026","24","361","26","361","42","468","32","580","33","580","0","0","0","4","1013","1","11013","0"
"301101027","301101027","24","385","26","385","42","500","32","620","33","620","0","0","0","5","1014","1","11014","0"
"301101028","301101028","24","409","26","409","42","532","32","660","33","660","0","0","0","6","1015","1","11015","0"
"301101029","301101029","24","433","26","433","42","564","32","700","33","700","0","0","0","8","1016","1","11016","103010"
"301101030","301101030","24","0","26","0","42","0","32","0","0","0","0","0","0","2","1001","0","0","0"
"301101031","301101031","24","0","26","0","42","0","32","0","0","0","0","0","0","2","1001","0","0","0"
"301101032","301101032","24","0","26","0","42","0","32","0","0","0","0","0","0","2","1001","0","0","0"
"301101033","301101033","24","0","26","0","42","0","32","0","0","0","0","0","0","2","1001","0","0","0"
"301101034","301101034","24","0","26","0","42","0","32","0","0","0","0","0","0","2","1001","0","0","0"
"301101035","301101035","24","0","26","0","42","0","32","0","0","0","0","0","0","2","1001","0","0","0"
"301101036","301101036","24","0","26","0","42","0","32","0","0","0","0","0","0","2","1001","0","0","0"
"301101037","301101037","24","0","26","0","42","0","32","0","0","0","0","0","0","2","1001","0","0","0"
"301101038","301101038","24","0","26","0","42","0","32","0","0","0","0","0","0","2","1001","0","0","0"
"301101039","301101039","24","0","26","0","42","0","32","0","0","0","0","0","0","2","1001","0","0","0"
"301101040","301101040","24","0","26","0","42","0","32","0","0","0","0","0","0","2","1001","0","0","0"
"302101000","302101000","1","500","24","6","38","5","29","5","0","0","0","0","0","0","0","0","0","0"
"302101001","302101001","1","500","24","6","38","5","29","5","0","0","0","0","0","0","0","0","0","0"
"302101002","302101002","1","1000","24","13","38","10","29","10","0","0","0","0","0","2","1001","0","0","0"
"302101003","302101003","1","1000","24","13","39","10","29","10","0","0","0","0","0","2","1001","0","0","0"
"302101004","302101004","1","1195","24","17","38","13","29","14","0","0","0","0","0","2","1002","0","0","0"
"302101005","302101005","1","1195","24","17","39","13","29","14","0","0","0","0","0","2","1002","0","0","0"
"302101006","302101006","1","1390","24","22","38","16","29","18","0","0","0","0","0","2","1003","0","0","0"
"302101007","302101007","1","1390","24","22","39","16","29","18","0","0","0","0","0","2","1003","0","0","0"
"302101008","302101008","1","1585","24","26","38","19","29","22","0","0","0","0","0","2","1004","0","0","0"
"302101009","302101009","1","1585","24","26","39","19","29","22","0","0","0","0","0","2","1004","0","0","0"
"302101010","302101010","1","2235","24","41","38","29","29","36","0","0","0","0","0","3","1005","0","0","0"
"302101011","302101011","1","2235","24","41","39","29","29","36","0","0","0","0","0","3","1005","0","0","0"
"302101012","302101012","1","2625","24","50","38","35","29","44","0","0","0","0","0","3","1006","0","0","0"
"302101013","302101013","1","2625","24","50","39","35","29","44","0","0","0","0","0","3","1006","0","0","0"
"302101014","302101014","1","3015","24","59","38","41","29","52","0","0","0","0","0","3","1007","0","0","0"
"302101015","302101015","1","3015","24","59","39","41","29","52","0","0","0","0","0","3","1007","0","0","0"
"302101016","302101016","1","3405","24","68","38","47","29","60","0","0","0","0","0","3","1008","0","0","0"
"302101017","302101017","1","3405","24","68","39","47","29","60","0","0","0","0","0","3","1008","0","0","0"
"302101018","302101018","1","5290","24","112","38","76","29","99","0","0","0","0","0","4","1009","1","11009","0"
"302101019","302101019","1","5290","24","112","39","76","29","99","0","0","0","0","0","4","1009","1","11009","0"
"302101020","302101020","1","5745","24","122","38","83","29","108","0","0","0","0","0","4","1010","1","11010","0"
"302101021","302101021","1","5745","24","122","39","83","29","108","0","0","0","0","0","4","1010","1","11010","0"
"302101022","302101022","1","6200","24","133","38","90","29","117","0","0","0","0","0","4","1011","1","11011","0"
"302101023","302101023","1","6200","24","133","39","90","29","117","0","0","0","0","0","4","1011","1","11011","0"
"302101024","302101024","1","6655","24","143","38","97","29","126","0","0","0","0","0","4","1012","1","11012","0"
"302101025","302101025","1","6655","24","143","39","97","29","126","0","0","0","0","0","4","1012","1","11012","0"
"302101026","302101026","1","8280","24","181","38","122","29","159","39","122","0","0","0","4","1013","1","11013","0"
"302101027","302101027","1","8800","24","193","38","130","29","170","39","130","0","0","0","5","1014","1","11014","0"
"302101028","302101028","1","9320","24","205","38","138","29","180","39","138","0","0","0","6","1015","1","11015","0"
"302101029","302101029","1","9840","24","217","38","146","29","191","39","146","0","0","0","8","1016","1","11016","103020"
"302101030","302101030","1","0","24","0","38","0","29","0","0","0","0","0","0","2","1001","0","0","0"
"302101031","302101031","1","0","24","0","38","0","29","0","0","0","0","0","0","2","1001","0","0","0"
"302101032","302101032","1","0","24","0","38","0","29","0","0","0","0","0","0","2","1001","0","0","0"
"302101033","302101033","1","0","24","0","38","0","29","0","0","0","0","0","0","2","1001","0","0","0"
"302101034","302101034","1","0","24","0","38","0","29","0","0","0","0","0","0","2","1001","0","0","0"
"302101035","302101035","1","0","24","0","38","0","29","0","0","0","0","0","0","2","1001","0","0","0"
"302101036","302101036","1","0","24","0","38","0","29","0","0","0","0","0","0","2","1001","0","0","0"
"302101037","302101037","1","0","24","0","38","0","29","0","0","0","0","0","0","2","1001","0","0","0"
"302101038","302101038","1","0","24","0","38","0","29","0","0","0","0","0","0","2","1001","0","0","0"
"302101039","302101039","1","0","24","0","38","0","29","0","0","0","0","0","0","2","1001","0","0","0"
"302101040","302101040","1","0","24","0","38","0","29","0","0","0","0","0","0","2","1001","0","0","0"
"303101000","303101000","1","250","28","5","40","10","38","5","0","0","0","0","0","0","0","0","0","0"
"303101001","303101001","1","250","28","5","40","10","38","5","0","0","0","0","0","0","0","0","0","0"
"303101002","303101002","1","500","28","10","40","20","38","10","0","0","0","0","0","2","1001","0","0","0"
"303101003","303101003","1","500","28","10","40","20","39","10","0","0","0","0","0","2","1001","0","0","0"
"303101004","303101004","1","598","28","14","40","32","38","13","0","0","0","0","0","2","1002","0","0","0"
"303101005","303101005","1","598","28","14","40","32","39","13","0","0","0","0","0","2","1002","0","0","0"
"303101006","303101006","1","695","28","18","40","44","38","16","0","0","0","0","0","2","1003","0","0","0"
"303101007","303101007","1","695","28","18","40","44","39","16","0","0","0","0","0","2","1003","0","0","0"
"303101008","303101008","1","793","28","22","40","56","38","19","0","0","0","0","0","2","1004","0","0","0"
"303101009","303101009","1","793","28","22","40","56","39","19","0","0","0","0","0","2","1004","0","0","0"
"303101010","303101010","1","1118","28","36","40","96","38","29","0","0","0","0","0","3","1005","0","0","0"
"303101011","303101011","1","1118","28","36","40","96","39","29","0","0","0","0","0","3","1005","0","0","0"
"303101012","303101012","1","1313","28","44","40","120","38","35","0","0","0","0","0","3","1006","0","0","0"
"303101013","303101013","1","1313","28","44","40","120","39","35","0","0","0","0","0","3","1006","0","0","0"
"303101014","303101014","1","1508","28","52","40","144","38","41","0","0","0","0","0","3","1007","0","0","0"
"303101015","303101015","1","1508","28","52","40","144","39","41","0","0","0","0","0","3","1007","0","0","0"
"303101016","303101016","1","1703","28","60","40","168","38","47","0","0","0","0","0","3","1008","0","0","0"
"303101017","303101017","1","1703","28","60","40","168","39","47","0","0","0","0","0","3","1008","0","0","0"
"303101018","303101018","1","2645","28","99","40","284","38","76","0","0","0","0","0","4","1009","1","11009","0"
"303101019","303101019","1","2645","28","99","40","284","39","76","0","0","0","0","0","4","1009","1","11009","0"
"303101020","303101020","1","2873","28","108","40","312","38","83","0","0","0","0","0","4","1010","1","11010","0"
"303101021","303101021","1","2873","28","108","40","312","39","83","0","0","0","0","0","4","1010","1","11010","0"
"303101022","303101022","1","3100","28","117","40","340","38","90","0","0","0","0","0","4","1011","1","11011","0"
"303101023","303101023","1","3100","28","117","40","340","39","90","0","0","0","0","0","4","1011","1","11011","0"
"303101024","303101024","1","3328","28","126","40","368","38","97","0","0","0","0","0","4","1012","1","11012","0"
"303101025","303101025","1","3328","28","126","40","368","39","97","0","0","0","0","0","4","1012","1","11012","0"
"303101026","303101026","1","4140","28","159","40","468","38","122","39","122","0","0","0","4","1013","1","11013","0"
"303101027","303101027","1","4400","28","170","40","500","38","130","39","130","0","0","0","5","1014","1","11014","0"
"303101028","303101028","1","4660","28","180","40","532","38","138","39","138","0","0","0","6","1015","1","11015","0"
"303101029","303101029","1","4920","28","191","40","564","38","146","39","146","0","0","0","8","1016","1","11016","103030"
"303101030","303101030","1","0","28","0","40","0","38","0","0","0","0","0","0","2","1001","0","0","0"
"303101031","303101031","1","0","28","0","40","0","38","0","0","0","0","0","0","2","1001","0","0","0"
"303101032","303101032","1","0","28","0","40","0","38","0","0","0","0","0","0","2","1001","0","0","0"
"303101033","303101033","1","0","28","0","40","0","38","0","0","0","0","0","0","2","1001","0","0","0"
"303101034","303101034","1","0","28","0","40","0","38","0","0","0","0","0","0","2","1001","0","0","0"
"303101035","303101035","1","0","28","0","40","0","38","0","0","0","0","0","0","2","1001","0","0","0"
"303101036","303101036","1","0","28","0","40","0","38","0","0","0","0","0","0","2","1001","0","0","0"
"303101037","303101037","1","0","28","0","40","0","38","0","0","0","0","0","0","2","1001","0","0","0"
"303101038","303101038","1","0","28","0","40","0","38","0","0","0","0","0","0","2","1001","0","0","0"
"303101039","303101039","1","0","28","0","40","0","38","0","0","0","0","0","0","2","1001","0","0","0"
"303101040","303101040","1","0","28","0","40","0","38","0","0","0","0","0","0","2","1001","0","0","0"
"304101000","304101000","1","250","24","6","29","5","46","5","0","0","0","0","0","0","0","0","0","0"
"304101001","304101001","1","250","24","6","29","5","46","5","0","0","0","0","0","0","0","0","0","0"
"304101002","304101002","1","500","24","13","29","10","46","10","0","0","0","0","0","2","1001","0","0","0"
"304101003","304101003","1","500","24","13","29","10","47","10","0","0","0","0","0","2","1001","0","0","0"
"304101004","304101004","1","598","24","17","29","14","46","13","0","0","0","0","0","2","1002","0","0","0"
"304101005","304101005","1","598","24","17","29","14","47","13","0","0","0","0","0","2","1002","0","0","0"
"304101006","304101006","1","695","24","22","29","18","46","16","0","0","0","0","0","2","1003","0","0","0"
"304101007","304101007","1","695","24","22","29","18","47","16","0","0","0","0","0","2","1003","0","0","0"
"304101008","304101008","1","793","24","26","29","22","46","19","0","0","0","0","0","2","1004","0","0","0"
"304101009","304101009","1","793","24","26","29","22","47","19","0","0","0","0","0","2","1004","0","0","0"
"304101010","304101010","1","1118","24","41","29","36","46","29","0","0","0","0","0","3","1005","0","0","0"
"304101011","304101011","1","1118","24","41","29","36","47","29","0","0","0","0","0","3","1005","0","0","0"
"304101012","304101012","1","1313","24","50","29","44","46","33","0","0","0","0","0","3","1006","0","0","0"
"304101013","304101013","1","1313","24","50","29","44","47","33","0","0","0","0","0","3","1006","0","0","0"
"304101014","304101014","1","1508","24","59","29","52","46","37","0","0","0","0","0","3","1007","0","0","0"
"304101015","304101015","1","1508","24","59","29","52","47","37","0","0","0","0","0","3","1007","0","0","0"
"304101016","304101016","1","1703","24","68","29","60","46","41","0","0","0","0","0","3","1008","0","0","0"
"304101017","304101017","1","1703","24","68","29","60","47","41","0","0","0","0","0","3","1008","0","0","0"
"304101018","304101018","1","2645","24","112","29","99","46","76","0","0","0","0","0","4","1009","1","11009","0"
"304101019","304101019","1","2645","24","112","29","99","47","76","0","0","0","0","0","4","1009","1","11009","0"
"304101020","304101020","1","2873","24","122","29","108","46","80","0","0","0","0","0","4","1010","1","11010","0"
"304101021","304101021","1","2873","24","122","29","108","47","80","0","0","0","0","0","4","1010","1","11010","0"
"304101022","304101022","1","3100","24","133","29","117","46","84","0","0","0","0","0","4","1011","1","11011","0"
"304101023","304101023","1","3100","24","133","29","117","47","84","0","0","0","0","0","4","1011","1","11011","0"
"304101024","304101024","1","3328","24","143","29","126","46","88","0","0","0","0","0","4","1012","1","11012","0"
"304101025","304101025","1","3328","24","143","29","126","47","88","0","0","0","0","0","4","1012","1","11012","0"
"304101026","304101026","1","4140","24","181","29","159","46","108","47","108","0","0","0","4","1013","1","11013","0"
"304101027","304101027","1","4400","24","193","29","170","46","112","47","112","0","0","0","5","1014","1","11014","0"
"304101028","304101028","1","4660","24","205","29","180","46","116","47","116","0","0","0","6","1015","1","11015","0"
"304101029","304101029","1","4920","24","217","29","191","46","120","47","120","0","0","0","8","1016","1","11016","103040"
"304101030","304101030","1","0","24","0","29","0","46","0","0","0","0","0","0","2","1001","0","0","0"
"304101031","304101031","1","0","24","0","29","0","46","0","0","0","0","0","0","2","1001","0","0","0"
"304101032","304101032","1","0","24","0","29","0","46","0","0","0","0","0","0","2","1001","0","0","0"
"304101033","304101033","1","0","24","0","29","0","46","0","0","0","0","0","0","2","1001","0","0","0"
"304101034","304101034","1","0","24","0","29","0","46","0","0","0","0","0","0","2","1001","0","0","0"
"304101035","304101035","1","0","24","0","29","0","46","0","0","0","0","0","0","2","1001","0","0","0"
"304101036","304101036","1","0","24","0","29","0","46","0","0","0","0","0","0","2","1001","0","0","0"
"304101037","304101037","1","0","24","0","29","0","46","0","0","0","0","0","0","2","1001","0","0","0"
"304101038","304101038","1","0","24","0","29","0","46","0","0","0","0","0","0","2","1001","0","0","0"
"304101039","304101039","1","0","24","0","29","0","46","0","0","0","0","0","0","2","1001","0","0","0"
"304101040","304101040","1","0","24","0","29","0","46","0","0","0","0","0","0","2","1001","0","0","0"
"200102000","200102000","22","75","28","5","44","10","0","0","0","0","0","0","0","0","0","0","0","0"
"200102001","200102001","22","75","28","5","44","10","0","0","0","0","0","0","0","0","0","0","0","0"
"200102002","200102002","22","125","28","10","44","20","0","0","0","0","0","0","0","2","1001","0","0","0"
"200102003","200102003","22","125","28","10","45","20","0","0","0","0","0","0","0","2","1001","0","0","0"
"200102004","200102004","22","140","28","14","44","29","0","0","0","0","0","0","0","2","1002","0","0","0"
"200102005","200102005","22","140","28","14","45","29","0","0","0","0","0","0","0","2","1002","0","0","0"
"200102006","200102006","22","155","28","18","44","38","0","0","0","0","0","0","0","2","1003","0","0","0"
"200102007","200102007","22","155","28","18","45","38","0","0","0","0","0","0","0","2","1003","0","0","0"
"200102008","200102008","22","170","28","22","44","47","0","0","0","0","0","0","0","2","1004","0","0","0"
"200102009","200102009","22","170","28","22","45","47","0","0","0","0","0","0","0","2","1004","0","0","0"
"200102010","200102010","22","220","28","36","44","77","0","0","0","0","0","0","0","3","1005","0","0","0"
"200102011","200102011","22","220","28","36","45","77","0","0","0","0","0","0","0","3","1005","0","0","0"
"200102012","200102012","22","250","28","44","44","95","0","0","0","0","0","0","0","3","1006","0","0","0"
"200102013","200102013","22","250","28","44","45","95","0","0","0","0","0","0","0","3","1006","0","0","0"
"200102014","200102014","22","280","28","52","44","113","0","0","0","0","0","0","0","3","1007","0","0","0"
"200102015","200102015","22","280","28","52","45","113","0","0","0","0","0","0","0","3","1007","0","0","0"
"200102016","200102016","22","310","28","60","44","131","0","0","0","0","0","0","0","3","1008","0","0","0"
"200102017","200102017","22","310","28","60","45","131","0","0","0","0","0","0","0","3","1008","0","0","0"
"200102018","200102018","22","455","28","99","44","218","0","0","0","0","0","0","0","4","1009","1","11009","0"
"200102019","200102019","22","455","28","99","45","218","0","0","0","0","0","0","0","4","1009","1","11009","0"
"200102020","200102020","22","490","28","108","44","239","0","0","0","0","0","0","0","4","1010","1","11010","0"
"200102021","200102021","22","490","28","108","45","239","0","0","0","0","0","0","0","4","1010","1","11010","0"
"200102022","200102022","22","525","28","117","44","260","0","0","0","0","0","0","0","4","1011","1","11011","0"
"200102023","200102023","22","525","28","117","45","260","0","0","0","0","0","0","0","4","1011","1","11011","0"
"200102024","200102024","22","560","28","126","44","281","0","0","0","0","0","0","0","4","1012","1","11012","0"
"200102025","200102025","22","560","28","126","45","281","0","0","0","0","0","0","0","4","1012","1","11012","0"
"200102026","200102026","22","685","28","159","44","356","45","356","0","0","0","0","0","4","1013","1","11013","0"
"200102027","200102027","22","725","28","170","44","380","45","380","0","0","0","0","0","5","1014","1","11014","0"
"200102028","200102028","22","765","28","180","44","404","45","404","0","0","0","0","0","6","1015","1","11015","0"
"200102029","200102029","22","805","28","191","44","428","45","428","0","0","0","0","0","8","1016","1","11016","202020"
"200102030","200102030","22","0","28","0","44","0","0","0","0","0","0","0","0","2","1001","0","0","0"
"200102031","200102031","22","0","28","0","44","0","0","0","0","0","0","0","0","2","1001","0","0","0"
"200102032","200102032","22","0","28","0","44","0","0","0","0","0","0","0","0","2","1001","0","0","0"
"200102033","200102033","22","0","28","0","44","0","0","0","0","0","0","0","0","2","1001","0","0","0"
"200102034","200102034","22","0","28","0","44","0","0","0","0","0","0","0","0","2","1001","0","0","0"
"200102035","200102035","22","0","28","0","44","0","0","0","0","0","0","0","0","2","1001","0","0","0"
"200102036","200102036","22","0","28","0","44","0","0","0","0","0","0","0","0","2","1001","0","0","0"
"200102037","200102037","22","0","28","0","44","0","0","0","0","0","0","0","0","2","1001","0","0","0"
"200102038","200102038","22","0","28","0","44","0","0","0","0","0","0","0","0","2","1001","0","0","0"
"200102039","200102039","22","0","28","0","44","0","0","0","0","0","0","0","0","2","1001","0","0","0"
"200102040","200102040","22","0","28","0","44","0","0","0","0","0","0","0","0","2","1001","0","0","0"
"301102000","301102000","24","12","26","12","42","10","32","10","0","0","0","0","0","0","0","0","0","0"
"301102001","301102001","24","12","26","12","42","10","32","10","0","0","0","0","0","0","0","0","0","0"
"301102002","301102002","24","25","26","25","42","20","32","20","0","0","0","0","0","2","1001","0","0","0"
"301102003","301102003","24","25","26","25","42","20","33","20","0","0","0","0","0","2","1001","0","0","0"
"301102004","301102004","24","34","26","34","42","32","32","35","0","0","0","0","0","2","1002","0","0","0"
"301102005","301102005","24","34","26","34","42","32","33","35","0","0","0","0","0","2","1002","0","0","0"
"301102006","301102006","24","43","26","43","42","44","32","50","0","0","0","0","0","2","1003","0","0","0"
"301102007","301102007","24","43","26","43","42","44","33","50","0","0","0","0","0","2","1003","0","0","0"
"301102008","301102008","24","52","26","52","42","56","32","65","0","0","0","0","0","2","1004","0","0","0"
"301102009","301102009","24","52","26","52","42","56","33","65","0","0","0","0","0","2","1004","0","0","0"
"301102010","301102010","24","82","26","82","42","96","32","115","0","0","0","0","0","3","1005","0","0","0"
"301102011","301102011","24","82","26","82","42","96","33","115","0","0","0","0","0","3","1005","0","0","0"
"301102012","301102012","24","100","26","100","42","120","32","145","0","0","0","0","0","3","1006","0","0","0"
"301102013","301102013","24","100","26","100","42","120","33","145","0","0","0","0","0","3","1006","0","0","0"
"301102014","301102014","24","118","26","118","42","144","32","175","0","0","0","0","0","3","1007","0","0","0"
"301102015","301102015","24","118","26","118","42","144","33","175","0","0","0","0","0","3","1007","0","0","0"
"301102016","301102016","24","136","26","136","42","168","32","205","0","0","0","0","0","3","1008","0","0","0"
"301102017","301102017","24","136","26","136","42","168","33","205","0","0","0","0","0","3","1008","0","0","0"
"301102018","301102018","24","223","26","223","42","284","32","350","0","0","0","0","0","4","1009","1","11009","0"
"301102019","301102019","24","223","26","223","42","284","33","350","0","0","0","0","0","4","1009","1","11009","0"
"301102020","301102020","24","244","26","244","42","312","32","385","0","0","0","0","0","4","1010","1","11010","0"
"301102021","301102021","24","244","26","244","42","312","33","385","0","0","0","0","0","4","1010","1","11010","0"
"301102022","301102022","24","265","26","265","42","340","32","420","0","0","0","0","0","4","1011","1","11011","0"
"301102023","301102023","24","265","26","265","42","340","33","420","0","0","0","0","0","4","1011","1","11011","0"
"301102024","301102024","24","286","26","286","42","368","32","455","0","0","0","0","0","4","1012","1","11012","0"
"301102025","301102025","24","286","26","286","42","368","33","455","0","0","0","0","0","4","1012","1","11012","0"
"301102026","301102026","24","361","26","361","42","468","32","580","33","580","0","0","0","4","1013","1","11013","0"
"301102027","301102027","24","385","26","385","42","500","32","620","33","620","0","0","0","5","1014","1","11014","0"
"301102028","301102028","24","409","26","409","42","532","32","660","33","660","0","0","0","6","1015","1","11015","0"
"301102029","301102029","24","433","26","433","42","564","32","700","33","700","0","0","0","8","1016","1","11016","203010"
"301102030","301102030","24","0","26","0","42","0","32","0","0","0","0","0","0","2","1001","0","0","0"
"301102031","301102031","24","0","26","0","42","0","32","0","0","0","0","0","0","2","1001","0","0","0"
"301102032","301102032","24","0","26","0","42","0","32","0","0","0","0","0","0","2","1001","0","0","0"
"301102033","301102033","24","0","26","0","42","0","32","0","0","0","0","0","0","2","1001","0","0","0"
"301102034","301102034","24","0","26","0","42","0","32","0","0","0","0","0","0","2","1001","0","0","0"
"301102035","301102035","24","0","26","0","42","0","32","0","0","0","0","0","0","2","1001","0","0","0"
"301102036","301102036","24","0","26","0","42","0","32","0","0","0","0","0","0","2","1001","0","0","0"
"301102037","301102037","24","0","26","0","42","0","32","0","0","0","0","0","0","2","1001","0","0","0"
"301102038","301102038","24","0","26","0","42","0","32","0","0","0","0","0","0","2","1001","0","0","0"
"301102039","301102039","24","0","26","0","42","0","32","0","0","0","0","0","0","2","1001","0","0","0"
"301102040","301102040","24","0","26","0","42","0","32","0","0","0","0","0","0","2","1001","0","0","0"
