"Name","RandomGetId","OpenEffect","ItemId","MainType","RewardProbability","RewardType","RewardId","RewardValue","xdracoProbability"
"100028001","100028001","0","280","0","75000","1","(901200104,901200104,901200104,901200104,901200104,901200104)","1","0"
"100028002","100028002","0","280","0","20000","1","(901200204,901200204,901200204,901200204,901200204,901200204)","1","0"
"100028003","100028003","0","280","0","5000","1","(901200304,901200304,901200304,901200304,901200304,901200304)","1","0"
"29001","29001","0","29","0","41700","1","(902200202,902200202,902200202,902200202,902200202,902200202)","5","0"
"29002","29002","0","29","0","41700","1","(902200301,902200301,902200301,902200301,902200301,902200301)","5","0"
"29003","29003","0","29","0","8300","1","(902200203,902200203,902200203,902200203,902200203,902200203)","1","0"
"29004","29004","0","29","0","8300","1","(902200302,902200302,902200302,902200302,902200302,902200302)","1","0"
"100029001","100029001","0","290","0","41700","1","(902200202,902200202,902200202,902200202,902200202,902200202)","5","0"
"100029002","100029002","0","290","0","41700","1","(902200301,902200301,902200301,902200301,902200301,902200301)","5","0"
"100029003","100029003","0","290","0","8300","1","(902200203,902200203,902200203,902200203,902200203,902200203)","1","0"
"100029004","100029004","0","290","0","8300","1","(902200302,902200302,902200302,902200302,902200302,902200302)","1","0"
"30001","30001","0","30","0","75000","1","(902200203,902200203,902200203,902200203,902200203,902200203)","1","0"
"30002","30002","0","30","0","25000","1","(902200302,902200302,902200302,902200302,902200302,902200302)","1","0"
"100030001","100030001","0","300","0","75000","1","(902200203,902200203,902200203,902200203,902200203,902200203)","1","0"
"100030002","100030002","0","300","0","25000","1","(902200302,902200302,902200302,902200302,902200302,902200302)","1","0"
"31001","31001","0","31","0","75000","1","(902200204,902200204,902200204,902200204,902200204,902200204)","1","0"
"31002","31002","0","31","0","25000","1","(902200303,902200303,902200303,902200303,902200303,902200303)","1","0"
"100031001","100031001","0","310","0","75000","1","(902200204,902200204,902200204,902200204,902200204,902200204)","1","0"
"100031002","100031002","0","310","0","25000","1","(902200303,902200303,902200303,902200303,902200303,902200303)","1","0"
"80120201","80120201","0","60208101","0","30000","1","(801200002,801200002,801200002,801200002,801200002,801200002)","1","0"
"80120202","80120202","0","60208101","0","30000","1","(802200002,802200002,802200002,802200002,802200002,802200002)","1","0"
"80120203","80120203","0","60208101","0","30000","1","(803200002,803200002,803200002,803200002,803200002,803200002)","1","0"
"80120204","80120204","0","60208101","0","5000","1","(804200002,804200002,804200002,804200002,804200002,804200002)","1","0"
"80120205","80120205","0","60208101","0","4000","1","(805200002,805200002,805200002,805200002,805200002,805200002)","1","0"
"80120206","80120206","0","60208101","0","1000","1","(806200002,806200002,806200002,806200002,806200002,806200002)","1","0"
"180120201","180120201","0","602081010","0","30000","1","(801200002,801200002,801200002,801200002,801200002,801200002)","1","0"
"180120202","180120202","0","602081010","0","30000","1","(802200002,802200002,802200002,802200002,802200002,802200002)","1","0"
"180120203","180120203","0","602081010","0","30000","1","(803200002,803200002,803200002,803200002,803200002,803200002)","1","0"
"180120204","180120204","0","602081010","0","5000","1","(804200002,804200002,804200002,804200002,804200002,804200002)","1","0"
"180120205","180120205","0","602081010","0","4000","1","(805200002,805200002,805200002,805200002,805200002,805200002)","1","0"
"180120206","180120206","0","602081010","0","1000","1","(806200002,806200002,806200002,806200002,806200002,806200002)","1","0"
"80130101","80130101","0","60260104","16","30000","1","(801200003,801200003,801200003,801200003,801200003,801200003)","1","0"
"80130102","80130102","0","60260104","16","30000","1","(802200003,802200003,802200003,802200003,802200003,802200003)","1","0"
"80130103","80130103","0","60260104","16","30000","1","(803200003,803200003,803200003,803200003,803200003,803200003)","1","0"
"80130104","80130104","0","60260104","16","5000","1","(804200003,804200003,804200003,804200003,804200003,804200003)","1","0"
"80130105","80130105","0","60260104","16","4000","1","(805200003,805200003,805200003,805200003,805200003,805200003)","1","0"
"80130106","80130106","0","60260104","16","1000","1","(806200003,806200003,806200003,806200003,806200003,806200003)","1","0"
"80130109","80130109","0","60260104","16","240","1","(1702200023,1702200023,1702200023,1702200023,1702200023,1702200023)","1","0"
"80130110","80130110","0","60260104","16","238","1","(1702200024,1702200024,1702200024,1702200024,1702200024,1702200024)","1","0"
"80130111","80130111","0","60260104","16","238","1","(1702200025,1702200025,1702200025,1702200025,1702200025,1702200025)","1","0"
"80130112","80130112","0","60260104","16","238","1","(1702200026,1702200026,1702200026,1702200026,1702200026,1702200026)","1","0"
"80130113","80130113","0","60260104","16","238","1","(1702200027,1702200027,1702200027,1702200027,1702200027,1702200027)","1","0"
"80130114","80130114","0","60260104","16","238","1","(1702200028,1702200028,1702200028,1702200028,1702200028,1702200028)","1","0"
"80130115","80130115","0","60260104","16","238","1","(1702200029,1702200029,1702200029,1702200029,1702200029,1702200029)","1","0"
"80130116","80130116","0","60260104","16","238","1","(1702200030,1702200030,1702200030,1702200030,1702200030,1702200030)","1","0"
"80130117","80130117","0","60260104","16","238","1","(1702200031,1702200031,1702200031,1702200031,1702200031,1702200031)","1","0"
"80130118","80130118","0","60260104","16","238","1","(1702200032,1702200032,1702200032,1702200032,1702200032,1702200032)","1","0"
"80130119","80130119","0","60260104","16","238","1","(1702200033,1702200033,1702200033,1702200033,1702200033,1702200033)","1","0"
"80130120","80130120","0","60260104","16","238","1","(1702200034,1702200034,1702200034,1702200034,1702200034,1702200034)","1","0"
"80130121","80130121","0","60260104","16","238","1","(1702200035,1702200035,1702200035,1702200035,1702200035,1702200035)","1","0"
"80130122","80130122","0","60260104","16","238","1","(1702200036,1702200036,1702200036,1702200036,1702200036,1702200036)","1","0"
"80130123","80130123","0","60260104","16","238","1","(1702200037,1702200037,1702200037,1702200037,1702200037,1702200037)","1","0"
"80130124","80130124","0","60260104","16","238","1","(1702200038,1702200038,1702200038,1702200038,1702200038,1702200038)","1","0"
"80130125","80130125","0","60260104","16","238","1","(1702200039,1702200039,1702200039,1702200039,1702200039,1702200039)","1","0"
"80130126","80130126","0","60260104","16","238","1","(1702200040,1702200040,1702200040,1702200040,1702200040,1702200040)","1","0"
"80130127","80130127","0","60260104","16","238","1","(1702200041,1702200041,1702200041,1702200041,1702200041,1702200041)","1","0"
"80130128","80130128","0","60260104","16","238","1","(1702200042,1702200042,1702200042,1702200042,1702200042,1702200042)","1","0"
"80130129","80130129","0","60260104","16","238","1","(1702200043,1702200043,1702200043,1702200043,1702200043,1702200043)","1","0"
"180130101","180130101","0","602601040","16","30000","1","(801200003,801200003,801200003,801200003,801200003,801200003)","1","0"
"180130102","180130102","0","602601040","16","30000","1","(802200003,802200003,802200003,802200003,802200003,802200003)","1","0"
"180130103","180130103","0","602601040","16","30000","1","(803200003,803200003,803200003,803200003,803200003,803200003)","1","0"
"180130104","180130104","0","602601040","16","5000","1","(804200003,804200003,804200003,804200003,804200003,804200003)","1","0"
"180130105","180130105","0","602601040","16","4000","1","(805200003,805200003,805200003,805200003,805200003,805200003)","1","0"
"180130106","180130106","0","602601040","16","1000","1","(806200003,806200003,806200003,806200003,806200003,806200003)","1","0"
"180130109","180130109","0","602601040","16","240","1","(1702200023,1702200023,1702200023,1702200023,1702200023,1702200023)","1","0"
"180130110","180130110","0","602601040","16","238","1","(1702200024,1702200024,1702200024,1702200024,1702200024,1702200024)","1","0"
"180130111","180130111","0","602601040","16","238","1","(1702200025,1702200025,1702200025,1702200025,1702200025,1702200025)","1","0"
"180130112","180130112","0","602601040","16","238","1","(1702200026,1702200026,1702200026,1702200026,1702200026,1702200026)","1","0"
"180130113","180130113","0","602601040","16","238","1","(1702200027,1702200027,1702200027,1702200027,1702200027,1702200027)","1","0"
"180130114","180130114","0","602601040","16","238","1","(1702200028,1702200028,1702200028,1702200028,1702200028,1702200028)","1","0"
"180130115","180130115","0","602601040","16","238","1","(1702200029,1702200029,1702200029,1702200029,1702200029,1702200029)","1","0"
"180130116","180130116","0","602601040","16","238","1","(1702200030,1702200030,1702200030,1702200030,1702200030,1702200030)","1","0"
"180130117","180130117","0","602601040","16","238","1","(1702200031,1702200031,1702200031,1702200031,1702200031,1702200031)","1","0"
"180130118","180130118","0","602601040","16","238","1","(1702200032,1702200032,1702200032,1702200032,1702200032,1702200032)","1","0"
"180130119","180130119","0","602601040","16","238","1","(1702200033,1702200033,1702200033,1702200033,1702200033,1702200033)","1","0"
"180130120","180130120","0","602601040","16","238","1","(1702200034,1702200034,1702200034,1702200034,1702200034,1702200034)","1","0"
"180130121","180130121","0","602601040","16","238","1","(1702200035,1702200035,1702200035,1702200035,1702200035,1702200035)","1","0"
"180130122","180130122","0","602601040","16","238","1","(1702200036,1702200036,1702200036,1702200036,1702200036,1702200036)","1","0"
"180130123","180130123","0","602601040","16","238","1","(1702200037,1702200037,1702200037,1702200037,1702200037,1702200037)","1","0"
"180130124","180130124","0","602601040","16","238","1","(1702200038,1702200038,1702200038,1702200038,1702200038,1702200038)","1","0"
"180130125","180130125","0","602601040","16","238","1","(1702200039,1702200039,1702200039,1702200039,1702200039,1702200039)","1","0"
"180130126","180130126","0","602601040","16","238","1","(1702200040,1702200040,1702200040,1702200040,1702200040,1702200040)","1","0"
"180130127","180130127","0","602601040","16","238","1","(1702200041,1702200041,1702200041,1702200041,1702200041,1702200041)","1","0"
"180130128","180130128","0","602601040","16","238","1","(1702200042,1702200042,1702200042,1702200042,1702200042,1702200042)","1","0"
"180130129","180130129","0","602601040","16","238","1","(1702200043,1702200043,1702200043,1702200043,1702200043,1702200043)","1","0"
"90122001","90122001","0","60209104","0","22500","1","(904200002,904200002,904200002,904200002,904200002,904200002)","3","0"
"90122002","90122002","0","60209104","0","2000","1","(904200002,904200002,904200002,904200002,904200002,904200002)","5","0"
"90122003","90122003","0","60209104","0","500","1","(904200002,904200002,904200002,904200002,904200002,904200002)","7","0"
"90122004","90122004","0","60209104","0","23500","1","(902200204,902200204,902200204,902200204,902200204,902200204)","20","0"
"90122005","90122005","0","60209104","0","22500","1","(901200603,901200603,901200603,901200603,901200603,901200603)","10","0"
"90122006","90122006","0","60209104","0","21500","1","(901200902,901200902,901200902,901200902,901200902,901200902)","5","0"
"90122009","90122009","0","60209104","0","2000","1","(902200204,902200204,902200204,902200204,902200204,902200204)","25","0"
"90122010","90122010","0","60209104","0","2000","1","(901200603,901200603,901200603,901200603,901200603,901200603)","15","0"
"90122011","90122011","0","60209104","0","2000","1","(901200902,901200902,901200902,901200902,901200902,901200902)","7","0"
"90122014","90122014","0","60209104","0","500","1","(902200204,902200204,902200204,902200204,902200204,902200204)","30","0"
"90122015","90122015","0","60209104","0","500","1","(901200603,901200603,901200603,901200603,901200603,901200603)","20","0"
"90122016","90122016","0","60209104","0","500","1","(901200902,901200902,901200902,901200902,901200902,901200902)","10","0"
"190122001","190122001","0","602091040","0","22500","1","(904200002,904200002,904200002,904200002,904200002,904200002)","3","0"
"190122002","190122002","0","602091040","0","2000","1","(904200002,904200002,904200002,904200002,904200002,904200002)","5","0"
"190122003","190122003","0","602091040","0","500","1","(904200002,904200002,904200002,904200002,904200002,904200002)","7","0"
"190122004","190122004","0","602091040","0","23500","1","(902200204,902200204,902200204,902200204,902200204,902200204)","20","0"
"190122005","190122005","0","602091040","0","22500","1","(901200603,901200603,901200603,901200603,901200603,901200603)","10","0"
"190122006","190122006","0","602091040","0","21500","1","(901200902,901200902,901200902,901200902,901200902,901200902)","5","0"
"190122009","190122009","0","602091040","0","2000","1","(902200204,902200204,902200204,902200204,902200204,902200204)","25","0"
"190122010","190122010","0","602091040","0","2000","1","(901200603,901200603,901200603,901200603,901200603,901200603)","15","0"
"190122011","190122011","0","602091040","0","2000","1","(901200902,901200902,901200902,901200902,901200902,901200902)","7","0"
"190122014","190122014","0","602091040","0","500","1","(902200204,902200204,902200204,902200204,902200204,902200204)","30","0"
"190122015","190122015","0","602091040","0","500","1","(901200603,901200603,901200603,901200603,901200603,901200603)","20","0"
"190122016","190122016","0","602091040","0","500","1","(901200902,901200902,901200902,901200902,901200902,901200902)","10","0"
"90140101","90140101","0","60260102","0","12500","1","(903200003,903200003,903200003,903200003,903200003,903200003)","1","0"
"90140102","90140102","0","60260102","0","50000","1","(904200003,904200003,904200003,904200003,904200003,904200003)","1","0"
"90140103","90140103","0","60260102","0","37500","1","(905200003,905200003,905200003,905200003,905200003,905200003)","1","0"
"190140101","190140101","0","602601020","0","12500","1","(903200003,903200003,903200003,903200003,903200003,903200003)","1","0"
"190140102","190140102","0","602601020","0","50000","1","(904200003,904200003,904200003,904200003,904200003,904200003)","1","0"
"190140103","190140103","0","602601020","0","37500","1","(905200003,905200003,905200003,905200003,905200003,905200003)","1","0"
"290140101","290140101","0","60260102","0","12500","1","(903200003,903200003,903200003,903200003,903200003,903200003)","1","0"
"290140102","290140102","0","60260102","0","50000","1","(904200003,904200003,904200003,904200003,904200003,904200003)","1","0"
"290140103","290140103","0","60260102","0","37500","1","(905200003,905200003,905200003,905200003,905200003,905200003)","1","0"
"170120001","170120001","0","60217001","0","17000","1","(1701200001,1701200001,1701200001,1701200001,1701200001,1701200001)","1","0"
"170120002","170120002","0","60217001","0","17000","1","(1701200002,1701200002,1701200002,1701200002,1701200002,1701200002)","1","0"
"170120003","170120003","0","60217001","0","17000","1","(1701200003,1701200003,1701200003,1701200003,1701200003,1701200003)","1","0"
"170120004","170120004","0","60217001","0","17000","1","(1701200005,1701200005,1701200005,1701200005,1701200005,1701200005)","1","0"
"170120005","170120005","0","60217001","0","16000","1","(1701200006,1701200006,1701200006,1701200006,1701200006,1701200006)","1","0"
"170120006","170120006","0","60217001","0","16000","1","(1701200008,1701200008,1701200008,1701200008,1701200008,1701200008)","1","0"
"170120101","170120101","0","60217001","0","17000","1","(1701200003,1701200003,1701200003,1701200003,1701200003,1701200003)","1","0"
"170120102","170120102","0","60217001","0","17000","1","(1701200005,1701200005,1701200005,1701200005,1701200005,1701200005)","1","0"
"170120103","170120103","0","60217001","0","17000","1","(1701200014,1701200014,1701200014,1701200014,1701200014,1701200014)","1","0"
"170120104","170120104","0","60217001","0","17000","1","(1701200015,1701200015,1701200015,1701200015,1701200015,1701200015)","1","0"
"170120105","170120105","0","60217001","0","16000","1","(1701200020,1701200020,1701200020,1701200020,1701200020,1701200020)","1","0"
"170120106","170120106","0","60217001","0","16000","1","(1701200023,1701200023,1701200023,1701200023,1701200023,1701200023)","1","0"
"270120001","270120001","0","602170010","0","17000","1","(1701200003,1701200003,1701200003,1701200003,1701200003,1701200003)","1","0"
"270120002","270120002","0","602170010","0","17000","1","(1701200005,1701200005,1701200005,1701200005,1701200005,1701200005)","1","0"
"270120003","270120003","0","602170010","0","17000","1","(1701200014,1701200014,1701200014,1701200014,1701200014,1701200014)","1","0"
"270120004","270120004","0","602170010","0","17000","1","(1701200015,1701200015,1701200015,1701200015,1701200015,1701200015)","1","0"
"270120005","270120005","0","602170010","0","16000","1","(1701200020,1701200020,1701200020,1701200020,1701200020,1701200020)","1","0"
"270120006","270120006","0","602170010","0","16000","1","(1701200023,1701200023,1701200023,1701200023,1701200023,1701200023)","1","0"
"270120101","270120101","0","60218001","0","17000","1","(1701200003,1701200003,1701200003,1701200003,1701200003,1701200003)","1","0"
"270120102","270120102","0","60218001","0","17000","1","(1701200005,1701200005,1701200005,1701200005,1701200005,1701200005)","1","0"
"270120103","270120103","0","60218001","0","17000","1","(1701200014,1701200014,1701200014,1701200014,1701200014,1701200014)","1","0"
"270120104","270120104","0","60218001","0","17000","1","(1701200015,1701200015,1701200015,1701200015,1701200015,1701200015)","1","0"
"270120105","270120105","0","60218001","0","16000","1","(1701200020,1701200020,1701200020,1701200020,1701200020,1701200020)","1","0"
"270120106","270120106","0","60218001","0","16000","1","(1701200023,1701200023,1701200023,1701200023,1701200023,1701200023)","1","0"
"370120001","370120001","0","602180010","0","17000","1","(1701200003,1701200003,1701200003,1701200003,1701200003,1701200003)","1","0"
"370120002","370120002","0","602180010","0","17000","1","(1701200005,1701200005,1701200005,1701200005,1701200005,1701200005)","1","0"
"370120003","370120003","0","602180010","0","17000","1","(1701200014,1701200014,1701200014,1701200014,1701200014,1701200014)","1","0"
"370120004","370120004","0","602180010","0","17000","1","(1701200015,1701200015,1701200015,1701200015,1701200015,1701200015)","1","0"
"370120005","370120005","0","602180010","0","16000","1","(1701200020,1701200020,1701200020,1701200020,1701200020,1701200020)","1","0"
"370120006","370120006","0","602180010","0","16000","1","(1701200023,1701200023,1701200023,1701200023,1701200023,1701200023)","1","0"
"370120101","370120101","0","60217001","0","17000","1","(1701200003,1701200003,1701200003,1701200003,1701200003,1701200003)","1","0"
"370120102","370120102","0","60217001","0","17000","1","(1701200005,1701200005,1701200005,1701200005,1701200005,1701200005)","1","0"
"370120103","370120103","0","60217001","0","17000","1","(1701200014,1701200014,1701200014,1701200014,1701200014,1701200014)","1","0"
"370120104","370120104","0","60217001","0","17000","1","(1701200015,1701200015,1701200015,1701200015,1701200015,1701200015)","1","0"
"370120105","370120105","0","60217001","0","16000","1","(1701200020,1701200020,1701200020,1701200020,1701200020,1701200020)","1","0"
"370120106","370120106","0","60217001","0","16000","1","(1701200023,1701200023,1701200023,1701200023,1701200023,1701200023)","1","0"
"370130001","370130001","0","60217001","0","10000","1","(1701200001,1701200001,1701200001,1701200001,1701200001,1701200001)","1","0"
"370130002","370130002","0","60217001","0","10000","1","(1701200002,1701200002,1701200002,1701200002,1701200002,1701200002)","1","0"
"370130003","370130003","0","60217001","0","10000","1","(1701200006,1701200006,1701200006,1701200006,1701200006,1701200006)","1","0"
"370130004","370130004","0","60217001","0","10000","1","(1701200007,1701200007,1701200007,1701200007,1701200007,1701200007)","1","0"
"370130005","370130005","0","60217001","0","10000","1","(1701200010,1701200010,1701200010,1701200010,1701200010,1701200010)","1","0"
"370130006","370130006","0","60217001","0","10000","1","(1701200011,1701200011,1701200011,1701200011,1701200011,1701200011)","1","0"
"370130007","370130007","0","60217001","0","10000","1","(1701200012,1701200012,1701200012,1701200012,1701200012,1701200012)","1","0"
"370130008","370130008","0","60217001","0","10000","1","(1701200018,1701200018,1701200018,1701200018,1701200018,1701200018)","1","0"
"370130009","370130009","0","60217001","0","10000","1","(1701200019,1701200019,1701200019,1701200019,1701200019,1701200019)","1","0"
"370130010","370130010","0","60217001","0","10000","1","(1701200025,1701200025,1701200025,1701200025,1701200025,1701200025)","1","0"
"170130001","170130001","0","60217002","0","10000","1","(1701200001,1701200001,1701200001,1701200001,1701200001,1701200001)","1","0"
"170130002","170130002","0","60217002","0","10000","1","(1701200002,1701200002,1701200002,1701200002,1701200002,1701200002)","1","0"
"170130003","170130003","0","60217002","0","10000","1","(1701200006,1701200006,1701200006,1701200006,1701200006,1701200006)","1","0"
"170130004","170130004","0","60217002","0","10000","1","(1701200007,1701200007,1701200007,1701200007,1701200007,1701200007)","1","0"
"170130005","170130005","0","60217002","0","10000","1","(1701200010,1701200010,1701200010,1701200010,1701200010,1701200010)","1","0"
"170130006","170130006","0","60217002","0","10000","1","(1701200011,1701200011,1701200011,1701200011,1701200011,1701200011)","1","0"
"170130007","170130007","0","60217002","0","10000","1","(1701200012,1701200012,1701200012,1701200012,1701200012,1701200012)","1","0"
"170130008","170130008","0","60217002","0","10000","1","(1701200018,1701200018,1701200018,1701200018,1701200018,1701200018)","1","0"
"170130009","170130009","0","60217002","0","10000","1","(1701200019,1701200019,1701200019,1701200019,1701200019,1701200019)","1","0"
"170130010","170130010","0","60217002","0","10000","1","(1701200025,1701200025,1701200025,1701200025,1701200025,1701200025)","1","0"
"270130001","270130001","0","60217002","0","10000","1","(1701200001,1701200001,1701200001,1701200001,1701200001,1701200001)","1","0"
"270130002","270130002","0","60217002","0","10000","1","(1701200002,1701200002,1701200002,1701200002,1701200002,1701200002)","1","0"
"270130003","270130003","0","60217002","0","10000","1","(1701200006,1701200006,1701200006,1701200006,1701200006,1701200006)","1","0"
"270130004","270130004","0","60217002","0","10000","1","(1701200007,1701200007,1701200007,1701200007,1701200007,1701200007)","1","0"
"270130005","270130005","0","60217002","0","10000","1","(1701200010,1701200010,1701200010,1701200010,1701200010,1701200010)","1","0"
"270130006","270130006","0","60217002","0","10000","1","(1701200011,1701200011,1701200011,1701200011,1701200011,1701200011)","1","0"
"270130007","270130007","0","60217002","0","10000","1","(1701200012,1701200012,1701200012,1701200012,1701200012,1701200012)","1","0"
"270130008","270130008","0","60217002","0","10000","1","(1701200018,1701200018,1701200018,1701200018,1701200018,1701200018)","1","0"
"270130009","270130009","0","60217002","0","10000","1","(1701200019,1701200019,1701200019,1701200019,1701200019,1701200019)","1","0"
"270130010","270130010","0","60217002","0","10000","1","(1701200025,1701200025,1701200025,1701200025,1701200025,1701200025)","1","0"
"170140001","170140001","0","60260101","0","8334","1","(1701200021,1701200021,1701200021,1701200021,1701200021,1701200021)","1","0"
"170140002","170140002","0","60260101","0","8334","1","(1701200026,1701200026,1701200026,1701200026,1701200026,1701200026)","1","0"
"170140003","170140003","0","60260101","0","8334","1","(1701200027,1701200027,1701200027,1701200027,1701200027,1701200027)","1","0"
"170140004","170140004","0","60260101","0","8334","1","(1701200028,1701200028,1701200028,1701200028,1701200028,1701200028)","1","0"
"170140005","170140005","0","60260101","0","8333","1","(1701200029,1701200029,1701200029,1701200029,1701200029,1701200029)","1","0"
"170140006","170140006","0","60260101","0","8333","1","(1701200034,1701200034,1701200034,1701200034,1701200034,1701200034)","1","0"
"170140007","170140007","0","60260101","0","8333","1","(1701200035,1701200035,1701200035,1701200035,1701200035,1701200035)","1","0"
"170140008","170140008","0","60260101","0","8333","1","(1701200037,1701200037,1701200037,1701200037,1701200037,1701200037)","1","0"
"170140009","170140009","0","60260101","0","8333","1","(1701200038,1701200038,1701200038,1701200038,1701200038,1701200038)","1","0"
"170140010","170140010","0","60260101","0","8333","1","(1701200039,1701200039,1701200039,1701200039,1701200039,1701200039)","1","0"
"170140011","170140011","0","60260101","0","8333","1","(1701200044,1701200044,1701200044,1701200044,1701200044,1701200044)","1","0"
"270140012","270140012","0","60260101","0","8333","1","(1701200045,1701200045,1701200045,1701200045,1701200045,1701200045)","1","0"
"270140001","270140001","0","602601010","0","9091","1","(1701200021,1701200021,1701200021,1701200021,1701200021,1701200021)","1","0"
"270140002","270140002","0","602601010","0","9091","1","(1701200026,1701200026,1701200026,1701200026,1701200026,1701200026)","1","0"
"270140003","270140003","0","602601010","0","9091","1","(1701200027,1701200027,1701200027,1701200027,1701200027,1701200027)","1","0"
"270140004","270140004","0","602601010","0","9091","1","(1701200028,1701200028,1701200028,1701200028,1701200028,1701200028)","1","0"
"270140005","270140005","0","602601010","0","9091","1","(1701200029,1701200029,1701200029,1701200029,1701200029,1701200029)","1","0"
"270140006","270140006","0","602601010","0","9091","1","(1701200034,1701200034,1701200034,1701200034,1701200034,1701200034)","1","0"
"270140007","270140007","0","602601010","0","9091","1","(1701200035,1701200035,1701200035,1701200035,1701200035,1701200035)","1","0"
"270140008","270140008","0","602601010","0","9091","1","(1701200037,1701200037,1701200037,1701200037,1701200037,1701200037)","1","0"
"270140009","270140009","0","602601010","0","9091","1","(1701200038,1701200038,1701200038,1701200038,1701200038,1701200038)","1","0"
"270140010","270140010","0","602601010","0","9091","1","(1701200039,1701200039,1701200039,1701200039,1701200039,1701200039)","1","0"
"270140011","270140011","0","602601010","0","9090","1","(1701200044,1701200044,1701200044,1701200044,1701200044,1701200044)","1","0"
"980101001","980101001","0","60298001","0","16668","1","(601200401,601200401,601200401,601200401,601200401,601200401)","3","0"
"980101002","980101002","0","60298001","0","16666","1","(601200301,601200301,601200301,601200301,601200301,601200301)","3","0"
"980101003","980101003","0","60298001","0","16666","1","(601200201,601200201,601200201,601200201,601200201,601200201)","3","0"
"980101004","980101004","0","60298001","0","40000","2","(18)","10","0"
"980101005","980101005","0","60298001","0","3400","1","(603200101,603200101,603200101,603200101,603200101,603200101)","1","0"
"980101006","980101006","0","60298001","0","3300","1","(603200301,603200301,603200301,603200301,603200301,603200301)","1","0"
"980101007","980101007","0","60298001","0","3300","1","(603200501,603200501,603200501,603200501,603200501,603200501)","1","0"
"1080101001","1080101001","0","602980010","0","16668","1","(601200401,601200401,601200401,601200401,601200401,601200401)","3","0"
"1080101002","1080101002","0","602980010","0","16666","1","(601200301,601200301,601200301,601200301,601200301,601200301)","3","0"
"1080101003","1080101003","0","602980010","0","16666","1","(601200201,601200201,601200201,601200201,601200201,601200201)","3","0"
"1080101004","1080101004","0","602980010","0","40000","2","(18)","10","0"
"1080101005","1080101005","0","602980010","0","3400","1","(603200101,603200101,603200101,603200101,603200101,603200101)","1","0"
"1080101006","1080101006","0","602980010","0","3300","1","(603200301,603200301,603200301,603200301,603200301,603200301)","1","0"
"1080101007","1080101007","0","602980010","0","3300","1","(603200501,603200501,603200501,603200501,603200501,603200501)","1","0"
"980102001","980102001","0","60298002","0","16668","1","(601200401,601200401,601200401,601200401,601200401,601200401)","7","0"
"980102002","980102002","0","60298002","0","16666","1","(601200301,601200301,601200301,601200301,601200301,601200301)","7","0"
"980102003","980102003","0","60298002","0","16666","1","(601200201,601200201,601200201,601200201,601200201,601200201)","7","0"
"980102004","980102004","0","60298002","0","40000","2","(18)","40","0"
"980102005","980102005","0","60298002","0","3400","1","(603200101,603200101,603200101,603200101,603200101,603200101)","3","0"
"980102006","980102006","0","60298002","0","3300","1","(603200301,603200301,603200301,603200301,603200301,603200301)","3","0"
"980102007","980102007","0","60298002","0","3300","1","(603200501,603200501,603200501,603200501,603200501,603200501)","3","0"
"1080102001","1080102001","0","602980020","0","16668","1","(601200401,601200401,601200401,601200401,601200401,601200401)","7","0"
"1080102002","1080102002","0","602980020","0","16666","1","(601200301,601200301,601200301,601200301,601200301,601200301)","7","0"
"1080102003","1080102003","0","602980020","0","16666","1","(601200201,601200201,601200201,601200201,601200201,601200201)","7","0"
"1080102004","1080102004","0","602980020","0","40000","2","(18)","40","0"
