"Name","QuestId","QuestLevel","StepNo","StartScript","EndScript","CountSmallTalk","MissionType","MissionTarget","Parameter1","Parameter2","ParameterClass","CountIndication","QuestTrackerType","MissionStageId","ViaCoordinate","MissionCoordinate","PhaseExitCoordinate","SoundId","SoundRange","EffectId","IconId","ContentOpenPage","StringMESSAGE","AutoBattleType","PcTargetSearchDist","CoordinateRange","QuestTitleSID","QuestMissionSID","RewardExp","RewardGOLD","RewardCostId","RewardCostCount","RewardItem01Id","RewardItem01Count","RewardItem02Id","RewardItem02Count","TutorialGroupId"
"18","103001600","37","12","NPCSHOW 2037 (-2890,2890,330,120)/NPCSHOW 2035 (-3210,3320,330,-80)/NPCSHOW 2038 (-3350,2890,330,50)","HUDHIDE/CAMERASET 85 -12 500 1/CAMERAFOCUS (-2891,1916,640) (-8,102,0) 3 2/SMALLTALK 103001600/DELAY 5/HUDSHOW/NPCHIDE 2037/NPCHIDE 2035/NPCHIDE 2038","","100","0","1","1000","(0,0,0,0,0)","0","0","103003040","","(X=-3330.000000,Y=-1120.000000,Z=150.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1031001","2031017","9410","754","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"19","103001700","37","1","MONSTERHIDE 106001006 0/MONSTERSHOW 106001006 0 0 (-2890,2890,330,240)/NPCSHOW 1016 (-3210,3320,330,-80)/NPCSHOW 1017 (-3350,2890,330,50)","CINEMATIC 103001700/DELAY 2/PCWARP (-2990,2490,362,90)/NPCHIDE 1016/NPCHIDE 1017/CUTSCENEDELAY","","100","0","1","200","(0,0,0,0,0)","0","0","103003040","","(X=-3585.000000,Y=-505.000000,Z=145.000000)","(X=-2840.000000,Y=-1020.000000,Z=200.000000)","0","0","1020008","0","0","0","0","0","0","1031002","2031018","10970","1094","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"20","0","37","2","NPCSHOW 1016 (-3210,3320,330,-80)/NPCSHOW 1017 (-3350,2890,330,-40)","MONSTERHIDE 106001006 0/NPCSHOW 1017 (-3350,2890,330,-40)/NPCSHOW 1019 (-2890,2890,330,240)/NPCJUMP 1017 (-3700,-1650,240,-110)/NPCJUMP 1019 (-3700,-1650,240,-110)/HUDSHOW","","84","10605","1","0","(0,0,0,0,0)","0","0.1","103003040","","(X=-2990.000000,Y=2490.000000,Z=362.000061)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1031002","2031019","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"21","103001800","37","3","NPCSHOW 1016 (-3210,3320,330,-30)/DELAY 4/NPCHIDE 1017/NPCHIDE 1019","CINEMATIC 103001800/CUTSCENEDELAY","","11","1016","1","0","(0,0,0,0,0)","0","0","103003040","","(X=-3210.000000,Y=3320.000000,Z=330.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1031002","2031020","9410","754","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"22","0","37","4","PCWARP (-3150,3170,372,0)/CAMERASET -12 -2 907 1/NPCRUN 1016 (-880,2540,170,-40) 3/DELAY 2/NPCJUMP 1016 (270,1660,1290,-43)/DELAY 3/NPCJUMP 1016 (2810,2050,1930,8)/DELAY 1/NPCHIDE 1016","0","","1","0","1","0","(0,0,0,0,0)","0","0.1","103003040","","(X=-3210.000000,Y=3320.000000,Z=330.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1031002","2031021","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"23","103001950","37","4","NPCSHOW 1016 (5990,-620,4020,112)","CINEMATIC 103001950/CUTSCENEDELAY","","11","1016","1","0","(0,0,0,0,0)","0","0","103003040","","(X=5990.000000,Y=-620.000000,Z=4020.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1031002","2031021","9410","754","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"24","103002000","37","5","0","0","","100","0","1","1000","(0,0,0,0,0)","0","0","103003060","","(X=7100.000000,Y=-7300.000000,Z=4000.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1031002","2031022","0","0","0","0","(605200102,605200102,605200102,605200102,605200102,605200102)","200","(0,0,0,0,0,0)","0","0"
"25","103002050","37","6","0","0","","100","0","1","200","(0,0,0,0,0)","0","0","103003060","","(X=7230.000000,Y=-3900.000000,Z=2820.000000)","(X=7100.000000,Y=-7300.000000,Z=4000.000000)","0","0","1020008","0","0","0","0","0","0","1031002","2031023","9410","754","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"26","0","37","7","0","SMALLTALK 103002070","","84","10606","1","0","(0,0,0,0,0)","0","0","103003060","","(X=7230.000000,Y=-3900.000000,Z=2820.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1031002","2031024","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"27","103002060","37","8","0","0","","100","0","1","500","(0,0,0,0,0)","0","0","103003060","","(X=7090.000000,Y=-6640.000000,Z=4040.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1031002","2031025","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"28","103002100","37","9","NPCSHOW 1016 (6310,-690,4020,-132)","CINEMATIC 103002100/CUTSCENEDELAY/SMALLTALK 103002200","","11","1016","1","0","(0,0,0,0,0)","0","0.1","103003040","","(X=6310.000000,Y=-690.000000,Z=4020.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1031002","2031020","9410","754","12","2000","(516200005,516200005,516200005,516200005,516200005,516200005)","1","(0,0,0,0,0,0)","0","0"
"29","103002200","37","10","0","0","","5010","49314","1","0","(0,0,0,0,0)","0","0","0","","(X=6310.000000,Y=-690.000000,Z=4020.000000)","(X=0,Y=0,Z=0)","0","0","0","0","1800","0","0","0","0","1031002","2031026","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"30","103002600","37","1","NPCSHOW 1003 (-3470,-21140,6060,90)","CINEMATIC 103002600/CUTSCENEDELAY","","11","1003","1","0","(0,0,0,0,0)","0","0","102003010","","(X=-3470.000000,Y=-21140.000000,Z=6060.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1031003","2031011","9410","754","11","500","(902200203,902200203,902200203,902200203,902200203,902200203)","5","(902200302,902200302,902200302,902200302,902200302,902200302)","5","0"
"31","0","37","2","NPCRUN 1003 (-4172,-6174,4083,-5) 3 33","0","","1","0","1","0","(0,0,0,0,0)","0","0.1","102003010","","(X=-29910.000000,Y=-29700.000000,Z=1170.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1031003","2031027","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"32","103002700","37","2","0","0","","100","0","1","1000","(0,0,0,0,0)","0","0","101003030","","(X=-30309.15625,Y=-22140.464844,Z=-18526.221436)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1031003","2031027","9410","754","0","0","(517200102,517200102,517200102,517200102,517200102,517200102)","1","(517200202,517200202,517200202,517200202,517200202,517200202)","1","0"
"33","103002800","37","3","NPCSHOW 1013 (-30060,-18350,-18830,-37)/NPCSHOW 1027 (-24700,-17440,-19280,120)/NPCSHOW 1028 (-25835,-18380,-19095,80)","HUDHIDE/CAMERASET 89 -12 700 1/CAMERAFOCUS (-30044,-19229,-18570) (-12,90,0) 2 1/SMALLTALK 103002800/DELAY 3/HUDSHOW","","100","0","1","800","(0,0,0,0,0)","0","0","101003030","","(X=-29920,Y=-19710,Z=-18740)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1031003","2031028","9410","754","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"34","103002900","37","4","0","CINEMATIC 103002900/CUTSCENEDELAY","","11","1013","1","0","(0,0,0,0,0)","0","0","101003030","","(X=-30060,Y=-18350,Z=-18830)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1031003","2022024","9410","754","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"35","0","37","5","NPCSHOW 1013 (-30060,-18350,-18830,40)/NPCRUN 1013 (-24560,-17060,-19280,-179) 2","0","","1","0","1","0","(0,0,0,0,0)","0","0.1","101003030","","(X=-30060,Y=-18350,Z=-18830)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1031003","2031030","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"36","103003000","37","5","0","CINEMATIC 103003000/CUTSCENEDELAY","","12","1027","1","0","(0,0,0,0,0)","0","0","101003030","","(X=-24859,Y=-17270,Z=-19372)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1031003","2031030","9410","754","0","0","(517200302,517200302,517200302,517200302,517200302,517200302)","1","(517200402,517200402,517200402,517200402,517200402,517200402)","1","0"
"37","103003010","37","6","0","0","","6000","40","1","0","(0,0,0,0,0)","0","0","0","","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","0","0","0","0","2400","0","0","0","0","1031003","2031115","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"38","103003050","37","7","NPCSHOW 1003 (-22994,-15184,-19676,-154)","SMALLTALK 103003050/NPCRUN 1003 (-14859,-33484,-18276,-95) 2 20","","100","0","1","500","(0,0,0,0,0)","0","0","101003030","","(X=-22994,Y=-15184,Z=-19676)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","1031003","2031031","9410","754","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"39","103003100","40","8","NPCSHOW 1013 (-24560,-27060,710,-120)/NPCSHOW 1027 (-24700,-27440,720,120)/NPCSHOW 1028 (-23940,-27060,720,10)/NPCSHOW 3013 (-880,9680,-644,-33)/NPCSHOW 3014 (-610,9490,-650,133)/NPCSHOW 3015 (-650,9720,-637,-122)/NPCSHOW 1002 (-2925,11495,-640,124)/NPCSHOW 1003 (-3209,11544,-630,-17)","CINEMATIC 103003100/CUTSCENEDELAY","","11","1002","1","0","(0,0,0,0,0)","0","1","103003010","","(X=-3057.000000,Y=11647.000000,Z=-731.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1031003","2031032","13640","760","12","2000","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"40","0","40","9","DELAY 1/NPCRUN 1002 (-7387,8391,-566,174) 2 7/DELAY 1/NPCRUN 1003 (-7141,8369,-579,179) 2 7","0","","1","0","1","0","(0,0,0,0,0)","0","0.1","103003010","","(X=-2925.000000,Y=11495.000000,Z=-640.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1031003","2031033","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"41","103003200","40","9","0","CINEMATIC 103003300/CUTSCENEDELAY/SEQUENCE 1030401/CUTSCENEDELAY/SMALLTALK 103003400","","100","0","1","200","(0,0,0,0,0)","0","0","103003010","","(X=-894.383606,Y=9401.609375,Z=-613.523315)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","1031003","2031033","13640","760","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"42","103003400","40","10","0","SMALLTALK 103003500","","100","0","1","200","(0,0,0,0,0)","0","0","103003010","","(X=4890.000000,Y=7660.000000,Z=-460.000000)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","1031003","2031034","13640","760","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"43","103003500","40","11","0","SMALLTALK 103003600/NPCHIDE 3013/NPCHIDE 3014/NPCHIDE 3015","","8200","2","24","0","(0,0,0,0,0)","1","0","103003010","","(X=8649.000000,Y=11056.000000,Z=210.000000)","(X=0,Y=0,Z=0)","100110","100000","0","0","0","0","1","0","4000","1031003","2031035","15910","1100","0","0","(604200103,604200103,604200103,604200103,604200103,604200103)","10","(605200103,605200103,605200103,605200103,605200103,605200103)","10","0"
"44","103003600","40","12","0","0","","100","0","1","200","(0,0,0,0,0)","0","0","103003010","","(X=15991.506836,Y=7854.810547,Z=16.418686)","(X=14471.506836,Y=9184.810547,Z=46.418686)","0","0","1020008","0","0","0","0","0","0","1031003","2031036","15910","1100","0","0","(901200603,901200603,901200603,901200603,901200603,901200603)","8","(901200902,901200902,901200902,901200902,901200902,901200902)","8","0"
"45","0","40","13","0","0","","84","10607","1","0","(0,0,0,0,0)","0","0.1","103003010","","(X=15991.506836,Y=7854.810547,Z=16.418686)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1031003","2031037","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"46","0","40","13","FADE 0 1 0/PCWARP (16380,6095,289,-117)/NPCSHOW 1020 (16270,5870,290,65)","0","","1","0","1","0","(0,0,0,0,0)","0","0.1","103003010","","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1031003","2031037","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"47","0","40","13","FADE 1 0 1","0","","100","0","1","500","(0,0,0,0,0)","0","0","103003010","","(X=16379.812500,Y=6094.719727,Z=289.227722)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1031003","2031037","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"48","0","40","13","HUDHIDE/CAMERASET -133 -6 465 1/CAMERAFOCUS (15327,5388,567) (-12,-137,0) 0 3/NPCSHOW 1002 (14460,4610,320,17)/NPCRUN 1002 (16010,5865,260,34) 2/DELAY 4/CINEMATIC 103003700/CUTSCENEDELAY/HUDSHOW","NPCHIDE 1002/NPCHIDE 1020/SMALLTALK 103003800","","1","0","1","0","(0,0,0,0,0)","0","0.1","103003010","","(X=16379.812500,Y=6094.719727,Z=289.227722)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1031003","2031037","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"49","103003800","40","14","0","SMALLTALK 103004100","","8052","106001025","24","0","(0,0,0,0,0)","1","0","103003010","","(X=15063.892578,Y=10980.837891,Z=20.049500)","(X=0,Y=0,Z=0)","100110","100000","0","0","0","0","1","0","4000","1031003","2031038","15910","1100","12","2000","(508200002,508200002,508200002,508200002,508200002,508200002)","1","(901200303,901200303,901200303,901200303,901200303,901200303)","1","0"
"50","103004100","40","15","NPCSHOW 2019 (19450,-5790,1009,110)","SMALLTALK 103004200","","100","0","1","200","(0,0,0,0,0)","0","0","103003010","","(X=16838.013672,Y=-2700.092529,Z=896.367432)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","1031003","2031039","13640","760","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"51","103004200","40","16","0","CINEMATIC 103004200/CUTSCENEDELAY","","11","2019","1","0","(0,0,0,0,0)","0","0","103003010","","(X=19580.000000,Y=-5780.000000,Z=1110.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1031003","2031040","13640","760","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"52","103004300","40","17","0","STRINGMESSAGE 10018 5/SMALLTALK 103004300","","9100","106001008","1","0","(0,0,0,0,0)","0","0","103003010","","(X=19160.000000,Y=-4210.000000,Z=900.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1031003","2031041","13640","760","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"53","103004350","40","18","0","SMALLTALK 103004400","","100","0","1","200","(0,0,0,0,0)","0","0","103003010","","(X=19118.000000,Y=-5393.000000,Z=887.000000)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","1031003","2031042","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"54","103004400","40","19","0","NPCHIDE 2019","","9100","106001004","1","0","(0,0,0,0,0)","0","0","103003010","","(X=19450.000000,Y=-5790.000000,Z=1005.912354)","(X=19350.000000,Y=-5370.000000,Z=1020.000000)","0","0","0","0","0","0","0","0","0","1031003","2031044","15910","1100","0","0","(901200203,901200203,901200203,901200203,901200203,901200203)","2","(0,0,0,0,0,0)","0","0"
"55","0","40","20","0","NPCRUN 1009 (8794,1561,365,109) 3 10","","84","10609","1","0","(0,0,0,0,0)","0","0.1","103003010","","(X=19450.000000,Y=-5790.000000,Z=1005.912354)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1031003","2031045","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"56","103004600","40","21","NPCSHOW 1002 (15330,-8100,885,-159)/NPCSHOW 1020 (15120,-8230,865,69)","CINEMATIC 103004600/NPCHIDE 1020/CUTSCENEDELAY","","12","1002","1","0","(0,0,0,0,0)","0","0","103003010","","(X=15160.000000,Y=-7980.000000,Z=780.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1031003","2031046","13640","760","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
