"Name","NpcId","NameTitleSid","NameSid","NPCColorId","DefaultAnimationBP","ResourceID","NPCScale","CollisionBoxExtend","CapsuleHalfHeight","CapsuleRadius","CinematicAnimationBP","AnimationPath","NPCBehaviourAiLink","InteractionRange","SightRange","ViewRange","HideNameTag","FactionType","NpcDialogId","NpcPortrait","FunctionData","NPCType","ContentsUI","NPCGroupListID","ContentsType1","TypeValue1","ContentsType2","TypeValue2","ContentsType3","TypeValue3","PartsResourceID","WaypointNpc","MerchantNpc","SiegeMode","EventContentsid"
"121","121","0","600022","0","210121","50016","1","(X=0,Y=0,Z=0)","0","0","0","100016","0","150","500","0","0","1","","640120","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"122","122","0","600023","0","210122","50017","1","(X=0,Y=0,Z=0)","0","0","0","100017","0","150","500","0","0","1","","640120","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"123","123","0","600024","0","210123","50013","1","(X=0,Y=0,Z=0)","0","0","0","100017","0","150","500","0","0","1","","640148","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"124","124","0","600025","0","210124","50014","1","(X=0,Y=0,Z=0)","0","0","0","100017","0","150","500","0","0","1","","640198","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"126","126","0","600026","0","210126","50003","1","(X=0,Y=0,Z=0)","0","0","0","100018","0","150","500","0","0","1","","640120","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"127","127","0","600027","0","210127","50004","1","(X=0,Y=0,Z=0)","0","0","0","100019","0","150","500","0","0","1","","640167","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"128","128","0","600028","0","210128","50005","1","(X=0,Y=0,Z=0)","0","0","0","100020","0","150","500","0","0","1","","640106","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"129","129","0","600115","0","210129","50007","1","(X=0,Y=0,Z=0)","0","0","0","100021","0","150","500","0","0","1","","640107","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"137","137","0","600029","0","210137","50018","1","(X=0,Y=0,Z=0)","0","0","0","100021","0","150","500","0","0","1","","640112","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"138","138","0","600030","0","210138","50033","1","(X=0,Y=0,Z=0)","0","0","0","100018","0","150","500","0","0","1","","640152","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"139","139","0","600031","0","210139","50034","1","(X=0,Y=0,Z=0)","0","0","0","100019","0","150","500","0","0","1","","640153","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"140","140","0","600032","0","210140","50112","1","(X=0,Y=0,Z=0)","0","0","0","100021","0","150","500","0","0","1","","640158","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"141","141","0","600033","0","210141","50055","1","(X=0,Y=0,Z=0)","0","0","0","100022","0","150","500","0","0","1","","640154","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"142","142","0","600034","0","210142","50056","1","(X=0,Y=0,Z=0)","0","0","0","100023","0","150","500","0","0","1","","640204","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"145","145","0","600035","0","210145","50052","1","(X=0,Y=0,Z=0)","0","0","0","100024","0","150","500","0","0","1","","640176","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"146","146","0","600036","0","210146","50053","1","(X=0,Y=0,Z=0)","0","0","0","100025","0","150","500","0","0","1","","640120","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"147","147","0","600037","0","210147","50054","1","(X=0,Y=0,Z=0)","0","0","0","100026","0","150","500","0","0","1","","640120","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"148","148","0","600038","0","210148","50050","1","(X=0,Y=0,Z=0)","0","0","0","100027","0","150","500","0","0","1","","640169","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"149","149","0","600039","0","210149","50047","1","(X=0,Y=0,Z=0)","0","0","0","100028","0","150","500","0","0","1","","640120","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"150","150","0","600040","0","210150","50048","1","(X=0,Y=0,Z=0)","0","0","0","100029","0","150","500","0","0","1","","640120","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"151","151","0","600041","0","210151","50049","1","(X=0,Y=0,Z=0)","0","0","0","100030","0","150","500","0","0","1","","640120","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"152","152","0","600042","0","210152","50051","1","(X=0,Y=0,Z=0)","0","0","0","100031","0","150","500","0","0","1","","640149","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"153","153","0","600043","0","210153","30074","1","(X=0,Y=0,Z=0)","0","0","0","100023","0","150","500","0","0","1","","640120","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"156","156","0","600044","0","210156","50088","1","(X=0,Y=0,Z=0)","0","0","0","100023","0","150","500","0","0","1","","640120","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"157","157","0","600045","0","210157","50038","1","(X=0,Y=0,Z=0)","0","0","0","100032","0","150","500","0","0","1","","640150","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"158","158","0","600046","0","210158","50020","1","(X=0,Y=0,Z=0)","0","0","0","100033","0","150","500","0","0","1","","640120","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"159","159","0","600047","0","210159","50023","1","(X=0,Y=0,Z=0)","0","0","0","100034","0","150","500","0","0","1","","640120","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"160","160","0","600048","0","210160","50022","1","(X=0,Y=0,Z=0)","0","0","0","100035","0","150","500","0","0","1","","640109","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"161","161","0","600049","0","210161","50021","1","(X=0,Y=0,Z=0)","0","0","0","100036","0","150","500","0","0","1","","640110","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"162","162","0","600050","0","210162","50024","1","(X=0,Y=0,Z=0)","0","0","0","100023","0","150","500","0","0","1","","640111","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"163","163","0","600051","0","210163","50092","1","(X=0,Y=0,Z=0)","0","0","0","100023","0","150","500","0","0","1","","640120","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"164","164","0","600052","0","210164","50093","1","(X=0,Y=0,Z=0)","0","0","0","100023","0","150","500","0","0","1","","640120","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"165","165","0","600053","0","210165","50149","1","(X=0,Y=0,Z=0)","0","0","0","100023","0","150","500","0","0","1","","640120","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"166","166","0","600054","0","210166","50150","1","(X=0,Y=0,Z=0)","0","0","0","100023","0","150","500","0","0","1","","640205","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"167","167","0","600055","0","210167","50151","1","(X=0,Y=0,Z=0)","0","0","0","100023","0","150","500","0","0","1","","640120","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"168","168","0","600056","0","210168","50043","1","(X=0,Y=0,Z=0)","0","0","0","100037","0","150","500","0","0","1","","640120","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"169","169","0","600057","0","210169","50044","1","(X=0,Y=0,Z=0)","0","0","0","100023","0","150","500","0","0","1","","640120","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"170","170","0","600058","0","210170","50045","1","(X=0,Y=0,Z=0)","0","0","0","100023","0","150","500","0","0","1","","640120","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"171","171","0","600059","0","210171","50104","1","(X=0,Y=0,Z=0)","0","0","0","100023","0","150","500","0","0","1","","640174","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"172","172","0","600060","0","210172","50161","1","(X=0,Y=0,Z=0)","0","0","0","100023","0","150","500","0","0","1","","640239","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"173","173","0","600061","0","210173","50143","1","(X=0,Y=0,Z=0)","0","0","0","100023","0","150","500","0","0","1","","640120","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"174","174","0","600062","0","210174","50144","1","(X=0,Y=0,Z=0)","0","0","0","100023","0","150","500","0","0","1","","640120","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"175","175","0","600063","0","210175","50145","1","(X=0,Y=0,Z=0)","0","0","0","100023","0","150","500","0","0","1","","640120","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"177","177","0","600065","0","210177","50147","1","(X=0,Y=0,Z=0)","0","0","0","100023","0","150","500","0","0","1","","640120","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"178","178","0","600066","0","210178","50039","1","(X=0,Y=0,Z=0)","0","0","0","100038","0","150","500","0","0","1","","640164","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"179","179","0","600067","0","210179","50040","1","(X=0,Y=0,Z=0)","0","0","0","100039","0","150","500","0","0","1","","640120","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"180","180","0","600068","0","210180","50041","1","(X=0,Y=0,Z=0)","0","0","0","100040","0","150","500","0","0","1","","640120","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"181","181","0","600069","0","210181","50042","1","(X=0,Y=0,Z=0)","0","0","0","100041","0","150","500","0","0","1","","640146","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"190","190","0","600074","0","210190","50071","1","(X=0,Y=0,Z=0)","0","0","0","100042","0","150","500","0","0","1","","640120","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"191","191","0","600075","0","210191","50074","1","(X=0,Y=0,Z=0)","0","0","0","100043","0","150","500","0","0","1","","640120","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"192","192","0","600076","0","210192","50075","1","(X=0,Y=0,Z=0)","0","0","0","100044","0","150","500","0","0","1","","640120","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"193","193","0","600077","0","210193","50076","1","(X=0,Y=0,Z=0)","0","0","0","100045","0","150","500","0","0","1","","640138","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"194","194","0","600078","0","210194","50077","1","(X=0,Y=0,Z=0)","0","0","0","100046","0","150","500","0","0","1","","640151","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"195","195","0","600079","0","210195","50078","1","(X=0,Y=0,Z=0)","0","0","0","100047","0","150","500","0","0","1","","640139","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"196","196","0","600007","0","210196","50079","1","(X=0,Y=0,Z=0)","0","0","0","100048","0","150","500","0","0","1","","640120","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"197","197","0","600080","0","210197","50080","1","(X=0,Y=0,Z=0)","0","0","0","100049","0","150","500","0","0","1","","640120","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"198","198","0","600081","0","210198","50081","1","(X=0,Y=0,Z=0)","0","0","0","100050","0","150","500","0","0","1","","640120","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"199","199","0","600082","0","210199","50082","1","(X=0,Y=0,Z=0)","0","0","0","100051","0","150","500","0","0","1","","640120","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"200","200","0","600079","0","210200","50086","1","(X=0,Y=0,Z=0)","0","0","0","100047","0","150","500","0","0","1","","640120","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"202","202","0","600083","0","210202","50087","1","(X=0,Y=0,Z=0)","0","0","0","100009","0","150","500","0","0","1","","640140","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"205","205","0","600085","0","210205","40023","1","(X=0,Y=0,Z=0)","900","500","0","100054","0","150","500","0","0","1","","640120","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"207","207","0","600086","0","210207","30088","1","(X=0,Y=0,Z=0)","0","0","0","100137","0","150","500","0","0","1","","640120","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"208","208","0","600087","0","210208","30090","1","(X=0,Y=0,Z=0)","0","0","0","100138","0","150","500","0","0","1","","640120","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"209","209","0","600088","0","210209","50141","1","(X=0,Y=0,Z=0)","0","0","0","100119","0","150","500","0","0","1","","640166","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"212","212","0","600529","0","210212","50173","1","(X=0,Y=0,Z=0)","0","0","0","100020","0","150","500","0","0","1","","640168","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"213","213","0","600532","0","210213","50165","1","(X=0,Y=0,Z=0)","0","0","0","100119","0","150","500","0","0","1","","640166","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"214","214","0","600533","0","210214","50166","1","(X=0,Y=0,Z=0)","0","0","0","100019","0","150","500","0","0","1","","640167","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"215","215","0","600534","0","210215","50167","1","(X=0,Y=0,Z=0)","0","0","0","100020","0","150","500","0","0","1","","640168","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"216","216","0","600547","0","210216","50129","1","(X=0,Y=0,Z=0)","0","0","0","100000","0","150","500","0","0","1","","640159","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"217","217","0","600548","0","210217","50118","1","(X=0,Y=0,Z=0)","0","0","0","100148","0","150","500","0","0","1","","640181","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"218","218","0","600549","0","210218","50116","1","(X=0,Y=0,Z=0)","0","0","0","100133","0","150","500","0","0","1","","640178","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"219","219","0","600355","0","210219","50126","1","(X=0,Y=0,Z=0)","0","0","0","100139","0","150","500","0","0","1","","640161","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"220","220","0","600550","0","210220","50131","1","(X=0,Y=0,Z=0)","0","0","0","100141","0","150","500","0","0","1","","640171","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"221","221","0","600551","0","210221","50132","1","(X=0,Y=0,Z=0)","0","0","0","100142","0","150","500","0","0","1","","640116","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"222","222","0","600363","0","210222","50140","1","(X=0,Y=0,Z=0)","0","0","0","100143","0","150","500","0","0","1","","640170","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"223","223","0","600552","0","210223","50130","1","(X=0,Y=0,Z=0)","0","0","0","100001","0","150","500","0","0","1","","640141","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"224","224","0","600373","0","210224","30092","1","(X=0,Y=0,Z=0)","0","0","0","100035","0","150","500","0","0","1","","640172","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"225","225","0","600553","0","210225","50152","1","(X=0,Y=0,Z=0)","0","0","0","100159","0","150","500","0","0","1","","640182","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"226","226","0","600554","0","210226","50153","1","(X=0,Y=0,Z=0)","0","0","0","100160","0","150","500","0","0","1","","640183","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"227","227","0","600555","0","210227","50154","1","(X=0,Y=0,Z=0)","0","0","0","100161","0","150","500","0","0","1","","640184","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"228","228","0","600556","0","210228","50155","1","(X=0,Y=0,Z=0)","0","0","0","100162","0","150","500","0","0","1","","640185","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"229","229","0","600557","0","210229","50133","1","(X=0,Y=0,Z=0)","0","0","0","100141","0","150","500","0","0","1","","640120","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"230","230","0","600395","0","210230","50134","1","(X=0,Y=0,Z=0)","0","0","0","100030","0","150","500","0","0","1","","640120","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"231","231","0","600558","0","210231","50172","1","(X=0,Y=0,Z=0)","0","0","0","100133","0","150","500","0","0","1","","640141","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"232","232","0","600559","0","210232","50008","1","(X=0,Y=0,Z=0)","0","0","0","100119","0","150","500","0","0","1","","640120","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"233","233","0","600560","0","210233","50011","1","(X=0,Y=0,Z=0)","0","0","0","100019","0","150","500","0","0","1","","640273","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"234","234","0","600249","0","210234","50125","1","(X=0,Y=0,Z=0)","0","0","0","100145","0","150","500","0","0","1","","640209","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"235","235","0","600561","0","210235","50102","1","(X=0,Y=0,Z=0)","0","0","0","100149","0","150","500","0","0","1","","640120","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"236","236","0","600514","0","210236","50135","1","(X=0,Y=0,Z=0)","0","0","0","100152","0","150","500","0","0","1","","640196","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"237","237","0","600515","0","210237","50136","1","(X=0,Y=0,Z=0)","0","0","0","100153","0","150","500","0","0","1","","640250","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"238","238","0","600562","0","210238","50160","1","(X=0,Y=0,Z=0)","0","0","0","100150","0","150","500","0","0","1","","640120","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"239","239","0","600089","0","210239","30028","1","(X=0,Y=0,Z=0)","0","0","0","100055","0","150","500","0","0","1","","640123","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"240","240","0","600090","0","210240","30029","1","(X=0,Y=0,Z=0)","0","0","0","100056","0","150","500","0","0","1","","640122","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"241","241","0","600091","0","210241","30032","1","(X=0,Y=0,Z=0)","0","0","0","100057","0","150","500","0","0","1","","640121","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"242","242","0","600092","0","210242","30030","1","(X=0,Y=0,Z=0)","0","0","0","100058","0","150","500","0","0","1","","640120","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"243","243","0","600093","0","210243","30102","1","(X=0,Y=0,Z=0)","0","0","0","100059","0","150","500","0","0","1","","640163","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"244","244","0","600094","0","210244","30038","1","(X=0,Y=0,Z=0)","0","0","0","100060","0","150","500","0","0","1","","640129","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"245","245","0","600095","0","210245","30044","1","(X=0,Y=0,Z=0)","0","0","0","100061","0","150","500","0","0","1","","640126","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"246","246","0","600096","0","210246","30048","1","(X=0,Y=0,Z=0)","0","0","0","100062","0","150","500","0","0","1","","640118","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"247","247","0","600170","0","210247","30040","1","(X=0,Y=0,Z=0)","0","0","0","100063","0","150","500","0","0","1","","640127","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"248","248","0","600100","0","210248","30086","1","(X=0,Y=0,Z=0)","0","0","0","100063","0","150","500","0","0","1","","640208","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"249","249","0","600104","0","210249","30045","1","(X=0,Y=0,Z=0)","0","0","0","100064","0","150","500","0","0","1","","640125","0","0","0","","0","0","0","0","0","0","","0","0","0","0"
"250","250","0","600105","0","210250","30039","1","(X=0,Y=0,Z=0)","0","0","0","100065","0","150","500","0","0","1","","640128","0","0","0","(""0,0,0"")","0","0","0","0","0","0","","0","0","0","0"
"251","251","0","600107","0","210251","30042","1","(X=0,Y=0,Z=0)","0","0","0","100066","0","150","500","0","0","1","","640119","0","0","0","(""0,0,0"")","0","0","0","0","0","0","","0","0","0","0"
"252","252","0","600108","0","210252","30054","1","(X=0,Y=0,Z=0)","0","0","0","100067","0","150","500","0","0","1","","640124","0","0","0","(""0,0,0"")","0","0","0","0","0","0","","0","0","0","0"
"253","253","0","600109","0","210253","30053","1","(X=0,Y=0,Z=0)","0","0","0","100068","0","150","500","0","0","1","","640135","0","0","0","(""0,0,0"")","0","0","0","0","0","0","","0","0","0","0"
"254","254","0","600110","0","210254","30058","1","(X=0,Y=0,Z=0)","0","0","0","100069","0","150","500","0","0","1","","640132","0","0","0","(""0,0,0"")","0","0","0","0","0","0","","0","0","0","0"
"255","255","0","600112","0","210255","30041","1","(X=0,Y=0,Z=0)","0","0","0","100070","0","150","500","0","0","1","","640143","0","0","0","(""0,0,0"")","0","0","0","0","0","0","","0","0","0","0"
"256","256","0","600113","0","210256","30060","1","(X=0,Y=0,Z=0)","0","0","0","100071","0","150","500","0","0","1","","640145","0","0","0","(""0,0,0"")","0","0","0","0","0","0","","0","0","0","0"
"257","257","0","600114","0","210257","30062","1","(X=0,Y=0,Z=0)","0","0","0","100072","0","150","500","0","0","1","","640137","0","0","0","(""0,0,0"")","0","0","0","0","0","0","","0","0","0","0"
"258","258","0","600117","0","210258","30065","1","(X=0,Y=0,Z=0)","0","0","0","100073","0","150","500","0","0","1","","640136","0","0","0","(""0,0,0"")","0","0","0","0","0","0","","0","0","0","0"
"259","259","0","600118","0","210259","30067","1","(X=0,Y=0,Z=0)","0","0","0","100074","0","150","500","0","0","1","","640147","0","0","0","(""0,0,0"")","0","0","0","0","0","0","","0","0","0","0"
"260","260","0","600119","0","200213","30068","1","(X=0,Y=0,Z=0)","0","0","0","100073","0","150","500","0","0","1","","640130","0","0","0","(""0,0,0"")","0","0","0","0","0","0","","0","0","0","0"
"261","261","0","600120","0","210261","30070","1","(X=0,Y=0,Z=0)","0","0","0","100064","0","150","500","0","0","1","","640131","0","0","0","(""0,0,0"")","0","0","0","0","0","0","","0","0","0","0"
"262","262","0","600121","0","210262","30069","1","(X=0,Y=0,Z=0)","0","0","0","100075","0","150","500","0","0","1","","640116","0","0","0","(""0,0,0"")","0","0","0","0","0","0","","0","0","0","0"
"263","263","0","600122","0","210263","30075","1","(X=0,Y=0,Z=0)","0","0","0","100076","0","150","500","0","0","1","","640165","0","0","0","(""0,0,0"")","0","0","0","0","0","0","","0","0","0","0"
"264","264","0","600124","0","210264","30076","1","(X=0,Y=0,Z=0)","0","0","0","100077","0","150","500","0","0","1","","640116","0","0","0","(""0,0,0"")","0","0","0","0","0","0","","0","0","0","0"
"265","265","0","600125","0","210265","30077","1","(X=0,Y=0,Z=0)","0","0","0","100078","0","150","500","0","0","1","","640179","0","0","0","(""0,0,0"")","0","0","0","0","0","0","","0","0","0","0"
"266","266","0","600505","0","210266","30078","1","(X=0,Y=0,Z=0)","0","0","0","100079","0","150","500","0","0","1","","640117","0","0","0","(""0,0,0"")","0","0","0","0","0","0","","0","0","0","0"
"267","267","0","600126","0","210267","30079","1","(X=0,Y=0,Z=0)","0","0","0","100128","0","150","500","0","0","1","","640134","0","0","0","(""0,0,0"")","0","0","0","0","0","0","","0","0","0","0"
"268","268","0","600127","0","210268","30091","1","(X=0,Y=0,Z=0)","0","0","0","100128","0","150","500","0","0","1","","640160","0","0","0","(""0,0,0"")","0","0","0","0","0","0","","0","0","0","0"
"269","269","0","600563","0","210269","30043","1","(X=0,Y=0,Z=0)","0","0","0","100081","0","150","500","0","0","1","","640123","0","0","0","(""0,0,0"")","0","0","0","0","0","0","","0","0","0","0"
"270","270","0","600564","0","210270","30031","1","(X=0,Y=0,Z=0)","0","0","0","100082","0","150","500","0","0","1","","640120","0","0","0","(""0,0,0"")","0","0","0","0","0","0","","0","0","0","0"
"271","271","0","600565","0","210271","30036","1","(X=0,Y=0,Z=0)","0","0","0","100075","0","150","500","0","0","1","","640157","0","0","0","(""0,0,0"")","0","0","0","0","0","0","","0","0","0","0"
"272","272","0","600132","0","210272","30080","1","(X=0,Y=0,Z=0)","0","0","0","100068","0","150","500","0","0","1","","640144","0","0","0","(""0,0,0"")","0","0","0","0","0","0","","0","0","0","0"
"273","273","0","600149","0","210273","30018","1","(X=0,Y=0,Z=0)","0","0","0","100086","0","150","500","0","0","1","","640116","0","0","0","(""0,0,0"")","0","0","0","0","0","0","","0","0","0","0"
