"Name","ComposeListID","RewardRate","RewardItemID","RewardItemCount"
"102","4020003","7692","1701200030","1"
"103","4020003","7692","1701200013","1"
"104","4020003","7692","1701200019","1"
"117","4010004","10426","1701200017","1"
"118","4010004","10416","1701200036","1"
"119","4010004","10416","1701200024","1"
"120","4010004","10416","1701200031","1"
"121","4010004","10416","1701200040","1"
"122","4010004","10416","1701200041","1"
"123","4010004","10416","1701200042","1"
"124","4010004","10416","1701200043","1"
"125","4010004","10416","1701200046","1"
"126","4010004","1041","1701200049","1"
"127","4010004","1041","1701200051","1"
"128","4010004","1041","1701200053","1"
"129","4010004","1041","1701200057","1"
"130","4010004","1041","1701200059","1"
"131","4010004","1041","1701200061","1"
"149","4020004","4546","1701200026","1"
"150","4020004","4546","1701200027","1"
"151","4020004","4546","1701200028","1"
"152","4020004","4546","1701200029","1"
"153","4020004","4546","1701200034","1"
"154","4020004","4546","1701200035","1"
"155","4020004","4546","1701200021","1"
"156","4020004","4546","1701200037","1"
"157","4020004","4546","1701200038","1"
"158","4020004","4546","1701200039","1"
"159","4020004","4545","1701200044","1"
"160","4020004","4545","1701200045","1"
"161","4020004","4545","1701200047","1"
"162","4020004","4545","1701200050","1"
"163","4020004","4545","1701200048","1"
"164","4020004","4545","1701200052","1"
"165","4020004","4545","1701200054","1"
"166","4020004","4545","1701200055","1"
"167","4020004","4545","1701200056","1"
"168","4020004","4545","1701200058","1"
"169","4020004","4545","1701200060","1"
"170","4020004","4545","1701200062","1"
"171","5010102","9375","1201201301","1"
"172","5010102","9375","1201201302","1"
"173","5010102","3125","1201201303","1"
"174","5010102","9375","1201201304","1"
"175","5010102","9375","1201201305","1"
"176","5010102","9375","1201201306","1"
"177","5010102","9375","1201201307","1"
"178","5010102","9375","1201201308","1"
"179","5010102","9375","1201201309","1"
"180","5010102","6250","1201201310","1"
"181","5010102","6250","1201201311","1"
"182","5010102","6250","1201201312","1"
"183","5010102","3125","1201201313","1"
"184","5020102","100000","1201200201","1"
"185","5030102","9375","1201101301","1"
"186","5030102","9375","1201101302","1"
"187","5030102","3125","1201101303","1"
"188","5030102","9375","1201101304","1"
"189","5030102","9375","1201101305","1"
"190","5030102","9375","1201101306","1"
"191","5030102","9375","1201101307","1"
"192","5030102","9375","1201101308","1"
"193","5030102","9375","1201101309","1"
"194","5030102","6250","1201101310","1"
"195","5030102","6250","1201101311","1"
"196","5030102","6250","1201101312","1"
"197","5030102","3125","1201101313","1"
"198","5010202","9375","1201202301","1"
"199","5010202","9375","1201202303","1"
"200","5010202","3125","1201202307","1"
"201","5010202","9375","1201202304","1"
"202","5010202","9375","1201202305","1"
"203","5010202","9375","1201202306","1"
"204","5010202","9375","1201202308","1"
"205","5010202","9375","1201202310","1"
"206","5010202","9375","1201202312","1"
"207","5010202","6250","1201202309","1"
"208","5010202","6250","1201202302","1"
"209","5010202","6250","1201202311","1"
"210","5010202","3125","1201202313","1"
"211","5020202","100000","1201200201","1"
"212","5030202","9375","1201102301","1"
"213","5030202","9375","1201102303","1"
"214","5030202","3125","1201102307","1"
"215","5030202","9375","1201102304","1"
"216","5030202","9375","1201102305","1"
"217","5030202","9375","1201102306","1"
"218","5030202","9375","1201102308","1"
"219","5030202","9375","1201102310","1"
"220","5030202","9375","1201102312","1"
"221","5030202","6250","1201102309","1"
"222","5030202","6250","1201102302","1"
"223","5030202","6250","1201102311","1"
"224","5030202","3125","1201102313","1"
"225","5010302","9375","1201203301","1"
"226","5010302","9375","1201203302","1"
"227","5010302","3125","1201203312","1"
"228","5010302","9375","1201203303","1"
"229","5010302","9375","1201203304","1"
"230","5010302","9375","1201203305","1"
"231","5010302","9375","1201203306","1"
"232","5010302","9375","1201203307","1"
"233","5010302","9375","1201203308","1"
"234","5010302","6250","1201203309","1"
"235","5010302","6250","1201203310","1"
"236","5010302","6250","1201203311","1"
"237","5010302","3125","1201203313","1"
"238","5020302","100000","1201200201","1"
"239","5030302","9375","1201103301","1"
"240","5030302","9375","1201103302","1"
"241","5030302","3125","1201103312","1"
"242","5030302","9375","1201103303","1"
"243","5030302","9375","1201103304","1"
"244","5030302","9375","1201103305","1"
"245","5030302","9375","1201103306","1"
"246","5030302","9375","1201103307","1"
"247","5030302","9375","1201103308","1"
"248","5030302","6250","1201103309","1"
"249","5030302","6250","1201103310","1"
"250","5030302","6250","1201103311","1"
"251","5030302","3125","1201103313","1"
"252","5010402","9375","1201204301","1"
"253","5010402","9375","1201204302","1"
"254","5010402","3125","1201204304","1"
"255","5010402","9375","1201204303","1"
"256","5010402","9375","1201204311","1"
"257","5010402","9375","1201204306","1"
"258","5010402","9375","1201204307","1"
"259","5010402","9375","1201204308","1"
"260","5010402","9375","1201204309","1"
"261","5010402","6250","1201204305","1"
"262","5010402","6250","1201204310","1"
"263","5010402","6250","1201204312","1"
"264","5010402","3125","1201204313","1"
"265","5020402","100000","1201200201","1"
"266","5030402","9375","1201104301","1"
"267","5030402","9375","1201104302","1"
"268","5030402","3125","1201104304","1"
"269","5030402","9375","1201104303","1"
"270","5030402","9375","1201104311","1"
"271","5030402","9375","1201104306","1"
"272","5030402","9375","1201104307","1"
"273","5030402","9375","1201104308","1"
"274","5030402","9375","1201104309","1"
"275","5030402","6250","1201104305","1"
"276","5030402","6250","1201104310","1"
"277","5030402","6250","1201104312","1"
"278","5030402","3125","1201104313","1"
"279","5010502","9375","1201205301","1"
"280","5010502","9375","1201205302","1"
"281","5010502","3125","1201205308","1"
"282","5010502","9375","1201205303","1"
"283","5010502","9375","1201205305","1"
"284","5010502","9375","1201205306","1"
"285","5010502","9375","1201205307","1"
"286","5010502","9375","1201205309","1"
"287","5010502","9375","1201205310","1"
"288","5010502","6250","1201205304","1"
"289","5010502","6250","1201205311","1"
"290","5010502","6250","1201205312","1"
"291","5010502","3125","1201205313","1"
"292","5020502","100000","1201200201","1"
"293","5030502","9375","1201105301","1"
"294","5030502","9375","1201105302","1"
"295","5030502","3125","1201105308","1"
"296","5030502","9375","1201105303","1"
"297","5030502","9375","1201105305","1"
"298","5030502","9375","1201105306","1"
"299","5030502","9375","1201105307","1"
"300","5030502","9375","1201105309","1"
"301","5030502","9375","1201105310","1"
"302","5030502","6250","1201105304","1"
"303","5030502","6250","1201105311","1"
"304","5030502","6250","1201105312","1"
"305","5030502","3125","1201105313","1"
"306","5010602","9375","1201206301","1"
"307","5010602","9375","1201206302","1"
"308","5010602","3125","1201206308","1"
"309","5010602","9375","1201206303","1"
"310","5010602","9375","1201206305","1"
"311","5010602","9375","1201206306","1"
"312","5010602","9375","1201206307","1"
"313","5010602","9375","1201206309","1"
"314","5010602","9375","1201206310","1"
"315","5010602","6250","1201206304","1"
"316","5010602","6250","1201206311","1"
"317","5010602","6250","1201206312","1"
"318","5010602","3125","1201206313","1"
"319","5020602","100000","1201200201","1"
"320","5030602","9375","1201106301","1"
"321","5030602","9375","1201106302","1"
"322","5030602","3125","1201106308","1"
"323","5030602","9375","1201106303","1"
"324","5030602","9375","1201106305","1"
"325","5030602","9375","1201106306","1"
"326","5030602","9375","1201106307","1"
"327","5030602","9375","1201106309","1"
"328","5030602","9375","1201106310","1"
"329","5030602","6250","1201106304","1"
"330","5030602","6250","1201106311","1"
"331","5030602","6250","1201106312","1"
"332","5030602","3125","1201106313","1"
"333","5010103","9375","1201201401","1"
"334","5010103","9375","1201201402","1"
"335","5010103","3125","1201201403","1"
"336","5010103","9375","1201201404","1"
"337","5010103","9375","1201201405","1"
"338","5010103","9375","1201201406","1"
"339","5010103","9375","1201201407","1"
"340","5010103","9375","1201201408","1"
"341","5010103","9375","1201201409","1"
"342","5010103","6250","1201201410","1"
"343","5010103","6250","1201201411","1"
"344","5010103","6250","1201201412","1"
"345","5010103","3125","1201201413","1"
"346","5020103","9375","1201201301","1"
"347","5020103","9375","1201201302","1"
"348","5020103","3125","1201201303","1"
"349","5020103","9375","1201201304","1"
"350","5020103","9375","1201201305","1"
"351","5020103","9375","1201201306","1"
"352","5020103","9375","1201201307","1"
"353","5020103","9375","1201201308","1"
"354","5020103","9375","1201201309","1"
"355","5020103","6250","1201201310","1"
"356","5020103","6250","1201201311","1"
"357","5020103","6250","1201201312","1"
"358","5020103","3125","1201201313","1"
"359","5030103","9375","1201101401","1"
"360","5030103","9375","1201101402","1"
"361","5030103","3125","1201101403","1"
"362","5030103","9375","1201101404","1"
"363","5030103","9375","1201101405","1"
"364","5030103","9375","1201101406","1"
"365","5030103","9375","1201101407","1"
"366","5030103","9375","1201101408","1"
"367","5030103","9375","1201101409","1"
"368","5030103","6250","1201101410","1"
"369","5030103","6250","1201101411","1"
"370","5030103","6250","1201101412","1"
"371","5030103","3125","1201101413","1"
"372","5010203","9375","1201202401","1"
"373","5010203","9375","1201202403","1"
"374","5010203","3125","1201202407","1"
"375","5010203","9375","1201202404","1"
"376","5010203","9375","1201202405","1"
"377","5010203","9375","1201202406","1"
"378","5010203","9375","1201202408","1"
"379","5010203","9375","1201202410","1"
"380","5010203","9375","1201202412","1"
"381","5010203","6250","1201202409","1"
"382","5010203","6250","1201202402","1"
"383","5010203","6250","1201202411","1"
"384","5010203","3125","1201202413","1"
"385","5020203","9375","1201202301","1"
"386","5020203","9375","1201202303","1"
"387","5020203","3125","1201202307","1"
"388","5020203","9375","1201202304","1"
"389","5020203","9375","1201202305","1"
"390","5020203","9375","1201202306","1"
"391","5020203","9375","1201202308","1"
"392","5020203","9375","1201202310","1"
"393","5020203","9375","1201202312","1"
"394","5020203","6250","1201202309","1"
"395","5020203","6250","1201202302","1"
"396","5020203","6250","1201202311","1"
"397","5020203","3125","1201202313","1"
"398","5030203","9375","1201102401","1"
"399","5030203","9375","1201102403","1"
"400","5030203","3125","1201102407","1"
"401","5030203","9375","1201102404","1"
"402","5030203","9375","1201102405","1"
"403","5030203","9375","1201102406","1"
"404","5030203","9375","1201102408","1"
"405","5030203","9375","1201102410","1"
"406","5030203","9375","1201102412","1"
"407","5030203","6250","1201102409","1"
"408","5030203","6250","1201102402","1"
"409","5030203","6250","1201102411","1"
"410","5030203","3125","1201102413","1"
"411","5010303","9375","1201203401","1"
"412","5010303","9375","1201203402","1"
"413","5010303","3125","1201203412","1"
"414","5010303","9375","1201203403","1"
"415","5010303","9375","1201203404","1"
"416","5010303","9375","1201203405","1"
"417","5010303","9375","1201203406","1"
"418","5010303","9375","1201203407","1"
"419","5010303","9375","1201203408","1"
"420","5010303","6250","1201203409","1"
"421","5010303","6250","1201203410","1"
"422","5010303","6250","1201203411","1"
"423","5010303","3125","1201203413","1"
"424","5020303","9375","1201203301","1"
"425","5020303","9375","1201203302","1"
"426","5020303","3125","1201203312","1"
"427","5020303","9375","1201203303","1"
"428","5020303","9375","1201203304","1"
"429","5020303","9375","1201203305","1"
"430","5020303","9375","1201203306","1"
"431","5020303","9375","1201203307","1"
"432","5020303","9375","1201203308","1"
"433","5020303","6250","1201203309","1"
"434","5020303","6250","1201203310","1"
"435","5020303","6250","1201203311","1"
"436","5020303","3125","1201203313","1"
"437","5030303","9375","1201103401","1"
"438","5030303","9375","1201103402","1"
"439","5030303","3125","1201103412","1"
"440","5030303","9375","1201103403","1"
"441","5030303","9375","1201103404","1"
"442","5030303","9375","1201103405","1"
"443","5030303","9375","1201103406","1"
"444","5030303","9375","1201103407","1"
"445","5030303","9375","1201103408","1"
"446","5030303","6250","1201103409","1"
"447","5030303","6250","1201103410","1"
"448","5030303","6250","1201103411","1"
"449","5030303","3125","1201103413","1"
"450","5010403","9375","1201204401","1"
"451","5010403","9375","1201204402","1"
"452","5010403","3125","1201204404","1"
"453","5010403","9375","1201204403","1"
"454","5010403","9375","1201204411","1"
"455","5010403","9375","1201204406","1"
"456","5010403","9375","1201204407","1"
"457","5010403","9375","1201204408","1"
"458","5010403","9375","1201204409","1"
"459","5010403","6250","1201204405","1"
"460","5010403","6250","1201204410","1"
"461","5010403","6250","1201204412","1"
"462","5010403","3125","1201204413","1"
"463","5020403","9375","1201204301","1"
"464","5020403","9375","1201204302","1"
"465","5020403","3125","1201204304","1"
"466","5020403","9375","1201204303","1"
"467","5020403","9375","1201204311","1"
"468","5020403","9375","1201204306","1"
"469","5020403","9375","1201204307","1"
"470","5020403","9375","1201204308","1"
"471","5020403","9375","1201204309","1"
"472","5020403","6250","1201204305","1"
"473","5020403","6250","1201204310","1"
"474","5020403","6250","1201204312","1"
"475","5020403","3125","1201204313","1"
"476","5030403","9375","1201104401","1"
"477","5030403","9375","1201104402","1"
"478","5030403","3125","1201104404","1"
"479","5030403","9375","1201104403","1"
"480","5030403","9375","1201104411","1"
"481","5030403","9375","1201104406","1"
"482","5030403","9375","1201104407","1"
"483","5030403","9375","1201104408","1"
"484","5030403","9375","1201104409","1"
"485","5030403","6250","1201104405","1"
"486","5030403","6250","1201104410","1"
"487","5030403","6250","1201104412","1"
"488","5030403","3125","1201104413","1"
"489","5010503","9375","1201205401","1"
"490","5010503","9375","1201205402","1"
"491","5010503","3125","1201205408","1"
"492","5010503","9375","1201205403","1"
"493","5010503","9375","1201205405","1"
"494","5010503","9375","1201205406","1"
"495","5010503","9375","1201205407","1"
"496","5010503","9375","1201205409","1"
"497","5010503","9375","1201205410","1"
"498","5010503","6250","1201205404","1"
"499","5010503","6250","1201205411","1"
"500","5010503","6250","1201205412","1"
"501","5010503","3125","1201205413","1"
"502","5020503","9375","1201205301","1"
"503","5020503","9375","1201205302","1"
"504","5020503","3125","1201205308","1"
"505","5020503","9375","1201205303","1"
"506","5020503","9375","1201205305","1"
"507","5020503","9375","1201205306","1"
"508","5020503","9375","1201205307","1"
"509","5020503","9375","1201205309","1"
"510","5020503","9375","1201205310","1"
"511","5020503","6250","1201205304","1"
"512","5020503","6250","1201205311","1"
"513","5020503","6250","1201205312","1"
"514","5020503","3125","1201205313","1"
"515","5030503","9375","1201105401","1"
"516","5030503","9375","1201105402","1"
"517","5030503","3125","1201105408","1"
"518","5030503","9375","1201105403","1"
"519","5030503","9375","1201105405","1"
"520","5030503","9375","1201105406","1"
"521","5030503","9375","1201105407","1"
"522","5030503","9375","1201105409","1"
"523","5030503","9375","1201105410","1"
"524","5030503","6250","1201105404","1"
"525","5030503","6250","1201105411","1"
"526","5030503","6250","1201105412","1"
"527","5030503","3125","1201105413","1"
"528","5010603","9375","1201206401","1"
"529","5010603","9375","1201206402","1"
"530","5010603","3125","1201206408","1"
"531","5010603","9375","1201206403","1"
"532","5010603","9375","1201206405","1"
"533","5010603","9375","1201206406","1"
"534","5010603","9375","1201206407","1"
"535","5010603","9375","1201206409","1"
"536","5010603","9375","1201206410","1"
"537","5010603","6250","1201206404","1"
"538","5010603","6250","1201206411","1"
"539","5010603","6250","1201206412","1"
"540","5010603","3125","1201206413","1"
"541","5020603","9375","1201206301","1"
"542","5020603","9375","1201206302","1"
"543","5020603","3125","1201206308","1"
"544","5020603","9375","1201206303","1"
"545","5020603","9375","1201206305","1"
"546","5020603","9375","1201206306","1"
"547","5020603","9375","1201206307","1"
"548","5020603","9375","1201206309","1"
"549","5020603","9375","1201206310","1"
"550","5020603","6250","1201206304","1"
"551","5020603","6250","1201206311","1"
"552","5020603","6250","1201206312","1"
"553","5020603","3125","1201206313","1"
"554","5030603","9375","1201106401","1"
"555","5030603","9375","1201106402","1"
"556","5030603","3125","1201106408","1"
"557","5030603","9375","1201106403","1"
"558","5030603","9375","1201106405","1"
"559","5030603","9375","1201106406","1"
"560","5030603","9375","1201106407","1"
"561","5030603","9375","1201106409","1"
"562","5030603","9375","1201106410","1"
"563","5030603","6250","1201106404","1"
"564","5030603","6250","1201106411","1"
"565","5030603","6250","1201106412","1"
"566","5030603","3125","1201106413","1"
"567","5010104","9375","1201201501","1"
"568","5010104","9375","1201201502","1"
"569","5010104","3125","1201201503","1"
"570","5010104","9375","1201201504","1"
"571","5010104","9375","1201201505","1"
"572","5010104","9375","1201201506","1"
"573","5010104","9375","1201201507","1"
"574","5010104","9375","1201201508","1"
"575","5010104","9375","1201201509","1"
"576","5010104","6250","1201201510","1"
"577","5010104","6250","1201201511","1"
"578","5010104","6250","1201201512","1"
"579","5010104","3125","1201201513","1"
"580","5020104","9375","1201201401","1"
"581","5020104","9375","1201201402","1"
"582","5020104","3125","1201201403","1"
"583","5020104","9375","1201201404","1"
"584","5020104","9375","1201201405","1"
"585","5020104","9375","1201201406","1"
"586","5020104","9375","1201201407","1"
"587","5020104","9375","1201201408","1"
"588","5020104","9375","1201201409","1"
"589","5020104","6250","1201201410","1"
"590","5020104","6250","1201201411","1"
"591","5020104","6250","1201201412","1"
"592","5020104","3125","1201201413","1"
"593","5030104","9375","1201101501","1"
"594","5030104","9375","1201101502","1"
"595","5030104","3125","1201101503","1"
"596","5030104","9375","1201101504","1"
"597","5030104","9375","1201101505","1"
"598","5030104","9375","1201101506","1"
"599","5030104","9375","1201101507","1"
"600","5030104","9375","1201101508","1"
"601","5030104","9375","1201101509","1"
"602","5030104","6250","1201101510","1"
"603","5030104","6250","1201101511","1"
"604","5030104","6250","1201101512","1"
"605","5030104","3125","1201101513","1"
"606","5010204","9375","1201202501","1"
"607","5010204","9375","1201202503","1"
"608","5010204","3125","1201202507","1"
"609","5010204","9375","1201202504","1"
"610","5010204","9375","1201202505","1"
"611","5010204","9375","1201202506","1"
"612","5010204","9375","1201202508","1"
"613","5010204","9375","1201202510","1"
"614","5010204","9375","1201202512","1"
"615","5010204","6250","1201202509","1"
"616","5010204","6250","1201202502","1"
"617","5010204","6250","1201202511","1"
"618","5010204","3125","1201202513","1"
"619","5020204","9375","1201202401","1"
"620","5020204","9375","1201202403","1"
"621","5020204","3125","1201202407","1"
"622","5020204","9375","1201202404","1"
"623","5020204","9375","1201202405","1"
"624","5020204","9375","1201202406","1"
"625","5020204","9375","1201202408","1"
"626","5020204","9375","1201202410","1"
"627","5020204","9375","1201202412","1"
"628","5020204","6250","1201202409","1"
"629","5020204","6250","1201202402","1"
"630","5020204","6250","1201202411","1"
"631","5020204","3125","1201202413","1"
"632","5030204","9375","1201102501","1"
"633","5030204","9375","1201102503","1"
"634","5030204","3125","1201102507","1"
"635","5030204","9375","1201102504","1"
"636","5030204","9375","1201102505","1"
"637","5030204","9375","1201102506","1"
"638","5030204","9375","1201102508","1"
"639","5030204","9375","1201102510","1"
"640","5030204","9375","1201102512","1"
"641","5030204","6250","1201102509","1"
"642","5030204","6250","1201102502","1"
"643","5030204","6250","1201102511","1"
"644","5030204","3125","1201102513","1"
"645","5010304","9375","1201203501","1"
"646","5010304","9375","1201203502","1"
"647","5010304","3125","1201203512","1"
"648","5010304","9375","1201203503","1"
"649","5010304","9375","1201203504","1"
"650","5010304","9375","1201203505","1"
"651","5010304","9375","1201203506","1"
"652","5010304","9375","1201203507","1"
"653","5010304","9375","1201203508","1"
"654","5010304","6250","1201203509","1"
"655","5010304","6250","1201203510","1"
"656","5010304","6250","1201203511","1"
"657","5010304","3125","1201203513","1"
"658","5020304","9375","1201203401","1"
"659","5020304","9375","1201203402","1"
"660","5020304","3125","1201203412","1"
"661","5020304","9375","1201203403","1"
"662","5020304","9375","1201203404","1"
"663","5020304","9375","1201203405","1"
"664","5020304","9375","1201203406","1"
"665","5020304","9375","1201203407","1"
"666","5020304","9375","1201203408","1"
"667","5020304","6250","1201203409","1"
"668","5020304","6250","1201203410","1"
"669","5020304","6250","1201203411","1"
"670","5020304","3125","1201203413","1"
"671","5030304","9375","1201103501","1"
"672","5030304","9375","1201103502","1"
"673","5030304","3125","1201103512","1"
"674","5030304","9375","1201103503","1"
"675","5030304","9375","1201103504","1"
"676","5030304","9375","1201103505","1"
"677","5030304","9375","1201103506","1"
"678","5030304","9375","1201103507","1"
"679","5030304","9375","1201103508","1"
"680","5030304","6250","1201103509","1"
"681","5030304","6250","1201103510","1"
"682","5030304","6250","1201103511","1"
"683","5030304","3125","1201103513","1"
"684","5010404","9375","1201204501","1"
"685","5010404","9375","1201204502","1"
"686","5010404","3125","1201204504","1"
"687","5010404","9375","1201204503","1"
"688","5010404","9375","1201204511","1"
"689","5010404","9375","1201204506","1"
"690","5010404","9375","1201204507","1"
"691","5010404","9375","1201204508","1"
"692","5010404","9375","1201204509","1"
"693","5010404","6250","1201204505","1"
"694","5010404","6250","1201204510","1"
"695","5010404","6250","1201204512","1"
"696","5010404","3125","1201204513","1"
"697","5020404","9375","1201204401","1"
"698","5020404","9375","1201204402","1"
"699","5020404","3125","1201204404","1"
"700","5020404","9375","1201204403","1"
"701","5020404","9375","1201204411","1"
"702","5020404","9375","1201204406","1"
"703","5020404","9375","1201204407","1"
"704","5020404","9375","1201204408","1"
"705","5020404","9375","1201204409","1"
"706","5020404","6250","1201204405","1"
"707","5020404","6250","1201204410","1"
"708","5020404","6250","1201204412","1"
"709","5020404","3125","1201204413","1"
"710","5030404","9375","1201104501","1"
"711","5030404","9375","1201104502","1"
"712","5030404","3125","1201104504","1"
"713","5030404","9375","1201104503","1"
"714","5030404","9375","1201104511","1"
"715","5030404","9375","1201104506","1"
"716","5030404","9375","1201104507","1"
"717","5030404","9375","1201104508","1"
"718","5030404","9375","1201104509","1"
"719","5030404","6250","1201104505","1"
"720","5030404","6250","1201104510","1"
"721","5030404","6250","1201104512","1"
"722","5030404","3125","1201104513","1"
"723","5010504","9375","1201205501","1"
"724","5010504","9375","1201205502","1"
"725","5010504","3125","1201205508","1"
"726","5010504","9375","1201205503","1"
"727","5010504","9375","1201205505","1"
"728","5010504","9375","1201205506","1"
"729","5010504","9375","1201205507","1"
"730","5010504","9375","1201205509","1"
"731","5010504","9375","1201205510","1"
"732","5010504","6250","1201205504","1"
"733","5010504","6250","1201205511","1"
"734","5010504","6250","1201205512","1"
"735","5010504","3125","1201205513","1"
"736","5020504","9375","1201205401","1"
"737","5020504","9375","1201205402","1"
"738","5020504","3125","1201205408","1"
"739","5020504","9375","1201205403","1"
"740","5020504","9375","1201205405","1"
"741","5020504","9375","1201205406","1"
"742","5020504","9375","1201205407","1"
"743","5020504","9375","1201205409","1"
"744","5020504","9375","1201205410","1"
"745","5020504","6250","1201205404","1"
"746","5020504","6250","1201205411","1"
"747","5020504","6250","1201205412","1"
"748","5020504","3125","1201205413","1"
"749","5030504","9375","1201105501","1"
"750","5030504","9375","1201105502","1"
"751","5030504","3125","1201105508","1"
"752","5030504","9375","1201105503","1"
"753","5030504","9375","1201105505","1"
"754","5030504","9375","1201105506","1"
"755","5030504","9375","1201105507","1"
"756","5030504","9375","1201105509","1"
"757","5030504","9375","1201105510","1"
"758","5030504","6250","1201105504","1"
"759","5030504","6250","1201105511","1"
"760","5030504","6250","1201105512","1"
"761","5030504","3125","1201105513","1"
"762","5010604","9375","1201206501","1"
"763","5010604","9375","1201206502","1"
"764","5010604","3125","1201206508","1"
"765","5010604","9375","1201206503","1"
"766","5010604","9375","1201206505","1"
"767","5010604","9375","1201206506","1"
"768","5010604","9375","1201206507","1"
"769","5010604","9375","1201206509","1"
"770","5010604","9375","1201206510","1"
"771","5010604","6250","1201206504","1"
"772","5010604","6250","1201206511","1"
"773","5010604","6250","1201206512","1"
"774","5010604","3125","1201206513","1"
"775","5020604","9375","1201206401","1"
"776","5020604","9375","1201206402","1"
"777","5020604","3125","1201206408","1"
"778","5020604","9375","1201206403","1"
"779","5020604","9375","1201206405","1"
"780","5020604","9375","1201206406","1"
"781","5020604","9375","1201206407","1"
"782","5020604","9375","1201206409","1"
"783","5020604","9375","1201206410","1"
"784","5020604","6250","1201206404","1"
"785","5020604","6250","1201206411","1"
"786","5020604","6250","1201206412","1"
"787","5020604","3125","1201206413","1"
"788","5030604","9375","1201106501","1"
"789","5030604","9375","1201106502","1"
"790","5030604","3125","1201106508","1"
"791","5030604","9375","1201106503","1"
"792","5030604","9375","1201106505","1"
"793","5030604","9375","1201106506","1"
"794","5030604","9375","1201106507","1"
"795","5030604","9375","1201106509","1"
"796","5030604","9375","1201106510","1"
"797","5030604","6250","1201106504","1"
"798","5030604","6250","1201106511","1"
"799","5030604","6250","1201106512","1"
"800","5030604","3125","1201106513","1"
"801","6010002","6252","1702200032","1"
"802","6010002","6252","1702200033","1"
"803","6010002","6252","1702200034","1"
"804","6010002","6252","1702200035","1"
"805","6010002","6252","1702200036","1"
"806","6010002","6250","1702200037","1"
"807","6010002","4166","1702200038","1"
"808","6010002","4166","1702200039","1"
"809","6010002","4166","1702200040","1"
"810","6010002","4166","1702200041","1"
"811","6010002","4166","1702200042","1"
"812","6010002","4166","1702200043","1"
"813","6010002","4166","1702200044","1"
"814","6010002","4166","1702200045","1"
"815","6010002","4166","1702200046","1"
"816","6010002","4166","1702200047","1"
"817","6010002","2083","1702200050","1"
"818","6010002","2083","1702200051","1"
"819","6010002","2083","1702200052","1"
"820","6010002","2083","1702200053","1"
"821","6010002","2083","1702200054","1"
"822","6010002","2083","1702200055","1"
"823","6010002","2083","1702200056","1"
"824","6010002","2083","1702200126","1"
"825","6010002","2083","1702200057","1"
"826","6010002","2083","1702200159","1"
"827","6020002","6252","1702200001","1"
"828","6020002","6252","1702200002","1"
"829","6020002","6252","1702200003","1"
"830","6020002","6252","1702200004","1"
