"Name","ItemId","AddRandomOptionRatio01","AddRandomOptionRatio02","BattlePoint","LuxuryType","LuxuryID","LuxurySubID","DisplayObjectId","DisplayIconId","WonderBuffId"
"220210027","220210027","25000","5000","3210","0","0","0","0","0","0"
"220210028","220210028","25000","5000","3210","0","0","0","0","0","0"
"220210029","220210029","25000","5000","3210","0","0","0","0","0","0"
"220210030","220210030","25000","5000","3210","0","0","0","0","0","0"
"220210031","220210031","25000","5000","3210","0","0","0","0","0","0"
"220210032","220210032","25000","5000","3210","0","0","0","0","0","0"
"220210033","220210033","25000","5000","3210","0","0","0","0","0","0"
"220210034","220210034","25000","5000","3210","0","0","0","0","0","0"
"220210035","220210035","25000","5000","3210","0","0","0","0","0","0"
"220210036","220210036","25000","5000","3210","0","0","0","0","0","0"
"220210037","220210037","25000","5000","3210","0","0","0","0","0","0"
"220210038","220210038","25000","5000","3210","0","0","0","0","0","0"
"220210039","220210039","25000","5000","3210","0","0","0","0","0","0"
"220210040","220210040","25000","5000","3210","0","0","0","0","0","0"
"210110001","210110001","0","0","0","0","0","0","0","0","0"
"210110002","210110002","0","0","0","0","0","0","0","0","0"
"210110003","210110003","0","0","0","0","0","0","0","0","0"
"210110004","210110004","0","0","0","0","0","0","0","0","0"
"210110005","210110005","0","0","0","0","0","0","0","0","0"
"210110006","210110006","0","0","0","0","0","0","0","0","0"
"210110007","210110007","0","0","0","0","0","0","0","0","0"
"210110008","210110008","0","0","0","0","0","0","0","0","0"
"210110009","210110009","0","0","0","0","0","0","0","0","0"
"210110010","210110010","0","0","0","0","0","0","0","0","0"
"210110011","210110011","0","0","0","0","0","0","0","0","0"
"210110012","210110012","0","0","0","0","0","0","0","0","0"
"210110013","210110013","0","0","0","0","0","0","0","0","0"
"210110014","210110014","0","0","0","0","0","0","0","0","0"
"210110015","210110015","0","0","0","0","0","0","0","0","0"
"210110016","210110016","0","0","0","0","0","0","0","0","0"
"210110017","210110017","0","0","0","0","0","0","0","0","0"
"210110018","210110018","0","0","0","0","0","0","0","0","0"
"210110019","210110019","0","0","0","0","0","0","0","0","0"
"210110020","210110020","0","0","0","0","0","0","0","0","0"
"210110021","210110021","0","0","0","0","0","0","0","0","0"
"210110022","210110022","0","0","0","0","0","0","0","0","0"
"210110023","210110023","0","0","0","0","0","0","0","0","0"
"210110024","210110024","0","0","0","0","0","0","0","0","0"
"210110097","210110097","0","0","0","0","0","0","0","0","0"
"210110025","210110025","0","0","80","0","0","0","0","0","0"
"210110026","210110026","0","0","80","0","0","0","0","0","0"
"210110027","210110027","0","0","80","0","0","0","0","0","0"
"210110028","210110028","0","0","80","0","0","0","0","0","0"
"210110029","210110029","0","0","80","0","0","0","0","0","0"
"210110030","210110030","0","0","80","0","0","0","0","0","0"
"210110031","210110031","0","0","80","0","0","0","0","0","0"
"210110032","210110032","0","0","80","0","0","0","0","0","0"
"210110033","210110033","0","0","80","0","0","0","0","0","0"
"210110034","210110034","0","0","80","0","0","0","0","0","0"
"210110035","210110035","0","0","80","0","0","0","0","0","0"
"210110036","210110036","0","0","80","0","0","0","0","0","0"
"210110037","210110037","0","0","80","0","0","0","0","0","0"
"210110038","210110038","0","0","80","0","0","0","0","0","0"
"210110039","210110039","0","0","80","0","0","0","0","0","0"
"210110040","210110040","0","0","80","0","0","0","0","0","0"
"210110041","210110041","0","0","80","0","0","0","0","0","0"
"210110042","210110042","0","0","80","0","0","0","0","0","0"
"210110043","210110043","0","0","80","0","0","0","0","0","0"
"210110044","210110044","0","0","80","0","0","0","0","0","0"
"210110045","210110045","0","0","80","0","0","0","0","0","0"
"210110046","210110046","0","0","80","0","0","0","0","0","0"
"210110047","210110047","0","0","80","0","0","0","0","0","0"
"210110048","210110048","0","0","80","0","0","0","0","0","0"
"210110098","210110098","0","0","80","0","0","0","0","0","0"
"210110049","210110049","0","0","400","0","0","0","300999001","301901001","9000054"
"210110050","210110050","0","0","400","0","0","0","300999001","301901002","9000054"
"210110051","210110051","0","0","400","0","0","0","300999001","301901003","9000054"
"210110052","210110052","0","0","400","0","0","0","300999001","301901004","9000054"
"210110053","210110053","0","0","400","0","0","0","300999001","301901005","9000054"
"210110054","210110054","0","0","400","0","0","0","300999001","301901006","9000054"
"210110055","210110055","0","0","400","0","0","0","300999001","301901007","9000054"
"210110056","210110056","0","0","400","0","0","0","300999001","301901008","9000054"
"210110057","210110057","0","0","400","0","0","0","300999001","301901009","9000054"
"210110058","210110058","0","0","400","0","0","0","300999001","301901010","9000054"
"210110059","210110059","0","0","400","0","0","0","300999001","301901011","9000054"
"210110060","210110060","0","0","400","0","0","0","300999001","301901012","9000054"
"210110061","210110061","0","0","400","0","0","0","300999001","301901013","9000054"
"210110062","210110062","0","0","400","0","0","0","300999001","301901014","9000054"
"210110063","210110063","0","0","400","0","0","0","300999001","301901015","9000054"
"210110064","210110064","0","0","400","0","0","0","300999001","301901016","9000054"
"210110065","210110065","0","0","400","0","0","0","300999001","301901017","9000054"
"210110066","210110066","0","0","400","0","0","0","300999001","301901018","9000054"
"210110067","210110067","0","0","400","0","0","0","300999001","301901019","9000054"
"210110068","210110068","0","0","400","0","0","0","300999001","301901020","9000054"
"210110069","210110069","0","0","400","0","0","0","300999001","301901021","9000054"
"210110070","210110070","0","0","400","0","0","0","300999001","301901022","9000054"
"210110071","210110071","0","0","400","0","0","0","300999001","301901023","9000054"
"210110072","210110072","0","0","400","0","0","0","300999001","301901024","9000054"
"210110099","210110099","0","0","400","0","0","0","0","0","0"
"210210001","210210001","0","0","0","0","0","0","0","0","0"
"210210002","210210002","0","0","0","0","0","0","0","0","0"
"210210003","210210003","0","0","0","0","0","0","0","0","0"
"210210004","210210004","0","0","0","0","0","0","0","0","0"
"210210005","210210005","0","0","0","0","0","0","0","0","0"
"210210006","210210006","0","0","0","0","0","0","0","0","0"
"210210007","210210007","0","0","0","0","0","0","0","0","0"
"210210008","210210008","0","0","0","0","0","0","0","0","0"
"210210009","210210009","0","0","0","0","0","0","0","0","0"
"210210010","210210010","0","0","0","0","0","0","0","0","0"
"210210011","210210011","0","0","0","0","0","0","0","0","0"
"210210012","210210012","0","0","0","0","0","0","0","0","0"
"210210013","210210013","0","0","0","0","0","0","0","0","0"
"210210014","210210014","0","0","0","0","0","0","0","0","0"
"210210015","210210015","0","0","0","0","0","0","0","0","0"
"210210016","210210016","0","0","0","0","0","0","0","0","0"
"210210017","210210017","0","0","0","0","0","0","0","0","0"
"210210018","210210018","0","0","0","0","0","0","0","0","0"
"210210019","210210019","0","0","0","0","0","0","0","0","0"
"210210020","210210020","0","0","0","0","0","0","0","0","0"
"210210021","210210021","0","0","0","0","0","0","0","0","0"
"210210022","210210022","0","0","0","0","0","0","0","0","0"
"210210023","210210023","0","0","0","0","0","0","0","0","0"
"210210024","210210024","0","0","0","0","0","0","0","0","0"
"210210097","210210097","0","0","0","0","0","0","0","0","0"
"210210025","210210025","0","0","80","0","0","0","0","0","0"
"210210026","210210026","0","0","80","0","0","0","0","0","0"
"210210027","210210027","0","0","80","0","0","0","0","0","0"
"210210028","210210028","0","0","80","0","0","0","0","0","0"
"210210029","210210029","0","0","80","0","0","0","0","0","0"
"210210030","210210030","0","0","80","0","0","0","0","0","0"
"210210031","210210031","0","0","80","0","0","0","0","0","0"
"210210032","210210032","0","0","80","0","0","0","0","0","0"
"210210033","210210033","0","0","80","0","0","0","0","0","0"
"210210034","210210034","0","0","80","0","0","0","0","0","0"
"210210035","210210035","0","0","80","0","0","0","0","0","0"
"210210036","210210036","0","0","80","0","0","0","0","0","0"
"210210037","210210037","0","0","80","0","0","0","0","0","0"
"210210038","210210038","0","0","80","0","0","0","0","0","0"
"210210039","210210039","0","0","80","0","0","0","0","0","0"
"210210040","210210040","0","0","80","0","0","0","0","0","0"
"210210041","210210041","0","0","80","0","0","0","0","0","0"
"210210042","210210042","0","0","80","0","0","0","0","0","0"
"210210043","210210043","0","0","80","0","0","0","0","0","0"
"210210044","210210044","0","0","80","0","0","0","0","0","0"
"210210045","210210045","0","0","80","0","0","0","0","0","0"
"210210046","210210046","0","0","80","0","0","0","0","0","0"
"210210047","210210047","0","0","80","0","0","0","0","0","0"
"210210048","210210048","0","0","80","0","0","0","0","0","0"
"210210098","210210098","0","0","80","0","0","0","0","0","0"
"210210049","210210049","0","0","400","0","0","0","0","0","0"
"210210050","210210050","0","0","400","0","0","0","0","0","0"
"210210051","210210051","0","0","400","0","0","0","0","0","0"
"210210052","210210052","0","0","400","0","0","0","0","0","0"
"210210053","210210053","0","0","400","0","0","0","0","0","0"
"210210054","210210054","0","0","400","0","0","0","0","0","0"
"210210055","210210055","0","0","400","0","0","0","0","0","0"
"210210056","210210056","0","0","400","0","0","0","0","0","0"
"210210057","210210057","0","0","400","0","0","0","0","0","0"
"210210058","210210058","0","0","400","0","0","0","0","0","0"
"210210059","210210059","0","0","400","0","0","0","0","0","0"
"210210060","210210060","0","0","400","0","0","0","0","0","0"
"210210061","210210061","0","0","400","0","0","0","0","0","0"
"210210062","210210062","0","0","400","0","0","0","0","0","0"
"210210063","210210063","0","0","400","0","0","0","0","0","0"
"210210064","210210064","0","0","400","0","0","0","0","0","0"
"210210065","210210065","0","0","400","0","0","0","0","0","0"
"210210066","210210066","0","0","400","0","0","0","0","0","0"
"210210067","210210067","0","0","400","0","0","0","0","0","0"
"210210068","210210068","0","0","400","0","0","0","0","0","0"
"210210069","210210069","0","0","400","0","0","0","0","0","0"
"210210070","210210070","0","0","400","0","0","0","0","0","0"
"210210071","210210071","0","0","400","0","0","0","0","0","0"
"210210072","210210072","0","0","400","0","0","0","0","0","0"
"210210099","210210099","0","0","400","0","0","0","0","0","0"
"110321001","110321001","0","0","0","1","1030011","1020011","300999001","310301001","9000075"
"110321002","110321002","0","0","0","1","1030021","1020021","300999001","310301002","9000074"
"110321003","110321003","0","0","0","1","1030031","1020031","300999001","310301003","9000074"
"110322001","110322001","0","0","0","1","2030011","2020011","300999001","310302001","9000075"
"110322002","110322002","0","0","0","1","2030021","2020021","300999001","310302002","9000074"
"110322003","110322003","0","0","0","1","2030031","2020031","300999001","310302003","9000074"
"110323001","110323001","0","0","0","1","3030011","3020011","300999001","310303001","9000075"
"110323002","110323002","0","0","0","1","3030021","3020021","300999001","310303002","9000074"
"110323003","110323003","0","0","0","1","3030031","3020031","300999001","310303003","9000074"
"110324001","110324001","0","0","0","1","4030011","4020011","300999001","310304001","9000075"
"110324002","110324002","0","0","0","1","4030021","4020021","300999001","310304002","9000074"
"110324003","110324003","0","0","0","1","4030031","4020031","300999001","310304003","9000074"
"110325001","110325001","0","0","0","1","5030011","5020011","300999001","310305001","9000075"
"110325002","110325002","0","0","0","1","5030021","5020021","300999001","310305002","9000074"
"110325003","110325003","0","0","0","1","5030031","5020031","300999001","310305003","9000074"
"110720001","110720001","0","0","0","3","100001","0","300999001","310700001","9000074"
"110720002","110720002","0","0","0","3","100101","0","300999001","310700002","9000074"
"110720003","110720003","0","0","0","3","100201","0","300999001","310700003","9000075"
"110720004","110720004","0","0","0","3","100301","0","300999001","310700004","9000075"
"110720005","110720005","0","0","0","3","100401","0","300999001","310700005","9000074"
"110720006","110720006","0","0","0","3","100501","0","300999001","310700006","9000074"
"110720007","110720007","0","0","0","3","100601","0","300999001","310700007","9000074"
"110720008","110720008","0","0","0","3","100701","0","300999001","310700008","9000074"
"110820001","110820001","0","0","0","2","10001","0","300999002","310800001","9000074"
"110820002","110820002","0","0","0","2","10002","0","300999002","310800002","9000074"
"110820003","110820003","0","0","0","2","10003","0","300999002","310800003","9000074"
"110820004","110820004","0","0","0","2","10004","0","300999002","310800004","9000074"
"110820005","110820005","0","0","0","2","10005","0","300999002","310800005","9000074"
"110820006","110820006","0","0","0","2","10006","0","300999002","310800006","9000074"
"110820007","110820007","0","0","0","2","10007","0","300999002","310800007","9000074"
"110820008","110820008","0","0","0","2","10008","0","300999002","310800008","9000074"
"110820009","110820009","0","0","0","2","10009","0","300999002","310800009","9000074"
"110820010","110820010","0","0","0","2","10010","0","300999002","310800010","9000074"
"110820011","110820011","0","0","0","2","10011","0","300999002","310800011","9000074"
"200101026","200101026","0","0","0","0","0","0","300999001","330201126","9000015"
"200101027","200101027","0","0","0","0","0","0","300999001","330201127","9000015"
"200101028","200101028","0","0","0","0","0","0","300999001","330201128","9000015"
"200101029","200101029","0","0","0","0","0","0","300999001","330201129","9000015"
"200102026","200102026","0","0","0","0","0","0","300999001","330201226","9000015"
"200102027","200102027","0","0","0","0","0","0","300999001","330201227","9000015"
"200102028","200102028","0","0","0","0","0","0","300999001","330201228","9000015"
"200102029","200102029","0","0","0","0","0","0","300999001","330201229","9000015"
"200103026","200103026","0","0","0","0","0","0","300999001","330201326","9000015"
"200103027","200103027","0","0","0","0","0","0","300999001","330201327","9000015"
"200103028","200103028","0","0","0","0","0","0","300999001","330201328","9000015"
"200103029","200103029","0","0","0","0","0","0","300999001","330201329","9000015"
"200104026","200104026","0","0","0","0","0","0","300999001","330201426","9000015"
"200104027","200104027","0","0","0","0","0","0","300999001","330201427","9000015"
"200104028","200104028","0","0","0","0","0","0","300999001","330201428","9000015"
"200104029","200104029","0","0","0","0","0","0","300999001","330201429","9000015"
"200105026","200105026","0","0","0","0","0","0","300999001","330201526","9000015"
"200105027","200105027","0","0","0","0","0","0","300999001","330201527","9000015"
"200105028","200105028","0","0","0","0","0","0","300999001","330201528","9000015"
"200105029","200105029","0","0","0","0","0","0","300999001","330201529","9000015"
"201101024","201101024","0","0","0","0","0","0","300999001","300101006","9000015"
"201101025","201101025","0","0","0","0","0","0","300999001","300101006","9000015"
"201101026","201101026","0","0","0","0","0","0","300999001","300101006","9000015"
"201101027","201101027","0","0","0","0","0","0","300999001","300101006","9000015"
"201102024","201102024","0","0","0","0","0","0","300999001","300102006","9000015"
"201102025","201102025","0","0","0","0","0","0","300999001","300102006","9000015"
"201102026","201102026","0","0","0","0","0","0","300999001","300102006","9000015"
"201102027","201102027","0","0","0","0","0","0","300999001","300102006","9000015"
"201103024","201103024","0","0","0","0","0","0","300999001","300103006","9000015"
"201103025","201103025","0","0","0","0","0","0","300999001","300103006","9000015"
"201103026","201103026","0","0","0","0","0","0","300999001","300103006","9000015"
"201103027","201103027","0","0","0","0","0","0","300999001","300103006","9000015"
"201104024","201104024","0","0","0","0","0","0","300999001","300104006","9000015"
"201104025","201104025","0","0","0","0","0","0","300999001","300104006","9000015"
"201104026","201104026","0","0","0","0","0","0","300999001","300104006","9000015"
"201104027","201104027","0","0","0","0","0","0","300999001","300104006","9000015"
"201105024","201105024","0","0","0","0","0","0","300999001","300105006","9000015"
"201105025","201105025","0","0","0","0","0","0","300999001","300105006","9000015"
"201105026","201105026","0","0","0","0","0","0","300999001","300105006","9000015"
"201105027","201105027","0","0","0","0","0","0","300999001","300105006","9000015"
"301101026","301101026","0","0","0","0","0","0","300999001","330301126","9000025"
"301101027","301101027","0","0","0","0","0","0","300999001","330301126","9000025"
"301101028","301101028","0","0","0","0","0","0","300999001","330301126","9000025"
"301101029","301101029","0","0","0","0","0","0","300999001","330301126","9000025"
"301102026","301102026","0","0","0","0","0","0","300999001","330301226","9000025"
"301102027","301102027","0","0","0","0","0","0","300999001","330301226","9000025"
"301102028","301102028","0","0","0","0","0","0","300999001","330301226","9000025"
"301102029","301102029","0","0","0","0","0","0","300999001","330301226","9000025"
"301103026","301103026","0","0","0","0","0","0","300999001","330301326","9000025"
"301103027","301103027","0","0","0","0","0","0","300999001","330301326","9000025"
"301103028","301103028","0","0","0","0","0","0","300999001","330301326","9000025"
"301103029","301103029","0","0","0","0","0","0","300999001","330301326","9000025"
"301104026","301104026","0","0","0","0","0","0","300999001","330301426","9000025"
"301104027","301104027","0","0","0","0","0","0","300999001","330301426","9000025"
"301104028","301104028","0","0","0","0","0","0","300999001","330301426","9000025"
"301104029","301104029","0","0","0","0","0","0","300999001","330301426","9000025"
"301105026","301105026","0","0","0","0","0","0","300999001","330301526","9000025"
"301105027","301105027","0","0","0","0","0","0","300999001","330301526","9000025"
"301105028","301105028","0","0","0","0","0","0","300999001","330301526","9000025"
"301105029","301105029","0","0","0","0","0","0","300999001","330301526","9000025"
"302101026","302101026","0","0","0","0","0","0","300999001","330302126","9000025"
"302101027","302101027","0","0","0","0","0","0","300999001","330302126","9000025"
"302101028","302101028","0","0","0","0","0","0","300999001","330302126","9000025"
"302101029","302101029","0","0","0","0","0","0","300999001","330302126","9000025"
"302102026","302102026","0","0","0","0","0","0","300999001","330302226","9000025"
"302102027","302102027","0","0","0","0","0","0","300999001","330302226","9000025"
"302102028","302102028","0","0","0","0","0","0","300999001","330302226","9000025"
"302102029","302102029","0","0","0","0","0","0","300999001","330302226","9000025"
"302103026","302103026","0","0","0","0","0","0","300999001","330302326","9000025"
"302103027","302103027","0","0","0","0","0","0","300999001","330302326","9000025"
"302103028","302103028","0","0","0","0","0","0","300999001","330302326","9000025"
"302103029","302103029","0","0","0","0","0","0","300999001","330302326","9000025"
"302104026","302104026","0","0","0","0","0","0","300999001","330302426","9000025"
"302104027","302104027","0","0","0","0","0","0","300999001","330302426","9000025"
"302104028","302104028","0","0","0","0","0","0","300999001","330302426","9000025"
"302104029","302104029","0","0","0","0","0","0","300999001","330302426","9000025"
"302105026","302105026","0","0","0","0","0","0","300999001","330302526","9000025"
"302105027","302105027","0","0","0","0","0","0","300999001","330302526","9000025"
"302105028","302105028","0","0","0","0","0","0","300999001","330302526","9000025"
"302105029","302105029","0","0","0","0","0","0","300999001","330302526","9000025"
"303101026","303101026","0","0","0","0","0","0","300999001","330303126","9000025"
"303101027","303101027","0","0","0","0","0","0","300999001","330303126","9000025"
"303101028","303101028","0","0","0","0","0","0","300999001","330303126","9000025"
"303101029","303101029","0","0","0","0","0","0","300999001","330303126","9000025"
"303102026","303102026","0","0","0","0","0","0","300999001","330303226","9000025"
"303102027","303102027","0","0","0","0","0","0","300999001","330303226","9000025"
"303102028","303102028","0","0","0","0","0","0","300999001","330303226","9000025"
"303102029","303102029","0","0","0","0","0","0","300999001","330303226","9000025"
"303103026","303103026","0","0","0","0","0","0","300999001","330303326","9000025"
"303103027","303103027","0","0","0","0","0","0","300999001","330303326","9000025"
"303103028","303103028","0","0","0","0","0","0","300999001","330303326","9000025"
"303103029","303103029","0","0","0","0","0","0","300999001","330303326","9000025"
"303104026","303104026","0","0","0","0","0","0","300999001","330303426","9000025"
"303104027","303104027","0","0","0","0","0","0","300999001","330303426","9000025"
"303104028","303104028","0","0","0","0","0","0","300999001","330303426","9000025"
"303104029","303104029","0","0","0","0","0","0","300999001","330303426","9000025"
"303105026","303105026","0","0","0","0","0","0","300999001","330303526","9000025"
"303105027","303105027","0","0","0","0","0","0","300999001","330303526","9000025"
"303105028","303105028","0","0","0","0","0","0","300999001","330303526","9000025"
"303105029","303105029","0","0","0","0","0","0","300999001","330303526","9000025"
"304101026","304101026","0","0","0","0","0","0","300999001","330304126","9000025"
"304101027","304101027","0","0","0","0","0","0","300999001","330304126","9000025"
"304101028","304101028","0","0","0","0","0","0","300999001","330304126","9000025"
"304101029","304101029","0","0","0","0","0","0","300999001","330304126","9000025"
"304102026","304102026","0","0","0","0","0","0","300999001","330304226","9000025"
"304102027","304102027","0","0","0","0","0","0","300999001","330304226","9000025"
"304102028","304102028","0","0","0","0","0","0","300999001","330304226","9000025"
"304102029","304102029","0","0","0","0","0","0","300999001","330304226","9000025"
"304103026","304103026","0","0","0","0","0","0","300999001","330304326","9000025"
"304103027","304103027","0","0","0","0","0","0","300999001","330304326","9000025"
"304103028","304103028","0","0","0","0","0","0","300999001","330304326","9000025"
"304103029","304103029","0","0","0","0","0","0","300999001","330304326","9000025"
"304104026","304104026","0","0","0","0","0","0","300999001","330304426","9000025"
"304104027","304104027","0","0","0","0","0","0","300999001","330304426","9000025"
"304104028","304104028","0","0","0","0","0","0","300999001","330304426","9000025"
"304104029","304104029","0","0","0","0","0","0","300999001","330304426","9000025"
"304105026","304105026","0","0","0","0","0","0","300999001","330304526","9000025"
