"StageID","StageType","ChannelId","StageNameSID","BlockSize","StageLevel","CombatPower","AirWalkban","DirectWarpAble","BoardOnOff","MapMiniInfo","Gendata","StandardPosition_X","StandardPosition_Y","WayPoint","SafetyArea","SectorGrade","GatheringZone","MiningZone","SpiritZone"
10040, 12, 2002, "Abandoned Mine Labyrinth 1F", 3200, 60, 57000, false, true, true, "MAP_MINI_10040.json", "GENDATA_10040.json", -25000, -24620, "WAYPOINT_10040.json", "SAFE_AREA_10040.json", "SECTOR_GRADE_10040.json", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)"
10041, 12, 2002, "Abandoned Mine Labyrinth 2F", 3200, 63, 57000, false, true, true, "MAP_MINI_10041.json", "GENDATA_10041.json", -25000, -24620, "WAYPOINT_10041.json", "SAFE_AREA_10041.json", "SECTOR_GRADE_10041.json", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)"
10042, 12, 2002, "Abandoned Mine Labyrinth 3F", 3200, 66, 57000, false, true, true, "MAP_MINI_10042.json", "GENDATA_10042.json", -25000, -24620, "WAYPOINT_10042.json", "SAFE_AREA_10042.json", "SECTOR_GRADE_10042.json", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)"
10043, 12, 2005, "Abandoned Mine Labyrinth 4F", 4800, 100, 57000, false, true, true, "MAP_MINI_10043.json", "GENDATA_10043.json", -25100, -24690, "WAYPOINT_10043.json", "SAFE_AREA_10043.json", "SECTOR_GRADE_10043.json", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)"
10050, 12, 2002, "Heaven's Way Labyrinth 1F", 3200, 75, 66700, false, true, true, "MAP_MINI_10050.json", "GENDATA_10050.json", -21500, -23300, "WAYPOINT_10050.json", "SAFE_AREA_10050.json", "SECTOR_GRADE_10050.json", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)"
10051, 12, 2002, "Heaven's Way Labyrinth 2F", 3200, 78, 66700, false, true, true, "MAP_MINI_10051.json", "GENDATA_10051.json", -21500, -23300, "WAYPOINT_10051.json", "SAFE_AREA_10051.json", "SECTOR_GRADE_10051.json", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)"
10052, 12, 2002, "Heaven's Way Labyrinth 3F", 3200, 81, 66700, false, true, true, "MAP_MINI_10052.json", "GENDATA_10052.json", -21500, -23300, "WAYPOINT_10052.json", "SAFE_AREA_10052.json", "SECTOR_GRADE_10052.json", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)"
10053, 12, 2005, "Heaven's Way Labyrinth 4F", 4800, 105, 66700, false, true, true, "MAP_MINI_10053.json", "GENDATA_10053.json", -24020, -24050, "WAYPOINT_10053.json", "SAFE_AREA_10053.json", "SECTOR_GRADE_10053.json", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)"
10060, 12, 2002, "Redmoon Labyrinth 1F", 3200, 90, 77300, false, true, true, "MAP_MINI_10060.json", "GENDATA_10060.json", -24450, -26640, "WAYPOINT_10060.json", "SAFE_AREA_10060.json", "SECTOR_GRADE_10060.json", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)"
10061, 12, 2002, "Redmoon Labyrinth 2F", 3200, 93, 77300, false, true, true, "MAP_MINI_10061.json", "GENDATA_10061.json", -24450, -26640, "WAYPOINT_10061.json", "SAFE_AREA_10061.json", "SECTOR_GRADE_10061.json", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)"
10062, 12, 2002, "Redmoon Labyrinth 3F", 3200, 96, 77300, false, true, true, "MAP_MINI_10062.json", "GENDATA_10062.json", -24450, -26640, "WAYPOINT_10062.json", "SAFE_AREA_10062.json", "SECTOR_GRADE_10062.json", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)"
10063, 12, 2005, "Redmoon Labyrinth 4F", 4800, 110, 77300, false, true, true, "MAP_MINI_10063.json", "GENDATA_10063.json", -24280, -26500, "WAYPOINT_10063.json", "SAFE_AREA_10063.json", "SECTOR_GRADE_10063.json", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)"
10070, 12, 2002, "Phantasia Labyrinth 1F", 3200, 106, 87541, false, true, true, "MAP_MINI_10070.json", "GENDATA_10070.json", -25000, -24620, "WAYPOINT_10070.json", "SAFE_AREA_10070.json", "SECTOR_GRADE_10070.json", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)"
10071, 12, 2002, "Phantasia Labyrinth 2F", 3200, 111, 90004, false, true, true, "MAP_MINI_10071.json", "GENDATA_10071.json", -25000, -24620, "WAYPOINT_10071.json", "SAFE_AREA_10071.json", "SECTOR_GRADE_10071.json", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)"
10072, 12, 2002, "Phantasia Labyrinth 3F", 3200, 116, 92072, false, true, true, "MAP_MINI_10072.json", "GENDATA_10072.json", -25000, -24620, "WAYPOINT_10072.json", "SAFE_AREA_10072.json", "SECTOR_GRADE_10072.json", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)"
10073, 12, 2005, "Phantasia Labyrinth 4F", 4800, 128, 98453, false, true, true, "MAP_MINI_10073.json", "GENDATA_10073.json", -25100, -24690, "WAYPOINT_10073.json", "SAFE_AREA_10073.json", "SECTOR_GRADE_10073.json", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)"
10080, 12, 2002, "Rockcut Labyrinth 1F", 3200, 126, 107900, false, true, true, "MAP_MINI_10080.json", "GENDATA_10080.json", -21500, -23300, "WAYPOINT_10080.json", "SAFE_AREA_10080.json", "SECTOR_GRADE_10080.json", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)"
10081, 12, 2002, "Rockcut Labyrinth 2F", 3200, 131, 107900, false, true, true, "MAP_MINI_10081.json", "GENDATA_10081.json", -21500, -23300, "WAYPOINT_10081.json", "SAFE_AREA_10081.json", "SECTOR_GRADE_10081.json", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)"
10082, 12, 2002, "Rockcut Labyrinth 3F", 3200, 136, 107900, false, true, true, "MAP_MINI_10082.json", "GENDATA_10082.json", -21500, -23300, "WAYPOINT_10082.json", "SAFE_AREA_10082.json", "SECTOR_GRADE_10082.json", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)"
10083, 12, 2005, "Rockcut Labyrinth 4F", 4800, 148, 107900, false, true, true, "MAP_MINI_10083.json", "GENDATA_10083.json", -24020, -24050, "WAYPOINT_10083.json", "SAFE_AREA_10083.json", "SECTOR_GRADE_10083.json", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)"
10090, 12, 2002, "Sabuk Labyrinth 1F", 3200, 141, 118500, false, true, true, "MAP_MINI_10090.json", "GENDATA_10090.json", -24450, -26640, "WAYPOINT_10090.json", "SAFE_AREA_10090.json", "SECTOR_GRADE_10090.json", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)"
10091, 12, 2002, "Sabuk Labyrinth 2F", 3200, 146, 118500, false, true, true, "MAP_MINI_10091.json", "GENDATA_10091.json", -24450, -26640, "WAYPOINT_10091.json", "SAFE_AREA_10091.json", "SECTOR_GRADE_10091.json", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)"
10092, 12, 2002, "Sabuk Labyrinth 3F", 3200, 151, 118500, false, true, true, "MAP_MINI_10092.json", "GENDATA_10092.json", -24450, -26640, "WAYPOINT_10092.json", "SAFE_AREA_10092.json", "SECTOR_GRADE_10092.json", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)"
10093, 12, 2005, "Sabuk Labyrinth 4F", 4800, 157, 118500, false, true, true, "MAP_MINI_10093.json", "GENDATA_10093.json", -24280, -26500, "WAYPOINT_10093.json", "SAFE_AREA_10093.json", "SECTOR_GRADE_10093.json", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)"
10100, 12, 2002, "Nine Dragon Labyrinth 1F", 3200, 157, 147300, false, true, true, "MAP_MINI_10100.json", "GENDATA_10100.json", -25000, -24620, "WAYPOINT_10100.json", "SAFE_AREA_10100.json", "SECTOR_GRADE_10070.json", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)"
10101, 12, 2002, "Nine Dragon Labyrinth 2F", 3200, 161, 147300, false, true, true, "MAP_MINI_10101.json", "GENDATA_10101.json", -25000, -24620, "WAYPOINT_10101.json", "SAFE_AREA_10101.json", "SECTOR_GRADE_10071.json", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)"
10102, 12, 2002, "Nine Dragon Labyrinth 3F", 3200, 165, 147300, false, true, true, "MAP_MINI_10102.json", "GENDATA_10102.json", -25000, -24620, "WAYPOINT_10102.json", "SAFE_AREA_10102.json", "SECTOR_GRADE_10072.json", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)"
10103, 12, 2005, "Nine Dragon Labyrinth 4F", 4800, 172, 147300, false, true, true, "MAP_MINI_10103.json", "GENDATA_10103.json", -25100, -24690, "WAYPOINT_10103.json", "SAFE_AREA_10103.json", "SECTOR_GRADE_10073.json", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)"
11001, 13, 2006, "Crimson Abaddon", 6400, 130, 13200, false, true, true, "MAP_MINI_11001.json", "GENDATA_11001.json", -17104, -30725, "WAYPOINT_11001.json", "SAFE_AREA_11001.json", "0", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)"
11002, 13, 2006, "Shackling Abaddon", 6400, 10, 25301, false, true, true, "MAP_MINI_11002.json", "GENDATA_11002.json", -27769, -52411, "WAYPOINT_11002.json", "SAFE_AREA_11002.json", "0", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)"
12001, 13, 2006, "Black Flame Abaddon", 6400, 130, 78701, false, true, true, "MAP_MINI_12001.json", "GENDATA_12001.json", -17104, -30725, "WAYPOINT_12001.json", "SAFE_AREA_12001.json", "0", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)"
12002, 13, 2006, "Violet Abaddon", 6400, 150, 99509, false, true, true, "MAP_MINI_12002.json", "GENDATA_12002.json", -17104, -30725, "WAYPOINT_12002.json", "SAFE_AREA_12002.json", "0", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)"
13001, 1, 2006, "Sanctuary of Hydra", 6400, 70, 64800, false, true, true, "MAP_MINI_13001.json", "GENDATA_13001.json", -24243, -26732, "WAYPOINT_13001.json", "SAFE_AREA_13001.json", "0", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)"
300120, 2, 1003, "[Mystery] Backstreet Stonehall", 6400, 0, 1, false, false, true, "MAP_MINI_300120.json", "GENDATA_300120.json", -21699, -21810, "0", "SAFE_AREA_300120.json", "0", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)"
300140, 2, 1003, "[Mystery] Underwater Cave", 6400, 0, 1, false, false, true, "MAP_MINI_300140.json", "GENDATA_300140.json", -14811, -14807, "0", "SAFE_AREA_300140.json", "0", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)"
300150, 2, 1003, "[Mystery] Bewitching Labyrinth", 6400, 0, 1, false, false, true, "MAP_MINI_300150.json", "GENDATA_300150.json", -18482, -26351, "0", "SAFE_AREA_300150.json", "0", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)"
300160, 2, 1003, "[Mystery] Warmonger's Cave", 6400, 0, 1, false, false, true, "MAP_MINI_300160.json", "GENDATA_300160.json", -9563, -8759, "0", "SAFE_AREA_300160.json", "0", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)"
300240, 2, 1003, "[Mystery] Jo Gyu's Secret Jail", 6400, 0, 1, false, false, true, "MAP_MINI_300240.json", "GENDATA_300240.json", -15020, 2000, "0", "0", "0", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)"
300250, 2, 1003, "[Mystery] Backstreet Gambling Den", 6400, 0, 1, false, false, true, "MAP_MINI_300250.json", "GENDATA_300250.json", -15020, 2000, "0", "0", "0", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)"
300260, 2, 1003, "[Mystery] Wanteds Hollow", 6400, 0, 0, false, false, true, "MAP_MINI_300260.json", "GENDATA_300260.json", -25791, -20043, "0", "SAFE_AREA_300260.json", "0", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)"
300270, 2, 1003, "[Mystery] Bullface Fiend's Lair", 6400, 0, 0, false, false, true, "MAP_MINI_300270.json", "GENDATA_300270.json", -15790, -12590, "0", "SAFE_AREA_300270.json", "0", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)"
300280, 2, 1003, "[Mystery] Nefariox Necropolis Depths", 6400, 0, 1, false, false, true, "MAP_MINI_300230.json", "GENDATA_300280.json", -18766, -8899, "WAYPOINT_300230.json", "SAFE_AREA_300230.json", "0", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)"
300290, 2, 1003, "[Mystery] Healer's Abode", 6400, 0, 1, false, false, true, "MAP_MINI_300290.json", "GENDATA_300290.json", -23520, -18950, "0", "0", "0", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)"
300300, 2, 1003, "[Mystery] Saeyul's Manor", 6400, 0, 1, false, false, true, "MAP_MINI_300300.json", "GENDATA_300290.json", -4770, -4435, "0", "0", "0", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)"
300310, 2, 1003, "[Mystery] Bullface Fiend Castle", 6400, 0, 1, false, false, true, "MAP_MINI_300310.json", "GENDATA_300310.json", -17890, -5529, "0", "0", "0", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)"
300320, 2, 1003, "[Mystery] Wuam's Abode", 6400, 0, 1, false, false, true, "MAP_MINI_300320.json", "GENDATA_300290.json", -13925, -12200, "0", "0", "0", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)"
300330, 1, 2005, "Cryptic Sanctuary", 6400, 80, 1, false, true, true, "MAP_MINI_300330.json", "GENDATA_300330.json", -25791, -20043, "WAYPOINT_300330.json", "SAFE_AREA_300330.json", "0", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)"
300340, 1, 1001, "[Mystery] Phantom Vale", 6400, 0, 1, false, false, true, "MAP_MINI_300340.json", "GENDATA_300340.json", -21005, -17021, "0", "SAFE_AREA_300340.json", "0", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)"
300350, 2, 1003, "[Mystery] Viperbeast Domain", 6400, 0, 1, false, false, true, "MAP_MINI_300350.json", "0", -20040, -19890, "0", "0", "0", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)"
300360, 1, 1001, "[Mystery] Viperbeast's Labyrinth", 6400, 0, 1, false, false, true, "MAP_MINI_300360.json", "GENDATA_300360.json", -9563, -8759, "0", "SAFE_AREA_300360.json", "0", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)"
300370, 1, 2005, "[Mystery] Flory Village", 6400, 0, 1, false, false, true, "MAP_MINI_300370.json", "GENDATA_300370.json", -20040, -19890, "0", "SAFE_AREA_300370.json", "0", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)"
300380, 1, 2005, "[Mystery] Spirit's Spring", 6400, 0, 1, false, false, true, "MAP_MINI_300380.json", "GENDATA_300380.json", -14811, -14807, "0", "SAFE_AREA_300380.json", "0", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)"
300390, 1, 2005, "[Mystery] Hidden Cave", 6400, 0, 1, false, false, true, "MAP_MINI_300390.json", "GENDATA_300390.json", -9563, -8759, "0", "SAFE_AREA_300390.json", "0", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)"
300400, 2, 1003, "[Mystery] Redmoon Mountain Goblin Village", 6400, 0, 1, false, false, true, "0", "GENDATA_300400.json", -20040, -19890, "0", "SAFE_AREA_300400.json", "0", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)"
300410, 1, 2005, "[Mystery] Heaven's Way Peak Tunnel", 6400, 0, 1, false, false, true, "0", "GENDATA_300410.json", -11972, -9265, "0", "SAFE_AREA_300410.json", "0", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)"
300420, 1, 2005, "[Mystery] Demon's Haunt", 6400, 0, 1, false, false, true, "0", "GENDATA_300420.json", -25023, -29571, "0", "SAFE_AREA_300420.json", "0", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)", "(X=0,Y=0,Z=0)"
