"Name","RowId","PresetGroupId","OrderNum","MainColorNumber","MainColorBrightness","SubColorNumber","SubColorBrightness"
"63","63","1004","3","128","100","128","100"
"64","64","1004","4","129","100","129","100"
"65","65","1004","5","130","100","130","100"
"66","66","1004","6","131","100","131","100"
"67","67","1004","7","132","100","132","100"
"68","68","1004","8","133","100","133","100"
"69","69","1004","9","134","100","134","100"
"70","70","1004","10","135","100","135","100"
"71","71","1004","11","136","100","136","100"
"72","72","1004","12","137","100","137","100"
"73","73","1004","13","138","100","138","100"
"74","74","1004","14","139","100","139","100"
"75","75","1004","15","140","100","140","100"
"76","76","1004","16","141","100","141","100"
"77","77","1004","17","142","100","142","100"
"78","78","1004","18","143","100","143","100"
"79","79","1004","19","144","100","144","100"
"80","80","1004","20","145","100","145","100"
"81","81","1005","1","126","100","126","100"
"82","82","1005","2","127","100","127","100"
"83","83","1005","3","128","100","128","100"
"84","84","1005","4","129","100","129","100"
"85","85","1005","5","130","100","130","100"
"86","86","1005","6","131","100","131","100"
"87","87","1005","7","132","100","132","100"
"88","88","1005","8","133","100","133","100"
"89","89","1005","9","134","100","134","100"
"90","90","1005","10","135","100","135","100"
"91","91","1005","11","136","100","136","100"
"92","92","1005","12","137","100","137","100"
"93","93","1005","13","138","100","138","100"
"94","94","1005","14","139","100","139","100"
"95","95","1005","15","140","100","140","100"
"96","96","1005","16","141","100","141","100"
"97","97","1005","17","142","100","142","100"
"98","98","1005","18","143","100","143","100"
"99","99","1005","19","144","100","144","100"
"100","100","1005","20","145","100","145","100"
"101","101","1006","1","6","-100","125","-42"
"102","102","1006","2","127","100","127","100"
"103","103","1006","3","128","100","128","100"
"104","104","1006","4","129","100","129","100"
"105","105","1006","5","130","100","130","100"
"106","106","1006","6","131","100","131","100"
"107","107","1006","7","132","100","132","100"
"108","108","1006","8","133","100","133","100"
"109","109","1006","9","134","100","134","100"
"110","110","1006","10","135","100","135","100"
"111","111","1006","11","136","100","136","100"
"112","112","1006","12","137","100","137","100"
"113","113","1006","13","138","100","138","100"
"114","114","1006","14","139","100","139","100"
"115","115","1006","15","140","100","140","100"
"116","116","1006","16","141","100","141","100"
"117","117","1006","17","142","100","142","100"
"118","118","1006","18","143","100","143","100"
"119","119","1006","19","144","100","144","100"
"120","120","1006","20","145","100","145","100"
"121","121","1007","1","50","-46","1","-20"
"122","122","1007","2","127","100","127","100"
"123","123","1007","3","128","100","128","100"
"124","124","1007","4","129","100","129","100"
"125","125","1007","5","130","100","130","100"
"126","126","1007","6","131","100","131","100"
"127","127","1007","7","132","100","132","100"
"128","128","1007","8","133","100","133","100"
"129","129","1007","9","134","100","134","100"
"130","130","1007","10","135","100","135","100"
"131","131","1007","11","136","100","136","100"
"132","132","1007","12","137","100","137","100"
"133","133","1007","13","138","100","138","100"
"134","134","1007","14","139","100","139","100"
"135","135","1007","15","140","100","140","100"
"136","136","1007","16","141","100","141","100"
"137","137","1007","17","142","100","142","100"
"138","138","1007","18","143","100","143","100"
"139","139","1007","19","144","100","144","100"
"140","140","1007","20","145","100","145","100"
"141","141","1008","1","124","100","6","-20"
"142","142","1008","2","127","100","127","100"
"143","143","1008","3","128","100","128","100"
"144","144","1008","4","129","100","129","100"
"145","145","1008","5","130","100","130","100"
"146","146","1008","6","131","100","131","100"
"147","147","1008","7","132","100","132","100"
"148","148","1008","8","133","100","133","100"
"149","149","1008","9","134","100","134","100"
"150","150","1008","10","135","100","135","100"
"151","151","1008","11","136","100","136","100"
"152","152","1008","12","137","100","137","100"
"153","153","1008","13","138","100","138","100"
"154","154","1008","14","139","100","139","100"
"155","155","1008","15","140","100","140","100"
"156","156","1008","16","141","100","141","100"
"157","157","1008","17","142","100","142","100"
"158","158","1008","18","143","100","143","100"
"159","159","1008","19","144","100","144","100"
"160","160","1008","20","145","100","145","100"
"161","161","1009","1","12","0","125","100"
"162","162","1009","2","127","100","127","100"
"163","163","1009","3","128","100","128","100"
"164","164","1009","4","129","100","129","100"
"165","165","1009","5","130","100","130","100"
"166","166","1009","6","131","100","131","100"
"167","167","1009","7","132","100","132","100"
"168","168","1009","8","133","100","133","100"
"169","169","1009","9","134","100","134","100"
"170","170","1009","10","135","100","135","100"
"171","171","1009","11","136","100","136","100"
"172","172","1009","12","137","100","137","100"
"173","173","1009","13","138","100","138","100"
"174","174","1009","14","139","100","139","100"
"175","175","1009","15","140","100","140","100"
"176","176","1009","16","141","100","141","100"
"177","177","1009","17","142","100","142","100"
"178","178","1009","18","143","100","143","100"
"179","179","1009","19","144","100","144","100"
"180","180","1009","20","145","100","145","100"
"181","181","1010","1","121","-60","113","-80"
"182","182","1010","2","127","100","127","100"
"183","183","1010","3","128","100","128","100"
"184","184","1010","4","129","100","129","100"
"185","185","1010","5","130","100","130","100"
"186","186","1010","6","131","100","131","100"
"187","187","1010","7","132","100","132","100"
"188","188","1010","8","133","100","133","100"
"189","189","1010","9","134","100","134","100"
"190","190","1010","10","135","100","135","100"
"191","191","1010","11","136","100","136","100"
"192","192","1010","12","137","100","137","100"
"193","193","1010","13","138","100","138","100"
"194","194","1010","14","139","100","139","100"
"195","195","1010","15","140","100","140","100"
"196","196","1010","16","141","100","141","100"
"197","197","1010","17","142","100","142","100"
"198","198","1010","18","143","100","143","100"
"199","199","1010","19","144","100","144","100"
"200","200","1010","20","145","100","145","100"
"201","201","1011","1","124","-60","6","-40"
"202","202","1011","2","127","100","127","100"
"203","203","1011","3","128","100","128","100"
"204","204","1011","4","129","100","129","100"
"205","205","1011","5","130","100","130","100"
"206","206","1011","6","131","100","131","100"
"207","207","1011","7","132","100","132","100"
"208","208","1011","8","133","100","133","100"
"209","209","1011","9","134","100","134","100"
"210","210","1011","10","135","100","135","100"
"211","211","1011","11","136","100","136","100"
"212","212","1011","12","137","100","137","100"
"213","213","1011","13","138","100","138","100"
"214","214","1011","14","139","100","139","100"
"215","215","1011","15","140","100","140","100"
"216","216","1011","16","141","100","141","100"
"217","217","1011","17","142","100","142","100"
"218","218","1011","18","143","100","143","100"
"219","219","1011","19","144","100","144","100"
"220","220","1011","20","145","100","145","100"
"221","221","1012","1","124","0","120","-100"
"222","222","1012","2","127","100","127","100"
"223","223","1012","3","128","100","128","100"
"224","224","1012","4","129","100","129","100"
"225","225","1012","5","130","100","130","100"
"226","226","1012","6","131","100","131","100"
"227","227","1012","7","132","100","132","100"
"228","228","1012","8","133","100","133","100"
"229","229","1012","9","134","100","134","100"
"230","230","1012","10","135","100","135","100"
"231","231","1012","11","136","100","136","100"
"232","232","1012","12","137","100","137","100"
"233","233","1012","13","138","100","138","100"
"234","234","1012","14","139","100","139","100"
"235","235","1012","15","140","100","140","100"
"236","236","1012","16","141","100","141","100"
"237","237","1012","17","142","100","142","100"
"238","238","1012","18","143","100","143","100"
"239","239","1012","19","144","100","144","100"
"240","240","1012","20","145","100","145","100"
"241","241","1013","1","28","0","108","-60"
"242","242","1013","2","127","100","127","100"
"243","243","1013","3","128","100","128","100"
"244","244","1013","4","129","100","129","100"
"245","245","1013","5","130","100","130","100"
"246","246","1013","6","131","100","131","100"
"247","247","1013","7","132","100","132","100"
"248","248","1013","8","133","100","133","100"
"249","249","1013","9","134","100","134","100"
"250","250","1013","10","135","100","135","100"
"251","251","1013","11","136","100","136","100"
"252","252","1013","12","137","100","137","100"
"253","253","1013","13","138","100","138","100"
"254","254","1013","14","139","100","139","100"
"255","255","1013","15","140","100","140","100"
"256","256","1013","16","141","100","141","100"
"257","257","1013","17","142","100","142","100"
"258","258","1013","18","143","100","143","100"
"259","259","1013","19","144","100","144","100"
"260","260","1013","20","145","100","145","100"
"261","261","1014","1","6","-20","6","-70"
"262","262","1014","2","127","100","127","100"
"263","263","1014","3","128","100","128","100"
"264","264","1014","4","129","100","129","100"
"265","265","1014","5","130","100","130","100"
"266","266","1014","6","131","100","131","100"
"267","267","1014","7","132","100","132","100"
"268","268","1014","8","133","100","133","100"
"269","269","1014","9","134","100","134","100"
"270","270","1014","10","135","100","135","100"
"271","271","1014","11","136","100","136","100"
"272","272","1014","12","137","100","137","100"
"273","273","1014","13","138","100","138","100"
"274","274","1014","14","139","100","139","100"
"275","275","1014","15","140","100","140","100"
"276","276","1014","16","141","100","141","100"
"277","277","1014","17","142","100","142","100"
"278","278","1014","18","143","100","143","100"
"279","279","1014","19","144","100","144","100"
"280","280","1014","20","145","100","145","100"
"281","281","1015","1","122","-100","124","-72"
"282","282","1015","2","127","100","127","100"
"283","283","1015","3","128","100","128","100"
"284","284","1015","4","129","100","129","100"
"285","285","1015","5","130","100","130","100"
"286","286","1015","6","131","100","131","100"
"287","287","1015","7","132","100","132","100"
"288","288","1015","8","133","100","133","100"
"289","289","1015","9","134","100","134","100"
"290","290","1015","10","135","100","135","100"
"291","291","1015","11","136","100","136","100"
"292","292","1015","12","137","100","137","100"
"293","293","1015","13","138","100","138","100"
"294","294","1015","14","139","100","139","100"
"295","295","1015","15","140","100","140","100"
"296","296","1015","16","141","100","141","100"
"297","297","1015","17","142","100","142","100"
"298","298","1015","18","143","100","143","100"
"299","299","1015","19","144","100","144","100"
"300","300","1015","20","145","100","145","100"
"301","301","1016","1","121","-50","122","-100"
"302","302","1016","2","127","100","127","100"
"303","303","1016","3","128","100","128","100"
"304","304","1016","4","129","100","129","100"
"305","305","1016","5","130","100","130","100"
"306","306","1016","6","131","100","131","100"
"307","307","1016","7","132","100","132","100"
"308","308","1016","8","133","100","133","100"
"309","309","1016","9","134","100","134","100"
"310","310","1016","10","135","100","135","100"
"311","311","1016","11","136","100","136","100"
"312","312","1016","12","137","100","137","100"
"313","313","1016","13","138","100","138","100"
"314","314","1016","14","139","100","139","100"
"315","315","1016","15","140","100","140","100"
"316","316","1016","16","141","100","141","100"
"317","317","1016","17","142","100","142","100"
"318","318","1016","18","143","100","143","100"
"319","319","1016","19","144","100","144","100"
"320","320","1016","20","145","100","145","100"
"321","321","1017","1","124","100","124","-20"
"322","322","1017","2","127","100","127","100"
"323","323","1017","3","128","100","128","100"
"324","324","1017","4","129","100","129","100"
"325","325","1017","5","130","100","130","100"
"326","326","1017","6","131","100","131","100"
"327","327","1017","7","132","100","132","100"
"328","328","1017","8","133","100","133","100"
"329","329","1017","9","134","100","134","100"
"330","330","1017","10","135","100","135","100"
"331","331","1017","11","136","100","136","100"
"332","332","1017","12","137","100","137","100"
"333","333","1017","13","138","100","138","100"
"334","334","1017","14","139","100","139","100"
"335","335","1017","15","140","100","140","100"
"336","336","1017","16","141","100","141","100"
"337","337","1017","17","142","100","142","100"
"338","338","1017","18","143","100","143","100"
"339","339","1017","19","144","100","144","100"
"340","340","1017","20","145","100","145","100"
"341","341","1018","1","109","-40","111","-100"
"342","342","1018","2","127","100","127","100"
"343","343","1018","3","128","100","128","100"
"344","344","1018","4","129","100","129","100"
"345","345","1018","5","130","100","130","100"
"346","346","1018","6","131","100","131","100"
"347","347","1018","7","132","100","132","100"
"348","348","1018","8","133","100","133","100"
"349","349","1018","9","134","100","134","100"
"350","350","1018","10","135","100","135","100"
"351","351","1018","11","136","100","136","100"
"352","352","1018","12","137","100","137","100"
"353","353","1018","13","138","100","138","100"
"354","354","1018","14","139","100","139","100"
"355","355","1018","15","140","100","140","100"
"356","356","1018","16","141","100","141","100"
"357","357","1018","17","142","100","142","100"
"358","358","1018","18","143","100","143","100"
"359","359","1018","19","144","100","144","100"
"360","360","1018","20","145","100","145","100"
"361","361","1101","1","62","100","62","100"
"362","362","1101","2","127","100","127","100"
"363","363","1101","3","128","100","128","100"
"364","364","1101","4","129","100","129","100"
"365","365","1101","5","130","100","130","100"
"366","366","1101","6","131","100","131","100"
"367","367","1101","7","132","100","132","100"
"368","368","1101","8","133","100","133","100"
"369","369","1101","9","134","100","134","100"
"370","370","1101","10","135","100","135","100"
"371","371","1101","11","136","100","136","100"
"372","372","1101","12","137","100","137","100"
"373","373","1101","13","138","100","138","100"
"374","374","1101","14","139","100","139","100"
"375","375","1101","15","140","100","140","100"
"376","376","1101","16","141","100","141","100"
"377","377","1101","17","142","100","142","100"
"378","378","1101","18","143","100","143","100"
"379","379","1101","19","144","100","144","100"
"380","380","1101","20","145","100","145","100"
"381","381","1102","1","76","100","76","100"
"382","382","1102","2","127","100","127","100"
"383","383","1102","3","128","100","128","100"
"384","384","1102","4","129","100","129","100"
"385","385","1102","5","130","100","130","100"
"386","386","1102","6","131","100","131","100"
"387","387","1102","7","132","100","132","100"
"388","388","1102","8","133","100","133","100"
"389","389","1102","9","134","100","134","100"
"390","390","1102","10","135","100","135","100"
"391","391","1102","11","136","100","136","100"
"392","392","1102","12","137","100","137","100"
"393","393","1102","13","138","100","138","100"
"394","394","1102","14","139","100","139","100"
"395","395","1102","15","140","100","140","100"
"396","396","1102","16","141","100","141","100"
"397","397","1102","17","142","100","142","100"
"398","398","1102","18","143","100","143","100"
"399","399","1102","19","144","100","144","100"
"400","400","1102","20","145","100","145","100"
"401","401","1103","1","125","-80","125","-80"
"402","402","1103","2","127","100","127","100"
"403","403","1103","3","128","100","128","100"
"404","404","1103","4","129","100","129","100"
"405","405","1103","5","130","100","130","100"
"406","406","1103","6","131","100","131","100"
"407","407","1103","7","132","100","132","100"
"408","408","1103","8","133","100","133","100"
"409","409","1103","9","134","100","134","100"
"410","410","1103","10","135","100","135","100"
"411","411","1103","11","136","100","136","100"
"412","412","1103","12","137","100","137","100"
"413","413","1103","13","138","100","138","100"
"414","414","1103","14","139","100","139","100"
"415","415","1103","15","140","100","140","100"
"416","416","1103","16","141","100","141","100"
"417","417","1103","17","142","100","142","100"
"418","418","1103","18","143","100","143","100"
"419","419","1103","19","144","100","144","100"
"420","420","1103","20","145","100","145","100"
"421","421","1104","1","73","100","73","100"
"422","422","1104","2","127","100","127","100"
"423","423","1104","3","128","100","128","100"
"424","424","1104","4","129","100","129","100"
"425","425","1104","5","130","100","130","100"
"426","426","1104","6","131","100","131","100"
"427","427","1104","7","132","100","132","100"
"428","428","1104","8","133","100","133","100"
"429","429","1104","9","134","100","134","100"
"430","430","1104","10","135","100","135","100"
"431","431","1104","11","136","100","136","100"
"432","432","1104","12","137","100","137","100"
"433","433","1104","13","138","100","138","100"
"434","434","1104","14","139","100","139","100"
"435","435","1104","15","140","100","140","100"
"436","436","1104","16","141","100","141","100"
"437","437","1104","17","142","100","142","100"
"438","438","1104","18","143","100","143","100"
"439","439","1104","19","144","100","144","100"
"440","440","1104","20","145","100","145","100"
"441","441","1201","1","125","-20","125","-20"
"442","442","1201","2","127","100","127","100"
"443","443","1201","3","128","100","128","100"
"444","444","1201","4","129","100","129","100"
"445","445","1201","5","130","100","130","100"
"446","446","1201","6","131","100","131","100"
"447","447","1201","7","132","100","132","100"
"448","448","1201","8","133","100","133","100"
"449","449","1201","9","134","100","134","100"
"450","450","1201","10","135","100","135","100"
"451","451","1201","11","136","100","136","100"
"452","452","1201","12","137","100","137","100"
"453","453","1201","13","138","100","138","100"
"454","454","1201","14","139","100","139","100"
"455","455","1201","15","140","100","140","100"
"456","456","1201","16","141","100","141","100"
"457","457","1201","17","142","100","142","100"
"458","458","1201","18","143","100","143","100"
"459","459","1201","19","144","100","144","100"
"460","460","1201","20","145","100","145","100"
"461","461","1202","1","39","-28","38","-28"
"462","462","1202","2","127","100","127","100"
"463","463","1202","3","128","100","128","100"
"464","464","1202","4","129","100","129","100"
"465","465","1202","5","130","100","130","100"
"466","466","1202","6","131","100","131","100"
"467","467","1202","7","132","100","132","100"
"468","468","1202","8","133","100","133","100"
"469","469","1202","9","134","100","134","100"
"470","470","1202","10","135","100","135","100"
"471","471","1202","11","136","100","136","100"
"472","472","1202","12","137","100","137","100"
"473","473","1202","13","138","100","138","100"
"474","474","1202","14","139","100","139","100"
"475","475","1202","15","140","100","140","100"
"476","476","1202","16","141","100","141","100"
"477","477","1202","17","142","100","142","100"
"478","478","1202","18","143","100","143","100"
"479","479","1202","19","144","100","144","100"
"480","480","1202","20","145","100","145","100"
"481","481","1203","1","124","0","124","0"
"482","482","1203","2","127","100","127","100"
"483","483","1203","3","128","100","128","100"
"484","484","1203","4","129","100","129","100"
"485","485","1203","5","130","100","130","100"
"486","486","1203","6","131","100","131","100"
"487","487","1203","7","132","100","132","100"
"488","488","1203","8","133","100","133","100"
"489","489","1203","9","134","100","134","100"
"490","490","1203","10","135","100","135","100"
"491","491","1203","11","136","100","136","100"
"492","492","1203","12","137","100","137","100"
"493","493","1203","13","138","100","138","100"
"494","494","1203","14","139","100","139","100"
"495","495","1203","15","140","100","140","100"
"496","496","1203","16","141","100","141","100"
"497","497","1203","17","142","100","142","100"
"498","498","1203","18","143","100","143","100"
"499","499","1203","19","144","100","144","100"
"500","500","1203","20","145","100","145","100"
"501","501","1204","1","124","-60","124","-60"
"502","502","1204","2","127","100","127","100"
"503","503","1204","3","128","100","128","100"
"504","504","1204","4","129","100","129","100"
"505","505","1204","5","130","100","130","100"
"506","506","1204","6","131","100","131","100"
"507","507","1204","7","132","100","132","100"
"508","508","1204","8","133","100","133","100"
"509","509","1204","9","134","100","134","100"
"510","510","1204","10","135","100","135","100"
"511","511","1204","11","136","100","136","100"
"512","512","1204","12","137","100","137","100"
"513","513","1204","13","138","100","138","100"
"514","514","1204","14","139","100","139","100"
"515","515","1204","15","140","100","140","100"
"516","516","1204","16","141","100","141","100"
"517","517","1204","17","142","100","142","100"
"518","518","1204","18","143","100","143","100"
"519","519","1204","19","144","100","144","100"
"520","520","1204","20","145","100","145","100"
"521","521","1205","1","12","0","12","0"
"522","522","1205","2","127","100","127","100"
"523","523","1205","3","128","100","128","100"
"524","524","1205","4","129","100","129","100"
"525","525","1205","5","130","100","130","100"
"526","526","1205","6","131","100","131","100"
"527","527","1205","7","132","100","132","100"
"528","528","1205","8","133","100","133","100"
"529","529","1205","9","134","100","134","100"
"530","530","1205","10","135","100","135","100"
"531","531","1205","11","136","100","136","100"
"532","532","1205","12","137","100","137","100"
"533","533","1205","13","138","100","138","100"
"534","534","1205","14","139","100","139","100"
"535","535","1205","15","140","100","140","100"
"536","536","1205","16","141","100","141","100"
"537","537","1205","17","142","100","142","100"
"538","538","1205","18","143","100","143","100"
"539","539","1205","19","144","100","144","100"
"540","540","1205","20","145","100","145","100"
"541","541","1206","1","113","-80","113","-80"
"542","542","1206","2","127","100","127","100"
"543","543","1206","3","128","100","128","100"
"544","544","1206","4","129","100","129","100"
"545","545","1206","5","130","100","130","100"
"546","546","1206","6","131","100","131","100"
"547","547","1206","7","132","100","132","100"
"548","548","1206","8","133","100","133","100"
"549","549","1206","9","134","100","134","100"
"550","550","1206","10","135","100","135","100"
"551","551","1206","11","136","100","136","100"
"552","552","1206","12","137","100","137","100"
"553","553","1206","13","138","100","138","100"
"554","554","1206","14","139","100","139","100"
"555","555","1206","15","140","100","140","100"
"556","556","1206","16","141","100","141","100"
"557","557","1206","17","142","100","142","100"
"558","558","1206","18","143","100","143","100"
"559","559","1206","19","144","100","144","100"
"560","560","1206","20","145","100","145","100"
"561","561","1207","1","7","-60","7","-60"
"562","562","1207","2","127","100","127","100"
"563","563","1207","3","128","100","128","100"
"564","564","1207","4","129","100","129","100"
"565","565","1207","5","130","100","130","100"
"566","566","1207","6","131","100","131","100"
"567","567","1207","7","132","100","132","100"
"568","568","1207","8","133","100","133","100"
"569","569","1207","9","134","100","134","100"
"570","570","1207","10","135","100","135","100"
"571","571","1207","11","136","100","136","100"
"572","572","1207","12","137","100","137","100"
"573","573","1207","13","138","100","138","100"
"574","574","1207","14","139","100","139","100"
"575","575","1207","15","140","100","140","100"
"576","576","1207","16","141","100","141","100"
"577","577","1207","17","142","100","142","100"
"578","578","1207","18","143","100","143","100"
"579","579","1207","19","144","100","144","100"
"580","580","1207","20","145","100","145","100"
"581","581","1208","1","124","0","124","0"
"582","582","1208","2","127","100","127","100"
"583","583","1208","3","128","100","128","100"
"584","584","1208","4","129","100","129","100"
"585","585","1208","5","130","100","130","100"
"586","586","1208","6","131","100","131","100"
"587","587","1208","7","132","100","132","100"
"588","588","1208","8","133","100","133","100"
"589","589","1208","9","134","100","134","100"
"590","590","1208","10","135","100","135","100"
"591","591","1208","11","136","100","136","100"
"592","592","1208","12","137","100","137","100"
"593","593","1208","13","138","100","138","100"
"594","594","1208","14","139","100","139","100"
"595","595","1208","15","140","100","140","100"
"596","596","1208","16","141","100","141","100"
"597","597","1208","17","142","100","142","100"
"598","598","1208","18","143","100","143","100"
"599","599","1208","19","144","100","144","100"
"600","600","1208","20","145","100","145","100"
"601","601","1209","1","28","0","28","0"
"602","602","1209","2","127","100","127","100"
"603","603","1209","3","128","100","128","100"
"604","604","1209","4","129","100","129","100"
"605","605","1209","5","130","100","130","100"
"606","606","1209","6","131","100","131","100"
"607","607","1209","7","132","100","132","100"
"608","608","1209","8","133","100","133","100"
"609","609","1209","9","134","100","134","100"
"610","610","1209","10","135","100","135","100"
"611","611","1209","11","136","100","136","100"
"612","612","1209","12","137","100","137","100"
"613","613","1209","13","138","100","138","100"
"614","614","1209","14","139","100","139","100"
"615","615","1209","15","140","100","140","100"
"616","616","1209","16","141","100","141","100"
"617","617","1209","17","142","100","142","100"
"618","618","1209","18","143","100","143","100"
"619","619","1209","19","144","100","144","100"
"620","620","1209","20","145","100","145","100"
"621","621","1210","1","6","-40","6","-40"
"622","622","1210","2","127","100","127","100"
"623","623","1210","3","128","100","128","100"
"624","624","1210","4","129","100","129","100"
"625","625","1210","5","130","100","130","100"
"626","626","1210","6","131","100","131","100"
"627","627","1210","7","132","100","132","100"
"628","628","1210","8","133","100","133","100"
"629","629","1210","9","134","100","134","100"
"630","630","1210","10","135","100","135","100"
"631","631","1210","11","136","100","136","100"
"632","632","1210","12","137","100","137","100"
"633","633","1210","13","138","100","138","100"
"634","634","1210","14","139","100","139","100"
"635","635","1210","15","140","100","140","100"
"636","636","1210","16","141","100","141","100"
"637","637","1210","17","142","100","142","100"
"638","638","1210","18","143","100","143","100"
"639","639","1210","19","144","100","144","100"
"640","640","1210","20","145","100","145","100"
"641","641","1211","1","125","-100","125","-100"
"642","642","1211","2","127","100","127","100"
"643","643","1211","3","128","100","128","100"
"644","644","1211","4","129","100","129","100"
"645","645","1211","5","130","100","130","100"
"646","646","1211","6","131","100","131","100"
"647","647","1211","7","132","100","132","100"
"648","648","1211","8","133","100","133","100"
"649","649","1211","9","134","100","134","100"
"650","650","1211","10","135","100","135","100"
"651","651","1211","11","136","100","136","100"
"652","652","1211","12","137","100","137","100"
"653","653","1211","13","138","100","138","100"
"654","654","1211","14","139","100","139","100"
"655","655","1211","15","140","100","140","100"
"656","656","1211","16","141","100","141","100"
"657","657","1211","17","142","100","142","100"
"658","658","1211","18","143","100","143","100"
"659","659","1211","19","144","100","144","100"
"660","660","1211","20","145","100","145","100"
"661","661","1212","1","73","100","73","100"
"662","662","1212","2","127","100","127","100"
"663","663","1212","3","128","100","128","100"
"664","664","1212","4","129","100","129","100"
"665","665","1212","5","130","100","130","100"
"666","666","1212","6","131","100","131","100"
"667","667","1212","7","132","100","132","100"
"668","668","1212","8","133","100","133","100"
"669","669","1212","9","134","100","134","100"
"670","670","1212","10","135","100","135","100"
"671","671","1212","11","136","100","136","100"
"672","672","1212","12","137","100","137","100"
"673","673","1212","13","138","100","138","100"
"674","674","1212","14","139","100","139","100"
"675","675","1212","15","140","100","140","100"
"676","676","1212","16","141","100","141","100"
"677","677","1212","17","142","100","142","100"
"678","678","1212","18","143","100","143","100"
"679","679","1212","19","144","100","144","100"
"680","680","1212","20","145","100","145","100"
"681","681","1213","1","124","0","124","0"
"682","682","1213","2","127","100","127","100"
"683","683","1213","3","128","100","128","100"
"684","684","1213","4","129","100","129","100"
"685","685","1213","5","130","100","130","100"
"686","686","1213","6","131","100","131","100"
"687","687","1213","7","132","100","132","100"
"688","688","1213","8","133","100","133","100"
"689","689","1213","9","134","100","134","100"
"690","690","1213","10","135","100","135","100"
"691","691","1213","11","136","100","136","100"
"692","692","1213","12","137","100","137","100"
"693","693","1213","13","138","100","138","100"
"694","694","1213","14","139","100","139","100"
"695","695","1213","15","140","100","140","100"
"696","696","1213","16","141","100","141","100"
"697","697","1213","17","142","100","142","100"
"698","698","1213","18","143","100","143","100"
"699","699","1213","19","144","100","144","100"
"700","700","1213","20","145","100","145","100"
"701","701","1214","1","109","-40","109","-40"
"702","702","1214","2","127","100","127","100"
"703","703","1214","3","128","100","128","100"
"704","704","1214","4","129","100","129","100"
"705","705","1214","5","130","100","130","100"
"706","706","1214","6","131","100","131","100"
"707","707","1214","7","132","100","132","100"
"708","708","1214","8","133","100","133","100"
"709","709","1214","9","134","100","134","100"
"710","710","1214","10","135","100","135","100"
"711","711","1214","11","136","100","136","100"
"712","712","1214","12","137","100","137","100"
"713","713","1214","13","138","100","138","100"
"714","714","1214","14","139","100","139","100"
"715","715","1214","15","140","100","140","100"
"716","716","1214","16","141","100","141","100"
"717","717","1214","17","142","100","142","100"
"718","718","1214","18","143","100","143","100"
"719","719","1214","19","144","100","144","100"
"720","720","1214","20","145","100","145","100"
"721","721","1215","1","22","100","22","100"
"722","722","1215","2","127","100","127","100"
"723","723","1215","3","128","100","128","100"
"724","724","1215","4","129","100","129","100"
"725","725","1215","5","130","100","130","100"
"726","726","1215","6","131","100","131","100"
"727","727","1215","7","132","100","132","100"
"728","728","1215","8","133","100","133","100"
