"Name","QuestId","QuestLevel","QuestTitle","StepNo","QuestMission","StartScript","EndScript","CountSmallTalk","MissionType","MissionTarget","Parameter1","Parameter2","ParameterClass","CountIndication","QuestTrackerType","MissionStageId","ViaCoordinate","MissionCoordinate","PhaseExitCoordinate","SoundId","SoundRange","EffectId","IconId","ContentOpenPage","StringMESSAGE","AutoBattleType","PcTargetSearchDist","CoordinateRange","QuestTitleSID","QuestMissionSID","RewardExp","RewardGOLD","RewardCostId","RewardCostCount","RewardItem01Id","RewardItem01Count","RewardItem02Id","RewardItem02Count","TutorialGroupId"
"15","109200800","146","설천군의 위기","11","오셰르 따라가기","0","0","","100","0","1","200","(0,0,0,0,0)","0","0","109001040","","(X=-14092.000000,Y=5685.000000,Z=-1130.000000)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","1092001","2092011","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"16","0","146","설천군의 위기","12","수습 경계조 처치","FADE 0 1 2/FADE 1 0 2/HUDHIDE/CAMERAFOCUS (-14460,5616,-779) (-3,37,0) 0 6 (-13689,6218,-416) (-19,52,0) 3 1/SMALLTALK 109200600/DELAY 8/HUDSHOW/NPCRUN 9102 (-12564,-1086,478,89) 2 10","0","","1","0","1","0","(0,0,0,0,0)","0","0","109001040","","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1092001","2092012","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"17","109200900","146","설천군의 위기","12","수습 경계조 처치","0","0","","8200","3","50","0","(0,0,0,0,0)","1","0","109001040","","(X=-11382.000000,Y=8179.000000,Z=-1130.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","8000","1092001","2092013","283820","48172","0","0","(508200003,508200003,508200003,508200003,508200003,508200003)","1","(901200204,901200204,901200204,901200204,901200204,901200204)","15","0"
"18","109201000","146","설천군의 위기","13","오셰르에게 이동","NPCSHOW 9102 (-9162,4196,-671,89)","CINEMATIC 109200400/CUTSCENEDELAY/NPCRUN 9102 (-12818,-1418,478,69) 2","","12","9102","1","200","(0,0,0,0,0)","0","0","109001040","","(X=-9151.000000,Y=4538.000000,Z=-899.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1092001","2092014","202730","25828","0","0","(901200204,901200204,901200204,901200204,901200204,901200204)","15","(604200104,604200104,604200104,604200104,604200104,604200104)","15","0"
"19","109201010","146","설천군의 위기","14","오셰르 따라가기","0","SMALLTALK 109200700/DELAY 2/NPCJUMP 9102 (-11651,-11642,473,90)","","100","0","1","200","(0,0,0,0,0)","0","0","109001040","","(X=-12587,Y=-1150,Z=504)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","1092001","2092015","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"20","109201100","146","설천군의 위기","15","장벽 보초병 처치","NPCSHOW 9101 (-12640,-12960,630,10)/NPCSHOW 9103 (-12640,-13220,630,30)","NPCHIDE 9102/NPCSHOW 9102 (-11651,-11642,473,90)","","8200","4","50","0","(0,0,0,0,0)","1","0","109001040","","(X=-11598.000000,Y=-6581.000000,Z=382.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","8000","1092001","2092016","283820","48172","0","0","(501200050,501200050,501200050,501200050,501200050,501200050)","1","(701200103,701200103,701200103,701200103,701200103,701200103)","15","0"
"21","109201110","146","설천군의 위기","16","오셰르 따라가기","0","NPCRUN 9102 (-12194,-13007,630,-179) 2","","100","0","1","200","(0,0,0,0,0)","0","0","109001040","","(X=-11672.000000,Y=-11360.000000,Z=406.000000)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","1092001","2092017","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"22","109201200","146","설천군의 위기","17","사부님과 대화","0","CINEMATIC 109200500/NPCHIDE 9102/NPCHIDE 9103/CUTSCENEDELAY/CAMERASET 22 3 500 3/NPCJUMP 9101 (-3324,-13037,630,0)/DELAY 2/NPCHIDE 9101","","12","9101","1","0","(0,0,0,0,0)","0","0","109001040","","(X=-12367.000000,Y=-12926.000000,Z=533.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1092001","2092018","202730","25828","0","0","(902200203,902200203,902200203,902200203,902200203,902200203)","15","(621200001,621200001,621200001,621200001,621200001,621200001)","8","0"
"23","109201300","147","설천군의 위기","18","온전한 설천군 찾기","NPCSHOW 91111 (-5129,-2035,-450,-120)","SMALLTALK 109200800","","100","0","1","200","(0,0,0,0,0)","0","0","109001040","","(X=-5416.000000,Y=-2410.000000,Z=-522.000000)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","1092001","2092019","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"24","109201400","147","설천군의 위기","19","병사 살펴보기","0","SEQUENCE 9000401/CUTSCENEDELAY","","9100","109200001","1","0","(0,0,0,0,0)","0","0","109001040","","(X=-5263.000000,Y=-2184.000000,Z=-531.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1092001","2092020","244860","32214","11","3000","(901200104,901200104,901200104,901200104,901200104,901200104)","15","(508200002,508200002,508200002,508200002,508200002,508200002)","1","0"
"25","0","147","설천군의 위기","20","병영 일지 조각 모으기","SMALLTALK 109200900","0","","1","0","1","0","(0,0,0,0,0)","0","0","109001040","","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1092001","2092021","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"26","109201500","147","설천군의 위기","20","병영 일지 조각 모으기","SMALLTALK 109201000","SMALLTALK 109201200/NPCHIDE 91111","","8200","5","25","50000","(0,0,0,0,0)","1","0","109001040","","(X=-3822.000000,Y=-6897.000000,Z=-541.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","8000","1092001","2092022","285670","48174","0","0","(508200003,508200003,508200003,508200003,508200003,508200003)","1","(701200303,701200303,701200303,701200303,701200303,701200303)","8","0"
"27","109201600","147","설천군의 위기","21","온전한 설천군 찾기","0","HUDHIDE/SMALLTALK 109201300/DELAY 7/HUDSHOW","","100","0","1","200","(0,0,0,0,0)","0","0","109001040","","(X=55.000000,Y=2468.000000,Z=-1301.000000)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","1092001","2092023","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"28","109201700","147","설천군의 위기","22","목소리 확인하기","0","0","","100","0","1","200","(0,0,0,0,0)","0","0","109001040","","(X=60.000000,Y=5060.000000,Z=-797.000000)","(X=55,Y=2468,Z=-1301)","0","0","0","0","0","0","0","0","0","1092001","2092024","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"29","0","147","설천군의 위기","23","테무킨 저지","0","0","","84","109210","1","0","(0,0,0,0,0)","0","0.1","109001040","","(X=60.000000,Y=5060.000000,Z=-797.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1092001","2092025","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"30","0","154","설천군의 위기","24","온전한 설천군 찾기","FADE 1 0 2","SMALLTALK 109201900","","1","0","1","0","(0,0,0,0,0)","0","0","109001040","","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1092001","2092026","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"31","109201800","147","설천군의 위기","24","온전한 설천군 찾기","NPCSHOW 9101 (13981,2786,-1008,-109)","0","","100","0","1","200","(0,0,0,0,0)","0","0","109001040","","(X=13651.000000,Y=1273.000000,Z=-389.000000)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","1092001","2092026","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"32","109201900","147","설천군의 위기","25","사부님과 대화","0","CINEMATIC 109200700/NPCSHOW 9101 (13880,3051,-1008,89)/NPCSHOW 9103 (13678,2920,-1008,89)/CUTSCENEDELAY/SMALLTALK 109202000/NPCRUN 9101 (17078,8038,-1034,-30) 2/NPCRUN 9103 (17083,7623,-1034,30) 2","","12","9101","1","0","(0,0,0,0,0)","0","0","109001040","","(X=13780.000000,Y=2624.000000,Z=-1106.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1092001","2092027","204050","25830","12","4500","(501200050,501200050,501200050,501200050,501200050,501200050)","1","(901200104,901200104,901200104,901200104,901200104,901200104)","15","0"
"33","109202000","147","설천군의 위기","26","비상약 모으기","NPCSHOW 91071 (17350,7805,-1034,-179)","0","","8052","209030039","15","50000","(0,0,0,0,0)","1","0","109001040","","(X=11329.000000,Y=6657.000000,Z=-1130.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","8000","1092001","2092028","285670","48174","0","0","(517200412,517200412,517200412,517200412,517200412,517200412)","1","(901200304,901200304,901200304,901200304,901200304,901200304)","15","0"
"34","109202100","147","설천군의 위기","27","비상약 전달하기","NPCSHOW 9101 (17078,8038,-1034,-30)/NPCSHOW 9103 (17083,7623,-1034,30)","CINEMATIC 109200800/NPCHIDE 91071/NPCSHOW 9101 (17078,7214,-1034,-89)/NPCSHOW 9103 (16924,7528,-1034,-89)/NPCSHOW 9107 (17350,7805,-1034,-179)/CUTSCENEDELAY/NPCRUN 9101 (18314,3912,-413,0) 2 8/NPCRUN 9103 (17786,3673,-413,0) 2 8/NPCRUN 9107 (18053,3697,-413,-10) 2 8","","100","0","1","200","(0,0,0,0,0)","0","0","109001040","","(X=16790,Y=7819,Z=-1007)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","1092001","2092029","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"35","109202300","147","설천군의 위기","28","토벌대장 집무실로","0","0","","100","0","1","200","(0,0,0,0,0)","0","0","109001040","","(X=18070.000000,Y=10940.000000,Z=390.000000)","(X=16810.000000,Y=10940.000000,Z=390.000000)","0","0","1020008","0","0","0","0","0","0","1092001","2092030","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"36","0","148","설천군의 위기","29","토벌대장 처치","0","0","","84","109220","1","0","(0,0,0,0,0)","0","0.1","109001040","","(X=18070.000000,Y=10940.000000,Z=390.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1092001","2092031","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"37","0","148","설천군의 위기","29","토벌대장 처치","CAMERASET 178 -20 1200 0/FADE 1 0 2","0","","1","0","1","0","(0,0,0,0,0)","0","0","109001040","","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1092001","2092031","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"38","109202400","149","사북장벽의 비밀","1","사부님 찾기","NPCSHOW 9101 (-16396,-9706,1297,-149)/NPCSHOW 9103 (-16835,-9946,1297,29)","SMALLTALK 109202600","","100","0","1","1000","(0,0,0,0,0)","0","0","109001050","","(X=-25800.000000,Y=-5730.000000,Z=900.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1092002","2092032","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"39","109202410","149","사북장벽의 비밀","1","사부님 찾기","0","0","","100","0","1","200","(0,0,0,0,0)","0","0","109001050","","(X=-16636,Y=-8321,Z=1322)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","1092002","2092032","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"40","109202500","149","사북장벽의 비밀","2","사부님과 대화가기","0","CINEMATIC 109200900/CUTSCENEDELAY/NPCRUN 9101 (-17385,-13733,1555,0) 2 8/NPCRUN 9103 (-17744,-13709,1597,0) 2 8/SMALLTALK 109202610","","12","9101","1","0","(0,0,0,0,0)","0","0","109001050","","(X=-16659,Y=-9626,Z=1321)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1092002","2092033","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"41","109202600","149","사북장벽의 비밀","3","실험체 처치","0","0","","8200","1","50","0","(0,0,0,0,0)","1","0","109001050","","(X=-20602.000000,Y=-11268.000000,Z=1500.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","8000","1092002","2092034","289400","48178","0","0","(508200003,508200003,508200003,508200003,508200003,508200003)","1","(902200203,902200203,902200203,902200203,902200203,902200203)","15","0"
"42","109202610","149","사북장벽의 비밀","4","온전한 설천군 찾기","0","SMALLTALK 109202620","","100","0","1","200","(0,0,0,0,0)","0","0","109001050","","(X=-11026.000000,Y=-10155.000000,Z=900.000000)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","1092002","2092035","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"43","109202620","149","사북장벽의 비밀","5","노예병사 처치","0","0","","8200","2","30","0","(0,0,0,0,0)","1","0","109001050","","(X=-11964.000000,Y=-6557.000000,Z=900.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","8000","1092002","2092036","289400","48178","0","0","(517200412,517200412,517200412,517200412,517200412,517200412)","1","(604200104,604200104,604200104,604200104,604200104,604200104)","15","0"
"44","109202630","149","사북장벽의 비밀","6","온전한 설천군 찾기","0","0","","100","0","1","200","(0,0,0,0,0)","0","0","109001050","","(X=-9203.000000,Y=-5682.000000,Z=920.000000)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","1092002","2092037","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"45","0","149","사북장벽의 비밀","7","의문의 병사와 대화","HUDHIDE/CAMERAFOCUS (-7151,-6030,747) (-8,41,0) 0 3 (-7810,-5703,711) (-6,0,0) 0 4/NPCSHOW 9108 (-6376,-4953,597,-89)/NPCRUN 9108 (-6376,-5693,597,-179) 2/DELAY 1/NPCRUN 9108 (-7266,-5693,597,-179) 2/DELAY 2/CAMERASET -3 -17 900 0/HUDSHOW","0","","1","0","1","0","(0,0,0,0,0)","0","0","109001050","","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1092001","2092038","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"46","109202700","149","사북장벽의 비밀","7","의문의 병사와 대화","NPCSHOW 9108 (-7266,-5693,597,-179)","CINEMATIC 109201000/CUTSCENEDELAY/NPCRUN 9108 (431,-8572,999,-90) 2 10","","12","9108","1","0","(0,0,0,0,0)","0","0","109001050","","(X=-7492,Y=-5693,Z=622)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1092002","2092038","206710","25834","0","0","(902200302,902200302,902200302,902200302,902200302,902200302)","15","(605200104,605200104,605200104,605200104,605200104,605200104)","15","0"
"47","109202800","149","사북장벽의 비밀","8","천조 따라가기","0","0","","100","0","1","200","(0,0,0,0,0)","0","0","109001050","","(X=286.000000,Y=-6600.000000,Z=527.000000)","(X=-2300.000000,Y=-2840.000000,Z=460.000000)","0","0","1020008","0","0","0","0","0","0","1092002","2092039","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"48","0","149","사북장벽의 비밀","9","함정에서 벗어나기","0","0","","84","109230","1","0","(0,0,0,0,0)","0","0.1","109001050","","(X=286.000000,Y=-6600.000000,Z=527.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1092002","2092040","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"49","109202900","149","사북장벽의 비밀","10","온전한 설천군 찾기","0","0","","100","0","1","200","(0,0,0,0,0)","0","0","109001050","","(X=-2250.000000,Y=-964.000000,Z=15.000000)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","1092002","2092041","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"50","109203000","149","사북장벽의 비밀","11","장벽 경비병 처치","NPCSHOW 9111 (-7937,-660,488,100)","0","","8200","4","50","0","(0,0,0,0,0)","1","0","109001050","","(X=-2137.000000,Y=2389.000000,Z=15.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","8000","1092002","2092042","289400","48178","0","0","(517200410,517200410,517200410,517200410,517200410,517200410)","1","(701200203,701200203,701200203,701200203,701200203,701200203)","15","0"
"51","109203010","149","사북장벽의 비밀","12","온전한 설천군 찾기","0","FADE 0 1 2/FADE 1 0 2","","100","0","1","200","(0,0,0,0,0)","0","0","109001050","","(X=-8090.000000,Y=1590.000000,Z=400.000000)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","1092002","2092041","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"52","0","149","사북장벽의 비밀","13","쓰러진 병사와 대화","HUDHIDE/CAMERAFOCUS (-8013,1009,596) (-3,-86,0) 0 2 (-7948,-161,510) (-3,-86,0) 2 1/HUDSHOW/CAMERASET -90 -13 800 0","0","","1","0","1","0","(0,0,0,0,0)","0","0","109001050","","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1092001","2092043","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"53","109203100","149","사북장벽의 비밀","13","쓰러진 병사와 대화","0","CINEMATIC 109201100/CUTSCENEDELAY","","12","9111","1","0","(0,0,0,0,0)","0","0","109001050","","(X=-7946.000000,Y=-357.000000,Z=400.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1092002","2092043","206710","25834","0","0","(902200203,902200203,902200203,902200203,902200203,902200203)","15","(621200001,621200001,621200001,621200001,621200001,621200001)","8","0"
"54","109203200","149","사북장벽의 비밀","14","정예 노예병 처치","0","SMALLTALK 109203400/NPCHIDE 9111","","8200","5","30","0","(0,0,0,0,0)","1","0","109001050","","(X=-14345.000000,Y=1042.000000,Z=800.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","8000","1092002","2092044","289400","48178","0","0","(517200412,517200412,517200412,517200412,517200412,517200412)","1","(604200104,604200104,604200104,604200104,604200104,604200104)","15","0"
"55","109203300","149","사북장벽의 비밀","15","목소리가 난 곳으로 이동","0","0","","100","0","1","300","(0,0,0,0,0)","0","0","109001050","","(X=-11129.000000,Y=7234.000000,Z=520.000000)","(X=-14329.000000,Y=4148.000000,Z=500.000000)","0","0","1020008","0","0","0","0","0","0","1092002","2092045","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"56","0","149","사북장벽의 비밀","16","훈련감독관 처치","0","SMALLTALK 109204200","","84","109240","1","0","(0,0,0,0,0)","0","0.1","109001050","","(X=-11129.000000,Y=7234.000000,Z=520.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1092002","2092046","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"57","109203400","149","사북장벽의 비밀","17","아라 따라가기","NPCSHOW 91345 (-2554,7449,1498,0)/NPCSHOW 91342 (-2144,7106,1498,90)/NPCSHOW 91344 (-1837,7106,1498,90)/NPCSHOW 9134 (-1651,7414,1498,100)/NPCSHOW 91341 (-1478,7547,1498,120)/NPCSHOW 9118 (-2003,7750,1498,90)/NPCSHOW 9105 (-7136,8191,902,60)/NPCRUN 9105 (-1837,8262,1506,-90) 2","0","","100","0","1","200","(0,0,0,0,0)","0","0","109001050","","(X=-2010,Y=8210,Z=1522)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","1092002","2092047","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
