"Name","ItemInfoSummaryID","ContentsID","UMGFilePath","ParentsSlotName","ItemSlotName","SlotButton"
"60","60","3200","/Game/UI/UMGBP/Contents/Dungeon/B_RaidDungeon","0","Slot_Material_Rect_C_1","0"
"61","61","4800","/Game/UI/UMGBP/Contents/Dungeon/B_SquareDungeon","ScrollBox_0","0","0"
"62","62","4800","/Game/UI/UMGBP/Contents/Dungeon/B_SquareDungeon","0","Slot_Material","0"
"63","63","4200","/Game/UI/UMGBP/Contents/Dungeon/B_UnderWorld","C_Pan_RewardList","0","0"
"64","64","0","/Game/UI/UMGBP/Contents/Dungeon/Popup_Dungeon_Info","C_Pan_RewardList","0","1"
"65","65","2500","/Game/UI/UMGBP/Contents/Challenge/Achievement/B_ACHIEVEMENT_SLOT","0","C_Slot_Material_00","0"
"66","66","2500","/Game/UI/UMGBP/Contents/Challenge/Achievement/B_ACHIEVEMENT_SLOT","0","C_Slot_Material_01","0"
"67","67","2500","/Game/UI/UMGBP/Contents/Challenge/Achievement/B_ACHIEVEMENT_SLOT","0","C_Slot_Material_02","0"
"68","68","0","/Game/UI/UMGBP/HUD/Hunting_Squad/B_Creation_Hunting_Squad","ScrollBox_Reward","0","0"
"69","69","0","/Game/UI/UMGBP/HUD/Hunting_Squad/B_Hunting_Squad","ScrollBox_Reward","0","0"
"70","70","4900","/Game/UI/UMGBP/Contents/Dungeon/B_SecretDungeon","0","C_Img_NeedItem","1"
"71","71","4900","/Game/UI/UMGBP/Contents/Dungeon/B_SecretDungeon","C_Pan_RewardList","0","1"
"72","72","0","/Game/UI/UMGBP/Contents/Dungeon/Popup_Secret_Info","0","C_Img_NeedItem","1"
"73","73","0","/Game/UI/UMGBP/Contents/Dungeon/Popup_Secret_Info","C_Pan_RewardList","0","1"
"74","74","200","/Game/UI/UMGBP/Contents/Worldmap/Map_Worldmap","ScrollBox_DropItem","0","1"
"75","75","0","/Game/UI/UMGBP/Contents/Common_Contents/AcquiredItem/B_PopUp_AcquiredItem","ScrollBox_Item","0","0"
"76","76","2200","/Game/UI/UMGBP/Contents/Chance/renewal/Slot_Treasure","0","Slot_Treasure_Matrial_00","1"
"77","77","2200","/Game/UI/UMGBP/Contents/Chance/renewal/Slot_Treasure","0","Slot_Treasure_Matrial_01","1"
"78","78","2200","/Game/UI/UMGBP/Contents/Chance/renewal/Slot_Treasure","0","Slot_Treasure_Matrial_02","1"
"79","79","2200","/Game/UI/UMGBP/Contents/Chance/renewal/Slot_Treasure","0","Slot_Treasure_Matrial_03","1"
"80","80","2200","/Game/UI/UMGBP/Contents/Chance/renewal/Slot_Treasure","0","Slot_Treasure_Matrial_04","1"
"81","81","2200","/Game/UI/UMGBP/Contents/Chance/renewal/Slot_Treasure","0","Slot_Treasure_Matrial_05","1"
"82","82","3340","/Game/UI/UMGBP/Contents/Item/Forge/B_Forge_Optionchange","0","C_Slot_RandOptionMaterial","1"
"83","83","1800","/Game/UI/UMGBP/Contents/Character/Force/Force_Renewel/New_Force_AbilityList","0","C_Mat_Cost","1"
"84","84","1800","/Game/UI/UMGBP/Contents/Character/Force/Force_Renewel/New_Force_AbilityList","0","C_Mat_Item_0","1"
"85","85","1800","/Game/UI/UMGBP/Contents/Character/Force/Force_Renewel/New_Force_AbilityList","0","C_Mat_Item_1","1"
"86","86","1800","/Game/UI/UMGBP/Contents/Character/Force/Force_Renewel/New_Force_Upgrade","0","C_Slot_Mat_0","1"
"87","87","1800","/Game/UI/UMGBP/Contents/Character/Force/Force_Renewel/New_Force_Upgrade","0","C_Slot_Mat_1","1"
"88","88","1800","/Game/UI/UMGBP/Contents/Character/Force/Force_Renewel/New_Force_Upgrade","0","C_Slot_Mat_2","1"
"89","89","1800","/Game/UI/UMGBP/Contents/Character/Force/Force_Renewel/New_Force_Upgrade","0","C_Slot_Mat_3","1"
"90","90","1800","/Game/UI/UMGBP/Contents/Character/Force/Force_Renewel/New_Force_Upgrade","0","C_Slot_Skip","1"
"91","91","1800","/Game/UI/UMGBP/Contents/Character/Force/Force_Renewel/New_Force_Upgrade","0","C_Mat_Item","1"
"92","92","2600","/Game/UI/UMGBP/Contents/Challenge/CollectionBook/CollectionBook_Reward_Circle","0","Slot_Reward_00","1"
"93","93","2600","/Game/UI/UMGBP/Contents/Challenge/CollectionBook/CollectionBook_Reward_Circle","0","Slot_Reward_01","1"
"94","94","2600","/Game/UI/UMGBP/Contents/Challenge/CollectionBook/CollectionBook_Reward_Circle","0","Slot_Reward_02","1"
"95","95","2600","/Game/UI/UMGBP/Contents/Challenge/CollectionBook/CollectionBook_Reward_Circle","0","Slot_Reward_03","1"
"96","96","2600","/Game/UI/UMGBP/Contents/Challenge/CollectionBook/CollectionBook_Reward_Circle","0","Slot_Reward_04","1"
"97","97","5300","0","0","MatSlot","1"
"98","98","5300","0","0","MatSlot_0","1"
"99","99","5300","0","0","MatSlot_1","1"
"100","100","1400","/Game/UI/UMGBP/Contents/Character/Skill/Renewal/Popup_SKill_Exchange","0","TargetSlot","1"
"101","101","1400","/Game/UI/UMGBP/Contents/Character/Skill/Renewal/Popup_SKill_Exchange","0","ExchangeSlot","1"
"102","102","250","/Game/UI/UMGBP/Contents/Mail/B_Mail","ScrollBox_Gift","0","0"
"103","103","4100","/Game/UI/UMGBP/Contents/Dungeon/B_DungeonCommon","MirScrollBox_0","0","0"
"104","104","3000","/Game/UI/UMGBP/Contents/Dungeon/B_DungeonCommon","MirScrollBox_0","0","0"
"105","105","4200","/Game/UI/UMGBP/Contents/Dungeon/B_DungeonCommon","MirScrollBox_0","0","0"
"106","106","4800","/Game/UI/UMGBP/Contents/Dungeon/B_DungeonCommon","MirScrollBox_0","0","0"
"107","107","4800","/Game/UI/UMGBP/Contents/Dungeon/B_DungeonCommon","0","Slot_Material_Rect","0"
"108","108","4900","/Game/UI/UMGBP/Contents/Dungeon/B_DungeonCommon","MirScrollBox_0","0","0"
"109","109","4900","/Game/UI/UMGBP/Contents/Dungeon/B_DungeonCommon","0","Slot_Material_Rect","0"
"110","110","3200","/Game/UI/UMGBP/Contents/Dungeon/B_DungeonCommon","MirScrollBox_0","0","0"
"111","111","3200","/Game/UI/UMGBP/Contents/Dungeon/B_DungeonCommon","0","Slot_Material_Rect","0"
"112","112","3200","/Game/UI/UMGBP/Contents/Dungeon/B_DungeonCommon","0","Slot_Material_Rect_C_0","0"
"113","113","3100","/Game/UI/UMGBP/Contents/Dungeon/B_DungeonCommon","MirScrollBox_0","0","0"
"114","114","3100","/Game/UI/UMGBP/Contents/Dungeon/B_DungeonCommon","0","Slot_Material_Rect","0"
"115","115","3100","/Game/UI/UMGBP/Contents/Dungeon/B_DungeonCommon","0","Slot_Material_Rect_C_0","0"
"116","116","4700","/Game/UI/UMGBP/Contents/Dungeon/B_DungeonCommon","MirScrollBox_0","0","0"
"117","117","4700","/Game/UI/UMGBP/Contents/Dungeon/B_DungeonCommon","0","Slot_Material_Rect","0"
"118","118","4700","/Game/UI/UMGBP/Contents/Dungeon/B_DungeonCommon","0","Slot_Material_Rect_C_0","0"
"119","119","2851","/Game/UI/UMGBP/Contents/Dungeon/B_DungeonCommon","MirScrollBox_0","0","0"
"120","120","2851","/Game/UI/UMGBP/Contents/Dungeon/B_DungeonCommon","0","Slot_Material_Rect","0"
"121","121","300","/Game/UI/UMGBP/HUD/Event/UserEvent_Attendance_Month","WrapBox_Slot","0","0"
"122","122","2930","/Game/UI/UMGBP/Contents/Dominion/Dominion_Base_BossReward","MirScrollBox_ItemList","0","0"
"123","123","1700","/Game/UI/UMGBP/Contents/Character/Training/Mastery_info","0","C_MatTrainingSlot_0","1"
"124","124","1700","/Game/UI/UMGBP/Contents/Character/Training/Mastery_info","0","C_MatTrainingSlot_1","1"
"125","125","1700","/Game/UI/UMGBP/Contents/Character/Training/Mastery_info","0","C_MatTrainingSlot_2","1"
"126","126","1700","/Game/UI/UMGBP/Contents/Character/Training/Mastery_info","0","C_MatTrainingSlot_3","1"
"127","127","300","/Game/UI/UMGBP/HUD/Event/BattlePass/BattlePass_Reward_List","ScrollBox","0","0"
"128","128","230","/Game/UI/UMGBP/HUD/Party/B_Squad_Info","ScrollBox_Reward","0","0"
"129","129","0","/Game/UI/UMGBP/Contents/Dungeon/Popup_Dungeon_Reward","HorizontalBox_899","0","0"
"130","130","0","/Game/UI/UMGBP/Contents/Dungeon/Popup_Dungeon_Reward","HorizontalBox_3","0","0"
"131","131","0","/Game/UI/UMGBP/Contents/Dungeon/Popup_Dungeon_Reward","MirScrollBox_0","0","0"
"132","132","0","/Game/UI/UMGBP/Contents/Common_Contents/Popup_GetHistory","0","Slot_Inventory_C_*","0"
"133","133","0","/Game/UI/UMGBP/Contents/Shop/B_Shop_Npc","0","ItemSlot","0"
"134","134","3340","/Game/UI/UMGBP/Contents/Item/Forge/B_Forge_Optionchange","0","C_Slot_RandOptionMaterial_1","1"
"135","135","0","/Game/UI/UMGBP/Contents/Boss/Popup_WorldBoss_Reward","MirScrollBox_0","0","0"
"136","136","0","/Game/UI/UMGBP/Contents/Boss/Popup_WorldBoss_Reward","HorizontalBox_899","0","0"
"137","137","0","/Game/UI/UMGBP/Contents/Boss/Popup_WorldBoss_Reward","HorizontalBox_3","0","0"
"138","138","2890","/Game/UI/UMGBP/Contents/Guild/Renewal/Guild_GiftSlot","Mir Canvas Panel","HorizontalBox_Reward","0"
"139","139","3600","/Game/UI/UMGBP/Contents/UIShop/Popup_UIShop_GoodsDetail","C_ScrollBox","0","0"
"140","140","3600","/Game/UI/UMGBP/Contents/UIShop/UIShop_GoodsBigSlot","C_ScrollBoxDetailSlot","0","0"
"141","141","4500","/Game/UI/UMGBP/Contents/Challenge/RelationQuest/RelationQuest_Renewl","0","Slot_Material_C_1","0"
"142","142","200","/Game/UI/UMGBP/Contents/Worldmap/Map_Minimap","ListView_DropItemList","Slot_Material_C_0","1"
"143","143","200","/Game/UI/UMGBP/Contents/Worldmap/Map_Minimap","ListView_DropItemList","Slot_Material_C_1","1"
"144","144","200","/Game/UI/UMGBP/Contents/Worldmap/Map_Minimap","ListView_DropItemList","Slot_Material_C_2","1"
"145","145","200","/Game/UI/UMGBP/Contents/Worldmap/Map_Minimap","ListView_DropItemList","Slot_Material_C_3","1"
"146","146","200","/Game/UI/UMGBP/Contents/Worldmap/Map_Minimap","ListView_DropItemList","Slot_Material_C_4","1"
"147","147","200","/Game/UI/UMGBP/Contents/Worldmap/Map_Minimap","ListView_DropItemList","Slot_Material_C_5","1"
"148","148","200","/Game/UI/UMGBP/Contents/Worldmap/Map_Minimap","ListView_DropItemList","Slot_Material_C_6","1"
"149","149","200","/Game/UI/UMGBP/Contents/Worldmap/Map_Minimap","ListView_DropItemList","Slot_Material_C_7","1"
"150","150","200","/Game/UI/UMGBP/Contents/Worldmap/Map_Minimap","ListView_DropItemList","Slot_Material_C_8","1"
"151","151","200","/Game/UI/UMGBP/Contents/Worldmap/Map_Minimap","ListView_DropItemList","Slot_Material_C_9","1"
"152","152","200","/Game/UI/UMGBP/Contents/Worldmap/Map_Minimap","ListView_DropItemList","Slot_Material_C_10","1"
"153","153","200","/Game/UI/UMGBP/Contents/Worldmap/Map_Minimap","ListView_DropItemList","Slot_Material_C_11","1"
"154","154","200","/Game/UI/UMGBP/Contents/Worldmap/Map_Minimap","ListView_DropItemList","Slot_Material_C_12","1"
"155","155","200","/Game/UI/UMGBP/Contents/Worldmap/Map_Minimap","ListView_DropItemList","Slot_Material_C_13","1"
"156","156","200","/Game/UI/UMGBP/Contents/Worldmap/Map_Minimap","ListView_DropItemList","Slot_Material_C_14","1"
"157","157","200","/Game/UI/UMGBP/Contents/Worldmap/Map_Minimap","ListView_DropItemList","Slot_Material_C_15","1"
"158","158","200","/Game/UI/UMGBP/Contents/Worldmap/Map_Minimap","ListView_DropItemList","Slot_Material_C_16","1"
"159","159","200","/Game/UI/UMGBP/Contents/Worldmap/Map_Minimap","ListView_DropItemList","Slot_Material_C_17","1"
"160","160","200","/Game/UI/UMGBP/Contents/Worldmap/Map_Minimap","ListView_DropItemList","Slot_Material_C_18","1"
"161","161","200","/Game/UI/UMGBP/Contents/Worldmap/Map_Minimap","ListView_DropItemList","Slot_Material_C_19","1"
"162","162","200","/Game/UI/UMGBP/Contents/Worldmap/Map_Minimap","ListView_DropItemList","Slot_Material_C_20","1"
"163","163","1850","/Game/UI/UMGBP/Contents/Character/ClosedTraining/ClosedTraining_Info","0","C_Slot_Mat_0","1"
"164","164","1850","/Game/UI/UMGBP/Contents/Character/ClosedTraining/ClosedTraining_Info","0","C_Slot_Mat_1","1"
"165","165","2853","/Game/UI/UMGBP/Contents/Dungeon/B_DungeonCommon","MirScrollBox_0","0","0"
"166","166","2853","/Game/UI/UMGBP/Contents/Dungeon/B_DungeonCommon","0","Slot_Material_Rect","0"
"167","167","3604","/Game/UI/UMGBP/Contents/UIShop/Popup_UIShop_GoodsDetail","C_ScrollBox","0","0"
"168","168","0","/Game/UI/UMGBP/Contents/Shop/B_Shop_Npc","0","MirButton_68","0"
"169","169","2970","/Game/UI/UMGBP/Contents/GUildWarPlunder/b_GUildWarPlunder","MirScrollBox_0","Slot_Dungeon_Material","0"
"170","170","2970","/Game/UI/UMGBP/Contents/GUildWarPlunder/b_GUildWarPlunder","MirScrollBox_0","Slot_Dungeon_Material_C_1","0"
"171","171","2970","/Game/UI/UMGBP/Contents/GUildWarPlunder/b_GUildWarPlunder","MirScrollBox_0","Slot_Dungeon_Material_C_2","0"
"172","172","2970","/Game/UI/UMGBP/Contents/GUildWarPlunder/b_GUildWarPlunder","MirScrollBox_0","Slot_Dungeon_Material_C_3","0"
"173","173","2970","/Game/UI/UMGBP/Contents/GUildWarPlunder/b_GUildWarPlunder","MirScrollBox_0","Slot_Dungeon_Material_C_4","0"
"174","174","2970","/Game/UI/UMGBP/Contents/GUildWarPlunder/b_GUildWarPlunder","MirScrollBox_0","Slot_Dungeon_Material_C_5","0"
"175","175","2970","/Game/UI/UMGBP/Contents/GUildWarPlunder/b_GUildWarPlunder","MirScrollBox_0","Slot_Dungeon_Material_C_6","0"
"176","176","2970","/Game/UI/UMGBP/Contents/GUildWarPlunder/b_GUildWarPlunder","MirScrollBox_0","Slot_Dungeon_Material_C_7","0"
"177","177","7200","/Game/UI/UMGBP/Contents/Character/HolyStuff/HolyStuff_Open","0","C_Mat_Item_0","1"
"178","178","7200","/Game/UI/UMGBP/Contents/Character/HolyStuff/HolyStuff_Open","0","C_Mat_Item_1","1"
"179","179","7200","/Game/UI/UMGBP/Contents/Character/HolyStuff/HolyStuff_Open","0","C_Mat_Item_2","1"
"180","180","7200","/Game/UI/UMGBP/Contents/Character/HolyStuff/HolyStuff_Open","0","C_Mat_Item_3","1"
"181","181","3901","/Game/UI/UMGBP/Contents/Ranking/New_Ranking_Reward_List","0","Slot_Reward_Item_1","0"
"182","182","3901","/Game/UI/UMGBP/Contents/Ranking/New_Ranking_Reward_List","0","Slot_Reward_Item_2","0"
"183","183","3901","/Game/UI/UMGBP/Contents/Ranking/New_Ranking_Reward_List","0","Slot_Reward_Item_3","0"
"184","184","3901","/Game/UI/UMGBP/Contents/Ranking/New_Ranking_Reward_List","0","Slot_Reward_Item_4","0"
"185","185","4950","/Game/UI/UMGBP/Contents/Dungeon/Dungeon_Common_Ticket","0","Slot_Material_Rect","1"
"186","186","4950","/Game/UI/UMGBP/Contents/Dungeon/B_DungeonCommon","MirScrollBox_0","0","0"
"187","187","3150","/Game/UI/UMGBP/Contents/Dungeon/B_DungeonCommon","MirScrollBox_0","0","0"
"188","188","3150","/Game/UI/UMGBP/Contents/Dungeon/B_DungeonCommon","0","Slot_Material_Rect","1"
"189","189","3150","/Game/UI/UMGBP/Contents/Dungeon/B_DungeonCommon","0","Slot_Material_Rect_C_0","0"
"190","190","2990","/Game/UI/UMGBP/Contents/Guild/Renewal/Guild_CoopMission_Slot","0","C_Slot_Material_00","0"
"191","191","2990","/Game/UI/UMGBP/Contents/Guild/Renewal/Guild_CoopMission_Slot","0","C_Slot_Material_01","0"
"192","192","2990","/Game/UI/UMGBP/Contents/Guild/Renewal/Guild_CoopMission_Slot","0","C_Slot_Material_02","0"
"193","193","2990","/Game/UI/UMGBP/Contents/Guild/Renewal/Popup_CoopBoss","0","C_Slot_Material_MVP_01","0"
"194","194","2990","/Game/UI/UMGBP/Contents/Guild/Renewal/Popup_CoopBoss","0","C_Slot_Material_MVP_02","0"
"195","195","2990","/Game/UI/UMGBP/Contents/Guild/Renewal/Popup_CoopBoss","0","C_Slot_Material_KILL_01","0"
"196","196","2990","/Game/UI/UMGBP/Contents/Guild/Renewal/Popup_CoopBoss","0","C_Slot_Material_KILL_02","0"
"197","197","3320","/Game/UI/UMGBP/Contents/Item/Forge/B_Forge_Smelt","0","C_Slot_SubMaterial","1"
"198","198","1860","/Game/UI/UMGBP/Contents/Potential/Popup_Potential_NodeInfo","0","TrainingMatSlot_0","1"
"199","199","1860","/Game/UI/UMGBP/Contents/Potential/Popup_Potential_NodeInfo","0","TrainingMatSlot_1","1"
"200","200","1860","/Game/UI/UMGBP/Contents/Potential/Popup_Potential_NodeInfo","0","TrainingMatSlot_2","1"
"201","201","1860","/Game/UI/UMGBP/Contents/Potential/Popup_Potential_NodeInfo","0","TrainingMatSlot_3","1"
"202","202","8120","/Game/UI/UMGBP/Contents/MagicOrb/B_MagicOrbOptionChange","HorizontalBox_3","0","0"
