"Name","PieTypeRewardBoxGroupId","RewardBoxDropCount","RewardBoxDropChance","DROP_REWARD_OBJECTGROUPID","DropPositionGroupId"
"338","1081002","4","1","1081002","10008"
"339","1081002","5","1","1081002","10008"
"340","1081002","6","1","1081002","10008"
"341","1081003","4","1","1081003","10011"
"342","1081003","5","1","1081003","10011"
"343","1081003","6","1","1081003","10011"
"344","1090301","2","1","1090301","10002"
"345","1090301","3","1","1090301","10002"
"346","1090301","4","1","1090301","10002"
"347","1090302","2","1","1090302","10001"
"348","1090302","3","1","1090302","10001"
"349","1090302","4","1","1090302","10001"
"350","1090303","2","1","1090303","10004"
"351","1090303","3","1","1090303","10004"
"352","1090303","4","1","1090303","10004"
"353","1090304","2","1","1090304","10003"
"354","1090304","3","1","1090304","10003"
"355","1090304","4","1","1090304","10003"
"356","1090305","2","1","1090305","10009"
"357","1090305","3","1","1090305","10009"
"358","1090305","4","1","1090305","10009"
"359","1090501","3","1","1090501","10006"
"360","1090501","4","1","1090501","10006"
"361","1090501","5","1","1090501","10006"
"362","1090502","3","1","1090502","10005"
"363","1090502","4","1","1090502","10005"
"364","1090502","5","1","1090502","10005"
"365","1090503","3","1","1090503","10010"
"366","1090503","4","1","1090503","10010"
"367","1090503","5","1","1090503","10010"
"368","1091001","4","1","1091001","10007"
"369","1091001","5","1","1091001","10007"
"370","1091001","6","1","1091001","10007"
"371","1091002","4","1","1091002","10008"
"372","1091002","5","1","1091002","10008"
"373","1091002","6","1","1091002","10008"
"374","1091003","4","1","1091003","10011"
"375","1091003","5","1","1091003","10011"
"376","1091003","6","1","1091003","10011"
"377","1100301","2","1","1100301","10002"
"378","1100301","3","1","1100301","10002"
"379","1100301","4","1","1100301","10002"
"380","1100302","2","1","1100302","10001"
"381","1100302","3","1","1100302","10001"
"382","1100302","4","1","1100302","10001"
"383","1100303","2","1","1100303","10004"
"384","1100303","3","1","1100303","10004"
"385","1100303","4","1","1100303","10004"
"386","1100304","2","1","1100304","10003"
"387","1100304","3","1","1100304","10003"
"388","1100304","4","1","1100304","10003"
"389","1100305","2","1","1100305","10009"
"390","1100305","3","1","1100305","10009"
"391","1100305","4","1","1100305","10009"
"392","1100501","3","1","1100501","10006"
"393","1100501","4","1","1100501","10006"
"394","1100501","5","1","1100501","10006"
"395","1100502","3","1","1100502","10005"
"396","1100502","4","1","1100502","10005"
"397","1100502","5","1","1100502","10005"
"398","1100503","3","1","1100503","10010"
"399","1100503","4","1","1100503","10010"
"400","1100503","5","1","1100503","10010"
"401","1101001","4","1","1101001","10007"
"402","1101001","5","1","1101001","10007"
"403","1101001","6","1","1101001","10007"
"404","1101002","4","1","1101002","10008"
"405","1101002","5","1","1101002","10008"
"406","1101002","6","1","1101002","10008"
"407","1101003","4","1","1101003","10011"
"408","1101003","5","1","1101003","10011"
"409","1101003","6","1","1101003","10011"
"410","2011001","3","1","2011001","10401"
"411","2011001","4","1","2011001","10401"
"412","2011001","5","1","2011001","10401"
"413","2010501","2","1","2010501","10401"
"414","2010501","3","1","2010501","10401"
"415","2010501","4","1","2010501","10401"
"416","2010301","2","1","2010301","10401"
"417","2021001","3","1","2021001","10401"
"418","2021001","4","1","2021001","10401"
"419","2021001","5","1","2021001","10401"
"420","2020501","2","1","2020501","10401"
"421","2020501","3","1","2020501","10401"
"422","2020501","4","1","2020501","10401"
"423","2020301","2","1","2020301","10401"
"424","2031001","3","1","2031001","10401"
"425","2031001","4","1","2031001","10401"
"426","2031001","5","1","2031001","10401"
"427","2030501","2","1","2030501","10401"
"428","2030501","3","1","2030501","10401"
"429","2030501","4","1","2030501","10401"
"430","2030301","2","1","2030301","10401"
"431","2041001","3","1","2041001","10401"
"432","2041001","4","1","2041001","10401"
"433","2041001","5","1","2041001","10401"
"434","2040501","2","1","2040501","10401"
"435","2040501","3","1","2040501","10401"
"436","2040501","4","1","2040501","10401"
"437","2040301","2","1","2040301","10401"
"438","2051001","3","1","2051001","10401"
"439","2051001","4","1","2051001","10401"
"440","2051001","5","1","2051001","10401"
"441","2050501","2","1","2050501","10401"
"442","2050501","3","1","2050501","10401"
"443","2050501","4","1","2050501","10401"
"444","2050301","2","1","2050301","10401"
"445","2061001","3","1","2061001","10401"
"446","2061001","4","1","2061001","10401"
"447","2061001","5","1","2061001","10401"
"448","2060501","2","1","2060501","10401"
"449","2060501","3","1","2060501","10401"
"450","2060501","4","1","2060501","10401"
"451","2060301","2","1","2060301","10401"
"452","2071001","4","1","2071001","10401"
"453","2071001","5","1","2071001","10401"
"454","2071001","6","1","2071001","10401"
"455","2070501","3","1","2070501","10401"
"456","2070501","4","1","2070501","10401"
"457","2070501","5","1","2070501","10401"
"458","2070301","2","1","2070301","10401"
"459","2070301","3","1","2070301","10401"
"460","2070301","4","1","2070301","10401"
"461","2081001","4","1","2081001","10401"
"462","2081001","5","1","2081001","10401"
"463","2081001","6","1","2081001","10401"
"464","2080501","3","1","2080501","10401"
"465","2080501","4","1","2080501","10401"
"466","2080501","5","1","2080501","10401"
"467","2080301","2","1","2080301","10401"
"468","2080301","3","1","2080301","10401"
"469","2080301","4","1","2080301","10401"
"470","2091001","4","1","2091001","10401"
"471","2091001","5","1","2091001","10401"
"472","2091001","6","1","2091001","10401"
"473","2090501","3","1","2090501","10401"
"474","2090501","4","1","2090501","10401"
"475","2090501","5","1","2090501","10401"
"476","2090301","2","1","2090301","10401"
"477","2090301","3","1","2090301","10401"
"478","2090301","4","1","2090301","10401"
"479","2101001","4","1","2101001","10401"
"480","2101001","5","1","2101001","10401"
"481","2101001","6","1","2101001","10401"
"482","2100501","3","1","2100501","10401"
"483","2100501","4","1","2100501","10401"
"484","2100501","5","1","2100501","10401"
"485","2100301","2","1","2100301","10401"
"486","2100301","3","1","2100301","10401"
"487","2100301","4","1","2100301","10401"
"488","3212000","3","1","3212000","12"
"489","3213000","6","1","3213000","12"
"490","3214000","15","1","3214000","10511"
"491","3215000","50","1","3215000","10513"
"492","3222000","3","1","3222000","12"
"493","3223000","6","1","3223000","12"
"494","3224000","15","1","3224000","10512"
"495","3225000","50","1","3225000","10513"
"496","5310001","3","1","5310001","53104"
"497","5310002","3","1","5310002","201300100"
"498","5320001","5","1","5320001","53205"
"499","5340001","5","1","5340001","300330"
"500","5350001","5","1","5350001","300330"
"501","5360001","5","1","5360001","300330"
"502","5370001","5","1","5370001","300330"
"503","5370002","5","1","5370002","300330"
"504","5381001","5","1","5381001","54005"
"505","5382001","5","1","5382001","54106"
"506","5383001","5","1","5383001","54304"
"507","5384001","5","1","5384001","54405"
"508","5385001","5","1","5385001","54507"
"509","5391001","5","1","5391001","13"
"510","5392001","5","1","5392001","13"
"511","5393001","5","1","5393001","13"
"512","5394001","5","1","5394001","13"
"513","5395001","5","1","5395001","13"
"514","5396001","5","1","5396001","13"
"515","5397001","15","1","5397001","13"
"516","5631601","5","1","5631601","56316"
"517","6011001","5","1","6011001","11"
"518","6012001","5","1","6012001","11"
"519","6013001","5","1","6013001","11"
"520","6014001","5","1","6014001","11"
"521","6015001","5","1","6015001","11"
"522","6021001","15","1","6021001","11"
"523","6022001","15","1","6022001","11"
"524","6023001","15","1","6023001","11"
"525","6024001","15","1","6024001","11"
"526","6025001","15","1","6025001","11"
"527","7011101","2","1","7011101","10306"
"528","7011101","3","1","7011101","10306"
"529","7011101","4","1","7011101","10306"
"530","7011111","5","1","7011111","10306"
"531","7011111","6","1","7011111","10306"
"532","7011111","7","1","7011111","10306"
"533","7011201","2","1","7011201","10306"
"534","7011201","3","1","7011201","10306"
"535","7011201","4","1","7011201","10306"
"536","7011211","5","1","7011211","10306"
"537","7011211","6","1","7011211","10306"
"538","7011211","7","1","7011211","10306"
"539","7011301","2","1","7011301","10306"
"540","7011301","3","1","7011301","10306"
"541","7011301","4","1","7011301","10306"
"542","7011311","5","1","7011311","10306"
"543","7011311","6","1","7011311","10306"
"544","7011311","7","1","7011311","10306"
"545","7011401","2","1","7011401","10301"
"546","7011401","3","1","7011401","10301"
"547","7011401","4","1","7011401","10301"
"548","7011411","5","1","7011411","10301"
"549","7011411","6","1","7011411","10301"
"550","7011411","7","1","7011411","10301"
"551","7012101","2","1","7012101","10307"
"552","7012101","3","1","7012101","10307"
"553","7012101","4","1","7012101","10307"
"554","7012111","5","1","7012111","10307"
"555","7012111","6","1","7012111","10307"
"556","7012111","7","1","7012111","10307"
"557","7012201","2","1","7012201","10307"
"558","7012201","3","1","7012201","10307"
"559","7012201","4","1","7012201","10307"
"560","7012211","5","1","7012211","10307"
"561","7012211","6","1","7012211","10307"
"562","7012211","7","1","7012211","10307"
"563","7012301","2","1","7012301","10307"
"564","7012301","3","1","7012301","10307"
"565","7012301","4","1","7012301","10307"
"566","7012311","5","1","7012311","10307"
"567","7012311","6","1","7012311","10307"
"568","7012311","7","1","7012311","10307"
"569","7012401","2","1","7012401","10302"
"570","7012401","3","1","7012401","10302"
"571","7012401","4","1","7012401","10302"
"572","7012411","5","1","7012411","10302"
"573","7012411","6","1","7012411","10302"
"574","7012411","7","1","7012411","10302"
"575","7013101","2","1","7013101","10308"
"576","7013101","3","1","7013101","10308"
"577","7013101","4","1","7013101","10308"
"578","7013111","5","1","7013111","10308"
"579","7013111","6","1","7013111","10308"
"580","7013111","7","1","7013111","10308"
"581","7013201","2","1","7013201","10308"
"582","7013201","3","1","7013201","10308"
"583","7013201","4","1","7013201","10308"
"584","7013211","5","1","7013211","10308"
"585","7013211","6","1","7013211","10308"
"586","7013211","7","1","7013211","10308"
"587","7013301","2","1","7013301","10308"
"588","7013301","3","1","7013301","10308"
"589","7013301","4","1","7013301","10308"
"590","7013311","5","1","7013311","10308"
"591","7013311","6","1","7013311","10308"
"592","7013311","7","1","7013311","10308"
"593","7013401","2","1","7013401","10303"
"594","7013401","3","1","7013401","10303"
"595","7013401","4","1","7013401","10303"
"596","7013411","5","1","7013411","10303"
"597","7013411","6","1","7013411","10303"
"598","7013411","7","1","7013411","10303"
"599","7014101","2","1","7014101","10306"
"600","7014101","3","1","7014101","10306"
"601","7014101","4","1","7014101","10306"
"602","7014111","5","1","7014111","10306"
"603","7014111","6","1","7014111","10306"
"604","7014111","7","1","7014111","10306"
"605","7014201","2","1","7014201","10306"
"606","7014201","3","1","7014201","10306"
"607","7014201","4","1","7014201","10306"
"608","7014211","5","1","7014211","10306"
"609","7014211","6","1","7014211","10306"
"610","7014211","7","1","7014211","10306"
"611","7014301","2","1","7014301","10306"
"612","7014301","3","1","7014301","10306"
"613","7014301","4","1","7014301","10306"
"614","7014311","5","1","7014311","10306"
"615","7014311","6","1","7014311","10306"
"616","7014311","7","1","7014311","10306"
"617","7014401","2","1","7014401","10301"
"618","7014401","3","1","7014401","10301"
"619","7014401","4","1","7014401","10301"
"620","7014411","5","1","7014411","10301"
"621","7014411","6","1","7014411","10301"
"622","7014411","7","1","7014411","10301"
"623","7015101","2","1","7015101","10309"
"624","7015101","3","1","7015101","10309"
"625","7015101","4","1","7015101","10309"
"626","7015111","5","1","7015111","10309"
"627","7015111","6","1","7015111","10309"
"628","7015111","7","1","7015111","10309"
"629","7015201","2","1","7015201","10309"
"630","7015201","3","1","7015201","10309"
"631","7015201","4","1","7015201","10309"
"632","7015211","5","1","7015211","10309"
"633","7015211","6","1","7015211","10309"
"634","7015211","7","1","7015211","10309"
"635","7015301","2","1","7015301","10309"
"636","7015301","3","1","7015301","10309"
"637","7015301","4","1","7015301","10309"
"638","7015311","5","1","7015311","10309"
"639","7015311","6","1","7015311","10309"
"640","7015311","7","1","7015311","10309"
"641","7015401","2","1","7015401","10302"
"642","7015401","3","1","7015401","10302"
"643","7015401","4","1","7015401","10302"
"644","7015411","5","1","7015411","10302"
"645","7015411","6","1","7015411","10302"
"646","7015411","7","1","7015411","10302"
"647","7016101","2","1","7016101","10308"
"648","7016101","3","1","7016101","10308"
"649","7016101","4","1","7016101","10308"
"650","7016111","5","1","7016111","10308"
"651","7016111","6","1","7016111","10308"
"652","7016111","7","1","7016111","10308"
"653","7016201","2","1","7016201","10308"
"654","7016201","3","1","7016201","10308"
"655","7016201","4","1","7016201","10308"
"656","7016211","5","1","7016211","10308"
"657","7016211","6","1","7016211","10308"
"658","7016211","7","1","7016211","10308"
"659","7016301","2","1","7016301","10308"
"660","7016301","3","1","7016301","10308"
"661","7016301","4","1","7016301","10308"
"662","7016311","5","1","7016311","10308"
"663","7016311","6","1","7016311","10308"
"664","7016311","7","1","7016311","10308"
"665","7016401","2","1","7016401","10303"
"666","7016401","3","1","7016401","10303"
"667","7016401","4","1","7016401","10303"
"668","7016411","5","1","7016411","10303"
"669","7016411","6","1","7016411","10303"
"670","7016411","7","1","7016411","10303"
"671","7017101","2","1","7017101","10306"
"672","7017101","3","1","7017101","10306"
"673","7017101","4","1","7017101","10306"
"674","7017111","5","1","7017111","10306"
"675","7017111","6","1","7017111","10306"
"676","7017111","7","1","7017111","10306"
"677","7017201","2","1","7017201","10306"
"678","7017201","3","1","7017201","10306"
"679","7017201","4","1","7017201","10306"
"680","7017211","5","1","7017211","10306"
"681","7017211","6","1","7017211","10306"
"682","7017211","7","1","7017211","10306"
"683","7017301","2","1","7017301","10306"
"684","7017301","3","1","7017301","10306"
"685","7017301","4","1","7017301","10306"
"686","7017311","5","1","7017311","10306"
"687","7017311","6","1","7017311","10306"
"688","7017311","7","1","7017311","10306"
"689","7017401","2","1","7017401","10301"
"690","7017401","3","1","7017401","10301"
"691","7017401","4","1","7017401","10301"
"692","7017411","5","1","7017411","10301"
"693","7017411","6","1","7017411","10301"
"694","7017411","7","1","7017411","10301"
"695","7018101","2","1","7018101","10309"
"696","7018101","3","1","7018101","10309"
"697","7018101","4","1","7018101","10309"
"698","7018111","5","1","7018111","10309"
"699","7018111","6","1","7018111","10309"
"700","7018111","7","1","7018111","10309"
"701","7018201","2","1","7018201","10309"
"702","7018201","3","1","7018201","10309"
"703","7018201","4","1","7018201","10309"
"704","7018211","5","1","7018211","10309"
"705","7018211","6","1","7018211","10309"
"706","7018211","7","1","7018211","10309"
"707","7018301","2","1","7018301","10309"
"708","7018301","3","1","7018301","10309"
"709","7018301","4","1","7018301","10309"
"710","7018311","5","1","7018311","10309"
"711","7018311","6","1","7018311","10309"
"712","7018311","7","1","7018311","10309"
"713","7018401","2","1","7018401","10302"
"714","7018401","3","1","7018401","10302"
"715","7018401","4","1","7018401","10302"
"716","7018411","5","1","7018411","10302"
"717","7018411","6","1","7018411","10302"
"718","7018411","7","1","7018411","10302"
"719","7019101","2","1","7019101","10308"
"720","7019101","3","1","7019101","10308"
"721","7019101","4","1","7019101","10308"
"722","7019111","5","1","7019111","10308"
"723","7019111","6","1","7019111","10308"
"724","7019111","7","1","7019111","10308"
"725","7019201","2","1","7019201","10308"
"726","7019201","3","1","7019201","10308"
"727","7019201","4","1","7019201","10308"
"728","7019211","5","1","7019211","10308"
"729","7019211","6","1","7019211","10308"
"730","7019211","7","1","7019211","10308"
"731","7019301","2","1","7019301","10308"
"732","7019301","3","1","7019301","10308"
"733","7019301","4","1","7019301","10308"
"734","7019311","5","1","7019311","10308"
"735","7019311","6","1","7019311","10308"
"736","7019311","7","1","7019311","10308"
"737","7019401","2","1","7019401","10303"
"738","7019401","3","1","7019401","10303"
"739","7019401","4","1","7019401","10303"
"740","7019411","5","1","7019411","10303"
"741","7019411","6","1","7019411","10303"
"742","7019411","7","1","7019411","10303"
"743","7020101","2","1","7020101","10306"
"744","7020101","3","1","7020101","10306"
"745","7020101","4","1","7020101","10306"
"746","7020111","5","1","7020111","10306"
"747","7020111","6","1","7020111","10306"
"748","7020111","7","1","7020111","10306"
"749","7020201","2","1","7020201","10306"
"750","7020201","3","1","7020201","10306"
"751","7020201","4","1","7020201","10306"
"752","7020211","5","1","7020211","10306"
"753","7020211","6","1","7020211","10306"
"754","7020211","7","1","7020211","10306"
"755","7020301","2","1","7020301","10306"
