"Name","PET_SKILLID","Skillkind","SkillType","NameSID","ExplainSID","UiDesValue01","AddValue01","UiDesValue02","AddValue02","UiDesValue03","AddValue03","UiDesValue04","AddValue04","UiDesValue05","AddValue05","IconID","PassiveID01","PassiveID02","PETSkillCombatPoint","GreatBuildingAttributeType01","GreatBuildingAttributeValue01","GreatBuildingAtttributeAddValue01","GreatBuildingAttributeType02","GreatBuildingAttributeValue02","GreatBuildingAtttributeAddValue02"
"21002","21002","0","0","4600112","4610112","0","0","20","0","10","0","0","0","0","0","3700034","400312","0","1000","0","0","0","0","0","0"
"21003","21003","0","1","4600113","4610113","3","0","6","0","0","0","0","0","0","0","3700007","400313","0","1000","0","0","0","0","0","0"
"22001","22001","0","0","4600116","4610116","0","0","6","0","0","0","0","0","0","0","3700024","400321","0","720","0","0","0","0","0","0"
"22002","22002","0","0","4600117","4610117","0","0","6","0","0","0","0","0","0","0","3700048","400322","0","720","0","0","0","0","0","0"
"23001","23001","0","0","4600121","4610121","0","0","8","0","0","0","0","0","0","0","3700019","400331","0","230","0","0","0","0","0","0"
"24001","24001","0","0","4600126","4610126","0","0","1400","490","6","2.1","6","2.1","0","0","3700022","400341","400346","1400","0","0","0","0","0","0"
"24002","24002","0","0","4600127","4610127","0","0","15","5.2","30","10.5","0","0","0","0","3700027","400342","0","1400","0","0","0","0","0","0"
"24003","24003","0","0","4600128","4610128","0","0","10","3.5","10","3.5","0","0","0","0","3700015","400343","0","1400","0","0","0","0","0","0"
"24004","24004","0","1","4600129","4610129","20","7","20","0","20","7","0","0","0","0","3700007","400344","400349","1400","0","0","0","0","0","0"
"25001","25001","0","0","4600171","4610171","0","0","10","0","6","0","0","0","0","0","3700021","400351","0","720","0","0","0","0","0","0"
"25002","25002","0","0","4600172","4610172","0","0","10","0","10","0","0","0","0","0","3700044","400352","0","720","0","0","0","0","0","0"
"26001","26001","0","0","4600176","4610176","0","0","200","0","70","0","8","0","0","0","3700010","400361","400366","1000","0","0","0","0","0","0"
"26002","26002","0","0","4600177","4610177","0","0","20","0","5","0","6","0","5","0","3700008","400362","400367","1000","0","0","0","0","0","0"
"26003","26003","0","0","4600178","4610178","0","0","1","0","2","0","0","0","0","0","3700012","400363","0","1000","0","0","0","0","0","0"
"27001","27001","0","0","4600181","4610181","0","0","1600","0","7","0","30","0","0","0","3700022","400371","400376","1000","0","0","0","0","0","0"
"27002","27002","0","0","4600182","4610182","0","0","20","0","5","0","0","0","0","0","3700038","400372","0","1000","0","0","0","0","0","0"
"27003","27003","0","1","4600183","4610183","10","0","200","0","0","0","0","0","0","0","3700006","400373","0","1000","0","0","0","0","0","0"
"28001","28001","0","0","4600186","4610186","0","0","160","0","70","0","20","0","8","0","3700010","400381","400386","1000","0","0","0","0","0","0"
"28002","28002","0","0","4600187","4610187","0","0","20","0","10","0","3","0","0","0","3700037","400382","400387","1000","0","0","0","0","0","0"
"28003","28003","0","1","4600188","4610188","5","0","15","0","0","0","0","0","0","0","3700007","400383","0","1000","0","0","0","0","0","0"
"29001","29001","0","0","4600191","4610191","0","0","1600","0","7","0","8","0","0","0","3700023","400391","400396","1000","0","0","0","0","0","0"
"29002","29002","0","0","4600192","4610192","0","0","20","0","15","0","0","0","0","0","3700032","400392","0","1000","0","0","0","0","0","0"
"29003","29003","0","1","4600193","4610193","5","0","15","0","0","0","0","0","0","0","3700052","400393","0","1000","0","0","0","0","0","0"
"30001","30001","0","0","4600196","4610196","0","0","6","0","0","0","0","0","0","0","3700025","400401","0","720","0","0","0","0","0","0"
"30002","30002","0","0","4600197","4610197","0","0","10","0","0","0","0","0","0","0","3700039","400402","0","720","0","0","0","0","0","0"
"31001","31001","0","0","4600201","4610201","0","0","6000","2100","12","4.2","12","4.2","0","0","3700024","400411","400416","1400","0","0","0","0","0","0"
"31002","31002","0","0","4600202","4610202","0","0","15","5.2","30","10.5","0","0","0","0","3700029","400412","0","1400","0","0","0","0","0","0"
"31003","31003","0","0","4600203","4610203","0","0","25","8.7","10","3.5","0","0","0","0","3700050","400413","0","1400","0","0","0","0","0","0"
"31004","31004","0","1","4600204","4610204","25","8.75","0","0","0","0","0","0","0","0","3700007","400414","0","1400","0","0","0","0","0","0"
"32001","32001","0","0","4600206","4610206","0","0","10","0","6","0","0","0","0","0","3700009","400421","0","720","0","0","0","0","0","0"
"32002","32002","0","0","4600207","4610207","0","0","10","0","0","0","0","0","0","0","3700039","400422","0","720","0","0","0","0","0","0"
"33001","33001","0","0","4600211","4610211","0","0","3","0","0","0","0","0","0","0","3700031","400431","0","720","0","0","0","0","0","0"
"33002","33002","0","0","4600212","4610212","0","0","10","0","10","0","0","0","0","0","3700043","400432","0","720","0","0","0","0","0","0"
"34001","34001","0","0","4600216","4610216","0","0","160","0","7","0","8","0","0","0","3700030","400441","400446","1000","0","0","0","0","0","0"
"34002","34002","0","0","4600217","4610217","0","0","15","0","10","0","5","0","0","0","3700044","400442","400447","1000","0","0","0","0","0","0"
"34003","34003","0","1","4600218","4610218","0","0","0","0","0","0","0","0","0","0","3700005","400443","0","1000","0","0","0","0","0","0"
"35001","35001","0","0","4600222","4610222","0","0","2200","0","70","0","8","0","0","0","3700006","400451","400456","1000","0","0","0","0","0","0"
"35002","35002","0","0","4600223","4610223","0","0","20","0","12","0","0","0","0","0","3700033","400452","0","1000","0","0","0","0","0","0"
"35003","35003","0","1","4600224","4610224","0","0","0","0","0","0","0","0","0","0","3700003","400453","400458","1000","0","0","0","0","0","0"
"36001","36001","0","0","4600228","4610228","0","0","2400","840","800","280","70","24","70","24","3700018","400461","400466","1400","0","0","0","0","0","0"
"36002","36002","0","0","4600229","4610229","0","0","15","5.2","30","10.5","0","0","0","0","3700028","400462","0","1400","0","0","0","0","0","0"
"36003","36003","0","0","4600230","4610230","0","0","10","3.5","20","7","0","0","0","0","3700015","400463","0","1400","0","0","0","0","0","0"
"36004","36004","0","1","4600231","4610231","0","0","10","0","30","10.5","0","0","0","0","3700030","400464","400469","1400","0","0","0","0","0","0"
"37001","37001","0","0","4600234","4610234","0","0","240","0","7","0","30","0","0","0","3700031","400471","400476","1000","0","0","0","0","0","0"
"37002","37002","0","0","4600235","4610235","0","0","15","0","10","0","10","0","0","0","3700039","400472","400477","1000","0","0","0","0","0","0"
"37003","37003","0","1","4600236","4610236","0","0","0","0","0","0","0","0","0","0","3700012","400473","400478","1000","0","0","0","0","0","0"
"38001","38001","0","0","4600240","4610240","0","0","300","0","100","0","10","0","8","0","3700020","400481","400486","1000","0","0","0","0","0","0"
"38002","38002","0","0","4600241","4610241","0","0","20","0","7","0","3","0","0","0","3700035","400482","400487","1000","0","0","0","0","0","0"
"38003","38003","0","1","4600242","4610242","1","0","1","0","0","0","0","0","0","0","3700006","400483","400488","1000","0","0","0","0","0","0"
"39001","39001","0","0","4600246","4610246","0","0","2400","0","100","0","10","0","30","0","3700051","400491","400496","1000","0","0","0","0","0","0"
"39002","39002","0","0","4600247","4610247","0","0","20","0","3","0","0","0","0","0","3700036","400492","0","1000","0","0","0","0","0","0"
"39003","39003","0","1","4600248","4610248","1","0","1","0","0","0","0","0","0","0","3700001","400493","400498","1000","0","0","0","0","0","0"
"40001","40001","0","0","4600251","4610251","0","0","1800","630","900","315","90","31","90","31","3700051","400501","400506","1400","0","0","0","0","0","0"
"40002","40002","0","0","4600252","4610252","0","0","15","5.2","30","10.5","0","0","0","0","3700026","400502","0","1400","0","0","0","0","0","0"
"40003","40003","0","0","4600253","4610253","0","0","5","1.75","10","3.5","10","3.5","0","0","3700002","400503","400508","1400","0","0","0","0","0","0"
"40004","40004","0","1","4600254","4610254","15","0","50","17.5","0","0","0","0","0","0","3700031","400504","0","1400","0","0","0","0","0","0"
"41001","41001","0","0","4600256","4610256","0","0","3600","1260","6","2.1","6","2.1","0","0","3700030","400511","400516","1400","0","0","0","0","0","0"
"41002","41002","0","0","4600257","4610257","0","0","15","5.2","30","10.5","0","0","0","0","3700028","400512","0","1400","0","0","0","0","0","0"
"41003","41003","0","0","4600258","4610258","0","0","20","7","5","1.75","0","0","0","0","3700039","400513","400518","1400","0","0","0","0","0","0"
"41004","41004","0","1","4600259","4610259","15","0","500","175","0","0","0","0","0","0","3700051","400514","0","1400","0","0","0","0","0","0"
"42001","42001","0","0","4600261","4610261","0","0","4000","1400","20","7","20","7","0","0","3700019","400521","400526","1400","0","0","0","0","0","0"
"42002","42002","0","0","4600262","4610262","0","0","15","5.2","30","10.5","0","0","0","0","3700027","400522","0","1400","0","0","0","0","0","0"
"42003","42003","0","0","4600263","4610263","0","0","8","2.8","5","1.75","10","3.5","0","0","3700014","400523","400528","1400","0","0","0","0","0","0"
"42004","42004","0","1","4600264","4610264","5","0","50","17.5","0","0","0","0","0","0","3700007","400524","0","1400","0","0","0","0","0","0"
"43001","43001","0","0","4600266","4610266","0","0","1600","560","30","10.5","30","10.5","0","0","3700021","400531","400536","1400","0","0","0","0","0","0"
"43002","43002","0","0","4600267","4610267","0","0","15","5.2","30","10.5","0","0","0","0","3700029","400532","0","1400","0","0","0","0","0","0"
"43003","43003","0","0","4600268","4610268","0","0","12","4.2","10","3.5","0","0","0","0","3700048","400533","0","1400","0","0","0","0","0","0"
"43004","43004","0","1","4600269","4610269","5","0","15","5.25","0","0","0","0","0","0","3700007","400534","0","1400","0","0","0","0","0","0"
"44001","44001","0","0","4600271","4610271","0","0","300","0","100","0","20","0","0","0","3700051","400541","400546","1000","0","0","0","0","0","0"
"44002","44002","0","0","4600272","4610272","0","0","15","0","15","0","5","0","0","0","3700039","400542","400547","1000","0","0","0","0","0","0"
"44003","44003","0","1","4600273","4610273","0","0","100","0","100","0","0","0","0","0","3700006","400543","0","1000","0","0","0","0","0","0"
"45001","45001","0","0","4600276","4610276","0","0","280","0","110","0","8","0","8","0","3700031","400551","400556","1000","0","0","0","0","0","0"
"45002","45002","0","0","4600277","4610277","0","0","10","0","10","0","10","0","0","0","3700043","400552","400557","1000","0","0","0","0","0","0"
"45003","45003","0","1","4600278","4610278","8","0","50","0","0","0","0","0","0","0","3700032","400553","0","1000","0","0","0","0","0","0"
"46001","46001","0","0","4600281","4610281","0","0","2200","770","700","245","100","35","100","35","3700006","400561","400566","1400","0","0","0","0","0","0"
"46002","46002","0","0","4600282","4610282","0","0","30","10","10","3.5","0","0","0","0","3700035","400562","0","1400","0","0","0","0","0","0"
"46003","46003","0","0","4600283","4610283","0","0","10","3.7","5","2","10","3.7","0","0","3700048","400563","400568","1400","0","0","0","0","0","0"
"46004","46004","0","1","4600284","4610284","0","0","40","10","0","0","0","0","0","0","3700013","400564","0","1400","0","0","0","0","0","0"
"47001","47001","0","0","4600286","4610286","0","0","12","0","12","0","10","0","0","0","3700030","400571","400576","1000","0","0","0","0","0","0"
"47002","47002","0","0","4600287","4610287","0","0","15","0","10","0","10","0","0","0","3700039","400572","400577","1000","0","0","0","0","0","0"
"47003","47003","0","1","4600288","4610288","30","0","2","0","2","0","2","0","0","0","3700006","400573","0","1000","0","0","0","0","0","0"
"48001","48001","0","0","4600291","4610291","0","0","1800","0","600","0","15","0","0","0","3700044","400581","400586","1000","0","0","0","0","0","0"
"48002","48002","0","0","4600292","4610292","0","0","80","0","80","0","100","0","10","0","3700018","400582","400587","1000","0","0","0","0","0","0"
"48003","48003","0","1","4600293","4610293","8","0","150","0","300","0","300","0","0","0","3700006","400583","0","1000","0","0","0","0","0","0"
"49001","49001","0","0","4600296","4610296","0","0","2000","700","800","280","20","7","20","7","3700021","400591","400596","1400","0","0","0","0","0","0"
"49002","49002","0","0","4600297","4610297","0","0","15","5.2","15","5.2","15","5.2","0","0","3700025","400592","400597","1400","0","0","0","0","0","0"
"49003","49003","0","0","4600298","4610298","0","0","30","10.5","30","10.5","10","3.5","0","0","3700033","400593","400598","1400","0","0","0","0","0","0"
"49004","49004","0","1","4600299","4610299","10","0","100","35","100","35","25","8.7","0","0","3700016","400594","0","1400","0","0","0","0","0","0"
"50001","50001","0","0","4600301","4610301","0","0","800","0","80","0","80","0","10","0","3700006","400601","400606","1000","0","0","0","0","0","0"
"50002","50002","0","0","4600302","4610302","0","0","15","0","15","0","10","0","10","0","3700039","400602","400607","1000","0","0","0","0","0","0"
"50003","50003","0","1","4600303","4610303","3","0","9","0","0","0","0","0","0","0","3700007","400603","0","1000","0","0","0","0","0","0"
"51001","51001","0","0","4600306","4610306","0","0","1000","350","1000","350","150","52","50","18","3700018","400611","400616","1400","0","0","0","0","0","0"
"51002","51002","0","0","4600307","4610307","0","0","30","10.5","30","10.5","15","5.2","0","0","3700019","400612","400617","1400","0","0","0","0","0","0"
"51003","51003","0","0","4600308","4610308","0","0","30","10.5","30","10.5","0","0","0","0","3700036","400613","0","1400","0","0","0","0","0","0"
"51004","51004","0","1","4600309","4610309","7","0","100","0","450","157","450","157","0","0","3700004","400614","0","1400","0","0","0","0","0","0"
"52001","52001","0","0","4600311","4610311","0","0","1000","0","40","0","20","0","20","0","3700028","400621","400626","1000","0","0","0","0","0","0"
"52002","52002","0","0","4600312","4610312","0","0","8","0","3","0","40","0","5","0","3700048","400622","400627","1000","0","0","0","0","0","0"
"52003","52003","0","1","4600313","4610313","0","0","3","0","0","0","0","0","0","0","3700007","400623","0","1000","0","0","0","0","0","0"
"53001","53001","0","0","4600316","4610316","0","0","1700","595","900","315","80","28","80","28","3700006","400631","400636","1400","0","0","0","0","0","0"
"53002","53002","0","0","4600317","4610317","0","0","100","35","100","35","25","8.7","0","0","3700054","400632","400637","1400","0","0","0","0","0","0"
"53003","53003","0","0","4600318","4610318","0","0","15","5.2","15","5.2","15","5.2","0","0","3700015","400633","400638","1400","0","0","0","0","0","0"
"53004","53004","0","1","4600319","4610319","12","0","20","7","40","14","10","3.5","0","0","3700017","400634","0","1400","0","0","0","0","0","0"
"54001","54001","0","0","4600321","4610321","0","0","1500","0","90","0","90","0","8","0","3700022","400641","400646","1000","0","0","0","0","0","0"
"54002","54002","0","0","4600322","4610322","0","0","10","0","80","0","18","0","0","0","3700039","400642","400647","1000","0","0","0","0","0","0"
"54003","54003","0","1","4600323","4610323","5","0","15","0","0","0","0","0","0","0","3700007","400643","0","1000","0","0","0","0","0","0"
"55001","55001","0","0","4600326","4610326","0","0","1200","0","90","0","120","0","8","0","3700030","400651","400656","1000","0","0","0","0","0","0"
"55002","55002","0","0","4600327","4610327","0","0","10","0","15","0","20","0","7","0","3700048","400652","400657","1000","0","0","0","0","0","0"
"55003","55003","0","1","4600328","4610328","0","0","0","0","4","0","8","0","0","0","3700005","400653","0","1000","0","0","0","0","0","0"
"56001","56001","0","0","4600331","4610331","0","0","3000","0","90","0","90","0","0","0","3700006","400661","400666","1000","0","0","0","0","0","0"
"56002","56002","0","0","4600332","4610332","0","0","15","0","15","0","18","0","0","0","3700039","400662","400667","1000","0","0","0","0","0","0"
"56003","56003","0","1","4600333","4610333","15","0","100","0","5","0","300","0","0","0","3700031","400663","0","1000","0","0","0","0","0","0"
"57001","57001","0","0","4600336","4610336","0","0","2300","805","800","280","30","10.5","30","10.5","3700021","400671","400676","1400","0","0","0","0","0","0"
"57002","57002","0","0","4600337","4610337","0","0","15","5.2","15","5.2","25","8.7","25","8.7","3700032","400672","400677","1400","0","0","0","0","0","0"
"57003","57003","0","0","4600338","4610338","0","0","20","7","10","3.5","10","3.5","0","0","3700039","400673","400678","1400","0","0","0","0","0","0"
"57004","57004","0","1","4600339","4610339","4","0","300","105","300","105","0","0","0","0","3700005","400674","0","1400","0","0","0","0","0","0"
"57005","57005","1","1","4600340","4610340","60","0","5","1.7","20","7","10","3.5","0","0","3700024","400675","0","1400","0","0","0","0","0","0"
"58001","58001","0","0","4600341","4610341","0","0","1600","0","500","0","15","0","25","0","3700021","400681","400686","1000","0","0","0","0","0","0"
"58002","58002","0","0","4600342","4610342","0","0","10","0","15","0","20","0","5","0","3700050","400682","400687","1000","0","0","0","0","0","0"
"58003","58003","0","1","4600343","4610343","0","0","5","0","8","0","0","0","0","0","3700007","400683","0","1000","0","0","0","0","0","0"
"59001","59001","0","0","4600346","4610346","0","0","2000","700","900","315","150","52","30","10.5","3700020","400691","400696","1400","0","0","0","0","0","0"
"59002","59002","0","0","4600347","4610347","0","0","15","5.2","15","5.2","15","5.2","0","0","3700022","400692","400697","1400","0","0","0","0","0","0"
"59003","59003","0","0","4600348","4610348","0","0","20","7","20","7","20","7","0","0","3700008","400693","400698","1400","0","0","0","0","0","0"
"59004","59004","0","1","4600349","4610349","0","0","0","0","5","0","30","10.5","0","0","3700005","400694","0","1400","0","0","0","0","0","0"
"59005","59005","1","1","4600350","4610350","15","0","0","0","350","122","0","0","0","0","3700018","400695","0","1400","0","0","0","0","0","0"
"60001","60001","0","0","4600351","4610351","0","0","1500","0","550","0","85","0","15","0","3700018","400701","400706","1000","0","0","0","0","0","0"
"60002","60002","0","0","4600352","4610352","0","0","10","0","12","0","18","0","10","0","3700039","400702","400707","1000","0","0","0","0","0","0"
"60003","60003","0","1","4600353","4610353","60","0","1","0","2","0","0","0","0","0","3700024","400703","0","1000","0","0","0","0","0","0"
"61001","61001","0","0","4600356","4610356","0","0","2000","700","800","280","90","31","90","31","3700006","400711","400716","1400","0","0","0","0","0","0"
"61002","61002","0","0","4600357","4610357","0","0","15","5.2","15","5.2","25","8.7","25","8.7","3700022","400712","400717","1400","0","0","0","0","0","0"
"61003","61003","0","0","4600358","4610358","0","0","20","7","5","1.7","10","3.5","0","0","3700043","400713","400718","1400","0","0","0","0","0","0"
"61004","61004","0","1","4600359","4610359","10","0","90","31","20","7","0","0","0","0","3700036","400714","0","1400","0","0","0","0","0","0"
"61005","61005","1","1","4600360","4610360","30","0","3","1","0","0","0","0","0","0","3700030","400715","0","1400","0","0","0","0","0","0"
"62001","62001","0","0","4600361","4610361","0","0","600","0","8","0","5","0","5","0","3700052","400721","400722","1000","0","0","0","0","0","0"
"62002","62002","0","0","4600362","4610362","0","0","5","0","8","0","8","0","0","0","3700010","400723","400724","1000","0","0","0","0","0","0"
"62003","62003","0","1","4600363","4610363","10","0","15","0","0","0","0","0","0","0","3700031","400725","0","1550","0","0","0","0","0","0"
"63001","63001","0","0","4600366","4610366","0","0","2500","875","800","280","100","35","100","35","3700018","400731","400732","1400","0","0","0","0","0","0"
"63002","63002","0","0","4600367","4610367","0","0","8","2.8","8","2.8","15","5.2","15","5.2","3700031","400733","400734","1400","0","0","0","0","0","0"
"63003","63003","0","0","4600368","4610368","0","0","10","3.5","100","35","15","5.2","0","0","3700042","400735","400736","1400","0","0","0","0","0","0"
"63004","63004","0","1","4600369","4610369","10","0","200","70","200","70","40","0","0","0","3700016","400737","0","1400","0","0","0","0","0","0"
"63005","63005","1","1","4600370","4610370","15","0","30","10.5","80","28","0","0","0","0","3700006","400738","0","1400","0","0","0","0","0","0"
"64001","64001","0","0","4600371","4610371","0","0","1800","630","1000","350","50","17","150","52","3700014","400741","400742","1400","0","0","0","0","0","0"
"64002","64002","0","0","4600372","4610372","0","0","10","3.5","15","5.2","15","5.2","15","5.2","3700021","400743","400744","1400","0","0","0","0","0","0"
"64003","64003","0","0","4600373","4610373","0","0","10","3.5","10","3.5","5","1.7","0","0","3700053","400745","400746","1400","0","0","0","0","0","0"
"64004","64004","0","1","4600374","4610374","0","0","10","3.5","8","0","50","17.5","120","42","3700044","400747","0","1400","0","0","0","0","0","0"
"64005","64005","1","1","4600375","4610375","15","0","30","10","30","10.5","0","0","0","0","3700051","400748","0","1400","0","0","0","0","0","0"
"65001","65001","0","0","4600376","4610376","0","0","2200","0","10","0","8","0","0","0","3700031","400751","400752","1000","0","0","0","0","0","0"
"65002","65002","0","0","4600377","4610377","0","0","10","0","15","0","15","0","10","0","3700035","400753","400754","1000","0","0","0","0","0","0"
"65003","65003","0","1","4600378","4610378","5","0","15","0","0","0","0","0","0","0","3700038","400755","0","1000","0","0","0","0","0","0"
"66001","66001","0","0","4600379","4610379","0","0","2000","700","700","245","80","28","80","28","3700006","400761","400762","1400","0","0","0","0","0","0"
"66002","66002","0","0","4600380","4610380","0","0","80","28","80","28","15","5.2","15","5.2","3700054","400763","400764","1400","0","0","0","0","0","0"
"66003","66003","0","0","4600381","4610381","0","0","20","7","10","3.5","30","10.5","0","0","3700039","400765","400766","1400","0","0","0","0","0","0"
"66004","66004","0","1","4600382","4610382","8","0","100","35","0","0","0","0","0","0","3700058","400767","0","1400","0","0","0","0","0","0"
"66005","66005","1","1","4600383","4610383","15","0","150","52","0","0","0","0","0","0","3700001","400768","0","1400","0","0","0","0","0","0"
"1000001","1000001","0","1","4600384","4610384","15","0","10","0","0","0","0","0","0","0","3700024","410001","0","0","0","0","0","0","0","0"
"1001001","1001001","0","1","4600385","4610385","15","0","150","0","150","0","0","0","0","0","3700057","410011","0","0","0","0","0","0","0","0"
"1002001","1002001","0","1","4600386","4610386","10","0","0","0","0","0","0","0","0","0","3700007","410021","0","0","0","0","0","0","0","0"
"1003001","1003001","0","1","4600387","4610387","30","0","5","0","5","0","0","0","0","0","3700018","410031","0","0","0","0","0","0","0","0"
"1004001","1004001","0","1","4600388","4610388","20","0","35","0","0","0","0","0","0","0","3700038","410041","0","0","0","0","0","0","0","0"
"1005001","1005001","0","1","4600389","4610389","100","0","100","0","0","0","0","0","0","0","3700004","410051","0","0","0","0","0","0","0","0"
"1006001","1006001","0","1","4600390","4610390","200","0","200","0","6","0","100","0","0","0","3700058","410061","0","0","0","0","0","0","0","0"
"1007001","1007001","0","1","4600391","4610391","10","0","50","0","0","0","0","0","0","0","3700031","410071","0","0","0","0","0","0","0","0"
