"Name","QuestId","QuestLevel","QuestTitle","StepNo","QuestMission","StartScript","EndScript","CountSmallTalk","MissionType","MissionTarget","Parameter1","Parameter2","ParameterClass","CountIndication","QuestTrackerType","MissionStageId","ViaCoordinate","MissionCoordinate","PhaseExitCoordinate","SoundId","SoundRange","EffectId","IconId","ContentOpenPage","StringMESSAGE","AutoBattleType","PcTargetSearchDist","CoordinateRange","QuestTitleSID","QuestMissionSID","RewardExp","RewardGOLD","RewardCostId","RewardCostCount","RewardItem01Id","RewardItem01Count","RewardItem02Id","RewardItem02Count","TutorialGroupId"
"11","202200110","177","뱀골 피난처","5","흑의인의 쪽지 확인","NPCSHOW 2002311 (17528,-11589,590,176)","CINEMATIC 111200300/CUTSCENEDELAY","","9100","110502112","1","100000","(0,0,0,0,0,0)","0","0","110502010","","(X=17513.148438,Y=-11586.681641,Z=610.120239)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","110502002","210502011","319670","52088","0","0","(501200050,501200050,501200050,501200050,501200050,501200050)","1","(604200305,604200305,604200305,604200305,604200305,604200305)","2","0"
"12","202200120","177","사불석의 행방","1","뱀의 동굴로 가기","0","SMALLTALK 111212000","","100","0","1","1000","(0,0,0,0,0,0)","0","0","110502020","","(X=594.615723,Y=-942.279236,Z=1899.306152)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","110502003","210502012","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"13","202200130","177","사불석의 행방","2","적들에게서 흔적 찾기","0","SMALLTALK 111213010","((Count=10,STDId=111213000))","8300","0","30","60000","(0,0,0,0,0,0)","1","1","110502020","","(X=-221.811646,Y=-3591.800781,Z=1842.115479)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","1","5000","50000","110502003","210502013","383620","77464","11","3000","(517200412,517200412,517200412,517200412,517200412,517200412)","1","(502120001,502120001,502120001,502120001,502120001,502120001)","10","0"
"14","202200140","177","사불석의 행방","3","깃발 찾기","0","HUDHIDE/CAMERAFOCUS (-10827,-10692,2122) (-4,16,0) 0.5 1 (-10107,-10296,2132) (1,27,0) 2 0.5/SMALLTALK 111214000 /CAMERASET 45 -19 700 1/DELAY 5/HUDSHOW","","100","0","1","400","(0,0,0,0,0,0)","0","0","110502020","","(X=-10403.668945,Y=-10677.451172,Z=1961.762451)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","110502003","210502014","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"15","202200150","177","사불석의 행방","4","흑의인 부르기","0","HUDHIDE/FADE 0 1 0.5/DELAY 1/PCWARP (-9981,-10231,1961,133)/FADE 1 0 0.5/CINEMATIC 111200400/CUTSCENEDELAY/HUDSHOW","","8052","402111000","1","100000","(0,0,0,0,0,0)","0","0","110502020","","(X=-9981.609375,Y=-10231.627930,Z=1961.762207)","(X=0,Y=0,Z=0)","0","0","0","0","0","310502015","0","0","0","110502003","210502015","319670","52088","0","0","(901200305,901200305,901200305,901200305,901200305,901200305)","3","(604200305,604200305,604200305,604200305,604200305,604200305)","2","0"
"16","202200170","177","사불석의 행방","5","벽면 확인하기","0","CINEMATIC 111200500/CUTSCENEDELAY","","9100","110502131","1","100000","(0,0,0,0,0,0)","0","0","110502020","","(X=-9752.149414,Y=-10972.370117,Z=1961.762329)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","110502003","210502017","319670","52088","0","0","(901200205,901200205,901200205,901200205,901200205,901200205)","3","(604200305,604200305,604200305,604200305,604200305,604200305)","2","0"
"17","202200180","177","사불석의 행방","6","뱀골 피난처로 돌아가기","0","CINEMATIC 111200600/CUTSCENEDELAY","","100","0","1","150","(0,0,0,0,0,0)","0","0","110502010","","(X=15321.095703,Y=-9373.096680,Z=551.300659)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","110502003","210502018","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"18","202200190","178","무백의 신뢰","1","폐광 수색하기","0","SMALLTALK 111219000","","100","0","1","150","(0,0,0,0,0,0)","0","0","110502040","","(X=-5673.767578,Y=11490.333008,Z=4452.671387)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","110502004","210502019","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"19","202200200","178","무백의 신뢰","2","시귀수비대 척살","0","SMALLTALK 111220000","","8250","3","50","100000","(0,0,0,0,0,0)","1","0","110502040","","(X=-10439.666016,Y=12023.504883,Z=4686.906250)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","1","2800","6000","110502004","210502020","386090","77467","0","0","(1301201706,1301201706,1301201706,1301201706,1301201706,1301201706)","10","(604200305,604200305,604200305,604200305,604200305,604200305)","2","0"
"20","202200210","178","무백의 신뢰","3","더 깊숙히 들어가기","0","0","","100","0","1","150","(0,0,0,0,0,0)","0","0","110502040","","(X=-18987.216797,Y=11579.081055,Z=5470.296387)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","110502004","210502021","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"21","202200220","178","무백의 신뢰","4","마골단 척살","0","SMALLTALK 111222000","","8250","2","50","100000","(0,0,0,0,0,0)","1","0","110502040","","(X=-24108.234375,Y=11670.793945,Z=5497.667480)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","1","3300","6000","110502004","210502022","386090","77467","0","0","(901200205,901200205,901200205,901200205,901200205,901200205)","3","(1301201588,1301201588,1301201588,1301201588,1301201588,1301201588)","10","0"
"22","202200230","178","무백의 신뢰","5","비수당파 근거지로 이동","0","HUDHIDE/FADE 0 1 0.5/DELAY 1/CAMERAFOCUS (-22538,-95,5507) (0,-124,0) 0 4 (-22567,-936,6389) (-37,-121,0) 1.5 0/FADE 1 0 0.5/DELAY 1.5/SMALLTALK 111223000/DELAY 3.5/FADE 0 1 0.5/DELAY 1/FADE 1 0 0.5/DELAY 1/HUDSHOW","","100","0","1","150","(0,0,0,0,0,0)","0","0","110502040","","(X=-23062.591797,Y=2083.406982,Z=5271.481934)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","110502004","210502023","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"23","202200240","178","무백의 신뢰","6","마교인장 모으기","0","SMALLTALK 111224100","((Count=1,STDId=111224000))","8250","1","20","40000","(0,0,0,0,0,0)","1","0","110502040","","(X=-20803.562500,Y=-7048.213379,Z=5710.921875)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","1","3400","6000","110502004","210502024","386090","77467","0","0","(501200050,501200050,501200050,501200050,501200050,501200050)","1","(1301201706,1301201706,1301201706,1301201706,1301201706,1301201706)","10","0"
"24","202200250","178","무백의 신뢰","7","무백에게 인장 전달하기","0","HUDHIDE/FADE 0 1 0.5/DELAY 0.5/PCWARP (10290,-10254,288,-6)/CAMERAFOCUS (11441,-11315,855) (-20,136,0) 3 2 (10562,-10458,475) (-2,139,0) 1.5 0/DELAY 0.5/FADE 1 0 0.5/DELAY 1/SMALLTALK 111225000/DELAY 5/HUDSHOW","","100","0","1","150","(0,0,0,0,0,0)","0","0","110502010","","(X=10290.636719,Y=-10254.657227,Z=288.320923)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","110502004","210502025","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"25","202200251","178","무백의 신뢰","8","무백에게 인장 전달하기","0","CAMERASET 173 -15 700 1","","200","0","1","167","(0,0,0,0,0,0)","0","0","110502010","","(X=15321.095703,Y=-9373.096680,Z=551.300659)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","110502004","210502026","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"26","202200260","178","무백의 신뢰","9","무백과 대화","0","CINEMATIC 111200700/CUTSCENEDELAY","","11","2002020","1","0","(0,0,0,0,0,0)","0","0","110502010","","(X=15321.095703,Y=-9373.096680,Z=551.300659)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","110502004","210502027","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"27","202200270","178","암호문 해독","1","주민들에게 물어보기I","0","CINEMATIC 111200800/CUTSCENEDELAY","","11","2002040","1","0","(0,0,0,0,0,0)","0","0","110502010","","(X=16026.820313,Y=-7123.098145,Z=707.501892)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","110502005","210502028","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"28","202200280","178","암호문 해독","2","주민들에게 물어보기II","0","CINEMATIC 111200900/CUTSCENEDELAY/DELAY 0.5/SMALLTALK 111228000","","11","2002050","1","0","(0,0,0,0,0,0)","0","0","110502010","","(X=18026.396484,Y=-7083.229492,Z=779.150757)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","110502005","210502029","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"29","202200290","178","암호문 해독","3","촌장에게 물어보기","0","CINEMATIC 111201000/CUTSCENEDELAY","","11","2002010","1","0","(0,0,0,0,0,0)","0","0","110502010","","(X=18667.785156,Y=-4152.164551,Z=885.516357)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","110502005","210502030","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"30","202200300","178","암호문 해독","4","현인의 저택 찾기I","0","HUDHIDE/CAMERAFOCUS (14903,4664,799) (-11,-56,0) 2 2/SMALLTALK 111230000/DELAY 4/HUDSHOW","","100","0","1","150","(0,0,0,0,0,0)","0","0","110502010","","(X=15485.406250,Y=4274.540527,Z=239.835083)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","110502005","210502031","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"31","202200310","178","암호문 해독","5","현인의 저택 찾기II","NPCSHOW 2002060 (-560,10723,-466,-132)","HUDHIDE/CAMERAFOCUS (-669,9572,-324) (-2,109,0) 3 0.5 (-588,10591,-479) (5,77,0) 2 0/SMALLTALK 111231000/DELAY 5.5/CAMERASET 65 -7 700 1/HUDSHOW","","100","0","1","150","(0,0,0,0,0,0)","0","0","110502010","","(X=-916.989807,Y=10079.581055,Z=-699.785461)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","110502005","210502032","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"32","202200320","178","암호문 해독","6","꼬마와 대화하기","0","CINEMATIC 111201100/CUTSCENEDELAY/DELAY 0.5/SMALLTALK 111232000","","11","2002060","1","0","(0,0,0,0,0,0)","0","0","110502010","","(X=-716.934509,Y=10572.600586,Z=-635.808960)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","110502005","210502033","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"33","202200330","178","암호문 해독","7","폐광 1층으로 가기","0","SMALLTALK 111233000","","100","0","1","1000","(0,0,0,0,0,0)","0","0","110502040","","(X=2484.181152,Y=11777.157227,Z=3701.153320)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","110502005","210502034","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"34","202200340","178","암호문 해독","8","현인 찾기I","0","SMALLTALK 111234000","","100","0","1","150","(0,0,0,0,0,0)","0","1","110502040","","(X=4913.932129,Y=-384.390686,Z=1978.106201)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","110502005","210502035","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"35","202200350","178","암호문 해독","9","마골단 보급대 척결","0","SMALLTALK 111235000","","8250","5","50","100000","(0,0,0,0,0,0)","1","0","110502040","","(X=8852.235352,Y=-4093.412842,Z=1326.210938)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","1","1750","4000","110502005","210502036","386090","77467","12","4500","(604200305,604200305,604200305,604200305,604200305,604200305)","2","(1301201588,1301201588,1301201588,1301201588,1301201588,1301201588)","10","0"
"36","202200360","178","암호문 해독","10","현인 찾기II","0","SMALLTALK 111236000","","100","0","1","150","(0,0,0,0,0,0)","0","0","110502040","","(X=12911.819336,Y=-4460.273926,Z=2006.026855)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","110502005","210502037","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"37","202200370","178","암호문 해독","11","마골단 추격대 척결","0","SMALLTALK 111237100","((Count=20,STDId=111237000))","8250","6","50","100000","(0,0,0,0,0,0)","1","0","110502040","","(X=17380.324219,Y=-660.447510,Z=3323.505859)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","1","2900","6000","110502005","210502038","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"38","202200380","178","암호문 해독","12","폐광 2층으로 가보기","NPCSHOW 2002070 (-373,7824,2737,79)/NPCSHOW 2002601 (-640,7855,2645,-10)/NPCSHOW 2002602 (-386,8102,2633,-94)/NPCSHOW 2002603 (-170,8036,2643,-145)/NPCSHOW 2002604 (-615,8154,2641,-55)","HUDHIDE/CAMERAFOCUS (-388,8301,2872) (-43,-104,0) 1 4 (-195,8295,2938) (-36,-123,0) 3 0/DELAY 2/SMALLTALK 111238100/DELAY 6/HUDSHOW","","100","0","1","1000","(0,0,0,0,0,0)","0","0","110502050","","(X=218.931885,Y=10767.188477,Z=2658.123535)","(X=218.931885,Y=10767.188477,Z=2658.123535)","0","0","1020008","0","0","0","0","0","0","110502005","210502039","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"39","202200381","179","암호문 해독","13","현인 우여기와 대화하기","NPCSHOW 2002070 (-373,7824,2737,79)/NPCSHOW 2002601 (-640,7855,2645,-10)/NPCSHOW 2002602 (-386,8102,2633,-94)/NPCSHOW 2002603 (-170,8036,2643,-145)/NPCSHOW 2002604 (-615,8154,2641,-55)","CINEMATIC 111201200/CUTSCENEDELAY","","11","2002070","1","0","(0,0,0,0,0,0)","0","0","110502050","","(X=-294.605591,Y=8156.208008,Z=2631.177734)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","110502005","210502042","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"40","202200390","179","암호문 해독","14","귀골단의 뼛조각 수집","NPCSHOW 2002070 (-373,7824,2737,79)","SMALLTALK 111239000","","8250","6","20","40000","(0,0,0,0,0,0)","1","0","110502050","","(X=10504.646484,Y=35641.910156,Z=1043.383301)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","1","4000","4000","110502005","210502041","388580","77470","0","0","(517200410,517200410,517200410,517200410,517200410,517200410)","1","(604200305,604200305,604200305,604200305,604200305,604200305)","2","0"
"41","202200400","179","암호문 해독","15","현인 우여기와 대화하기","NPCSHOW 2002070 (-373,7824,2737,79)","CINEMATIC 111201300/CUTSCENEDELAY/NPCHIDE 2002070","","11","2002070","1","0","(0,0,0,0,0,0)","0","0","110502050","","(X=-294.605591,Y=8156.208008,Z=2631.177734)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","110502005","210502042","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"42","202200410","179","암호문 해독","16","백색 뼛조각 수집","NPCSHOW 2002070 (-373,7824,2737,79)","SMALLTALK 111241000/NPCHIDE 2002071","","8310","3","5","50000","(0,0,0,0,0,0)","1","0","110502040","","(X=-294.605591,Y=8156.208008,Z=2631.177734)","(X=0,Y=0,Z=0)","0","0","0","0","0","310502043","1","1000","1000","110502005","210502043","453340","91472","0","0","(502920002,502920002,502920002,502920002,502920002,502920002)","1","(901200205,901200205,901200205,901200205,901200205,901200205)","3","0"
"43","202200420","179","암호문 해독","17","흑색 뼛조각 수집","NPCSHOW 2002070 (-373,7824,2737,79)","SMALLTALK 111242000/NPCHIDE 2002072","","8310","3","5","50000","(0,0,0,0,0,0)","1","0","110502050","","(X=-294.605591,Y=8156.208008,Z=2631.177734)","(X=0,Y=0,Z=0)","0","0","0","0","0","310502044","1","1000","1000","110502005","210502044","453340","91472","0","0","(501200050,501200050,501200050,501200050,501200050,501200050)","1","(701200404,701200404,701200404,701200404,701200404,701200404)","3","0"
"44","202200430","179","암호문 해독","18","현인 우여기와 대화하기","NPCSHOW 2002070 (-373,7824,2737,79)","CINEMATIC 111201400/CUTSCENEDELAY","","11","2002070","1","0","(0,0,0,0,0,0)","0","0","110502050","","(X=-294.605591,Y=8156.208008,Z=2631.177734)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","110502005","210502045","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"45","202200440","179","암호문 해독","19","팔괘석실로 이동","NPCSHOW 2002070 (-373,7824,2737,79)","NPCHIDE 2002070","","100","0","1","1000","(0,0,0,0,0,0)","0","0","110502030","","(X=-12550.765625,Y=7902.103516,Z=259.998047)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","110502005","210502046","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"46","202200450","179","암호문 해독","20","흑의인과 대화","NPCSHOW 2002030 (-11475,6460,343,117)","CINEMATIC 111201500/CUTSCENEDELAY","","11","2002030","1","0","(0,0,0,0,0,0)","0","0","110502030","","(X=-11646.131836,Y=6784.036133,Z=235.228149)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","110502005","210502047","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"47","202200460","179","암호문 해독","21","흑의인을 따라 들어가기","NPCRUN 2002030 (4272,12033,239,55) 2","0","","100","0","1","150","(0,0,0,0,0,0)","0","0","110502030","","(X=4223.934570,Y=11716.701172,Z=239.399231)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","110502005","210502048","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"48","202200470","179","백룡단의 은거지","1","단장과의 대화","NPCSHOW 2002030 (4272,12033,239,55)","CINEMATIC 111201600/CUTSCENEDELAY/NPCHIDE 2002030","","11","2002080","1","0","(0,0,0,0,0,0)","0","0","110502030","","(X=4994.287109,Y=12582.881836,Z=239.399292)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","110502006","210502049","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"49","202200480","179","백룡단의 은거지","2","팔괘석실 둘러보기","NPCSHOW 2002090 (5319,12678,328,-138)/NPCSHOW 2002030 (4272,12033,239,55)","HUDHIDE/NPCRUN 2002030 (10508,1946,304,96) 2/CAMERAFOCUS (-3211,4486,464) (-2,-129,0) 2 4 (-3708,4890,464) (-2,-112,0) 3.5 0/DELAY 1.5/SMALLTALK 111248000/DELAY 3/DELAY 2/SMALLTALK 111248010/DELAY 3/HUDSHOW","","100","0","1","150","(0,0,0,0,0,0)","0","0","110502030","","(X=-2015.569580,Y=5448.657227,Z=304.234009)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","110502006","210502050","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"50","202200481","179","백룡단의 은거지","3","팔괘석실 둘러보기","NPCSHOW 2002090 (5319,12678,328,-138)/NPCSHOW 2002030 (10508,1946,304,96)","HUDHIDE/SMALLTALK 111248020/DELAY 3/FADE 0 1 0.5/DELAY 2/SMALLTALK 111248030/FADE 1 0 0.5/DELAY 3/NPCHIDE 2002090/HUDSHOW","","100","0","1","150","(0,0,0,0,0,0)","0","1","110502030","","(X=10483.753906,Y=2314.447754,Z=304.981567)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","110502006","210502050","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"51","202200490","179","백룡단의 은거지","4","단장과 대화","0","CINEMATIC 111201700/CUTSCENEDELAY/NPCHIDE 2002030","","11","2002080","1","0","(0,0,0,0,0,0)","0","0","110502030","","(X=4994.287109,Y=12582.881836,Z=239.399292)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","110502006","210502051","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"52","202200500","179","백룡단의 은거지","5","책사에게 문의하기","0","CINEMATIC 111201800/CUTSCENEDELAY/SMALLTALK 111250000","","11","2002100","1","0","(0,0,0,0,0,0)","0","0","110502030","","(X=5031.200195,Y=12191.728516,Z=239.399231)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","110502006","210502052","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
