"Name","QuestId","QuestLevel","StepNo","StartScript","EndScript","CountSmallTalk","MissionType","MissionTarget","Parameter1","Parameter2","ParameterClass","CountIndication","QuestTrackerType","MissionStageId","ViaCoordinate","MissionCoordinate","PhaseExitCoordinate","SoundId","SoundRange","EffectId","IconId","ContentOpenPage","StringMESSAGE","AutoBattleType","PcTargetSearchDist","CoordinateRange","QuestTitleSID","QuestMissionSID","RewardExp","RewardGOLD","RewardCostId","RewardCostCount","RewardItem01Id","RewardItem01Count","RewardItem02Id","RewardItem02Count","TutorialGroupId"
"13","105101100","70","3","0","CINEMATIC 105101100/CUTSCENEDELAY","","100","0","1","200","(0,0,0,0,0)","0","0","105002010","","(X=18449.000000,Y=2075.000000,Z=-40.000000)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","1051002","2051009","40290","3100","0","0","(901200103,901200103,901200103,901200103,901200103,901200103)","8","(0,0,0,0,0,0)","0","0"
"14","105101200","70","4","0","NPCHIDE 1007/NPCHIDE 1002/NPCHIDE 2003/NPCHIDE 1026","","8052","205020001","10","0","(0,0,0,0,0)","1","0","105002010","","(X=14547.000000,Y=10711.000000,Z=-285.000000)","(X=0,Y=0,Z=0)","100110","100000","0","0","0","0","0","0","0","1051002","2051010","53720","6060","0","0","(902200203,902200203,902200203,902200203,902200203,902200203)","5","(902200302,902200302,902200302,902200302,902200302,902200302)","5","0"
"15","105101250","70","5","NPCSHOW 1007 (19124,2586,65,88)/NPCSHOW 1002 (19195,2840,70,-124)/NPCSHOW 2003 (19450,2685,45,170)","CINEMATIC 105101250/CUTSCENEDELAY","","100","0","1","200","(0,0,0,0,0)","0","0","105002010","","(X=18919.925781,Y=2825.101807,Z=48.095703)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","1051002","2051011","40290","3100","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"16","105101300","70","6","0","CINEMATIC 105101300/CUTSCENEDELAY/NPCSHOW 3723 (15530,2745,70,-46)/NPCRUN 3723 (12700,1520,1020,-86) 2","","11","705008","1","0","(0,0,0,0,0)","0","0","105002010","","(X=15300.000000,Y=2140.000000,Z=75.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1051002","2051012","40290","3100","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"17","105101400","70","7","0","SMALLTALK 105101400","","100","0","1","200","(0,0,0,0,0)","0","2","105002010","","(X=12876.605469,Y=1075.636597,Z=1054.175415)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","1051002","2051013","40290","3100","0","0","(621200001,621200001,621200001,621200001,621200001,621200001)","5","(0,0,0,0,0,0)","0","0"
"18","105101450","70","8","NPCSHOW 3723 (12700,1520,1020,-86)","0","","8200","1","10","0","(0,0,0,0,0)","1","0","105002010","","(X=13193.000000,Y=-3570.000000,Z=968.000000)","(X=0,Y=0,Z=0)","100110","100000","0","0","0","0","0","0","0","1051002","2051014","53720","6060","0","0","(508200002,508200002,508200002,508200002,508200002,508200002)","1","(901200203,901200203,901200203,901200203,901200203,901200203)","4","0"
"19","105101480","70","9","0","0","","9100","110001002","3","0","(0,0,0,0,0)","1","0","105002010","","(X=12987.556641,Y=-2847.028076,Z=1020.707520)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1051002","2051015","47010","4580","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"20","105101500","71","10","0","CINEMATIC 105101500/NPCHIDE 3723/CUTSCENEDELAY","","11","3723","1","0","(0,0,0,0,0)","0","0","105002010","","(X=12700.000000,Y=1520.000000,Z=1020.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1051002","2051016","40800","8462","0","0","(901200303,901200303,901200303,901200303,901200303,901200303)","2","(0,0,0,0,0,0)","0","0"
"21","0","71","11","CAMERASET -59 -3 858 1/CAMERAFOCUS (12631,868,1557) (-2,-52,0) 0 2 (16024,-2873,3036) (-19,-48,0) 2 2","0","","1","0","0","0","(0,0,0,0,0)","0","0.1","105002010","","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1051002","2051017","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"22","105101530","71","11","0","0","","100","0","1","200","(0,0,0,0,0)","0","0","105002010","","(X=17285.238281,Y=-4364.895996,Z=2253.185547)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","1051002","2051017","40800","8462","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"23","105101600","71","12","0","0","","9100","110001003","4","0","(0,0,0,0,0)","1","0","105002010","","(X=18330.238281,Y=-5174.895996,Z=2253.185547)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1051002","2051018","47600","12622","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"24","105101650","71","13","0","CINEMATIC 105101650/CUTSCENEDELAY","","12","705008","1","0","(0,0,0,0,0)","0","0","105002010","","(X=15618.902344,Y=2280.670166,Z=70.261902)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1051002","2051019","40800","8462","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"25","105101700","71","14","0","CINEMATIC 105101700/CUTSCENEDELAY","","12","1007","1","0","(0,0,0,0,0)","0","0","105002010","","(X=18919.925781,Y=2825.101807,Z=48.095703)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1051002","2012034","40800","8462","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"26","105101800","71","15","0","CINEMATIC 105101800/CUTSCENEDELAY","","11","3713","1","0","(0,0,0,0,0)","0","0","105002010","","(X=16809.000000,Y=1086.000000,Z=70.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1051002","2051021","40800","8462","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"27","105101900","71","16","MONSTERHIDE 205020013 1/MONSTERHIDE 205020013 2/MONSTERHIDE 205020013 3/MONSTERHIDE 205020014 0/NPCSHOW 1024 (7270,-17035,140,70)/NPCSHOW 1027 (6990,-16895,125,50)/MONSTERSHOW 205020013 0 1 (7195,-16130,125,-99)/MONSTERSHOW 205020013 0 2 (7780,-16485,125,-129)/MONSTERSHOW 205020013 0 3 (7915,-16870,125,-159)/MONSTERSHOW 205020014 0 0 (7570,-16195,125,-119)","CINEMATIC 105101900/CUTSCENEDELAY/NPCRUN 1024 (11440,-16275,-165,0) 3 8","","100","0","1","200","(0,0,0,0,0)","0","0","105002010","","(X=7875.000000,Y=-16080.000000,Z=35.000000)","(X=8863.036133,Y=-15034.614258,Z=-55.270554)","0","0","1020008","0","0","0","0","0","0","1051002","2051022","40800","8462","12","3000","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"28","0","71","17","0","CINEMATIC 105101950/NPCHIDE 1027/CUTSCENEDELAY","","84","11001","1","0","(0,0,0,0,0)","0","0.1","105002010","","(X=8420.000000,Y=-15170.000000,Z=-20.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1051002","2051023","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"29","105102000","71","18","0","CINEMATIC 105102000/CUTSCENEDELAY","","11","3720","1","0","(0,0,0,0,0)","0","0","105002010","","(X=6715.000000,Y=-17340.000000,Z=130.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1051002","2051024","40800","8462","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"30","105102100","71","19","NPCSHOW 3724 (20870,12160,90,0)/NPCSHOW 37241 (20470,11880,90,-120)/NPCSHOW 37242 (19920,12040,90,120)/NPCSHOW 37243 (19590,11880,100,-86)","CINEMATIC 105102100/CUTSCENEDELAY/NPCSHOW 1007 (19124,2586,65,88)/NPCRUN 1007 (18799,9901,90,36) 2","","12","1007","1","0","(0,0,0,0,0)","0","0","105002010","","(X=18919.925781,Y=2825.101807,Z=48.095703)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1051002","2051011","40800","8462","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"31","105102200","72","1","MONSTERHIDE 205040004 0/MONSTERHIDE 205020009 1/MONSTERHIDE 205020009 2/MONSTERHIDE 205020008 1/MONSTERHIDE 205020007 1/MONSTERHIDE 205020007 2/MONSTERSHOW 205020009 0 1 (20205,10990,130,-145)/MONSTERSHOW 205020009 0 2 (19840,11600,130,-125)/MONSTERSHOW 205020008 0 1 (19650,10655,130,-145)/MONSTERSHOW 205020007 0 1 (19995,10620,140,-156)/MONSTERSHOW 205020007 0 2 (19635,11125,130,-125)","NPCHIDE 1007/MONSTERSHOW 205040004 0 1 (18799,9901,90,36)","","100","0","1","200","(0,0,0,0,0)","0","0","105002010","","(X=19085.000000,Y=10175.000000,Z=85.000000)","(X=18899,Y=3086,Z=49)","0","0","1020008","0","0","0","0","0","0","1051003","2051025","41300","8464","0","0","(901200103,901200103,901200103,901200103,901200103,901200103)","8","(0,0,0,0,0,0)","0","0"
"32","0","72","2","0","MONSTERHIDE 205040004 0","","84","11002","1","0","(0,0,0,0,0)","0","0.1","105002010","","(X=17300.000000,Y=8850.000000,Z=-10.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1051003","2051026","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"33","0","72","3","NPCSHOW 1007 (20505,11090,90,30)/NPCSHOW 10282 (20260,11245,90,23)/NPCRUN 1007 (22610,12520,90,54) 2 4/NPCRUN 10282 (22530,12700,90,36) 2 4","0","","1","0","0","0","(0,0,0,0,0)","0","0.1","105002010","","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1051003","2021065","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"34","105102300","72","3","NPCSHOW 1007 (-33250,-10660,-19760,21)/NPCSHOW 10282 (-33270,-11040,-19750,21)/NPCRUN 1007 (-22817,-9465,-20110,-57) 3/NPCRUN 10282 (-22660,-9740,-20100,119) 3","CINEMATIC 105102300/CUTSCENEDELAY/NPCRUN 1007 (-22687,-14565,-19780,-57) 3 6/NPCRUN 10282 (-22530,-14840,-19770,-50) 3 6","","100","0","1","200","(0,0,0,0,0)","0","0","101003030","","(X=-22890,Y=-9710,Z=-20190)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","1051003","2021065","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"35","105102350","72","3","0","0","","100","0","1","200","(0,0,0,0,0)","0","0","101003030","","(X=-15003.064453,Y=-3519.797852,Z=-20541.303406)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","1051003","2021065","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"36","105102400","72","4","0","CINEMATIC 105102400/CUTSCENEDELAY","","11","30592","1","0","(0,0,0,0,0)","0","0","101003030","","(X=-14012,Y=-2463,Z=-20540)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1051003","2021066","41300","8464","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"37","0","72","5","0","0","","100","0","1","1000","(0,0,0,0,0)","0","0","101001010","","(X=5110.000000,Y=-10180.000000,Z=500.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1051003","2051029","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"38","105102500","72","6","0","SMALLTALK 105102600","","100","0","1","200","(0,0,0,0,0)","0","0.1","101001010","","(X=-1452.000000,Y=628.000000,Z=496.000000)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","1051003","2051030","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"39","105102600","72","6","MONSTERHIDE 205030004 0/MONSTERHIDE 205030003 1/MONSTERHIDE 205030003 2/MONSTERHIDE 205030002 1/MONSTERHIDE 205030002 2/MONSTERHIDE 205030001 1/MONSTERHIDE 205030001 2/MONSTERSHOW 205030004 0 0 (2252,3722,609,-140)/MONSTERSHOW 205030003 0 1 (2901,3682,666,-161)/MONSTERSHOW 205030003 0 2 (2509,4072,666,-133)/MONSTERSHOW 205030002 0 1 (2353,3378,609,-140)/MONSTERSHOW 205030002 0 2 (1886,3836,609,-140)/MONSTERSHOW 205030001 0 1 (2327,2962,609,141)/MONSTERSHOW 205030001 0 2 (1475,3833,609,-44)","0","","100","0","1","200","(0,0,0,0,0)","0","0.1","101001010","","(X=1652.000000,Y=3250.000000,Z=497.000000)","(X=-1033.000000,Y=2838.000000,Z=347.000000)","0","0","1020008","0","0","0","0","0","0","1051003","2051030","41300","8464","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"40","0","72","7","0","0","","84","11003","1","0","(0,0,0,0,0)","0","0.1","101001010","","(X=1652.000000,Y=3250.000000,Z=497.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1051003","2051031","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"41","105102700","72","8","0","FADE 1 1 0/SEQUENCE 5001401/CUTSCENEDELAY/FADE 1 0 1/CINEMATIC 105102700/PCWARP (-430,1090,118,-90)/CUTSCENEDELAY","","100","0","1","1000","(0,0,0,0,0)","0","0","101005020","","(X=-431,Y=1844,Z=195)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","1051003","2051032","41300","8464","0","0","(604200104,604200104,604200104,604200104,604200104,604200104)","4","(605200104,605200104,605200104,605200104,605200104,605200104)","4","0"
"42","0","72","9","NPCSHOW 1019 (-690,420,90,90)/NPCSHOW 1012 (-530,220,90,100)/NPCSHOW 1016 (-350,310,90,80)/NPCSHOW 1001 (-440,530,90,90)/NPCRUN 1001 (-440,2550,170,90) 2 3","0","","1","0","0","0","(0,0,0,0,0)","0","0.1","101005020","","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1051003","2002001","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"43","0","72","9","0","0","","100","0","1","1000","(0,0,0,0,0)","0","0","101001010","","(X=2790.000000,Y=3890.000000,Z=540.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1051003","2002001","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"44","105102900","72","9","NPCSHOW 1001 (1087,2610,440,50)","CINEMATIC 105102900/CUTSCENEDELAY","","11","1001","1","0","(0,0,0,0,0)","0","0","101001010","","(X=1087.000000,Y=2610.000000,Z=440.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1051003","2002001","41300","8464","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"45","105103000","72","10","NPCSHOW 1007 (-16150,-880,-20430,46)","CINEMATIC 105103000/CUTSCENEDELAY","","11","1007","1","0","(0,0,0,0,0)","0","0","101003030","","(X=-16150,Y=-880,Z=-20430)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1051003","2051034","41300","8464","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"46","0","73","2","0","0","","100","0","1","1000","(0,0,0,0,0)","0","0","105002010","","(X=22260.000000,Y=12190.000000,Z=0.100000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1051004","2051035","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"47","105103100","73","2","0","SMALLTALK 105103200","","100","0","1","500","(0,0,0,0,0)","0","0","105002010","","(X=18919.925781,Y=2825.101807,Z=48.095703)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","1051004","2051035","41790","8466","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"48","105103200","73","3","0","CINEMATIC 105103200/CUTSCENEDELAY/NPCSHOW 1007 (5590,7540,-480,-78)/NPCRUN 1007 (5725,6830,-480,-77) 2/DELAY 2/NPCJUMP 1007 (5935,4090,1235,-77)/DELAY 5/NPCHIDE 1007","","11","3713","1","0","(0,0,0,0,0)","0","0","105002010","","(X=16809.000000,Y=1086.000000,Z=70.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1051004","2051036","41790","8466","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"49","105103700","73","4","MONSTERHIDE 205020032 1/MONSTERHIDE 205020032 2/MONSTERHIDE 205020032 3/MONSTERHIDE 205020032 4/MONSTERHIDE 205020032 5/MONSTERHIDE 205020031 0/MONSTERSHOW 205020032 0 1 (-9660,-13500,1920,45)/MONSTERSHOW 205020032 0 2 (-9300,-13800,1920,45)/MONSTERSHOW 205020032 0 3 (-9610,-13800,1920,45)/MONSTERSHOW 205020032 0 4 (-9340,-14140,1961,45)/MONSTERSHOW 205020032 0 5 (-9990,-13530,1956,45)/MONSTERSHOW 205020031 0 0 (-8940,-13030,1930,-125)","CINEMATIC 105103730/CUTSCENEDELAY","","100","0","1","200","(0,0,0,0,0)","0","0","105002010","((X=6025.000000,Y=6530.000000,Z=-550.000000))","(X=-8605.000000,Y=-12926.000000,Z=1930.000000)","(X=-9170.000000,Y=-11570.000000,Z=1840.000000)","0","0","1020008","0","0","0","0","0","0","1051004","2051037","41790","8466","11","700","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"50","0","73","5","0","NPCSHOW 1001 (-6275,-12383,1930,-165)/MONSTERHIDE 205020031 0/CAMERASET 35 -9 568 1 1/PCWARP (-9066,-13442,1926,55)/CAMERAFOCUS (-7937,-12853,2289) (-11,16,0) 1 3 (-9177,-13195,2094) (-14,16,0) 2 1/DELAY 1/NPCRUN 1001 (-8800,-13090,1930,-162) 2/DELAY 4","","84","11005","1","0","(0,0,0,0,0)","0","0.1","105002010","","(X=-8605.000000,Y=-12926.000000,Z=1930.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1051004","2051038","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"51","0","73","6","NPCSHOW 1001 (-7120,-11910,1940,-147)","CINEMATIC 105103760/MONSTERHIDE 205020031 0/CUTSCENEDELAY/NPCRUN 1001 (-10320,-14630,1930,-139) 3 2/SMALLTALK 105103800","","1","0","0","0","(0,0,0,0,0)","0","0.1","105002010","","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1051004","2051039","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"52","105103800","73","6","0","0","","100","0","1","1000","(0,0,0,0,0)","0","0","105002020","","(X=130.000000,Y=8130.000000,Z=-110.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1051004","2051039","0","0","0","0","(508200002,508200002,508200002,508200002,508200002,508200002)","1","(0,0,0,0,0,0)","0","0"
"53","105103900","73","7","NPCSHOW 1001 (-20360,-2271,-578,176)/NPCSHOW 1002 (-20781,-2268,-583,0)/NPCSHOW 1007 (-20582,-2639,-578,106)/NPCSHOW 1004 (-20686,-2033,-573,-1)","CINEMATIC 105103900/CUTSCENEDELAY/NPCRUN 1001 (115,-8542,732,-89) 3 8/NPCRUN 1002 (-150,-8426,727,-84) 3 8/DELAY 2","","100","0","1","200","(0,0,0,0,0)","0","0","105002020","","(X=-20480.000000,Y=-2450.000000,Z=-675.000000)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","1051004","2051040","41790","8466","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"54","105104000","74","1","0","CINEMATIC 105104000/CUTSCENEDELAY","","11","701097","1","0","(0,0,0,0,0)","0","0","105002020","","(X=-21841.000000,Y=-4686.000000,Z=-584.513489)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1051005","2051041","42300","8468","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"55","105104500","74","2","NPCSHOW 1026 (-10643,-8727,-586,11)","SMALLTALK 105105000","","100","0","1","200","(0,0,0,0,0)","0","0","105002020","","(X=-12297.000000,Y=-6578.000000,Z=-675.000000)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","1051005","2051042","42300","8468","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"56","0","71","2","CAMERAFOCUS (-12293,-6577,-465) (-2,-52,0) 0 1 (-11024,-8250,-543) (-2,-52,0) 2 1","0","","1","0","0","0","(0,0,0,0,0)","0","0.1","105002020","","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1051005","2051042","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
