"Name","Exchange_Result_Id","Exchange_Result_Class","Exchange_Result_Item_Group_Id","Result_Item_Id","Result_Item_Desc"
"89","89","0","202","201203018","12000008"
"90","90","0","202","201203019","12000009"
"91","91","0","202","201204018","12000008"
"92","92","0","202","201204019","12000009"
"93","93","0","202","201205018","12000008"
"94","94","0","202","201205019","12000009"
"95","95","0","202","201206018","12000008"
"96","96","0","202","201206019","12000009"
"97","97","0","203","201201020","12000008"
"98","98","0","203","201201021","12000009"
"99","99","0","203","201202020","12000008"
"100","100","0","203","201202021","12000009"
"101","101","0","203","201203020","12000008"
"102","102","0","203","201203021","12000009"
"103","103","0","203","201204020","12000008"
"104","104","0","203","201204021","12000009"
"105","105","0","203","201205020","12000008"
"106","106","0","203","201205021","12000009"
"107","107","0","203","201206020","12000008"
"108","108","0","203","201206021","12000009"
"109","109","0","204","201201022","12000008"
"110","110","0","204","201201023","12000009"
"111","111","0","204","201202022","12000008"
"112","112","0","204","201202023","12000009"
"113","113","0","204","201203022","12000008"
"114","114","0","204","201203023","12000009"
"115","115","0","204","201204022","12000008"
"116","116","0","204","201204023","12000009"
"117","117","0","204","201205022","12000008"
"118","118","0","204","201205023","12000009"
"119","119","0","204","201206022","12000008"
"120","120","0","204","201206023","12000009"
"121","121","0","205","201201024","12000008"
"122","122","0","205","201202024","12000008"
"123","123","0","205","201203024","12000008"
"124","124","0","205","201204024","12000008"
"125","125","0","205","201205024","12000008"
"126","126","0","205","201206024","12000008"
"127","127","0","206","201201025","12000008"
"128","128","0","206","201202025","12000008"
"129","129","0","206","201203025","12000008"
"130","130","0","206","201204025","12000008"
"131","131","0","206","201205025","12000008"
"132","132","0","206","201206025","12000008"
"133","133","0","207","201201026","12000008"
"134","134","0","207","201202026","12000008"
"135","135","0","207","201203026","12000008"
"136","136","0","207","201204026","12000008"
"137","137","0","207","201205026","12000008"
"138","138","0","207","201206026","12000008"
"139","139","0","208","201201027","12000008"
"140","140","0","208","201202027","12000008"
"141","141","0","208","201203027","12000008"
"142","142","0","208","201204027","12000008"
"143","143","0","208","201205027","12000008"
"144","144","0","208","201206027","12000008"
"145","145","0","301","301201018","12000008"
"146","146","0","301","301201019","12000009"
"147","147","0","301","301202018","12000008"
"148","148","0","301","301202019","12000009"
"149","149","0","301","301203018","12000008"
"150","150","0","301","301203019","12000009"
"151","151","0","301","301204018","12000008"
"152","152","0","301","301204019","12000009"
"153","153","0","301","301205018","12000008"
"154","154","0","301","301205019","12000009"
"155","155","0","301","301206018","12000008"
"156","156","0","301","301206019","12000009"
"157","157","0","302","301201020","12000008"
"158","158","0","302","301201021","12000009"
"159","159","0","302","301202020","12000008"
"160","160","0","302","301202021","12000009"
"161","161","0","302","301203020","12000008"
"162","162","0","302","301203021","12000009"
"163","163","0","302","301204020","12000008"
"164","164","0","302","301204021","12000009"
"165","165","0","302","301205020","12000008"
"166","166","0","302","301205021","12000009"
"167","167","0","302","301206020","12000008"
"168","168","0","302","301206021","12000009"
"169","169","0","303","301201022","12000008"
"170","170","0","303","301201023","12000009"
"171","171","0","303","301202022","12000008"
"172","172","0","303","301202023","12000009"
"173","173","0","303","301203022","12000008"
"174","174","0","303","301203023","12000009"
"175","175","0","303","301204022","12000008"
"176","176","0","303","301204023","12000009"
"177","177","0","303","301205022","12000008"
"178","178","0","303","301205023","12000009"
"179","179","0","303","301206022","12000008"
"180","180","0","303","301206023","12000009"
"181","181","0","304","301201024","12000008"
"182","182","0","304","301201025","12000009"
"183","183","0","304","301202024","12000008"
"184","184","0","304","301202025","12000009"
"185","185","0","304","301203024","12000008"
"186","186","0","304","301203025","12000009"
"187","187","0","304","301204024","12000008"
"188","188","0","304","301204025","12000009"
"189","189","0","304","301205024","12000008"
"190","190","0","304","301205025","12000009"
"191","191","0","304","301206024","12000008"
"192","192","0","304","301206025","12000009"
"193","193","0","305","301201026","12000008"
"194","194","0","305","301202026","12000008"
"195","195","0","305","301203026","12000008"
"196","196","0","305","301204026","12000008"
"197","197","0","305","301205026","12000008"
"198","198","0","305","301206026","12000008"
"199","199","0","306","301201027","12000008"
"200","200","0","306","301202027","12000008"
"201","201","0","306","301203027","12000008"
"202","202","0","306","301204027","12000008"
"203","203","0","306","301205027","12000008"
"204","204","0","306","301206027","12000008"
"205","205","0","307","301201028","12000008"
"206","206","0","307","301202028","12000008"
"207","207","0","307","301203028","12000008"
"208","208","0","307","301204028","12000008"
"209","209","0","307","301205028","12000008"
"210","210","0","307","301206028","12000008"
"211","211","0","308","301201029","12000008"
"212","212","0","308","301202029","12000008"
"213","213","0","308","301203029","12000008"
"214","214","0","308","301204029","12000008"
"215","215","0","308","301205029","12000008"
"216","216","0","308","301206029","12000008"
"217","217","0","401","302201018","12000008"
"218","218","0","401","302201019","12000009"
"219","219","0","401","302202018","12000008"
"220","220","0","401","302202019","12000009"
"221","221","0","401","302203018","12000008"
"222","222","0","401","302203019","12000009"
"223","223","0","401","302204018","12000008"
"224","224","0","401","302204019","12000009"
"225","225","0","401","302205018","12000008"
"226","226","0","401","302205019","12000009"
"227","227","0","401","302206018","12000008"
"228","228","0","401","302206019","12000009"
"229","229","0","402","302201020","12000008"
"230","230","0","402","302201021","12000009"
"231","231","0","402","302202020","12000008"
"232","232","0","402","302202021","12000009"
"233","233","0","402","302203020","12000008"
"234","234","0","402","302203021","12000009"
"235","235","0","402","302204020","12000008"
"236","236","0","402","302204021","12000009"
"237","237","0","402","302205020","12000008"
"238","238","0","402","302205021","12000009"
"239","239","0","402","302206020","12000008"
"240","240","0","402","302206021","12000009"
"241","241","0","403","302201022","12000008"
"242","242","0","403","302201023","12000009"
"243","243","0","403","302202022","12000008"
"244","244","0","403","302202023","12000009"
"245","245","0","403","302203022","12000008"
"246","246","0","403","302203023","12000009"
"247","247","0","403","302204022","12000008"
"248","248","0","403","302204023","12000009"
"249","249","0","403","302205022","12000008"
"250","250","0","403","302205023","12000009"
"251","251","0","403","302206022","12000008"
"252","252","0","403","302206023","12000009"
"253","253","0","404","302201024","12000008"
"254","254","0","404","302201025","12000009"
"255","255","0","404","302202024","12000008"
"256","256","0","404","302202025","12000009"
"257","257","0","404","302203024","12000008"
"258","258","0","404","302203025","12000009"
"259","259","0","404","302204024","12000008"
"260","260","0","404","302204025","12000009"
"261","261","0","404","302205024","12000008"
"262","262","0","404","302205025","12000009"
"263","263","0","404","302206024","12000008"
"264","264","0","404","302206025","12000009"
"265","265","0","405","302201026","12000008"
"266","266","0","405","302202026","12000008"
"267","267","0","405","302203026","12000008"
"268","268","0","405","302204026","12000008"
"269","269","0","405","302205026","12000008"
"270","270","0","405","302206026","12000008"
"271","271","0","406","302201027","12000008"
"272","272","0","406","302202027","12000008"
"273","273","0","406","302203027","12000008"
"274","274","0","406","302204027","12000008"
"275","275","0","406","302205027","12000008"
"276","276","0","406","302206027","12000008"
"277","277","0","407","302201028","12000008"
"278","278","0","407","302202028","12000008"
"279","279","0","407","302203028","12000008"
"280","280","0","407","302204028","12000008"
"281","281","0","407","302205028","12000008"
"282","282","0","407","302206028","12000008"
"283","283","0","408","302201029","12000008"
"284","284","0","408","302202029","12000008"
"285","285","0","408","302203029","12000008"
"286","286","0","408","302204029","12000008"
"287","287","0","408","302205029","12000008"
"288","288","0","408","302206029","12000008"
"289","289","0","501","303201018","12000008"
"290","290","0","501","303201019","12000009"
"291","291","0","501","303202018","12000008"
"292","292","0","501","303202019","12000009"
"293","293","0","501","303203018","12000008"
"294","294","0","501","303203019","12000009"
"295","295","0","501","303204018","12000008"
"296","296","0","501","303204019","12000009"
"297","297","0","501","303205018","12000008"
"298","298","0","501","303205019","12000009"
"299","299","0","501","303206018","12000008"
"300","300","0","501","303206019","12000009"
"301","301","0","502","303201020","12000008"
"302","302","0","502","303201021","12000009"
"303","303","0","502","303202020","12000008"
"304","304","0","502","303202021","12000009"
"305","305","0","502","303203020","12000008"
"306","306","0","502","303203021","12000009"
"307","307","0","502","303204020","12000008"
"308","308","0","502","303204021","12000009"
"309","309","0","502","303205020","12000008"
"310","310","0","502","303205021","12000009"
"311","311","0","502","303206020","12000008"
"312","312","0","502","303206021","12000009"
"313","313","0","503","303201022","12000008"
"314","314","0","503","303201023","12000009"
"315","315","0","503","303202022","12000008"
"316","316","0","503","303202023","12000009"
"317","317","0","503","303203022","12000008"
"318","318","0","503","303203023","12000009"
"319","319","0","503","303204022","12000008"
"320","320","0","503","303204023","12000009"
"321","321","0","503","303205022","12000008"
"322","322","0","503","303205023","12000009"
"323","323","0","503","303206022","12000008"
"324","324","0","503","303206023","12000009"
"325","325","0","504","303201024","12000008"
"326","326","0","504","303201025","12000009"
"327","327","0","504","303202024","12000008"
"328","328","0","504","303202025","12000009"
"329","329","0","504","303203024","12000008"
"330","330","0","504","303203025","12000009"
"331","331","0","504","303204024","12000008"
"332","332","0","504","303204025","12000009"
"333","333","0","504","303205024","12000008"
"334","334","0","504","303205025","12000009"
"335","335","0","504","303206024","12000008"
"336","336","0","504","303206025","12000009"
"337","337","0","505","303201026","12000008"
"338","338","0","505","303202026","12000008"
"339","339","0","505","303203026","12000008"
"340","340","0","505","303204026","12000008"
"341","341","0","505","303205026","12000008"
"342","342","0","505","303206026","12000008"
"343","343","0","506","303201027","12000008"
"344","344","0","506","303202027","12000008"
"345","345","0","506","303203027","12000008"
"346","346","0","506","303204027","12000008"
"347","347","0","506","303205027","12000008"
"348","348","0","506","303206027","12000008"
"349","349","0","507","303201028","12000008"
"350","350","0","507","303202028","12000008"
"351","351","0","507","303203028","12000008"
"352","352","0","507","303204028","12000008"
"353","353","0","507","303205028","12000008"
"354","354","0","507","303206028","12000008"
"355","355","0","508","303201029","12000008"
"356","356","0","508","303202029","12000008"
"357","357","0","508","303203029","12000008"
"358","358","0","508","303204029","12000008"
"359","359","0","508","303205029","12000008"
"360","360","0","508","303206029","12000008"
"361","361","0","601","304201018","12000008"
"362","362","0","601","304201019","12000009"
"363","363","0","601","304202018","12000008"
"364","364","0","601","304202019","12000009"
"365","365","0","601","304203018","12000008"
"366","366","0","601","304203019","12000009"
"367","367","0","601","304204018","12000008"
"368","368","0","601","304204019","12000009"
"369","369","0","601","304205018","12000008"
"370","370","0","601","304205019","12000009"
"371","371","0","601","304206018","12000008"
"372","372","0","601","304206019","12000009"
"373","373","0","602","304201020","12000008"
"374","374","0","602","304201021","12000009"
"375","375","0","602","304202020","12000008"
"376","376","0","602","304202021","12000009"
"377","377","0","602","304203020","12000008"
"378","378","0","602","304203021","12000009"
"379","379","0","602","304204020","12000008"
"380","380","0","602","304204021","12000009"
"381","381","0","602","304205020","12000008"
"382","382","0","602","304205021","12000009"
"383","383","0","602","304206020","12000008"
"384","384","0","602","304206021","12000009"
"385","385","0","603","304201022","12000008"
"386","386","0","603","304201023","12000009"
"387","387","0","603","304202022","12000008"
"388","388","0","603","304202023","12000009"
"389","389","0","603","304203022","12000008"
"390","390","0","603","304203023","12000009"
"391","391","0","603","304204022","12000008"
"392","392","0","603","304204023","12000009"
"393","393","0","603","304205022","12000008"
"394","394","0","603","304205023","12000009"
"395","395","0","603","304206022","12000008"
"396","396","0","603","304206023","12000009"
"397","397","0","604","304201024","12000008"
"398","398","0","604","304201025","12000009"
"399","399","0","604","304202024","12000008"
"400","400","0","604","304202025","12000009"
"401","401","0","604","304203024","12000008"
"402","402","0","604","304203025","12000009"
"403","403","0","604","304204024","12000008"
"404","404","0","604","304204025","12000009"
"405","405","0","604","304205024","12000008"
"406","406","0","604","304205025","12000009"
"407","407","0","604","304206024","12000008"
"408","408","0","604","304206025","12000009"
"409","409","0","605","304201026","12000008"
"410","410","0","605","304202026","12000008"
"411","411","0","605","304203026","12000008"
"412","412","0","605","304204026","12000008"
"413","413","0","605","304205026","12000008"
"414","414","0","605","304206026","12000008"
"415","415","0","606","304201027","12000008"
"416","416","0","606","304202027","12000008"
"417","417","0","606","304203027","12000008"
"418","418","0","606","304204027","12000008"
"419","419","0","606","304205027","12000008"
"420","420","0","606","304206027","12000008"
"421","421","0","607","304201028","12000008"
"422","422","0","607","304202028","12000008"
"423","423","0","607","304203028","12000008"
"424","424","0","607","304204028","12000008"
"425","425","0","607","304205028","12000008"
"426","426","0","607","304206028","12000008"
"427","427","0","608","304201029","12000008"
"428","428","0","608","304202029","12000008"
"429","429","0","608","304203029","12000008"
"430","430","0","608","304204029","12000008"
"431","431","0","608","304205029","12000008"
"432","432","0","608","304206029","12000008"
"433","433","1","1001","1201201501","12000008"
"434","434","1","1001","1201201506","12000008"
"435","435","1","1001","1201201510","12000008"
"436","436","1","1001","1201201511","12000008"
"437","437","1","1001","1201201507","12000008"
"438","438","1","1001","1201201502","12000008"
"439","439","1","1001","1201201503","12000008"
"440","440","1","1001","1201201508","12000008"
"441","441","1","1001","1201201509","12000008"
"442","442","1","1001","1201201504","12000008"
"443","443","1","1001","1201201505","12000008"
"444","444","1","1001","1201201512","12000008"
"445","445","1","1001","1201201513","12000008"
"446","446","2","1001","1201202501","12000008"
"447","447","2","1001","1201202506","12000008"
"448","448","2","1001","1201202510","12000008"
"449","449","2","1001","1201202502","12000008"
"450","450","2","1001","1201202511","12000008"
"451","451","2","1001","1201202507","12000008"
"452","452","2","1001","1201202503","12000008"
"453","453","2","1001","1201202505","12000008"
"454","454","2","1001","1201202504","12000008"
"455","455","2","1001","1201202508","12000008"
"456","456","2","1001","1201202512","12000008"
"457","457","2","1001","1201202509","12000008"
"458","458","2","1001","1201202513","12000008"
"459","459","3","1001","1201203501","12000008"
"460","460","3","1001","1201203506","12000008"
"461","461","3","1001","1201203510","12000008"
"462","462","3","1001","1201203502","12000008"
"463","463","3","1001","1201203511","12000008"
"464","464","3","1001","1201203507","12000008"
"465","465","3","1001","1201203503","12000008"
"466","466","3","1001","1201203508","12000008"
"467","467","3","1001","1201203509","12000008"
"468","468","3","1001","1201203504","12000008"
"469","469","3","1001","1201203505","12000008"
"470","470","3","1001","1201203512","12000008"
"471","471","3","1001","1201203513","12000008"
"472","472","4","1001","1201204501","12000008"
"473","473","4","1001","1201204502","12000008"
"474","474","4","1001","1201204503","12000008"
"475","475","4","1001","1201204504","12000008"
"476","476","4","1001","1201204505","12000008"
"477","477","4","1001","1201204506","12000008"
"478","478","4","1001","1201204507","12000008"
"479","479","4","1001","1201204508","12000008"
"480","480","4","1001","1201204509","12000008"
"481","481","4","1001","1201204510","12000008"
"482","482","4","1001","1201204511","12000008"
"483","483","4","1001","1201204512","12000008"
"484","484","4","1001","1201204513","12000008"
"485","485","5","1001","1201205502","12000008"
"486","486","5","1001","1201205501","12000008"
"487","487","5","1001","1201205503","12000008"
"488","488","5","1001","1201205504","12000008"
"489","489","5","1001","1201205505","12000008"
"490","490","5","1001","1201205506","12000008"
"491","491","5","1001","1201205507","12000008"
"492","492","5","1001","1201205508","12000008"
"493","493","5","1001","1201205509","12000008"
"494","494","5","1001","1201205510","12000008"
"495","495","5","1001","1201205511","12000008"
"496","496","5","1001","1201205512","12000008"
"497","497","5","1001","1201205513","12000008"
"498","498","6","1001","1201206501","12000008"
"499","499","6","1001","1201206502","12000008"
"500","500","6","1001","1201206508","12000008"
"501","501","6","1001","1201206504","12000008"
"502","502","6","1001","1201206512","12000008"
"503","503","6","1001","1201206503","12000008"
"504","504","6","1001","1201206511","12000008"
"505","505","6","1001","1201206506","12000008"
"506","506","6","1001","1201206507","12000008"
"507","507","6","1001","1201206509","12000008"
"508","508","6","1001","1201206505","12000008"
"509","509","6","1001","1201206510","12000008"
"510","510","6","1001","1201206513","12000008"
"511","511","1","1002","1201201401","12000008"
"512","512","1","1002","1201201406","12000008"
"513","513","1","1002","1201201410","12000008"
"514","514","1","1002","1201201411","12000008"
"515","515","1","1002","1201201407","12000008"
"516","516","1","1002","1201201402","12000008"
"517","517","1","1002","1201201403","12000008"
"518","518","1","1002","1201201408","12000008"
"519","519","1","1002","1201201409","12000008"
"520","520","1","1002","1201201404","12000008"
"521","521","1","1002","1201201405","12000008"
"522","522","1","1002","1201201412","12000008"
"523","523","1","1002","1201201413","12000008"
"524","524","2","1002","1201202401","12000008"
"525","525","2","1002","1201202406","12000008"
"526","526","2","1002","1201202410","12000008"
"527","527","2","1002","1201202402","12000008"
"528","528","2","1002","1201202411","12000008"
"529","529","2","1002","1201202407","12000008"
"530","530","2","1002","1201202403","12000008"
"531","531","2","1002","1201202405","12000008"
"532","532","2","1002","1201202404","12000008"
"533","533","2","1002","1201202408","12000008"
"534","534","2","1002","1201202412","12000008"
"535","535","2","1002","1201202409","12000008"
"536","536","2","1002","1201202413","12000008"
"537","537","3","1002","1201203401","12000008"
"538","538","3","1002","1201203406","12000008"
"539","539","3","1002","1201203410","12000008"
"540","540","3","1002","1201203402","12000008"
"541","541","3","1002","1201203411","12000008"
"542","542","3","1002","1201203407","12000008"
"543","543","3","1002","1201203403","12000008"
"544","544","3","1002","1201203408","12000008"
"545","545","3","1002","1201203409","12000008"
"546","546","3","1002","1201203404","12000008"
"547","547","3","1002","1201203405","12000008"
"548","548","3","1002","1201203412","12000008"
"549","549","3","1002","1201203413","12000008"
"550","550","4","1002","1201204401","12000008"
"551","551","4","1002","1201204402","12000008"
"552","552","4","1002","1201204403","12000008"
"553","553","4","1002","1201204404","12000008"
"554","554","4","1002","1201204405","12000008"
"555","555","4","1002","1201204406","12000008"
"556","556","4","1002","1201204407","12000008"
"557","557","4","1002","1201204408","12000008"
"558","558","4","1002","1201204409","12000008"
"559","559","4","1002","1201204410","12000008"
"560","560","4","1002","1201204411","12000008"
"561","561","4","1002","1201204412","12000008"
"562","562","4","1002","1201204413","12000008"
"563","563","5","1002","1201205402","12000008"
"564","564","5","1002","1201205401","12000008"
"565","565","5","1002","1201205403","12000008"
"566","566","5","1002","1201205404","12000008"
"567","567","5","1002","1201205405","12000008"
"568","568","5","1002","1201205406","12000008"
"569","569","5","1002","1201205407","12000008"
"570","570","5","1002","1201205408","12000008"
"571","571","5","1002","1201205409","12000008"
"572","572","5","1002","1201205410","12000008"
"573","573","5","1002","1201205411","12000008"
"574","574","5","1002","1201205412","12000008"
"575","575","5","1002","1201205413","12000008"
"576","576","6","1002","1201206401","12000008"
"577","577","6","1002","1201206402","12000008"
"578","578","6","1002","1201206408","12000008"
"579","579","6","1002","1201206404","12000008"
"580","580","6","1002","1201206412","12000008"
"581","581","6","1002","1201206403","12000008"
"582","582","6","1002","1201206411","12000008"
"583","583","6","1002","1201206406","12000008"
"584","584","6","1002","1201206407","12000008"
"585","585","6","1002","1201206409","12000008"
"586","586","6","1002","1201206405","12000008"
"587","587","6","1002","1201206410","12000008"
"588","588","6","1002","1201206413","12000008"
