"Name","EffectId","Class","MainType","SubType","FileName","AniName","EffectType","LoopType","StartTarget","EndTarget","StartSocket","StartPos","EndSocket","EndPos","Attach","EWScaleX","EWScaleY"
"220637","220637","0","0","0","ParticleSystem'/Game/Effect/Mon_Finish/Object/ObjMon_BlackIron/P_ObjMon_BlackIron10_01.P_ObjMon_BlackIron10_01'","0","0","0","0","0","Root","(0,0,0)","0","(0,0,0)","1","1","1"
"220638","220638","0","0","0","ParticleSystem'/Game/Effect/Common/System/Collect/P_Object_Spread_06.P_Object_Spread_06'","0","0","0","0","0","Root","(0,0,0)","0","(0,0,0)","1","1","1"
"220639","220639","0","0","0","ParticleSystem'/Game/Effect/Common/System/Collect/P_Object_Spread_03_3.P_Object_Spread_03_3'","0","0","0","0","0","Root","(0,0,0)","0","(0,0,0)","1","1","1"
"220640","220640","0","0","0","ParticleSystem'/Game/Effect/Common/System/Collect/P_Object_Spread_03_4.P_Object_Spread_03_4'","0","0","0","0","0","Root","(0,0,0)","0","(0,0,0)","1","1","1"
"100112","100112","0","0","0","ParticleSystem'/Game/Effect/Common/System/Buff/Buff01_Keep.Buff01_Keep'","0","0","0","0","0","spine02","(0,0,0)","0","(0,0,0)","1","1","1"
"1010003","1010003","0","0","0","ParticleSystem'/Game/Effect/Common/System/Battle/P_Target_Decal_Basic.P_Target_Decal_Basic'","0","0","0","0","0","Root","(0)","0","(0,0,0)","1","1","1"
"1010005","1010005","0","0","0","ParticleSystem'/Game/Effect/Common/System/Battle/P_Target_Decal_Red.P_Target_Decal_Red'","0","0","0","0","0","Root","(0)","0","(0,0,0)","1","1","1"
"1010006","1010006","0","0","0","ParticleSystem'/Game/Effect/Common/System/Battle/P_Target_Decal_Sky.P_Target_Decal_Sky'","0","0","0","0","0","Root","(0)","0","(0,0,0)","1","1","1"
"1010007","1010007","0","0","0","ParticleSystem'/Game/Effect/Common/System/Battle/P_Target_Decal_Boss.P_Target_Decal_Boss'","0","0","0","0","0","Root","(0)","0","(0,0,0)","1","1","1"
"1010008","1010008","0","0","0","ParticleSystem'/Game/Effect/Common/System/Battle/P_Target_Decal_Obj.P_Target_Decal_Obj'","0","0","0","0","0","Root","(0)","0","(0,0,0)","1","1","1"
"1010018","1010018","0","0","0","ParticleSystem'/Game/Effect/Common/System/Portal/P_Portal_5.P_Portal_5'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"1010019","1010019","0","0","0","ParticleSystem'/Game/Effect/Common/System/Portal/P_Portal_1.P_Portal_1'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"1010023","1010023","0","0","0","ParticleSystem'/Game/Effect/Common/System/Portal/P_underworld_portal.P_underworld_portal'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"1010024","1010024","0","0","0","ParticleSystem'/Game/Effect/Common/System/Portal/P_Portal_8.P_Portal_8'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"1010025","1010025","0","0","0","ParticleSystem'/Game/Effect/Common/System/Portal/P_Portal_Move_Lock.P_Portal_Move_Lock'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"1010026","1010026","0","0","0","ParticleSystem'/Game/Effect/Common/System/Portal/P_Portal_Move_Open.P_Portal_Move_Open'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"1010027","1010027","0","0","0","ParticleSystem'/Game/Effect/Common/System/Portal/P_Portal_Enter_Common_Dungen.P_Portal_Enter_Common_Dungen'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"1010028","1010028","0","0","0","ParticleSystem'/Game/Effect/Common/System/Portal/P_Portal_Enter_Common_Raid.P_Portal_Enter_Common_Raid'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"1010029","1010029","0","0","0","ParticleSystem'/Game/Effect/Common/System/Portal/P_Portal_Enter_Common_Elite.P_Portal_Enter_Common_Elite'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"1010030","1010030","0","0","0","ParticleSystem'/Game/Effect/Common/System/Portal/P_Portal_Enter_Occupation_Bicheon.P_Portal_Enter_Occupation_Bicheon'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"1010031","1010031","0","0","0","ParticleSystem'/Game/Effect/Common/System/Portal/P_Portal_Enter_Common_Maze.P_Portal_Enter_Common_Maze'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"1010032","1010032","0","0","0","ParticleSystem'/Game/Effect/Common/System/Portal/P_Portal_Enter_Common_MdeiumBlue.P_Portal_Enter_Common_MdeiumBlue'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"1010041","1010041","0","0","0","ParticleSystem'/Game/Effect/Common/Spwan/P_Show_Gen_01.P_Show_Gen_01'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"1010042","1010042","0","0","0","ParticleSystem'/Game/Effect/Common/System/DisplayShow/P_ShowCase_Vertical_01.P_ShowCase_Vertical_01'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"1010043","1010043","0","0","0","ParticleSystem'/Game/Effect/Common/System/DisplayShow/P_ShowCase_Horizontal_01.P_ShowCase_Horizontal_01'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"1010051","1010051","0","0","0","ParticleSystem'/Game/Effect/Common/System/DragonBall/P_DragonMater_2sec.P_DragonMater_2sec'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"1019001","1019001","0","0","0","ParticleSystem'/Game/Effect/Mon_Finish/Fairy/P_fairy_01.P_fairy_01'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"1019003","1019003","0","0","0","ParticleSystem'/Game/Effect/PC/Pc_Pet/Common/P_Pet_MeshLoading_Loop.P_Pet_MeshLoading_Loop'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"1019004","1019004","0","0","0","ParticleSystem'/Game/Effect/PC/Pc_Pet/Common/P_Pet_MeshShowup_Index_05.P_Pet_MeshShowup_Index_05'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"1019005","1019005","0","0","0","ParticleSystem'/Game/Effect/PC/Pc_Pet/Common/P_Pet_MeshShowup_Index_02.P_Pet_MeshShowup_Index_02'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"1019006","1019006","0","0","0","ParticleSystem'/Game/Effect/PC/Pc_Pet/Common/P_Pet_MeshShowup_Index_03.P_Pet_MeshShowup_Index_03'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"1019007","1019007","0","0","0","ParticleSystem'/Game/Effect/PC/Pc_Pet/Common/P_Pet_MeshShowup_Index_04.P_Pet_MeshShowup_Index_04'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"1019008","1019008","0","0","0","ParticleSystem'/Game/Effect/PC/Pc_Pet/Common/P_Pet_MeshShowup_Index_05.P_Pet_MeshShowup_Index_05'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"1019009","1019009","0","0","0","ParticleSystem'/Game/Effect/PC/Pc_Pet/Common/P_Pet_MeshShowup_Index_05.P_Pet_MeshShowup_Index_05'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"1019014","1019014","0","0","0","ParticleSystem'/Game/Effect/PC/Pc_Pet/IngameType/P_Pet_Ingame_Trail_Red.P_Pet_Ingame_Trail_Red'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"1019015","1019015","0","0","0","ParticleSystem'/Game/Effect/PC/Pc_Pet/IngameType/P_Pet_Ingame_Trail_Yellow.P_Pet_Ingame_Trail_Yellow'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"1019016","1019016","0","0","0","ParticleSystem'/Game/Effect/PC/Pc_Pet/IngameType/P_Pet_Ingame_Trail_Yellow.P_Pet_Ingame_Trail_Yellow'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"1020001","1020001","0","0","0","ParticleSystem'/Game/Effect/Common/System/Battle/P_Target_Decal_Arrow.P_Target_Decal_Arrow'","0","0","0","0","0","Root","(0,0,0)","0","(0,0,0)","1","1","1"
"1020002","1020002","0","0","0","ParticleSystem'/Game/Effect/Common/System/LuckyDropItem/P_System_GoldDrop_Lucky_01.P_System_GoldDrop_Lucky_01'","0","0","0","0","0","Root","(0,0,0)","0","(0,0,0)","0","1","1"
"1020003","1020003","0","0","0","ParticleSystem'/Game/Effect/Common/System/LuckyDropItem/P_System_ItemDrop_Lucky.P_System_ItemDrop_Lucky'","0","0","0","0","0","Root","(0,0,0)","0","(0,0,0)","0","1","1"
"1020008","1020008","0","0","0","ParticleSystem'/Game/Effect/Common/System/guide/P_position_guide.P_position_guide'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"1020009","1020009","0","0","0","ParticleSystem'/Game/Effect/Common/System/guide/P_starting_guide.P_starting_guide'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"1020015","1020015","0","0","0","ParticleSystem'/Game/Effect/Common/System/guide/P_starting_guide.P_starting_guide'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"1020016","1020016","0","0","0","ParticleSystem'/Game/Effect/Common/System/guide/P_starting_guide.P_starting_guide'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"1020017","1020017","0","0","0","ParticleSystem'/Game/Effect/Common/System/guide/P_starting_guide.P_starting_guide'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"1020018","1020018","0","0","0","ParticleSystem'/Game/Effect/Common/System/guide/P_starting_guide.P_starting_guide'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"1020022","1020022","0","0","0","ParticleSystem'/Game/Effect/Common/System/guide/P_starting_guide.P_starting_guide'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"1020023","1020023","0","0","0","ParticleSystem'/Game/Effect/Common/System/guide/P_starting_guide.P_starting_guide'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"1020024","1020024","0","0","0","ParticleSystem'/Game/Effect/Common/System/guide/P_starting_guide.P_starting_guide'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"1020025","1020025","0","0","0","ParticleSystem'/Game/Effect/Common/System/guide/P_starting_guide.P_starting_guide'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"1020026","1020026","0","0","0","ParticleSystem'/Game/Effect/Common/System/guide/P_starting_guide.P_starting_guide'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"1020027","1020027","0","0","0","ParticleSystem'/Game/Effect/Common/System/guide/P_position_guide_02.P_position_guide_02'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"1020100","1020100","0","0","0","ParticleSystem'/Game/Effect/Common/System/Debuff/P_poison_area_002.P_poison_area_002'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"1020200","1020200","0","0","0","ParticleSystem'/Game/Effect/Common/System/Phase/P_Phase_Start.P_Phase_Start'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"1020201","1020201","0","0","0","ParticleSystem'/Game/Effect/Common/System/Phase/P_Phase_End.P_Phase_End'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"1020300","1020300","0","0","0","ParticleSystem'/Game/Effect/BG/smoke/P_smoke_white.P_smoke_white'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"1020301","1020301","0","0","0","ParticleSystem'/Game/Effect/Common/System/guide/P_DirectionGuide_L.P_DirectionGuide_L'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"1020302","1020302","0","0","0","ParticleSystem'/Game/Effect/Common/System/guide/P_DirectionGuide_L.P_DirectionGuide_L'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"1020311","1020311","0","0","0","ParticleSystem'/Game/Effect/Common/System/guide/P_DirectionGuide_S.P_DirectionGuide_S'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"1020321","1020321","0","0","0","ParticleSystem'/Game/Effect/Common/System/guide/P_DirectionGuide_Up_L.P_DirectionGuide_Up_L'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"1020322","1020322","0","0","0","ParticleSystem'/Game/Effect/Common/System/guide/P_DirectionGuide_Up_S.P_DirectionGuide_Up_S'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"1020323","1020323","0","0","0","ParticleSystem'/Game/Effect/Common/System/guide/P_DirectionGuide_Down_L.P_DirectionGuide_Down_L'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"1020324","1020324","0","0","0","ParticleSystem'/Game/Effect/Common/System/guide/P_DirectionGuide_Down_S.P_DirectionGuide_Down_S'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"1020325","1020325","0","0","0","ParticleSystem'/Game/Effect/Common/System/Butterfly/P_butterfly.P_butterfly'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"1020326","1020326","0","0","0","ParticleSystem'/Game/Effect/Common/System/Butterfly/P_butterfly.P_butterfly'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"1020327","1020327","0","0","0","ParticleSystem'/Game/Effect/Common/System/Butterfly/P_butterfly.P_butterfly'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"1020328","1020328","0","0","0","ParticleSystem'/Game/Effect/Common/Quest/P_Quest_particle_01.P_Quest_particle_01'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","2","2"
"1020329","1020329","0","0","0","ParticleSystem'/Game/Effect/Common/Quest/P_QuestDisplay_Green.P_QuestDisplay_Green'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"1020330","1020330","0","0","0","ParticleSystem'/Game/Effect/Common/Quest/P_QuestDisplay_Orange.P_QuestDisplay_Orange'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"1020331","1020331","0","0","0","ParticleSystem'/Game/Effect/Common/Quest/P_Quest_particle_02.P_Quest_particle_02'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"1030001","1030001","0","0","0","ParticleSystem'/Game/Effect/Common/System/Buff/P_Revival.P_Revival'","0","0","0","0","0","Root","(0)","0","(0,0,0)","1","1","1"
"1080001","1080001","0","0","0","ParticleSystem'/Game/Effect/Common/System/Collect/P_Object_Spread.P_Object_Spread'","0","0","0","0","0","Root","(0)","0","(0,0,0)","1","1","1"
"1080003","1080003","0","0","0","ParticleSystem'/Game/Effect/Common/System/Collect/P_Object_Spread_01.P_Object_Spread_01'","0","0","0","0","0","Root","(0)","0","(0,0,0)","1","1","1"
"1080004","1080004","0","0","0","ParticleSystem'/Game/Effect/Common/System/Collect/P_Object_Spread_02.P_Object_Spread_02'","0","0","0","0","0","Root","(0)","0","(0,0,0)","1","1","1"
"1080010","1080010","0","0","0","ParticleSystem'/Game/Effect/Common/System/Collect/P_Object_Spread.P_Object_Spread'","0","0","0","0","0","Root","(0)","0","(0,0,0)","1","1","1"
"1080011","1080011","0","0","0","ParticleSystem'/Game/Effect/Common/System/Collect/P_Object_Spread.P_Object_Spread'","0","0","0","0","0","Root","(0)","0","(0,0,0)","1","1","1"
"1080012","1080012","0","0","0","ParticleSystem'/Game/Effect/Common/System/Collect/P_Object_Spread.P_Object_Spread'","0","0","0","0","0","Root","(0)","0","(0,0,0)","1","1","1"
"1080013","1080013","0","0","0","ParticleSystem'/Game/Effect/Common/System/Collect/P_Object_Spread.P_Object_Spread'","0","0","0","0","0","Root","(0)","0","(0,0,0)","1","1","1"
"1080020","1080020","0","0","0","ParticleSystem'/Game/Effect/Common/System/Collect/P_Object_Spread_03.P_Object_Spread_03'","0","0","0","0","0","Root","(0)","0","(0,0,0)","1","1","1"
"1080021","1080021","0","0","0","ParticleSystem'/Game/Effect/Common/System/Collect/P_Object_Spread_04.P_Object_Spread_04'","0","0","0","0","0","Root","(0)","0","(0,0,0)","1","1","1"
"1080022","1080022","0","0","0","ParticleSystem'/Game/Effect/Common/System/Collect/P_Object_Spread_05.P_Object_Spread_05'","0","0","0","0","0","Root","(0)","0","(0,0,0)","1","1","1"
"1080023","1080023","0","0","0","ParticleSystem'/Game/Effect/Common/System/Collect/P_Object_Spread_01.P_Object_Spread_01'","0","0","0","0","0","Root","(0)","0","(0,0,0)","1","1","1"
"1080024","1080024","0","0","0","ParticleSystem'/Game/Effect/Common/System/Collect/P_Object_Spread_02.P_Object_Spread_02'","0","0","0","0","0","Root","(0)","0","(0,0,0)","1","1","1"
"1080025","1080025","0","0","0","ParticleSystem'/Game/Effect/Common/System/Collect/P_Object_Spread_03.P_Object_Spread_03'","0","0","0","0","0","Root","(0)","0","(0,0,0)","1","1","1"
"1080026","1080026","0","0","0","ParticleSystem'/Game/Effect/Common/System/Collect/P_Object_Spread_04.P_Object_Spread_04'","0","0","0","0","0","Root","(0)","0","(0,0,0)","1","1","1"
"1080027","1080027","0","0","0","ParticleSystem'/Game/Effect/Common/System/Collect/P_Object_Spread_05.P_Object_Spread_05'","0","0","0","0","0","Root","(0)","0","(0,0,0)","1","1","1"
"1080101","1080101","0","0","0","ParticleSystem'/Game/Effect/Common/System/Collect/P_ObjMon_BlackIron_03.P_ObjMon_BlackIron_03'","0","0","0","0","0","Root","(0)","0","(0,0,0)","1","1","1"
"1080102","1080102","0","0","0","ParticleSystem'/Game/Effect/Common/System/Collect/P_System_LightPillar_A_01.P_System_LightPillar_A_01'","0","0","0","0","0","Root","(0)","0","(0,0,0)","1","1","1"
"1080103","1080103","0","0","0","ParticleSystem'/Game/Effect/Common/System/Collect/P_System_LightPillar_A_02.P_System_LightPillar_A_02'","0","0","0","0","0","Root","(0)","0","(0,0,0)","1","1","1"
"1080104","1080104","0","0","0","ParticleSystem'/Game/Effect/Common/System/Collect/P_System_LightPillar_A_03.P_System_LightPillar_A_03'","0","0","0","0","0","Root","(0)","0","(0,0,0)","1","1","1"
"1080105","1080105","0","0","0","ParticleSystem'/Game/Effect/Common/System/Collect/P_System_LightPillar_A_04.P_System_LightPillar_A_04'","0","0","0","0","0","Root","(0)","0","(0,0,0)","1","1","1"
"1080106","1080106","0","0","0","ParticleSystem'/Game/Effect/Common/System/Collect/P_System_LightPillar_B_01.P_System_LightPillar_B_01'","0","0","0","0","0","Root","(0)","0","(0,0,0)","1","1","1"
"1090001","1090001","0","0","0","ParticleSystem'/Game/Effect/Common/System/CommandMark/P_CommandMark_Circle_Loop.P_CommandMark_Circle_Loop'","0","0","0","0","0","0","(0,0,0)","0","(0,0,0)","0","1","1"
"1090011","1090011","0","0","0","ParticleSystem'/Game/Effect/Common/System/CommandMark/P_CommandMark_Square_Loop.P_CommandMark_Square_Loop'","0","0","0","0","0","0","(0,0,0)","0","(0,0,0)","0","1","1"
"1090021","1090021","0","0","0","ParticleSystem'/Game/Effect/Common/System/CommandMark/P_CommandMark_Triangle_Loop.P_CommandMark_Triangle_Loop'","0","0","0","0","0","0","(0,0,0)","0","(0,0,0)","0","1","1"
"1090031","1090031","0","0","0","ParticleSystem'/Game/Effect/Common/System/CommandMark/P_CommandMark_Diamond_Loop.P_CommandMark_Diamond_Loop'","0","0","0","0","0","0","(0,0,0)","0","(0,0,0)","0","1","1"
"1090041","1090041","0","0","0","ParticleSystem'/Game/Effect/Common/System/CommandMark/P_CommandMark_Star_Loop.P_CommandMark_Star_Loop'","0","0","0","0","0","0","(0,0,0)","0","(0,0,0)","0","1","1"
"1090051","1090051","0","0","0","ParticleSystem'/Game/Effect/Common/System/CommandMark/P_CommandMark_One_Loop.P_CommandMark_One_Loop'","0","0","0","0","0","0","(0,0,0)","0","(0,0,0)","0","1","1"
"1090061","1090061","0","0","0","ParticleSystem'/Game/Effect/Common/System/CommandMark/P_CommandMark_Two_Loop.P_CommandMark_Two_Loop'","0","0","0","0","0","0","(0,0,0)","0","(0,0,0)","0","1","1"
"1090071","1090071","0","0","0","ParticleSystem'/Game/Effect/Common/System/CommandMark/P_CommandMark_Three_Loop.P_CommandMark_Three_Loop'","0","0","0","0","0","0","(0,0,0)","0","(0,0,0)","0","1","1"
"1091001","1091001","0","0","0","ParticleSystem'/Game/Effect/Common/System/CommandMark/P_CommandMark_One_Loop.P_CommandMark_One_Loop'","0","0","0","0","0","0","(0,0,0)","0","(0,0,0)","0","1","1"
"1091002","1091002","0","0","0","ParticleSystem'/Game/Effect/Common/System/CommandMark/P_CommandMark_Two_Loop.P_CommandMark_Two_Loop'","0","0","0","0","0","0","(0,0,0)","0","(0,0,0)","0","1","1"
"1091003","1091003","0","0","0","ParticleSystem'/Game/Effect/Common/System/CommandMark/P_CommandMark_Three_Loop.P_CommandMark_Three_Loop'","0","0","0","0","0","0","(0,0,0)","0","(0,0,0)","0","1","1"
"1091004","1091004","0","0","0","ParticleSystem'/Game/Effect/Common/System/CommandMark/P_CommandMark_Four_Loop.P_CommandMark_Four_Loop'","0","0","0","0","0","0","(0,0,0)","0","(0,0,0)","0","1","1"
"1091005","1091005","0","0","0","ParticleSystem'/Game/Effect/Common/System/CommandMark/P_CommandMark_Five_Loop.P_CommandMark_Five_Loop'","0","0","0","0","0","0","(0,0,0)","0","(0,0,0)","0","1","1"
"1091006","1091006","0","0","0","ParticleSystem'/Game/Effect/Common/System/CommandMark/P_CommandMark_Six_Loop.P_CommandMark_Six_Loop'","0","0","0","0","0","0","(0,0,0)","0","(0,0,0)","0","1","1"
"1091007","1091007","0","0","0","ParticleSystem'/Game/Effect/Common/System/CommandMark/P_CommandMark_Seven_Loop.P_CommandMark_Seven_Loop'","0","0","0","0","0","0","(0,0,0)","0","(0,0,0)","0","1","1"
"1091008","1091008","0","0","0","ParticleSystem'/Game/Effect/Common/System/CommandMark/P_CommandMark_Eight_Loop.P_CommandMark_Eight_Loop'","0","0","0","0","0","0","(0,0,0)","0","(0,0,0)","0","1","1"
"1091011","1091011","0","0","0","ParticleSystem'/Game/Effect/Common/System/CommandMark/P_CommandMark_T_Circle_Loop.P_CommandMark_T_Circle_Loop'","0","0","0","0","0","0","(0,0,0)","0","(0,0,0)","0","1","1"
"1091012","1091012","0","0","0","ParticleSystem'/Game/Effect/Common/System/CommandMark/P_CommandMark_T_Diamond_Loop.P_CommandMark_T_Diamond_Loop'","0","0","0","0","0","0","(0,0,0)","0","(0,0,0)","0","1","1"
"1091013","1091013","0","0","0","ParticleSystem'/Game/Effect/Common/System/CommandMark/P_CommandMark_T_Squre_Loop.P_CommandMark_T_Squre_Loop'","0","0","0","0","0","0","(0,0,0)","0","(0,0,0)","0","1","1"
"1091014","1091014","0","0","0","ParticleSystem'/Game/Effect/Common/System/CommandMark/P_CommandMark_T_Triangle_Loop.P_CommandMark_T_Triangle_Loop'","0","0","0","0","0","0","(0,0,0)","0","(0,0,0)","0","1","1"
"1091015","1091015","0","0","0","ParticleSystem'/Game/Effect/Common/System/CommandMark/P_CommandMark_T_Pentagon_Loop.P_CommandMark_T_Pentagon_Loop'","0","0","0","0","0","0","(0,0,0)","0","(0,0,0)","0","1","1"
"1091016","1091016","0","0","0","ParticleSystem'/Game/Effect/Common/System/CommandMark/P_CommandMark_T_Star_Loop.P_CommandMark_T_Star_Loop'","0","0","0","0","0","0","(0,0,0)","0","(0,0,0)","0","1","1"
