"Name","StageId","Timer1StringTemplateID","Timer1Time","Timer1UIshow","Timer1UIshowTime","Timer2StringTemplateID","Timer2Time","Timer2UIshow","Timer2UIshowTime","Timer3StringTemplateID","Timer3Time","Timer3UIshow","Timer3UIshowTime","Timer4StringTemplateID","Timer4Time","Timer4UIshow","Timer4UIshowTime","BossAppearCutsceneID","BossAppearTrackerTitleID","BossAppearTrackerContentID","BossAppearMessageTitleID","BossAppearMessageContentID","BossAppearPlayer1WarpXYZ","BossAppearPlayer1WarpDirection","BossAppearPlayer2WarpXYZ","BossAppearPlayer2WarpDirection","BossAppearPlayer3WarpXYZ","BossAppearPlayer3WarpDirection","BossAppearPlayer4WarpXYZ","BossAppearPlayer4WarpDirection","BossAppearPlayer5WarpXYZ","BossAppearPlayer5WarpDirection","BossKillCutsceneID","BossKillTrackerTitleID","BossKillTrackerContentID","BossKillMessageTitleID","BossKillMessageContentID"
"200501980","200501980","1211001","3600000","1","0","1211001","7200000","1","0","1211002","300000","0","0","1211002","300000","0","0","6251129","1210250","1210925","0","0","(X=-16670.000000,Y=-9350.000000,Z=862.000000)","-30","(X=-16880.000000,Y=-9480.000000,Z=862.000000)","-30","(X=-16670.000000,Y=-9100.000000,Z=862.000000)","-30","(X=-16960.000000,Y=-9300.000000,Z=862.000000)","-30","(X=-16840.000000,Y=-9120.000000,Z=862.000000)","-30","6251130","0","0","0","0"
"200501970","200501970","1211001","3600000","1","0","1211001","3600000","1","0","1211002","300000","0","0","1211002","300000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6251121","0","0","0","0"
"200251502","200251502","1211001","3600000","1","0","1211001","3600000","1","0","1211002","300000","0","0","1211002","300000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6251071","0","0","0","0"
"200251540","200251540","1211001","3600000","1","0","1211001","3600000","1","0","1211002","300000","0","0","1211002","300000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6251073","0","0","0","0"
"200251610","200251610","1211001","3600000","1","0","1211001","3600000","1","0","1211002","300000","0","0","1211002","300000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6251077","0","0","0","0"
"200251650","200251650","1211001","3600000","1","0","1211001","3600000","1","0","1211002","300000","0","0","1211002","300000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6251099","0","0","0","0"
"200251670","200251670","1211001","3600000","1","0","1211001","3600000","1","0","1211002","300000","0","0","1211002","300000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6251127","0","0","0","0"
"200610001","200610001","1211001","900000","1","0","1211001","900000","1","0","1211002","300000","0","0","1211002","300000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6251114","0","0","0","0"
"200610002","200610002","1211001","900000","1","0","1211001","900000","1","0","1211002","300000","0","0","1211002","300000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6251118","0","0","0","0"
"200610003","200610003","1211001","900000","1","0","1211001","900000","1","0","1211002","300000","0","0","1211002","300000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6251116","0","0","0","0"
"200610004","200610004","1211001","900000","1","0","1211001","900000","1","0","1211002","300000","0","0","1211002","300000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6251123","0","0","0","0"
"200700020","200700020","1211003","180000","1","0","1211001","1800000","1","0","1211002","300000","0","0","1211002","300000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"200700030","200700030","1211003","180000","1","0","1211001","1800000","1","0","1211002","300000","0","0","1211002","300000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"200700040","200700040","1211003","180000","1","0","1211001","1800000","1","0","1211002","300000","0","0","1211002","300000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"200700050","200700050","1211003","180000","1","0","1211001","1800000","1","0","1211002","300000","0","0","1211002","300000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"200700060","200700060","1211003","180000","1","0","1211001","1800000","1","0","1211002","300000","0","0","1211002","300000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"200700070","200700070","1211003","180000","1","0","1211001","1800000","1","0","1211002","300000","0","0","1211002","300000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"200700080","200700080","1211003","180000","1","0","1211001","1800000","1","0","1211002","300000","0","0","1211002","300000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
