"Name","RandomGetInfoId","ProbabilityRange1","StringId1","ProbabilityRange2","StringId2","ProbabilityRange3","StringId3","ProbabilityRange4","StringId4","ProbabilityRange5","StringId5"
"60510001","60510001","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"60520001","60520001","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"60220901","60220901","1000","1037101","10000","1037102","11000","1037103","20000","1037104","100000","1037105"
"602201001","602201001","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"602201002","602201002","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"602201003","602201003","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"602201004","602201004","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"602201005","602201005","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"51000","51000","8333","1037102","100000","1037103","0","0","0","0","0","0"
"55000","55000","100","1037101","2900","1037102","100000","1037103","0","0","0","0"
"57000","57000","25","1037101","725","1037102","100000","1037103","0","0","0","0"
"59000","59000","33","1037101","967","1037102","100000","1037103","0","0","0","0"
"61000","61000","100","1037101","100000","1037103","0","0","0","0","0","0"
"63000","63000","1000","1037101","100000","1037103","0","0","0","0","0","0"
"65000","65000","1000","1037101","100000","1037103","0","0","0","0","0","0"
"75000","75000","100000","1037105","9380","1037104","6250","1037103","3130","1037101","0","0"
"77000","77000","30000","1037105","16670","1037104","4000","1037103","3400","1037101","0","0"
"78000","78000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"79000","79000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"80000","80000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"81000","81000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"82000","82000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"83000","83000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"84000","84000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"85000","85000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"86000","86000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"87000","87000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"88000","88000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"89000","89000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"90000","90000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"91000","91000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"92000","92000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"93000","93000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"95000","95000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"96000","96000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"97000","97000","20000","1037101","23000","1037104","100000","1037105","0","0","0","0"
"98000","98000","20000","1037101","23000","1037104","100000","1037105","0","0","0","0"
"99000","99000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"100000","100000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"101000","101000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"102000","102000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"103000","103000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"104000","104000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"105000","105000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"106000","106000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"107000","107000","2000","1037101","3000","1037102","5000","1037103","10000","1037104","100000","1037105"
"108000","108000","2000","1037101","3000","1037102","5000","1037103","10000","1037104","100000","1037105"
"109000","109000","2000","1037101","3000","1037102","5000","1037103","10000","1037104","100000","1037105"
"110000","110000","2000","1037101","3000","1037102","5000","1037103","10000","1037104","100000","1037105"
"111000","111000","2000","1037101","3000","1037102","5000","1037103","10000","1037104","100000","1037105"
"112000","112000","2000","1037101","3000","1037102","5000","1037103","10000","1037104","100000","1037105"
"113000","113000","2000","1037101","3000","1037102","5000","1037103","10000","1037104","100000","1037105"
"114000","114000","2000","1037101","3000","1037102","5000","1037103","10000","1037104","100000","1037105"
"115000","115000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"116000","116000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"117000","117000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"118000","118000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"119000","119000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"120000","120000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"121000","121000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"122000","122000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"123000","123000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"124000","124000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"125000","125000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"126000","126000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"127000","127000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"128000","128000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"129000","129000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"602100703","602100703","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"603201107","603201107","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"603201108","603201108","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"603201109","603201109","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"603201110","603201110","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"603201111","603201111","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"603201112","603201112","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"603201105","603201105","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"603201106","603201106","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"603201113","603201113","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"603201114","603201114","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"603201115","603201115","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"60298007","60298007","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"60298008","60298008","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"60298009","60298009","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"60298010","60298010","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"60298011","60298011","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"60298012","60298012","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"602202402","602202402","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"602202403","602202403","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"602202404","602202404","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"602202405","602202405","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"602202406","602202406","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"602202407","602202407","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"602202408","602202408","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"602202409","602202409","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"602202410","602202410","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"602202413","602202413","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"602202414","602202414","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"602202416","602202416","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"602202417","602202417","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"602202418","602202418","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"130000","130000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"131000","131000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"132000","132000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"133000","133000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"134000","134000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"135000","135000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"136000","136000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"137000","137000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"138000","138000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"139000","139000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"140000","140000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"141000","141000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"142000","142000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"143000","143000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"603201119","603201119","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"155000","155000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"156000","156000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"157000","157000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"158000","158000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"159000","159000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"160000","160000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"161000","161000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"162000","162000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"163000","163000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"164000","164000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"165000","165000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"166000","166000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"167000","167000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"168000","168000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"169000","169000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"170000","170000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"171000","171000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"172000","172000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"173000","173000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"174000","174000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"175000","175000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"176000","176000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"177000","177000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"178000","178000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"184000","184000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"185000","185000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"186000","186000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"204000","204000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"213000","213000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"214000","214000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"215000","215000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"221000","221000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"222000","222000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"223000","223000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"224000","224000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"225000","225000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"226000","226000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"227000","227000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"228000","228000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"229000","229000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"230000","230000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"231000","231000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"232000","232000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"233000","233000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"234000","234000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"235000","235000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"236000","236000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"237000","237000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"238000","238000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"239000","239000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"240000","240000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"241000","241000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"244000","244000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"603201124","603201124","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"603201125","603201125","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"603201126","603201126","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"245000","245000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"250000","250000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"251000","251000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"252000","252000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"253000","253000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"254000","254000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"255000","255000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"256000","256000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"258000","258000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"259000","259000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"260000","260000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"261000","261000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"262000","262000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"263000","263000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"264000","264000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"265000","265000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"266000","266000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"279000","279000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"286000","286000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"287000","287000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"301000","301000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"302000","302000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"314000","314000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"315000","315000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"381000","381000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"383000","383000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"385000","385000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"389000","389000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"390000","390000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"391000","391000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"392000","392000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"393000","393000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"394000","394000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"395000","395000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"396000","396000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"397000","397000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"398000","398000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"399000","399000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"400000","400000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"401000","401000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"404000","404000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"405000","405000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"406000","406000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"407000","407000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"424000","424000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"431000","431000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"432000","432000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"433000","433000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"434000","434000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"435000","435000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"436000","436000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"446000","446000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"447000","447000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"448000","448000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"449000","449000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"451000","451000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"452000","452000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"453000","453000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"454000","454000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"455000","455000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"459000","459000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"465000","465000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"466000","466000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"467000","467000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"468000","468000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"469000","469000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"470000","470000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"471000","471000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"472000","472000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"478000","478000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"480000","480000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"481000","481000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"483000","483000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"484000","484000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"486000","486000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"487000","487000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"488000","488000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"494000","494000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"495000","495000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"496000","496000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"497000","497000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"498000","498000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"499000","499000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"500000","500000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"501000","501000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"502000","502000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"512000","512000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"513000","513000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"514000","514000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"515000","515000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"516000","516000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"517000","517000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"518000","518000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"519000","519000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
