"Name","PosID","Refer","Stage","GenObjectID","GenObjectType","SpawnCount","SpawnRange","ActiveType","RegMinTime","RegMaxTime","GenType","FirstGenDelayMin","FirstGenDelayMax","GroupGenMemo","GroupGenID","GroupGenCountThreshold","RoamingId","RoamingType","GroupGenTimeLine","LinkGroupMemo","LinkGroup","LinkGroupDistance","LocationX","LocationY","LocationZ","RotationRoll","RotationPitch","RotationYaw"
"116","116","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"117","117","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"118","118","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"119","119","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"120","120","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"121","121","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"122","122","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"123","123","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"124","124","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"125","125","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"126","126","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"127","127","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"128","128","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"129","129","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"130","130","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"131","131","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"132","132","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"133","133","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"134","134","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"135","135","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"136","136","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"137","137","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"138","138","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"139","139","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"140","140","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"141","141","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"142","142","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"143","143","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"144","144","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"145","145","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"146","146","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"147","147","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"148","148","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"149","149","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"150","150","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"151","151","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"152","152","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"153","153","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"154","154","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"155","155","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"156","156","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"157","157","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"158","158","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"159","159","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"160","160","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"161","161","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"162","162","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"163","163","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"164","164","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"165","165","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"166","166","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"167","167","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"168","168","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"169","169","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"170","170","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"171","171","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"172","172","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"173","173","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"174","174","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"175","175","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"176","176","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"177","177","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"178","178","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"179","179","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"180","180","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"181","181","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"182","182","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"183","183","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"184","184","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"185","185","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"186","186","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"187","187","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"188","188","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"189","189","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"190","190","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"191","191","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"192","192","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"193","193","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"194","194","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"195","195","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"196","196","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"197","197","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"198","198","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"199","199","메테오","0","110032207","2","1","5000","1","0","0","1","0","0","","0","0","0","0","","","100","0","14170","20830","8080","0","0","0"
"249","249","","0","110032202","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"200","200","","0","110032202","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"201","201","","0","110032202","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"202","202","","0","110032202","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"203","203","","0","110032202","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"204","204","","0","110032202","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"205","205","","0","110032202","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"206","206","","0","110032202","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"207","207","","0","110032202","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"208","208","","0","110032202","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"209","209","","0","110032202","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"210","210","","0","110032202","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"211","211","","0","110032202","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"212","212","","0","110032202","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"213","213","","0","110032202","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"214","214","","0","110032202","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"215","215","","0","110032202","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"216","216","","0","110032202","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"217","217","","0","110032202","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"218","218","","0","110032202","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"219","219","","0","110032202","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"220","220","","0","110032202","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"221","221","","0","110032202","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"222","222","","0","110032202","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"223","223","","0","110032202","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"224","224","","0","110032202","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"225","225","","0","110032202","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"226","226","","0","110032202","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"227","227","","0","110032202","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"228","228","","0","110032202","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"229","229","","0","110032202","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"230","230","","0","110032202","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"231","231","","0","110032202","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"232","232","","0","110032202","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"233","233","","0","110032202","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"234","234","","0","110032202","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"235","235","","0","110032202","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"236","236","","0","110032202","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"237","237","","0","110032202","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"238","238","","0","110032202","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"239","239","","0","110032202","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"240","240","","0","110032202","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"241","241","","0","110032202","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"242","242","","0","110032202","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"243","243","","0","110032202","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"244","244","","0","110032202","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"245","245","","0","110032202","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"246","246","","0","110032202","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"247","247","","0","110032202","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"248","248","","0","110032202","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"250","250","","0","110032203","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"251","251","","0","110032203","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"252","252","","0","110032203","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"253","253","","0","110032203","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"254","254","","0","110032203","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"255","255","","0","110032203","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"256","256","","0","110032203","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"257","257","","0","110032203","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"258","258","","0","110032203","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"259","259","","0","110032203","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"260","260","","0","110032203","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"261","261","","0","110032203","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"262","262","","0","110032203","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"263","263","","0","110032203","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"264","264","","0","110032203","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"265","265","","0","110032203","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"266","266","","0","110032203","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"267","267","","0","110032203","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"268","268","","0","110032203","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"269","269","","0","110032203","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"270","270","","0","110032203","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"271","271","","0","110032203","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"272","272","","0","110032203","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"273","273","","0","110032203","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"274","274","","0","110032203","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"275","275","","0","110032203","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"276","276","","0","110032203","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"277","277","","0","110032203","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"278","278","","0","110032203","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"279","279","","0","110032203","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"280","280","","0","110032203","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"281","281","","0","110032203","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"282","282","","0","110032203","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"283","283","","0","110032203","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"284","284","","0","110032203","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"285","285","","0","110032203","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"286","286","","0","110032203","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"287","287","","0","110032203","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"288","288","","0","110032203","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"289","289","","0","110032203","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"290","290","","0","110032203","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"291","291","","0","110032203","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"292","292","","0","110032203","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"293","293","","0","110032203","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"294","294","","0","110032203","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"295","295","","0","110032203","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"296","296","","0","110032203","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"297","297","","0","110032203","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"298","298","","0","110032203","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"299","299","","0","110032203","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"300","300","","0","110032204","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"301","301","","0","110032204","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"302","302","","0","110032204","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"303","303","","0","110032204","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"304","304","","0","110032204","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"305","305","","0","110032204","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"306","306","","0","110032204","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"307","307","","0","110032204","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"308","308","","0","110032204","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"309","309","","0","110032204","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"310","310","","0","110032204","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"311","311","","0","110032204","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
"312","312","","0","110032204","2","1","4000","1","0","0","1","0","0","","0","0","0","0","","","0","0","13170","19830","8080","0","0","0"
