"Name","Row","NpcItemListGroupId","NpcItemListUseType","ClassId","TargetItemMakeId"
"230","230","12101","1","0","12222111"
"231","231","12101","1","0","12222112"
"232","232","12101","1","0","12222113"
"233","233","12101","1","0","12222114"
"234","234","12101","1","0","12222115"
"235","235","12101","1","0","12222116"
"236","236","12101","1","0","12222117"
"237","237","12101","1","0","12222118"
"238","238","12101","1","0","12222119"
"239","239","12101","1","0","12222120"
"240","240","12101","1","0","13222201"
"241","241","12101","1","0","13222202"
"242","242","12101","1","0","13222203"
"243","243","12101","1","0","13222204"
"244","244","12101","1","0","13222205"
"245","245","12101","1","0","13222206"
"246","246","12101","1","0","13222207"
"247","247","12101","1","0","13222208"
"248","248","12101","1","0","13222209"
"249","249","12101","1","0","13222210"
"250","250","12101","1","0","13222211"
"251","251","12101","1","0","13222212"
"252","252","12101","1","0","13222213"
"253","253","12101","1","0","13222214"
"254","254","12101","1","0","13222215"
"255","255","12101","1","0","13222216"
"256","256","12101","1","0","13222217"
"257","257","12101","1","0","13222218"
"258","258","12101","1","0","13222219"
"259","259","12101","1","0","13222220"
"260","260","12101","1","0","14222301"
"261","261","12101","1","0","14222302"
"262","262","12101","1","0","14222303"
"263","263","12101","1","0","14222304"
"264","264","12101","1","0","14222305"
"265","265","12101","1","0","14222306"
"266","266","12101","1","0","14222307"
"267","267","12101","1","0","14222308"
"268","268","12101","1","0","14222309"
"269","269","12101","1","0","14222310"
"270","270","12101","1","0","14222311"
"271","271","12101","1","0","14222312"
"272","272","12101","1","0","14222313"
"273","273","12101","1","0","14222314"
"274","274","12101","1","0","14222315"
"275","275","12101","1","0","14222316"
"276","276","12101","1","0","14222317"
"277","277","12101","1","0","14222318"
"278","278","12101","1","0","14222319"
"279","279","12101","1","0","14222320"
"280","280","12101","1","0","15222401"
"281","281","12101","1","0","15222402"
"282","282","12101","1","0","15222403"
"283","283","12101","1","0","15222404"
"284","284","12101","1","0","15222405"
"285","285","12101","1","0","15222406"
"286","286","12101","1","0","15222407"
"287","287","12101","1","0","15222408"
"288","288","12101","1","0","15222409"
"289","289","12101","1","0","15222410"
"290","290","12101","1","0","15222411"
"291","291","12101","1","0","15222412"
"292","292","12101","1","0","15222413"
"293","293","12101","1","0","15222414"
"294","294","12101","1","0","15222415"
"295","295","12101","1","0","15222416"
"296","296","12101","1","0","15222417"
"297","297","12101","1","0","15222418"
"298","298","12101","1","0","15222419"
"299","299","12101","1","0","15222420"
"300","300","12101","1","0","16222401"
"301","301","12101","1","0","16222402"
"302","302","12101","1","0","16222403"
"303","303","12101","1","0","16222404"
"304","304","12101","1","0","16222405"
"305","305","12101","1","0","16222406"
"306","306","12101","1","0","16222407"
"307","307","12101","1","0","16222408"
"308","308","12101","1","0","16222409"
"309","309","12101","1","0","16222410"
"310","310","12101","1","0","16222411"
"311","311","12101","1","0","16222412"
"312","312","12101","1","0","16222413"
"313","313","12101","1","0","16222414"
"314","314","12101","1","0","16222415"
"315","315","12101","1","0","16222416"
"316","316","12101","1","0","16222417"
"317","317","12101","1","0","16222418"
"318","318","12101","1","0","16222419"
"319","319","12101","1","0","16222420"
"320","320","12101","1","0","10222501"
"321","321","12101","1","0","10222502"
"322","322","12101","1","0","10222503"
"323","323","12101","1","0","10222504"
"324","324","12101","1","0","10222505"
"325","325","12101","1","0","10222506"
"326","326","12101","1","0","10222507"
"327","327","12101","1","0","10222508"
"328","328","12101","1","0","10222509"
"329","329","12101","1","0","10222510"
"330","330","12101","1","0","10222511"
"331","331","12101","1","0","10222512"
"332","332","21101","2","0","3001001"
"333","333","21101","2","0","3001002"
"334","334","21101","2","0","3001003"
"335","335","21101","2","0","3001004"
"336","336","21101","2","0","3001005"
"337","337","21101","2","0","3001006"
"338","338","21101","2","0","3001007"
"339","339","21101","2","0","3001008"
"340","340","21101","2","0","3001009"
"341","341","21101","2","0","3001010"
"342","342","21101","2","0","3001011"
"343","343","21101","2","0","3001012"
"344","344","21101","2","0","3001013"
"345","345","21101","2","0","3001014"
"346","346","21101","2","0","3001015"
"347","347","21102","2","0","3001101"
"348","348","21102","2","0","3001102"
"349","349","21102","2","0","3001103"
"350","350","21102","2","0","3001104"
"351","351","21102","2","0","3001105"
"352","352","21102","2","0","3001106"
"353","353","21102","2","0","3001107"
"354","354","21102","2","0","3001108"
"355","355","21102","2","0","3001109"
"356","356","21102","2","0","3001110"
"357","357","21102","2","0","3001111"
"358","358","21102","2","0","3001112"
"359","359","21102","2","0","3001113"
"360","360","21102","2","0","3001114"
"361","361","21102","2","0","3001115"
"362","362","27101","2","0","3001201"
"363","363","27101","2","0","3001202"
"364","364","27101","2","0","3001203"
"365","365","27101","2","0","3001204"
"366","366","27101","2","0","3001205"
"367","367","27101","2","0","3001206"
"368","368","27101","2","0","3001207"
"369","369","27101","2","0","3001208"
"370","370","27101","2","0","3001209"
"371","371","27101","2","0","3001210"
"372","372","27101","2","0","3001211"
"373","373","27101","2","0","3001212"
"374","374","27101","2","0","3001213"
"375","375","27101","2","0","3001214"
"376","376","27101","2","0","3001215"
"377","377","27101","2","0","3001216"
"378","378","27101","2","0","3001217"
"379","379","27101","2","0","3001218"
"380","380","27101","2","0","3001219"
"429","429","15101","1","0","930001"
"430","430","15101","1","0","930002"
"431","431","15101","1","0","930003"
"432","432","15101","1","0","930004"
"433","433","15101","1","0","930005"
"434","434","15101","1","0","930006"
"435","435","15101","1","0","930007"
"436","436","15101","1","0","930008"
"437","437","15101","1","0","930009"
"438","438","15101","1","0","930010"
"439","439","15101","1","0","930011"
"440","440","15101","1","0","930012"
"441","441","15101","1","0","930013"
"442","442","15101","1","0","930014"
"443","443","15101","1","0","930015"
"444","444","15101","1","0","930016"
"445","445","15101","1","0","930017"
"446","446","15101","1","0","930018"
"447","447","15101","1","0","930019"
"448","448","15101","1","0","930020"
"449","449","15101","1","0","930021"
"450","450","15101","1","0","930022"
"451","451","15101","1","0","930023"
"452","452","15101","1","0","930024"
"453","453","15102","1","0","931001"
"454","454","15102","1","0","931002"
"455","455","15102","1","0","931003"
"456","456","15102","1","0","931004"
"457","457","15102","1","0","931005"
"458","458","15102","1","0","931006"
"459","459","15102","1","0","931007"
"460","460","15102","1","0","931008"
"461","461","15102","1","0","931009"
"462","462","15102","1","0","931010"
"463","463","15102","1","0","931011"
"464","464","15102","1","0","931012"
"465","465","15102","1","0","931013"
"466","466","15102","1","0","931014"
"467","467","15102","1","0","931015"
"468","468","15102","1","0","931101"
"469","469","15102","1","0","931102"
"470","470","15102","1","0","931103"
"471","471","15102","1","0","931104"
"472","472","15102","1","0","931105"
"473","473","15102","1","0","931106"
"474","474","15102","1","0","931107"
"475","475","15102","1","0","931108"
"476","476","15102","1","0","931109"
"477","477","15102","1","0","931110"
"478","478","15102","1","0","931111"
"479","479","15102","1","0","931112"
"480","480","15102","1","0","931113"
"481","481","15102","1","0","931114"
"482","482","15102","1","0","931115"
"483","483","15102","1","0","931116"
"484","484","15103","1","0","932001"
"485","485","15103","1","0","932002"
"486","486","15103","1","0","932003"
"487","487","15103","1","0","932004"
"488","488","15103","1","0","932005"
"489","489","15103","1","0","932006"
"490","490","15103","1","0","932007"
"491","491","15103","1","0","932008"
"492","492","15103","1","0","932009"
"493","493","15103","1","0","932010"
"494","494","15103","1","0","932011"
"495","495","15103","1","0","932012"
"496","496","15103","1","0","932013"
"497","497","15103","1","0","932014"
"498","498","15103","1","0","932015"
"499","499","15103","1","0","932016"
"500","500","15103","1","0","932017"
"501","501","15103","1","0","932018"
"502","502","15103","1","0","932019"
"503","503","15103","1","0","932020"
"504","504","15103","1","0","932021"
"505","505","15103","1","0","932022"
"506","506","15103","1","0","932023"
"507","507","15103","1","0","932024"
"508","508","15103","1","0","932025"
"509","509","15103","1","0","932026"
"510","510","15103","1","0","932027"
"511","511","15103","1","0","932028"
"512","512","15103","1","0","932029"
"513","513","15103","1","0","932030"
"514","514","15201","1","0","940001"
"515","515","15201","1","0","940002"
"516","516","15201","1","0","940003"
"517","517","15201","1","0","940004"
"518","518","15201","1","0","940005"
"519","519","15201","1","0","940006"
"520","520","15201","1","0","940007"
"521","521","15201","1","0","940008"
"522","522","15201","1","0","940009"
"523","523","15201","1","0","940010"
"524","524","15201","1","0","940011"
"525","525","15201","1","0","940012"
"526","526","15201","1","0","940013"
"527","527","15201","1","0","940014"
"528","528","15201","1","0","940015"
"529","529","15201","1","0","940016"
"530","530","15201","1","0","940017"
"531","531","15201","1","0","940018"
"532","532","15201","1","0","940019"
"533","533","15201","1","0","940020"
"534","534","15201","1","0","940021"
"535","535","15202","1","0","941001"
"536","536","15202","1","0","941002"
"537","537","15202","1","0","941003"
"538","538","15202","1","0","941004"
"539","539","15202","1","0","941005"
"540","540","15202","1","0","941006"
"541","541","15202","1","0","941007"
"542","542","15202","1","0","941008"
"543","543","15202","1","0","941009"
"544","544","15202","1","0","941010"
"545","545","15202","1","0","941011"
"546","546","15202","1","0","941012"
"547","547","15202","1","0","941013"
"548","548","15202","1","0","941014"
"549","549","15202","1","0","941015"
"550","550","15202","1","0","941016"
"551","551","15202","1","0","941017"
"552","552","15202","1","0","941018"
"553","553","15202","1","0","941019"
"554","554","15202","1","0","941020"
"555","555","15202","1","0","941021"
"556","556","15202","1","0","941022"
"557","557","15202","1","0","941023"
"558","558","15202","1","0","941024"
"559","559","15202","1","0","941025"
"560","560","15202","1","0","941026"
"561","561","15203","1","0","942001"
"562","562","15203","1","0","942002"
"563","563","15203","1","0","942003"
"564","564","15203","1","0","942004"
"565","565","15203","1","0","942005"
"566","566","15203","1","0","942006"
"567","567","15203","1","0","942007"
"568","568","15203","1","0","942008"
"569","569","15203","1","0","942009"
"570","570","15203","1","0","942010"
"571","571","15203","1","0","942011"
"572","572","15203","1","0","942012"
"573","573","15203","1","0","942013"
"574","574","15203","1","0","942014"
"575","575","15203","1","0","942015"
"576","576","15203","1","0","942016"
"577","577","15203","1","0","942017"
"578","578","15203","1","0","942018"
"579","579","15203","1","0","942019"
"580","580","15204","1","0","943001"
"581","581","15204","1","0","943002"
"582","582","15204","1","0","943003"
"583","583","15204","1","0","943004"
"584","584","15204","1","0","943005"
"585","585","15204","1","0","943006"
"586","586","15204","1","0","943007"
"587","587","15204","1","0","943008"
"588","588","15204","1","0","943009"
"589","589","15204","1","0","943010"
"590","590","15204","1","0","943011"
"591","591","15204","1","0","943012"
"592","592","15204","1","0","943013"
"593","593","15204","1","0","943014"
"594","594","15204","1","0","943015"
"595","595","15204","1","0","943016"
"596","596","15204","1","0","943017"
"597","597","15204","1","0","943018"
"598","598","15205","1","0","950101"
"599","599","15205","1","0","950102"
"600","600","15205","1","0","950103"
"601","601","15205","1","0","950104"
"602","602","15205","1","0","950105"
"603","603","15205","1","0","950106"
"604","604","15205","1","0","950107"
"605","605","15205","1","0","950108"
"606","606","15205","1","0","950109"
"607","607","15205","1","0","950110"
"608","608","15205","1","0","950111"
"609","609","15205","1","0","950112"
"610","610","15205","1","0","950113"
"611","611","15205","1","0","950114"
"612","612","15205","1","0","950115"
"613","613","15205","1","0","950116"
"614","614","15205","1","0","950201"
"615","615","15205","1","0","950202"
"616","616","15205","1","0","950301"
"617","617","15205","1","0","950302"
"618","618","15205","1","0","950303"
"619","619","15205","1","0","950401"
"620","620","15205","1","0","950402"
"621","621","15205","1","0","950403"
"622","622","15205","1","0","950404"
"623","623","15205","1","0","950405"
"624","624","15205","1","0","950406"
"625","625","15205","1","0","950407"
"626","626","15205","1","0","950408"
"627","627","15205","1","0","950409"
"628","628","15205","1","0","950410"
"629","629","15205","1","0","950411"
"630","630","15205","1","0","950412"
"631","631","15205","1","0","950501"
"632","632","15205","1","0","950502"
"633","633","15205","1","0","950503"
"634","634","15206","1","0","951101"
"635","635","15206","1","0","951102"
"636","636","15206","1","0","951103"
"637","637","15206","1","0","951104"
"638","638","15206","1","0","951105"
"639","639","15206","1","0","951106"
"640","640","15206","1","0","951201"
"641","641","15206","1","0","951202"
"642","642","15206","1","0","951203"
"643","643","15206","1","0","951204"
"644","644","15206","1","0","951205"
"645","645","15206","1","0","951206"
"646","646","15206","1","0","951207"
"647","647","15206","1","0","951208"
"648","648","15206","1","0","951209"
"649","649","15206","1","0","951210"
"650","650","15206","1","0","951211"
"651","651","15206","1","0","951212"
"652","652","15206","1","0","951213"
"653","653","15206","1","0","951214"
"654","654","15206","1","0","951215"
"655","655","15206","1","0","951216"
"656","656","15206","1","0","951217"
"657","657","15207","1","0","952101"
"658","658","15207","1","0","952102"
"659","659","15207","1","0","952103"
"660","660","15207","1","0","952104"
"661","661","15207","1","0","952105"
"662","662","15207","1","0","952106"
"663","663","15207","1","0","952107"
"664","664","25301","2","0","201170001"
"665","665","14105","1","0","2001334"
"666","666","14105","1","0","2001335"
"667","667","14105","1","0","2001336"
"668","668","14105","1","0","2001337"
"669","669","14105","1","0","2001338"
"670","670","14105","1","0","2001339"
"671","671","14105","1","0","2001340"
"672","672","14105","1","0","2001341"
"673","673","14105","1","0","2001342"
"674","674","14105","1","0","2001343"
"675","675","14105","1","0","2001344"
"676","676","14105","1","0","2001345"
"677","677","15208","1","0","953000"
"678","678","15208","1","0","953001"
"679","679","15208","1","0","953010"
"680","680","15208","1","0","953011"
"681","681","15208","1","0","953012"
"682","682","15208","1","0","953013"
"683","683","15208","1","0","953014"
"684","684","15208","1","0","953015"
"685","685","15208","1","0","953016"
"686","686","15208","1","0","953017"
"687","687","15208","1","0","953018"
"688","688","15208","1","0","953019"
"689","689","15208","1","0","953020"
"690","690","15208","1","0","953021"
"691","691","15209","1","0","952301"
"692","692","15209","1","0","952302"
"693","693","15210","1","0","952303"
"694","694","15211","1","0","952304"
"695","695","15211","1","0","952305"
"696","696","15211","1","0","952306"
"697","697","15212","1","0","955000"
"698","698","15212","1","0","955001"
"699","699","15212","1","0","955002"
"700","700","15300","1","0","7000001"
"701","701","15300","1","0","7000002"
"702","702","15300","1","0","7000003"
"703","703","15300","1","0","7000004"
"704","704","15300","1","0","7000005"
"705","705","15300","1","0","7000006"
"706","706","15300","1","0","7000007"
"707","707","15300","1","0","7000008"
"708","708","15300","1","0","7000009"
"709","709","15300","1","0","7000010"
"710","710","15300","1","0","7000011"
"711","711","15300","1","0","7000012"
"712","712","15300","1","0","7000013"
"713","713","15301","1","0","7001001"
"714","714","15301","1","0","7001002"
"715","715","15301","1","0","7001003"
"716","716","15301","1","0","7001004"
"717","717","15301","1","0","7001005"
"718","718","15301","1","0","7001006"
"719","719","15301","1","0","7001007"
"720","720","15301","1","0","7001008"
"721","721","15301","1","0","7001009"
"722","722","15301","1","0","7001010"
"723","723","15301","1","0","7001011"
"724","724","15301","1","0","7001012"
"725","725","15301","1","0","7001013"
"726","726","15302","1","0","7002001"
"727","727","15302","1","0","7002002"
"728","728","15302","1","0","7002003"
"729","729","15302","1","0","7002004"
"730","730","15302","1","0","7002005"
"731","731","15302","1","0","7002006"
"732","732","15302","1","0","7002007"
"733","733","15302","1","0","7002008"
"734","734","15302","1","0","7002009"
"735","735","15302","1","0","7002010"
"736","736","15302","1","0","7002011"
"737","737","15302","1","0","7002012"
"738","738","15302","1","0","7002013"
"739","739","15303","1","0","7003001"
"740","740","15303","1","0","7003002"
"741","741","15303","1","0","7003003"
"742","742","15303","1","0","7003004"
"743","743","15303","1","0","7003005"
"744","744","15303","1","0","7003006"
"745","745","15303","1","0","7003007"
"746","746","15303","1","0","7003008"
"747","747","15303","1","0","7003009"
"748","748","15303","1","0","7003010"
"749","749","15303","1","0","7003011"
"750","750","15303","1","0","7003012"
"751","751","15303","1","0","7003013"
"752","752","15304","1","0","7004001"
"753","753","15304","1","0","7004002"
"754","754","15304","1","0","7004003"
"755","755","15304","1","0","7004004"
"756","756","15304","1","0","7004005"
"757","757","15304","1","0","7004006"
"758","758","15304","1","0","7004007"
"759","759","15304","1","0","7004008"
"760","760","15304","1","0","7004009"
"761","761","15304","1","0","7004010"
"762","762","15304","1","0","7004011"
"763","763","15304","1","0","7004012"
"764","764","15304","1","0","7004013"
"765","765","15305","1","0","7005001"
"766","766","15305","1","0","7005002"
"767","767","15305","1","0","7005003"
"768","768","15305","1","0","7005004"
"769","769","15305","1","0","7005005"
"770","770","15305","1","0","7005006"
"771","771","15305","1","0","7005007"
"772","772","15305","1","0","7005008"
"773","773","15305","1","0","7005009"
"774","774","15305","1","0","7005010"
"775","775","15305","1","0","7005011"
"776","776","15305","1","0","7005012"
"777","777","15305","1","0","7005013"
"778","778","15400","1","0","10205000"
"779","779","15400","1","0","10205020"
"780","780","15400","1","0","10205021"
"781","781","15400","1","0","10205022"
"782","782","15400","1","0","10205023"
"783","783","15400","1","0","10205024"
"784","784","15400","1","0","10205025"
