"Name","AutoFlightPathId","StageId","StartCoordinate","RandomRange","EndCoordinate","AirStep1","AirTime1","MoveCoordinate1","AirStep2","AirTime2","MoveCoordinate2","AirStep3","AirTime3","MoveCoordinate3","AirStep4","AirTime4","MoveCoordinate4","AirStep5","AirTime5","MoveCoordinate5"
"1030030204","1030030204","103003020","(X=13862.587891,Y=-7411.972656,Z=1505.000000)","50","(X=14702.295898,Y=-6329.481445,Z=1020.000000)","1","1.5","(X=14276.312500,Y=-6878.625977,Z=1860.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1030030207","1030030207","103003020","(X=-408.860626,Y=-7211.977539,Z=465.000000)","50","(X=-36.387726,Y=-5099.576172,Z=-10.000000)","1","3","(X=-226.530365,Y=-6177.929688,Z=1375.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1030030208","1030030208","103003020","(X=-35.000000,Y=-5165.000000,Z=5.000000)","50","(X=-402.123535,Y=-7247.043457,Z=510.000000)","1","1.5","(X=-108.801147,Y=-5583.543457,Z=730.000000)","2","1.5","(X=-239.907227,Y=-6327.076660,Z=1345.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1030030205","1030030205","103003020","(X=-13816.766602,Y=4031.442139,Z=530.000000)","50","(X=-16151.799805,Y=5901.894531,Z=1580.000000)","1","2","(X=-14850.531250,Y=4895.058594,Z=1595.000000)","2","1","(X=-15841.007813,Y=5682.831055,Z=1895.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1030030301","1030030301","103003050","(X=-7825.000000,Y=5344.000000,Z=-1166.000000)","50","(X=-1838.679199,Y=5021.344727,Z=-579.000000)","1","1","(X=-7513.450195,Y=5327.207520,Z=-765.000000)","2","1","(X=-7127.013672,Y=5306.379883,Z=-394.000000)","4","2","(X=-1998.459961,Y=5029.955078,Z=-394.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1030030302","1030030302","103003050","(X=-1934.000000,Y=5159.000000,Z=-571.000000)","50","(X=-7776.328125,Y=5718.322754,Z=-1158.000000)","1","1","(X=-2074.359619,Y=5172.438965,Z=-338.000000)","2","1","(X=-2214.718506,Y=5185.873535,Z=-187.000000)","4","2","(X=-6969.017090,Y=5641.034180,Z=-187.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1030030303","1030030303","103003050","(X=-1558.701416,Y=4761.395996,Z=-556.000000)","50","(X=-965.960388,Y=3713.416504,Z=381.000000)","1","0.5","(X=-1263.807251,Y=4240.016113,Z=228.000000)","2","1","(X=-1080.669556,Y=3916.220215,Z=587.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1030030304","1030030304","103003050","(X=-873.631592,Y=3729.281982,Z=405.000000)","50","(X=-1425.205688,Y=4910.883301,Z=-553.000000)","1","0.5","(X=-950.615723,Y=3894.199707,Z=595.000000)","2","1","(X=-1056.360474,Y=4120.735840,Z=703.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1030030401","1030030401","103003040","(X=-902.191711,Y=2597.029297,Z=85.000000)","50","(X=272.250549,Y=1575.062744,Z=1204.000000)","1","1.5","(X=-360.164246,Y=2093.238281,Z=1000.000000)","2","1","(X=-74.500916,Y=1827.726685,Z=1505.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1030030402","1030030402","103003040","(X=106.543488,Y=1784.965942,Z=1190.000000)","50","(X=-1035.679932,Y=2678.193848,Z=90.000000)","1","1.5","(X=-271.574982,Y=2080.657227,Z=1400.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1030030403","1030030403","103003040","(X=573.550903,Y=1618.572754,Z=1205.000000)","50","(X=2698.369141,Y=1591.301880,Z=1834.000000)","1","1.5","(X=1503.499756,Y=1608.824951,Z=1850.000000)","2","1","(X=2243.457764,Y=1601.068726,Z=2275.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1030030404","1030030404","103003040","(X=2423.607422,Y=2115.164795,Z=1855.000000)","50","(X=361.366943,Y=1549.174683,Z=1205.000000)","1","1.5","(X=1905.210205,Y=2005.011108,Z=2140.000000)","2","1","(X=1333.043457,Y=1883.431885,Z=2450.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1030030405","1030030405","103003040","(X=3469.410889,Y=1450.163452,Z=1860.000000)","50","(X=4994.649414,Y=-163.186890,Z=3940.000000)","1","3","(X=4200.683594,Y=655.406860,Z=3340.000000)","2","2","(X=4688.197266,Y=125.570679,Z=4255.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1030030406","1030030406","103003040","(X=4887.774902,Y=-51.275421,Z=3945.000000)","50","(X=3365.483398,Y=1578.420410,Z=1880.000000)","1","1.5","(X=4494.967285,Y=361.757416,Z=4210.000000)","2","1","(X=4084.934082,Y=792.902466,Z=4510.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1030030601","1030030601","103003060","(X=7100.000000,Y=-6520.000000,Z=3910.000000)","50","(X=7228.522461,Y=-3904.071045,Z=2830.000000)","1","0.5","(X=7077.267578,Y=-5811.234863,Z=4260.000000)","2","1","(X=7102.042969,Y=-4932.251953,Z=4490.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1030030602","1030030602","103003060","(X=7160.000000,Y=-4170.000000,Z=2840.000000)","50","(X=7160.000000,Y=-6630.001953,Z=3920.000000)","1","0.5","(X=7160.000000,Y=-5270.000000,Z=3960.000000)","2","1","(X=7160.000000,Y=-6080.000000,Z=4440.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1010030301","1010030301","101003030","(X=-11395.000000,Y=-5120.000000,Z=-20625.000000)","50","(X=-8140.000000,Y=-5120.000000,Z=-20725.000000)","1","0.5","(X=-10365.000000,Y=-5120.000000,Z=-19695.000000)","2","1.5","(X=-9460.000000,Y=-5120.000000,Z=-19235.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1010030401","1010030401","101003040","(X=783.660217,Y=-3729.738281,Z=1870.000000)","50","(X=1488.658447,Y=-2508.643555,Z=1330.000000)","1","2","(X=1123.658813,Y=-3140.842529,Z=2420.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1010030402","1010030402","101003040","(X=1460.000000,Y=-2510.000000,Z=1360.000000)","50","(X=765.020874,Y=-3713.732910,Z=1870.000000)","1","1","(X=1259.998901,Y=-2856.410400,Z=1950.000000)","2","1","(X=1029.993652,Y=-3254.789063,Z=2420.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1010030403","1010030403","101003040","(X=-2943.726807,Y=-3692.357666,Z=1870.000000)","50","(X=-3694.452148,Y=-3062.427490,Z=1340.000000)","1","1.5","(X=-3303.768066,Y=-3390.248535,Z=2240.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1010030404","1010030404","101003040","(X=-3685.520508,Y=-3035.270020,Z=1370.000000)","50","(X=-2919.477783,Y=-3678.057617,Z=1870.000000)","1","1","(X=-3562.953613,Y=-3138.115967,Z=1880.000000)","2","1","(X=-3363.782715,Y=-3305.240723,Z=2210.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1010030405","1010030405","101003040","(X=-5732.320313,Y=-1854.019531,Z=1880.000000)","50","(X=-4264.417969,Y=-2701.515625,Z=1330.000000)","1","1.5","(X=-5078.472168,Y=-2231.520020,Z=2515.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1010030406","1010030406","101003040","(X=-4335.129883,Y=-2664.073486,Z=1315.000000)","50","(X=-5720.770508,Y=-1864.076172,Z=1905.000000)","1","1","(X=-4620.918457,Y=-2499.073975,Z=1940.000000)","2","1","(X=-5027.931152,Y=-2264.085938,Z=2440.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1010030501","1010030501","101003040","(X=1825.933594,Y=-740.229065,Z=1418.183350)","50","(X=1336.431152,Y=2742.765869,Z=-1513.393799)","1","3","(X=1614.699707,Y=762.779602,Z=2197.525879)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1010040101","1010040101","101004010","(X=-26320.000000,Y=-1715.000000,Z=1885.000000)","50","(X=-28665.712891,Y=-1509.776245,Z=1480.000000)","1","1.5","(X=-27545.144531,Y=-1607.813599,Z=2775.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1010040102","1010040102","101004020","(X=-28636.144531,Y=-1512.360229,Z=1475.000000)","50","(X=-26290.105469,Y=-1717.612061,Z=1890.000000)","1","1","(X=-28038.408203,Y=-1564.655396,Z=2325.000000)","2","1.5","(X=-27410.824219,Y=-1619.561890,Z=2710.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1010040103","1010040103","101004020","(X=-3281.876709,Y=-11004.515625,Z=1630.000000)","50","(X=-4321.638184,Y=-13861.230469,Z=1480.000000)","1","1","(X=-3543.523193,Y=-11723.381836,Z=2295.000000)","2","1.5","(X=-3825.690918,Y=-12498.629883,Z=2715.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1010040104","1010040104","101004020","(X=-4314.780273,Y=-13842.382813,Z=1470.000000)","50","(X=-3273.330566,Y=-10981.013672,Z=1615.000000)","1","1","(X=-4030.903076,Y=-13062.433594,Z=2200.000000)","2","1.5","(X=-3678.621338,Y=-12094.543945,Z=2675.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1010040201","1010040201","101004020","(X=-747.500000,Y=8256.650391,Z=2705.000000)","50","(X=-1364.097534,Y=7376.061523,Z=2095.000000)","1","1.5","(X=-1034.289307,Y=7847.074707,Z=3155.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1010040202","1010040202","101004020","(X=-1291.794922,Y=7370.000000,Z=2110.000000)","50","(X=-759.294617,Y=8292.317383,Z=2730.000000)","1","1","(X=-1206.795288,Y=7517.223633,Z=2705.000000)","2","1","(X=-1026.795410,Y=7828.992676,Z=3155.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1010040203","1010040203","101004020","(X=2270.950195,Y=8495.532227,Z=3660.000000)","50","(X=457.762695,Y=8654.160156,Z=2720.000000)","1","1.5","(X=1419.191406,Y=8570.048828,Z=4475.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1010040204","1010040204","101004020","(X=590.000000,Y=8615.000000,Z=2735.000000)","50","(X=2213.797363,Y=8472.936523,Z=3685.000000)","1","1","(X=913.763123,Y=8586.674805,Z=3545.000000)","2","1","(X=1491.553711,Y=8536.124023,Z=4285.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1010040301","1010040301","101004030","(X=-14645.096680,Y=-3699.282227,Z=3255.000000)","50","(X=-15335.088867,Y=-4894.382324,Z=3195.000000)","1","1","(X=-14797.596680,Y=-3963.418945,Z=3745.000000)","2","1","(X=-15025.096680,Y=-4357.460449,Z=4090.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1010040302","1010040302","101004030","(X=-15337.749023,Y=-4864.307129,Z=3200.000000)","50","(X=-14622.750000,Y=-3625.888916,Z=3200.000000)","1","1","(X=-15167.750000,Y=-4569.859375,Z=3715.000000)","2","1","(X=-14970.250000,Y=-4227.777832,Z=4040.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1010040303","1010040303","101004030","(X=-11178.782227,Y=-6642.176758,Z=3220.000000)","50","(X=-11672.081055,Y=-7496.598633,Z=2615.000000)","1","1","(X=-11452.932617,Y=-7117.020508,Z=3800.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1010040304","1010040304","101004030","(X=-11655.826172,Y=-7477.640137,Z=2600.000000)","50","(X=-11159.045898,Y=-6617.189941,Z=3220.000000)","1","1","(X=-11480.467773,Y=-7173.909668,Z=3690.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1010040305","1010040305","101004030","(X=-17576.896484,Y=-3377.966553,Z=716.212952)","50","(X=-16246.325195,Y=-4960.089355,Z=3207.250244)","1","1","(X=-17078.421875,Y=-3970.689941,Z=2206.450928)","2","1","(X=-16749.488281,Y=-4361.831543,Z=3713.222168)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1010040306","1010040306","101004030","(X=-16411.394531,Y=-4756.658691,Z=3192.952148)","50","(X=-17637.052734,Y=-3298.930908,Z=736.854004)","1","1","(X=-16884.738281,Y=-4193.801270,Z=3375.909424)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1010040401","1010040401","101004040","(X=-9873.305664,Y=-7695.002930,Z=3010.000000)","50","(X=-9873.306641,Y=-5615.002930,Z=2240.000000)","1","1.5","(X=-9873.305664,Y=-6685.002930,Z=3790.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1010040402","1010040402","101004040","(X=-9864.013672,Y=-5633.391113,Z=2242.000000)","50","(X=-9864.015625,Y=-7688.392578,Z=2960.000000)","1","1","(X=-9864.013672,Y=-5993.391113,Z=3095.000000)","2","1","(X=-9864.014648,Y=-6788.391602,Z=3920.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1010040403","1010040403","101004040","(X=3687.189453,Y=-9511.861328,Z=2564.000000)","50","(X=2697.607178,Y=-7072.967773,Z=1951.000000)","1","1.5","(X=3247.292236,Y=-8427.705078,Z=3377.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1010040404","1010040404","101004040","(X=2761.596924,Y=-7084.574707,Z=1962.000000)","50","(X=3638.380859,Y=-9528.027344,Z=2541.000000)","1","1","(X=2867.987793,Y=-7381.068359,Z=2791.000000)","2","1","(X=3144.936768,Y=-8152.879883,Z=3684.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"104004071","104004071","104004070","(X=-6321.335938,Y=12220.357422,Z=2900.000000)","50","(X=-5441.521973,Y=10963.874023,Z=2680.000000)","1","2","(X=-5853.012207,Y=11551.533203,Z=3665.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"104004072","104004072","104004070","(X=-5430.756348,Y=11037.804688,Z=2655.000000)","50","(X=-6321.931641,Y=12310.517578,Z=2875.000000)","1","1.5","(X=-5543.900391,Y=11199.388672,Z=3470.000000)","2","1.5","(X=-5826.528809,Y=11603.018555,Z=3980.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
