"Name","Id","NameStrId","GroupType","PurchaseMinLevel","PurchaseMaxLevel","LevelCondition","MissionStart","MissionEnd","SeasonBuffFist1","SeasonBuffFist2","SeasonBuffSecond1","SeasonBuffSecond2","SeasonBuffDesc","BattlePassGroupId","BattlePassRewardGroupId","PurchaseButton1","Web1","PurchaseButton2","Web2","RewardCategory1","AosUid1","IosUid1","OneStoreUid1","SamsungUid1","SteamUid1","XsollaUid1","MycardUid1","HydraUid1","HuaweiUid1","pWemixdUid1","SteamItemID1","XsollaItemID1","MycardItemID1","AosUidValue1","IosUidValue1","OneStoreValue1","SamsungValue1","SteamValue1","XsollaValue1","MycardValue1","HydraValue1","HuaweiValue1","pWemixdValue1","RewardCategory2","AosUid2","IosUid2","OneStoreUid2","SamsungUid2","SteamUid2","XsollaUid2","MycardUid2","HydraUid2","HuaweiUid2","pWemixdUid2","SteamItemID2","XsollaItemID2","MycardItemID2","AosUidValue2","IosUidValue2","OneStoreValue2","SamsungValue2","SteamValue2","XsollaValue2","MycardValue2","HydraValue2","HuaweiValue2","pWemixdValue2","LevelText","TitleText","APICategory1","APICategory2","TicketId1","TicketId2","TicketIdCount1","TicketIdCount2"
"100011","100011","2200002","1","0","0","0","2022-05-31 16:00:01","2022-06-30 15:59:59","8000001","8000003","8000002","8000004","2200509","1001011","10011","230615203","/Game/UI/Atlas_N_Resource/Contents/Event/battlePass_img_01","230615201","/Game/UI/Atlas_N_Resource/Contents/Event/battlePass_img_01","20011","mir4gb.aos.battlepass.1","mir4gb.ios.battlepass.1","mir4gb.one.battlepass.1","mir4gb.galaxystore.battlepass.1","mir4gb.steam.battlepass.1","mir4gb.xsolla.battlepass.1","mir4gb.mycard.battlepass.1","mir4gb.hydra.battlepass.1","mir4gb.huawei.battlepass.1","mir4gb.pwemixd.battlepass.1","100011","100011","100011","999,","999,","999,","999,","999,","999,","999,","999,","999,","999,","30011","mir4gb.aos.battlepass.2","mir4gb.ios.battlepass.2","mir4gb.one.battlepass.2","mir4gb.galaxystore.battlepass.2","mir4gb.steam.battlepass.2","mir4gb.xsolla.battlepass.2","mir4gb.mycard.battlepass.2","mir4gb.hydra.battlepass.2","mir4gb.huawei.battlepass.2","mir4gb.pwemixd.battlepass.2","100011","100011","100011","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","0","2200538","1","2","1815200001","1815200002","1","1"
"100012","100012","2200002","1","0","0","0","2022-06-30 16:00:01","2022-07-31 15:59:59","8000001","8000003","8000002","8000004","2200509","1001012","10012","230615203","/Game/UI/Atlas_N_Resource/Contents/Event/battlePass_img_01","230615201","/Game/UI/Atlas_N_Resource/Contents/Event/battlePass_img_01","20012","mir4gb.aos.battlepass.1","mir4gb.ios.battlepass.1","mir4gb.one.battlepass.1","mir4gb.galaxystore.battlepass.1","mir4gb.steam.battlepass.1","mir4gb.xsolla.battlepass.1","mir4gb.mycard.battlepass.1","mir4gb.hydra.battlepass.1","mir4gb.huawei.battlepass.1","mir4gb.pwemixd.battlepass.1","100012","100012","100012","999,","999,","999,","999,","999,","999,","999,","999,","999,","999,","30012","mir4gb.aos.battlepass.2","mir4gb.ios.battlepass.2","mir4gb.one.battlepass.2","mir4gb.galaxystore.battlepass.2","mir4gb.steam.battlepass.2","mir4gb.xsolla.battlepass.2","mir4gb.mycard.battlepass.2","mir4gb.hydra.battlepass.2","mir4gb.huawei.battlepass.2","mir4gb.pwemixd.battlepass.2","100012","100012","100012","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","0","2200538","1","2","1815200001","1815200002","1","1"
"100013","100013","2200002","1","0","0","0","2022-07-31 16:00:01","2022-08-31 15:59:59","8000001","8000003","8000002","8000004","2200509","1001013","10013","230615203","/Game/UI/Atlas_N_Resource/Contents/Event/battlePass_img_01","230615201","/Game/UI/Atlas_N_Resource/Contents/Event/battlePass_img_01","20013","mir4gb.aos.battlepass.1","mir4gb.ios.battlepass.1","mir4gb.one.battlepass.1","mir4gb.galaxystore.battlepass.1","mir4gb.steam.battlepass.1","mir4gb.xsolla.battlepass.1","mir4gb.mycard.battlepass.1","mir4gb.hydra.battlepass.1","mir4gb.huawei.battlepass.1","mir4gb.pwemixd.battlepass.1","100013","100013","100013","999,","999,","999,","999,","999,","999,","999,","999,","999,","999,","30013","mir4gb.aos.battlepass.2","mir4gb.ios.battlepass.2","mir4gb.one.battlepass.2","mir4gb.galaxystore.battlepass.2","mir4gb.steam.battlepass.2","mir4gb.xsolla.battlepass.2","mir4gb.mycard.battlepass.2","mir4gb.hydra.battlepass.2","mir4gb.huawei.battlepass.2","mir4gb.pwemixd.battlepass.2","100013","100013","100013","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","0","2200538","1","2","1815200001","1815200002","1","1"
"100014","100014","2200002","1","0","0","0","2022-08-31 16:00:01","2022-09-30 15:59:59","8000001","8000003","8000014","8000015","2200548","1001014","10014","230615203","/Game/UI/Atlas_N_Resource/Contents/Event/battlePass_img_04","230615201","/Game/UI/Atlas_N_Resource/Contents/Event/battlePass_img_04","20014","mir4gb.aos.battlepass.1","mir4gb.ios.battlepass.1","mir4gb.one.battlepass.1","mir4gb.galaxystore.battlepass.1","mir4gb.steam.battlepass.1","mir4gb.xsolla.battlepass.1","mir4gb.mycard.battlepass.1","mir4gb.hydra.battlepass.1","mir4gb.huawei.battlepass.1","mir4gb.pwemixd.battlepass.1","100014","100014","100014","999,","999,","999,","999,","999,","999,","999,","999,","999,","999,","30014","mir4gb.aos.battlepass.2","mir4gb.ios.battlepass.2","mir4gb.one.battlepass.2","mir4gb.galaxystore.battlepass.2","mir4gb.steam.battlepass.2","mir4gb.xsolla.battlepass.2","mir4gb.mycard.battlepass.2","mir4gb.hydra.battlepass.2","mir4gb.huawei.battlepass.2","mir4gb.pwemixd.battlepass.2","100014","100014","100014","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","0","2200538","1","2","1815200001","1815200002","1","1"
"100015","100015","2200002","1","0","0","0","2022-09-30 16:00:01","2022-10-31 15:59:59","8000001","8000003","8000014","8000015","2200548","1001015","10015","230615203","/Game/UI/Atlas_N_Resource/Contents/Event/battlePass_img_04","230615201","/Game/UI/Atlas_N_Resource/Contents/Event/battlePass_img_04","20015","mir4gb.aos.battlepass.1","mir4gb.ios.battlepass.1","mir4gb.one.battlepass.1","mir4gb.galaxystore.battlepass.1","mir4gb.steam.battlepass.1","mir4gb.xsolla.battlepass.1","mir4gb.mycard.battlepass.1","mir4gb.hydra.battlepass.1","mir4gb.huawei.battlepass.1","mir4gb.pwemixd.battlepass.1","100015","100015","100015","999,","999,","999,","999,","999,","999,","999,","999,","999,","999,","30015","mir4gb.aos.battlepass.2","mir4gb.ios.battlepass.2","mir4gb.one.battlepass.2","mir4gb.galaxystore.battlepass.2","mir4gb.steam.battlepass.2","mir4gb.xsolla.battlepass.2","mir4gb.mycard.battlepass.2","mir4gb.hydra.battlepass.2","mir4gb.huawei.battlepass.2","mir4gb.pwemixd.battlepass.2","100015","100015","100015","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","0","2200538","1","2","1815200001","1815200002","1","1"
"100016","100016","2200002","1","0","0","0","2022-10-31 16:00:01","2022-11-30 15:59:59","8000001","8000003","8000014","8000015","2200548","1001016","10016","230615203","/Game/UI/Atlas_N_Resource/Contents/Event/battlePass_img_04","230615201","/Game/UI/Atlas_N_Resource/Contents/Event/battlePass_img_04","20016","mir4gb.aos.battlepass.1","mir4gb.ios.battlepass.1","mir4gb.one.battlepass.1","mir4gb.galaxystore.battlepass.1","mir4gb.steam.battlepass.1","mir4gb.xsolla.battlepass.1","mir4gb.mycard.battlepass.1","mir4gb.hydra.battlepass.1","mir4gb.huawei.battlepass.1","mir4gb.pwemixd.battlepass.1","100016","100016","100016","999,","999,","999,","999,","999,","999,","999,","999,","999,","999,","30016","mir4gb.aos.battlepass.2","mir4gb.ios.battlepass.2","mir4gb.one.battlepass.2","mir4gb.galaxystore.battlepass.2","mir4gb.steam.battlepass.2","mir4gb.xsolla.battlepass.2","mir4gb.mycard.battlepass.2","mir4gb.hydra.battlepass.2","mir4gb.huawei.battlepass.2","mir4gb.pwemixd.battlepass.2","100016","100016","100016","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","0","2200538","1","2","1815200001","1815200002","1","1"
"100017","100017","2200002","1","0","0","0","2022-11-30 16:00:01","2022-12-31 15:59:59","8000001","8000003","8000014","8000015","2200548","1001017","10017","230615203","/Game/UI/Atlas_N_Resource/Contents/Event/battlePass_img_04","230615201","/Game/UI/Atlas_N_Resource/Contents/Event/battlePass_img_04","20017","mir4gb.aos.battlepass.1","mir4gb.ios.battlepass.1","mir4gb.one.battlepass.1","mir4gb.galaxystore.battlepass.1","mir4gb.steam.battlepass.1","mir4gb.xsolla.battlepass.1","mir4gb.mycard.battlepass.1","mir4gb.hydra.battlepass.1","mir4gb.huawei.battlepass.1","mir4gb.pwemixd.battlepass.1","100017","100017","100017","999,","999,","999,","999,","999,","999,","999,","999,","999,","999,","30017","mir4gb.aos.battlepass.2","mir4gb.ios.battlepass.2","mir4gb.one.battlepass.2","mir4gb.galaxystore.battlepass.2","mir4gb.steam.battlepass.2","mir4gb.xsolla.battlepass.2","mir4gb.mycard.battlepass.2","mir4gb.hydra.battlepass.2","mir4gb.huawei.battlepass.2","mir4gb.pwemixd.battlepass.2","100017","100017","100017","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","0","2200538","1","2","1815200001","1815200002","1","1"
"100018","100018","2200002","1","0","0","0","2022-12-31 16:00:01","2023-01-31 15:59:59","8000001","8000003","8000014","8000015","2200548","1001018","10018","230615203","/Game/UI/Atlas_N_Resource/Contents/Event/battlePass_img_04","230615201","/Game/UI/Atlas_N_Resource/Contents/Event/battlePass_img_04","20018","mir4gb.aos.battlepass.1","mir4gb.ios.battlepass.1","mir4gb.one.battlepass.1","mir4gb.galaxystore.battlepass.1","mir4gb.steam.battlepass.1","mir4gb.xsolla.battlepass.1","mir4gb.mycard.battlepass.1","mir4gb.hydra.battlepass.1","mir4gb.huawei.battlepass.1","mir4gb.pwemixd.battlepass.1","100018","100018","100018","999,","999,","999,","999,","999,","999,","999,","999,","999,","999,","30018","mir4gb.aos.battlepass.2","mir4gb.ios.battlepass.2","mir4gb.one.battlepass.2","mir4gb.galaxystore.battlepass.2","mir4gb.steam.battlepass.2","mir4gb.xsolla.battlepass.2","mir4gb.mycard.battlepass.2","mir4gb.hydra.battlepass.2","mir4gb.huawei.battlepass.2","mir4gb.pwemixd.battlepass.2","100018","100018","100018","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","0","2200538","1","2","1815200001","1815200002","1","1"
"100019","100019","2200002","1","0","0","0","2023-01-31 16:00:01","2023-02-28 15:59:59","8000001","8000003","8000014","8000015","2200548","1001019","10019","230615203","/Game/UI/Atlas_N_Resource/Contents/Event/battlePass_img_04","230615201","/Game/UI/Atlas_N_Resource/Contents/Event/battlePass_img_04","20019","mir4gb.aos.battlepass.1","mir4gb.ios.battlepass.1","mir4gb.one.battlepass.1","mir4gb.galaxystore.battlepass.1","mir4gb.steam.battlepass.1","mir4gb.xsolla.battlepass.1","mir4gb.mycard.battlepass.1","mir4gb.hydra.battlepass.1","mir4gb.huawei.battlepass.1","mir4gb.pwemixd.battlepass.1","100019","100019","100019","999,","999,","999,","999,","999,","999,","999,","999,","999,","999,","30019","mir4gb.aos.battlepass.2","mir4gb.ios.battlepass.2","mir4gb.one.battlepass.2","mir4gb.galaxystore.battlepass.2","mir4gb.steam.battlepass.2","mir4gb.xsolla.battlepass.2","mir4gb.mycard.battlepass.2","mir4gb.hydra.battlepass.2","mir4gb.huawei.battlepass.2","mir4gb.pwemixd.battlepass.2","100019","100019","100019","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","0","2200538","1","2","1815200001","1815200002","1","1"
"100020","100020","2200002","1","0","0","0","2023-02-28 16:00:01","2023-03-31 15:59:59","8000001","8000003","8000014","8000015","2200548","1001020","10020","230615203","/Game/UI/Atlas_N_Resource/Contents/Event/battlePass_img_04","230615201","/Game/UI/Atlas_N_Resource/Contents/Event/battlePass_img_04","20020","mir4gb.aos.battlepass.1","mir4gb.ios.battlepass.1","mir4gb.one.battlepass.1","mir4gb.galaxystore.battlepass.1","mir4gb.steam.battlepass.1","mir4gb.xsolla.battlepass.1","mir4gb.mycard.battlepass.1","mir4gb.hydra.battlepass.1","mir4gb.huawei.battlepass.1","mir4gb.pwemixd.battlepass.1","100020","100020","100020","999,","999,","999,","999,","999,","999,","999,","999,","999,","999,","30020","mir4gb.aos.battlepass.2","mir4gb.ios.battlepass.2","mir4gb.one.battlepass.2","mir4gb.galaxystore.battlepass.2","mir4gb.steam.battlepass.2","mir4gb.xsolla.battlepass.2","mir4gb.mycard.battlepass.2","mir4gb.hydra.battlepass.2","mir4gb.huawei.battlepass.2","mir4gb.pwemixd.battlepass.2","100020","100020","100020","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","0","2200538","1","2","1815200001","1815200002","1","1"
"100021","100021","2200002","1","0","0","0","2023-03-31 16:00:01","2023-04-30 15:59:59","8000001","8000003","8000014","8000015","2200548","1001021","10021","230615203","/Game/UI/Atlas_N_Resource/Contents/Event/battlePass_img_04","230615201","/Game/UI/Atlas_N_Resource/Contents/Event/battlePass_img_04","20021","mir4gb.aos.battlepass.1","mir4gb.ios.battlepass.1","mir4gb.one.battlepass.1","mir4gb.galaxystore.battlepass.1","mir4gb.steam.battlepass.1","mir4gb.xsolla.battlepass.1","mir4gb.mycard.battlepass.1","mir4gb.hydra.battlepass.1","mir4gb.huawei.battlepass.1","mir4gb.pwemixd.battlepass.1","100021","100021","100021","999,","999,","999,","999,","999,","999,","999,","999,","999,","999,","30021","mir4gb.aos.battlepass.2","mir4gb.ios.battlepass.2","mir4gb.one.battlepass.2","mir4gb.galaxystore.battlepass.2","mir4gb.steam.battlepass.2","mir4gb.xsolla.battlepass.2","mir4gb.mycard.battlepass.2","mir4gb.hydra.battlepass.2","mir4gb.huawei.battlepass.2","mir4gb.pwemixd.battlepass.2","100021","100021","100021","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","0","2200538","1","2","1815200001","1815200002","1","1"
