"Name","TranceID","TranceStep","TranceType","AttributeType","StatusValue","OptionGradeValue01","OptionGradeValue06","OptionGradeValue11","OptionGradeValue16","OptionGradeValue21","OptionGradeValue26","OptionGradeValue31","OptionGradeValue36","OptionGradeValue41","OptionGradeValue46","PassiveLv","BattlePointPerLv","Grade"
"105","105","7","1","40","52","0","0","0","0","0","0","0","0","0","0","0","0","4"
"106","106","1","1","42","7","0","0","0","0","0","0","0","0","0","0","0","0","4"
"107","107","2","1","42","15","0","0","0","0","0","0","0","0","0","0","0","0","4"
"108","108","3","1","42","22","0","0","0","0","0","0","0","0","0","0","0","0","4"
"109","109","4","1","42","30","0","0","0","0","0","0","0","0","0","0","0","0","4"
"110","110","5","1","42","37","0","0","0","0","0","0","0","0","0","0","0","0","4"
"111","111","6","1","42","45","0","0","0","0","0","0","0","0","0","0","0","0","4"
"112","112","7","1","42","52","0","0","0","0","0","0","0","0","0","0","0","0","4"
"113","113","1","1","41","7","0","0","0","0","0","0","0","0","0","0","0","0","4"
"114","114","2","1","41","15","0","0","0","0","0","0","0","0","0","0","0","0","4"
"115","115","3","1","41","22","0","0","0","0","0","0","0","0","0","0","0","0","4"
"116","116","4","1","41","30","0","0","0","0","0","0","0","0","0","0","0","0","4"
"117","117","5","1","41","37","0","0","0","0","0","0","0","0","0","0","0","0","4"
"118","118","6","1","41","45","0","0","0","0","0","0","0","0","0","0","0","0","4"
"119","119","7","1","41","52","0","0","0","0","0","0","0","0","0","0","0","0","4"
"120","120","1","1","43","7","0","0","0","0","0","0","0","0","0","0","0","0","4"
"121","121","2","1","43","15","0","0","0","0","0","0","0","0","0","0","0","0","4"
"122","122","3","1","43","22","0","0","0","0","0","0","0","0","0","0","0","0","4"
"123","123","4","1","43","30","0","0","0","0","0","0","0","0","0","0","0","0","4"
"124","124","5","1","43","37","0","0","0","0","0","0","0","0","0","0","0","0","4"
"125","125","6","1","43","45","0","0","0","0","0","0","0","0","0","0","0","0","4"
"126","126","7","1","43","52","0","0","0","0","0","0","0","0","0","0","0","0","4"
"127","127","1","1","82","75","0","0","0","0","0","0","0","0","0","0","0","0","4"
"128","128","2","1","82","150","0","0","0","0","0","0","0","0","0","0","0","0","4"
"129","129","3","1","82","225","0","0","0","0","0","0","0","0","0","0","0","0","4"
"130","130","4","1","82","300","0","0","0","0","0","0","0","0","0","0","0","0","4"
"131","131","5","1","82","375","0","0","0","0","0","0","0","0","0","0","0","0","4"
"132","132","6","1","82","450","0","0","0","0","0","0","0","0","0","0","0","0","4"
"133","133","7","1","82","525","0","0","0","0","0","0","0","0","0","0","0","0","4"
"134","134","1","1","91","135","0","0","0","0","0","0","0","0","0","0","0","0","4"
"135","135","2","1","91","270","0","0","0","0","0","0","0","0","0","0","0","0","4"
"136","136","3","1","91","405","0","0","0","0","0","0","0","0","0","0","0","0","4"
"137","137","4","1","91","540","0","0","0","0","0","0","0","0","0","0","0","0","4"
"138","138","5","1","91","675","0","0","0","0","0","0","0","0","0","0","0","0","4"
"139","139","6","1","91","810","0","0","0","0","0","0","0","0","0","0","0","0","4"
"140","140","7","1","91","945","0","0","0","0","0","0","0","0","0","0","0","0","4"
"141","141","1","1","93","135","0","0","0","0","0","0","0","0","0","0","0","0","4"
"142","142","2","1","93","270","0","0","0","0","0","0","0","0","0","0","0","0","4"
"143","143","3","1","93","405","0","0","0","0","0","0","0","0","0","0","0","0","4"
"144","144","4","1","93","540","0","0","0","0","0","0","0","0","0","0","0","0","4"
"145","145","5","1","93","675","0","0","0","0","0","0","0","0","0","0","0","0","4"
"146","146","6","1","93","810","0","0","0","0","0","0","0","0","0","0","0","0","4"
"147","147","7","1","93","945","0","0","0","0","0","0","0","0","0","0","0","0","4"
"148","148","1","1","84","105","0","0","0","0","0","0","0","0","0","0","0","0","4"
"149","149","2","1","84","210","0","0","0","0","0","0","0","0","0","0","0","0","4"
"150","150","3","1","84","315","0","0","0","0","0","0","0","0","0","0","0","0","4"
"151","151","4","1","84","420","0","0","0","0","0","0","0","0","0","0","0","0","4"
"152","152","5","1","84","525","0","0","0","0","0","0","0","0","0","0","0","0","4"
"153","153","6","1","84","630","0","0","0","0","0","0","0","0","0","0","0","0","4"
"154","154","7","1","84","735","0","0","0","0","0","0","0","0","0","0","0","0","4"
"155","155","1","1","88","105","0","0","0","0","0","0","0","0","0","0","0","0","4"
"156","156","2","1","88","210","0","0","0","0","0","0","0","0","0","0","0","0","4"
"157","157","3","1","88","315","0","0","0","0","0","0","0","0","0","0","0","0","4"
"158","158","4","1","88","420","0","0","0","0","0","0","0","0","0","0","0","0","4"
"159","159","5","1","88","525","0","0","0","0","0","0","0","0","0","0","0","0","4"
"160","160","6","1","88","630","0","0","0","0","0","0","0","0","0","0","0","0","4"
"161","161","7","1","88","735","0","0","0","0","0","0","0","0","0","0","0","0","4"
"162","162","1","1","89","105","0","0","0","0","0","0","0","0","0","0","0","0","4"
"163","163","2","1","89","210","0","0","0","0","0","0","0","0","0","0","0","0","4"
"164","164","3","1","89","315","0","0","0","0","0","0","0","0","0","0","0","0","4"
"165","165","4","1","89","420","0","0","0","0","0","0","0","0","0","0","0","0","4"
"166","166","5","1","89","525","0","0","0","0","0","0","0","0","0","0","0","0","4"
"167","167","6","1","89","630","0","0","0","0","0","0","0","0","0","0","0","0","4"
"168","168","7","1","89","735","0","0","0","0","0","0","0","0","0","0","0","0","4"
"169","169","1","1","36","7","0","0","0","0","0","0","0","0","0","0","0","0","4"
"170","170","2","1","36","15","0","0","0","0","0","0","0","0","0","0","0","0","4"
"171","171","3","1","36","22","0","0","0","0","0","0","0","0","0","0","0","0","4"
"172","172","4","1","36","30","0","0","0","0","0","0","0","0","0","0","0","0","4"
"173","173","5","1","36","37","0","0","0","0","0","0","0","0","0","0","0","0","4"
"174","174","6","1","36","45","0","0","0","0","0","0","0","0","0","0","0","0","4"
"175","175","7","1","36","52","0","0","0","0","0","0","0","0","0","0","0","0","4"
"176","176","1","1","1","375","0","0","0","0","0","0","0","0","0","0","0","0","5"
"177","177","2","1","1","751","0","0","0","0","0","0","0","0","0","0","0","0","5"
"178","178","3","1","1","1127","0","0","0","0","0","0","0","0","0","0","0","0","5"
"179","179","4","1","1","1503","0","0","0","0","0","0","0","0","0","0","0","0","5"
"180","180","5","1","1","1878","0","0","0","0","0","0","0","0","0","0","0","0","5"
"181","181","6","1","1","2254","0","0","0","0","0","0","0","0","0","0","0","0","5"
"182","182","7","1","1","2630","0","0","0","0","0","0","0","0","0","0","0","0","5"
"183","183","1","1","6","91","0","0","0","0","0","0","0","0","0","0","0","0","5"
"184","184","2","1","6","182","0","0","0","0","0","0","0","0","0","0","0","0","5"
"185","185","3","1","6","273","0","0","0","0","0","0","0","0","0","0","0","0","5"
"186","186","4","1","6","364","0","0","0","0","0","0","0","0","0","0","0","0","5"
"187","187","5","1","6","455","0","0","0","0","0","0","0","0","0","0","0","0","5"
"188","188","6","1","6","546","0","0","0","0","0","0","0","0","0","0","0","0","5"
"189","189","7","1","6","637","0","0","0","0","0","0","0","0","0","0","0","0","5"
"190","190","1","1","20","11","0","0","0","0","0","0","0","0","0","0","0","0","5"
"191","191","2","1","20","22","0","0","0","0","0","0","0","0","0","0","0","0","5"
"192","192","3","1","20","34","0","0","0","0","0","0","0","0","0","0","0","0","5"
"193","193","4","1","20","45","0","0","0","0","0","0","0","0","0","0","0","0","5"
"194","194","5","1","20","57","0","0","0","0","0","0","0","0","0","0","0","0","5"
"195","195","6","1","20","68","0","0","0","0","0","0","0","0","0","0","0","0","5"
"196","196","7","1","20","79","0","0","0","0","0","0","0","0","0","0","0","0","5"
"197","197","1","1","22","11","0","0","0","0","0","0","0","0","0","0","0","0","5"
"198","198","2","1","22","22","0","0","0","0","0","0","0","0","0","0","0","0","5"
"199","199","3","1","22","34","0","0","0","0","0","0","0","0","0","0","0","0","5"
"200","200","4","1","22","45","0","0","0","0","0","0","0","0","0","0","0","0","5"
"201","201","5","1","22","57","0","0","0","0","0","0","0","0","0","0","0","0","5"
"202","202","6","1","22","68","0","0","0","0","0","0","0","0","0","0","0","0","5"
"203","203","7","1","22","79","0","0","0","0","0","0","0","0","0","0","0","0","5"
"204","204","1","1","24","10","0","0","0","0","0","0","0","0","0","0","0","0","5"
"205","205","2","1","24","20","0","0","0","0","0","0","0","0","0","0","0","0","5"
"206","206","3","1","24","31","0","0","0","0","0","0","0","0","0","0","0","0","5"
"207","207","4","1","24","41","0","0","0","0","0","0","0","0","0","0","0","0","5"
"208","208","5","1","24","51","0","0","0","0","0","0","0","0","0","0","0","0","5"
"209","209","6","1","24","62","0","0","0","0","0","0","0","0","0","0","0","0","5"
"210","210","7","1","24","72","0","0","0","0","0","0","0","0","0","0","0","0","5"
"211","211","1","1","26","10","0","0","0","0","0","0","0","0","0","0","0","0","5"
"212","212","2","1","26","20","0","0","0","0","0","0","0","0","0","0","0","0","5"
"213","213","3","1","26","31","0","0","0","0","0","0","0","0","0","0","0","0","5"
"214","214","4","1","26","41","0","0","0","0","0","0","0","0","0","0","0","0","5"
"215","215","5","1","26","51","0","0","0","0","0","0","0","0","0","0","0","0","5"
"216","216","6","1","26","62","0","0","0","0","0","0","0","0","0","0","0","0","5"
"217","217","7","1","26","72","0","0","0","0","0","0","0","0","0","0","0","0","5"
"218","218","1","1","28","5","0","0","0","0","0","0","0","0","0","0","0","0","5"
"219","219","2","1","28","11","0","0","0","0","0","0","0","0","0","0","0","0","5"
"220","220","3","1","28","17","0","0","0","0","0","0","0","0","0","0","0","0","5"
"221","221","4","1","28","22","0","0","0","0","0","0","0","0","0","0","0","0","5"
"222","222","5","1","28","28","0","0","0","0","0","0","0","0","0","0","0","0","5"
"223","223","6","1","28","34","0","0","0","0","0","0","0","0","0","0","0","0","5"
"224","224","7","1","28","39","0","0","0","0","0","0","0","0","0","0","0","0","5"
"225","225","1","1","29","5","0","0","0","0","0","0","0","0","0","0","0","0","5"
"226","226","2","1","29","11","0","0","0","0","0","0","0","0","0","0","0","0","5"
"227","227","3","1","29","17","0","0","0","0","0","0","0","0","0","0","0","0","5"
"228","228","4","1","29","22","0","0","0","0","0","0","0","0","0","0","0","0","5"
"229","229","5","1","29","28","0","0","0","0","0","0","0","0","0","0","0","0","5"
"230","230","6","1","29","34","0","0","0","0","0","0","0","0","0","0","0","0","5"
"231","231","7","1","29","39","0","0","0","0","0","0","0","0","0","0","0","0","5"
"232","232","1","1","30","5","0","0","0","0","0","0","0","0","0","0","0","0","5"
"233","233","2","1","30","11","0","0","0","0","0","0","0","0","0","0","0","0","5"
"234","234","3","1","30","17","0","0","0","0","0","0","0","0","0","0","0","0","5"
"235","235","4","1","30","22","0","0","0","0","0","0","0","0","0","0","0","0","5"
"236","236","5","1","30","28","0","0","0","0","0","0","0","0","0","0","0","0","5"
"237","237","6","1","30","34","0","0","0","0","0","0","0","0","0","0","0","0","5"
"238","238","7","1","30","39","0","0","0","0","0","0","0","0","0","0","0","0","5"
"239","239","1","1","31","5","0","0","0","0","0","0","0","0","0","0","0","0","5"
"240","240","2","1","31","11","0","0","0","0","0","0","0","0","0","0","0","0","5"
"241","241","3","1","31","17","0","0","0","0","0","0","0","0","0","0","0","0","5"
"242","242","4","1","31","22","0","0","0","0","0","0","0","0","0","0","0","0","5"
"243","243","5","1","31","28","0","0","0","0","0","0","0","0","0","0","0","0","5"
"244","244","6","1","31","34","0","0","0","0","0","0","0","0","0","0","0","0","5"
"245","245","7","1","31","39","0","0","0","0","0","0","0","0","0","0","0","0","5"
"246","246","1","1","38","5","0","0","0","0","0","0","0","0","0","0","0","0","5"
"247","247","2","1","38","11","0","0","0","0","0","0","0","0","0","0","0","0","5"
"248","248","3","1","38","17","0","0","0","0","0","0","0","0","0","0","0","0","5"
"249","249","4","1","38","22","0","0","0","0","0","0","0","0","0","0","0","0","5"
"250","250","5","1","38","28","0","0","0","0","0","0","0","0","0","0","0","0","5"
"251","251","6","1","38","34","0","0","0","0","0","0","0","0","0","0","0","0","5"
"252","252","7","1","38","39","0","0","0","0","0","0","0","0","0","0","0","0","5"
"253","253","1","1","39","5","0","0","0","0","0","0","0","0","0","0","0","0","5"
"254","254","2","1","39","11","0","0","0","0","0","0","0","0","0","0","0","0","5"
"255","255","3","1","39","17","0","0","0","0","0","0","0","0","0","0","0","0","5"
"256","256","4","1","39","22","0","0","0","0","0","0","0","0","0","0","0","0","5"
"257","257","5","1","39","28","0","0","0","0","0","0","0","0","0","0","0","0","5"
"258","258","6","1","39","34","0","0","0","0","0","0","0","0","0","0","0","0","5"
"259","259","7","1","39","39","0","0","0","0","0","0","0","0","0","0","0","0","5"
"260","260","1","1","44","5","0","0","0","0","0","0","0","0","0","0","0","0","5"
"261","261","2","1","44","11","0","0","0","0","0","0","0","0","0","0","0","0","5"
"262","262","3","1","44","17","0","0","0","0","0","0","0","0","0","0","0","0","5"
"263","263","4","1","44","22","0","0","0","0","0","0","0","0","0","0","0","0","5"
"264","264","5","1","44","28","0","0","0","0","0","0","0","0","0","0","0","0","5"
"265","265","6","1","44","34","0","0","0","0","0","0","0","0","0","0","0","0","5"
"266","266","7","1","44","39","0","0","0","0","0","0","0","0","0","0","0","0","5"
"267","267","1","1","45","5","0","0","0","0","0","0","0","0","0","0","0","0","5"
"268","268","2","1","45","11","0","0","0","0","0","0","0","0","0","0","0","0","5"
"269","269","3","1","45","17","0","0","0","0","0","0","0","0","0","0","0","0","5"
"270","270","4","1","45","22","0","0","0","0","0","0","0","0","0","0","0","0","5"
"271","271","5","1","45","28","0","0","0","0","0","0","0","0","0","0","0","0","5"
"272","272","6","1","45","34","0","0","0","0","0","0","0","0","0","0","0","0","5"
"273","273","7","1","45","39","0","0","0","0","0","0","0","0","0","0","0","0","5"
"274","274","1","1","40","11","0","0","0","0","0","0","0","0","0","0","0","0","5"
"275","275","2","1","40","22","0","0","0","0","0","0","0","0","0","0","0","0","5"
"276","276","3","1","40","34","0","0","0","0","0","0","0","0","0","0","0","0","5"
"277","277","4","1","40","45","0","0","0","0","0","0","0","0","0","0","0","0","5"
"278","278","5","1","40","57","0","0","0","0","0","0","0","0","0","0","0","0","5"
"279","279","6","1","40","68","0","0","0","0","0","0","0","0","0","0","0","0","5"
"280","280","7","1","40","79","0","0","0","0","0","0","0","0","0","0","0","0","5"
"281","281","1","1","42","11","0","0","0","0","0","0","0","0","0","0","0","0","5"
"282","282","2","1","42","22","0","0","0","0","0","0","0","0","0","0","0","0","5"
"283","283","3","1","42","34","0","0","0","0","0","0","0","0","0","0","0","0","5"
"284","284","4","1","42","45","0","0","0","0","0","0","0","0","0","0","0","0","5"
"285","285","5","1","42","57","0","0","0","0","0","0","0","0","0","0","0","0","5"
"286","286","6","1","42","68","0","0","0","0","0","0","0","0","0","0","0","0","5"
"287","287","7","1","42","79","0","0","0","0","0","0","0","0","0","0","0","0","5"
"288","288","1","1","41","11","0","0","0","0","0","0","0","0","0","0","0","0","5"
"289","289","2","1","41","22","0","0","0","0","0","0","0","0","0","0","0","0","5"
"290","290","3","1","41","34","0","0","0","0","0","0","0","0","0","0","0","0","5"
"291","291","4","1","41","45","0","0","0","0","0","0","0","0","0","0","0","0","5"
"292","292","5","1","41","57","0","0","0","0","0","0","0","0","0","0","0","0","5"
"293","293","6","1","41","68","0","0","0","0","0","0","0","0","0","0","0","0","5"
"294","294","7","1","41","79","0","0","0","0","0","0","0","0","0","0","0","0","5"
"295","295","1","1","43","11","0","0","0","0","0","0","0","0","0","0","0","0","5"
"296","296","2","1","43","22","0","0","0","0","0","0","0","0","0","0","0","0","5"
"297","297","3","1","43","34","0","0","0","0","0","0","0","0","0","0","0","0","5"
"298","298","4","1","43","45","0","0","0","0","0","0","0","0","0","0","0","0","5"
"299","299","5","1","43","57","0","0","0","0","0","0","0","0","0","0","0","0","5"
"300","300","6","1","43","68","0","0","0","0","0","0","0","0","0","0","0","0","5"
"301","301","7","1","43","79","0","0","0","0","0","0","0","0","0","0","0","0","5"
"302","302","1","1","82","105","0","0","0","0","0","0","0","0","0","0","0","0","5"
"303","303","2","1","82","210","0","0","0","0","0","0","0","0","0","0","0","0","5"
"304","304","3","1","82","315","0","0","0","0","0","0","0","0","0","0","0","0","5"
"305","305","4","1","82","420","0","0","0","0","0","0","0","0","0","0","0","0","5"
"306","306","5","1","82","525","0","0","0","0","0","0","0","0","0","0","0","0","5"
"307","307","6","1","82","630","0","0","0","0","0","0","0","0","0","0","0","0","5"
"308","308","7","1","82","735","0","0","0","0","0","0","0","0","0","0","0","0","5"
"309","309","1","1","91","210","0","0","0","0","0","0","0","0","0","0","0","0","5"
"310","310","2","1","91","420","0","0","0","0","0","0","0","0","0","0","0","0","5"
"311","311","3","1","91","630","0","0","0","0","0","0","0","0","0","0","0","0","5"
"312","312","4","1","91","840","0","0","0","0","0","0","0","0","0","0","0","0","5"
"313","313","5","1","91","1050","0","0","0","0","0","0","0","0","0","0","0","0","5"
"314","314","6","1","91","1260","0","0","0","0","0","0","0","0","0","0","0","0","5"
"315","315","7","1","91","1470","0","0","0","0","0","0","0","0","0","0","0","0","5"
"316","316","1","1","93","210","0","0","0","0","0","0","0","0","0","0","0","0","5"
"317","317","2","1","93","420","0","0","0","0","0","0","0","0","0","0","0","0","5"
"318","318","3","1","93","630","0","0","0","0","0","0","0","0","0","0","0","0","5"
"319","319","4","1","93","840","0","0","0","0","0","0","0","0","0","0","0","0","5"
"320","320","5","1","93","1050","0","0","0","0","0","0","0","0","0","0","0","0","5"
"321","321","6","1","93","1260","0","0","0","0","0","0","0","0","0","0","0","0","5"
"322","322","7","1","93","1470","0","0","0","0","0","0","0","0","0","0","0","0","5"
"323","323","1","1","84","150","0","0","0","0","0","0","0","0","0","0","0","0","5"
"324","324","2","1","84","300","0","0","0","0","0","0","0","0","0","0","0","0","5"
"325","325","3","1","84","450","0","0","0","0","0","0","0","0","0","0","0","0","5"
"326","326","4","1","84","600","0","0","0","0","0","0","0","0","0","0","0","0","5"
"327","327","5","1","84","750","0","0","0","0","0","0","0","0","0","0","0","0","5"
"328","328","6","1","84","900","0","0","0","0","0","0","0","0","0","0","0","0","5"
"329","329","7","1","84","1050","0","0","0","0","0","0","0","0","0","0","0","0","5"
"330","330","1","1","88","150","0","0","0","0","0","0","0","0","0","0","0","0","5"
"331","331","2","1","88","300","0","0","0","0","0","0","0","0","0","0","0","0","5"
"332","332","3","1","88","450","0","0","0","0","0","0","0","0","0","0","0","0","5"
"333","333","4","1","88","600","0","0","0","0","0","0","0","0","0","0","0","0","5"
"334","334","5","1","88","750","0","0","0","0","0","0","0","0","0","0","0","0","5"
"335","335","6","1","88","900","0","0","0","0","0","0","0","0","0","0","0","0","5"
"336","336","7","1","88","1050","0","0","0","0","0","0","0","0","0","0","0","0","5"
"337","337","1","1","89","150","0","0","0","0","0","0","0","0","0","0","0","0","5"
"338","338","2","1","89","300","0","0","0","0","0","0","0","0","0","0","0","0","5"
"339","339","3","1","89","450","0","0","0","0","0","0","0","0","0","0","0","0","5"
"340","340","4","1","89","600","0","0","0","0","0","0","0","0","0","0","0","0","5"
"341","341","5","1","89","750","0","0","0","0","0","0","0","0","0","0","0","0","5"
