"Name","QuestId","QuestLevel","QuestTitle","StepNo","QuestMission","StartScript","EndScript","CountSmallTalk","MissionType","MissionTarget","Parameter1","Parameter2","ParameterClass","CountIndication","QuestTrackerType","MissionStageId","ViaCoordinate","MissionCoordinate","PhaseExitCoordinate","SoundId","SoundRange","EffectId","IconId","ContentOpenPage","StringMESSAGE","AutoBattleType","PcTargetSearchDist","CoordinateRange","QuestTitleSID","QuestMissionSID","RewardExp","RewardGOLD","RewardCostId","RewardCostCount","RewardItem01Id","RewardItem01Count","RewardItem02Id","RewardItem02Count","TutorialGroupId"
"11","110000700","156","허락되지 않은 땅","9","마물 몰아내기","NPCSHOW 10005 (-36727,-3601,1271,-158)","SMALLTALK 110000300","","8200","4","40","0","(0,0,0,0,0)","1","0","110001010","","(X=-31551.000000,Y=9358.000000,Z=990.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","1","0","8000","1101001","2101011","302710","68721","0","0","(901200304,901200304,901200304,901200304,901200304,901200304)","18","(701200103,701200103,701200103,701200103,701200103,701200103)","20","0"
"12","110000800","156","허락되지 않은 땅","10","이상한 기운 확인하기","0","HUDHIDE/CAMERASET -148 -11 1300 0/CAMERAFOCUS (-26143,1689,3311) (-18,-152,0) 0 2 (-34904,-2775,1867) (-18,-152,0) 2 1/DELAY 3/SMALLTALK 110000400/HUDSHOW","","100","0","1","200","(0,0,0,0,0)","0","0","110001010","","(X=-28125.000000,Y=117.000000,Z=1046.000000)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","1101001","2101012","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"13","110000850","156","허락되지 않은 땅","11","가온을 둘러싼 마물 처치","0","0","","8200","5","50","0","(0,0,0,0,0)","1","0","110001010","","(X=-31625.000000,Y=-2812.000000,Z=1148.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","1","0","8000","1101001","2101013","302710","68721","0","0","(701200403,701200403,701200403,701200403,701200403,701200403)","10","(517200410,517200410,517200410,517200410,517200410,517200410)","1","0"
"14","110000900","156","허락되지 않은 땅","12","가온에게 다가가기","0","SEQUENCE 10002001/CUTSCENEDELAY/CINEMATIC 110000400/CAMERASET 20 -20 1200 0/CUTSCENEDELAY/NPCRUN 10005 (-19638,-4656,-363,-25) 3/DELAY 2","","100","0","1","200","(0,0,0,0,0)","0","0","110001010","","(X=-35972.000000,Y=-3290.000000,Z=1160.000000)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","1101001","2101014","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"15","110001000","156","허락되지 않은 땅","13","사부님 찾기","0","DELAY 1/SMALLTALK 110000500/DELAY 4/NPCRUN 10005 (-11930,-3925,-371,104) 3","","100","0","1","200","(0,0,0,0,0)","0","0","110001010","","(X=-19832.000000,Y=-4734.000000,Z=-453.000000)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","1101001","2101015","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"16","110001100","156","허락되지 않은 땅","14","빙마 처치","0","0","","8200","8","50","0","(0,0,0,0,0)","1","0","110001010","","(X=-22379.000000,Y=-12089.000000,Z=-320.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","1","0","8000","1101001","2101016","302710","68721","0","0","(508200002,508200002,508200002,508200002,508200002,508200002)","1","(517200412,517200412,517200412,517200412,517200412,517200412)","1","0"
"17","110001150","156","허락되지 않은 땅","15","일행 찾기","0","0","","100","0","1","200","(0,0,0,0,0)","0","0","110001010","","(X=-12295,Y=-4079,Z=-313)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","1101001","2101017","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"18","110001200","156","허락되지 않은 땅","16","사부님과 대화","NPCSHOW 10003 (-12025,-3453,-350,-69)/NPCSHOW 10004 (-11799,-3682,-349,149)/NPCSHOW 10005 (-11930,-3925,-371,104)","CINEMATIC 110000500/NPCHIDE 10004/NPCHIDE 10005/CUTSCENEDELAY/MOVIE 17/CUTSCENEDELAY","","12","10003","1","0","(0,0,0,0,0)","0","0","110001010","","(X=-12037.000000,Y=-3695.000000,Z=-439.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1101001","2101018","216220","39136","0","0","(701200203,701200203,701200203,701200203,701200203,701200203)","20","(0,0,0,0,0,0)","0","0"
"19","110001300","156","허락되지 않은 땅","17","주변 정찰하기","0","SMALLTALK 110000550","","100","0","1","200","(0,0,0,0,0)","0","0","110001010","","(X=-10062.000000,Y=-3257.000000,Z=-547.000000)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","1101001","2101019","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"20","110001400","156","허락되지 않은 땅","18","빙마 처치","0","SMALLTALK 110000600","","8200","10","50","0","(0,0,0,0,0)","1","0","110001010","","(X=-5667.000000,Y=1463.000000,Z=-546.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","1","0","12000","1101001","2101020","302710","68721","0","0","(604200104,604200104,604200104,604200104,604200104,604200104)","20","(508200003,508200003,508200003,508200003,508200003,508200003)","1","0"
"21","110001500","156","허락되지 않은 땅","19","사부님께 돌아가기","NPCSHOW 10003 (-12025,-3453,-350,-69)/NPCSHOW 10004 (-11799,-3682,-349,149)","CINEMATIC 110000600/CUTSCENEDELAY","","12","10003","1","0","(0,0,0,0,0)","0","0","110001010","","(X=-12037.000000,Y=-3695.000000,Z=-439.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1101001","2101021","216220","39136","0","0","(901200304,901200304,901200304,901200304,901200304,901200304)","18","(902200302,902200302,902200302,902200302,902200302,902200302)","18","0"
"22","110001600","157","산야족의 비밀","1","가온 추적하기","0","SMALLTALK 110000700","","100","0","1","200","(0,0,0,0,0)","0","0","110001010","","(X=-7410.000000,Y=7415.000000,Z=-540.000000)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","1101002","2101022","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"23","110001700","157","산야족의 비밀","2","목소리 확인하기","0","0","","100","0","1","200","(0,0,0,0,0)","0","0","110001010","","(X=-6190.000000,Y=9880.000000,Z=200.000000)","(X=-6560.000000,Y=7880.000000,Z=-540.000000)","0","0","1020008","0","0","0","0","0","0","1101002","2101023","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"24","0","157","산야족의 비밀","3","낯선 여인 도와주기","0","SMALLTALK 110000900","","84","110010","1","0","(0,0,0,0,0)","0","0.1","110001010","","(X=-6190.000000,Y=9880.000000,Z=200.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1101002","2101024","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"25","110001800","157","산야족의 비밀","4","사부님께 돌아가기","NPCSHOW 10003 (-12025,-3453,-350,-69)/NPCSHOW 10004 (-11799,-3682,-349,149)","CINEMATIC 110000800/CUTSCENEDELAY/MOVIE 18/CUTSCENEDELAY/NPCRUN 10003 (-2120,-4940,-441,150) 2/NPCRUN 10004 (-2081,-4712,-441,-169) 2","","12","10003","1","0","(0,0,0,0,0)","0","0","110001010","","(X=-12037.000000,Y=-3695.000000,Z=-439.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1101002","2101025","217610","39137","12","4500","(701200203,701200203,701200203,701200203,701200203,701200203)","20","(517200410,517200410,517200410,517200410,517200410,517200410)","1","0"
"26","110002000","157","산야족의 비밀","5","구룡빙궁으로 이동","0","CINEMATIC 110000900/CUTSCENEDELAY/NPCRUN 10003 (29352,-1366,949,-12) 2 10/NPCRUN 10004 (28964,-1597,949,16) 2 10/DELAY 3/SMALLTALK 110001000/","","100","0","1","200","(0,0,0,0,0)","0","0.1","110001010","","(X=-2412.000000,Y=-4759.000000,Z=-545.000000)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","1101002","2101026","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"27","110002100","157","산야족의 비밀","6","주변 마물 탐색","0","0","","100","0","1","200","(0,0,0,0,0)","0","0","110001010","","(X=-8406.000000,Y=-7298.000000,Z=85.000000)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","1101002","2101027","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"28","110002200","157","산야족의 비밀","7","철혈 빙마 처치","0","0","","8200","9","50","0","(0,0,0,0,0)","1","0","110001010","","(X=-8507.000000,Y=-11271.000000,Z=108.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","1","0","8000","1101002","2101028","304660","68724","0","0","(604200104,604200104,604200104,604200104,604200104,604200104)","20","(701200403,701200403,701200403,701200403,701200403,701200403)","10","0"
"29","110002300","157","산야족의 비밀","8","주변 마물 탐색","0","0","","100","0","1","200","(0,0,0,0,0)","0","0","110001010","","(X=-3207.830078,Y=-21510.693359,Z=1536.000000)","(X=-5993.000000,Y=-18823.000000,Z=979.000000)","0","0","1020008","0","0","0","0","0","0","1101002","2101029","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"30","0","157","산야족의 비밀","9","설괴 처치","0","0","","84","110020","1","0","(0,0,0,0,0)","0","0.1","110001010","","(X=-3207.830078,Y=-21510.693359,Z=1536.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1101002","2101030","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"31","110002400","157","산야족의 비밀","10","사부님께 돌아가기","NPCSHOW 10001 (-3719,-22389,1632,70)/NPCSHOW 10002 (-3515,-22557,1632,90)/NPCSHOW 10003 (-2120,-4940,-441,150)/NPCSHOW 10004 (-2081,-4712,-441,-169)","CINEMATIC 110001100/CUTSCENEDELAY/MOVIE 19/CUTSCENEDELAY/NPCRUN 10003 (29352,-1366,949,-12) 2 10/NPCRUN 10004 (28964,-1597,949,16) 2 10","","12","10003","1","0","(0,0,0,0,0)","0","0","110001010","","(X=-2263.000000,Y=-4850.000000,Z=-545.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1101002","2101031","217610","39137","12","4500","(605200104,605200104,605200104,605200104,605200104,605200104)","20","(701200103,701200103,701200103,701200103,701200103,701200103)","20","0"
"32","110002500","157","산야족의 비밀","11","사야에게 돌아가기","NPCSHOW 10001 (-3719,-22389,1632,70)/NPCSHOW 10002 (-3515,-22557,1632,90)","CINEMATIC 110001200/CUTSCENEDELAY/SMALLTALK 110001300","","12","10002","1","0","(0,0,0,0,0)","0","0","110001010","","(X=-3524.000000,Y=-22330.000000,Z=1541.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1101002","2101032","217610","39137","0","0","(604200104,604200104,604200104,604200104,604200104,604200104)","20","(0,0,0,0,0,0)","0","0"
"33","110002510","157","산야족의 비밀","12","얼음골렘 차오로 찾기","AUTOFLIGHT 1100010101","SMALLTALK 110001310","","100","0","1","200","(0,0,0,0,0)","0","0","110001010","((X=-15810.000000,Y=-11960.000000,Z=110.000000))","(X=-15797,Y=-19273,Z=-180)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","1101002","2101033","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"34","110002520","157","산야족의 비밀","12","얼음골렘 차오로 찾기","0","SMALLTALK 110001320","","8200","13","30","0","(0,0,0,0,0)","1","0","110001010","","(X=-13835.000000,Y=-24030.000000,Z=-305.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","1","0","15000","1101002","2101034","304660","68724","0","0","(605200104,605200104,605200104,605200104,605200104,605200104)","20","(501200050,501200050,501200050,501200050,501200050,501200050)","1","0"
"35","110002600","157","산야족의 비밀","13","다른 지역 살펴보기","0","SMALLTALK 110001400","","100","0","1","200","(0,0,0,0,0)","0","0","110001010","","(X=-24149.000000,Y=-27480.000000,Z=-315.000000)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","1101002","2101035","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"36","110002700","157","산야족의 비밀","14","차오로 처치","0","STRINGMESSAGE 10057 4/DELAY 3/SMALLTALK 110001500","","8052","210011024","1","0","(0,0,0,0,0)","1","0","110001010","","(X=-28015.000000,Y=-26700.000000,Z=-315.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","1","0","15000","1101002","2101036","304660","68724","11","3000","(604200104,604200104,604200104,604200104,604200104,604200104)","20","(508200003,508200003,508200003,508200003,508200003,508200003)","1","0"
"37","110002750","157","산야족의 비밀","15","사야에게 돌아가기","AUTOFLIGHT 1100010102","0","","100","0","1","200","(0,0,0,0,0)","0","0","110001010","((X=-16980.000000,Y=-12180.000000,Z=-230.000000))","(X=-15360.000000,Y=-11870.000000,Z=110.000000)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","1101002","2101037","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"38","110002800","157","산야족의 비밀","15","사야에게 돌아가기","NPCSHOW 10001 (-3719,-22389,1632,70)/NPCSHOW 10002 (-3515,-22557,1632,90)","CINEMATIC 110001300/CUTSCENEDELAY/SMALLTALK 110001600","","12","10002","1","0","(0,0,0,0,0)","0","0.1","110001010","","(X=-3524.000000,Y=-22330.000000,Z=1541.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1101002","2101037","217610","39137","0","0","(605200104,605200104,605200104,605200104,605200104,605200104)","20","(0,0,0,0,0,0)","0","0"
"39","110002900","157","초계 추적","1","구룡빙궁으로 이동","0","NPCHIDE 10001/NPCHIDE 10002/FADE 1 0 3/HUDHIDE/CAMERAFOCUS (1472,-2640,119) (0,2,0) 1 4 (10568,-2290,1421) (0,2,0) 3 1/DELAY 1/SMALLTALK 110001610","","100","0","1","1000","(0,0,0,0,0)","0","0","110001010","","(X=2470.000000,Y=-2900.000000,Z=-180.000000)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","1101003","2101038","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"40","110002910","157","초계 추적","2","빙궁 앞 설괴 처치","HUDSHOW","0","","8200","7","50","0","(0,0,0,0,0)","1","0","110001010","","(X=6710.000000,Y=-2520.000000,Z=-170.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","1","0","8000","1101003","2101039","304660","68724","0","0","(901200104,901200104,901200104,901200104,901200104,901200104)","18","(902200203,902200203,902200203,902200203,902200203,902200203)","18","0"
"41","110002920","157","초계 추적","3","구룡빙궁으로 이동","0","SMALLTALK 110001620","","100","0","1","200","(0,0,0,0,0)","0","0","110001010","","(X=12300.000000,Y=-1820.000000,Z=500.000000)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","1101003","2101040","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"42","110002930","157","초계 추적","3","구룡빙궁으로 이동","0","SMALLTALK 110001630","","100","0","1","200","(0,0,0,0,0)","0","0.1","110001010","","(X=18920.000000,Y=-1690.000000,Z=870.000000)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","1101003","2101041","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"43","110002940","157","초계 추적","4","빙궁 앞 백호족 처치","0","0","","8200","20","30","0","(0,0,0,0,0)","1","0","110001010","","(X=22630.000000,Y=-1660.000000,Z=900.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","1","0","8000","1101003","2101042","304660","68724","0","0","(508200002,508200002,508200002,508200002,508200002,508200002)","1","(517200410,517200410,517200410,517200410,517200410,517200410)","1","0"
"44","110002950","157","초계 추적","5","구룡빙궁으로 이동","0","FADE 1 0 3/HUDHIDE/CAMERAFOCUS (-19277,-13906,953) (-19,1,0) 0 4 (-16677,-13906,953) (-19,1,0) 2 2  /DELAY 2/SMALLTALK 110001700/HUDSHOW","","100","0","1","1000","(0,0,0,0,0)","0","0","110001020","","(X=-21570.000000,Y=-13110.000000,Z=750.000000)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","1101003","2101043","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"45","110003100","159","초계 추적","6","백호족 무리 처치","NPCSHOW 10038 (26816,6091,99,0)","0","","8200","2","50","0","(0,0,0,0,0)","1","0","110001020","","(X=-14910.000000,Y=-13935.000000,Z=0.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","1","0","12000","1101003","2101044","308600","68728","0","0","(701200203,701200203,701200203,701200203,701200203,701200203)","20","(517200412,517200412,517200412,517200412,517200412,517200412)","1","0"
"46","110003200","159","초계 추적","7","사부님 찾기","NPCSHOW 10004 (-2330,-24765,95,-160)","0","","100","0","1","200","(0,0,0,0,0)","0","0","110001020","","(X=-10742.000000,Y=-24572.000000,Z=0.000000)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","1101003","2101045","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"47","110003250","159","초계 추적","8","설표족 무리 처치","0","0","","8200","3","30","0","(0,0,0,0,0)","1","0","110001020","","(X=-6495.000000,Y=-26265.000000,Z=0.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","1","0","12000","1101003","2101046","308600","68728","0","0","(605200104,605200104,605200104,605200104,605200104,605200104)","20","(701200303,701200303,701200303,701200303,701200303,701200303)","10","0"
"48","110003300","159","초계 추적","9","손덕과 대화","0","CINEMATIC 110001400/CUTSCENEDELAY/SMALLTALK 110001800/NPCRUN 10004 (8650,-25240,95,0) 2 8","","11","10004","1","0","(0,0,0,0,0)","0","0","110001020","","(X=-2330.000000,Y=-24765.000000,Z=95.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1101003","2101047","220430","39140","0","0","(604200104,604200104,604200104,604200104,604200104,604200104)","20","(901200204,901200204,901200204,901200204,901200204,901200204)","18","0"
"49","110003400","159","초계 추적","10","구혈 설표병 처치","0","0","","8200","4","50","0","(0,0,0,0,0)","1","0","110001020","","(X=2401.000000,Y=-24550.000000,Z=107.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","1","0","8000","1101003","2101048","308600","68728","12","4500","(508200003,508200003,508200003,508200003,508200003,508200003)","1","(501200050,501200050,501200050,501200050,501200050,501200050)","1","0"
"50","110003450","159","초계 추적","11","사부님 찾기","0","SMALLTALK 110001850","","100","0","1","200","(0,0,0,0,0)","0","0","110001020","","(X=9054.000000,Y=-25225.000000,Z=0.000000)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","1101003","2101049","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"51","110003500","159","초계 추적","12","초계의 부하 처치","0","0","","8200","5","50","0","(0,0,0,0,0)","1","0","110001020","","(X=16285.000000,Y=-24425.000000,Z=0.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","1","0","15000","1101003","2101050","308600","68728","0","0","(604200104,604200104,604200104,604200104,604200104,604200104)","20","(901200204,901200204,901200204,901200204,901200204,901200204)","18","0"
"52","110003550","159","초계 추적","13","사부님 찾기","NPCSHOW 10003 (19370,-6590,-635,0)","HUDHIDE/FADE 1 0 3/CAMERASET 100 -10 850 0/CAMERAFOCUS (20543,-11616,-377) (-6,104,0) 0 3 (19714,-8387,-404) (-6,104,0) 2 1/HUDSHOW","","100","0","1","200","(0,0,0,0,0)","0","0","110001020","","(X=20138.000000,Y=-11180.000000,Z=-730.000000)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","1101003","2101051","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"53","110003600","159","초계 추적","14","사부님과 대화","0","CINEMATIC 110001500/NPCHIDE 10003/CUTSCENEDELAY/SEQUENCE 10000500/CUTSCENEDELAY","","12","10003","1","0","(0,0,0,0,0)","0","0","110001020","","(X=19525.000000,Y=-6590.000000,Z=-730.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1101003","2101052","220430","39140","11","3000","(901200104,901200104,901200104,901200104,901200104,901200104)","18","(517200410,517200410,517200410,517200410,517200410,517200410)","1","0"
