"Name","QuestId","QuestLevel","StepNo","StartScript","EndScript","CountSmallTalk","MissionType","MissionTarget","Parameter1","Parameter2","ParameterClass","CountIndication","QuestTrackerType","MissionStageId","ViaCoordinate","MissionCoordinate","PhaseExitCoordinate","SoundId","SoundRange","EffectId","IconId","ContentOpenPage","StringMESSAGE","AutoBattleType","PcTargetSearchDist","CoordinateRange","QuestTitleSID","QuestMissionSID","RewardExp","RewardGOLD","RewardCostId","RewardCostCount","RewardItem01Id","RewardItem01Count","RewardItem02Id","RewardItem02Count","TutorialGroupId"
"14","0","60","16","NPCHIDE 1002/NPCHIDE 1027","0","","84","10902","1","0","(0,0,0,0,0)","0","0.1","104004040","","(X=9850.000000,Y=-5580.000000,Z=1418.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1041007","2042010","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"15","0","60","17","SEQUENCE 1040101/CUTSCENEDELAY/NPCHIDE 1020/NPCHIDE 2010/NPCSHOW 1002 (9559,-5797,1420,122)/NPCSHOW 1020 (9683,-5556,1430,-117)/NPCSHOW 1027 (9572,-5506,1420,-91)/NPCSHOW 2010 (10140,-5643,1430,170)","CINEMATIC 104201000/CUTSCENEDELAY/FADE 2 0 1/PCWARP (9457,-5652,1417,-55)/NPCHIDE 1020/NPCHIDE 1027","","100","0","1","10000","(0,0,0,0,0)","0","0.1","104004040","","(X=9850.000000,Y=-5580.000000,Z=1418.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1041007","2001005","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"16","104201000","60","18","SMALLTALK 104201000/NPCSHOW 1020 (6993,3470,2092,14)/NPCSHOW 1027 (7231,3551,2126,-142)","DELAY 0.5/CINEMATIC 104201100/CUTSCENEDELAY/FADE 2 0 1/PCWARP (7104,3391,2093,55)/NPCHIDE 1020/NPCSHOW 1020 (7127,3682,2134,-121)","","100","0","1","200","(0,0,0,0,0)","0","0","104004040","","(X=5930.520020,Y=2571.223633,Z=2069.723389)","(X=0,Y=0,Z=0)","0","0","1020008","1","0","0","0","0","0","1041007","2042011","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"17","104201700","60","19","NPCSHOW 2031 (-2247,1994,375,-154)/NPCHIDE 1020/NPCHIDE 1027/NPCHIDE 40177/NPCHIDE 401771","HUDHIDE/CAMERAFOCUS (-2753,1746,424) (-6,26,0) 2 2/SMALLTALK 104201700/DELAY 4/HUDSHOW","","100","0","1","200","(0,0,0,0,0)","0","0","104004050","","(X=-6010.000000,Y=1610.000000,Z=393.000000)","(X=0,Y=0,Z=0)","0","0","1020008","1","0","0","0","0","0","1041007","2042012","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"18","104201800","60","20","0","CINEMATIC 104201700/CUTSCENEDELAY/NPCHIDE 1002/NPCHIDE 1020/NPCHIDE 1027/NPCHIDE 2010","","11","2031","1","0","(0,0,0,0,0)","0","0","104004050","","(X=-2247.000000,Y=1994.000000,Z=370.000000)","(X=-6010.000000,Y=1610.000000,Z=393.000000)","0","0","0","0","0","0","0","0","0","1041007","2001003","21910","2168","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"19","0","60","21","STRINGMESSAGE 10006 7","SMALLTALK 104201850/NPCHIDE 2031","","84","109031","1","0","(0,0,0,0,0)","0","0.1","104004050","","(X=-2247.000000,Y=1994.000000,Z=370.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1041007","2042013","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"20","104201850","60","22","0","0","","100","0","1","200","(0,0,0,0,0)","0","0","104004050","","(X=11734.000000,Y=2425.000000,Z=393.000000)","(X=7820.000000,Y=2460.000000,Z=398.000000)","0","0","1020008","1","0","0","0","0","0","1041007","2042014","21910","2168","0","0","(508200002,508200002,508200002,508200002,508200002,508200002)","1","(0,0,0,0,0,0)","0","0"
"21","0","60","23","0","0","","84","10903","1","0","(0,0,0,0,0)","0","0.1","104004050","","(X=11734.000000,Y=2425.000000,Z=393.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1041007","2042013","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"22","104202000","61","1","NPCSHOW 1002 (-766,-8448,200,55)/NPCSHOW 1003 (-856,-8317,200,23)/NPCSHOW 1020 (-393,-8519,190,100)/NPCSHOW 2010 (-742,-8643,200,53)","CINEMATIC 104202000/CUTSCENEDELAY/NPCHIDE 1003/NPCRUN 1002 (7098,-8720,222,-9) 3 5","","100","0","1","200","(0,0,0,0,0)","0","0.1","105001020","","(X=-587.945557,Y=-8249.183594,Z=189.488129)","(X=0,Y=0,Z=0)","0","0","1020008","1","0","0","0","0","0","1042001","2031106","22240","2362","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"23","104202300","61","2","NPCSHOW 50378 (-4309,243,1196,-179)/NPCSHOW 50379 (-4264,722,1196,-179)/MONSTERSHOW 109002019 0 3 (-6955,242,427,24)","0","","100","0","1","200","(0,0,0,0,0)","0","0","105001010","","(X=-6995.808594,Y=516.539307,Z=535.496948)","(X=-10561.808594,Y=2730.539307,Z=573.496948)","0","0","1020008","1","0","0","0","0","0","1042001","2042016","31130","4322","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"24","0","61","3","NPCHIDE 50378/NPCHIDE 50379","MONSTERHIDE 109002019 3","","84","10904","1","0","(0,0,0,0,0)","0","0.1","105001010","","(X=-6995.808594,Y=516.539307,Z=535.496948)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1042001","2042017","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"25","0","61","4","NPCSHOW 1002 (-7703,767,509,-33)","CINEMATIC 104202350/CUTSCENEDELAY/CAMERASET 143 -12 700 0.1/FADE 1 0 1/PCWARP (-7559,669,512,146)/DELAY 0.5/NPCRUN 1002 (-11893,5078,590,90) 2 8","","100","0","1","10000","(0,0,0,0,0)","0","0.1","105001010","","(X=-11136.864258,Y=3131.808594,Z=616.335388)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1042001","2001005","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"26","104202400","61","5","0","SEQUENCE 1040201/CUTSCENEDELAY/NPCHIDE 1002","","100","0","1","1000","(0,0,0,0,0)","0","1","105001020","","(X=29149.207031,Y=-9642.885742,Z=543.109741)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1042001","2042018","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"27","104202450","61","6","NPCSHOW 1002 (-766,-8448,200,55)/NPCSHOW 1020 (-284,-8669,200,100)/NPCSHOW 20104 (-452,-8714,200,54)","0","","100","0","1","200","(0,0,0,0,0)","0","0","105001020","","(X=-320.974945,Y=-8559.916992,Z=188.563721)","(X=0,Y=0,Z=0)","0","0","1020008","1","0","0","0","0","0","1042001","2012027","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"28","104202500","61","7","0","CINEMATIC 104202500/CUTSCENEDELAY/NPCSHOW 1003 (-856,-8317,200,23)/NPCHIDE 1020","","11","1020","1","0","(0,0,0,0,0)","0","0","105001020","","(X=-283.000000,Y=-8669.000000,Z=200.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1042001","2031094","22240","2362","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"29","104202600","61","8","NPCSHOW 1020 (4072,-6620,190,-55)","CINEMATIC 104202600/CUTSCENEDELAY/FADE 2 0 1/PCWARP (4052,-6805,189,-5)/NPCSHOW 1026 (4223,-6810,190,161)/NPCRUN 1026 (8459,-8520,169,10) 3 5/DELAY 0.5/NPCRUN 1020 (8459,-8520,169,10) 3 5/DELAY 0.5/CAMERASET -11 -14 671 0.5","","100","0","1","200","(0,0,0,0,0)","0","0","105001020","","(X=3097.002930,Y=-6681.039063,Z=186.022842)","(X=0,Y=0,Z=0)","0","0","1020008","1","0","0","0","0","0","1042001","2031102","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"30","104202700","64","9","NPCHIDE 1020/NPCHIDE 1026/NPCSHOW 1020 (-10595,2490,575,19)/NPCSHOW 1026 (-10415,2490,555,119)","0","","100","0","1","1000","(0,0,0,0,0)","0","0","105001010","","(X=-11401.451172,Y=3908.508789,Z=754.376648)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1042001","2042023","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"31","104202800","64","10","0","CINEMATIC 104202800/CUTSCENEDELAY","","11","1026","1","0","(0,0,0,0,0)","0","0","105001010","","(X=-10415.000000,Y=2490.000000,Z=555.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1042001","2042024","23250","2368","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"32","104202900","64","11","NPCSHOW 50372 (-4607,236,1196,-178)/NPCSHOW 50373 (-4607,753,1198,-177)","SMALLTALK 104202900/STRINGMESSAGE 10012 7","","8200","1","5","20000","(0,0,0,0,0)","1","0","105001010","","(X=-8694.000000,Y=1684.000000,Z=421.000000)","(X=0,Y=0,Z=0)","100110","10000","0","0","0","0","0","0","1500","1042001","2042025","32550","4328","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"33","104203000","64","12","NPCRUN 1020 (-6905,210,508,20) 3/NPCRUN 1026 (-6765,390,508,0) 3","CINEMATIC 104203000/CUTSCENEDELAY","","100","0","1","200","(0,0,0,0,0)","0","0","105001010","","(X=-6830.000000,Y=555.000000,Z=503.000000)","(X=0,Y=0,Z=0)","0","0","1020008","1","0","0","0","0","0","1042001","2042026","0","0","0","0","(901200103,901200103,901200103,901200103,901200103,901200103)","4","(0,0,0,0,0,0)","0","0"
"34","104203050","64","13","NPCRUN 1020 (-1433,-6266,2206,155) 2/DELAY 1/NPCRUN 1026 (-1546,-6437,2197,124) 2","0","","100","0","1","200","(0,0,0,0,0)","0","0","105001010","","(X=-1630.914307,Y=-6312.895508,Z=2209.088867)","(X=0,Y=0,Z=0)","0","0","1020008","1","0","0","0","0","0","1042001","2042027","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"35","104203100","64","14","NPCSHOW 1020 (-1433,-6266,2206,155)/NPCSHOW 1026 (-1546,-6437,2197,124)","CINEMATIC 104203100/CUTSCENEDELAY/NPCHIDE 1020","","12","1026","1","0","(0,0,0,0,0)","0","0","105001010","","(X=-1630.914307,Y=-6312.895508,Z=2209.088867)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1042001","2042024","23250","2368","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"36","104203700","64","15","SMALLTALK 104203200/NPCSHOW 1010 (1374,-7360,3846,100)","CAMERAFOCUS (1306,-6677,4060) (-11,-83,0) 2 1/SMALLTALK 104203300","","100","0","1","200","(0,0,0,0,0)","0","0","105001010","","(X=2366.444336,Y=-5586.288086,Z=3852.454102)","(X=0,Y=0,Z=0)","0","0","1020008","1","0","0","0","0","0","1042001","2042028","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"37","104203750","64","16","0","CINEMATIC 104203700/CUTSCENEDELAY","","12","1010","1","0","(0,0,0,0,0)","0","3","105001010","","(X=1344.065430,Y=-7204.029785,Z=3833.052002)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1042001","2041059","23250","2368","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"38","104203800","64","17","SMALLTALK 104203800/NPCRUN 1010 (2065,-2635,2758,-109) 2/NPCHIDE 1020/NPCHIDE 1026/NPCHIDE 30061/NPCHIDE 50372/NPCHIDE 50373","0","","100","0","1","200","(0,0,0,0,0)","0","1","105001010","","(X=2022.021240,Y=-2772.800293,Z=2770.661133)","(X=0,Y=0,Z=0)","0","0","1020008","1","0","0","0","0","0","1042001","2042030","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"39","104203900","64","18","0","CINEMATIC 104203900/CUTSCENEDELAY","","12","1010","1","0","(0,0,0,0,0)","0","0","105001010","","(X=2022.021240,Y=-2772.800293,Z=2770.661133)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1042001","2041059","23250","2368","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"40","104204000","64","19","0","STRINGMESSAGE 10008 7","","9100","109002013","1","100000","(0,0,0,0,0)","0","0","105001010","","(X=-991.595459,Y=-1577.501587,Z=2786.041504)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1042001","2042031","27900","2928","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"41","104204100","64","20","NPCHIDE 1010/NPCSHOW 1010 (2065,-2635,2750,165)","CINEMATIC 104204100/CUTSCENEDELAY/NPCSHOW 1002 (4272,5165,2750,-107)/NPCSHOW 1003 (3916,5006,2755,-18)/NPCSHOW 1020 (3923,4847,2750,33)/NPCSHOW 1026 (4360,5040,2750,-154)/NPCSHOW 2009 (4024,5205,2810,-169)","","11","1010","1","0","(0,0,0,0,0)","0","0","105001010","","(X=2065.000000,Y=-2635.000000,Z=2750.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1042001","2041059","23250","2368","0","0","(901200203,901200203,901200203,901200203,901200203,901200203)","2","(0,0,0,0,0,0)","0","0"
"42","104204200","64","21","SMALLTALK 104204200","CINEMATIC 104204200/CUTSCENEDELAY/NPCHIDE 1010","","100","0","1","200","(0,0,0,0,0)","0","0","105001010","","(X=4200.199707,Y=5020.710449,Z=2748.488525)","(X=0,Y=0,Z=0)","0","0","1020008","1","0","0","0","0","0","1042001","2042032","23250","2368","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"43","104204300","64","22","SMALLTALK 104204300/NPCRUN 1026 (2163,2664,2760,116) 2/NPCRUN 1020 (2046,2896,2760,-49) 2","CINEMATIC 104204300/CUTSCENEDELAY/NPCHIDE 1020/NPCHIDE 1026/FADE 2 0 1/CAMERASET 94 -37 700 0.1/PCWARP (2260,2820,2758,165)","","100","0","1","200","(0,0,0,0,0)","0","0","105001010","","(X=3045.000000,Y=2095.000000,Z=2752.000000)","(X=0,Y=0,Z=0)","0","0","1020008","1","0","0","0","0","0","1042001","2042027","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"44","104204400","64","23","SMALLTALK 104204400/NPCHIDE 1026","CINEMATIC 104204400/CUTSCENEDELAY/NPCSHOW 30072 (1287,2451,2774,-157)","","11","1002","1","0","(0,0,0,0,0)","0","0","105001010","","(X=4200.199707,Y=5020.710449,Z=2748.488525)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1042001","2001005","23250","2368","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"45","104204650","64","24","0","HUDHIDE/SMALLTALK 104204650/CAMERAFOCUS (1584,2031,2814) (0,129,0) 2 1/DELAY 3/HUDSHOW","","100","0","1","200","(0,0,0,0,0)","0","0","105001010","","(X=3009.727783,Y=2092.992920,Z=2750.151611)","(X=0,Y=0,Z=0)","0","0","1020008","1","0","0","0","0","0","1042001","2042033","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"46","104204700","64","25","0","CINEMATIC 104204700/CUTSCENEDELAY/NPCHIDE 30072/NPCSHOW 30072 (1287,2451,2774,-53)/HUDHIDE/CAMERAFOCUS (220,2866,5228) (-17,-157,0) 3 2/SMALLTALK 104204655/DELAY 5/HUDSHOW","","12","30072","1","0","(0,0,0,0,0)","0","0","105001010","","(X=1378.319092,Y=2336.263428,Z=2768.315186)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1042001","2042034","23250","2368","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"47","104204800","64","26","AUTOFLIGHT 1050010110","0","","9100","109002004","1","0","(0,0,0,0,0)","0","0","105001010","((X=1422.000000,Y=2262.000000,Z=2680.000000))","(X=-991.573792,Y=2480.842285,Z=4929.435059)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1042001","2042035","27900","2928","0","0","(901200303,901200303,901200303,901200303,901200303,901200303)","1","(0,0,0,0,0,0)","0","0"
"48","104204820","64","27","AUTOFLIGHT 1050010111","CINEMATIC 104204900/CUTSCENEDELAY/SMALLTALK 104204850","","12","30072","1","0","(0,0,0,0,0)","0","0","105001010","((X=-772.647217,Y=2401.190674,Z=4796.958008))","(X=1378.319092,Y=2336.263428,Z=2768.315186)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1042001","2042036","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"49","104204830","64","28","NPCSHOW 1026 (-735,4410,1546,107)/NPCSHOW 5112 (-1055,4788,1552,-10)/NPCSHOW 51121 (-808,4917,1552,-51)/NPCSHOW 37011 (-1036,4597,1552,18)","HUDHIDE/SMALLTALK 104204855/CAMERASET 170 -27 739 1/CAMERAFOCUS (-299,4657,1708) (-4,-179,0) 2 1/NPCSHOW 1026 (-735,4410,1546,107)/NPCSHOW 5112 (-1055,4788,1552,-10)/NPCSHOW 51121 (-808,4917,1552,-51)/NPCSHOW 37011 (-1036,4597,1552,18)/DELAY 3/HUDSHOW","","100","0","1","200","(0,0,0,0,0)","0","0","105001010","","(X=1792.052490,Y=4425.664551,Z=2268.225830)","(X=0,Y=0,Z=0)","0","0","1020008","1","0","0","0","0","0","1042001","2042037","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"50","104204850","64","29","NPCSHOW 1026 (-586,4566,1552,147)/NPCSHOW 5112 (-1055,4788,1552,-10)/NPCSHOW 51121 (-808,4917,1552,-51)/NPCSHOW 37011 (-1036,4597,1552,18)","NPCHIDE 1026/NPCSHOW 1026 (-586,4566,1552,22)/CINEMATIC 104204950/CUTSCENEDELAY","","100","0","1","200","(0,0,0,0,0)","0","0","105001010","","(X=8.956230,Y=4607.599121,Z=1655.070313)","(X=1378.319092,Y=2336.263428,Z=2768.315186)","0","0","1020008","1","0","0","0","0","0","1042001","2042038","32550","4328","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"51","0","64","30","NPCHIDE 1026/NPCHIDE 5112/NPCHIDE 51121/NPCHIDE 37011","0","","84","10906","1","0","(0,0,0,0,0)","0","0.1","105001010","","(X=8.956230,Y=4607.599121,Z=1655.070313)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1042001","2042039","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"52","0","64","31","NPCHIDE 1002/NPCHIDE 1003/NPCSHOW 1003 (3916,5006,2755,-63)/NPCSHOW 1026 (4360,5040,2750,-154)/NPCSHOW 2029 (4272,5165,2750,-107)","CINEMATIC 104204850/CUTSCENEDELAY/FADE 2 0 1/CAMERASET 0 -10 800 0.1/PCWARP (-50,4660,1628,50)/NPCSHOW 1026 (50,4780,1640,-141)","","100","0","1","10000","(0,0,0,0,0)","0","0.1","105001010","","(X=-675.000000,Y=1325.000000,Z=4750.000000)","(X=0,Y=0,Z=0)","0","0","0","1","0","0","0","0","0","1042001","2042024","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"53","104205000","64","32","DELAY 1/NPCRUN 1026 (4146,4847,2750,83) 2","CINEMATIC 104205000/CUTSCENEDELAY","","100","0","1","200","(0,0,0,0,0)","0","1.5","105001010","","(X=3961.000000,Y=4871.000000,Z=2755.000000)","(X=0,Y=0,Z=0)","0","0","1020008","1","0","0","0","0","0","1042001","2042032","23250","2368","0","0","(605200102,605200102,605200102,605200102,605200102,605200102)","200","(0,0,0,0,0,0)","0","0"
"54","104205100","64","33","NPCSHOW 1010 (1374,-7360,3840,100)/MONSTERSHOW 109002021 0 2 (904,-6953,3850,84)/MONSTERSHOW 109002030 0 3 (1747,-6780,3850,84)/NPCHIDE 30072","NPCSHOW 1010 (1374,-7360,3840,100)/MONSTERSHOW 109002021 0 2 (904,-6953,3850,84)/MONSTERSHOW 109002030 0 3 (1747,-6780,3850,84)/NPCHIDE 1026","","100","0","1","200","(0,0,0,0,0)","0","0","105001010","","(X=1449.241333,Y=-6070.014160,Z=3843.413574)","(X=3787.000000,Y=3754.000000,Z=2760.000000)","0","0","1020008","1","0","0","0","0","0","1042001","2042040","32550","4328","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
