"Name","QuestId","QuestLevel","QuestTitle","StepNo","QuestMission","StartScript","EndScript","CountSmallTalk","MissionType","MissionTarget","Parameter1","Parameter2","ParameterClass","CountIndication","QuestTrackerType","MissionStageId","ViaCoordinate","MissionCoordinate","PhaseExitCoordinate","SoundId","SoundRange","EffectId","IconId","ContentOpenPage","StringMESSAGE","AutoBattleType","PcTargetSearchDist","CoordinateRange","QuestTitleSID","QuestMissionSID","RewardExp","RewardGOLD","RewardCostId","RewardCostCount","RewardItem01Id","RewardItem01Count","RewardItem02Id","RewardItem02Count","TutorialGroupId"
"20","201100190","170","토비족 해방","10","타락한 토비족 처치","0","0","","8250","3","50","100000","(0,0,0,0,0,0)","1","1","110500020","","(X=11875.092773,Y=1207.619385,Z=11032.800781)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","1","2000","2750","110500104","210500116","366730","67156","0","0","(701200104,701200104,701200104,701200104,701200104,701200104)","5","(901200305,901200305,901200305,901200305,901200305,901200305)","3","0"
"21","201100200","170","토비족 해방","11","일등항해사 불비와 대화","0","CINEMATIC 111000800/CUTSCENEDELAY/SMALLTALK 111012000","","11","2000003","1","0","(0,0,0,0,0,0)","0","0","110500010","","(X=1399.672119,Y=1067.252930,Z=6971.947754)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","110500104","210500108","244480","23157","12","4500","(604200305,604200305,604200305,604200305,604200305,604200305)","2","(0,0,0,0,0,0)","0","0"
"22","201100210","170","정령 구출","1","정령 쉼터로 이동","NPCSHOW 2000007 (-14969,-2278,11380,30)/NPCSHOW 2000008 (-15177,-2238,11363,35)/NPCSHOW 2000012 (-15236,-2551,11366,27)/NPCSHOW 2000017 (-15012,-2514,11353,41)/NPCSHOW 2000018 (-15381,-2334,11360,25)/NPCSHOW 2000022 (-15168,-2393,11380,30)","SMALLTALK 111013000","","100","0","1","200","(0,0,0,0,0,0)","0","0","110500020","","(X=-14835.205078,Y=-2179.891113,Z=11258.811523)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","110500105","210500117","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"23","201100220","170","정령 구출","2","정령을 사로잡은 괴물","NPCSHOW 2000007 (-14969,-2278,11380,30)/NPCSHOW 2000008 (-15177,-2238,11363,35)/NPCSHOW 2000012 (-15236,-2551,11366,27)/NPCSHOW 2000017 (-15012,-2514,11353,41)/NPCSHOW 2000018 (-15381,-2334,11360,25)/NPCSHOW 2000022 (-15168,-2393,11380,30)","NPCHIDE 2000022/SMALLTALK 111013060/DELAY 2/NPCRUN 2000007 (-220,-8134,9164,-74) 2 10/NPCRUN 2000008 (-340,-8029,9164,-69) 2 10/NPCRUN 2000012 (-357,-7776,9155,-76) 2 10/NPCRUN 2000017 (-584,-7997,9164,-63) 2 10/NPCRUN 2000018 (-107,-7811,9155,-78) 2 10","","8052","400003113","1","100000","(0,0,0,0,0,0)","0","0","110500020","","(X=-14835.205078,Y=-2179.891113,Z=11258.811523)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","110500105","210500118","488960","91431","0","0","(501200050,501200050,501200050,501200050,501200050,501200050)","1","(1301201706,1301201706,1301201706,1301201706,1301201706,1301201706)","10","0"
"24","201100230","171","정령 구출","3","일등항해사 불비와 대화","NPCSHOW 2000007 (1377,1476,6962,-80)/NPCSHOW 2000008 (1270,1597,6971,-80)/NPCSHOW 2000012 (1601,1473,7084,-160)","CINEMATIC 111000900/CUTSCENEDELAY","","11","2000003","1","0","(0,0,0,0,0,0)","0","0","110500010","","(X=1399.672119,Y=1067.252930,Z=6971.947754)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","110500105","210500108","246060","25774","0","0","(604200305,604200305,604200305,604200305,604200305,604200305)","2","(0,0,0,0,0,0)","0","0"
"25","201100240","171","차원의 유물","1","6계 차원관리실로 이동","0","0","","100","0","1","200","(0,0,0,0,0,0)","0","0","110500020","","(X=26360.000000,Y=6160.000000,Z=8080.000000)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","110500106","210500119","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"26","201100250","171","차원의 유물","2","대정령의 휘장 수집","0","0","","8250","6","10","20000","(0,0,0,0,0,0)","1","0","110500020","","(X=26398.107422,Y=6066.698730,Z=8130.250000)","(X=0,Y=0,Z=0)","0","0","0","0","0","310500125","0","2000","3250","110500106","210500120","430610","88253","0","0","(1401200862,1401200862,1401200862,1401200862,1401200862,1401200862)","2","(701200404,701200404,701200404,701200404,701200404,701200404)","3","0"
"27","201100260","171","차원의 유물","3","1계 차원관리실로 이동","0","0","","100","0","1","200","(0,0,0,0,0,0)","0","0","110500020","","(X=-11920.000000,Y=-12550.000000,Z=8080.000000)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","110500106","210500121","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"28","201100270","171","차원의 유물","4","대정령의 인장 수집","0","0","","8250","5","10","20000","(0,0,0,0,0,0)","1","0","110500020","","(X=-23541.757813,Y=-17629.132813,Z=6066.437500)","(X=0,Y=0,Z=0)","0","0","0","0","0","310500127","0","2000","3250","110500106","210500122","430610","88253","0","0","(517200410,517200410,517200410,517200410,517200410,517200410)","1","(1301201706,1301201706,1301201706,1301201706,1301201706,1301201706)","10","0"
"29","201100280","171","차원의 유물","5","5계 차원관리실로 이동","0","0","","100","0","1","200","(0,0,0,0,0,0)","0","0","110500020","","(X=12260.000000,Y=12920.000000,Z=9320.000000)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","110500106","210500123","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"30","201100290","171","차원의 유물","6","대정령의 청옥 수집","0","0","","8250","7","10","20000","(0,0,0,0,0,0)","1","0","110500020","","(X=13301.404297,Y=12474.710938,Z=9501.625000)","(X=0,Y=0,Z=0)","0","0","0","0","0","310500129","0","1750","2750","110500106","210500124","430610","88253","0","0","(501200050,501200050,501200050,501200050,501200050,501200050)","1","(1301201706,1301201706,1301201706,1301201706,1301201706,1301201706)","10","0"
"31","201100300","171","차원의 유물","7","일등항해사 불비와 대화","NPCSHOW 2000007 (1377,1476,6962,-80)/NPCSHOW 2000008 (1270,1597,6971,-80)/NPCSHOW 2000012 (1601,1473,7084,-160)","CINEMATIC 111001000/CUTSCENEDELAY/NPCRUN 2000012 (2471,23,7115,10) 2 3/SMALLTALK 111014000","","11","2000003","1","0","(0,0,0,0,0,0)","0","0","110500010","","(X=1399.672119,Y=1067.252930,Z=6971.947754)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","110500106","210500108","246060","25774","0","0","(901200205,901200205,901200205,901200205,901200205,901200205)","3","(604200305,604200305,604200305,604200305,604200305,604200305)","2","0"
"32","201100310","171","차원문 복구","1","6계 차원관리실로 이동","NPCSHOW 2000012 (120,-8390,9230,84)","0","","100","0","1","200","(0,0,0,0,0,0)","0","0","110500020","","(X=110.000000,Y=-8410.000000,Z=9140.000000)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","110500107","210500119","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"33","201100320","171","차원문 복구","2","6계 차원관리실로 이동","NPCRUN 2000012 (27110,11180,8269,-9) 2","SMALLTALK 111014010","","100","0","1","200","(0,0,0,0,0,0)","0","1","110500020","","(X=26474,Y=8755,Z=8084)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","110500107","210500119","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"34","201100330","171","차원문 복구","3","균열지기 크락 처치","NPCSHOW 2000012 (27110,11180,8269,-9)","DELAY 1/SMALLTALK 111015000/NPCRUN 2000012 (12287,17372,9475,34) 2 10","","8052","400003108","1","100000","(0,0,0,0,0,0)","0","0","110500020","","(X=26474,Y=8755,Z=8084)","(X=0,Y=0,Z=0)","0","0","0","0","0","310500133","0","2000","3500","110500107","210500125","430610","88253","11","3000","(901200205,901200205,901200205,901200205,901200205,901200205)","3","(502120001,502120001,502120001,502120001,502120001,502120001)","10","0"
"35","201100340","171","차원문 복구","4","5계 차원관리실로 이동","NPCSHOW 2000012 (12287,17372,9475,-14)","SMALLTALK 111015010","","100","0","1","200","(0,0,0,0,0,0)","0","0","110500020","","(X=11646,Y=14989,Z=9319)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","110500107","210500123","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"36","201100350","171","차원문 복구","5","균열지기 염황기 처치","NPCSHOW 2000012 (12287,17372,9475,-14)","DELAY 1/SMALLTALK 111016000/NPCRUN 2000012 (-12147,-16722,7898,-149) 2 10","","8052","400003111","1","100000","(0,0,0,0,0,0)","0","0","110500020","","(X=11646,Y=14989,Z=9319)","(X=0,Y=0,Z=0)","0","0","0","0","0","310500135","0","3500","4000","110500107","210500126","492120","101762","0","0","(1401200862,1401200862,1401200862,1401200862,1401200862,1401200862)","2","(1301201588,1301201588,1301201588,1301201588,1301201588,1301201588)","10","0"
"37","201100360","171","차원문 복구","6","1계 차원관리실로 이동","NPCSHOW 2000012 (-12013,-16887,7923,71)","HUDHIDE/DELAY 3/CAMERAFOCUS (-11900,-16530,7988) (-2,-119,0) 4 3/SMALLTALK 111017000/DELAY 1.5/NPCRUN 2000012 (-13284,-17645,8003,-149) 2/DELAY 3/NPCHIDE 2000012/DELAY 2.5/HUDSHOW","","100","0","1","200","(0,0,0,0,0,0)","0","0","110500020","","(X=-11390.000000,Y=-15240.000000,Z=7790.291504)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","110500107","210500121","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"38","201100370","171","차원문 복구","7","일등항해사 불비와 대화","NPCSHOW 2000007 (1377,1476,6962,-80)/NPCSHOW 2000008 (1270,1597,6971,-80)","CINEMATIC 111001100/CUTSCENEDELAY/SMALLTALK 111018000","","11","2000003","1","0","(0,0,0,0,0,0)","0","0","110500010","","(X=1399.672119,Y=1067.252930,Z=6971.947754)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","110500107","210500108","246060","25774","11","3000","(604200305,604200305,604200305,604200305,604200305,604200305)","2","(0,0,0,0,0,0)","0","0"
"39","201100380","171","차원문 복구","8","[1계] 우면숲으로 들어가기","0","0","","100","0","1","200","(0,0,0,0,0,0)","0","0","110501010","","(X=-40860.000000,Y=-8650.000000,Z=5230.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","110500107","210500127","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
