"Name","RowId","ClassId","SlotNumber","MasteryCount","MasteryItemUseId1","MasteryItemUseId1Count","MasteryItemUseId2","MasteryItemUseId2Count","MasteryItemUseId3","MasteryItemUseId3Count","MasteryItemUseId4","MasteryItemUseId4Count","MasteryCostValueType","MasteryCostValue","MasterySuccessProbability","Status1Type","Status1Value","Status2Type","Status2Value"
"11078","11078","1","1","78","901000106","15","901000206","15","517000410","6","0","0","2","300000","10000","24","468","0","0"
"11079","11079","1","1","79","901000106","15","901000206","15","517000410","7","0","0","2","300000","10000","24","474","0","0"
"11080","11080","1","1","80","901000106","15","901000206","15","517000410","7","0","0","2","300000","10000","24","480","0","0"
"11081","11081","1","1","81","901000106","20","901000206","20","517000410","6","0","0","2","400000","10000","24","486","0","0"
"11082","11082","1","1","82","901000106","20","901000206","20","517000410","7","0","0","2","400000","10000","24","492","0","0"
"11083","11083","1","1","83","901000106","20","901000206","20","517000410","7","0","0","2","400000","10000","24","498","0","0"
"11084","11084","1","1","84","901000106","20","901000206","20","517000410","8","0","0","2","400000","10000","24","504","0","0"
"11085","11085","1","1","85","901000106","20","901000206","20","517000410","8","0","0","2","400000","10000","24","510","0","0"
"11086","11086","1","1","86","901000106","25","901000206","25","517000410","7","0","0","2","500000","10000","24","516","0","0"
"11087","11087","1","1","87","901000106","25","901000206","25","517000410","8","0","0","2","500000","10000","24","522","0","0"
"11088","11088","1","1","88","901000106","25","901000206","25","517000410","8","0","0","2","500000","10000","24","528","0","0"
"11089","11089","1","1","89","901000106","25","901000206","25","517000410","9","0","0","2","500000","10000","24","534","0","0"
"11090","11090","1","1","90","901000106","25","901000206","25","517000410","9","0","0","2","500000","10000","24","540","0","0"
"11091","11091","1","1","91","901000106","30","901000206","30","517000410","8","0","0","2","700000","10000","24","546","0","0"
"11092","11092","1","1","92","901000106","30","901000206","30","517000410","9","0","0","2","700000","10000","24","552","0","0"
"11093","11093","1","1","93","901000106","30","901000206","30","517000410","9","0","0","2","700000","10000","24","558","0","0"
"11094","11094","1","1","94","901000106","30","901000206","30","517000410","10","0","0","2","700000","10000","24","564","0","0"
"11095","11095","1","1","95","901000106","30","901000206","30","517000410","10","0","0","2","700000","10000","24","570","0","0"
"11096","11096","1","1","96","901000106","35","901000206","35","517000410","9","0","0","2","900000","10000","24","576","0","0"
"11097","11097","1","1","97","901000106","35","901000206","35","517000410","10","0","0","2","900000","10000","24","582","0","0"
"11098","11098","1","1","98","901000106","35","901000206","35","517000410","10","0","0","2","900000","10000","24","588","0","0"
"11099","11099","1","1","99","901000106","35","901000206","35","517000410","11","0","0","2","900000","10000","24","594","0","0"
"11100","11100","1","1","100","901000106","35","901000206","35","517000410","11","0","0","2","900000","10000","24","600","0","0"
"11101","11101","1","1","101","901000106","40","901000206","40","517000410","10","0","0","2","1100000","10000","24","606","0","0"
"11102","11102","1","1","102","901000106","40","901000206","40","517000410","11","0","0","2","1100000","10000","24","612","0","0"
"11103","11103","1","1","103","901000106","40","901000206","40","517000410","11","0","0","2","1100000","10000","24","618","0","0"
"11104","11104","1","1","104","901000106","40","901000206","40","517000410","12","0","0","2","1100000","10000","24","624","0","0"
"11105","11105","1","1","105","901000106","40","901000206","40","517000410","12","0","0","2","1100000","10000","24","630","0","0"
"12001","12001","1","2","1","901000102","2","901000302","2","0","0","0","0","2","100","10000","26","6","0","0"
"12002","12002","1","2","2","901000102","3","901000302","3","0","0","0","0","2","100","10000","26","12","0","0"
"12003","12003","1","2","3","901000102","4","901000302","4","0","0","0","0","2","100","10000","26","18","0","0"
"12004","12004","1","2","4","901000102","6","901000302","6","0","0","0","0","2","100","10000","26","24","0","0"
"12005","12005","1","2","5","901000102","9","901000302","9","0","0","0","0","2","100","10000","26","30","0","0"
"12006","12006","1","2","6","901000102","5","901000302","5","0","0","0","0","2","500","10000","26","36","0","0"
"12007","12007","1","2","7","901000102","7","901000302","7","0","0","0","0","2","500","10000","26","42","0","0"
"12008","12008","1","2","8","901000102","10","901000302","10","0","0","0","0","2","500","10000","26","48","0","0"
"12009","12009","1","2","9","901000102","15","901000302","15","0","0","0","0","2","500","10000","26","54","0","0"
"12010","12010","1","2","10","901000102","22","901000302","22","0","0","0","0","2","500","10000","26","60","0","0"
"12011","12011","1","2","11","901000103","4","901000303","4","0","0","0","0","2","1000","10000","26","66","0","0"
"12012","12012","1","2","12","901000103","6","901000303","6","0","0","0","0","2","1000","10000","26","72","0","0"
"12013","12013","1","2","13","901000103","9","901000303","9","0","0","0","0","2","1000","10000","26","78","0","0"
"12014","12014","1","2","14","901000103","13","901000303","13","0","0","0","0","2","1000","10000","26","84","0","0"
"12015","12015","1","2","15","901000103","19","901000303","19","0","0","0","0","2","1000","10000","26","90","0","0"
"12016","12016","1","2","16","901000103","10","901000303","10","0","0","0","0","2","2000","10000","26","96","0","0"
"12017","12017","1","2","17","901000103","15","901000303","15","0","0","0","0","2","2000","10000","26","102","0","0"
"12018","12018","1","2","18","901000103","22","901000303","22","0","0","0","0","2","2000","10000","26","108","0","0"
"12019","12019","1","2","19","901000103","33","901000303","33","0","0","0","0","2","2000","10000","26","114","0","0"
"12020","12020","1","2","20","901000103","49","901000303","49","0","0","0","0","2","2000","10000","26","120","0","0"
"12021","12021","1","2","21","901000104","4","901000304","4","0","0","0","0","2","4000","10000","26","126","0","0"
"12022","12022","1","2","22","901000104","6","901000304","6","0","0","0","0","2","4000","10000","26","132","0","0"
"12023","12023","1","2","23","901000104","9","901000304","9","0","0","0","0","2","4000","10000","26","138","0","0"
"12024","12024","1","2","24","901000104","13","901000304","13","0","0","0","0","2","4000","10000","26","144","0","0"
"12025","12025","1","2","25","901000104","19","901000304","19","0","0","0","0","2","4000","10000","26","150","0","0"
"12026","12026","1","2","26","901000104","10","901000304","10","0","0","0","0","2","8000","10000","26","156","0","0"
"12027","12027","1","2","27","901000104","15","901000304","15","0","0","0","0","2","8000","10000","26","162","0","0"
"12028","12028","1","2","28","901000104","22","901000304","22","0","0","0","0","2","8000","10000","26","168","0","0"
"12029","12029","1","2","29","901000104","33","901000304","33","0","0","0","0","2","8000","10000","26","174","0","0"
"12030","12030","1","2","30","901000104","49","901000304","49","0","0","0","0","2","8000","10000","26","180","0","0"
"12031","12031","1","2","31","901000104","20","901000304","20","0","0","0","0","2","15000","10000","26","186","0","0"
"12032","12032","1","2","32","901000104","30","901000304","30","0","0","0","0","2","15000","10000","26","192","0","0"
"12033","12033","1","2","33","901000104","45","901000304","45","0","0","0","0","2","15000","10000","26","198","0","0"
"12034","12034","1","2","34","901000104","67","901000304","67","0","0","0","0","2","15000","10000","26","204","0","0"
"12035","12035","1","2","35","901000104","100","901000304","100","0","0","0","0","2","15000","10000","26","210","0","0"
"12036","12036","1","2","36","901000105","4","901000305","4","0","0","0","0","2","30000","10000","26","216","0","0"
"12037","12037","1","2","37","901000105","6","901000305","6","0","0","0","0","2","30000","10000","26","222","0","0"
"12038","12038","1","2","38","901000105","9","901000305","9","0","0","0","0","2","30000","10000","26","228","0","0"
"12039","12039","1","2","39","901000105","13","901000305","13","0","0","0","0","2","30000","10000","26","234","0","0"
"12040","12040","1","2","40","901000105","19","901000305","19","0","0","0","0","2","30000","10000","26","240","0","0"
"12041","12041","1","2","41","901000105","10","901000305","10","0","0","0","0","2","60000","10000","26","246","0","0"
"12042","12042","1","2","42","901000105","15","901000305","15","0","0","0","0","2","60000","10000","26","252","0","0"
"12043","12043","1","2","43","901000105","22","901000305","22","0","0","0","0","2","60000","10000","26","258","0","0"
"12044","12044","1","2","44","901000105","33","901000305","33","0","0","0","0","2","60000","10000","26","264","0","0"
"12045","12045","1","2","45","901000105","49","901000305","49","0","0","0","0","2","60000","10000","26","270","0","0"
"12046","12046","1","2","46","901000105","20","901000305","20","0","0","0","0","2","100000","10000","26","276","0","0"
"12047","12047","1","2","47","901000105","30","901000305","30","0","0","0","0","2","100000","10000","26","282","0","0"
"12048","12048","1","2","48","901000105","45","901000305","45","0","0","0","0","2","100000","10000","26","288","0","0"
"12049","12049","1","2","49","901000105","67","901000305","67","0","0","0","0","2","100000","10000","26","294","0","0"
"12050","12050","1","2","50","901000105","100","901000305","100","0","0","0","0","2","100000","10000","26","300","0","0"
"12051","12051","1","2","51","901000105","20","901000305","20","0","0","0","0","2","100000","10000","26","306","0","0"
"12052","12052","1","2","52","901000105","30","901000305","30","0","0","0","0","2","100000","10000","26","312","0","0"
"12053","12053","1","2","53","901000105","45","901000305","45","0","0","0","0","2","100000","10000","26","318","0","0"
"12054","12054","1","2","54","901000105","67","901000305","67","0","0","0","0","2","100000","10000","26","324","0","0"
"12055","12055","1","2","55","901000105","100","901000305","100","0","0","0","0","2","100000","10000","26","330","0","0"
"12056","12056","1","2","56","901000105","50","901000305","50","517000410","1","0","0","2","120000","10000","26","336","0","0"
"12057","12057","1","2","57","901000105","50","901000305","50","517000410","2","0","0","2","120000","10000","26","342","0","0"
"12058","12058","1","2","58","901000105","50","901000305","50","517000410","2","0","0","2","120000","10000","26","348","0","0"
"12059","12059","1","2","59","901000105","50","901000305","50","517000410","3","0","0","2","120000","10000","26","354","0","0"
"12060","12060","1","2","60","901000105","50","901000305","50","517000410","3","0","0","2","120000","10000","26","360","0","0"
"12061","12061","1","2","61","901000105","60","901000305","60","517000410","2","0","0","2","150000","10000","26","366","0","0"
"12062","12062","1","2","62","901000105","60","901000305","60","517000410","3","0","0","2","150000","10000","26","372","0","0"
"12063","12063","1","2","63","901000105","60","901000305","60","517000410","3","0","0","2","150000","10000","26","378","0","0"
"12064","12064","1","2","64","901000105","60","901000305","60","517000410","4","0","0","2","150000","10000","26","384","0","0"
"12065","12065","1","2","65","901000105","60","901000305","60","517000410","4","0","0","2","150000","10000","26","390","0","0"
"12066","12066","1","2","66","901000106","8","901000306","8","517000410","3","0","0","2","200000","10000","26","396","0","0"
"12067","12067","1","2","67","901000106","8","901000306","8","517000410","4","0","0","2","200000","10000","26","402","0","0"
"12068","12068","1","2","68","901000106","8","901000306","8","517000410","4","0","0","2","200000","10000","26","408","0","0"
"12069","12069","1","2","69","901000106","8","901000306","8","517000410","5","0","0","2","200000","10000","26","414","0","0"
"12070","12070","1","2","70","901000106","8","901000306","8","517000410","5","0","0","2","200000","10000","26","420","0","0"
"12071","12071","1","2","71","901000106","10","901000306","10","517000410","4","0","0","2","250000","10000","26","426","0","0"
"12072","12072","1","2","72","901000106","10","901000306","10","517000410","5","0","0","2","250000","10000","26","432","0","0"
"12073","12073","1","2","73","901000106","10","901000306","10","517000410","5","0","0","2","250000","10000","26","438","0","0"
"12074","12074","1","2","74","901000106","10","901000306","10","517000410","6","0","0","2","250000","10000","26","444","0","0"
"12075","12075","1","2","75","901000106","10","901000306","10","517000410","6","0","0","2","250000","10000","26","450","0","0"
"12076","12076","1","2","76","901000106","15","901000306","15","517000410","5","0","0","2","300000","10000","26","456","0","0"
"12077","12077","1","2","77","901000106","15","901000306","15","517000410","6","0","0","2","300000","10000","26","462","0","0"
"12078","12078","1","2","78","901000106","15","901000306","15","517000410","6","0","0","2","300000","10000","26","468","0","0"
"12079","12079","1","2","79","901000106","15","901000306","15","517000410","7","0","0","2","300000","10000","26","474","0","0"
"12080","12080","1","2","80","901000106","15","901000306","15","517000410","7","0","0","2","300000","10000","26","480","0","0"
"12081","12081","1","2","81","901000106","20","901000306","20","517000410","6","0","0","2","400000","10000","26","486","0","0"
"12082","12082","1","2","82","901000106","20","901000306","20","517000410","7","0","0","2","400000","10000","26","492","0","0"
"12083","12083","1","2","83","901000106","20","901000306","20","517000410","7","0","0","2","400000","10000","26","498","0","0"
"12084","12084","1","2","84","901000106","20","901000306","20","517000410","8","0","0","2","400000","10000","26","504","0","0"
"12085","12085","1","2","85","901000106","20","901000306","20","517000410","8","0","0","2","400000","10000","26","510","0","0"
"12086","12086","1","2","86","901000106","25","901000306","25","517000410","7","0","0","2","500000","10000","26","516","0","0"
"12087","12087","1","2","87","901000106","25","901000306","25","517000410","8","0","0","2","500000","10000","26","522","0","0"
"12088","12088","1","2","88","901000106","25","901000306","25","517000410","8","0","0","2","500000","10000","26","528","0","0"
"12089","12089","1","2","89","901000106","25","901000306","25","517000410","9","0","0","2","500000","10000","26","534","0","0"
"12090","12090","1","2","90","901000106","25","901000306","25","517000410","9","0","0","2","500000","10000","26","540","0","0"
"12091","12091","1","2","91","901000106","30","901000306","30","517000410","8","0","0","2","700000","10000","26","546","0","0"
"12092","12092","1","2","92","901000106","30","901000306","30","517000410","9","0","0","2","700000","10000","26","552","0","0"
"12093","12093","1","2","93","901000106","30","901000306","30","517000410","9","0","0","2","700000","10000","26","558","0","0"
"12094","12094","1","2","94","901000106","30","901000306","30","517000410","10","0","0","2","700000","10000","26","564","0","0"
"12095","12095","1","2","95","901000106","30","901000306","30","517000410","10","0","0","2","700000","10000","26","570","0","0"
"12096","12096","1","2","96","901000106","35","901000306","35","517000410","9","0","0","2","900000","10000","26","576","0","0"
"12097","12097","1","2","97","901000106","35","901000306","35","517000410","10","0","0","2","900000","10000","26","582","0","0"
"12098","12098","1","2","98","901000106","35","901000306","35","517000410","10","0","0","2","900000","10000","26","588","0","0"
"12099","12099","1","2","99","901000106","35","901000306","35","517000410","11","0","0","2","900000","10000","26","594","0","0"
"12100","12100","1","2","100","901000106","35","901000306","35","517000410","11","0","0","2","900000","10000","26","600","0","0"
"12101","12101","1","2","101","901000106","40","901000306","40","517000410","10","0","0","2","1100000","10000","26","606","0","0"
"12102","12102","1","2","102","901000106","40","901000306","40","517000410","11","0","0","2","1100000","10000","26","612","0","0"
"12103","12103","1","2","103","901000106","40","901000306","40","517000410","11","0","0","2","1100000","10000","26","618","0","0"
"12104","12104","1","2","104","901000106","40","901000306","40","517000410","12","0","0","2","1100000","10000","26","624","0","0"
"12105","12105","1","2","105","901000106","40","901000306","40","517000410","12","0","0","2","1100000","10000","26","630","0","0"
"13001","13001","1","3","1","901000102","2","501000011","1","0","0","0","0","2","100","10000","1","100","0","0"
"13002","13002","1","3","2","901000102","3","501000011","1","0","0","0","0","2","100","10000","1","200","0","0"
"13003","13003","1","3","3","901000102","4","501000011","1","0","0","0","0","2","100","10000","1","300","0","0"
"13004","13004","1","3","4","901000102","6","501000011","1","0","0","0","0","2","100","10000","1","400","0","0"
"13005","13005","1","3","5","901000102","9","501000011","1","0","0","0","0","2","100","10000","1","500","0","0"
"13006","13006","1","3","6","901000102","5","501000011","1","0","0","0","0","2","500","10000","1","600","0","0"
"13007","13007","1","3","7","901000102","7","501000011","1","0","0","0","0","2","500","10000","1","700","0","0"
"13008","13008","1","3","8","901000102","10","501000011","1","0","0","0","0","2","500","10000","1","800","0","0"
"13009","13009","1","3","9","901000102","15","501000011","1","0","0","0","0","2","500","10000","1","900","0","0"
"13010","13010","1","3","10","901000102","22","501000011","1","0","0","0","0","2","500","10000","1","1000","0","0"
"13011","13011","1","3","11","901000103","4","501000012","8","0","0","0","0","2","1000","10000","1","1100","0","0"
"13012","13012","1","3","12","901000103","6","501000012","8","0","0","0","0","2","1000","10000","1","1200","0","0"
"13013","13013","1","3","13","901000103","9","501000012","8","0","0","0","0","2","1000","10000","1","1300","0","0"
"13014","13014","1","3","14","901000103","13","501000012","8","0","0","0","0","2","1000","10000","1","1400","0","0"
"13015","13015","1","3","15","901000103","19","501000012","8","0","0","0","0","2","1000","10000","1","1500","0","0"
"13016","13016","1","3","16","901000103","10","501000012","14","0","0","0","0","2","2000","10000","1","1600","0","0"
"13017","13017","1","3","17","901000103","15","501000012","14","0","0","0","0","2","2000","10000","1","1700","0","0"
"13018","13018","1","3","18","901000103","22","501000012","14","0","0","0","0","2","2000","10000","1","1800","0","0"
"13019","13019","1","3","19","901000103","33","501000012","14","0","0","0","0","2","2000","10000","1","1900","0","0"
"13020","13020","1","3","20","901000103","49","501000012","14","0","0","0","0","2","2000","10000","1","2000","0","0"
"13021","13021","1","3","21","901000104","4","501000013","10","0","0","0","0","2","4000","10000","1","2100","0","0"
"13022","13022","1","3","22","901000104","6","501000013","10","0","0","0","0","2","4000","10000","1","2200","0","0"
"13023","13023","1","3","23","901000104","9","501000013","10","0","0","0","0","2","4000","10000","1","2300","0","0"
"13024","13024","1","3","24","901000104","13","501000013","10","0","0","0","0","2","4000","10000","1","2400","0","0"
"13025","13025","1","3","25","901000104","19","501000013","10","0","0","0","0","2","4000","10000","1","2500","0","0"
"13026","13026","1","3","26","901000104","10","501000013","20","0","0","0","0","2","8000","10000","1","2600","0","0"
"13027","13027","1","3","27","901000104","15","501000013","20","0","0","0","0","2","8000","10000","1","2700","0","0"
"13028","13028","1","3","28","901000104","22","501000013","20","0","0","0","0","2","8000","10000","1","2800","0","0"
"13029","13029","1","3","29","901000104","33","501000013","20","0","0","0","0","2","8000","10000","1","2900","0","0"
"13030","13030","1","3","30","901000104","49","501000013","20","0","0","0","0","2","8000","10000","1","3000","0","0"
"13031","13031","1","3","31","901000104","20","501000013","30","0","0","0","0","2","15000","10000","1","3100","0","0"
"13032","13032","1","3","32","901000104","30","501000013","30","0","0","0","0","2","15000","10000","1","3200","0","0"
"13033","13033","1","3","33","901000104","45","501000013","30","0","0","0","0","2","15000","10000","1","3300","0","0"
"13034","13034","1","3","34","901000104","67","501000013","30","0","0","0","0","2","15000","10000","1","3400","0","0"
"13035","13035","1","3","35","901000104","100","501000013","30","0","0","0","0","2","15000","10000","1","3500","0","0"
"13036","13036","1","3","36","901000105","4","501000014","20","0","0","0","0","2","30000","10000","1","3600","0","0"
"13037","13037","1","3","37","901000105","6","501000014","20","0","0","0","0","2","30000","10000","1","3700","0","0"
"13038","13038","1","3","38","901000105","9","501000014","20","0","0","0","0","2","30000","10000","1","3800","0","0"
"13039","13039","1","3","39","901000105","13","501000014","20","0","0","0","0","2","30000","10000","1","3900","0","0"
"13040","13040","1","3","40","901000105","19","501000014","20","0","0","0","0","2","30000","10000","1","4000","0","0"
"13041","13041","1","3","41","901000105","10","501000014","30","0","0","0","0","2","60000","10000","1","4100","0","0"
"13042","13042","1","3","42","901000105","15","501000014","30","0","0","0","0","2","60000","10000","1","4200","0","0"
"13043","13043","1","3","43","901000105","22","501000014","30","0","0","0","0","2","60000","10000","1","4300","0","0"
"13044","13044","1","3","44","901000105","33","501000014","30","0","0","0","0","2","60000","10000","1","4400","0","0"
"13045","13045","1","3","45","901000105","49","501000014","30","0","0","0","0","2","60000","10000","1","4500","0","0"
"13046","13046","1","3","46","901000105","20","501000014","40","0","0","0","0","2","100000","10000","1","4600","0","0"
"13047","13047","1","3","47","901000105","30","501000014","40","0","0","0","0","2","100000","10000","1","4700","0","0"
"13048","13048","1","3","48","901000105","45","501000014","40","0","0","0","0","2","100000","10000","1","4800","0","0"
"13049","13049","1","3","49","901000105","67","501000014","40","0","0","0","0","2","100000","10000","1","4900","0","0"
"13050","13050","1","3","50","901000105","100","501000014","40","0","0","0","0","2","100000","10000","1","5000","0","0"
"13051","13051","1","3","51","901000105","20","501000014","50","0","0","0","0","2","100000","10000","1","5100","0","0"
"13052","13052","1","3","52","901000105","30","501000014","50","0","0","0","0","2","100000","10000","1","5200","0","0"
"13053","13053","1","3","53","901000105","45","501000014","50","0","0","0","0","2","100000","10000","1","5300","0","0"
"13054","13054","1","3","54","901000105","67","501000014","50","0","0","0","0","2","100000","10000","1","5400","0","0"
"13055","13055","1","3","55","901000105","100","501000014","50","0","0","0","0","2","100000","10000","1","5500","0","0"
"13056","13056","1","3","56","901000105","50","501000014","60","517000410","1","0","0","2","120000","10000","1","5600","0","0"
"13057","13057","1","3","57","901000105","50","501000014","60","517000410","2","0","0","2","120000","10000","1","5700","0","0"
"13058","13058","1","3","58","901000105","50","501000014","60","517000410","2","0","0","2","120000","10000","1","5800","0","0"
