"Name","UniqueId","StageId","NpcId","LinkId","GetWayType","LinkType","Location"
"46","46","0","0","46","34","29","(X=0.000000,Y=0.000000,Z=0.000000)"
"47","47","0","0","47","34","29","(X=0.000000,Y=0.000000,Z=0.000000)"
"48","48","0","0","48","34","29","(X=0.000000,Y=0.000000,Z=0.000000)"
"49","49","0","0","49","34","29","(X=0.000000,Y=0.000000,Z=0.000000)"
"50","50","0","0","50","34","29","(X=0.000000,Y=0.000000,Z=0.000000)"
"51","51","0","0","51","34","29","(X=0.000000,Y=0.000000,Z=0.000000)"
"52","52","0","0","52","34","29","(X=0.000000,Y=0.000000,Z=0.000000)"
"53","53","0","0","53","34","29","(X=0.000000,Y=0.000000,Z=0.000000)"
"54","54","0","0","54","34","29","(X=0.000000,Y=0.000000,Z=0.000000)"
"55","55","0","0","55","34","29","(X=0.000000,Y=0.000000,Z=0.000000)"
"56","56","0","0","56","34","29","(X=0.000000,Y=0.000000,Z=0.000000)"
"57","57","0","0","2001","34","29","(X=0.000000,Y=0.000000,Z=0.000000)"
"58","58","0","0","2002","34","29","(X=0.000000,Y=0.000000,Z=0.000000)"
"59","59","0","0","2003","34","29","(X=0.000000,Y=0.000000,Z=0.000000)"
"60","60","0","0","2004","34","29","(X=0.000000,Y=0.000000,Z=0.000000)"
"61","61","0","0","2005","34","29","(X=0.000000,Y=0.000000,Z=0.000000)"
"62","62","0","0","2006","34","29","(X=0.000000,Y=0.000000,Z=0.000000)"
"63","63","0","0","2007","34","29","(X=0.000000,Y=0.000000,Z=0.000000)"
"64","64","0","0","2008","34","29","(X=0.000000,Y=0.000000,Z=0.000000)"
"65","65","0","0","2009","34","29","(X=0.000000,Y=0.000000,Z=0.000000)"
"66","66","0","0","2010","34","29","(X=0.000000,Y=0.000000,Z=0.000000)"
"67","67","0","0","2011","34","29","(X=0.000000,Y=0.000000,Z=0.000000)"
"68","68","0","0","2012","34","29","(X=0.000000,Y=0.000000,Z=0.000000)"
"69","69","0","0","2013","34","29","(X=0.000000,Y=0.000000,Z=0.000000)"
"70","70","0","0","2014","34","29","(X=0.000000,Y=0.000000,Z=0.000000)"
"71","71","0","0","2015","34","29","(X=0.000000,Y=0.000000,Z=0.000000)"
"72","72","0","0","2016","34","29","(X=0.000000,Y=0.000000,Z=0.000000)"
"73","73","0","0","2017","34","29","(X=0.000000,Y=0.000000,Z=0.000000)"
"74","74","0","0","2018","34","29","(X=0.000000,Y=0.000000,Z=0.000000)"
"75","75","0","0","2019","34","29","(X=0.000000,Y=0.000000,Z=0.000000)"
"76","76","0","0","2020","34","29","(X=0.000000,Y=0.000000,Z=0.000000)"
"77","77","0","0","2021","34","29","(X=0.000000,Y=0.000000,Z=0.000000)"
"78","78","0","0","2022","34","29","(X=0.000000,Y=0.000000,Z=0.000000)"
"79","79","0","0","2023","34","29","(X=0.000000,Y=0.000000,Z=0.000000)"
"80","80","0","0","2024","34","29","(X=0.000000,Y=0.000000,Z=0.000000)"
"81","81","0","0","2025","34","29","(X=0.000000,Y=0.000000,Z=0.000000)"
"82","82","0","0","2026","34","29","(X=0.000000,Y=0.000000,Z=0.000000)"
"83","83","0","0","2027","34","29","(X=0.000000,Y=0.000000,Z=0.000000)"
"84","84","0","0","2028","34","29","(X=0.000000,Y=0.000000,Z=0.000000)"
"85","85","0","0","2029","34","29","(X=0.000000,Y=0.000000,Z=0.000000)"
"86","86","0","0","2030","34","29","(X=0.000000,Y=0.000000,Z=0.000000)"
"87","87","0","0","2031","34","29","(X=0.000000,Y=0.000000,Z=0.000000)"
"88","88","0","0","2032","34","29","(X=0.000000,Y=0.000000,Z=0.000000)"
"89","89","0","0","2033","34","29","(X=0.000000,Y=0.000000,Z=0.000000)"
"90","90","0","0","2034","34","29","(X=0.000000,Y=0.000000,Z=0.000000)"
"91","91","0","0","2035","34","29","(X=0.000000,Y=0.000000,Z=0.000000)"
"92","92","0","0","2036","34","29","(X=0.000000,Y=0.000000,Z=0.000000)"
"93","93","0","0","2037","34","29","(X=0.000000,Y=0.000000,Z=0.000000)"
"94","94","0","0","2038","34","29","(X=0.000000,Y=0.000000,Z=0.000000)"
"95","95","0","0","2039","34","29","(X=0.000000,Y=0.000000,Z=0.000000)"
"96","96","0","0","2040","34","29","(X=0.000000,Y=0.000000,Z=0.000000)"
"97","97","0","0","2041","34","29","(X=0.000000,Y=0.000000,Z=0.000000)"
"98","98","0","0","2042","34","29","(X=0.000000,Y=0.000000,Z=0.000000)"
"99","99","0","0","9003","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"100","100","0","0","9004","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"101","101","0","0","9005","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"102","102","0","0","9006","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"103","103","0","0","9007","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"104","104","0","0","9008","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"105","105","0","0","9009","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"106","106","0","0","9010","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"107","107","0","0","9011","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"108","108","0","0","9012","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"109","109","0","0","9013","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"110","110","0","0","9014","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"111","111","0","0","9015","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"112","112","0","0","9016","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"113","113","0","0","9017","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"114","114","0","0","9018","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"115","115","0","0","9019","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"116","116","0","0","9020","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"117","117","0","0","9021","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"118","118","0","0","9022","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"119","119","0","0","9023","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"120","120","0","0","9024","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"121","121","0","0","9025","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"122","122","0","0","9026","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"123","123","0","0","9027","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"124","124","0","0","9028","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"125","125","0","0","9029","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"126","126","0","0","9030","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"127","127","0","0","9031","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"128","128","0","0","9032","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"129","129","0","0","9033","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"130","130","0","0","9034","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"131","131","0","0","9035","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"132","132","0","0","2110101","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"133","133","0","0","2110102","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"134","134","0","0","2110103","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"135","135","0","0","2110104","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"136","136","0","0","2110105","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"137","137","0","0","2110106","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"138","138","0","0","2110107","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"139","139","0","0","2110108","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"140","140","0","0","2110109","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"141","141","0","0","2110110","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"142","142","0","0","2110111","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"143","143","0","0","2110112","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"144","144","0","0","4110201","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"145","145","0","0","4110202","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"146","146","0","0","4110203","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"147","147","0","0","4110204","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"148","148","0","0","4110205","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"149","149","0","0","4110206","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"150","150","0","0","4120101","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"151","151","0","0","4120102","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"152","152","0","0","4120103","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"153","153","0","0","4120104","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"154","154","0","0","4120105","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"155","155","0","0","4120106","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"156","156","0","0","4120107","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"157","157","0","0","4120108","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"158","158","0","0","4120109","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"159","159","0","0","4120110","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"160","160","0","0","4120111","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"161","161","0","0","4120112","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"162","162","0","0","4180301","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"163","163","0","0","4180302","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"164","164","0","0","4180303","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"165","165","0","0","4182001","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"166","166","0","0","4182002","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"167","167","0","0","4182003","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"168","168","0","0","4183001","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"169","169","0","0","4183002","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"170","170","0","0","4183003","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"171","171","0","0","4181801","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"172","172","0","0","4181901","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"173","173","0","0","4182101","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"174","174","0","0","4182102","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"175","175","0","0","4182103","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"176","176","0","0","4182104","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"177","177","0","0","4183501","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"178","178","0","0","4183502","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"179","179","0","0","4180601","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"180","180","0","0","4180701","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"181","181","0","0","4180801","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"182","182","0","0","4200501","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"183","183","0","0","4200901","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"184","184","0","0","4200902","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"185","185","0","0","4201101","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"186","186","0","0","4201102","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"187","187","0","0","4201401","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"188","188","0","0","4201402","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"189","189","0","0","4201403","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"190","190","0","0","4202001","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"191","191","0","0","4202002","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"192","192","0","0","4202003","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"193","193","0","0","4202004","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"194","194","0","0","4202005","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"195","195","0","0","4202006","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"196","196","0","0","4202701","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"197","197","0","0","4202702","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"198","198","0","0","4202703","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"199","199","0","0","4202704","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"200","200","0","0","4202705","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"201","201","0","0","4202706","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"202","202","0","0","4202901","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"203","203","0","0","4202902","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"204","204","0","0","4202903","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"205","205","0","0","4202904","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"206","206","0","0","4202401","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"207","207","0","0","4201301","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"208","208","0","0","4201302","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"209","209","0","0","4201303","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"210","210","0","0","4201304","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"211","211","0","0","4201305","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"212","212","0","0","4201306","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"213","213","0","0","4201307","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"214","214","0","0","4201308","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"215","215","0","0","4201309","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"216","216","0","0","4201310","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"217","217","0","0","4201311","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"218","218","0","0","4201312","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"219","219","0","0","4201313","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"220","220","0","0","4201314","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"221","221","0","0","4201315","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"222","222","0","0","4201316","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"223","223","0","0","4201317","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"224","224","0","0","4236201","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"225","225","0","0","4236401","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"226","226","0","0","4236402","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"227","227","0","0","4237501","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"228","228","0","0","4237601","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"229","229","0","0","4237602","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"230","230","0","0","4237901","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"231","231","0","0","4237902","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"232","232","0","0","4237903","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"233","233","0","0","4238001","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"234","234","0","0","4238002","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"235","235","0","0","4238401","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"236","236","0","0","4231601","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"237","237","0","0","4231602","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"238","238","0","0","4240101","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"239","239","0","0","4240102","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"240","240","0","0","4240301","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"241","241","0","0","4240401","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"242","242","0","0","4240501","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"243","243","0","0","4240601","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"244","244","0","0","4260301","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"245","245","0","0","4260302","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"246","246","0","0","4260303","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"247","247","0","0","4260304","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"248","248","0","0","4260401","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"249","249","0","0","4260402","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"250","250","0","0","4260403","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"251","251","0","0","4260404","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"252","252","0","0","202100120","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"253","253","0","0","202100121","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"254","254","0","0","202200520","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"255","255","0","0","202200521","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"256","256","0","0","202200540","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"257","257","0","0","202200541","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"258","258","0","0","202200570","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"259","259","0","0","202200571","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"260","260","0","0","5001001","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"261","261","0","0","5001002","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"262","262","0","0","5002001","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"263","263","0","0","5002002","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"264","264","0","0","5003001","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"265","265","0","0","5003002","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"266","266","0","0","5004001","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"267","267","0","0","5004002","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"268","268","0","0","5005001","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"269","269","0","0","5005002","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"270","270","0","0","5005003","33","28","(X=0.000000,Y=0.000000,Z=0.000000)"
"271","271","0","0","50","30","26","(X=0.000000,Y=0.000000,Z=0.000000)"
"272","272","0","0","51","30","26","(X=0.000000,Y=0.000000,Z=0.000000)"
"273","273","0","0","71","30","26","(X=0.000000,Y=0.000000,Z=0.000000)"
"274","274","0","0","69","30","26","(X=0.000000,Y=0.000000,Z=0.000000)"
"275","275","0","0","70","30","26","(X=0.000000,Y=0.000000,Z=0.000000)"
"276","276","0","0","72","30","26","(X=0.000000,Y=0.000000,Z=0.000000)"
"277","277","0","0","78","30","26","(X=0.000000,Y=0.000000,Z=0.000000)"
"278","278","0","0","79","30","26","(X=0.000000,Y=0.000000,Z=0.000000)"
"279","279","0","0","82","30","26","(X=0.000000,Y=0.000000,Z=0.000000)"
"280","280","0","0","52","30","26","(X=0.000000,Y=0.000000,Z=0.000000)"
"281","281","0","0","53","30","26","(X=0.000000,Y=0.000000,Z=0.000000)"
"282","282","0","0","54","30","26","(X=0.000000,Y=0.000000,Z=0.000000)"
"283","283","0","0","55","30","26","(X=0.000000,Y=0.000000,Z=0.000000)"
"284","284","0","0","56","30","26","(X=0.000000,Y=0.000000,Z=0.000000)"
"285","285","0","0","57","30","26","(X=0.000000,Y=0.000000,Z=0.000000)"
"286","286","0","0","58","30","26","(X=0.000000,Y=0.000000,Z=0.000000)"
"287","287","0","0","59","30","26","(X=0.000000,Y=0.000000,Z=0.000000)"
"288","288","0","0","60","30","26","(X=0.000000,Y=0.000000,Z=0.000000)"
"289","289","0","0","61","30","26","(X=0.000000,Y=0.000000,Z=0.000000)"
"290","290","0","0","62","30","26","(X=0.000000,Y=0.000000,Z=0.000000)"
"291","291","0","0","63","30","26","(X=0.000000,Y=0.000000,Z=0.000000)"
"292","292","0","0","64","30","26","(X=0.000000,Y=0.000000,Z=0.000000)"
"293","293","0","0","65","30","26","(X=0.000000,Y=0.000000,Z=0.000000)"
"294","294","0","0","66","30","26","(X=0.000000,Y=0.000000,Z=0.000000)"
"295","295","0","0","67","30","26","(X=0.000000,Y=0.000000,Z=0.000000)"
"296","296","0","0","1","30","26","(X=0.000000,Y=0.000000,Z=0.000000)"
"297","297","0","0","2","30","26","(X=0.000000,Y=0.000000,Z=0.000000)"
"298","298","0","0","3","30","26","(X=0.000000,Y=0.000000,Z=0.000000)"
"299","299","0","0","4","30","26","(X=0.000000,Y=0.000000,Z=0.000000)"
"300","300","0","0","5","30","26","(X=0.000000,Y=0.000000,Z=0.000000)"
"301","301","0","0","6","30","26","(X=0.000000,Y=0.000000,Z=0.000000)"
"302","302","0","0","7","30","26","(X=0.000000,Y=0.000000,Z=0.000000)"
"303","303","0","0","8","30","26","(X=0.000000,Y=0.000000,Z=0.000000)"
"304","304","0","0","9","30","26","(X=0.000000,Y=0.000000,Z=0.000000)"
"305","305","0","0","10","30","26","(X=0.000000,Y=0.000000,Z=0.000000)"
"306","306","0","0","11","30","26","(X=0.000000,Y=0.000000,Z=0.000000)"
"307","307","0","0","12","30","26","(X=0.000000,Y=0.000000,Z=0.000000)"
"308","308","0","0","13","30","26","(X=0.000000,Y=0.000000,Z=0.000000)"
"309","309","0","0","14","30","26","(X=0.000000,Y=0.000000,Z=0.000000)"
"310","310","0","0","15","30","26","(X=0.000000,Y=0.000000,Z=0.000000)"
"311","311","0","0","16","30","26","(X=0.000000,Y=0.000000,Z=0.000000)"
"312","312","0","0","17","30","26","(X=0.000000,Y=0.000000,Z=0.000000)"
"313","313","0","0","18","30","26","(X=0.000000,Y=0.000000,Z=0.000000)"
"314","314","0","0","73","30","26","(X=0.000000,Y=0.000000,Z=0.000000)"
"315","315","0","0","19","30","26","(X=0.000000,Y=0.000000,Z=0.000000)"
"316","316","0","0","20","30","26","(X=0.000000,Y=0.000000,Z=0.000000)"
"317","317","0","0","21","30","26","(X=0.000000,Y=0.000000,Z=0.000000)"
"318","318","0","0","22","30","26","(X=0.000000,Y=0.000000,Z=0.000000)"
"319","319","0","0","23","30","26","(X=0.000000,Y=0.000000,Z=0.000000)"
"320","320","0","0","74","30","26","(X=0.000000,Y=0.000000,Z=0.000000)"
"321","321","0","0","24","30","26","(X=0.000000,Y=0.000000,Z=0.000000)"
"322","322","0","0","25","30","26","(X=0.000000,Y=0.000000,Z=0.000000)"
"323","323","0","0","26","30","26","(X=0.000000,Y=0.000000,Z=0.000000)"
"324","324","0","0","75","30","26","(X=0.000000,Y=0.000000,Z=0.000000)"
"325","325","0","0","27","30","26","(X=0.000000,Y=0.000000,Z=0.000000)"
"326","326","0","0","28","30","26","(X=0.000000,Y=0.000000,Z=0.000000)"
"327","327","0","0","29","30","26","(X=0.000000,Y=0.000000,Z=0.000000)"
"328","328","0","0","30","30","26","(X=0.000000,Y=0.000000,Z=0.000000)"
"329","329","0","0","31","30","26","(X=0.000000,Y=0.000000,Z=0.000000)"
"330","330","0","0","32","30","26","(X=0.000000,Y=0.000000,Z=0.000000)"
