"Name","CostumeId","PhaseGroupId","ClassId","CostumePartsType","LuxuryType","CostumeName","CostumeIcon","SlotIcon","ResourceMesh01Id","ResourceMesh02Id","CostumeColor01Id","CostumeColor02Id","DyeingChannel01","DyeingChannel02","SmeltingEffectId","Attribute01Type","Attribute01Value","Attribute02Type","Attribute02Value","PurchaseAbleLevel","PurchaseMoneyType","PurchaseMoneyId","PurchaseMoneyValue","PurchaseTagIcon","DiscountOpenTime","DiscountCloseTime","DiscountPercnetValue","DiscountMoneyValue","PaletteGroupId","PaletteGroupType","MainPaletteId","SubPaletteId","PresetGroupId","DyeingCostType","DyeingCostId","DyeingCostValue","BasicType","NewProduct","GoodsId","ShopProduct"
"102005","102005","2005","1","2","0","1710205","1210205","0","312005","0","0","0","0","0","0","28","5","0","0","1","1","4","400","0","0","0","0","0","0","1","1031001","0","1005","1","4","200","0","0","0","0"
"102010","102010","2010","1","2","0","1710210","1210210","0","312010","0","0","0","0","0","0","28","5","0","0","1","2","1800110003","1","0","0","0","0","0","0","1","1031001","0","1203","1","4","200","0","0","1001335","1"
"102013","102013","2013","1","2","0","1710213","1210213","0","312013","0","0","0","0","0","0","28","5","0","0","1","2","1800110003","1","0","0","0","0","0","0","1","1031001","0","1206","1","4","200","0","0","1001335","1"
"102014","102014","2014","1","2","0","1710209","1210209","0","312009","0","0","0","0","0","0","28","5","0","0","1","2","1800110006","1","0","0","0","0","0","0","1","1031001","0","1202","1","4","200","0","0","1001431","1"
"102015","102015","2015","1","2","0","1710215","1210215","0","312015","0","0","0","0","0","0","28","5","0","0","1","2","1800110006","1","0","0","0","0","0","0","1","1031001","0","1208","1","4","200","0","0","1001431","1"
"102016","102016","2016","1","2","0","1710217","1210217","0","312017","0","0","0","0","0","0","28","5","0","0","1","2","1814630013","1","0","0","0","0","0","0","1","1031001","0","1210","1","4","200","0","0","1001590","1"
"102017","102017","2017","1","2","0","1710208","1210208","0","312008","0","0","0","0","0","0","28","5","0","0","1","2","1805010520","1","0","0","0","0","0","0","1","1031001","0","1201","1","4","200","0","0","1001692","1"
"102018","102018","2018","1","2","0","1710218","1210218","0","312018","0","0","0","0","0","0","28","5","0","0","1","2","1788022136","1","0","0","0","0","0","0","1","1031001","0","1211","1","4","200","0","0","1002063","1"
"102019","102019","2019","1","2","0","1710219","1210219","0","312019","0","0","0","0","0","0","28","5","0","0","1","2","1788022137","1","0","0","0","0","0","0","1","1031001","0","1212","1","4","200","0","0","0","1"
"102020","102020","2020","1","2","0","1710220","1210220","0","312020","0","0","0","0","0","0","28","5","0","0","1","2","1788022147","1","0","0","0","0","0","0","1","1031001","0","1213","1","4","200","0","0","0","1"
"102021","102021","2021","1","2","0","1710221","1210221","0","312021","0","0","0","0","0","0","28","5","0","0","1","2","1804302656","1","0","0","0","0","0","0","1","1031001","0","1214","1","4","200","0","0","0","1"
"102022","102022","2022","1","2","0","1710222","1210222","0","312022","0","0","0","0","0","0","28","5","0","0","1","2","1804302654","1","0","0","0","0","0","0","1","1031001","0","1215","1","4","200","0","1","0","0"
"102023","102023","2023","1","2","0","1710223","1210223","0","312023","0","0","0","0","0","0","28","5","0","0","1","2","1804302655","1","0","0","0","0","0","0","1","1031001","0","1216","1","4","200","0","0","0","1"
"103001","103001","3001","1","3","0","1710301","1210301","0","313001","0","111001","111002","4","5","0","0","0","0","0","1","1","4","400","0","0","0","0","0","103001","2","1031001","1032001","1001","1","4","200","1","0","0","0"
"103002","103002","3002","1","3","0","1710302","1210303","0","313002","0","111003","111004","4","5","0","24","5","26","5","1","2","1802001001","1","0","0","0","0","0","103002","2","1031002","1032001","1002","1","4","200","0","0","0","0"
"103003","103003","3003","1","3","0","1710303","1210306","0","313003","0","111005","111006","4","5","0","24","5","26","5","1","1","4","400","0","0","0","0","0","103003","2","1031003","1032001","1003","1","4","200","0","0","0","0"
"103004","103004","3004","1","3","0","1710304","1210309","0","313004","0","111007","111008","4","5","0","24","5","26","5","1","1","4","400","0","0","0","0","0","103004","2","1031004","1032001","1004","1","4","200","0","0","0","0"
"103007","103007","3007","1","3","0","1710314","1210314","0","313007","0","111007","111008","4","5","0","24","5","26","5","1","2","1811000001","1","0","0","0","0","0","103004","2","1031004","1032001","1008","1","4","200","0","0","1001337","1"
"103009","103009","3009","1","3","0","1710316","1210316","0","313009","0","111007","111008","4","5","0","24","5","26","5","1","2","1811000001","1","0","0","0","0","0","103004","2","1031004","1032001","1010","1","4","200","0","0","1001337","1"
"103010","103010","3010","1","3","0","1710313","1210313","0","313006","0","111007","111008","4","5","0","24","5","26","5","1","2","1800110008","1","0","0","0","0","0","103004","2","1031004","1032001","1007","1","4","200","0","0","1001433","1"
"103011","103011","3011","1","3","0","1710318","1210318","0","313011","0","111007","111008","4","5","0","24","5","26","5","1","2","1800110008","1","0","0","0","0","0","103004","2","1031004","1032001","1012","1","4","200","0","0","1001433","1"
"103012","103012","3012","1","3","0","1710320","1210320","0","313013","0","111007","111008","4","5","0","24","5","26","5","1","2","1825520015","1","0","0","0","0","0","103004","2","1031004","1032001","1014","1","4","200","0","0","1001592","1"
"103013","103013","3013","1","3","0","1710312","1210312","0","313005","0","111007","111008","4","5","0","24","5","26","5","1","2","1788022122","1","0","0","0","0","0","103004","2","1031004","1032001","1006","1","4","200","0","0","1001694","1"
"103014","103014","3014","1","3","0","1710321","1210321","0","313014","0","111007","111008","4","5","0","24","5","26","5","1","2","1788022131","1","0","0","0","0","0","103004","2","1031004","1032001","1015","1","4","200","0","0","1001909","1"
"103015","103015","3015","1","3","0","1710322","1210322","0","313015","0","111007","111008","4","5","0","24","5","26","5","1","2","1788022138","1","0","0","0","0","0","103004","2","1031004","1032001","1016","1","4","200","0","0","1002065","1"
"103016","103016","3016","1","3","0","1710323","1210323","0","313016","0","111007","111008","4","5","0","24","5","26","5","1","2","1788022148","1","0","0","0","0","0","103004","2","1031004","1032001","1017","1","4","200","0","0","0","1"
"103017","103017","3017","1","3","0","1710324","1210324","0","313017","0","111007","111008","4","5","0","24","5","26","5","1","2","1804302657","1","0","0","0","0","0","103004","2","1031004","1032001","1018","1","4","200","0","0","0","1"
"105001","105001","5001","1","5","0","1710601","1210601","0","315001","0","0","0","0","0","0","29","5","0","0","1","1","4","400","0","0","0","0","0","0","1","1031001","0","1005","1","4","200","0","0","0","0"
"105002","105002","5002","1","5","0","1710602","1210602","0","315002","0","0","0","0","0","0","29","5","0","0","1","1","4","400","0","0","0","0","0","0","1","1031001","0","1005","1","4","200","0","0","0","0"
"105003","105003","5003","1","5","0","1710603","1210603","0","315003","0","0","0","0","0","0","29","5","0","0","1","1","4","400","0","0","0","0","0","0","1","1031001","0","1005","1","4","200","0","0","0","0"
"105005","105005","5005","1","5","0","1710605","1210605","0","315005","0","0","0","0","0","0","29","5","0","0","1","1","4","400","0","0","0","0","0","0","1","1031001","0","1005","1","4","200","0","0","0","0"
"105007","105007","5007","1","5","0","1710607","1210607","0","315007","0","0","0","0","0","0","29","5","0","0","1","2","1800110004","1","0","0","0","0","0","0","1","1031001","0","1005","1","4","200","0","0","1001336","1"
"105008","105008","5008","1","5","0","1710608","1210608","0","315008","0","0","0","0","0","0","29","5","0","0","1","2","1800110004","1","0","0","0","0","0","0","1","1031001","0","1301","1","4","200","0","0","1001336","1"
"105009","105009","5009","1","5","0","1710610","1210610","0","315010","0","0","0","0","0","0","29","5","0","0","1","2","1800110007","1","0","0","0","0","0","0","1","1031001","0","1302","1","4","200","0","0","1001432","1"
"105010","105010","5010","1","5","0","1710604","1210604","0","315004","0","0","0","0","0","0","29","5","0","0","1","2","1820075014","1","0","0","0","0","0","0","0","1031005","0","1303","0","0","0","0","0","1001591","1"
"105011","105011","5011","1","5","0","1710606","1210606","0","315006","0","0","0","0","0","0","29","5","0","0","1","2","1796516321","1","0","0","0","0","0","0","1","1031001","0","1005","1","4","200","0","0","1001693","1"
"105012","105012","5012","1","5","0","1710609","1210609","0","315009","0","0","0","0","0","0","29","5","0","0","1","2","1804302677","1","0","0","0","0","0","0","1","1031001","0","1302","1","4","200","0","0","1001790","1"
"105014","105014","5014","1","5","0","1710614","1210614","0","315014","0","0","0","0","0","0","29","5","0","0","1","2","1788022132","1","0","0","0","0","0","0","1","5031001","0","4307","1","4","200","0","0","1001968","1"
"105015","105015","5015","1","5","0","1710615","1210615","0","315015","0","0","0","0","0","0","29","5","0","0","1","2","1788022132","1","0","0","0","0","0","0","1","5031001","0","4308","1","4","200","0","0","1001968","1"
"105016","105016","5016","1","5","0","1710616","1210616","0","315016","0","0","0","0","0","0","29","5","0","0","1","2","1788022134","1","0","0","0","0","0","0","1","5031001","0","4309","1","4","200","0","0","1002012","1"
"105017","105017","5017","1","5","0","1710617","1210617","0","315017","0","0","0","0","0","0","29","5","0","0","1","2","1788022139","1","0","0","0","0","0","0","1","5031001","0","4310","1","4","200","0","0","1002064","1"
"105018","105018","5018","1","5","0","1710618","1210618","0","315018","0","0","0","0","0","0","29","5","0","0","1","2","1788022140","1","0","0","0","0","0","0","1","5031001","0","4311","1","4","200","0","0","0","1"
"105019","105019","5019","1","5","0","1710611","1210611","0","315011","0","0","0","0","0","0","29","5","0","0","1","2","1804302651","1","0","0","0","0","0","0","1","1031001","0","1302","1","4","200","0","0","0","1"
"105020","105020","5020","1","5","0","1710612","1210612","0","315012","0","0","0","0","0","0","29","5","0","0","1","2","1804302653","1","0","0","0","0","0","0","1","1031001","0","1303","1","4","200","0","0","0","1"
"105021","105021","5021","1","5","0","1710621","1210621","0","315021","0","0","0","0","0","0","29","5","0","0","1","2","1804302659","1","0","0","0","0","0","0","1","5031001","0","4312","1","4","200","0","0","0","1"
"201001","201001","1001","2","1","0","1720101","1220101","0","321001","0","0","0","0","0","0","20","5","22","5","1","1","4","400","0","0","0","0","0","0","1","2031001","0","2101","1","4","200","0","0","0","0"
"201002","201002","1002","2","1","0","1720102","1220102","0","321002","0","0","0","0","0","0","20","5","22","5","1","1","4","400","0","0","0","0","0","0","1","2031001","0","2102","1","4","200","0","0","0","0"
"201003","201003","1003","2","1","0","1720103","1220103","0","321003","0","0","0","0","0","0","20","5","22","5","1","1","4","400","0","0","0","0","0","0","1","2031001","0","2103","1","4","200","0","0","0","0"
"201004","201004","1004","2","1","0","1720104","1220104","0","321004","0","0","0","0","0","0","20","5","22","5","1","1","4","400","0","0","0","0","0","0","1","2031001","0","2103","1","4","200","0","0","0","0"
"201005","201005","1005","2","1","0","1720105","1220105","0","321005","0","0","0","0","0","0","20","5","22","5","1","2","1811000002","1","0","0","0","0","0","0","1","2031001","0","2103","1","4","200","0","0","1001400","1"
"201006","201006","1006","2","1","0","1720106","1220106","0","321006","0","0","0","0","0","0","20","5","22","5","1","2","1800110009","1","0","0","0","0","0","0","1","2031001","0","2104","1","4","200","0","0","1001508","1"
"201007","201007","1007","2","1","0","1720107","1220107","0","321007","0","0","0","0","0","0","20","5","22","5","1","2","1788022146","1","0","0","0","0","0","0","1","2031001","0","2105","1","4","200","0","0","1002126","1"
"201008","201008","1008","2","1","0","1720108","1220108","0","321008","0","0","0","0","0","0","20","5","22","5","1","2","1804302652","1","0","0","0","0","0","0","1","2031001","0","2106","1","4","200","0","0","0","1"
"201009","201009","1009","2","1","0","1720109","1220109","0","321009","0","0","0","0","0","0","20","5","22","5","1","2","1804302658","1","0","0","0","0","0","0","1","2031001","0","2107","1","4","200","0","0","0","1"
"202001","202001","2001","2","2","0","1720201","1220201","0","322001","0","0","0","0","0","0","28","5","0","0","1","1","4","400","0","0","0","0","0","0","1","2031001","0","2201","1","4","200","0","0","0","0"
"202002","202002","2002","2","2","0","1720202","1220202","0","322002","0","0","0","0","0","0","28","5","0","0","1","1","4","400","0","0","0","0","0","0","1","2031001","0","2202","1","4","200","0","0","0","0"
"202003","202003","2003","2","2","0","1720203","1220203","0","322003","0","0","0","0","0","0","28","5","0","0","1","1","4","400","0","0","0","0","0","0","1","2031001","0","2203","1","4","200","0","0","0","0"
"202004","202004","2004","2","2","0","1720204","1220204","0","322004","0","0","0","0","0","0","28","5","0","0","1","1","4","400","0","0","0","0","0","0","1","2031001","0","2204","1","4","200","0","0","0","0"
"202005","202005","2005","2","2","0","1720205","1220205","0","322005","0","0","0","0","0","0","28","5","0","0","1","1","4","400","0","0","0","0","0","0","1","2031001","0","2204","1","4","200","0","0","0","0"
"202010","202010","2010","2","2","0","1720210","1220210","0","322010","0","0","0","0","0","0","28","5","0","0","1","2","1800110003","1","0","0","0","0","0","0","1","2031001","0","2207","1","4","200","0","0","1001335","1"
"202013","202013","2013","2","2","0","1720213","1220213","0","322013","0","0","0","0","0","0","28","5","0","0","1","2","1800110003","1","0","0","0","0","0","0","1","2031001","0","2210","1","4","200","0","0","1001335","1"
"202014","202014","2014","2","2","0","1720209","1220209","0","322009","0","0","0","0","0","0","28","5","0","0","1","2","1800110006","1","0","0","0","0","0","0","1","2031001","0","2206","1","4","200","0","0","1001431","1"
"202015","202015","2015","2","2","0","1720215","1220215","0","322015","0","0","0","0","0","0","28","5","0","0","1","2","1800110006","1","0","0","0","0","0","0","1","2031001","0","2212","1","4","200","0","0","1001431","1"
"202016","202016","2016","2","2","0","1720217","1220217","0","322017","0","0","0","0","0","0","28","5","0","0","1","2","1814630013","1","0","0","0","0","0","0","1","2031001","0","2214","1","4","200","0","0","1001590","1"
"202017","202017","2017","2","2","0","1720208","1220208","0","322008","0","0","0","0","0","0","28","5","0","0","1","2","1805010520","1","0","0","0","0","0","0","1","2031001","0","2205","1","4","200","0","0","1001692","1"
"202018","202018","2018","2","2","0","1720218","1220218","0","322018","0","0","0","0","0","0","28","5","0","0","1","2","1788022136","1","0","0","0","0","0","0","1","2031001","0","2215","1","4","200","0","0","1002063","1"
"202019","202019","2019","2","2","0","1720219","1220219","0","322019","0","0","0","0","0","0","28","5","0","0","1","2","1788022137","1","0","0","0","0","0","0","1","2031001","0","2216","1","4","200","0","0","0","1"
"202020","202020","2020","2","2","0","1720220","1220220","0","322020","0","0","0","0","0","0","28","5","0","0","1","2","1788022147","1","0","0","0","0","0","0","1","2031001","0","2217","1","4","200","0","0","0","1"
"202021","202021","2021","2","2","0","1720221","1220221","0","322021","0","0","0","0","0","0","28","5","0","0","1","2","1804302656","1","0","0","0","0","0","0","1","2031001","0","2218","1","4","200","0","0","0","1"
"202022","202022","2022","2","2","0","1720222","1220222","0","322022","0","0","0","0","0","0","28","5","0","0","1","2","1804302654","1","0","0","0","0","0","0","1","2031001","0","2219","1","4","200","0","1","0","0"
"202023","202023","2023","2","2","0","1720223","1220223","0","322023","0","0","0","0","0","0","28","5","0","0","1","2","1804302655","1","0","0","0","0","0","0","1","2031001","0","2220","1","4","200","0","0","0","1"
"203001","203001","3001","2","3","0","1720301","1220301","0","323001","0","121001","121002","4","5","0","0","0","0","0","1","1","4","400","0","0","0","0","0","203001","2","2031001","2032001","2001","1","4","200","1","0","0","0"
"203002","203002","3002","2","3","0","1720302","1220303","0","323002","0","121003","121004","4","5","0","24","5","26","5","1","2","1802002001","1","0","0","0","0","0","203002","2","2031002","2032002","2002","1","4","200","0","0","0","0"
"203003","203003","3003","2","3","0","1720303","1220306","0","323003","0","121005","121006","4","5","0","24","5","26","5","1","1","4","400","0","0","0","0","0","203003","2","2031003","2032003","2003","1","4","200","0","0","0","0"
"203004","203004","3004","2","3","0","1720304","1220309","0","323004","0","121007","121008","4","5","0","24","5","26","5","1","1","4","400","0","0","0","0","0","203004","2","2031004","2032004","2004","1","4","200","0","0","0","0"
"203007","203007","3007","2","3","0","1720314","1220314","0","323007","0","121007","121008","4","5","0","24","5","26","5","1","2","1811000001","1","0","0","0","0","0","203004","2","2031004","2032004","2007","1","4","200","0","0","1001337","1"
"203009","203009","3009","2","3","0","1720316","1220316","0","323009","0","121007","121008","4","5","0","24","5","26","5","1","2","1811000001","1","0","0","0","0","0","203002","2","2031004","2032004","2009","1","4","200","0","0","1001337","1"
"203010","203010","3010","2","3","0","1720313","1220313","0","323006","0","121007","121008","4","5","0","24","5","26","5","1","2","1800110008","1","0","0","0","0","0","203004","2","2031004","2032004","2006","1","4","200","0","0","1001433","1"
"203011","203011","3011","2","3","0","1720318","1220318","0","323011","0","121007","121008","4","5","0","24","5","26","5","1","2","1800110008","1","0","0","0","0","0","203002","2","2031004","2032004","2011","1","4","200","0","0","1001433","1"
"203012","203012","3012","2","3","0","1720320","1220320","0","323013","0","121007","121008","4","5","0","24","5","26","5","1","2","1825520015","1","0","0","0","0","0","203002","2","2031004","2032004","2013","1","4","200","0","0","1001592","1"
"203013","203013","3013","2","3","0","1720312","1220312","0","323005","0","121007","121008","4","5","0","24","5","26","5","1","2","1788022122","1","0","0","0","0","0","203004","2","2031004","2032004","2005","1","4","200","0","0","1001694","1"
"203014","203014","3014","2","3","0","1720321","1220321","0","323014","0","121007","121008","4","5","0","24","5","26","5","1","2","1788022131","1","0","0","0","0","0","203004","2","2031004","2032004","2015","1","4","200","0","0","1001909","1"
"203015","203015","3015","2","3","0","1720322","1220322","0","323015","0","121007","121008","4","5","0","24","5","26","5","1","2","1788022138","1","0","0","0","0","0","103004","2","2031004","2032004","2016","1","4","200","0","0","1002065","1"
"203016","203016","3016","2","3","0","1720323","1220323","0","323016","0","121007","121008","4","5","0","24","5","26","5","1","2","1788022148","1","0","0","0","0","0","103004","2","2031004","2032004","2017","1","4","200","0","0","0","1"
"203017","203017","3017","2","3","0","1720324","1220324","0","323017","0","121007","121008","4","5","0","24","5","26","5","1","2","1804302657","1","0","0","0","0","0","103004","2","2031004","2032004","2018","1","4","200","0","0","0","1"
"205001","205001","5001","2","5","0","1720601","1220601","0","325001","0","0","0","0","0","0","29","5","0","0","1","1","4","400","0","0","0","0","0","0","1","2031001","0","2301","1","4","200","0","0","0","0"
"205002","205002","5002","2","5","0","1720602","1220602","0","325002","0","0","0","0","0","0","29","5","0","0","1","1","4","400","0","0","0","0","0","0","1","2031001","0","2302","1","4","200","0","0","0","0"
"205003","205003","5003","2","5","0","1720603","1220603","0","325003","0","0","0","0","0","0","29","5","0","0","1","1","4","400","0","0","0","0","0","0","1","2031001","0","2303","1","4","200","0","0","0","0"
"205005","205005","5005","2","5","0","1720605","1220605","0","325005","0","0","0","0","0","0","29","5","0","0","1","1","4","400","0","0","0","0","0","0","1","2031001","0","2303","1","4","200","0","0","0","0"
"205007","205007","5007","2","5","0","1720607","1220607","0","325007","0","0","0","0","0","0","29","5","0","0","1","2","1800110004","1","0","0","0","0","0","0","1","2031001","0","2303","1","4","200","0","0","1001336","1"
"205008","205008","5008","2","5","0","1720608","1220608","0","325008","0","0","0","0","0","0","29","5","0","0","1","2","1800110004","1","0","0","0","0","0","0","1","2031001","0","2304","1","4","200","0","0","1001336","1"
"205009","205009","5009","2","5","0","1720610","1220610","0","325010","0","0","0","0","0","0","29","5","0","0","1","2","1800110007","1","0","0","0","0","0","0","1","2031001","0","2305","1","4","200","0","0","1001432","1"
"205010","205010","5010","2","5","0","1720604","1220604","0","325004","0","0","0","0","0","0","29","5","0","0","1","2","1820075014","1","0","0","0","0","0","0","0","1031005","0","1303","0","0","0","0","0","1001591","1"
"205011","205011","5011","2","5","0","1720606","1220606","0","325006","0","0","0","0","0","0","29","5","0","0","1","2","1796516321","1","0","0","0","0","0","0","1","2031001","0","2303","1","4","200","0","0","1001693","1"
"205012","205012","5012","2","5","0","1720609","1220609","0","325009","0","0","0","0","0","0","29","5","0","0","1","2","1804302677","1","0","0","0","0","0","0","1","2031001","0","2305","1","4","200","0","0","1001790","1"
"205014","205014","5014","2","5","0","1720614","1220614","0","325014","0","0","0","0","0","0","29","5","0","0","1","2","1788022132","1","0","0","0","0","0","0","1","5031001","0","4307","1","4","200","0","0","1001968","1"
"205015","205015","5015","2","5","0","1720615","1220615","0","325015","0","0","0","0","0","0","29","5","0","0","1","2","1788022132","1","0","0","0","0","0","0","1","5031001","0","4308","1","4","200","0","0","1001968","1"
"205016","205016","5016","2","5","0","1720616","1220616","0","325016","0","0","0","0","0","0","29","5","0","0","1","2","1788022134","1","0","0","0","0","0","0","1","5031001","0","4309","1","4","200","0","0","1002012","1"
"205017","205017","5017","2","5","0","1720617","1220617","0","325017","0","0","0","0","0","0","29","5","0","0","1","2","1788022139","1","0","0","0","0","0","0","1","5031001","0","4310","1","4","200","0","0","1002064","1"
"205018","205018","5018","2","5","0","1720618","1220618","0","325018","0","0","0","0","0","0","29","5","0","0","1","2","1788022140","1","0","0","0","0","0","0","1","5031001","0","4311","1","4","200","0","0","0","1"
"205019","205019","5019","2","5","0","1720611","1220611","0","325011","0","0","0","0","0","0","29","5","0","0","1","2","1804302651","1","0","0","0","0","0","0","1","2031001","0","2305","1","4","200","0","0","0","1"
"205020","205020","5020","2","5","0","1720612","1220612","0","325012","0","0","0","0","0","0","29","5","0","0","1","2","1804302653","1","0","0","0","0","0","0","1","5031001","0","1303","1","4","200","0","0","0","1"
"205021","205021","5021","2","5","0","1720621","1220621","0","325021","0","0","0","0","0","0","29","5","0","0","1","2","1804302659","1","0","0","0","0","0","0","1","5031001","0","4312","1","4","200","0","0","0","1"
"301001","301001","1001","3","1","0","1730101","1230101","0","331001","0","0","0","0","0","0","20","5","22","5","1","1","4","400","0","0","0","0","0","0","1","3031001","0","3005","1","4","200","0","0","0","0"
"301002","301002","1002","3","1","0","1730102","1230102","0","331002","0","0","0","0","0","0","20","5","22","5","1","1","4","400","0","0","0","0","0","0","1","3031001","0","3005","1","4","200","0","0","0","0"
"301003","301003","1003","3","1","0","1730103","1230103","0","331003","0","0","0","0","0","0","20","5","22","5","1","1","4","400","0","0","0","0","0","0","1","3031001","0","3005","1","4","200","0","0","0","0"
"301004","301004","1004","3","1","0","1730104","1230104","0","331004","0","0","0","0","0","0","20","5","22","5","1","1","4","400","0","0","0","0","0","0","1","3031001","0","3005","1","4","200","0","0","0","0"
"301005","301005","1005","3","1","0","1730105","1230105","0","331005","0","0","0","0","0","0","20","5","22","5","1","2","1811000002","1","0","0","0","0","0","0","1","3031001","0","3005","1","4","200","0","0","1001400","1"
"301006","301006","1006","3","1","0","1730106","1230106","0","331006","0","0","0","0","0","0","20","5","22","5","1","2","1800110009","1","0","0","0","0","0","0","1","3031001","0","3101","1","4","200","0","0","1001508","1"
"301007","301007","1007","3","1","0","1730107","1230107","0","331007","0","0","0","0","0","0","20","5","22","5","1","2","1788022146","1","0","0","0","0","0","0","1","3031001","0","3102","1","4","200","0","0","1002126","1"
"301008","301008","1008","3","1","0","1730108","1230108","0","331008","0","0","0","0","0","0","20","5","22","5","1","2","1804302652","1","0","0","0","0","0","0","1","3031001","0","3103","1","4","200","0","0","0","1"
"301009","301009","1009","3","1","0","1730109","1230109","0","331009","0","0","0","0","0","0","20","5","22","5","1","2","1804302658","1","0","0","0","0","0","0","1","3031001","0","3104","1","4","200","0","0","0","1"
"302001","302001","2001","3","2","0","1730201","1230201","0","332001","0","0","0","0","0","0","28","5","0","0","1","1","4","400","0","0","0","0","0","0","1","3031001","0","3005","1","4","200","0","0","0","0"
"302002","302002","2002","3","2","0","1730202","1230202","0","332002","0","0","0","0","0","0","28","5","0","0","1","1","4","400","0","0","0","0","0","0","1","3031001","0","3005","1","4","200","0","0","0","0"
"302003","302003","2003","3","2","0","1730203","1230203","0","332003","0","0","0","0","0","0","28","5","0","0","1","1","4","400","0","0","0","0","0","0","1","3031001","0","3005","1","4","200","0","0","0","0"
"302004","302004","2004","3","2","0","1730204","1230204","0","332004","0","0","0","0","0","0","28","5","0","0","1","1","4","400","0","0","0","0","0","0","1","3031001","0","3005","1","4","200","0","0","0","0"
"302005","302005","2005","3","2","0","1730205","1230205","0","332005","0","0","0","0","0","0","28","5","0","0","1","1","4","400","0","0","0","0","0","0","1","3031001","0","3005","1","4","200","0","0","0","0"
"302010","302010","2010","3","2","0","1730210","1230210","0","332010","0","0","0","0","0","0","28","5","0","0","1","2","1800110003","1","0","0","0","0","0","0","1","3031001","0","3203","1","4","200","0","0","1001335","1"
"302013","302013","2013","3","2","0","1730213","1230213","0","332013","0","0","0","0","0","0","28","5","0","0","1","2","1800110003","1","0","0","0","0","0","0","1","3031001","0","3206","1","4","200","0","0","1001335","1"
"302014","302014","2014","3","2","0","1730209","1230209","0","332009","0","0","0","0","0","0","28","5","0","0","1","2","1800110006","1","0","0","0","0","0","0","1","3031001","0","3202","1","4","200","0","0","1001431","1"
"302015","302015","2015","3","2","0","1730215","1230215","0","332015","0","0","0","0","0","0","28","5","0","0","1","2","1800110006","1","0","0","0","0","0","0","1","3031001","0","3208","1","4","200","0","0","1001431","1"
