"Name","PackageId","OpenEffect","RewardType1","RewardId1","RewardValue1","RewardType2","RewardId2","RewardValue2","RewardType3","RewardId3","RewardValue3","RewardItem1","RewardItemValue1","RewardItem2","RewardItemValue2","RewardItem3","RewardItemValue3","RewardItem4","RewardItemValue4","RewardItem5","RewardItemValue5","RewardItem6","RewardItemValue6","RewardItem7","RewardItemValue7"
"601201105","601201105","0","2","(2)","100","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200601","601200601","0","2","(2)","100","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200602","601200602","0","2","(2)","100","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200603","601200603","0","2","(2)","100","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200604","601200604","0","2","(2)","100","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200701","601200701","0","2","(2)","100","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200702","601200702","0","2","(2)","100","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200703","601200703","0","2","(2)","100","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200801","601200801","0","2","(2)","100","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200802","601200802","0","2","(2)","100","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200803","601200803","0","2","(2)","100","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200901","601200901","0","2","(2)","100","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200902","601200902","0","2","(2)","100","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601100101","601100101","0","1","(901200103,901200103,901200103,901200103,901200103,901200103)","20","1","(901200203,901200203,901200203,901200203,901200203,901200203)","10","1","(901200303,901200303,901200303,901200303,901200303,901200303)","10","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601100102","601100102","0","1","(901200104,901200104,901200104,901200104,901200104,901200104)","10","1","(901200204,901200204,901200204,901200204,901200204,901200204)","5","1","(901200304,901200304,901200304,901200304,901200304,901200304)","5","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601100103","601100103","0","1","(902200202,902200202,902200202,902200202,902200202,902200202)","20","1","(902200301,902200301,902200301,902200301,902200301,902200301)","20","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601100104","601100104","0","1","(902200203,902200203,902200203,902200203,902200203,902200203)","10","1","(902200302,902200302,902200302,902200302,902200302,902200302)","10","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601100105","601100105","0","2","(11)","2000","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601100106","601100106","0","2","(11)","40000","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601100107","601100107","0","2","(12)","3000","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601100108","601100108","0","2","(12)","60000","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601100109","601100109","0","1","(604200102,604200102,604200102,604200102,604200102,604200102)","200","1","(605200102,605200102,605200102,605200102,605200102,605200102)","200","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601100110","601100110","0","1","(604200103,604200103,604200103,604200103,604200103,604200103)","200","1","(605200103,605200103,605200103,605200103,605200103,605200103)","200","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601100111","601100111","0","1","(701200102,701200102,701200102,701200102,701200102,701200102)","10","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601100112","601100112","0","1","(701200202,701200202,701200202,701200202,701200202,701200202)","10","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601100113","601100113","0","1","(521200001,521200001,521200001,521200001,521200001,521200001)","10","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601100114","601100114","0","1","(621200001,621200001,621200001,621200001,621200001,621200001)","50","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200150","601200150","0","1","(501200013,501200013,501200013,501200013,501200013,501200013)","5","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200151","601200151","0","1","(501200023,501200023,501200023,501200023,501200023,501200023)","5","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200152","601200152","0","1","(501200043,501200043,501200043,501200043,501200043,501200043)","5","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200153","601200153","0","1","(517200103,517200103,517200103,517200103,517200103,517200103)","5","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200154","601200154","0","1","(517200203,517200203,517200203,517200203,517200203,517200203)","5","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200155","601200155","0","1","(517200303,517200303,517200303,517200303,517200303,517200303)","5","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200156","601200156","0","1","(517200403,517200403,517200403,517200403,517200403,517200403)","5","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200157","601200157","0","1","(501200014,501200014,501200014,501200014,501200014,501200014)","5","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200158","601200158","0","1","(501200024,501200024,501200024,501200024,501200024,501200024)","5","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200159","601200159","0","1","(501200044,501200044,501200044,501200044,501200044,501200044)","5","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200160","601200160","0","1","(517200104,517200104,517200104,517200104,517200104,517200104)","5","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200161","601200161","0","1","(517200204,517200204,517200204,517200204,517200204,517200204)","5","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200162","601200162","0","1","(517200304,517200304,517200304,517200304,517200304,517200304)","5","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200163","601200163","0","1","(517200404,517200404,517200404,517200404,517200404,517200404)","5","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200164","601200164","0","1","(902200102,902200102,902200102,902200102,902200102,902200102)","50","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200165","601200165","0","1","(901200402,901200402,901200402,901200402,901200402,901200402)","50","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601101201","601101201","0","2","(2)","120","1","(602200801,602200801,602200801,602200801,602200801,602200801)","1","1","(601200501,601200501,601200501,601200501,601200501,601200501)","3","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601101202","601101202","0","2","(2)","200","1","(602200802,602200802,602200802,602200802,602200802,602200802)","1","1","(601200502,601200502,601200502,601200502,601200502,601200502)","1","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601101203","601101203","0","2","(2)","400","1","(602200803,602200803,602200803,602200803,602200803,602200803)","1","1","(601200503,601200503,601200503,601200503,601200503,601200503)","1","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601101204","601101204","0","2","(2)","1200","1","(602200804,602200804,602200804,602200804,602200804,602200804)","1","1","(601200505,601200505,601200505,601200505,601200505,601200505)","1","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601101205","601101205","0","2","(2)","2000","1","(602200805,602200805,602200805,602200805,602200805,602200805)","1","1","(601200506,601200506,601200506,601200506,601200506,601200506)","1","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601101206","601101206","0","2","(2)","4000","1","(602200806,602200806,602200806,602200806,602200806,602200806)","1","1","(601200506,601200506,601200506,601200506,601200506,601200506)","2","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601101301","601101301","0","2","(2)","20000","2","(12)","2000","1","(601200501,601200501,601200501,601200501,601200501,601200501)","1","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601101302","601101302","0","2","(2)","60000","2","(12)","6000","1","(601200501,601200501,601200501,601200501,601200501,601200501)","3","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601101303","601101303","0","2","(2)","100000","2","(12)","10000","1","(601200502,601200502,601200502,601200502,601200502,601200502)","1","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601101401","601101401","0","2","(2)","2000","1","(200201010,200202010,200203010,200204010,200205010,200206010)","1","1","(301201008,301202008,301203008,301204008,301205008,301206008)","1","(302201008,302202008,302203008,302204008,302205008,302206008)","1","(303201008,303202008,303203008,303204008,303205008,303206008)","1","(304201008,304202008,304203008,304204008,304205008,304206008)","1","(0)","0","(0)","0","(0)","0","(0)","0"
"601101402","601101402","0","2","(2)","2000","1","(602200502,602200502,602200502,602200502,602200502,602200502)","2","1","(602200503,602200503,602200503,602200503,602200503,602200503)","1","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601101501","601101501","0","1","(508200002,508200002,508200002,508200002,508200002,508200002)","20","1","(508200003,508200003,508200003,508200003,508200003,508200003)","10","1","(508200004,508200004,508200004,508200004,508200004,508200004)","3","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601101502","601101502","0","1","(601200503,601200503,601200503,601200503,601200503,601200503)","5","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601101503","601101503","0","2","(12)","100000","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601101504","601101504","0","2","(11)","200000","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601100201","601100201","0","2","(12)","100","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601100202","601100202","0","2","(12)","4000","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601100203","601100203","0","2","(12)","20000","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601100204","601100204","0","2","(12)","100000","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601100205","601100205","0","2","(12)","500000","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601100207","601100207","0","2","(12)","10000","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601100208","601100208","0","2","(12)","100000","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601100209","601100209","0","2","(12)","1000000","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601100301","601100301","0","2","(11)","100","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601100302","601100302","0","2","(11)","2000","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601100303","601100303","0","2","(11)","10000","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601100304","601100304","0","2","(11)","50000","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601100305","601100305","0","2","(11)","500000","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601100307","601100307","0","2","(11)","10000","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601100308","601100308","0","2","(11)","100000","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601100309","601100309","0","2","(11)","1000000","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601100401","601100401","0","2","(2)","100","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601100402","601100402","0","2","(2)","1000","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601100403","601100403","0","2","(2)","10000","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601100404","601100404","0","2","(2)","100000","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601100405","601100405","0","2","(2)","500000","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601100501","601100501","0","2","(18)","1","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601100502","601100502","0","2","(18)","5","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601100503","601100503","0","2","(18)","10","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601100504","601100504","0","2","(18)","15","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601100505","601100505","0","2","(18)","30","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601100506","601100506","0","2","(18)","60","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601100507","601100507","0","2","(18)","180","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601100508","601100508","0","2","(18)","480","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601100509","601100509","0","2","(18)","900","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601100510","601100510","0","2","(18)","1440","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601100511","601100511","0","2","(18)","4320","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601100512","601100512","0","2","(18)","10080","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601100513","601100513","0","2","(18)","43200","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200101","601200101","0","1","(901200103,901200103,901200103,901200103,901200103,901200103)","20","1","(901200203,901200203,901200203,901200203,901200203,901200203)","10","1","(901200303,901200303,901200303,901200303,901200303,901200303)","10","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200102","601200102","0","1","(901200104,901200104,901200104,901200104,901200104,901200104)","10","1","(901200204,901200204,901200204,901200204,901200204,901200204)","5","1","(901200304,901200304,901200304,901200304,901200304,901200304)","5","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200103","601200103","0","1","(902200202,902200202,902200202,902200202,902200202,902200202)","20","1","(902200301,902200301,902200301,902200301,902200301,902200301)","20","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200104","601200104","0","1","(902200203,902200203,902200203,902200203,902200203,902200203)","10","1","(902200302,902200302,902200302,902200302,902200302,902200302)","10","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200105","601200105","0","2","(11)","2000","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200106","601200106","0","2","(11)","40000","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200107","601200107","0","2","(12)","3000","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200108","601200108","0","2","(12)","60000","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200109","601200109","0","1","(604200102,604200102,604200102,604200102,604200102,604200102)","200","1","(605200102,605200102,605200102,605200102,605200102,605200102)","200","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200110","601200110","0","1","(604200103,604200103,604200103,604200103,604200103,604200103)","200","1","(605200103,605200103,605200103,605200103,605200103,605200103)","200","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200111","601200111","0","1","(701200102,701200102,701200102,701200102,701200102,701200102)","10","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200112","601200112","0","1","(701200202,701200202,701200202,701200202,701200202,701200202)","10","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200113","601200113","0","1","(521200001,521200001,521200001,521200001,521200001,521200001)","10","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200114","601200114","0","1","(621200001,621200001,621200001,621200001,621200001,621200001)","50","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601201201","601201201","0","2","(2)","120","1","(602200801,602200801,602200801,602200801,602200801,602200801)","1","1","(601200501,601200501,601200501,601200501,601200501,601200501)","3","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601201202","601201202","0","2","(2)","200","1","(602200802,602200802,602200802,602200802,602200802,602200802)","1","1","(601200502,601200502,601200502,601200502,601200502,601200502)","1","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601201203","601201203","0","2","(2)","400","1","(602200803,602200803,602200803,602200803,602200803,602200803)","1","1","(601200503,601200503,601200503,601200503,601200503,601200503)","1","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601201204","601201204","0","2","(2)","1200","1","(602200804,602200804,602200804,602200804,602200804,602200804)","1","1","(601200505,601200505,601200505,601200505,601200505,601200505)","1","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601201205","601201205","0","2","(2)","2000","1","(602200805,602200805,602200805,602200805,602200805,602200805)","1","1","(601200506,601200506,601200506,601200506,601200506,601200506)","1","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601201206","601201206","0","2","(2)","4000","1","(602200806,602200806,602200806,602200806,602200806,602200806)","1","1","(601200506,601200506,601200506,601200506,601200506,601200506)","2","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601201301","601201301","0","2","(2)","20000","2","(12)","2000","1","(601200501,601200501,601200501,601200501,601200501,601200501)","1","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601201302","601201302","0","2","(2)","60000","2","(12)","6000","1","(601200501,601200501,601200501,601200501,601200501,601200501)","3","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601201303","601201303","0","2","(2)","100000","2","(12)","10000","1","(601200502,601200502,601200502,601200502,601200502,601200502)","1","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601201401","601201401","0","2","(2)","2000","1","(200201010,200202010,200203010,200204010,200205010,200206010)","1","1","(301201008,301202008,301203008,301204008,301205008,301206008)","1","(302201008,302202008,302203008,302204008,302205008,302206008)","1","(303201008,303202008,303203008,303204008,303205008,303206008)","1","(304201008,304202008,304203008,304204008,304205008,304206008)","1","(0)","0","(0)","0","(0)","0","(0)","0"
"601201402","601201402","0","2","(2)","2000","1","(602200502,602200502,602200502,602200502,602200502,602200502)","2","1","(602200503,602200503,602200503,602200503,602200503,602200503)","1","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601201501","601201501","0","1","(508200002,508200002,508200002,508200002,508200002,508200002)","20","1","(508200003,508200003,508200003,508200003,508200003,508200003)","10","1","(508200004,508200004,508200004,508200004,508200004,508200004)","3","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601201502","601201502","0","1","(601200503,601200503,601200503,601200503,601200503,601200503)","5","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601201503","601201503","0","2","(12)","100000","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601201504","601201504","0","2","(11)","200000","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200201","601200201","0","2","(12)","100","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200202","601200202","0","2","(12)","4000","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200203","601200203","0","2","(12)","20000","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200204","601200204","0","2","(12)","100000","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200205","601200205","0","2","(12)","500000","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200207","601200207","0","2","(12)","10000","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200208","601200208","0","2","(12)","100000","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200209","601200209","0","2","(12)","1000000","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200301","601200301","0","2","(11)","100","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200302","601200302","0","2","(11)","2000","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200303","601200303","0","2","(11)","10000","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200304","601200304","0","2","(11)","50000","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200305","601200305","0","2","(11)","500000","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
