"Name","Drop_Reward_Object_GroupID","ObjectID","Object_Drop_Chance","Object_Drop_Datum_Point","Object_Drop_Datum_Point_Range"
"275","30710","600301310","60","2","900"
"276","30710","600301311","28","2","900"
"277","30710","600301312","12","2","900"
"278","30810","600300510","67","2","5100"
"279","30810","600300511","30","2","5100"
"280","30810","600300512","3","2","5100"
"281","30910","600300610","67","2","6000"
"282","30910","600300611","30","2","6000"
"283","30910","600300612","3","2","6000"
"284","31010","600300710","67","2","6000"
"285","31010","600300711","30","2","6000"
"286","31010","600300712","3","2","6000"
"287","31110","600300810","67","2","6000"
"288","31110","600300811","30","2","6000"
"289","31110","600300812","3","2","6000"
"290","31210","600300910","67","2","6000"
"291","31210","600300911","30","2","6000"
"292","31210","600300912","3","2","6000"
"293","31310","600301010","67","2","4000"
"294","31310","600301011","30","2","4000"
"295","31310","600301012","3","2","4000"
"296","31410","600301110","67","2","4000"
"297","31410","600301111","30","2","4000"
"298","31410","600301112","3","2","4000"
"299","31510","600302010","67","2","4000"
"300","31510","600302011","30","2","4000"
"301","31510","600302012","3","2","4000"
"302","31610","600302110","67","2","4000"
"303","31610","600302111","30","2","4000"
"304","31610","600302112","3","2","4000"
"305","31710","600303010","67","2","4000"
"306","31710","600303011","30","2","4000"
"307","31710","600303012","3","2","4000"
"308","31810","600304110","67","2","4000"
"309","31810","600304111","30","2","4000"
"310","31810","600304112","3","2","4000"
"311","31910","600305010","67","2","4000"
"312","31910","600305011","30","2","4000"
"313","31910","600305012","3","2","4000"
"314","32010","600306110","67","2","4000"
"315","32010","600306111","30","2","4000"
"316","32010","600306112","3","2","4000"
"317","30120","600300220","67","2","5500"
"318","30120","600300221","30","2","5500"
"319","30120","600300222","3","2","5500"
"320","30220","600300320","67","2","5500"
"321","30220","600300321","30","2","5500"
"322","30220","600300322","3","2","5500"
"323","30320","600300420","67","2","5000"
"324","30320","600300421","30","2","5000"
"325","30320","600300422","3","2","5000"
"326","30420","600300120","58","2","8200"
"327","30420","600300121","30","2","8200"
"328","30420","600300122","12","2","8200"
"329","30520","600200120","50","2","9000"
"330","30520","600200121","25","2","9000"
"331","30520","600200122","10","2","9000"
"332","30520","600200123","8","2","9000"
"333","30520","600200124","7","2","9000"
"334","30620","600301220","90","2","900"
"335","30620","600301221","8","2","900"
"336","30620","600301222","2","2","900"
"337","30720","600301320","60","2","900"
"338","30720","600301321","28","2","900"
"339","30720","600301322","12","2","900"
"340","30820","600300520","67","2","5100"
"341","30820","600300521","30","2","5100"
"342","30820","600300522","3","2","5100"
"343","30920","600300620","67","2","6000"
"344","30920","600300621","30","2","6000"
"345","30920","600300622","3","2","6000"
"346","31020","600300720","67","2","6000"
"347","31020","600300721","30","2","6000"
"348","31020","600300722","3","2","6000"
"349","31120","600300820","67","2","6000"
"350","31120","600300821","30","2","6000"
"351","31120","600300822","3","2","6000"
"352","31220","600300920","67","2","6000"
"353","31220","600300921","30","2","6000"
"354","31220","600300922","3","2","6000"
"355","31320","600301020","67","2","4000"
"356","31320","600301021","30","2","4000"
"357","31320","600301022","3","2","4000"
"358","31420","600301120","67","2","4000"
"359","31420","600301121","30","2","4000"
"360","31420","600301122","3","2","4000"
"361","31520","600302020","67","2","4000"
"362","31520","600302021","30","2","4000"
"363","31520","600302022","3","2","4000"
"364","31620","600302120","67","2","4000"
"365","31620","600302121","30","2","4000"
"366","31620","600302122","3","2","4000"
"367","31720","600303020","67","2","4000"
"368","31720","600303021","30","2","4000"
"369","31720","600303022","3","2","4000"
"370","31820","600304120","67","2","4000"
"371","31820","600304121","30","2","4000"
"372","31820","600304122","3","2","4000"
"373","31920","600305020","67","2","4000"
"374","31920","600305021","30","2","4000"
"375","31920","600305022","3","2","4000"
"376","32020","600306120","67","2","4000"
"377","32020","600306121","30","2","4000"
"378","32020","600306122","3","2","4000"
"379","30130","600300230","67","2","5500"
"380","30130","600300231","30","2","5500"
"381","30130","600300232","3","2","5500"
"382","30230","600300330","67","2","5500"
"383","30230","600300331","30","2","5500"
"384","30230","600300332","3","2","5500"
"385","30330","600300430","67","2","5000"
"386","30330","600300431","30","2","5000"
"387","30330","600300432","3","2","5000"
"388","30430","600300130","58","2","8200"
"389","30430","600300131","30","2","8200"
"390","30430","600300132","12","2","8200"
"391","30530","600200130","50","2","9000"
"392","30530","600200131","25","2","9000"
"393","30530","600200132","10","2","9000"
"394","30530","600200133","8","2","9000"
"395","30530","600200134","7","2","9000"
"396","30630","600301230","90","2","900"
"397","30630","600301231","8","2","900"
"398","30630","600301232","2","2","900"
"399","30730","600301330","60","2","900"
"400","30730","600301331","28","2","900"
"401","30730","600301332","12","2","900"
"402","30830","600300530","67","2","5100"
"403","30830","600300531","30","2","5100"
"404","30830","600300532","3","2","5100"
"405","30930","600300630","67","2","6000"
"406","30930","600300631","30","2","6000"
"407","30930","600300632","3","2","6000"
"408","31030","600300730","67","2","6000"
"409","31030","600300731","30","2","6000"
"410","31030","600300732","3","2","6000"
"411","31130","600300830","67","2","6000"
"412","31130","600300831","30","2","6000"
"413","31130","600300832","3","2","6000"
"414","31230","600300930","67","2","6000"
"415","31230","600300931","30","2","6000"
"416","31230","600300932","3","2","6000"
"417","31330","600301030","67","2","4000"
"418","31330","600301031","30","2","4000"
"419","31330","600301032","3","2","4000"
"420","31430","600301130","67","2","4000"
"421","31430","600301131","30","2","4000"
"422","31430","600301132","3","2","4000"
"423","31530","600302030","67","2","4000"
"424","31530","600302031","30","2","4000"
"425","31530","600302032","3","2","4000"
"426","31630","600302130","67","2","4000"
"427","31630","600302131","30","2","4000"
"428","31630","600302132","3","2","4000"
"429","31730","600303030","67","2","4000"
"430","31730","600303031","30","2","4000"
"431","31730","600303032","3","2","4000"
"432","31830","600304130","67","2","4000"
"433","31830","600304131","30","2","4000"
"434","31830","600304132","3","2","4000"
"435","31930","600305030","67","2","4000"
"436","31930","600305031","30","2","4000"
"437","31930","600305032","3","2","4000"
"438","32030","600306130","67","2","4000"
"439","32030","600306131","30","2","4000"
"440","32030","600306132","3","2","4000"
"441","32130","600301430","0","2","8200"
"442","32130","600301431","70","2","8200"
"443","32130","600301432","30","2","8200"
"444","40100","0","0","2","1600"
"445","40100","0","0","2","1600"
"446","40100","301101101","90","2","1600"
"447","40100","301101102","8","2","1600"
"448","40100","301101103","2","2","1600"
"449","50100","0","0","2","1600"
"450","50100","0","0","2","1600"
"451","50100","300100901","90","2","1600"
"452","50100","300100902","8","2","1600"
"453","50100","300100903","2","2","1600"
"454","50110","0","0","2","1600"
"455","50110","0","0","2","1600"
"456","50110","300100911","0","2","1600"
"457","50110","300100912","70","2","1600"
"458","50110","300100913","30","2","1600"
"459","1010301","311012113","100","2","1000"
"460","1010301","311012114","0","2","1000"
"461","1010301","311012115","0","2","1000"
"462","1010302","311012123","100","2","1250"
"463","1010302","311012124","0","2","1250"
"464","1010302","311012125","0","2","1250"
"465","1010303","311012133","100","2","1250"
"466","1010303","311012134","0","2","1250"
"467","1010303","311012135","0","2","1250"
"468","1010304","311012143","100","2","1000"
"469","1010304","311012144","0","2","1000"
"470","1010304","311012145","0","2","1000"
"471","1010305","311012153","100","2","1000"
"472","1010305","311012154","0","2","1000"
"473","1010305","311012155","0","2","1000"
"474","1010501","311012213","100","2","1250"
"475","1010501","311012214","0","2","1250"
"476","1010501","311012215","0","2","1250"
"477","1010502","311012223","100","2","1250"
"478","1010502","311012224","0","2","1250"
"479","1010502","311012225","0","2","1250"
"480","1010503","311012233","100","2","1250"
"481","1010503","311012234","0","2","1250"
"482","1010503","311012235","0","2","1250"
"483","1011001","311012313","100","2","1250"
"484","1011001","311012314","0","2","1250"
"485","1011001","311012315","0","2","1250"
"486","1011002","311012323","100","2","1250"
"487","1011002","311012324","0","2","1250"
"488","1011002","311012325","0","2","1250"
"489","1011003","311012333","100","2","1250"
"490","1011003","311012334","0","2","1250"
"491","1011003","311012335","0","2","1250"
"492","1020301","311022113","100","2","1000"
"493","1020301","311022114","0","2","1000"
"494","1020301","311022115","0","2","1000"
"495","1020302","311022123","100","2","1250"
"496","1020302","311022124","0","2","1250"
"497","1020302","311022125","0","2","1250"
"498","1020303","311022133","100","2","1250"
"499","1020303","311022134","0","2","1250"
"500","1020303","311022135","0","2","1250"
"501","1020304","311022143","100","2","1000"
"502","1020304","311022144","0","2","1000"
"503","1020304","311022145","0","2","1000"
"504","1020305","311022153","100","2","1000"
"505","1020305","311022154","0","2","1000"
"506","1020305","311022155","0","2","1000"
"507","1020501","311022213","100","2","1250"
"508","1020501","311022214","0","2","1250"
"509","1020501","311022215","0","2","1250"
"510","1020502","311022223","100","2","1250"
"511","1020502","311022224","0","2","1250"
"512","1020502","311022225","0","2","1250"
"513","1020503","311022233","100","2","1250"
"514","1020503","311022234","0","2","1250"
"515","1020503","311022235","0","2","1250"
"516","1021001","311022313","100","2","1250"
"517","1021001","311022314","0","2","1250"
"518","1021001","311022315","0","2","1250"
"519","1021002","311022323","100","2","1250"
"520","1021002","311022324","0","2","1250"
"521","1021002","311022325","0","2","1250"
"522","1021003","311022333","100","2","1250"
"523","1021003","311022334","0","2","1250"
"524","1021003","311022335","0","2","1250"
"525","1030301","311032113","85","2","1000"
"526","1030301","311032114","15","2","1000"
"527","1030301","311032115","0","2","1000"
"528","1030302","311032123","85","2","1250"
"529","1030302","311032124","15","2","1250"
"530","1030302","311032125","0","2","1250"
"531","1030303","311032133","85","2","1250"
"532","1030303","311032134","15","2","1250"
"533","1030303","311032135","0","2","1250"
"534","1030304","311032143","85","2","1000"
"535","1030304","311032144","15","2","1000"
"536","1030304","311032145","0","2","1000"
"537","1030305","311032153","85","2","1000"
"538","1030305","311032154","15","2","1000"
"539","1030305","311032155","0","2","1000"
"540","1030501","311032213","85","2","1250"
"541","1030501","311032214","15","2","1250"
"542","1030501","311032215","0","2","1250"
"543","1030502","311032223","85","2","1250"
"544","1030502","311032224","15","2","1250"
"545","1030502","311032225","0","2","1250"
"546","1030503","311032233","85","2","1250"
"547","1030503","311032234","15","2","1250"
"548","1030503","311032235","0","2","1250"
"549","1031001","311032313","85","2","1250"
"550","1031001","311032314","15","2","1250"
"551","1031001","311032315","0","2","1250"
"552","1031002","311032323","85","2","1250"
"553","1031002","311032324","15","2","1250"
"554","1031002","311032325","0","2","1250"
"555","1031003","311032333","85","2","1250"
"556","1031003","311032334","15","2","1250"
"557","1031003","311032335","0","2","1250"
"558","1040301","311042113","85","2","1000"
"559","1040301","311042114","15","2","1000"
"560","1040301","311042115","0","2","1000"
"561","1040302","311042123","85","2","1250"
"562","1040302","311042124","15","2","1250"
"563","1040302","311042125","0","2","1250"
"564","1040303","311042133","85","2","1250"
"565","1040303","311042134","15","2","1250"
"566","1040303","311042135","0","2","1250"
"567","1040304","311042143","85","2","1000"
"568","1040304","311042144","15","2","1000"
"569","1040304","311042145","0","2","1000"
"570","1040305","311042153","85","2","1000"
"571","1040305","311042154","15","2","1000"
"572","1040305","311042155","0","2","1000"
"573","1040501","311042213","85","2","1250"
"574","1040501","311042214","15","2","1250"
"575","1040501","311042215","0","2","1250"
"576","1040502","311042223","85","2","1250"
"577","1040502","311042224","15","2","1250"
"578","1040502","311042225","0","2","1250"
"579","1040503","311042233","85","2","1250"
"580","1040503","311042234","15","2","1250"
"581","1040503","311042235","0","2","1250"
"582","1041001","311042313","85","2","1250"
"583","1041001","311042314","15","2","1250"
"584","1041001","311042315","0","2","1250"
"585","1041002","311042323","85","2","1250"
"586","1041002","311042324","15","2","1250"
"587","1041002","311042325","0","2","1250"
"588","1041003","311042333","85","2","1250"
"589","1041003","311042334","15","2","1250"
"590","1041003","311042335","0","2","1250"
"591","1050301","311052113","78","2","1000"
"592","1050301","311052114","20","2","1000"
"593","1050301","311052115","2","2","1000"
"594","1050302","311052123","78","2","1250"
"595","1050302","311052124","20","2","1250"
"596","1050302","311052125","2","2","1250"
"597","1050303","311052133","78","2","1250"
"598","1050303","311052134","20","2","1250"
"599","1050303","311052135","2","2","1250"
"600","1050304","311052143","78","2","1000"
"601","1050304","311052144","20","2","1000"
"602","1050304","311052145","2","2","1000"
"603","1050305","311052153","78","2","1000"
"604","1050305","311052154","20","2","1000"
"605","1050305","311052155","2","2","1000"
"606","1050501","311052213","78","2","1250"
"607","1050501","311052214","20","2","1250"
"608","1050501","311052215","2","2","1250"
"609","1050502","311052223","78","2","1250"
"610","1050502","311052224","20","2","1250"
"611","1050502","311052225","2","2","1250"
"612","1050503","311052233","78","2","1250"
"613","1050503","311052234","20","2","1250"
"614","1050503","311052235","2","2","1250"
"615","1051001","311052313","78","2","1250"
"616","1051001","311052314","20","2","1250"
"617","1051001","311052315","2","2","1250"
"618","1051002","311052323","78","2","1250"
"619","1051002","311052324","20","2","1250"
"620","1051002","311052325","2","2","1250"
"621","1051003","311052333","78","2","1250"
"622","1051003","311052334","20","2","1250"
"623","1051003","311052335","2","2","1250"
"624","1060301","311062113","78","2","1000"
"625","1060301","311062114","20","2","1000"
"626","1060301","311062115","2","2","1000"
"627","1060302","311062123","78","2","1250"
"628","1060302","311062124","20","2","1250"
"629","1060302","311062125","2","2","1250"
"630","1060303","311062133","78","2","1250"
"631","1060303","311062134","20","2","1250"
"632","1060303","311062135","2","2","1250"
"633","1060304","311062143","78","2","1000"
"634","1060304","311062144","20","2","1000"
"635","1060304","311062145","2","2","1000"
"636","1060305","311062153","78","2","1000"
"637","1060305","311062154","20","2","1000"
"638","1060305","311062155","2","2","1000"
"639","1060501","311062213","78","2","1250"
"640","1060501","311062214","20","2","1250"
"641","1060501","311062215","2","2","1250"
"642","1060502","311062223","78","2","1250"
"643","1060502","311062224","20","2","1250"
"644","1060502","311062225","2","2","1250"
"645","1060503","311062233","78","2","1250"
"646","1060503","311062234","20","2","1250"
"647","1060503","311062235","2","2","1250"
"648","1061001","311062313","78","2","1250"
"649","1061001","311062314","20","2","1250"
"650","1061001","311062315","2","2","1250"
"651","1061002","311062323","78","2","1250"
"652","1061002","311062324","20","2","1250"
"653","1061002","311062325","2","2","1250"
"654","1061003","311062333","78","2","1250"
"655","1061003","311062334","20","2","1250"
"656","1061003","311062335","2","2","1250"
"657","1070301","311072113","67","2","1000"
"658","1070301","311072114","30","2","1000"
"659","1070301","311072115","3","2","1000"
"660","1070302","311072123","67","2","1250"
"661","1070302","311072124","30","2","1250"
"662","1070302","311072125","3","2","1250"
"663","1070303","311072133","67","2","1250"
"664","1070303","311072134","30","2","1250"
"665","1070303","311072135","3","2","1250"
"666","1070304","311072143","67","2","1000"
"667","1070304","311072144","30","2","1000"
"668","1070304","311072145","3","2","1000"
"669","1070305","311072153","67","2","1000"
"670","1070305","311072154","30","2","1000"
"671","1070305","311072155","3","2","1000"
"672","1070501","311072213","67","2","1250"
"673","1070501","311072214","30","2","1250"
"674","1070501","311072215","3","2","1250"
"675","1070502","311072223","67","2","1250"
"676","1070502","311072224","30","2","1250"
"677","1070502","311072225","3","2","1250"
"678","1070503","311072233","67","2","1250"
"679","1070503","311072234","30","2","1250"
"680","1070503","311072235","3","2","1250"
"681","1071001","311072313","67","2","1250"
"682","1071001","311072314","30","2","1250"
"683","1071001","311072315","3","2","1250"
"684","1071002","311072323","67","2","1250"
"685","1071002","311072324","30","2","1250"
"686","1071002","311072325","3","2","1250"
"687","1071003","311072333","67","2","1250"
"688","1071003","311072334","30","2","1250"
"689","1071003","311072335","3","2","1250"
"690","1080301","311082113","67","2","1000"
"691","1080301","311082114","30","2","1000"
"692","1080301","311082115","3","2","1000"
"693","1080302","311082123","67","2","1250"
"694","1080302","311082124","30","2","1250"
"695","1080302","311082125","3","2","1250"
"696","1080303","311082133","67","2","1250"
"697","1080303","311082134","30","2","1250"
"698","1080303","311082135","3","2","1250"
"699","1080304","311082143","67","2","1000"
"700","1080304","311082144","30","2","1000"
"701","1080304","311082145","3","2","1000"
"702","1080305","311082153","67","2","1000"
"703","1080305","311082154","30","2","1000"
"704","1080305","311082155","3","2","1000"
"705","1080501","311082213","67","2","1250"
"706","1080501","311082214","30","2","1250"
"707","1080501","311082215","3","2","1250"
"708","1080502","311082223","67","2","1250"
"709","1080502","311082224","30","2","1250"
"710","1080502","311082225","3","2","1250"
"711","1080503","311082233","67","2","1250"
"712","1080503","311082234","30","2","1250"
"713","1080503","311082235","3","2","1250"
"714","1081001","311082313","67","2","1250"
"715","1081001","311082314","30","2","1250"
"716","1081001","311082315","3","2","1250"
"717","1081002","311082323","67","2","1250"
"718","1081002","311082324","30","2","1250"
"719","1081002","311082325","3","2","1250"
"720","1081003","311082333","67","2","1250"
"721","1081003","311082334","30","2","1250"
"722","1081003","311082335","3","2","1250"
"723","1090301","311092113","67","2","1000"
"724","1090301","311092114","30","2","1000"
"725","1090301","311092115","3","2","1000"
"726","1090302","311092123","67","2","1250"
"727","1090302","311092124","30","2","1250"
"728","1090302","311092125","3","2","1250"
"729","1090303","311092133","67","2","1250"
"730","1090303","311092134","30","2","1250"
"731","1090303","311092135","3","2","1250"
"732","1090304","311092143","67","2","1000"
"733","1090304","311092144","30","2","1000"
"734","1090304","311092145","3","2","1000"
"735","1090305","311092153","67","2","1000"
"736","1090305","311092154","30","2","1000"
"737","1090305","311092155","3","2","1000"
"738","1090501","311092213","67","2","1250"
"739","1090501","311092214","30","2","1250"
"740","1090501","311092215","3","2","1250"
"741","1090502","311092223","67","2","1250"
"742","1090502","311092224","30","2","1250"
"743","1090502","311092225","3","2","1250"
"744","1090503","311092233","67","2","1250"
"745","1090503","311092234","30","2","1250"
"746","1090503","311092235","3","2","1250"
"747","1091001","311092313","67","2","1250"
"748","1091001","311092314","30","2","1250"
"749","1091001","311092315","3","2","1250"
"750","1091002","311092323","67","2","1250"
"751","1091002","311092324","30","2","1250"
"752","1091002","311092325","3","2","1250"
"753","1091003","311092333","67","2","1250"
"754","1091003","311092334","30","2","1250"
"755","1091003","311092335","3","2","1250"
"756","1100301","311102113","67","2","1000"
"757","1100301","311102114","30","2","1000"
"758","1100301","311102115","3","2","1000"
"759","1100302","311102123","67","2","1250"
"760","1100302","311102124","30","2","1250"
"761","1100302","311102125","3","2","1250"
"762","1100303","311102133","67","2","1250"
"763","1100303","311102134","30","2","1250"
"764","1100303","311102135","3","2","1250"
"765","1100304","311102143","67","2","1000"
"766","1100304","311102144","30","2","1000"
"767","1100304","311102145","3","2","1000"
"768","1100305","311102153","67","2","1000"
"769","1100305","311102154","30","2","1000"
"770","1100305","311102155","3","2","1000"
"771","1100501","311102213","67","2","1250"
"772","1100501","311102214","30","2","1250"
"773","1100501","311102215","3","2","1250"
