"Name","RandomOptionGroupId","OptionType","AttributeType","OptionTypeValue","OptionRate"
"1212","1012","1","41","1212","4200"
"1213","1012","1","42","1213","4200"
"1214","1012","1","43","1214","4200"
"1215","1012","1","44","1215","4000"
"1216","1012","1","45","1216","4000"
"1217","1012","1","46","1217","4000"
"1218","1012","1","47","1218","4000"
"1219","1012","1","48","1219","4200"
"1220","1012","1","49","1220","4200"
"1221","1012","1","50","1221","4200"
"1222","1012","1","51","1222","4200"
"1223","1012","1","52","1223","4200"
"1224","1012","1","53","1224","4200"
"1225","1012","1","119","1225","4200"
"1226","1012","1","120","1226","4200"
"1301","1013","1","30","1301","4200"
"1302","1013","1","31","1302","4200"
"1303","1013","1","32","1303","4200"
"1304","1013","1","33","1304","4200"
"1305","1013","1","34","1305","4200"
"1306","1013","1","35","1306","4200"
"1309","1013","1","38","1309","4200"
"1310","1013","1","39","1310","4200"
"1311","1013","1","40","1311","4200"
"1312","1013","1","41","1312","4200"
"1313","1013","1","42","1313","4200"
"1314","1013","1","43","1314","4200"
"1315","1013","1","44","1315","4000"
"1316","1013","1","45","1316","4000"
"1317","1013","1","46","1317","4000"
"1318","1013","1","47","1318","4000"
"1319","1013","1","48","1319","4200"
"1320","1013","1","49","1320","4200"
"1321","1013","1","50","1321","4200"
"1322","1013","1","51","1322","4200"
"1323","1013","1","52","1323","4200"
"1324","1013","1","53","1324","4200"
"1325","1013","1","119","1325","4200"
"1326","1013","1","120","1326","4200"
"1401","1014","1","30","1401","4200"
"1402","1014","1","31","1402","4200"
"1403","1014","1","32","1403","4200"
"1404","1014","1","33","1404","4200"
"1405","1014","1","34","1405","4200"
"1406","1014","1","35","1406","4200"
"1409","1014","1","38","1409","4200"
"1410","1014","1","39","1410","4200"
"1411","1014","1","40","1411","4200"
"1412","1014","1","41","1412","4200"
"1413","1014","1","42","1413","4200"
"1414","1014","1","43","1414","4200"
"1415","1014","1","44","1415","4000"
"1416","1014","1","45","1416","4000"
"1417","1014","1","46","1417","4000"
"1418","1014","1","47","1418","4000"
"1419","1014","1","48","1419","4200"
"1420","1014","1","49","1420","4200"
"1421","1014","1","50","1421","4200"
"1422","1014","1","51","1422","4200"
"1423","1014","1","52","1423","4200"
"1424","1014","1","53","1424","4200"
"1425","1014","1","119","1425","4200"
"1426","1014","1","120","1426","4200"
"1501","1015","1","30","1501","4200"
"1502","1015","1","31","1502","4200"
"1503","1015","1","32","1503","4200"
"1504","1015","1","33","1504","4200"
"1505","1015","1","34","1505","4200"
"1506","1015","1","35","1506","4200"
"1509","1015","1","38","1509","4200"
"1510","1015","1","39","1510","4200"
"1511","1015","1","40","1511","4200"
"1512","1015","1","41","1512","4200"
"1513","1015","1","42","1513","4200"
"1514","1015","1","43","1514","4200"
"1515","1015","1","44","1515","4000"
"1516","1015","1","45","1516","4000"
"1517","1015","1","46","1517","4000"
"1518","1015","1","47","1518","4000"
"1519","1015","1","48","1519","4200"
"1520","1015","1","49","1520","4200"
"1521","1015","1","50","1521","4200"
"1522","1015","1","51","1522","4200"
"1523","1015","1","52","1523","4200"
"1524","1015","1","53","1524","4200"
"1525","1015","1","119","1525","4200"
"1526","1015","1","120","1526","4200"
"1601","1016","1","30","1601","4200"
"1602","1016","1","31","1602","4200"
"1603","1016","1","32","1603","4200"
"1604","1016","1","33","1604","4200"
"1605","1016","1","34","1605","4200"
"1606","1016","1","35","1606","4200"
"1609","1016","1","38","1609","4200"
"1610","1016","1","39","1610","4200"
"1611","1016","1","40","1611","4200"
"1612","1016","1","41","1612","4200"
"1613","1016","1","42","1613","4200"
"1614","1016","1","43","1614","4200"
"1615","1016","1","44","1615","4000"
"1616","1016","1","45","1616","4000"
"1617","1016","1","46","1617","4000"
"1618","1016","1","47","1618","4000"
"1619","1016","1","48","1619","4200"
"1620","1016","1","49","1620","4200"
"1621","1016","1","50","1621","4200"
"1622","1016","1","51","1622","4200"
"1623","1016","1","52","1623","4200"
"1624","1016","1","53","1624","4200"
"1625","1016","1","119","1625","4200"
"1626","1016","1","120","1626","4200"
"251","2002","1","1","251","8400"
"252","2002","1","6","252","8400"
"253","2002","1","28","253","8400"
"254","2002","1","29","254","8400"
"255","2002","1","30","255","8400"
"256","2002","1","31","256","8400"
"257","2002","1","32","257","8400"
"258","2002","1","33","258","8400"
"259","2002","1","34","259","2740"
"260","2002","1","35","260","2740"
"261","2002","1","38","261","2740"
"262","2002","1","39","262","2740"
"263","2002","1","40","263","2730"
"264","2002","1","41","264","2730"
"265","2002","1","42","265","2730"
"266","2002","1","43","266","2730"
"267","2002","1","44","267","2730"
"268","2002","1","45","268","2730"
"269","2002","1","46","269","2730"
"270","2002","1","47","270","2730"
"351","2003","1","1","351","8400"
"352","2003","1","6","352","8400"
"353","2003","1","28","353","8400"
"354","2003","1","29","354","8400"
"355","2003","1","30","355","8400"
"356","2003","1","31","356","8400"
"357","2003","1","32","357","8400"
"358","2003","1","33","358","8400"
"359","2003","1","34","359","2740"
"360","2003","1","35","360","2740"
"361","2003","1","38","361","2740"
"362","2003","1","39","362","2740"
"363","2003","1","40","363","2730"
"364","2003","1","41","364","2730"
"365","2003","1","42","365","2730"
"366","2003","1","43","366","2730"
"367","2003","1","44","367","2730"
"368","2003","1","45","368","2730"
"369","2003","1","46","369","2730"
"370","2003","1","47","370","2730"
"451","2004","1","1","451","8400"
"452","2004","1","6","452","8400"
"453","2004","1","28","453","8400"
"454","2004","1","29","454","8400"
"455","2004","1","30","455","8400"
"456","2004","1","31","456","8400"
"457","2004","1","32","457","8400"
"458","2004","1","33","458","8400"
"459","2004","1","34","459","2740"
"460","2004","1","35","460","2740"
"461","2004","1","38","461","2740"
"462","2004","1","39","462","2740"
"463","2004","1","40","463","2730"
"464","2004","1","41","464","2730"
"465","2004","1","42","465","2730"
"466","2004","1","43","466","2730"
"467","2004","1","44","467","2730"
"468","2004","1","45","468","2730"
"469","2004","1","46","469","2730"
"470","2004","1","47","470","2730"
"551","2005","1","1","551","8400"
"552","2005","1","6","552","8400"
"553","2005","1","28","553","8400"
"554","2005","1","29","554","8400"
"555","2005","1","30","555","8400"
"556","2005","1","31","556","8400"
"557","2005","1","32","557","8400"
"558","2005","1","33","558","8400"
"559","2005","1","34","559","2740"
"560","2005","1","35","560","2740"
"561","2005","1","38","561","2740"
"562","2005","1","39","562","2740"
"563","2005","1","40","563","2730"
"564","2005","1","41","564","2730"
"565","2005","1","42","565","2730"
"566","2005","1","43","566","2730"
"567","2005","1","44","567","2730"
"568","2005","1","45","568","2730"
"569","2005","1","46","569","2730"
"570","2005","1","47","570","2730"
"751","2012","1","1","751","8400"
"752","2012","1","6","752","8400"
"753","2012","1","28","753","8400"
"754","2012","1","29","754","8400"
"755","2012","1","30","755","8400"
"756","2012","1","31","756","8400"
"757","2012","1","32","757","8400"
"758","2012","1","33","758","8400"
"759","2012","1","34","759","2740"
"760","2012","1","35","760","2740"
"761","2012","1","38","761","2740"
"762","2012","1","39","762","2740"
"763","2012","1","40","763","2730"
"764","2012","1","41","764","2730"
"765","2012","1","42","765","2730"
"766","2012","1","43","766","2730"
"767","2012","1","44","767","2730"
"768","2012","1","45","768","2730"
"769","2012","1","46","769","2730"
"770","2012","1","47","770","2730"
"851","2013","1","1","851","8400"
"852","2013","1","6","852","8400"
"853","2013","1","28","853","8400"
"854","2013","1","29","854","8400"
"855","2013","1","30","855","8400"
"856","2013","1","31","856","8400"
"857","2013","1","32","857","8400"
"858","2013","1","33","858","8400"
"859","2013","1","34","859","2740"
"860","2013","1","35","860","2740"
"861","2013","1","38","861","2740"
"862","2013","1","39","862","2740"
"863","2013","1","40","863","2730"
"864","2013","1","41","864","2730"
"865","2013","1","42","865","2730"
"866","2013","1","43","866","2730"
"867","2013","1","44","867","2730"
"868","2013","1","45","868","2730"
"869","2013","1","46","869","2730"
"870","2013","1","47","870","2730"
"951","2014","1","1","951","8400"
"952","2014","1","6","952","8400"
"953","2014","1","28","953","8400"
"954","2014","1","29","954","8400"
"955","2014","1","30","955","8400"
"956","2014","1","31","956","8400"
"957","2014","1","32","957","8400"
"958","2014","1","33","958","8400"
"959","2014","1","34","959","2740"
"960","2014","1","35","960","2740"
"961","2014","1","38","961","2740"
"962","2014","1","39","962","2740"
"963","2014","1","40","963","2730"
"964","2014","1","41","964","2730"
"965","2014","1","42","965","2730"
"966","2014","1","43","966","2730"
"967","2014","1","44","967","2730"
"968","2014","1","45","968","2730"
"969","2014","1","46","969","2730"
"970","2014","1","47","970","2730"
"1051","2015","1","1","1051","8400"
"1052","2015","1","6","1052","8400"
"1053","2015","1","28","1053","8400"
"1054","2015","1","29","1054","8400"
"1055","2015","1","30","1055","8400"
"1056","2015","1","31","1056","8400"
"1057","2015","1","32","1057","8400"
"1058","2015","1","33","1058","8400"
"1059","2015","1","34","1059","2740"
"1060","2015","1","35","1060","2740"
"1061","2015","1","38","1061","2740"
"1062","2015","1","39","1062","2740"
"1063","2015","1","40","1063","2730"
"1064","2015","1","41","1064","2730"
"1065","2015","1","42","1065","2730"
"1066","2015","1","43","1066","2730"
"1067","2015","1","44","1067","2730"
"1068","2015","1","45","1068","2730"
"1069","2015","1","46","1069","2730"
"1070","2015","1","47","1070","2730"
"271","2007","1","1","271","7000"
"272","2007","1","6","272","7000"
"273","2007","1","28","273","1800"
"274","2007","1","29","274","1000"
"275","2007","1","30","275","4000"
"276","2007","1","31","276","4000"
"277","2007","1","32","277","3800"
"278","2007","1","33","278","3800"
"279","2007","1","34","279","3400"
"280","2007","1","35","280","3400"
"281","2007","1","38","281","3100"
"282","2007","1","39","282","3100"
"283","2007","1","40","283","5400"
"284","2007","1","41","284","5400"
"285","2007","1","42","285","5400"
"286","2007","1","43","286","5400"
"287","2007","1","44","287","1600"
"288","2007","1","45","288","1600"
"289","2007","1","46","289","1600"
"290","2007","1","47","290","1600"
"291","2007","1","91","291","5800"
"292","2007","1","92","292","7000"
"293","2007","1","93","293","5800"
"294","2007","1","82","294","1000"
"295","2007","1","87","295","7000"
"371","2008","1","1","371","7000"
"372","2008","1","6","372","7000"
"373","2008","1","28","373","1800"
"374","2008","1","29","374","1000"
"375","2008","1","30","375","4000"
"376","2008","1","31","376","4000"
"377","2008","1","32","377","3800"
"378","2008","1","33","378","3800"
"379","2008","1","34","379","3400"
"380","2008","1","35","380","3400"
"381","2008","1","38","381","3100"
"382","2008","1","39","382","3100"
"383","2008","1","40","383","5400"
"384","2008","1","41","384","5400"
"385","2008","1","42","385","5400"
"386","2008","1","43","386","5400"
"387","2008","1","44","387","1600"
"388","2008","1","45","388","1600"
"389","2008","1","46","389","1600"
"390","2008","1","47","390","1600"
"391","2008","1","91","391","5800"
"392","2008","1","92","392","7000"
"393","2008","1","93","393","5800"
"394","2008","1","82","394","1000"
"395","2008","1","87","395","7000"
"471","2009","1","1","471","7000"
"472","2009","1","6","472","7000"
"473","2009","1","28","473","1800"
"474","2009","1","29","474","1000"
"475","2009","1","30","475","4000"
"476","2009","1","31","476","4000"
"477","2009","1","32","477","3800"
"478","2009","1","33","478","3800"
"479","2009","1","34","479","3400"
"480","2009","1","35","480","3400"
"481","2009","1","38","481","3100"
"482","2009","1","39","482","3100"
"483","2009","1","40","483","5400"
"484","2009","1","41","484","5400"
"485","2009","1","42","485","5400"
"486","2009","1","43","486","5400"
"487","2009","1","44","487","1600"
"488","2009","1","45","488","1600"
"489","2009","1","46","489","1600"
"490","2009","1","47","490","1600"
"491","2009","1","91","491","5800"
"492","2009","1","92","492","7000"
"493","2009","1","93","493","5800"
"494","2009","1","82","494","1000"
"495","2009","1","87","495","7000"
"571","2010","1","1","571","7000"
"572","2010","1","6","572","7000"
"573","2010","1","28","573","1800"
"574","2010","1","29","574","1000"
"575","2010","1","30","575","4000"
"576","2010","1","31","576","4000"
"577","2010","1","32","577","3800"
"578","2010","1","33","578","3800"
"579","2010","1","34","579","3400"
"580","2010","1","35","580","3400"
"581","2010","1","38","581","3100"
"582","2010","1","39","582","3100"
"583","2010","1","40","583","5400"
"584","2010","1","41","584","5400"
"585","2010","1","42","585","5400"
"586","2010","1","43","586","5400"
"587","2010","1","44","587","1600"
"588","2010","1","45","588","1600"
"589","2010","1","46","589","1600"
"590","2010","1","47","590","1600"
"591","2010","1","91","591","5800"
"592","2010","1","92","592","7000"
"593","2010","1","93","593","5800"
"594","2010","1","82","594","1000"
"595","2010","1","87","595","7000"
"771","2017","1","1","771","7000"
"772","2017","1","6","772","7000"
"773","2017","1","28","773","1800"
"774","2017","1","29","774","1000"
"775","2017","1","30","775","4000"
"776","2017","1","31","776","4000"
"777","2017","1","32","777","3800"
"778","2017","1","33","778","3800"
"779","2017","1","34","779","3400"
"780","2017","1","35","780","3400"
"781","2017","1","38","781","3100"
"782","2017","1","39","782","3100"
"783","2017","1","40","783","5400"
"784","2017","1","41","784","5400"
"785","2017","1","42","785","5400"
"786","2017","1","43","786","5400"
"787","2017","1","44","787","1600"
"788","2017","1","45","788","1600"
"789","2017","1","46","789","1600"
"790","2017","1","47","790","1600"
"791","2017","1","91","791","5800"
"792","2017","1","92","792","7000"
"793","2017","1","93","793","5800"
"794","2017","1","82","794","1000"
"795","2017","1","87","795","7000"
"871","2018","1","1","871","7000"
"872","2018","1","6","872","7000"
"873","2018","1","28","873","1800"
"874","2018","1","29","874","1000"
"875","2018","1","30","875","4000"
"876","2018","1","31","876","4000"
"877","2018","1","32","877","3800"
"878","2018","1","33","878","3800"
"879","2018","1","34","879","3400"
"880","2018","1","35","880","3400"
"881","2018","1","38","881","3100"
"882","2018","1","39","882","3100"
"883","2018","1","40","883","5400"
"884","2018","1","41","884","5400"
"885","2018","1","42","885","5400"
"886","2018","1","43","886","5400"
"887","2018","1","44","887","1600"
"888","2018","1","45","888","1600"
"889","2018","1","46","889","1600"
"890","2018","1","47","890","1600"
"891","2018","1","91","891","5800"
"892","2018","1","92","892","7000"
"893","2018","1","93","893","5800"
"894","2018","1","82","894","1000"
"895","2018","1","87","895","7000"
"971","2019","1","1","971","7000"
"972","2019","1","6","972","7000"
"973","2019","1","28","973","1800"
"974","2019","1","29","974","1000"
"975","2019","1","30","975","4000"
"976","2019","1","31","976","4000"
"977","2019","1","32","977","3800"
"978","2019","1","33","978","3800"
"979","2019","1","34","979","3400"
"980","2019","1","35","980","3400"
"981","2019","1","38","981","3100"
"982","2019","1","39","982","3100"
"983","2019","1","40","983","5400"
"984","2019","1","41","984","5400"
"985","2019","1","42","985","5400"
"986","2019","1","43","986","5400"
"987","2019","1","44","987","1600"
"988","2019","1","45","988","1600"
"989","2019","1","46","989","1600"
"990","2019","1","47","990","1600"
"991","2019","1","91","991","5800"
"992","2019","1","92","992","7000"
"993","2019","1","93","993","5800"
"994","2019","1","82","994","1000"
"995","2019","1","87","995","7000"
"1071","2020","1","1","1071","7000"
"1072","2020","1","6","1072","7000"
"1073","2020","1","28","1073","1800"
"1074","2020","1","29","1074","1000"
"1075","2020","1","30","1075","4000"
"1076","2020","1","31","1076","4000"
"1077","2020","1","32","1077","3800"
"1078","2020","1","33","1078","3800"
"1079","2020","1","34","1079","3400"
"1080","2020","1","35","1080","3400"
"1081","2020","1","38","1081","3100"
"1082","2020","1","39","1082","3100"
"1083","2020","1","40","1083","5400"
"1084","2020","1","41","1084","5400"
"1085","2020","1","42","1085","5400"
"1086","2020","1","43","1086","5400"
"1087","2020","1","44","1087","1600"
"1088","2020","1","45","1088","1600"
"1089","2020","1","46","1089","1600"
"1090","2020","1","47","1090","1600"
"1091","2020","1","91","1091","5800"
"1092","2020","1","92","1092","7000"
"1093","2020","1","93","1093","5800"
"1094","2020","1","82","1094","1000"
"1095","2020","1","87","1095","7000"
"2001","3002","1","1","2001","3571"
"2002","3002","1","6","2002","3571"
"2003","3002","1","20","2003","3571"
"2004","3002","1","22","2004","3571"
"2005","3002","1","24","2005","3571"
"2006","3002","1","26","2006","3571"
"2007","3002","1","28","2007","1787"
"2008","3002","1","29","2008","1787"
"2009","3002","1","30","2009","1787"
"2010","3002","1","31","2010","1787"
"2011","3002","1","38","2011","1787"
"2012","3002","1","39","2012","1787"
"2013","3002","1","44","2013","1787"
"2014","3002","1","45","2014","1787"
"2015","3002","1","40","2015","3571"
"2016","3002","1","42","2016","3571"
"2017","3002","1","41","2017","3571"
"2018","3002","1","43","2018","3571"
"2019","3002","1","82","2019","3571"
"2020","3002","1","91","2020","3571"
"2021","3002","1","93","2021","3571"
"2022","3002","1","84","2022","3571"
"2023","3002","1","88","2023","3571"
"2024","3002","1","89","2024","3571"
"2025","3002","1","48","2025","3571"
"2026","3002","1","49","2026","3571"
"2027","3002","1","50","2027","3571"
"2028","3002","1","51","2028","3571"
"2029","3002","1","52","2029","3571"
"2030","3002","1","53","2030","3571"
"2031","3002","1","119","2031","3571"
"2032","3002","1","120","2032","3571"
"2101","3003","1","1","2101","3571"
"2102","3003","1","6","2102","3571"
"2103","3003","1","20","2103","3571"
"2104","3003","1","22","2104","3571"
"2105","3003","1","24","2105","3571"
"2106","3003","1","26","2106","3571"
"2107","3003","1","28","2107","1787"
"2108","3003","1","29","2108","1787"
"2109","3003","1","30","2109","1787"
"2110","3003","1","31","2110","1787"
"2111","3003","1","38","2111","1787"
"2112","3003","1","39","2112","1787"
"2113","3003","1","44","2113","1787"
"2114","3003","1","45","2114","1787"
"2115","3003","1","40","2115","3571"
"2116","3003","1","42","2116","3571"
"2117","3003","1","41","2117","3571"
"2118","3003","1","43","2118","3571"
"2119","3003","1","82","2119","3571"
"2120","3003","1","91","2120","3571"
"2121","3003","1","93","2121","3571"
"2122","3003","1","84","2122","3571"
"2123","3003","1","88","2123","3571"
"2124","3003","1","89","2124","3571"
"2125","3003","1","48","2125","3571"
"2126","3003","1","49","2126","3571"
"2127","3003","1","50","2127","3571"
"2128","3003","1","51","2128","3571"
"2129","3003","1","52","2129","3571"
"2130","3003","1","53","2130","3571"
"2131","3003","1","119","2131","3571"
"2132","3003","1","120","2132","3571"
"2201","3004","1","1","2201","3571"
"2202","3004","1","6","2202","3571"
"2203","3004","1","20","2203","3571"
"2204","3004","1","22","2204","3571"
"2205","3004","1","24","2205","3571"
"2206","3004","1","26","2206","3571"
"2207","3004","1","28","2207","1787"
"2208","3004","1","29","2208","1787"
"2209","3004","1","30","2209","1787"
"2210","3004","1","31","2210","1787"
"2211","3004","1","38","2211","1787"
"2212","3004","1","39","2212","1787"
"2213","3004","1","44","2213","1787"
"2214","3004","1","45","2214","1787"
"2215","3004","1","40","2215","3571"
"2216","3004","1","42","2216","3571"
"2217","3004","1","41","2217","3571"
"2218","3004","1","43","2218","3571"
"2219","3004","1","82","2219","3571"
"2220","3004","1","91","2220","3571"
"2221","3004","1","93","2221","3571"
"2222","3004","1","84","2222","3571"
"2223","3004","1","88","2223","3571"
"2224","3004","1","89","2224","3571"
