"Name","MonsterId","MonsterKind","OwnerShip","GetBuffPerOwner_SearchRange","GetBuffPerOwner_CheckInterval","GetBuffPerOwner_BuffId","GetBuffPerOwner_MaxLv","Siege_PointsPerMonKill","SiegeWeaponImgId","SiegeWeaponNoteSId","SiegeWeaponGuildDevId","ProductionTime","ProductionEffectType","ReproductionCoolTime","SiegeWeaponReqMoneyId01","SiegeWeaponReqMoneyCnt01","SiegeWeaponReqMoneyId02","SiegeWeaponReqMoneyCnt02","SiegeWeaponReqMoneyId03","SiegeWeaponReqMoneyCnt03","SiegeWeaponReqMoneyId04","SiegeWeaponReqMoneyCnt04","LifeTime_Sec","ProtectionBuffId","FirstGenMonsterHPPer","CaptureBanishTimeSec","AttackAlarmCoolTimeSec","OutPost_RewardBuffId","BuffMonster_RewardBuffId","Siege_CaptureSearchRange","Siege_CaptureGuardBuffId","ProductionEffectId","OpenTime_Minute"
"1100054","1100054","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1110001","1110001","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1110101","1110101","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","259800","0","0","0","0","0","0","0","0","0","0"
"1200011","1200011","8","1","0","0","0","0","0","0","0","103013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1200012","1200012","10","1","0","0","0","0","0","2600501","5902001","103013","30","3","600","92","15000","0","0","0","0","0","0","600","0","0","0","0","0","0","0","0","0","0"
"1200013","1200013","10","1","0","0","0","0","0","2600501","5902002","103013","30","3","600","92","15000","0","0","0","0","0","0","600","0","0","0","0","0","0","0","0","0","0"
"1200014","1200014","9","1","0","0","0","0","0","0","0","103013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1200015","1200015","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1200016","1200016","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1200017","1200017","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1200018","1200018","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1200019","1200019","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1200031","1200031","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1200032","1200032","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1200033","1200033","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1200034","1200034","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1200035","1200035","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1200036","1200036","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1200037","1200037","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1200038","1200038","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1200039","1200039","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1200041","1200041","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1200051","1200051","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1300003","1300003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1300004","1300004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1300005","1300005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1300006","1300006","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1300007","1300007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1311001","1311001","14","0","1000","5","500911","20","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","500921","50","60","60","0","0","0","0","0","0"
"1311002","1311002","3","0","0","0","0","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1311003","1311003","12","0","1000","5","500913","10","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","500922","0","0","60","500941","0","0","0","0","0"
"1312001","1312001","14","0","1000","5","500911","20","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","500921","50","60","60","0","0","0","0","0","0"
"1312002","1312002","3","0","0","0","0","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1312003","1312003","12","0","1000","5","500913","10","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","500922","0","0","60","500941","0","0","0","0","0"
"1313001","1313001","14","0","1000","5","500911","20","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","500921","50","60","60","0","0","0","0","0","0"
"1313002","1313002","3","0","0","0","0","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1313003","1313003","12","0","1000","5","500913","10","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","500922","0","0","60","500941","0","0","0","0","0"
"1314001","1314001","14","0","1000","5","500911","20","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","500921","50","60","60","0","0","0","0","0","0"
"1314002","1314002","3","0","0","0","0","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1314003","1314003","12","0","1000","5","500913","10","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","500922","0","0","60","500941","0","0","0","0","0"
"1315001","1315001","14","0","1000","5","500911","20","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","500921","50","60","60","0","0","0","0","0","0"
"1315002","1315002","3","0","0","0","0","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1315003","1315003","12","0","1000","5","500913","10","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","500922","0","0","60","500941","0","0","0","0","0"
"1316001","1316001","14","0","1000","5","500911","20","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","500921","50","60","60","0","0","0","0","0","0"
"1316002","1316002","3","0","0","0","0","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1316003","1316003","12","0","1000","5","500913","10","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","500922","0","0","60","500941","0","0","0","0","0"
"1317001","1317001","14","0","1000","5","500911","20","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","500921","50","60","60","0","0","0","0","0","0"
"1317002","1317002","3","0","0","0","0","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1317003","1317003","12","0","1000","5","500913","10","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","500922","0","0","60","500941","0","0","0","0","0"
"1318001","1318001","14","0","1000","5","500911","20","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","500921","50","60","60","0","0","0","0","0","0"
"1318002","1318002","3","0","0","0","0","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1318003","1318003","12","0","1000","5","500913","10","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","500922","0","0","60","500941","0","0","0","0","0"
"1321001","1321001","14","0","1000","5","500911","20","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","500921","50","60","60","0","0","0","0","0","0"
"1321002","1321002","3","0","0","0","0","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1321003","1321003","12","0","1000","5","500913","10","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","500922","0","0","60","500941","0","0","0","0","0"
"1322001","1322001","14","0","1000","5","500911","20","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","500921","50","60","60","0","0","0","0","0","0"
"1322002","1322002","3","0","0","0","0","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1322003","1322003","12","0","1000","5","500913","10","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","500922","0","0","60","500941","0","0","0","0","0"
"1323001","1323001","14","0","1000","5","500911","20","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","500921","50","60","60","0","0","0","0","0","0"
"1323002","1323002","3","0","0","0","0","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1323003","1323003","12","0","1000","5","500913","10","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","500922","0","0","60","500941","0","0","0","0","0"
"1324001","1324001","14","0","1000","5","500911","20","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","500921","50","60","60","0","0","0","0","0","0"
"1324002","1324002","3","0","0","0","0","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1324003","1324003","12","0","1000","5","500913","10","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","500922","0","0","60","500941","0","0","0","0","0"
"1331001","1331001","14","0","1000","5","500912","20","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","500921","50","60","60","0","0","0","0","0","0"
"1331011","1331011","3","0","0","0","0","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1331012","1331012","3","0","0","0","0","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1331013","1331013","3","0","0","0","0","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1331014","1331014","3","0","0","0","0","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1331015","1331015","3","0","0","0","0","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1331016","1331016","3","0","0","0","0","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1331017","1331017","3","0","0","0","0","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1331018","1331018","3","0","0","0","0","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1331021","1331021","12","1","1000","5","500913","10","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","500922","0","0","60","500941","0","0","0","0","0"
"1331022","1331022","12","2","1000","5","500913","10","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","500922","0","0","60","500941","0","0","0","0","0"
"1331023","1331023","12","3","1000","5","500913","10","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","500922","0","0","60","500941","0","0","0","0","0"
"1331024","1331024","12","4","1000","5","500913","10","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","500922","0","0","60","500941","0","0","0","0","0"
"1350001","1350001","13","0","0","0","0","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","500951","0","0","0","0"
"1350002","1350002","13","0","0","0","0","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","500952","0","0","0","0"
"1350003","1350003","13","0","0","0","0","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","500953","0","0","0","0"
"1350004","1350004","13","0","0","0","0","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","500954","0","0","0","0"
"1350005","1350005","13","0","0","0","0","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","500955","0","0","0","0"
"1350006","1350006","13","0","0","0","0","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","500956","0","0","0","0"
