"Name","RowId","PaletteGroupId","Number","Color01Id","Color02Id"
"105","105","1031001","33","112033","0"
"106","106","1031001","34","112034","0"
"107","107","1031001","35","112035","0"
"108","108","1031001","36","112036","0"
"109","109","1031001","37","112037","0"
"110","110","1031001","38","112038","0"
"111","111","1031001","39","112039","0"
"112","112","1031001","40","112040","0"
"113","113","1031001","41","112041","0"
"114","114","1031001","42","112042","0"
"115","115","1031001","43","112043","0"
"116","116","1031001","44","112044","0"
"117","117","1031001","45","112045","0"
"118","118","1031001","46","112046","0"
"119","119","1031001","47","112047","0"
"120","120","1031001","48","112048","0"
"121","121","1031001","49","112049","0"
"122","122","1031001","50","112050","0"
"123","123","1031001","51","112051","0"
"124","124","1031001","52","112052","0"
"125","125","1031001","53","112053","0"
"126","126","1031001","54","112054","0"
"127","127","1031001","55","112055","0"
"128","128","1031001","56","112056","0"
"129","129","1031001","57","112057","0"
"130","130","1031001","58","112058","0"
"131","131","1031001","59","112059","0"
"132","132","1031001","60","112060","0"
"133","133","1031001","61","112061","0"
"134","134","1031001","62","112062","0"
"135","135","1031001","63","112063","0"
"136","136","1031001","64","112064","0"
"137","137","1031001","65","112065","0"
"138","138","1031001","66","112066","0"
"139","139","1031001","67","112067","0"
"140","140","1031001","68","112068","0"
"141","141","1031001","69","112069","0"
"142","142","1031001","70","112070","0"
"143","143","1031001","71","112071","0"
"144","144","1031001","72","112072","0"
"145","145","1031001","73","112073","0"
"146","146","1031001","74","112074","0"
"147","147","1031001","75","112075","0"
"148","148","1031001","76","112076","0"
"149","149","1031001","77","112077","0"
"150","150","1031001","78","112078","0"
"151","151","1031001","79","112079","0"
"152","152","1031001","80","112080","0"
"153","153","1031001","81","112081","0"
"154","154","1031001","82","112082","0"
"155","155","1031001","83","112083","0"
"156","156","1031001","84","112084","0"
"157","157","1031001","85","112085","0"
"158","158","1031001","86","112086","0"
"159","159","1031001","87","112087","0"
"160","160","1031001","88","112088","0"
"161","161","1031001","89","112089","0"
"162","162","1031001","90","112090","0"
"163","163","1031001","91","112091","0"
"164","164","1031001","92","112092","0"
"165","165","1031001","93","112093","0"
"166","166","1031001","94","112094","0"
"167","167","1031001","95","112095","0"
"168","168","1031001","96","112096","0"
"169","169","1031001","97","112097","0"
"170","170","1031001","98","112098","0"
"171","171","1031001","99","112099","0"
"172","172","1031001","100","112100","0"
"173","173","1031001","101","112101","0"
"174","174","1031001","102","112102","0"
"175","175","1031001","103","112103","0"
"176","176","1031001","104","112104","0"
"177","177","1031001","105","112105","0"
"178","178","1031001","106","112106","0"
"179","179","1031001","107","112107","0"
"180","180","1031001","108","112108","0"
"181","181","1031001","109","112109","0"
"182","182","1031001","110","112110","0"
"183","183","1031001","111","112111","0"
"184","184","1031001","112","112112","0"
"185","185","1031001","113","112113","0"
"186","186","1031001","114","112114","0"
"187","187","1031001","115","112115","0"
"188","188","1031001","116","112116","0"
"189","189","1031001","117","112117","0"
"190","190","1031001","118","112118","0"
"191","191","1031001","119","112119","0"
"192","192","1031001","120","112120","0"
"193","193","1031001","121","112121","0"
"194","194","1031001","122","112122","0"
"195","195","1031001","123","112123","0"
"196","196","1031001","124","112124","0"
"197","197","1031001","125","112125","0"
"198","198","1031001","126","112126","0"
"199","199","1031001","127","112127","0"
"200","200","1031001","128","112128","0"
"201","201","1031001","129","112129","0"
"202","202","1031001","130","112130","0"
"203","203","1031001","131","112131","0"
"204","204","1031001","132","112132","0"
"205","205","1031001","133","112133","0"
"206","206","1031001","134","112134","0"
"207","207","1031001","135","112135","0"
"208","208","1031001","136","112136","0"
"209","209","1031001","137","112137","0"
"210","210","1031001","138","112138","0"
"211","211","1031001","139","112139","0"
"212","212","1031001","140","112140","0"
"213","213","1031001","141","112141","0"
"214","214","1031001","142","112142","0"
"215","215","1031001","143","112143","0"
"216","216","1031001","144","112144","0"
"217","217","1031001","145","112145","0"
"218","218","1032001","1","112146","0"
"219","219","1032001","2","112147","0"
"220","220","1032001","3","112148","0"
"221","221","1032001","4","112149","0"
"222","222","1032001","5","112150","0"
"223","223","1032001","6","112151","0"
"224","224","1032001","7","112152","0"
"225","225","1032001","8","112153","0"
"226","226","1032001","9","112154","0"
"227","227","1032001","10","112155","0"
"228","228","1032001","11","112156","0"
"229","229","1032001","12","112157","0"
"230","230","1032001","13","112158","0"
"231","231","1032001","14","112159","0"
"232","232","1032001","15","112160","0"
"233","233","1032001","16","112161","0"
"234","234","1032001","17","112162","0"
"235","235","1032001","18","112163","0"
"236","236","1032001","19","112164","0"
"237","237","1032001","20","112165","0"
"238","238","1032001","21","112166","0"
"239","239","1032001","22","112167","0"
"240","240","1032001","23","112168","0"
"241","241","1032001","24","112169","0"
"242","242","1032001","25","112170","0"
"243","243","1032001","26","112171","0"
"244","244","1032001","27","112172","0"
"245","245","1032001","28","112173","0"
"246","246","1032001","29","112174","0"
"247","247","1032001","30","112175","0"
"248","248","1032001","31","112176","0"
"249","249","1032001","32","112177","0"
"250","250","1032001","33","112178","0"
"251","251","1032001","34","112179","0"
"252","252","1032001","35","112180","0"
"253","253","1032001","36","112181","0"
"254","254","1032001","37","112182","0"
"255","255","1032001","38","112183","0"
"256","256","1032001","39","112184","0"
"257","257","1032001","40","112185","0"
"258","258","1032001","41","112186","0"
"259","259","1032001","42","112187","0"
"260","260","1032001","43","112188","0"
"261","261","1032001","44","112189","0"
"262","262","1032001","45","112190","0"
"263","263","1032001","46","112191","0"
"264","264","1032001","47","112192","0"
"265","265","1032001","48","112193","0"
"266","266","1032001","49","112194","0"
"267","267","1032001","50","112195","0"
"268","268","1032001","51","112196","0"
"269","269","1032001","52","112197","0"
"270","270","1032001","53","112198","0"
"271","271","1032001","54","112199","0"
"272","272","1032001","55","112200","0"
"273","273","1032001","56","112201","0"
"274","274","1032001","57","112202","0"
"275","275","1032001","58","112203","0"
"276","276","1032001","59","112204","0"
"277","277","1032001","60","112205","0"
"278","278","1032001","61","112206","0"
"279","279","1032001","62","112207","0"
"280","280","1032001","63","112208","0"
"281","281","1032001","64","112209","0"
"282","282","1032001","65","112210","0"
"283","283","1032001","66","112211","0"
"284","284","1032001","67","112212","0"
"285","285","1032001","68","112213","0"
"286","286","1032001","69","112214","0"
"287","287","1032001","70","112215","0"
"288","288","1032001","71","112216","0"
"289","289","1032001","72","112217","0"
"290","290","1032001","73","112218","0"
"291","291","1032001","74","112219","0"
"292","292","1032001","75","112220","0"
"293","293","1032001","76","112221","0"
"294","294","1032001","77","112222","0"
"295","295","1032001","78","112223","0"
"296","296","1032001","79","112224","0"
"297","297","1032001","80","112225","0"
"298","298","1032001","81","112226","0"
"299","299","1032001","82","112227","0"
"300","300","1032001","83","112228","0"
"301","301","1032001","84","112229","0"
"302","302","1032001","85","112230","0"
"303","303","1032001","86","112231","0"
"304","304","1032001","87","112232","0"
"305","305","1032001","88","112233","0"
"306","306","1032001","89","112234","0"
"307","307","1032001","90","112235","0"
"308","308","1032001","91","112236","0"
"309","309","1032001","92","112237","0"
"310","310","1032001","93","112238","0"
"311","311","1032001","94","112239","0"
"312","312","1032001","95","112240","0"
"313","313","1032001","96","112241","0"
"314","314","1032001","97","112242","0"
"315","315","1032001","98","112243","0"
"316","316","1032001","99","112244","0"
"317","317","1032001","100","112245","0"
"318","318","1032001","101","112246","0"
"319","319","1032001","102","112247","0"
"320","320","1032001","103","112248","0"
"321","321","1032001","104","112249","0"
"322","322","1032001","105","112250","0"
"323","323","1032001","106","112251","0"
"324","324","1032001","107","112252","0"
"325","325","1032001","108","112253","0"
"326","326","1032001","109","112254","0"
"327","327","1032001","110","112255","0"
"328","328","1032001","111","112256","0"
"329","329","1032001","112","112257","0"
"330","330","1032001","113","112258","0"
"331","331","1032001","114","112259","0"
"332","332","1032001","115","112260","0"
"333","333","1032001","116","112261","0"
"334","334","1032001","117","112262","0"
"335","335","1032001","118","112263","0"
"336","336","1032001","119","112264","0"
"337","337","1032001","120","112265","0"
"338","338","1032001","121","112266","0"
"339","339","1032001","122","112267","0"
"340","340","1032001","123","112268","0"
"341","341","1032001","124","112269","0"
"342","342","1032001","125","112270","0"
"343","343","1032001","126","112271","0"
"344","344","1032001","127","112272","0"
"345","345","1032001","128","112273","0"
"346","346","1032001","129","112274","0"
"347","347","1032001","130","112275","0"
"348","348","1032001","131","112276","0"
"349","349","1032001","132","112277","0"
"350","350","1032001","133","112278","0"
"351","351","1032001","134","112279","0"
"352","352","1032001","135","112280","0"
"353","353","1032001","136","112281","0"
"354","354","1032001","137","112282","0"
"355","355","1032001","138","112283","0"
"356","356","1032001","139","112284","0"
"357","357","1032001","140","112285","0"
"358","358","1032001","141","112286","0"
"359","359","1032001","142","112287","0"
"360","360","1032001","143","112288","0"
"361","361","1032001","144","112289","0"
"362","362","1032001","145","112290","0"
"363","363","1031002","1","112291","0"
"364","364","1031002","2","112292","0"
"365","365","1031002","3","112293","0"
"366","366","1031002","4","112294","0"
"367","367","1031002","5","112295","0"
"368","368","1031002","6","112296","0"
"369","369","1031002","7","112297","0"
"370","370","1031002","8","112298","0"
"371","371","1031002","9","112299","0"
"372","372","1031002","10","112300","0"
"373","373","1031002","11","112301","0"
"374","374","1031002","12","112302","0"
"375","375","1031002","13","112303","0"
"376","376","1031002","14","112304","0"
"377","377","1031002","15","112305","0"
"378","378","1031002","16","112306","0"
"379","379","1031002","17","112307","0"
"380","380","1031002","18","112308","0"
"381","381","1031002","19","112309","0"
"382","382","1031002","20","112310","0"
"383","383","1031002","21","112311","0"
"384","384","1031002","22","112312","0"
"385","385","1031002","23","112313","0"
"386","386","1031002","24","112314","0"
"387","387","1031002","25","112315","0"
"388","388","1031002","26","112316","0"
"389","389","1031002","27","112317","0"
"390","390","1031002","28","112318","0"
"391","391","1031002","29","112319","0"
"392","392","1031002","30","112320","0"
"393","393","1031002","31","112321","0"
"394","394","1031002","32","112322","0"
"395","395","1031002","33","112323","0"
"396","396","1031002","34","112324","0"
"397","397","1031002","35","112325","0"
"398","398","1031002","36","112326","0"
"399","399","1031002","37","112327","0"
"400","400","1031002","38","112328","0"
"401","401","1031002","39","112329","0"
"402","402","1031002","40","112330","0"
"403","403","1031002","41","112331","0"
"404","404","1031002","42","112332","0"
"405","405","1031002","43","112333","0"
"406","406","1031002","44","112334","0"
"407","407","1031002","45","112335","0"
"408","408","1031002","46","112336","0"
"409","409","1031002","47","112337","0"
"410","410","1031002","48","112338","0"
"411","411","1031002","49","112339","0"
"412","412","1031002","50","112340","0"
"413","413","1031002","51","112341","0"
"414","414","1031002","52","112342","0"
"415","415","1031002","53","112343","0"
"416","416","1031002","54","112344","0"
"417","417","1031002","55","112345","0"
"418","418","1031002","56","112346","0"
"419","419","1031002","57","112347","0"
"420","420","1031002","58","112348","0"
"421","421","1031002","59","112349","0"
"422","422","1031002","60","112350","0"
"423","423","1031002","61","112351","0"
"424","424","1031002","62","112352","0"
"425","425","1031002","63","112353","0"
"426","426","1031002","64","112354","0"
"427","427","1031002","65","112355","0"
"428","428","1031002","66","112356","0"
"429","429","1031002","67","112357","0"
"430","430","1031002","68","112358","0"
"431","431","1031002","69","112359","0"
"432","432","1031002","70","112360","0"
"433","433","1031002","71","112361","0"
"434","434","1031002","72","112362","0"
"435","435","1031002","73","112363","0"
"436","436","1031002","74","112364","0"
"437","437","1031002","75","112365","0"
"438","438","1031002","76","112366","0"
"439","439","1031002","77","112367","0"
"440","440","1031002","78","112368","0"
"441","441","1031002","79","112369","0"
"442","442","1031002","80","112370","0"
"443","443","1031002","81","112371","0"
"444","444","1031002","82","112372","0"
"445","445","1031002","83","112373","0"
"446","446","1031002","84","112374","0"
"447","447","1031002","85","112375","0"
"448","448","1031002","86","112376","0"
"449","449","1031002","87","112377","0"
"450","450","1031002","88","112378","0"
"451","451","1031002","89","112379","0"
"452","452","1031002","90","112380","0"
"453","453","1031002","91","112381","0"
"454","454","1031002","92","112382","0"
"455","455","1031002","93","112383","0"
"456","456","1031002","94","112384","0"
"457","457","1031002","95","112385","0"
"458","458","1031002","96","112386","0"
"459","459","1031002","97","112387","0"
"460","460","1031002","98","112388","0"
"461","461","1031002","99","112389","0"
"462","462","1031002","100","112390","0"
"463","463","1031002","101","112391","0"
"464","464","1031002","102","112392","0"
"465","465","1031002","103","112393","0"
"466","466","1031002","104","112394","0"
"467","467","1031002","105","112395","0"
"468","468","1031002","106","112396","0"
"469","469","1031002","107","112397","0"
"470","470","1031002","108","112398","0"
"471","471","1031002","109","112399","0"
"472","472","1031002","110","112400","0"
"473","473","1031002","111","112401","0"
"474","474","1031002","112","112402","0"
"475","475","1031002","113","112403","0"
"476","476","1031002","114","112404","0"
"477","477","1031002","115","112405","0"
"478","478","1031002","116","112406","0"
"479","479","1031002","117","112407","0"
"480","480","1031002","118","112408","0"
"481","481","1031002","119","112409","0"
"482","482","1031002","120","112410","0"
"483","483","1031002","121","112411","0"
"484","484","1031002","122","112412","0"
"485","485","1031002","123","112413","0"
"486","486","1031002","124","112414","0"
"487","487","1031002","125","112415","0"
"488","488","1031002","126","112416","0"
"489","489","1031002","127","112417","0"
"490","490","1031002","128","112418","0"
"491","491","1031002","129","112419","0"
"492","492","1031002","130","112420","0"
"493","493","1031002","131","112421","0"
"494","494","1031002","132","112422","0"
"495","495","1031002","133","112423","0"
"496","496","1031002","134","112424","0"
"497","497","1031002","135","112425","0"
"498","498","1031002","136","112426","0"
"499","499","1031002","137","112427","0"
"500","500","1031002","138","112428","0"
"501","501","1031002","139","112429","0"
"502","502","1031002","140","112430","0"
"503","503","1031002","141","112431","0"
"504","504","1031002","142","112432","0"
"505","505","1031002","143","112433","0"
"506","506","1031002","144","112434","0"
"507","507","1031002","145","112435","0"
"508","508","1032002","1","112436","0"
"509","509","1032002","2","112437","0"
"510","510","1032002","3","112438","0"
"511","511","1032002","4","112439","0"
"512","512","1032002","5","112440","0"
"513","513","1032002","6","112441","0"
"514","514","1032002","7","112442","0"
"515","515","1032002","8","112443","0"
"516","516","1032002","9","112444","0"
"517","517","1032002","10","112445","0"
"518","518","1032002","11","112446","0"
"519","519","1032002","12","112447","0"
"520","520","1032002","13","112448","0"
"521","521","1032002","14","112449","0"
"522","522","1032002","15","112450","0"
"523","523","1032002","16","112451","0"
"524","524","1032002","17","112452","0"
"525","525","1032002","18","112453","0"
"526","526","1032002","19","112454","0"
"527","527","1032002","20","112455","0"
"528","528","1032002","21","112456","0"
"529","529","1032002","22","112457","0"
"530","530","1032002","23","112458","0"
"531","531","1032002","24","112459","0"
"532","532","1032002","25","112460","0"
"533","533","1032002","26","112461","0"
"534","534","1032002","27","112462","0"
"535","535","1032002","28","112463","0"
"536","536","1032002","29","112464","0"
"537","537","1032002","30","112465","0"
"538","538","1032002","31","112466","0"
"539","539","1032002","32","112467","0"
"540","540","1032002","33","112468","0"
"541","541","1032002","34","112469","0"
"542","542","1032002","35","112470","0"
"543","543","1032002","36","112471","0"
"544","544","1032002","37","112472","0"
"545","545","1032002","38","112473","0"
"546","546","1032002","39","112474","0"
"547","547","1032002","40","112475","0"
"548","548","1032002","41","112476","0"
"549","549","1032002","42","112477","0"
"550","550","1032002","43","112478","0"
"551","551","1032002","44","112479","0"
"552","552","1032002","45","112480","0"
"553","553","1032002","46","112481","0"
"554","554","1032002","47","112482","0"
"555","555","1032002","48","112483","0"
"556","556","1032002","49","112484","0"
"557","557","1032002","50","112485","0"
"558","558","1032002","51","112486","0"
"559","559","1032002","52","112487","0"
"560","560","1032002","53","112488","0"
"561","561","1032002","54","112489","0"
"562","562","1032002","55","112490","0"
"563","563","1032002","56","112491","0"
"564","564","1032002","57","112492","0"
"565","565","1032002","58","112493","0"
"566","566","1032002","59","112494","0"
"567","567","1032002","60","112495","0"
"568","568","1032002","61","112496","0"
"569","569","1032002","62","112497","0"
"570","570","1032002","63","112498","0"
"571","571","1032002","64","112499","0"
"572","572","1032002","65","112500","0"
"573","573","1032002","66","112501","0"
"574","574","1032002","67","112502","0"
"575","575","1032002","68","112503","0"
"576","576","1032002","69","112504","0"
"577","577","1032002","70","112505","0"
"578","578","1032002","71","112506","0"
"579","579","1032002","72","112507","0"
"580","580","1032002","73","112508","0"
"581","581","1032002","74","112509","0"
"582","582","1032002","75","112510","0"
"583","583","1032002","76","112511","0"
"584","584","1032002","77","112512","0"
"585","585","1032002","78","112513","0"
"586","586","1032002","79","112514","0"
"587","587","1032002","80","112515","0"
"588","588","1032002","81","112516","0"
"589","589","1032002","82","112517","0"
"590","590","1032002","83","112518","0"
"591","591","1032002","84","112519","0"
"592","592","1032002","85","112520","0"
"593","593","1032002","86","112521","0"
"594","594","1032002","87","112522","0"
"595","595","1032002","88","112523","0"
"596","596","1032002","89","112524","0"
"597","597","1032002","90","112525","0"
"598","598","1032002","91","112526","0"
"599","599","1032002","92","112527","0"
"600","600","1032002","93","112528","0"
"601","601","1032002","94","112529","0"
"602","602","1032002","95","112530","0"
"603","603","1032002","96","112531","0"
"604","604","1032002","97","112532","0"
"605","605","1032002","98","112533","0"
"606","606","1032002","99","112534","0"
"607","607","1032002","100","112535","0"
"608","608","1032002","101","112536","0"
"609","609","1032002","102","112537","0"
"610","610","1032002","103","112538","0"
"611","611","1032002","104","112539","0"
"612","612","1032002","105","112540","0"
"613","613","1032002","106","112541","0"
"614","614","1032002","107","112542","0"
"615","615","1032002","108","112543","0"
"616","616","1032002","109","112544","0"
"617","617","1032002","110","112545","0"
"618","618","1032002","111","112546","0"
"619","619","1032002","112","112547","0"
"620","620","1032002","113","112548","0"
"621","621","1032002","114","112549","0"
"622","622","1032002","115","112550","0"
"623","623","1032002","116","112551","0"
"624","624","1032002","117","112552","0"
"625","625","1032002","118","112553","0"
"626","626","1032002","119","112554","0"
"627","627","1032002","120","112555","0"
"628","628","1032002","121","112556","0"
"629","629","1032002","122","112557","0"
"630","630","1032002","123","112558","0"
"631","631","1032002","124","112559","0"
"632","632","1032002","125","112560","0"
"633","633","1032002","126","112561","0"
"634","634","1032002","127","112562","0"
"635","635","1032002","128","112563","0"
"636","636","1032002","129","112564","0"
"637","637","1032002","130","112565","0"
"638","638","1032002","131","112566","0"
"639","639","1032002","132","112567","0"
"640","640","1032002","133","112568","0"
"641","641","1032002","134","112569","0"
"642","642","1032002","135","112570","0"
"643","643","1032002","136","112571","0"
"644","644","1032002","137","112572","0"
"645","645","1032002","138","112573","0"
"646","646","1032002","139","112574","0"
"647","647","1032002","140","112575","0"
"648","648","1032002","141","112576","0"
"649","649","1032002","142","112577","0"
"650","650","1032002","143","112578","0"
"651","651","1032002","144","112579","0"
"652","652","1032002","145","112580","0"
"653","653","1031003","1","112581","0"
"654","654","1031003","2","112582","0"
"655","655","1031003","3","112583","0"
"656","656","1031003","4","112584","0"
"657","657","1031003","5","112585","0"
"658","658","1031003","6","112586","0"
"659","659","1031003","7","112587","0"
"660","660","1031003","8","112588","0"
"661","661","1031003","9","112589","0"
"662","662","1031003","10","112590","0"
"663","663","1031003","11","112591","0"
"664","664","1031003","12","112592","0"
"665","665","1031003","13","112593","0"
"666","666","1031003","14","112594","0"
"667","667","1031003","15","112595","0"
"668","668","1031003","16","112596","0"
"669","669","1031003","17","112597","0"
"670","670","1031003","18","112598","0"
"671","671","1031003","19","112599","0"
"672","672","1031003","20","112600","0"
"673","673","1031003","21","112601","0"
"674","674","1031003","22","112602","0"
"675","675","1031003","23","112603","0"
"676","676","1031003","24","112604","0"
"677","677","1031003","25","112605","0"
"678","678","1031003","26","112606","0"
"679","679","1031003","27","112607","0"
"680","680","1031003","28","112608","0"
"681","681","1031003","29","112609","0"
"682","682","1031003","30","112610","0"
"683","683","1031003","31","112611","0"
"684","684","1031003","32","112612","0"
"685","685","1031003","33","112613","0"
"686","686","1031003","34","112614","0"
"687","687","1031003","35","112615","0"
"688","688","1031003","36","112616","0"
"689","689","1031003","37","112617","0"
"690","690","1031003","38","112618","0"
"691","691","1031003","39","112619","0"
"692","692","1031003","40","112620","0"
"693","693","1031003","41","112621","0"
"694","694","1031003","42","112622","0"
"695","695","1031003","43","112623","0"
"696","696","1031003","44","112624","0"
"697","697","1031003","45","112625","0"
"698","698","1031003","46","112626","0"
"699","699","1031003","47","112627","0"
"700","700","1031003","48","112628","0"
"701","701","1031003","49","112629","0"
"702","702","1031003","50","112630","0"
"703","703","1031003","51","112631","0"
"704","704","1031003","52","112632","0"
"705","705","1031003","53","112633","0"
"706","706","1031003","54","112634","0"
"707","707","1031003","55","112635","0"
"708","708","1031003","56","112636","0"
"709","709","1031003","57","112637","0"
"710","710","1031003","58","112638","0"
"711","711","1031003","59","112639","0"
"712","712","1031003","60","112640","0"
"713","713","1031003","61","112641","0"
"714","714","1031003","62","112642","0"
"715","715","1031003","63","112643","0"
"716","716","1031003","64","112644","0"
"717","717","1031003","65","112645","0"
"718","718","1031003","66","112646","0"
"719","719","1031003","67","112647","0"
"720","720","1031003","68","112648","0"
"721","721","1031003","69","112649","0"
"722","722","1031003","70","112650","0"
"723","723","1031003","71","112651","0"
"724","724","1031003","72","112652","0"
"725","725","1031003","73","112653","0"
"726","726","1031003","74","112654","0"
"727","727","1031003","75","112655","0"
"728","728","1031003","76","112656","0"
"729","729","1031003","77","112657","0"
"730","730","1031003","78","112658","0"
"731","731","1031003","79","112659","0"
"732","732","1031003","80","112660","0"
"733","733","1031003","81","112661","0"
"734","734","1031003","82","112662","0"
"735","735","1031003","83","112663","0"
"736","736","1031003","84","112664","0"
"737","737","1031003","85","112665","0"
"738","738","1031003","86","112666","0"
"739","739","1031003","87","112667","0"
"740","740","1031003","88","112668","0"
"741","741","1031003","89","112669","0"
"742","742","1031003","90","112670","0"
"743","743","1031003","91","112671","0"
"744","744","1031003","92","112672","0"
"745","745","1031003","93","112673","0"
"746","746","1031003","94","112674","0"
"747","747","1031003","95","112675","0"
"748","748","1031003","96","112676","0"
"749","749","1031003","97","112677","0"
"750","750","1031003","98","112678","0"
"751","751","1031003","99","112679","0"
"752","752","1031003","100","112680","0"
"753","753","1031003","101","112681","0"
"754","754","1031003","102","112682","0"
"755","755","1031003","103","112683","0"
"756","756","1031003","104","112684","0"
"757","757","1031003","105","112685","0"
"758","758","1031003","106","112686","0"
"759","759","1031003","107","112687","0"
"760","760","1031003","108","112688","0"
"761","761","1031003","109","112689","0"
"762","762","1031003","110","112690","0"
"763","763","1031003","111","112691","0"
"764","764","1031003","112","112692","0"
"765","765","1031003","113","112693","0"
"766","766","1031003","114","112694","0"
"767","767","1031003","115","112695","0"
"768","768","1031003","116","112696","0"
"769","769","1031003","117","112697","0"
"770","770","1031003","118","112698","0"
"771","771","1031003","119","112699","0"
"772","772","1031003","120","112700","0"
"773","773","1031003","121","112701","0"
"774","774","1031003","122","112702","0"
"775","775","1031003","123","112703","0"
"776","776","1031003","124","112704","0"
"777","777","1031003","125","112705","0"
"778","778","1031003","126","112706","0"
"779","779","1031003","127","112707","0"
"780","780","1031003","128","112708","0"
"781","781","1031003","129","112709","0"
"782","782","1031003","130","112710","0"
"783","783","1031003","131","112711","0"
"784","784","1031003","132","112712","0"
"785","785","1031003","133","112713","0"
"786","786","1031003","134","112714","0"
"787","787","1031003","135","112715","0"
"788","788","1031003","136","112716","0"
"789","789","1031003","137","112717","0"
"790","790","1031003","138","112718","0"
"791","791","1031003","139","112719","0"
"792","792","1031003","140","112720","0"
"793","793","1031003","141","112721","0"
"794","794","1031003","142","112722","0"
"795","795","1031003","143","112723","0"
"796","796","1031003","144","112724","0"
"797","797","1031003","145","112725","0"
"798","798","1032003","1","112726","0"
"799","799","1032003","2","112727","0"
"800","800","1032003","3","112728","0"
"801","801","1032003","4","112729","0"
"802","802","1032003","5","112730","0"
"803","803","1032003","6","112731","0"
"804","804","1032003","7","112732","0"
"805","805","1032003","8","112733","0"
"806","806","1032003","9","112734","0"
"807","807","1032003","10","112735","0"
"808","808","1032003","11","112736","0"
"809","809","1032003","12","112737","0"
"810","810","1032003","13","112738","0"
"811","811","1032003","14","112739","0"
"812","812","1032003","15","112740","0"
"813","813","1032003","16","112741","0"
"814","814","1032003","17","112742","0"
"815","815","1032003","18","112743","0"
"816","816","1032003","19","112744","0"
"817","817","1032003","20","112745","0"
"818","818","1032003","21","112746","0"
"819","819","1032003","22","112747","0"
"820","820","1032003","23","112748","0"
"821","821","1032003","24","112749","0"
"822","822","1032003","25","112750","0"
"823","823","1032003","26","112751","0"
