"Name","QuestId","QuestLevel","QuestTitle","StepNo","QuestMission","StartScript","EndScript","CountSmallTalk","MissionType","MissionTarget","Parameter1","Parameter2","ParameterClass","CountIndication","QuestTrackerType","MissionStageId","ViaCoordinate","MissionCoordinate","PhaseExitCoordinate","SoundId","SoundRange","EffectId","IconId","ContentOpenPage","StringMESSAGE","AutoBattleType","PcTargetSearchDist","CoordinateRange","QuestTitleSID","QuestMissionSID","RewardExp","RewardGOLD","RewardCostId","RewardCostCount","RewardItem01Id","RewardItem01Count","RewardItem02Id","RewardItem02Count","TutorialGroupId"
"11","202100105","170","화로 수리","5","화로대 설치하기","NPCSHOW 2000301 (15160,280,740,-174)","SmallTalk 111020600","","9100","110500312","1","100000","(0,0,0,0,0,0)","0","0","110500030","","(X=14936.120117,Y=-287.000000,Z=653.000244)","(X=0,Y=0,Z=0)","0","0","1080001","0","0","0","0","0","0","110500203","210500211","244480","23157","0","0","(901200105,901200105,901200105,901200105,901200105,901200105)","3","(604200305,604200305,604200305,604200305,604200305,604200305)","2","0"
"12","202100110","170","화로 수리","6","대장장이 불영과 대화","NPCSHOW 2000301 (15160,280,740,-174)","CINEMATIC 111020500/CUTSCENEDELAY","","11","2000301","1","0","(0,0,0,0,0,0)","0","0","110500030","","(X=14961.801758,Y=249.751526,Z=652.866760)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","110500203","210500212","244480","23157","11","3000","(604200305,604200305,604200305,604200305,604200305,604200305)","2","(0,0,0,0,0,0)","0","0"
"13","202100120","170","화로 수리","7","공허의 주괴 불영에게 전달","NPCSHOW 2000301 (15160,280,740,-174)","CINEMATIC 111020600/CUTSCENEDELAY/DELAY 1","","9350","1301201906","10","2000301","(0,0,0,0,0,0)","0","0","110500030","","(X=14961.801758,Y=249.751526,Z=652.866760)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","110500203","210500213","427850","79294","0","0","(517200412,517200412,517200412,517200412,517200412,517200412)","1","(901200205,901200205,901200205,901200205,901200205,901200205)","3","0"
"14","202100125","170","화로 수리","8","화로구 설치하기","NPCSHOW 2000301 (15160,280,740,-174)","HUDHIDE/CAMERASET 0 -24 700 1/CAMERAFOCUS (14289,-758,1462) (-22,14,0) 1 3 (14451,-707,984) (0,16,0) 2 0/DELAY 2/FADE 0 1 1/DELAY 1","","9100","110500313","1","100000","(0,0,0,0,0,0)","0","0","110500030","","(X=14936.120117,Y=-287.000000,Z=653.000244)","(X=0,Y=0,Z=0)","0","0","1080001","0","0","0","0","0","0","110500203","210500214","244480","23157","0","0","(517200410,517200410,517200410,517200410,517200410,517200410)","1","(604200305,604200305,604200305,604200305,604200305,604200305)","2","0"
"15","202100126","170","화로 수리","8","화로구 설치하기","NPCSHOW 2000301 (15160,280,740,-174)","HUDHIDE/FADE 1 0 1/DELAY 1/SmallTalk 111020650/DELAY 2/HUDSHOW","","100","0","1","1000","(0,0,0,0,0,0)","0","1","110500030","","(X=14936.120117,Y=-287.000000,Z=653.000244)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","110500203","210500214","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"16","202100130","170","재건의 불씨","1","대장장이 불영과 대화","NPCSHOW 2000301 (15160,280,740,-174)","CINEMATIC 111020700/CUTSCENEDELAY/DELAY 1/SmallTalk 111020700","","11","2000301","1","0","(0,0,0,0,0,0)","0","0","110500030","","(X=14961.801758,Y=249.751526,Z=652.866760)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","110500204","210500215","244480","23157","0","0","(604200305,604200305,604200305,604200305,604200305,604200305)","2","(502120001,502120001,502120001,502120001,502120001,502120001)","10","0"
"17","202100140","170","재건의 불씨","2","불꽃 수집I","NPCSHOW 2000301 (15160,280,740,-174)","DELAY 1/SmallTalk 111020800","","9100","110500306","1","100000","(0,0,0,0,0,0)","0","0","110500030","","(X=20220.000000,Y=-6850.000000,Z=1180.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","110500204","210500216","305600","45157","0","0","(901200305,901200305,901200305,901200305,901200305,901200305)","3","(604200305,604200305,604200305,604200305,604200305,604200305)","2","0"
"18","202100150","170","재건의 불씨","3","불꽃 수집II","NPCSHOW 2000301 (15160,280,740,-174)","DELAY 1/SmallTalk 111020900","","9100","110500308","1","100000","(0,0,0,0,0,0)","0","0","110500030","","(X=19744.000000,Y=6015.000000,Z=1177.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","110500204","210500217","366730","67156","12","4500","(501200050,501200050,501200050,501200050,501200050,501200050)","1","(604200305,604200305,604200305,604200305,604200305,604200305)","2","0"
"19","202100160","170","재건의 불씨","4","불꽃 수집III","NPCSHOW 2000301 (15160,280,740,-174)","SmallTalk 111021200","","9100","110500318","1","0","(0,0,0,0,0,0)","0","0","110500030","","(X=10409.000000,Y=14462.000000,Z=2304.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","110500204","210500218","427850","79294","12","4500","(701200204,701200204,701200204,701200204,701200204,701200204)","5","(901200105,901200105,901200105,901200105,901200105,901200105)","3","0"
"20","202120002","170","재건의 불씨","5","대장장이 불영과 대화","NPCSHOW 2000301 (15160,280,740,-174)","CINEMATIC 111030000/CUTSCENEDELAY","","11","2000301","1","0","(0,0,0,0,0,0)","0","0","110500030","","(X=14961.801758,Y=249.751526,Z=652.866760)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","110500204","210500220","244480","23157","11","3000","(1301201706,1301201706,1301201706,1301201706,1301201706,1301201706)","10","(0,0,0,0,0,0)","0","0"
"21","202120005","170","재건의 불씨","6","화로구에 불씨 놓기","NPCSHOW 2000301 (15160,280,740,-174)","0","","9100","110500314","1","100000","(0,0,0,0,0,0)","0","0","110500030","","(X=14936.120117,Y=-287.000000,Z=653.000244)","(X=0,Y=0,Z=0)","0","0","1080001","0","0","0","0","0","0","110500204","210500221","244480","23157","0","0","(604200305,604200305,604200305,604200305,604200305,604200305)","2","(0,0,0,0,0,0)","0","0"
"22","202120010","171","재건의 불씨","7","대장장이 불영과 대화","NPCSHOW 2000301 (15160,280,740,-174)","CINEMATIC 111030100/CUTSCENEDELAY","","11","2000301","1","0","(0,0,0,0,0,0)","0","0","110500030","","(X=14961.801758,Y=249.751526,Z=652.866760)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","110500204","210500222","246060","25774","0","0","(901200205,901200205,901200205,901200205,901200205,901200205)","3","(604200305,604200305,604200305,604200305,604200305,604200305)","2","0"
"23","202120020","171","8계로 가는 방법","1","일등항해사 불비와 대화","0","CINEMATIC 111030200/CUTSCENEDELAY","","11","2000003","1","0","(0,0,0,0,0,0)","0","0","110500010","","(X=1283.723633,Y=1076.192627,Z=6962.589355)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","110500205","210500223","246060","25774","12","4500","(604200305,604200305,604200305,604200305,604200305,604200305)","2","(0,0,0,0,0,0)","0","0"
"24","202120030","171","8계로 가는 방법","2","차원의 문으로 이동","0","SMALLTALK 111030100","","100","0","1","200","(0,0,0,0,0,0)","0","0","110500020","","(X=12682.288086,Y=-14181.896484,Z=7797.478516)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","110500205","210500224","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"25","202120040","171","8계로 가는 방법","3","열쇠 사용하기","0","0","","9100","110500203","1","100000","(0,0,0,0,0,0)","0","0","110500020","","(X=12682.288086,Y=-14181.896484,Z=7797.478516)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","110500205","210500225","246060","25774","0","0","(502120001,502120001,502120001,502120001,502120001,502120001)","10","(604200305,604200305,604200305,604200305,604200305,604200305)","2","0"
"26","202120050","171","8계로 가는 방법","4","공허의 세계로 이동","0","SMALLTALK 111030200","","100","0","1","200","(0,0,0,0,0,0)","0","1","110500040","","(X=-10.000000,Y=3630.000000,Z=820.000000)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","110500205","210500226","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"27","202120060","171","8계로 가는 방법","5","몰려드는 몬스터 처치","0","SMALLTALK 111030300","","8300","0","50","100000","(0,0,0,0,0,0)","1","1","110500040","","(X=-4.351501,Y=1796.147461,Z=818.933838)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","1","3000","3000","110500205","210500227","369100","74744","12","4500","(604200305,604200305,604200305,604200305,604200305,604200305)","2","(1301201588,1301201588,1301201588,1301201588,1301201588,1301201588)","10","0"
"28","202120070","171","8계로 가는 방법","6","일등항해사 불비와 대화","0","CINEMATIC 111030300/CUTSCENEDELAY","","11","2000003","1","0","(0,0,0,0,0,0)","0","0","110500010","","(X=1283.723633,Y=1076.192627,Z=6962.589355)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","110500205","210500228","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"29","202120080","171","8계로 가는 방법","7","열쇠 사용하기","0","0","","9100","110500204","1","100000","(0,0,0,0,0,0)","0","0","110500020","","(X=12682.288086,Y=-14181.896484,Z=7797.478516)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","110500205","210500229","246060","25774","0","0","(901200305,901200305,901200305,901200305,901200305,901200305)","3","(604200305,604200305,604200305,604200305,604200305,604200305)","2","0"
"30","202120090","171","8계로 가는 방법","8","공허의 세계로 이동","0","0","","100","0","1","200","(0,0,0,0,0,0)","0","1","110500050","","(X=-10.000000,Y=3630.000000,Z=820.000000)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","110500205","210500230","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"31","202120100","171","8계로 가는 방법","9","차원문지기 키라크 처치","0","SMALLTALK 111030450","","8050","400006005","1","100000","(0,0,0,0,0,0)","0","1","110500050","","(X=-23.000000,Y=484.121948,Z=818.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","1","0","0","110500205","210500231","430610","88253","0","0","(901200105,901200105,901200105,901200105,901200105,901200105)","3","(502120001,502120001,502120001,502120001,502120001,502120001)","10","0"
"32","202120105","171","8계로 가는 방법","10","차원문지기 카라크 처치","0","0","","8050","400006006","1","100000","(0,0,0,0,0,0)","0","1","110500050","","(X=-23.000000,Y=484.121948,Z=818.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","1","0","0","110500205","210500232","492120","101762","0","0","(517200412,517200412,517200412,517200412,517200412,517200412)","1","(1301201588,1301201588,1301201588,1301201588,1301201588,1301201588)","10","0"
"33","202120110","171","8계로 가는 방법","11","일등항해사 불비와 대화","0","CINEMATIC 111030400/CUTSCENEDELAY","","11","2000003","1","0","(0,0,0,0,0,0)","0","0","110500010","","(X=1283.723633,Y=1076.192627,Z=6962.589355)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","110500205","210500233","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"34","202120120","171","8계로 가는 방법","12","열쇠 사용하기","0","SMALLTALK 111030500","","9100","110500205","1","100000","(0,0,0,0,0,0)","0","0","110500020","","(X=12682.288086,Y=-14181.896484,Z=7797.478516)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","110500205","210500234","246060","25774","0","0","(901200305,901200305,901200305,901200305,901200305,901200305)","3","(604200305,604200305,604200305,604200305,604200305,604200305)","2","0"
