"Name","RowId","TargetName","Cooltime"
"3074","3074","105300105","120"
"3075","3075","105300106","120"
"3076","3076","105300107","120"
"3077","3077","105300108","120"
"3078","3078","105300109","120"
"3079","3079","105300110","120"
"3080","3080","105300111","120"
"3081","3081","105300112","120"
"3082","3082","105300113","120"
"3083","3083","105300114","120"
"3084","3084","105300115","120"
"3085","3085","105300116","120"
"3086","3086","105300202","120"
"3087","3087","105300203","120"
"3088","3088","105300204","120"
"3089","3089","410696","1800"
"5005","5005","410103","120"
"5006","5006","410104","120"
"5007","5007","410105","120"
"5008","5008","410106","120"
"5013","5013","410111","120"
"5014","5014","410112","120"
"5015","5015","410113","120"
"5016","5016","410114","120"
"5017","5017","410115","120"
"5018","5018","410116","120"
"5019","5019","410117","120"
"5020","5020","410118","120"
"5021","5021","410534","120"
"5022","5022","410535","120"
"5023","5023","410536","120"
"5024","5024","410537","120"
"5025","5025","410598","120"
"5026","5026","410599","120"
"5027","5027","410600","120"
"5028","5028","410601","120"
"5029","5029","410623","120"
"5030","5030","410624","120"
"5031","5031","410625","120"
"5032","5032","410626","120"
"5033","5033","410627","120"
"5034","5034","410628","120"
"5035","5035","410629","120"
"5036","5036","410630","120"
"5038","5038","421907","120"
"5039","5039","421908","120"
"5040","5040","421909","120"
"5041","5041","421910","120"
"5042","5042","421911","120"
"5046","5046","410698","120"
"5047","5047","410699","120"
"5048","5048","410700","120"
"5049","5049","410701","120"
"5501","5501","410252","120"
"5601","5601","410261","120"
"5602","5602","410540","120"
"5701","5701","410622","120"
"6011","6011","410119","10"
"6012","6012","410120","10"
"6013","6013","410121","10"
"6014","6014","410122","10"
"6015","6015","410123","10"
"6016","6016","410124","10"
"6017","6017","410125","10"
"6018","6018","410126","10"
"6019","6019","410127","10"
"6020","6020","410128","10"
"6021","6021","410129","10"
"6022","6022","410130","10"
"6023","6023","410131","10"
"6024","6024","410132","10"
"6025","6025","410133","10"
"6111","6111","410134","10"
"6112","6112","410135","10"
"6113","6113","410136","10"
"6114","6114","410137","10"
"6115","6115","410138","10"
"6116","6116","410139","10"
"6117","6117","410140","10"
"6118","6118","410141","10"
"6119","6119","410142","10"
"6120","6120","410143","10"
"6121","6121","410144","10"
"6122","6122","410145","10"
"6123","6123","410146","10"
"6124","6124","410147","10"
"6125","6125","410148","10"
"6211","6211","410149","10"
"6212","6212","410150","10"
"6213","6213","410151","10"
"6214","6214","410152","10"
"6215","6215","410153","10"
"6216","6216","410154","10"
"6217","6217","410155","10"
"6218","6218","410156","10"
"6219","6219","410157","10"
"6220","6220","410158","10"
"6221","6221","410159","10"
"6222","6222","410160","10"
"6223","6223","410161","10"
"6224","6224","410162","10"
"6225","6225","410163","10"
"6311","6311","410164","10"
"6312","6312","410165","10"
"6313","6313","410166","10"
"6314","6314","410167","10"
"6315","6315","410168","10"
"6316","6316","410169","10"
"6317","6317","410170","10"
"6318","6318","410171","10"
"6319","6319","410172","10"
"6320","6320","410173","10"
"6321","6321","410174","10"
"6322","6322","410175","10"
"6323","6323","410176","10"
"6324","6324","410177","10"
"6325","6325","410178","10"
"6411","6411","410179","10"
"6412","6412","410180","10"
"6413","6413","410181","10"
"6414","6414","410182","10"
"6415","6415","410183","10"
"6416","6416","410184","10"
"6417","6417","410185","10"
"6418","6418","410186","10"
"6419","6419","410187","10"
"6420","6420","410188","10"
"6421","6421","410189","10"
"6422","6422","410190","10"
"6423","6423","410191","10"
"6424","6424","410192","10"
"6425","6425","410193","10"
"6511","6511","410194","10"
"6512","6512","410195","10"
"6513","6513","410196","10"
"6514","6514","410197","10"
"6515","6515","410198","10"
"6516","6516","410199","10"
"6517","6517","410200","10"
"6518","6518","410201","10"
"6519","6519","410202","10"
"6520","6520","410203","10"
"6521","6521","410204","10"
"6522","6522","410205","10"
"6523","6523","410206","10"
"6524","6524","410207","10"
"6525","6525","410208","10"
"6526","6526","410639","10"
"6527","6527","410640","10"
"6528","6528","410641","10"
"6529","6529","410642","10"
"6530","6530","410643","10"
"6531","6531","410644","10"
"6532","6532","410645","10"
"6533","6533","410646","10"
"6534","6534","410647","10"
"6535","6535","410648","10"
"6536","6536","410649","10"
"6537","6537","410650","10"
"6538","6538","410651","10"
"6626","6626","420192","10"
"6627","6627","420193","10"
"6628","6628","420194","10"
"6629","6629","420195","10"
"6630","6630","420196","10"
"6631","6631","420197","10"
"6632","6632","420198","10"
"6633","6633","420199","10"
"6634","6634","420200","10"
"6635","6635","420201","10"
"6636","6636","420202","10"
"6637","6637","420203","10"
"6638","6638","420204","10"
"6639","6639","420205","10"
"6640","6640","420206","10"
"6641","6641","420207","10"
"6642","6642","420208","10"
"6643","6643","420209","10"
"6644","6644","420210","10"
"6645","6645","420211","10"
"6646","6646","420212","10"
"6647","6647","420213","10"
"6648","6648","420214","10"
"6649","6649","420215","10"
"6650","6650","420186","10"
"6651","6651","420187","10"
"6652","6652","420188","10"
"6653","6653","420189","10"
"6654","6654","420190","10"
"6655","6655","420191","10"
"6711","6711","420221","10"
"6712","6712","420222","10"
"6713","6713","420223","10"
"6714","6714","420224","10"
"6715","6715","420225","10"
"6716","6716","420226","10"
"6717","6717","420227","10"
"6718","6718","420228","10"
"6719","6719","420229","10"
"6720","6720","420230","10"
"6721","6721","420231","10"
"6722","6722","420232","10"
"6723","6723","420233","10"
"6724","6724","420234","10"
"6725","6725","420235","10"
"6726","6726","420236","10"
"6727","6727","420217","10"
"6728","6728","420218","10"
"6729","6729","420219","10"
"6730","6730","420220","10"
"6811","6811","420241","10"
"6812","6812","420242","10"
"6813","6813","420243","10"
"6814","6814","420244","10"
"6815","6815","420245","10"
"6816","6816","420246","10"
"6817","6817","420247","10"
"6818","6818","420248","10"
"6819","6819","420249","10"
"6820","6820","420250","10"
"6821","6821","420251","10"
"6822","6822","420252","10"
"6823","6823","420253","10"
"6824","6824","420254","10"
"6825","6825","420255","10"
"6826","6826","420256","10"
"6827","6827","420237","10"
"6828","6828","420238","10"
"6829","6829","420239","10"
"6830","6830","420240","10"
"6931","6931","420262","10"
"6932","6932","410602","10"
"6933","6933","410603","10"
"6934","6934","410604","10"
"6935","6935","410605","10"
"6936","6936","410606","10"
"6937","6937","410607","10"
"6938","6938","410608","10"
"6939","6939","410609","10"
"6940","6940","410610","10"
"6941","6941","410611","10"
"6942","6942","410612","10"
"6943","6943","410613","10"
"6944","6944","410614","10"
"6945","6945","410615","10"
"6946","6946","410616","10"
"6947","6947","410617","10"
"6948","6948","410618","10"
"6949","6949","410619","10"
"6950","6950","410620","10"
"6951","6951","410621","10"
"7011","7011","410224","10"
"7012","7012","410225","10"
"7013","7013","410226","10"
"7021","7021","410227","10"
"7022","7022","410228","10"
"7023","7023","410229","10"
"7024","7024","410230","10"
"7025","7025","410231","10"
"7031","7031","410232","10"
"7032","7032","410233","10"
"7041","7041","410234","10"
"7042","7042","410235","10"
"7043","7043","410236","10"
"7044","7044","410237","10"
"7045","7045","410238","10"
"7046","7046","410239","10"
"7051","7051","410240","10"
"7052","7052","410241","10"
"7053","7053","410242","10"
"7061","7061","410243","10"
"7062","7062","410244","10"
"7063","7063","410245","10"
"7064","7064","410451","10"
"7065","7065","410452","10"
"7066","7066","410453","10"
"7071","7071","410479","10"
"7072","7072","410480","10"
"7073","7073","410481","10"
"7074","7074","410482","10"
"7075","7075","410499","10"
"7076","7076","410500","10"
"7077","7077","410501","10"
"7078","7078","410502","10"
"7079","7079","410503","10"
"8000","8000","410246","120"
"8001","8001","410247","120"
"8002","8002","410248","120"
"8003","8003","410249","120"
"10001","10001","453001","10"
"10002","10002","453002","10"
"10003","10003","453003","10"
"10004","10004","453004","10"
"10005","10005","453005","10"
"10006","10006","453006","10"
"10007","10007","453007","10"
"10008","10008","453008","10"
"10009","10009","453009","10"
"10010","10010","453010","10"
"10011","10011","453011","10"
"10012","10012","453012","10"
"10013","10013","453013","10"
"10014","10014","453014","10"
"10015","10015","453015","10"
"10016","10016","453016","10"
"10017","10017","453017","10"
"10018","10018","453018","10"
"10019","10019","453019","10"
"10020","10020","453020","10"
"10021","10021","453021","10"
"10022","10022","453022","10"
"10023","10023","453023","10"
"10024","10024","453024","10"
"10025","10025","453025","10"
"10026","10026","453026","10"
"10027","10027","453027","10"
"10028","10028","453028","10"
"10029","10029","453029","10"
"10030","10030","453030","10"
"10031","10031","453031","10"
"10032","10032","453032","10"
"10033","10033","453033","10"
"10034","10034","453034","10"
"10035","10035","453035","10"
"10036","10036","453036","10"
"10037","10037","453037","10"
"10038","10038","453038","10"
"10039","10039","453039","10"
"10040","10040","453040","10"
"10041","10041","453041","10"
"10042","10042","453042","10"
"10043","10043","453043","10"
"10044","10044","453044","10"
"10045","10045","453045","10"
"10046","10046","453046","10"
"10047","10047","453047","10"
"5110701","5110701","410277","10"
"5120901","5120901","410278","10"
"5120902","5120902","410279","10"
"5120903","5120903","444011","10"
"5160701","5160701","444012","10"
"5161001","5161001","444013","10"
"5080001","5080001","444014","10"
"5310001","5310001","444016","10"
"5340001","5340001","444017","10"
"5340002","5340002","410483","10"
"5340003","5340003","410484","10"
"5340004","5340004","410485","10"
"5340005","5340005","410486","10"
"5340006","5340006","444018","10"
"5340007","5340007","444021","10"
"5340008","5340008","444022","10"
"5340009","5340009","444023","10"
"5340010","5340010","444024","10"
"5340011","5340011","7110301","10"
"5340012","5340012","7110401","10"
"5340013","5340013","7110501","10"
"5340014","5340014","7110502","10"
"5340015","5340015","7110601","10"
"7000001","7000001","421906","120"
"103003010","103003010","410280","120"
"103003011","103003011","410281","120"
"103003012","103003012","410282","120"
"103003013","103003013","410283","120"
"103003020","103003020","410284","120"
"103003030","103003030","410285","120"
"103003040","103003040","410286","120"
"103003050","103003050","410287","120"
"103003070","103003070","410288","120"
"103004010","103004010","410289","120"
"105001010","105001010","410290","120"
"105001020","105001020","410291","120"
"105002010","105002010","410292","120"
"105002020","105002020","410293","120"
"105002021","105002021","410697","120"
"1070010100","1070010100","410405","120"
"1070010101","1070010101","410406","120"
"1070010102","1070010102","410407","120"
"1070010103","1070010103","410408","120"
"1070010104","1070010104","410409","120"
"1070010105","1070010105","410410","120"
"1070010200","1070010200","410411","120"
"1070010201","1070010201","410412","120"
"1070010202","1070010202","410413","120"
"1070010203","1070010203","410414","120"
"1070020100","1070020100","410415","120"
"1070020101","1070020101","410416","120"
"1070020102","1070020102","410417","120"
"1070020103","1070020103","410418","120"
"1070020104","1070020104","410419","120"
"1070020200","1070020200","410420","120"
"1070020201","1070020201","410421","120"
"1070020202","1070020202","410422","120"
"1070020203","1070020203","410423","120"
"1070020204","1070020204","410424","120"
"1070020205","1070020205","410425","120"
"1070030100","1070030100","410426","120"
"1070030101","1070030101","410427","120"
"1070030102","1070030102","410428","120"
"1070030103","1070030103","410429","120"
"1070030104","1070030104","410430","120"
"1070030105","1070030105","410431","120"
"1070030106","1070030106","410432","120"
"1070030107","1070030107","410433","120"
"1070030200","1070030200","410434","120"
"1070030201","1070030201","410435","120"
"1070030202","1070030202","410436","120"
"1070030203","1070030203","410437","120"
"1070030204","1070030204","410438","120"
"1070030205","1070030205","410439","120"
"201510013","201510013","454013","5"
"201510014","201510014","454014","5"
"201510015","201510015","454015","5"
"201510016","201510016","454016","5"
"201510017","201510017","454017","5"
"201510018","201510018","454018","5"
"201510019","201510019","454019","5"
"201510020","201510020","454020","5"
"201510021","201510021","454021","5"
"201510022","201510022","454022","5"
"201510023","201510023","454023","5"
"201510024","201510024","454024","5"
"201510025","201510025","454025","5"
"201510026","201510026","454026","5"
"201510027","201510027","454027","5"
"201510028","201510028","454028","5"
"201510029","201510029","454029","5"
"201510030","201510030","454030","5"
"201510031","201510031","454031","5"
"201510032","201510032","454032","5"
"201510033","201510033","454033","5"
"201510034","201510034","454034","5"
"201510035","201510035","454035","5"
"201510036","201510036","454036","5"
"201510037","201510037","454100","5"
"201510038","201510038","454101","5"
"201510039","201510039","454102","5"
"201510040","201510040","454103","5"
"201510041","201510041","454104","5"
"201510042","201510042","454105","5"
"201510043","201510043","454106","5"
"201510044","201510044","454107","5"
"201510045","201510045","454108","5"
"201510046","201510046","454109","5"
"201510047","201510047","454110","5"
"201510048","201510048","454111","5"
"201510100","201510100","410522","5"
"201510101","201510101","410523","5"
"201510102","201510102","410524","5"
"201510103","201510103","410525","5"
"201510104","201510104","410526","5"
"201510105","201510105","410527","5"
"201510106","201510106","410528","5"
"201510107","201510107","410529","5"
"201510108","201510108","410530","5"
"201510109","201510109","410531","5"
"201510110","201510110","410532","5"
"201510111","201510111","410533","5"
"201510200","201510200","410586","5"
"201510201","201510201","410587","5"
"201510202","201510202","410588","5"
"201510203","201510203","410589","5"
"201510204","201510204","410590","5"
"201510205","201510205","410591","5"
"201510206","201510206","410592","5"
"201510207","201510207","410593","5"
"201510208","201510208","410594","5"
"201510209","201510209","410595","5"
"201510210","201510210","410596","5"
"201510211","201510211","410597","5"
"201520001","201520001","454037","5"
"201520002","201520002","454038","5"
"201520003","201520003","454039","5"
"201520004","201520004","454040","5"
"201520005","201520005","454041","5"
"201520006","201520006","454042","5"
"201520007","201520007","454043","5"
"201520008","201520008","454044","5"
"201520009","201520009","454045","5"
"201520010","201520010","454046","5"
"201520011","201520011","454047","5"
"201520012","201520012","454048","5"
"201520013","201520013","454049","5"
"201520014","201520014","454050","5"
"201520015","201520015","454051","5"
"201520016","201520016","454052","5"
"201520017","201520017","454053","5"
"201520018","201520018","454054","5"
"201520019","201520019","454055","5"
"201520020","201520020","454056","5"
"201520021","201520021","454057","5"
"201520022","201520022","454058","5"
"201520023","201520023","454059","5"
"201520024","201520024","454060","5"
"201520025","201520025","454061","5"
"201520026","201520026","454062","5"
"201520027","201520027","454063","5"
"201520028","201520028","454064","5"
"201520029","201520029","454065","5"
"201520030","201520030","454066","5"
"201520031","201520031","454067","5"
"201520032","201520032","454068","5"
"201520033","201520033","454069","5"
"201520034","201520034","454070","5"
"201520035","201520035","454071","5"
"201520036","201520036","454072","5"
"201520046","201520046","454082","5"
"201520047","201520047","454083","5"
"201520048","201520048","454084","5"
"201520049","201520049","454085","5"
"201520050","201520050","454086","5"
"201520051","201520051","454087","5"
"201520052","201520052","454088","5"
"201520053","201520053","454089","5"
"201520054","201520054","454090","5"
"201520055","201520055","454091","5"
"201520056","201520056","454092","5"
"201520057","201520057","454093","5"
"201520058","201520058","454094","5"
"201520059","201520059","454095","5"
"201520060","201520060","454096","5"
"201520061","201520061","454097","5"
"201520062","201520062","454098","5"
"201520063","201520063","454099","5"
"201520064","201520064","454200","5"
"201520065","201520065","454201","5"
"201520066","201520066","454202","5"
"201520067","201520067","454203","5"
"201520068","201520068","454204","5"
"201520069","201520069","454205","5"
"201520070","201520070","454206","5"
"201520071","201520071","454207","5"
"201520072","201520072","454208","5"
"201520073","201520073","454209","5"
"201520074","201520074","454210","5"
"201520075","201520075","454211","5"
"201520076","201520076","454212","5"
"201520077","201520077","454213","5"
"201520078","201520078","454214","5"
"201520079","201520079","454215","5"
"201520080","201520080","454216","5"
"201520081","201520081","454217","5"
"201520101","201520101","454218","5"
"201520102","201520102","454219","5"
"201520103","201520103","454220","5"
"201520104","201520104","454221","5"
"201520105","201520105","454222","5"
"201520106","201520106","454223","5"
"201520107","201520107","454224","5"
"201520108","201520108","454225","5"
"201520109","201520109","454226","5"
"201520110","201520110","454227","5"
"201520111","201520111","454228","5"
"201520112","201520112","454229","5"
"201520201","201520201","410510","5"
"201520202","201520202","410511","5"
"201520203","201520203","410512","5"
"201520204","201520204","410513","5"
"201520205","201520205","410514","5"
"201520206","201520206","410515","5"
"201520207","201520207","410516","5"
"201520208","201520208","410517","5"
"201520209","201520209","410518","5"
"201520210","201520210","410519","5"
"201520211","201520211","410520","5"
"201520212","201520212","410521","5"
"201520401","201520401","454251","5"
"201520402","201520402","454252","5"
"201520403","201520403","454253","5"
"201520404","201520404","454254","5"
"201520405","201520405","454255","5"
"201520406","201520406","454256","5"
"201520407","201520407","454257","5"
"201520408","201520408","454258","5"
"201520409","201520409","454259","5"
