"Name","QuestId","Script"
"100001800","100001800","NPCSHOW 1002 (3520,4600,100,90)/NPCSHOW 402305 (2331,11983,99,0)/NPCSHOW 402306 (-2591,8961,1505,90)"
"100001850","100001850","NPCSHOW 1002 (3710,12310,90,-129)/NPCSHOW 402305 (2331,11983,99,0)/NPCSHOW 402306 (-2591,8961,1505,90)"
"100001900","100001900","NPCSHOW 1002 (3078,12023,90,-42)/NPCSHOW 40226 (3380,15010,1870,-90)/NPCSHOW 402305 (2331,11983,99,0)/NPCSHOW 402306 (-2591,8961,1505,90)"
"100001930","100001930","NPCSHOW 1002 (3078,12023,90,-42)/NPCSHOW 40226 (3380,15010,1870,-90)/NPCSHOW 402305 (2331,11983,99,0)/NPCSHOW 402306 (-2591,8961,1505,90)"
"100001940","100001940","NPCSHOW 40226 (3380,15010,1870,-90)/NPCSHOW 402306 (-2591,8961,1505,90)"
"100001950","100001950","NPCSHOW 40226 (3380,15010,1870,-90)/NPCSHOW 402306 (-2591,8961,1505,90)"
"100002000","100002000","NPCSHOW 40226 (3380,15010,1870,-90)"
"100002100","100002100","NPCSHOW 40226 (3380,15010,1870,-90)"
"100002300","100002300","NPCSHOW 40225 (-3400,8110,1470,0)/NPCSHOW 40226 (3380,15010,1870,-90)"
"100002330","100002330","NPCSHOW 40161 (-4340,9050,130,89)/NPCSHOW 40226 (3380,15010,1870,-90)"
"100002350","100002350","NPCSHOW 4019 (-8542,9993,90,0)/NPCSHOW 40226 (3380,15010,1870,-90)/NPCSHOW 402307 (-4320,9030,100,0)"
"100002450","100002450","NPCSHOW 4019 (-8542,9993,90,0)/NPCSHOW 40226 (3380,15010,1870,-90)/NPCSHOW 40228 (-8543,9982,90,0)"
"100002480","100002480","NPCSHOW 4019 (-8542,9993,90,0)/NPCSHOW 40226 (3380,15010,1870,-90)/NPCSHOW 40228 (-8543,9982,90,0)"
"100002500","100002500","NPCSHOW 2032 (-13440,9980,90,0)/NPCSHOW 4016 (-13100,10000,160,180)/NPCSHOW 40226 (3380,15010,1870,-90)"
"100002550","100002550","NPCSHOW 2032 (-13440,9980,90,0)/NPCSHOW 40226 (3380,15010,1870,-90)"
"101005800","101005800","0"
"101010100","101010100","0"
"101010300","101010300","NPCSHOW 1003 (2020,3360,590,-144)"
"101010550","101010550","0"
"101010600","101010600","NPCSHOW 3031 (-73,2258,440,-50)"
"101010700","101010700","NPCSHOW 3031 (-73,2258,440,-50)"
"101011900","101011900","0"
"101012000","101012000","NPCSHOW 1001 (1850,3930,590,-120)/NPCSHOW 1002 (2110,3840,590,-128)/NPCSHOW 1007 (1610,3980,590,-89)"
"101013690","101013690","0"
"101013710","101013710","NPCSHOW 1003 (-6540,-610,440,89)/NPCSHOW 1009 (-2070,-5570,440,53)"
"101013746","101013746","NPCSHOW 1003 (-6540,-610,440,89)/NPCSHOW 1009 (-2070,-5570,440,53)"
"101013750","101013750","NPCSHOW 1009 (-2070,-5570,440,53)"
"105102500","105102500","0"
"105102600","105102600","0"
"105102900","105102900","NPCSHOW 1012 (-530,220,90,100)/NPCSHOW 1016 (-350,310,90,80)/NPCSHOW 1019 (-690,420,90,90)"
"106116800","106116800","0"
"107000200","107000200","0"
"107000300","107000300","0"
"107000350","107000350","0"
"107000400","107000400","0"
"107000500","107000500","0"
"107002100","107002100","NPCSHOW 1003 (774,2640,431,34)"
"100008700","100008700","0"
"101000100","101000100","0"
"101000200","101000200","NPCSHOW 1003 (-7060,19590,2070,-140)"
"101000300","101000300","NPCSHOW 1003 (-7060,19590,2070,-140)"
"101000400","101000400","NPCSHOW 1003 (-7060,19590,2070,-140)"
"101000500","101000500","NPCSHOW 1003 (-7060,19590,2070,-140)"
"101000600","101000600","NPCSHOW 1001 (-3620,16930,2760,89)/NPCSHOW 1003 (-669,21074,2329,0)/NPCSHOW 1005 (-3925,17150,2780,31)/NPCSHOW 1006 (-458,21159,2343,-89)"
"101000700","101000700","0"
"101000760","101000760","NPCSHOW 1001 (-3620,16930,2760,89)/NPCSHOW 1005 (-3925,17150,2780,31)/NPCSHOW 1006 (-458,21159,2343,-89)"
"101000770","101000770","NPCSHOW 1001 (-3620,16930,2760,89)/NPCSHOW 1005 (-3925,17150,2780,31)/NPCSHOW 1006 (-458,21159,2343,-89)/NPCSHOW 30181 (16133,19525,2984,143)"
"101000800","101000800","NPCSHOW 1001 (-3620,16930,2760,89)/NPCSHOW 1005 (-3925,17150,2780,31)/NPCSHOW 1006 (-458,21159,2343,-89)/NPCSHOW 30181 (16133,19525,2984,143)"
"101000900","101000900","NPCSHOW 1001 (-3620,16930,2760,89)/NPCSHOW 1005 (-3925,17150,2780,31)/NPCSHOW 1006 (-458,21159,2343,-89)"
"101001000","101001000","NPCSHOW 1001 (-3620,16930,2760,89)/NPCSHOW 1003 (-669,21074,2329,0)/NPCSHOW 1005 (-3925,17150,2780,31)/NPCSHOW 1006 (-458,21159,2343,-89)"
"101001100","101001100","NPCSHOW 1001 (-3620,16930,2760,89)/NPCSHOW 1003 (-669,21074,2329,0)/NPCSHOW 1005 (-3925,17150,2780,31)/NPCSHOW 1006 (-458,21159,2343,-89)"
"101001200","101001200","NPCSHOW 1003 (-669,21074,2329,0)/NPCSHOW 1005 (-3925,17150,2780,31)/NPCSHOW 1006 (-458,21159,2343,-89)"
"101001205","101001205","NPCSHOW 1003 (-3609,17174,2759,180)/NPCSHOW 1005 (-3925,17150,2780,31)/NPCSHOW 1006 (-458,21159,2343,-89)"
"101001300","101001300","NPCSHOW 1005 (-3925,17150,2780,31)/NPCSHOW 1006 (-458,21159,2343,-89)"
"101001500","101001500","NPCSHOW 1003 (3750,12260,2620,-80)/NPCSHOW 1005 (-3925,17150,2780,31)/NPCSHOW 1006 (-458,21159,2343,-89)"
"101001550","101001550","NPCSHOW 1003 (6901,5094,2469,111)/NPCSHOW 1005 (-3925,17150,2780,31)/NPCSHOW 1006 (-458,21159,2343,-89)"
"101001600","101001600","NPCSHOW 1003 (-2709,7004,1979,0)/NPCSHOW 1005 (-3925,17150,2780,31)/NPCSHOW 1006 (-458,21159,2343,-89)"
"101001650","101001650","NPCSHOW 1003 (-2709,7004,1979,0)/NPCSHOW 1005 (-3925,17150,2780,31)/NPCSHOW 1006 (-458,21159,2343,-89)"
"101001700","101001700","NPCSHOW 1003 (-9009,4774,2675,-158)/NPCSHOW 1005 (-3925,17150,2780,31)/NPCSHOW 1006 (-458,21159,2343,-89)"
"101001800","101001800","NPCSHOW 1005 (-3925,17150,2780,31)/NPCSHOW 1006 (-458,21159,2343,-89)"
"101002000","101002000","NPCSHOW 1003 (-9009,4774,2675,-158)/NPCSHOW 1005 (-3925,17150,2780,31)/NPCSHOW 1006 (-458,21159,2343,-89)"
"101002300","101002300","NPCSHOW 1003 (-11139,1824,2939,-153)/NPCSHOW 1005 (-3925,17150,2780,31)/NPCSHOW 1006 (-458,21159,2343,-89)"
"101002400","101002400","NPCSHOW 1001 (-11166,1592,2961,134)/NPCSHOW 1003 (-11139,1824,2939,-153)/NPCSHOW 1005 (-3925,17150,2780,31)/NPCSHOW 1006 (-458,21159,2343,-89)"
"101002600","101002600","NPCSHOW 1005 (-3925,17150,2780,31)/NPCSHOW 1006 (-458,21159,2343,-89)"
"101002800","101002800","NPCSHOW 1005 (-3925,17150,2780,31)/NPCSHOW 1006 (-458,21159,2343,-89)"
"101002850","101002850","NPCSHOW 1001 (-17054,-9868,3990,-131)/NPCSHOW 1002 (-17310,-10170,3970,30)/NPCSHOW 1003 (-16931,-10012,3966,-163)/NPCSHOW 1005 (-3925,17150,2780,31)/NPCSHOW 1006 (-458,21159,2343,-89)"
"101002900","101002900","NPCSHOW 1005 (-3925,17150,2780,31)/NPCSHOW 1006 (-458,21159,2343,-89)"
"101003000","101003000","NPCSHOW 1005 (-3925,17150,2780,31)/NPCSHOW 1006 (-458,21159,2343,-89)"
"101003050","101003050","NPCSHOW 1005 (-3925,17150,2780,31)/NPCSHOW 1006 (-458,21159,2343,-89)"
"101003100","101003100","NPCSHOW 1003 (-540,-8322,4196,50)/NPCSHOW 1005 (-3925,17150,2780,31)/NPCSHOW 1006 (-458,21159,2343,-89)"
"101003150","101003150","NPCSHOW 1003 (-540,-8322,4196,50)/NPCSHOW 1005 (-3925,17150,2780,31)/NPCSHOW 1006 (-458,21159,2343,-89)"
"101003350","101003350","0"
"101003400","101003400","0"
"101003500","101003500","NPCSHOW 1006 (18794,3833,3693,117)"
"101003850","101003850","NPCSHOW 1006 (18794,3833,3693,117)"
"101003900","101003900","NPCSHOW 1003 (13955,-2805,3842,0)/NPCSHOW 1006 (18794,3833,3693,117)"
"101004000","101004000","NPCSHOW 1003 (13955,-2805,3842,0)/NPCSHOW 1006 (18794,3833,3693,117)/NPCSHOW 1008 (20205,-7122,4186,146)/NPCSHOW 10081 (20502,-6874,4155,-174)/NPCSHOW 10082 (20145,-7537,4145,102)/NPCSHOW 10083 (19926,-7566,4135,113)"
"101004100","101004100","NPCSHOW 1006 (18794,3833,3693,117)/NPCSHOW 1008 (20205,-7122,4186,146)/NPCSHOW 10081 (20502,-6874,4155,-174)/NPCSHOW 10082 (20145,-7537,4145,102)/NPCSHOW 10083 (19926,-7566,4135,113)"
"101004200","101004200","NPCSHOW 1003 (19820,-7320,4090,40)/NPCSHOW 1006 (18794,3833,3693,117)/NPCSHOW 1008 (20205,-7122,4186,146)/NPCSHOW 10081 (20502,-6874,4155,-174)/NPCSHOW 10082 (20145,-7537,4145,102)/NPCSHOW 10083 (19926,-7566,4135,113)"
"101004300","101004300","NPCSHOW 1006 (18794,3833,3693,117)"
"101004400","101004400","NPCSHOW 1006 (18794,3833,3693,117)"
"101004600","101004600","NPCSHOW 1006 (18794,3833,3693,117)"
"101004700","101004700","NPCSHOW 1006 (18794,3833,3693,117)"
"101004800","101004800","NPCSHOW 1006 (18794,3833,3693,117)"
"101004850","101004850","NPCSHOW 1006 (18794,3833,3693,117)"
"101004900","101004900","NPCSHOW 1006 (18794,3833,3693,117)"
"101005070","101005070","0"
"101005100","101005100","0"
"101005200","101005200","0"
"101005250","101005250","NPCSHOW 601001015 (10333,-3176,3916,-91)"
"101005300","101005300","NPCSHOW 601001010 (10333,-3176,3916,-91)"
"101005700","101005700","NPCSHOW 1001 (-4676,-16717,3753,-30)/NPCSHOW 1002 (-4556,-16597,3763,-50)/NPCSHOW 1003 (-4706,-16877,3753,-10)/NPCSHOW 601001010 (2837,-14703,4038,-153)"
"101005750","101005750","0"
"101013360","101013360","0"
"101013400","101013400","NPCSHOW 1005 (1270,-8210,4000,100)"
"101013470","101013470","NPCSHOW 1005 (1270,-8210,4000,100)"
"101013480","101013480","NPCSHOW 1005 (1270,-8210,4000,100)"
"101010800","101010800","0"
"101010900","101010900","NPCSHOW 10101 (3295,-323,90,11)"
"101011000","101011000","NPCSHOW 10101 (-1499,186,89,175)"
"101011100","101011100","NPCSHOW 10101 (-1499,186,89,175)"
"101011200","101011200","NPCSHOW 10101 (-336,-47,89,159)"
"101011300","101011300","0"
"101011400","101011400","NPCSHOW 1009 (-5506,-5165,97,14)/NPCSHOW 10101 (41,-867,89,-84)"
"101011500","101011500","NPCSHOW 1009 (-5506,-5165,97,14)"
"101011800","101011800","NPCSHOW 1003 (-2104,3723,268,135)"
"101012010","101012010","0"
"101012100","101012100","NPCSHOW 1002 (3097,221,87,0)"
"101012110","101012110","NPCSHOW 1002 (-4086,504,94,-19)"
"101012120","101012120","NPCSHOW 1002 (-4506,-587,94,19)/NPCSHOW 1003 (-3998,-579,90,178)"
"101012150","101012150","NPCSHOW 1003 (-3998,-579,90,178)"
"101012200","101012200","0"
"101013200","101013200","0"
"101013350","101013350","NPCSHOW 1007 (962,5168,269,-132)"
"101013500","101013500","0"
"101013550","101013550","0"
"101013600","101013600","0"
"101013660","101013660","0"
"101013670","101013670","NPCSHOW 1007 (4751,4892,268,-89)/NPCSHOW 1009 (-912,1241,89,89)/NPCSHOW 1011 (4759,4344,272,107)"
"101100100","101100100","0"
"101100200","101100200","NPCSHOW 1009 (-20820,-9900,-20120,-50)/NPCSHOW 40071 (12310,-33625,-22385,-96)"
"101100300","101100300","NPCSHOW 1009 (-20820,-9900,-20120,-50)/NPCSHOW 40071 (12310,-33625,-22385,-96)"
"101100400","101100400","NPCSHOW 1009 (-4896,-12809,-20187,-10)/NPCSHOW 5002 (-8220,-20540,-20610,0)/NPCSHOW 40071 (12310,-33625,-22385,-96)"
"101100500","101100500","NPCSHOW 1009 (-4920,-21220,-20370,-89)/NPCSHOW 5002 (-8220,-20540,-20610,0)/NPCSHOW 40071 (12310,-33625,-22385,-96)"
"101100600","101100600","NPCSHOW 1009 (-7670,-20230,-20600,-149)/NPCSHOW 5002 (-8220,-20540,-20610,0)/NPCSHOW 40071 (12310,-33625,-22385,-96)"
"101100700","101100700","NPCSHOW 1009 (-7670,-20230,-20600,-149)/NPCSHOW 5002 (-8220,-20540,-20610,0)/NPCSHOW 40071 (12310,-33625,-22385,-96)"
"101100800","101100800","NPCSHOW 1007 (-7250,-20540,-20600,151)/NPCSHOW 1009 (-7255,-20035,-20608,-120)/NPCSHOW 1011 (-7660,-20040,-20600,-50)/NPCSHOW 5002 (-8220,-20540,-20610,30)/NPCSHOW 40071 (12310,-33625,-22385,-96)"
"101100850","101100850","NPCSHOW 1007 (-700,-24766,-20242,0)/NPCSHOW 1009 (-1032,-24440,-20270,-10)/NPCSHOW 1011 (-7660,-20040,-20600,-50)/NPCSHOW 5002 (-8220,-20540,-20610,30)/NPCSHOW 40071 (12310,-33625,-22385,-96)"
"101100900","101100900","NPCSHOW 1007 (-700,-24766,-20242,0)/NPCSHOW 1009 (-1032,-24440,-20270,-10)/NPCSHOW 1011 (-7660,-20040,-20600,-50)/NPCSHOW 5002 (-8220,-20540,-20610,30)/NPCSHOW 40071 (12310,-33625,-22385,-96)"
"101101000","101101000","0"
"101101100","101101100","NPCSHOW 1009 (12450,-31546,-22439,-130)/NPCSHOW 2034 (11937,-32350,-22449,-40)/NPCSHOW 2036 (12122,-32180,-22449,-70)/NPCSHOW 20431 (12572,-32145,-22449,-120)"
"101106950","101106950","0"
"101107000","101107000","NPCSHOW 1002 (9694,-31918,-21837,-50)/NPCSHOW 1007 (9434,-31918,-21840,-30)/NPCSHOW 2015 (9638,-32212,-21895,-20)"
"102000100","102000100","0"
"102000200","102000200","NPCSHOW 1002 (9694,-31918,-21837,-50)/NPCSHOW 1007 (9434,-31918,-21840,-30)/NPCSHOW 2015 (9638,-32212,-21895,-20)/NPCSHOW 3030 (-6693,-23721,-20590,35)/NPCSHOW 30361 (-5401,-24745,-20590,102)/NPCSHOW 40011 (-6697,-23733,-20610,43)/NPCSHOW 40012 (-5406,-24754,-20610,80)"
"102000300","102000300","NPCSHOW 1002 (3521,-24905,-19490,-170)/NPCSHOW 1007 (3295,-25270,-19560,108)/NPCSHOW 2015 (3585,-25174,-19510,148)/NPCSHOW 3030 (-6693,-23721,-20590,35)/NPCSHOW 30361 (-5401,-24745,-20590,102)/NPCSHOW 40011 (-6697,-23733,-20610,43)/NPCSHOW 40012 (-5406,-24754,-20610,80)"
"102000400","102000400","NPCSHOW 3030 (-6693,-23721,-20590,35)/NPCSHOW 30361 (-5401,-24745,-20590,102)/NPCSHOW 40011 (-6697,-23733,-20610,43)/NPCSHOW 40012 (-5406,-24754,-20610,80)"
"102000500","102000500","NPCSHOW 1002 (3449,-24894,-19520,-67)/NPCSHOW 1007 (3265,-25251,-19440,19)/NPCSHOW 3030 (-6693,-23721,-20590,35)/NPCSHOW 20102 (3525,-25136,-19500,153)/NPCSHOW 30361 (-5401,-24745,-20590,102)/NPCSHOW 40011 (-6697,-23733,-20610,43)/NPCSHOW 40012 (-5406,-24754,-20610,80)"
"102000600","102000600","NPCSHOW 1002 (3449,-24894,-19520,-67)/NPCSHOW 1007 (3265,-25251,-19440,19)/NPCSHOW 3030 (-6693,-23721,-20590,35)/NPCSHOW 20102 (3525,-25136,-19500,153)/NPCSHOW 30361 (-5401,-24745,-20590,102)/NPCSHOW 40011 (-6697,-23733,-20610,43)/NPCSHOW 40012 (-5406,-24754,-20610,80)"
"102000700","102000700","NPCSHOW 1002 (3449,-24894,-19520,-67)/NPCSHOW 1007 (3265,-25251,-19440,19)/NPCSHOW 3030 (-6693,-23721,-20590,35)/NPCSHOW 20102 (3525,-25136,-19500,153)/NPCSHOW 30361 (-5401,-24745,-20590,102)/NPCSHOW 40011 (-6697,-23733,-20610,43)/NPCSHOW 40012 (-5406,-24754,-20610,80)"
"102000800","102000800","NPCSHOW 1002 (3449,-24894,-19520,-67)/NPCSHOW 1007 (3265,-25251,-19440,19)/NPCSHOW 3030 (-6693,-23721,-20590,35)/NPCSHOW 20102 (3525,-25136,-19500,153)/NPCSHOW 30361 (-6756,-20697,-20635,145)/NPCSHOW 40011 (-6697,-23733,-20610,43)/NPCSHOW 40012 (-5406,-24754,-20610,80)"
"102001000","102001000","NPCSHOW 1002 (3449,-24894,-19520,-67)/NPCSHOW 1007 (3265,-25251,-19440,19)/NPCSHOW 3030 (-5790,-18290,-20612,-178)/NPCSHOW 20102 (3525,-25136,-19500,153)/NPCSHOW 30361 (-6756,-20697,-20635,145)/NPCSHOW 40011 (-6697,-23733,-20610,43)/NPCSHOW 40012 (-5406,-24754,-20610,80)"
"102001100","102001100","NPCSHOW 1002 (3304,-25503,-19530,63)/NPCSHOW 1007 (3659,-25666,-19540,98)/NPCSHOW 20102 (3429,-25652,-19540,99)/NPCSHOW 40011 (-6697,-23733,-20610,43)/NPCSHOW 40012 (-5406,-24754,-20610,80)"
"102001200","102001200","NPCSHOW 1002 (3304,-25503,-19530,63)/NPCSHOW 1007 (3659,-25666,-19540,98)/NPCSHOW 5002 (1421,-18696,-18380,20)/NPCSHOW 20102 (3429,-25652,-19540,99)/NPCSHOW 40011 (-6697,-23733,-20610,43)/NPCSHOW 40012 (-5406,-24754,-20610,80)/NPCSHOW 40014 (1411,-18697,-18380,10)"
"102001300","102001300","NPCSHOW 1002 (3304,-25503,-19530,63)/NPCSHOW 1007 (3659,-25666,-19540,98)/NPCSHOW 5002 (1421,-18696,-18380,20)/NPCSHOW 20102 (3429,-25652,-19540,99)/NPCSHOW 40011 (-6697,-23733,-20610,43)/NPCSHOW 40012 (-5406,-24754,-20610,80)/NPCSHOW 40014 (1411,-18697,-18380,10)"
"102001400","102001400","NPCSHOW 1002 (3304,-25503,-19530,63)/NPCSHOW 1007 (3659,-25666,-19540,98)/NPCSHOW 5002 (1421,-18696,-18380,20)/NPCSHOW 20102 (3429,-25652,-19540,99)/NPCSHOW 40011 (-6697,-23733,-20610,43)/NPCSHOW 40012 (-5406,-24754,-20610,80)/NPCSHOW 40014 (1411,-18697,-18380,10)"
"102001500","102001500","NPCSHOW 1002 (3304,-25503,-19530,63)/NPCSHOW 1007 (3659,-25666,-19540,98)/NPCSHOW 5002 (1421,-18696,-18380,20)/NPCSHOW 20102 (3429,-25652,-19540,99)/NPCSHOW 40011 (-6697,-23733,-20610,43)/NPCSHOW 40012 (-5406,-24754,-20610,80)/NPCSHOW 40014 (1411,-18697,-18380,10)"
"102001600","102001600","NPCSHOW 1002 (3304,-25503,-19530,63)/NPCSHOW 1007 (3659,-25666,-19540,98)/NPCSHOW 5002 (1421,-18696,-18380,20)/NPCSHOW 20102 (3429,-25652,-19540,99)/NPCSHOW 40011 (-6697,-23733,-20610,43)/NPCSHOW 40012 (-5406,-24754,-20610,80)/NPCSHOW 40014 (1411,-18697,-18380,10)"
"102001700","102001700","NPCSHOW 1002 (3304,-25503,-19530,63)/NPCSHOW 1007 (3659,-25666,-19540,98)/NPCSHOW 5002 (1611,-18696,-18740,19)/NPCSHOW 20102 (3429,-25652,-19540,99)/NPCSHOW 40011 (-6697,-23733,-20610,43)/NPCSHOW 40012 (-5406,-24754,-20610,80)/NPCSHOW 40014 (1411,-18697,-18380,10)"
"102001750","102001750","NPCSHOW 1002 (1932,-18840,-18762,140)/NPCSHOW 1007 (3659,-25666,-19540,98)/NPCSHOW 20102 (3429,-25652,-19540,99)/NPCSHOW 40011 (-6697,-23733,-20610,43)/NPCSHOW 40012 (-5406,-24754,-20610,80)/NPCSHOW 40014 (1411,-18697,-18380,10)"
"102001800","102001800","NPCSHOW 1007 (3659,-25666,-19540,98)/NPCSHOW 40011 (-6697,-23733,-20610,43)/NPCSHOW 40012 (-5406,-24754,-20610,80)/NPCSHOW 40014 (1411,-18697,-18380,10)"
"102009050","102009050","0"
"102009100","102009100","0"
"102009200","102009200","NPCSHOW 1002 (11882,-31853,-22400,-50)/NPCSHOW 1004 (11670,-31825,-22375,-40)/NPCSHOW 1007 (11724,-32407,-22380,40)/NPCSHOW 2001 (11585,-32140,-22390,-20)/NPCSHOW 30594 (-13843,-3634,-20540,149)"
"102009300","102009300","NPCSHOW 30594 (-13843,-3634,-20540,149)"
"102009400","102009400","NPCSHOW 30594 (-13843,-3634,-20540,149)"
"102009500","102009500","NPCSHOW 30594 (-13843,-3634,-20540,149)"
"102009600","102009600","NPCSHOW 1003 (-11588,-5339,-20550,130)/NPCSHOW 30594 (-13843,-3634,-20540,149)"
"102009700","102009700","NPCSHOW 1003 (-8119,-5599,-20590,137)/NPCSHOW 30594 (-13843,-3634,-20540,149)"
"102009800","102009800","0"
"102009900","102009900","0"
"102010000","102010000","0"
"102010100","102010100","NPCSHOW 1014 (-3581,-8785,-20190,-80)/NPCSHOW 30583 (-3536,-9041,-20190,100)"
"102010200","102010200","NPCSHOW 1003 (-13038,-11936,-20170,-130)"
"102010300","102010300","0"
"102010350","102010350","NPCSHOW 1014 (-21857,-3542,-20640,-20)"
"102010400","102010400","NPCSHOW 1014 (-21857,-3542,-20640,-20)/NPCSHOW 1017 (-13889,-3138,-20540,-168)/NPCSHOW 30594 (-16400,-3320,-20530,-180)"
