"Name","PortalTriggerId","CurrentStageId","WarpId","ArrivalStageId","PositionNearPortalCheck","PositionNearPortal","PortalStageType","EnableLevel","EnableGreatBuildingID","EnableBuildingStep","EnableDoingQuestType","EnableDoingQuest","EnableCompleteQuestType","EnableCompleteQuest","EnableAchievement","EnableDoingBuff","ContentsAdminInfoId","Weigth"
"1030","1030","101004010","1030","101004020","0","(X=0,Y=0,Z=0)","4","0","0","0","0","0","1","101013750","0","0","0","0"
"1031","1031","101004020","1031","101004010","0","(X=0,Y=0,Z=0)","4","0","0","0","0","0","1","101013750","0","0","0","0"
"1032","1032","101004020","1032","101003040","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","101013750","0","0","0","0"
"1033","1033","101003040","1033","101004020","0","(X=0,Y=0,Z=0)","4","0","0","0","0","0","1","101013750","0","0","0","0"
"1034","1034","101003040","1034","101004040","0","(X=0,Y=0,Z=0)","4","0","0","0","0","0","1","101013750","0","0","0","0"
"1035","1035","101003030","1035","101004030","0","(X=0,Y=0,Z=0)","4","0","0","0","0","0","1","101013750","0","0","0","0"
"1036","1036","101004030","1036","101003030","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","101013750","0","0","0","0"
"1037","1037","101004030","1037","101004040","0","(X=0,Y=0,Z=0)","4","0","0","0","0","0","1","101013750","0","0","0","0"
"1038","1038","101004040","1038","101004030","0","(X=0,Y=0,Z=0)","4","0","0","0","0","0","1","101013750","0","0","0","0"
"1039","1039","101004040","1039","101003040","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","101013750","0","0","0","0"
"1042","1042","101003030","1042","102003010","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","102010660","0","0","0","0"
"1043","1043","102003010","1043","101003030","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","101013750","0","0","0","0"
"1044","1044","102003010","1044","102004010","0","(X=0,Y=0,Z=0)","4","0","0","0","0","0","1","102010660","0","0","0","0"
"1045","1045","102004010","1045","102003010","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","102010660","0","0","0","0"
"1046","1046","102004010","1046","102004040","0","(X=0,Y=0,Z=0)","4","0","0","0","0","0","1","102010660","0","0","0","0"
"1047","1047","102004040","1047","102004010","0","(X=0,Y=0,Z=0)","4","0","0","0","0","0","1","102010660","0","0","0","0"
"1050","1050","102004040","1050","102004070","0","(X=0,Y=0,Z=0)","4","0","0","0","0","0","1","102010660","0","0","0","0"
"1051","1051","102004070","1051","102004040","0","(X=0,Y=0,Z=0)","4","0","0","0","0","0","1","102010660","0","0","0","0"
"1056","1056","102004070","1056","102005020","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","102104150","0","0","0","0"
"1057","1057","102005020","1057","102004070","0","(X=0,Y=0,Z=0)","4","0","0","0","0","0","1","102010660","0","0","0","0"
"1058","1058","102005020","1058","102004050","0","(X=0,Y=0,Z=0)","4","0","0","0","0","0","1","102010660","0","0","0","0"
"1059","1059","102004050","1059","102005020","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","102104150","0","0","0","0"
"1060","1060","102004050","1060","103003010","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","102104600","0","0","0","0"
"1061","1061","101003030","1061","103003010","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","102104600","0","0","0","0"
"1062","1062","103003010","1062","101003030","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","101013750","0","0","0","0"
"1063","1063","103003010","1063","103004010","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","103003100","0","0","0","0"
"1064","1064","103004010","1064","103003010","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","102104600","0","0","0","0"
"1065","1065","103003010","1065","103003020","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","103003100","0","0","0","0"
"1066","1066","103003020","1066","103003010","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","102104600","0","0","0","0"
"1067","1067","101003020","1067","101005040","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","101010800","0","0","0","0"
"1068","1068","101005040","1068","101003020","0","(X=0,Y=0,Z=0)","1","0","0","0","0","0","1","101005750","0","0","0","0"
"1069","1069","103003010","1069","102004050","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","102010660","0","0","0","0"
"1070","1070","103003020","1070","103003030","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","103003100","0","0","0","0"
"1071","1071","103003030","1071","103003020","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","103003100","0","0","0","0"
"1072","1072","103003030","1072","103003050","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","103009550","0","0","0","0"
"1073","1073","103003050","1073","103003030","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","103003100","0","0","0","0"
"1074","1074","102003010","1074","103003040","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","103001500","0","0","0","0"
"1075","1075","103003040","1075","102003010","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","102010660","0","0","0","0"
"1076","1076","100002010","1076","100002020","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","0","0","0","0","0","0"
"1082","1082","103003040","1082","103003060","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","103001950","0","0","0","0"
"1083","1083","103003060","1083","103003040","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","103001500","0","0","0","0"
"1084","1084","103003010","1084","103003070","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","103003100","0","0","0","0"
"1085","1085","103003070","1085","103003010","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","102104600","0","0","0","0"
"1086","1086","103003070","1086","105001020","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","104201850","0","0","0","0"
"1087","1087","105001020","1087","103003070","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","103003100","0","0","0","0"
"1088","1088","101003040","1088","101003060","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","102007710","0","0","0","0"
"1089","1089","101003060","1089","101003040","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","101013750","0","0","0","0"
"2012","2012","102004040","2012","102004050","0","(X=0,Y=0,Z=0)","4","0","0","0","0","0","1","102010660","0","0","0","0"
"2013","2013","102004050","2013","102004040","0","(X=0,Y=0,Z=0)","4","0","0","0","0","0","1","102010660","0","0","0","0"
"2016","2016","102004010","2016","102004050","0","(X=0,Y=0,Z=0)","4","0","0","0","0","0","1","102010660","0","0","0","0"
"2017","2017","102004050","2017","102004010","0","(X=0,Y=0,Z=0)","4","0","0","0","0","0","1","102010660","0","0","0","0"
"4001","4001","104003010","4001","104004010","0","(X=0,Y=0,Z=0)","4","0","0","0","0","0","1","103009800","0","0","0","0"
"4002","4002","104004010","4002","104003010","0","(X=0,Y=0,Z=0)","4","0","0","0","0","0","1","103009800","0","0","0","0"
"4005","4005","104004010","4005","104004050","0","(X=0,Y=0,Z=0)","4","0","0","0","0","0","1","103009800","0","0","0","0"
"4006","4006","104004050","4006","104004010","0","(X=0,Y=0,Z=0)","4","0","0","0","0","0","1","103009800","0","0","0","0"
"4007","4007","104004010","4007","104004040","0","(X=0,Y=0,Z=0)","4","0","0","0","0","0","1","103009800","0","0","0","0"
"4008","4008","104004040","4008","104004010","0","(X=0,Y=0,Z=0)","4","0","0","0","0","0","1","103009800","0","0","0","0"
"4009","4009","104004050","4009","103004010","0","(X=0,Y=0,Z=0)","4","0","0","0","0","0","1","103003100","0","0","0","0"
"4010","4010","103004010","4010","104004050","0","(X=0,Y=0,Z=0)","4","0","0","0","0","0","1","103009800","0","0","0","0"
"4011","4011","104004050","4011","104004060","0","(X=0,Y=0,Z=0)","4","0","0","0","0","0","1","104201850","0","0","0","0"
"4012","4012","104004060","4012","104004050","0","(X=0,Y=0,Z=0)","4","0","0","0","0","0","1","103009800","0","0","0","0"
"4013","4013","104004050","4013","104004040","0","(X=0,Y=0,Z=0)","4","0","0","0","0","0","1","103009800","0","0","0","0"
"4014","4014","104004040","4014","104004050","0","(X=0,Y=0,Z=0)","4","0","0","0","0","0","1","103009800","0","0","0","0"
"4015","4015","104004040","4015","103003010","0","(X=0,Y=0,Z=0)","4","0","0","0","0","0","1","102104600","0","0","0","0"
"4016","4016","103003010","4016","104004040","0","(X=0,Y=0,Z=0)","4","0","0","0","0","0","1","103009800","0","0","0","0"
"4017","4017","104004040","4017","104004090","0","(X=0,Y=0,Z=0)","4","0","0","0","0","0","1","103009800","0","0","0","0"
"4018","4018","104004090","4018","104004040","0","(X=0,Y=0,Z=0)","4","0","0","0","0","0","1","103009800","0","0","0","0"
"4019","4019","104004090","4019","104004070","0","(X=0,Y=0,Z=0)","4","0","0","0","0","0","1","104201850","0","0","0","0"
"4020","4020","104004070","4020","104004090","0","(X=0,Y=0,Z=0)","4","0","0","0","0","0","1","103009800","0","0","0","0"
"4021","4021","104004090","4021","104004100","0","(X=0,Y=0,Z=0)","4","0","0","0","0","0","1","103009800","0","0","0","0"
"4022","4022","104004100","4022","104004090","0","(X=0,Y=0,Z=0)","4","0","0","0","0","0","1","103009800","0","0","0","0"
"4025","4025","104004070","4025","104004060","0","(X=0,Y=0,Z=0)","4","0","0","0","0","0","1","104201850","0","0","0","0"
"4026","4026","104004060","4026","104004070","0","(X=0,Y=0,Z=0)","4","0","0","0","0","0","1","104201850","0","0","0","0"
"4029","4029","104004100","4029","104005010","0","(X=0,Y=0,Z=0)","4","0","0","0","0","0","1","104109850","0","0","0","0"
"4030","4030","104005010","4030","104004100","0","(X=0,Y=0,Z=0)","4","0","0","0","0","0","1","103009800","0","0","0","0"
"4035","4035","105001010","4035","104004070","0","(X=0,Y=0,Z=0)","1","0","0","0","0","0","1","104201850","0","0","0","0"
"4036","4036","104004070","4036","105001010","0","(X=0,Y=0,Z=0)","1","0","0","0","0","0","1","104201850","0","0","0","0"
"4037","4037","104004050","4037","105001020","0","(X=0,Y=0,Z=0)","1","0","0","0","0","0","1","104201850","0","0","0","0"
"4038","4038","105001020","4038","104004050","0","(X=0,Y=0,Z=0)","1","0","0","0","0","0","1","103009800","0","0","0","0"
"4039","4039","105001020","4039","105001010","0","(X=0,Y=0,Z=0)","1","0","0","0","0","0","1","104201850","0","0","0","0"
"4040","4040","105001010","4040","105001020","0","(X=0,Y=0,Z=0)","1","0","0","0","0","0","1","104201850","0","0","0","0"
"4043","4043","105002010","4043","101003030","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","101013750","0","0","0","0"
"4044","4044","101003030","4044","105002010","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","105100860","0","0","0","0"
"4045","4045","105002010","4045","105002020","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","105100860","0","0","0","0"
"4046","4046","105002020","4046","105002010","0","(X=0,Y=0,Z=0)","1","0","0","0","0","0","1","105100860","0","0","0","0"
"4047","4047","105002020","4047","105002050","0","(X=0,Y=0,Z=0)","1","0","0","0","0","0","1","105105800","0","0","0","0"
"4048","4048","105002050","4048","105002020","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","105100860","0","0","0","0"
"4049","4049","105002050","4049","105002060","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","105105800","0","0","0","0"
"4050","4050","105002060","4050","105002050","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","105105800","0","0","0","0"
"4051","4051","105002060","4051","105002070","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","105105800","0","0","0","0"
"4052","4052","105002070","4052","105002060","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","105105800","0","0","0","0"
"4053","4053","105002050","4053","105002070","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","105105800","0","0","0","0"
"4054","4054","105002070","4054","105002050","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","105105800","0","0","0","0"
"6001","6001","105002020","6001","106001010","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","106102000","0","0","0","0"
"6002","6002","106001010","6002","105002020","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","105100860","0","0","0","0"
"6003","6003","106001010","6003","106001030","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","106105300","0","0","0","0"
"6004","6004","106001030","6004","106001010","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","106102000","0","0","0","0"
"6005","6005","106001010","6005","106001020","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","106102000","0","0","0","0"
"6006","6006","106001020","6006","106001010","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","106102000","0","0","0","0"
"6007","6007","106001010","6007","106002010","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","106106400","0","0","0","0"
"6012","6012","106002010","6012","106001010","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","106102000","0","0","0","0"
"6013","6013","106002010","6013","106002020","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","106106400","0","0","0","0"
"6014","6014","106002020","6014","106002010","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","106106400","0","0","0","0"
"6015","6015","106002020","6015","106002030","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","106106400","0","0","0","0"
"6016","6016","106002030","6016","106002020","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","106106400","0","0","0","0"
"6017","6017","106002030","6017","106002040","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","106113350","0","0","0","0"
"6018","6018","106002040","6018","106002030","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","106106400","0","0","0","0"
"7001","7001","101003030","7001","107001020","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","107002800","0","0","0","0"
"7002","7002","107001020","7002","101003030","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","101013750","0","0","0","0"
"7003","7003","107001020","7003","107001010","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","107002800","0","0","0","0"
"7004","7004","107001010","7004","107001020","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","107002800","0","0","0","0"
"7005","7005","107001010","7005","107002010","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","107005800","0","0","0","0"
"7006","7006","107002010","7006","107001010","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","107002800","0","0","0","0"
"7007","7007","107002010","7007","107002020","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","107007900","0","0","0","0"
"7008","7008","107002020","7008","107002010","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","107005800","0","0","0","0"
"7009","7009","107001010","7009","107003010","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","107011200","0","0","0","0"
"7010","7010","107003010","7010","107001010","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","107002800","0","0","0","0"
"7011","7011","107003010","7011","107003020","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","107013900","0","0","0","0"
"7012","7012","107003020","7012","107003010","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","107011200","0","0","0","0"
"7013","7013","107002020","7013","107003010","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","107011200","0","0","0","0"
"7014","7014","107003010","7014","107002020","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","107007900","0","0","0","0"
"8001","8001","108001010","8001","108001020","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","108102200","0","0","0","0"
"8002","8002","108001020","8002","108001010","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","108100500","0","0","0","0"
"8003","8003","107001010","8003","108001010","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","107002800","0","0","0","0"
"8004","8004","108001010","8004","107001010","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","107002800","0","0","0","0"
"8005","8005","108001040","8005","108001020","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","108102200","0","0","0","0"
"8006","8006","108001020","8006","108001040","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","108103900","0","0","0","0"
"8007","8007","108001020","8007","108001030","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","108108100","0","0","0","0"
"8008","8008","108001030","8008","108001020","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","108102200","0","0","0","0"
"8009","8009","107001010","8009","108001040","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","108103900","0","0","0","0"
"8010","8010","108001040","8010","107001010","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","107002800","0","0","0","0"
"8011","8011","108001040","8011","108001050","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","108106200","0","0","0","0"
"8012","8012","108001050","8012","108001040","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","108103900","0","0","0","0"
"8013","8013","108001030","8013","108001050","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","108106200","0","0","0","0"
"8014","8014","108001050","8014","108001030","0","(X=0,Y=0,Z=0)","3","0","0","0","0","0","1","108108100","0","0","0","0"
"9001","9001","107003010","309001","109001010","0","0","3","0","0","0","0","0","1","107011500","0","0","0","0"
"9002","9002","109001010","309002","107003010","0","0","3","0","0","0","0","0","1","107011200","0","0","0","0"
"9005","9005","109001020","309005","109001030","0","0","3","0","0","0","0","0","1","109103400","0","0","0","0"
"9006","9006","109001030","309006","109001020","0","0","3","0","0","0","0","0","1","109103400","0","0","0","0"
"9007","9007","109001030","309007","109001040","0","0","3","0","0","0","0","0","1","109106100","0","0","0","0"
"9008","9008","109001040","309008","109001030","0","0","3","0","0","0","0","0","1","109106100","0","0","0","0"
"9009","9009","109001040","309009","109001050","0","0","3","0","0","0","0","0","1","109106100","0","0","0","0"
"9010","9010","109001050","309010","109001040","0","0","3","0","0","0","0","0","1","109106100","0","0","0","0"
"9011","9011","109001050","309011","109001060","0","0","3","0","0","0","0","0","1","109106100","0","0","0","0"
"9012","9012","109001060","309012","109001050","0","0","3","0","0","0","0","0","1","109106100","0","0","0","0"
"9013","9013","109001020","309013","107003010","0","0","3","0","0","0","0","0","1","109101300","0","0","0","0"
"9014","9014","107003010","309014","109001020","0","0","3","0","0","0","0","0","1","109101300","0","0","0","0"
"9015","9015","109001020","309015","109001060","0","0","3","0","0","0","0","0","1","109106100","0","0","0","0"
"9016","9016","109001060","309016","109001020","0","0","3","0","0","0","0","0","1","109106100","0","0","0","0"
"10101","10101","109001060","310001","110001010","0","0","3","0","0","0","0","0","1","110000000","0","0","0","0"
"10102","10102","110001010","310002","109001060","0","0","3","0","0","0","0","0","1","110000000","0","0","0","0"
"10103","10103","110001010","310101","110001020","0","0","3","0","0","0","0","0","1","110002940","0","0","0","0"
"10104","10104","110001020","310102","110001010","0","0","3","0","0","0","0","0","1","110002940","0","0","0","0"
"10201","10201","110001010","310201","110002010","0","0","3","0","0","0","0","0","1","110005900","0","0","0","0"
"10202","10202","110002010","310202","110001010","0","0","3","0","0","0","0","0","1","110005900","0","0","0","0"
"10203","10203","110002010","310301","110002020","0","0","3","0","0","0","0","0","1","110005900","0","0","0","0"
"10204","10204","110002020","310302","110002010","0","0","3","0","0","0","0","0","1","110005900","0","0","0","0"
"10205","10205","110002020","310401","110002030","0","0","3","0","0","0","0","0","1","110005900","0","0","0","0"
"10206","10206","110002030","310402","110002020","0","0","3","0","0","0","0","0","1","110005900","0","0","0","0"
"10207","10207","110002030","310501","110003010","0","0","3","0","0","0","0","0","1","110014900","0","0","0","0"
"10208","10208","110003010","310502","110002030","0","0","3","0","0","0","0","0","1","110014900","0","0","0","0"
"10501000","10501000","110500020","10501012","110500010","0","0","3","0","0","0","1","(201100090,201100100,201100110,201100120,201100130,201100140,201100150,201100160,201100170,201100180,201100185,201100190,201100200,201100210,201100220,201100230,201100240,201100250,201100260,201100270,201100280,201100290,201100300,201100310,201100320,201100330)","0","0","0","0","0","0"
"10501001","10501001","110500020","10501012","110500010","0","0","3","0","0","0","1","(201100090,201100100,201100110,201100120,201100130,201100140,201100150,201100160,201100170,201100180,201100185,201100190,201100200,201100210,201100220,201100230,201100240,201100250,201100260,201100270,201100280,201100290,201100300,201100310,201100320,201100330,201100340,201100350)","0","0","0","0","0","0"
"10501011","10501011","107001010","10501012","110500010","0","0","3","0","0","0","0","0","1","201100050","0","0","0","0"
"10501012","10501012","110500010","10501011","107001010","0","0","3","0","0","0","0","0","1","201100050","0","0","0","0"
"10502011","10502011","110500010","10502012","110500020","0","0","3","0","0","0","0","0","1","201100080","0","0","0","0"
"10502012","10502012","110500020","10502011","110500010","0","0","3","0","0","0","0","0","1","201100080","0","0","0","0"
"10503011","10503011","110500020","10503011","110500030","0","0","3","0","0","0","0","0","1","202100030","0","0","0","0"
"10503012","10503012","110500030","10503012","110500020","0","0","3","0","0","0","0","0","1","202100030","0","0","0","0"
"10503021","10503021","110500020","10503021","110500040","0","0","3","0","0","0","0","0","1","202120040","0","0","0","0"
"10503022","10503022","110500040","10503022","110500020","0","0","3","0","0","0","0","0","0","0","0","0","0","0"
"10503031","10503031","110500020","10503031","110500050","0","0","3","0","0","0","0","0","1","202120080","0","0","0","0"
"10503032","10503032","110500050","10503032","110500020","0","0","3","0","0","0","0","0","0","0","0","0","0","0"
"10503041","10503041","110500020","10503042","110501010","0","0","3","0","0","0","0","0","1","201100370","0","0","0","0"
"10503042","10503042","110501010","10503041","110500020","0","0","3","0","0","0","0","0","1","201100370","0","0","0","0"
"10503051","10503051","110500020","10503052","110502010","0","0","3","0","0","0","0","0","1","202120120","0","0","0","0"
"10503052","10503052","110502010","10503051","110500020","0","0","3","0","0","0","0","0","1","202120120","0","0","0","0"
"10504011","10504011","110501010","10504012","110501020","0","0","3","0","0","0","0","0","1","201200140","0","0","0","0"
"10504012","10504012","110501020","10504011","110501010","0","0","3","0","0","0","0","0","1","201200140","0","0","0","0"
"10505011","10505011","110501020","10505012","110501030","0","0","3","0","0","0","0","0","1","201200295","0","0","0","0"
"10505012","10505012","110501030","10505011","110501020","0","0","3","0","0","0","0","0","1","201200295","0","0","0","0"
"10506011","10506011","110501030","10506012","110501040","0","0","3","0","0","0","0","0","1","201200480","0","0","0","0"
"10506012","10506012","110501040","10506011","110501030","0","0","3","0","0","0","0","0","1","201200480","0","0","0","0"
"10507011","10507011","110501040","10507012","110501050","0","0","3","0","0","0","0","0","1","201200660","0","0","0","0"
"10507012","10507012","110501050","10507011","110501040","0","0","3","0","0","0","0","0","1","201200660","0","0","0","0"
"10508011","10508011","110502010","10508012","110502020","0","0","3","0","0","0","0","0","1","202200110","0","0","0","0"
"10508012","10508012","110502020","10508011","110502010","0","0","3","0","0","0","0","0","1","202200110","0","0","0","0"
"10508021","10508021","110502010","10508022","110502040","0","0","3","0","0","0","0","0","1","202200180","0","0","0","0"
"10508022","10508022","110502040","10508021","110502010","0","0","3","0","0","0","0","0","1","202200180","0","0","0","0"
"10509011","10509011","110502040","10509012","110502030","0","0","3","0","0","0","0","0","1","202200430","0","0","0","0"
"10509012","10509012","110502030","10509011","110502040","0","0","3","0","0","0","0","0","1","202200430","0","0","0","0"
"10509021","10509021","110502040","10509022","110502050","0","0","3","0","0","0","0","0","1","202200370","0","0","0","0"
"10509022","10509022","110502050","10509021","110502040","0","0","3","0","0","0","0","0","1","202200370","0","0","0","0"
"10510011","10510011","110502050","10510012","110502060","0","0","3","0","0","0","0","0","1","202200500","0","0","0","0"
"10510012","10510012","110502060","10510011","110502050","0","0","3","0","0","0","0","0","1","202200500","0","0","0","0"
"10511011","10511011","110502060","10511012","110502070","0","0","3","0","0","0","0","0","1","202200570","0","0","0","0"
"10511012","10511012","110502070","10511011","110502060","0","0","3","0","0","0","0","0","1","202200570","0","0","0","0"
"11101","11101","101003030","11101","201003010","1","(X=662.65332,Y=-3005.720703,Z=-19502.418213)","1","0","0","0","0","0","1","101013750","0","0","0","0"
"11102","11102","201003010","11102","101003030","1","(X=-19983.974609,Y=-18140.000000,Z=1869.820801)","1","0","0","0","0","0","1","101013750","0","0","0","0"
"11103","11103","201003010","11103","201003011","1","(X=24275.878906,Y=-3459.896729,Z=2387.864502)","1","0","8000000","3","0","0","1","101013750","0","0","0","0"
"11104","11104","201003011","11104","201003010","1","(X=-13394.489258,Y=-11669.722656,Z=1754.866455)","1","0","0","0","0","0","1","101013750","0","0","0","0"
"11105","11105","201003011","11105","201003012","1","(X=13588.847656,Y=13686.755859,Z=986.992310)","1","0","8000000","3","0","0","1","101013750","0","0","0","0"
"11106","11106","201003012","11106","201003011","1","(X=-16203,Y=-12677,Z=2723)","1","0","8000000","3","0","0","1","101013750","0","0","0","0"
"11107","11107","201003012","11107","201003013","1","(x=11200,y=17374,z=260)","1","0","8000000","3","0","0","1","101013750","0","0","0","0"
"11108","11108","201003013","11108","201003012","1","(X=-13224,Y=21986,Z=529)","1","0","8000000","3","0","0","1","101013750","0","0","0","0"
"11109","11109","11002","11109","201003013","0","0","1","0","0","0","0","0","1","101013750","0","0","0","0"
"11110","11110","201003013","11110","11002","0","0","1","0","0","0","0","0","1","101013750","0","0","0","0"
"11301","11301","103003010","11301","201003030","1","(X=1657.305420,Y=5.357605,Z=-3708.000000)","1","0","9000000","6","0","0","1","103003100","0","0","0","0"
