"Name","BrocastId","ContentId","UseItemId","TargetId","MainType","SubType","Grade","SmeltStep","ChatShareOnOff","ChatShareGrade"
"308014","308014","3","(0)","(0)","8","1","4","0","1","4"
"308024","308024","3","(0)","(0)","8","2","4","0","1","4"
"308034","308034","3","(0)","(0)","8","3","4","0","1","4"
"308044","308044","3","(0)","(0)","8","4","4","0","1","4"
"308054","308054","3","(0)","(0)","8","5","4","0","1","4"
"308064","308064","3","(0)","(0)","8","6","4","0","1","4"
"308074","308074","3","(0)","(0)","8","7","4","0","1","4"
"308094","308094","3","(0)","(0)","8","9","4","0","1","4"
"308084","308084","3","(0)","(0)","8","8","4","0","1","4"
"313024","313024","3","(0)","(0)","13","2","4","0","1","4"
"318104","318104","3","(0)","(0)","18","10","4","0","1","4"
"306354","306354","3","(0)","(0)","6","35","4","0","1","4"
"306364","306364","3","(0)","(0)","6","36","4","0","1","4"
"306374","306374","3","(0)","(0)","6","37","4","0","1","4"
"306384","306384","3","(0)","(0)","6","38","4","0","1","4"
"409034","409034","4","(0)","(0)","9","3","4","0","1","4"
"409044","409044","4","(0)","(0)","9","4","4","0","1","4"
"409054","409054","4","(0)","(0)","9","5","4","0","1","4"
"417014","417014","4","(0)","(0)","17","1","4","0","1","4"
"412014","412014","4","(0)","(0)","12","1","4","0","1","4"
"502013","502013","5","(0)","(0)","2","1","3","8","1","4"
"502023","502023","5","(0)","(0)","2","2","3","8","1","4"
"502033","502033","5","(0)","(0)","2","3","3","8","1","4"
"502043","502043","5","(0)","(0)","2","4","3","8","1","4"
"502053","502053","5","(0)","(0)","2","5","3","8","1","4"
"502063","502063","5","(0)","(0)","2","6","3","8","1","4"
"503013","503013","5","(0)","(0)","3","1","3","8","1","4"
"503023","503023","5","(0)","(0)","3","2","3","8","1","4"
"503033","503033","5","(0)","(0)","3","3","3","8","1","4"
"503043","503043","5","(0)","(0)","3","4","3","8","1","4"
"504013","504013","5","(0)","(0)","4","1","3","8","1","4"
"504023","504023","5","(0)","(0)","4","2","3","8","1","4"
"504033","504033","5","(0)","(0)","4","3","3","8","1","4"
"504043","504043","5","(0)","(0)","4","4","3","8","1","4"
"520013","520013","5","(0)","(0)","20","1","3","8","1","4"
"513033","513033","5","(0)","(0)","13","3","3","8","1","4"
"522013","522013","5","(0)","(0)","22","1","3","5","1","4"
"522023","522023","5","(0)","(0)","22","2","3","5","1","4"
"522033","522033","5","(0)","(0)","22","3","3","5","1","4"
"522043","522043","5","(0)","(0)","22","4","3","5","1","4"
"522053","522053","5","(0)","(0)","22","5","3","5","1","4"
"502014","502014","5","(0)","(0)","2","1","4","8","1","4"
"502024","502024","5","(0)","(0)","2","2","4","8","1","4"
"502034","502034","5","(0)","(0)","2","3","4","8","1","4"
"502044","502044","5","(0)","(0)","2","4","4","8","1","4"
"502054","502054","5","(0)","(0)","2","5","4","8","1","4"
"502064","502064","5","(0)","(0)","2","6","4","8","1","4"
"503014","503014","5","(0)","(0)","3","1","4","8","1","4"
"503024","503024","5","(0)","(0)","3","2","4","8","1","4"
"503034","503034","5","(0)","(0)","3","3","4","8","1","4"
"503044","503044","5","(0)","(0)","3","4","4","8","1","4"
"504014","504014","5","(0)","(0)","4","1","4","8","1","4"
"504024","504024","5","(0)","(0)","4","2","4","8","1","4"
"504034","504034","5","(0)","(0)","4","3","4","8","1","4"
"504044","504044","5","(0)","(0)","4","4","4","8","1","4"
"520014","520014","5","(0)","(0)","20","1","4","8","1","4"
"513034","513034","5","(0)","(0)","13","3","4","8","1","4"
"522014","522014","5","(0)","(0)","22","1","4","5","1","4"
"522024","522024","5","(0)","(0)","22","2","4","5","1","4"
"522034","522034","5","(0)","(0)","22","3","4","5","1","4"
"522044","522044","5","(0)","(0)","22","4","4","5","1","4"
"522054","522054","5","(0)","(0)","22","5","4","5","1","4"
"502015","502015","5","(0)","(0)","2","1","5","8","1","4"
"502025","502025","5","(0)","(0)","2","2","5","8","1","4"
"502035","502035","5","(0)","(0)","2","3","5","8","1","4"
"502045","502045","5","(0)","(0)","2","4","5","8","1","4"
"502055","502055","5","(0)","(0)","2","5","5","8","1","4"
"502065","502065","5","(0)","(0)","2","6","5","8","1","4"
"503015","503015","5","(0)","(0)","3","1","5","8","1","4"
"503025","503025","5","(0)","(0)","3","2","5","8","1","4"
"503035","503035","5","(0)","(0)","3","3","5","8","1","4"
"503045","503045","5","(0)","(0)","3","4","5","8","1","4"
"504015","504015","5","(0)","(0)","4","1","5","8","1","4"
"504025","504025","5","(0)","(0)","4","2","5","8","1","4"
"504035","504035","5","(0)","(0)","4","3","5","8","1","4"
"504045","504045","5","(0)","(0)","4","4","5","8","1","4"
"520015","520015","5","(0)","(0)","20","1","5","8","1","4"
"513035","513035","5","(0)","(0)","13","3","5","8","1","4"
"522015","522015","5","(0)","(0)","22","1","5","5","1","4"
"522025","522025","5","(0)","(0)","22","2","5","5","1","4"
"522035","522035","5","(0)","(0)","22","3","5","5","1","4"
"522045","522045","5","(0)","(0)","22","4","5","5","1","4"
"522055","522055","5","(0)","(0)","22","5","5","5","1","4"
"709034","709034","7","(0)","(0)","9","3","4","0","1","4"
"709044","709044","7","(0)","(0)","9","4","4","0","1","4"
"709054","709054","7","(0)","(0)","9","5","4","0","1","4"
"709064","709064","7","(0)","(0)","9","6","4","0","1","4"
"709074","709074","7","(0)","(0)","9","7","4","0","1","4"
"717014","717014","7","(0)","(0)","17","1","4","0","1","4"
"712014","712014","7","(0)","(0)","12","1","4","0","1","4"
"717024","717024","7","(0)","(0)","17","2","4","0","1","4"
"708014","708014","7","(0)","(0)","8","1","4","0","1","4"
"708024","708024","7","(0)","(0)","8","2","4","0","1","4"
"708034","708034","7","(0)","(0)","8","3","4","0","1","4"
"708044","708044","7","(0)","(0)","8","4","4","0","1","4"
"708054","708054","7","(0)","(0)","8","5","4","0","1","4"
"708064","708064","7","(0)","(0)","8","6","4","0","1","4"
"708074","708074","7","(0)","(0)","8","7","4","0","1","4"
"708094","708094","7","(0)","(0)","8","9","4","0","1","4"
"708084","708084","7","(0)","(0)","8","8","4","0","1","4"
"809034","809034","8","(0)","(0)","9","3","4","0","1","4"
"809044","809044","8","(0)","(0)","9","4","4","0","1","4"
"809054","809054","8","(0)","(0)","9","5","4","0","1","4"
"809064","809064","8","(0)","(0)","9","6","4","0","1","4"
"809074","809074","8","(0)","(0)","9","7","4","0","1","4"
"809084","809084","8","(0)","(0)","9","8","4","0","1","4"
"817014","817014","8","(0)","(0)","17","1","4","0","1","4"
"812014","812014","8","(0)","(0)","12","1","4","0","1","4"
"817024","817024","8","(0)","(0)","17","2","4","0","1","4"
"808014","808014","8","(0)","(0)","8","1","4","0","1","4"
"808024","808024","8","(0)","(0)","8","2","4","0","1","4"
"808034","808034","8","(0)","(0)","8","3","4","0","1","4"
"808044","808044","8","(0)","(0)","8","4","4","0","1","4"
"808054","808054","8","(0)","(0)","8","5","4","0","1","4"
"808064","808064","8","(0)","(0)","8","6","4","0","1","4"
"808074","808074","8","(0)","(0)","8","7","4","0","1","4"
"808094","808094","8","(0)","(0)","8","9","4","0","1","4"
"808084","808084","8","(0)","(0)","8","8","4","0","1","4"
"802014","802014","8","(0)","(0)","2","1","4","0","1","4"
"802024","802024","8","(0)","(0)","2","2","4","0","1","4"
"802034","802034","8","(0)","(0)","2","3","4","0","1","4"
"802044","802044","8","(0)","(0)","2","4","4","0","1","4"
"802054","802054","8","(0)","(0)","2","5","4","0","1","4"
"802064","802064","8","(0)","(0)","2","6","4","0","1","4"
"803014","803014","8","(0)","(0)","3","1","4","0","1","4"
"803024","803024","8","(0)","(0)","3","2","4","0","1","4"
"803034","803034","8","(0)","(0)","3","3","4","0","1","4"
"803044","803044","8","(0)","(0)","3","4","4","0","1","4"
"804014","804014","8","(0)","(0)","4","1","4","0","1","4"
"804024","804024","8","(0)","(0)","4","2","4","0","1","4"
"804034","804034","8","(0)","(0)","4","3","4","0","1","4"
"804044","804044","8","(0)","(0)","4","4","4","0","1","4"
"820014","820014","8","(0)","(0)","20","1","4","0","1","4"
"822014","822014","8","(0)","(0)","22","1","4","0","1","4"
"822024","822024","8","(0)","(0)","22","2","4","0","1","4"
"822034","822034","8","(0)","(0)","22","3","4","0","1","4"
"822044","822044","8","(0)","(0)","22","4","4","0","1","4"
"822054","822054","8","(0)","(0)","22","5","4","0","1","4"
"806244","806244","8","(602202395,602202396,602202466,602202466,602202474,602202475,602202490,602202490,602202501,602202501,602202507,602202507,602202554)","(602202391,602202392,602202375,602202399,602202391,602202392,602202399,602202375,602202375,602202399,602202375,602202399,602202392)","6","24","4","0","1","4"
"823014","823014","8","(0)","(0)","23","1","4","0","1","4"
"909034","909034","9","(0)","(0)","9","3","4","0","1","4"
"909044","909044","9","(0)","(0)","9","4","4","0","1","4"
"909054","909054","9","(0)","(0)","9","5","4","0","1","4"
"909064","909064","9","(0)","(0)","9","6","4","0","1","4"
"909074","909074","9","(0)","(0)","9","7","4","0","1","4"
"909084","909084","9","(0)","(0)","9","8","4","0","1","4"
"917014","917014","9","(0)","(0)","17","1","4","0","1","4"
"912014","912014","9","(0)","(0)","12","1","4","0","1","4"
"917024","917024","9","(0)","(0)","17","2","4","0","1","4"
"908014","908014","9","(0)","(0)","8","1","4","0","1","4"
"908024","908024","9","(0)","(0)","8","2","4","0","1","4"
"908034","908034","9","(0)","(0)","8","3","4","0","1","4"
"908044","908044","9","(0)","(0)","8","4","4","0","1","4"
"908054","908054","9","(0)","(0)","8","5","4","0","1","4"
"908064","908064","9","(0)","(0)","8","6","4","0","1","4"
"908074","908074","9","(0)","(0)","8","7","4","0","1","4"
"908094","908094","9","(0)","(0)","8","9","4","0","1","4"
"908084","908084","9","(0)","(0)","8","8","4","0","1","4"
"918104","918104","9","(0)","(0)","18","10","4","0","1","4"
"913024","913024","9","(0)","(0)","13","2","4","0","1","4"
"906354","906354","9","(0)","(0)","6","35","4","0","1","4"
"906364","906364","9","(0)","(0)","6","36","4","0","1","4"
"906374","906374","9","(0)","(0)","6","37","4","0","1","4"
"906384","906384","9","(0)","(0)","6","38","4","0","1","4"
"1006064","1006064","10","(0)","(0)","6","6","4","0","1","4"
"1008014","1008014","10","(0)","(0)","8","1","4","0","1","4"
"1008024","1008024","10","(0)","(0)","8","2","4","0","1","4"
"1008034","1008034","10","(0)","(0)","8","3","4","0","1","4"
"1008044","1008044","10","(0)","(0)","8","4","4","0","1","4"
"1008054","1008054","10","(0)","(0)","8","5","4","0","1","4"
"1008064","1008064","10","(0)","(0)","8","6","4","0","1","4"
"1008074","1008074","10","(0)","(0)","8","7","4","0","1","4"
"1008094","1008094","10","(0)","(0)","8","9","4","0","1","4"
"1006244","1006244","10","(0)","(0)","6","24","4","0","1","4"
"1006034","1006034","10","(0)","(0)","6","3","4","0","1","4"
"1106064","1106064","11","(0)","(0)","6","6","4","0","1","4"
"1108014","1108014","11","(0)","(0)","8","1","4","0","1","4"
"1108024","1108024","11","(0)","(0)","8","2","4","0","1","4"
"1108034","1108034","11","(0)","(0)","8","3","4","0","1","4"
"1108044","1108044","11","(0)","(0)","8","4","4","0","1","4"
"1108054","1108054","11","(0)","(0)","8","5","4","0","1","4"
"1108064","1108064","11","(0)","(0)","8","6","4","0","1","4"
"1108074","1108074","11","(0)","(0)","8","7","4","0","1","4"
"1108094","1108094","11","(0)","(0)","8","9","4","0","1","4"
"1106244","1106244","11","(0)","(0)","6","24","4","0","1","4"
"1206064","1206064","12","(0)","(0)","6","6","4","0","1","4"
"1208014","1208014","12","(0)","(0)","8","1","4","0","1","4"
"1208024","1208024","12","(0)","(0)","8","2","4","0","1","4"
"1208034","1208034","12","(0)","(0)","8","3","4","0","1","4"
"1208044","1208044","12","(0)","(0)","8","4","4","0","1","4"
"1208054","1208054","12","(0)","(0)","8","5","4","0","1","4"
"1208064","1208064","12","(0)","(0)","8","6","4","0","1","4"
"1208074","1208074","12","(0)","(0)","8","7","4","0","1","4"
"1208094","1208094","12","(0)","(0)","8","9","4","0","1","4"
"1306064","1306064","13","(0)","(0)","6","6","4","0","1","4"
"1308014","1308014","13","(0)","(0)","8","1","4","0","1","4"
"1308024","1308024","13","(0)","(0)","8","2","4","0","1","4"
"1308034","1308034","13","(0)","(0)","8","3","4","0","1","4"
"1308044","1308044","13","(0)","(0)","8","4","4","0","1","4"
"1308054","1308054","13","(0)","(0)","8","5","4","0","1","4"
"1308064","1308064","13","(0)","(0)","8","6","4","0","1","4"
"1308074","1308074","13","(0)","(0)","8","7","4","0","1","4"
"1308094","1308094","13","(0)","(0)","8","9","4","0","1","4"
"1406244","1406244","14","(0)","(0)","6","24","4","0","1","4"
"806234","806234","8","(602202437,602202438,602202439,602202440,602202462,602202463,602202464,602202467,602202468,602202469)","(601202465,601202468,601202471,601202474,601202477,601202480,601202483,601202486,601202489,601202492)","6","23","4","0","1","4"
"1717025","1717025","17","(0)","(0)","17","2","5","3","1","4"
"1808015","1808015","18","(0)","(0)","8","1","5","3","1","4"
"1808025","1808025","18","(0)","(0)","8","2","5","3","1","4"
"1808035","1808035","18","(0)","(0)","8","3","5","3","1","4"
"1808045","1808045","18","(0)","(0)","8","4","5","3","1","4"
"1808055","1808055","18","(0)","(0)","8","5","5","3","1","4"
"1808065","1808065","18","(0)","(0)","8","6","5","3","1","4"
"1808075","1808075","18","(0)","(0)","8","7","5","3","1","4"
"1808095","1808095","18","(0)","(0)","8","9","5","3","1","4"
"1808085","1808085","18","(0)","(0)","8","8","5","3","1","4"
"1902014","1902014","19","(0)","(0)","2","1","4","0","1","4"
"1902024","1902024","19","(0)","(0)","2","2","4","0","1","4"
"1902034","1902034","19","(0)","(0)","2","3","4","0","1","4"
"1902044","1902044","19","(0)","(0)","2","4","4","0","1","4"
"1902054","1902054","19","(0)","(0)","2","5","4","0","1","4"
"1902064","1902064","19","(0)","(0)","2","6","4","0","1","4"
"1903014","1903014","19","(0)","(0)","3","1","4","0","1","4"
"1903024","1903024","19","(0)","(0)","3","2","4","0","1","4"
"1903034","1903034","19","(0)","(0)","3","3","4","0","1","4"
"1903044","1903044","19","(0)","(0)","3","4","4","0","1","4"
"1904014","1904014","19","(0)","(0)","4","1","4","0","1","4"
"1904024","1904024","19","(0)","(0)","4","2","4","0","1","4"
"1904034","1904034","19","(0)","(0)","4","3","4","0","1","4"
"1904044","1904044","19","(0)","(0)","4","4","4","0","1","4"
"1920014","1920014","19","(0)","(0)","20","1","4","0","1","4"
"1922014","1922014","19","(0)","(0)","22","1","4","0","1","4"
"1922024","1922024","19","(0)","(0)","22","2","4","0","1","4"
"1922034","1922034","19","(0)","(0)","22","3","4","0","1","4"
"1922044","1922044","19","(0)","(0)","22","4","4","0","1","4"
"1922054","1922054","19","(0)","(0)","22","5","4","0","1","4"
"2002014","2002014","20","(0)","(0)","2","1","4","0","1","4"
"2002024","2002024","20","(0)","(0)","2","2","4","0","1","4"
"2002034","2002034","20","(0)","(0)","2","3","4","0","1","4"
"2002044","2002044","20","(0)","(0)","2","4","4","0","1","4"
"2002054","2002054","20","(0)","(0)","2","5","4","0","1","4"
"2002064","2002064","20","(0)","(0)","2","6","4","0","1","4"
"2003014","2003014","20","(0)","(0)","3","1","4","0","1","4"
"2003024","2003024","20","(0)","(0)","3","2","4","0","1","4"
"2003034","2003034","20","(0)","(0)","3","3","4","0","1","4"
"2003044","2003044","20","(0)","(0)","3","4","4","0","1","4"
"2004014","2004014","20","(0)","(0)","4","1","4","0","1","4"
"2004024","2004024","20","(0)","(0)","4","2","4","0","1","4"
"2004034","2004034","20","(0)","(0)","4","3","4","0","1","4"
"2004044","2004044","20","(0)","(0)","4","4","4","0","1","4"
"2020014","2020014","20","(0)","(0)","20","1","4","0","1","4"
"2022014","2022014","20","(0)","(0)","22","1","4","0","1","4"
"2022024","2022024","20","(0)","(0)","22","2","4","0","1","4"
"2022034","2022034","20","(0)","(0)","22","3","4","0","1","4"
"2022044","2022044","20","(0)","(0)","22","4","4","0","1","4"
"2022054","2022054","20","(0)","(0)","22","5","4","0","1","4"
"2402014","2402014","24","(0)","(0)","2","1","4","0","1","4"
"2402024","2402024","24","(0)","(0)","2","2","4","0","1","4"
"2402034","2402034","24","(0)","(0)","2","3","4","0","1","4"
"2402044","2402044","24","(0)","(0)","2","4","4","0","1","4"
"2402054","2402054","24","(0)","(0)","2","5","4","0","1","4"
"2402064","2402064","24","(0)","(0)","2","6","4","0","1","4"
"2403014","2403014","24","(0)","(0)","3","1","4","0","1","4"
"2403024","2403024","24","(0)","(0)","3","2","4","0","1","4"
"2403034","2403034","24","(0)","(0)","3","3","4","0","1","4"
"2403044","2403044","24","(0)","(0)","3","4","4","0","1","4"
"2404014","2404014","24","(0)","(0)","4","1","4","0","1","4"
"2404024","2404024","24","(0)","(0)","4","2","4","0","1","4"
"2404034","2404034","24","(0)","(0)","4","3","4","0","1","4"
"2404044","2404044","24","(0)","(0)","4","4","4","0","1","4"
"2420014","2420014","24","(0)","(0)","20","1","4","0","1","4"
"2422014","2422014","24","(0)","(0)","22","1","4","0","1","4"
"2422024","2422024","24","(0)","(0)","22","2","4","0","1","4"
"2422034","2422034","24","(0)","(0)","22","3","4","0","1","4"
"2422044","2422044","24","(0)","(0)","22","4","4","0","1","4"
"2422054","2422054","24","(0)","(0)","22","5","4","0","1","4"
"805254","805254","8","(0)","(0)","5","25","4","0","1","4"
"813024","813024","8","(0)","(0)","13","2","4","0","1","4"
"813034","813034","8","(0)","(0)","13","3","4","0","1","4"
"813014","813014","8","(0)","(0)","13","1","4","0","1","4"
"818104","818104","8","(0)","(0)","18","10","4","0","1","4"
"2109034","2109034","21","(0)","(0)","9","3","4","0","1","4"
"2109044","2109044","21","(0)","(0)","9","4","4","0","1","4"
"2109054","2109054","21","(0)","(0)","9","5","4","0","1","4"
"2109064","2109064","21","(0)","(0)","9","6","4","0","1","4"
"2109074","2109074","21","(0)","(0)","9","7","4","0","1","4"
"2109084","2109084","21","(0)","(0)","9","8","4","0","1","4"
"2117014","2117014","21","(0)","(0)","17","1","4","0","1","4"
"2112014","2112014","21","(0)","(0)","12","1","4","0","1","4"
"2106354","2106354","21","(0)","(0)","6","35","4","0","1","4"
"2106364","2106364","21","(0)","(0)","6","36","4","0","1","4"
"2106374","2106374","21","(0)","(0)","6","37","4","0","1","4"
"2106384","2106384","21","(0)","(0)","6","38","4","0","1","4"
"2106235","2106235","21","(0)","(0)","6","23","5","0","1","4"
"2106245","2106245","21","(0)","(0)","6","24","5","0","1","4"
"2206234","2206234","22","(0)","(0)","6","23","4","0","1","4"
"2206244","2206244","22","(0)","(0)","6","24","4","0","1","4"
"2218084","2218084","22","(0)","(0)","18","8","4","0","1","4"
"2205254","2205254","22","(0)","(0)","5","25","4","0","1","4"
"2206314","2206314","22","(0)","(0)","6","31","4","0","1","4"
"2219014","2219014","22","(0)","(0)","19","1","4","0","1","4"
"2206064","2206064","22","(0)","(0)","6","6","4","0","1","4"
"2209014","2209014","22","(0)","(0)","9","1","4","0","1","4"
"2217024","2217024","22","(0)","(0)","17","2","4","0","1","4"
"2205014","2205014","22","(0)","(0)","5","1","4","0","1","4"
"2205164","2205164","22","(0)","(0)","5","16","4","0","1","4"
"2206284","2206284","22","(0)","(0)","6","28","4","0","1","4"
"2218104","2218104","22","(0)","(0)","18","10","4","0","1","4"
"2205244","2205244","22","(0)","(0)","5","24","4","0","1","4"
"2205234","2205234","22","(0)","(0)","5","23","4","0","1","4"
"2213034","2213034","22","(0)","(0)","13","3","4","0","1","4"
"2213044","2213044","22","(0)","(0)","13","4","4","0","1","4"
"2321015","2321015","23","(0)","(0)","21","1","5","3","1","4"
"921014","921014","9","(0)","(0)","21","1","4","0","1","4"
"321014","321014","3","(0)","(0)","21","1","4","0","1","4"
"2321025","2321025","23","(0)","(0)","21","2","5","3","1","4"
"921024","921024","9","(0)","(0)","21","2","4","0","1","4"
"321024","321024","3","(0)","(0)","21","2","4","0","1","4"
"821014","821014","8","(0)","(0)","21","1","4","0","1","4"
"821024","821024","8","(0)","(0)","21","2","4","0","1","4"
"121014","121014","1","(0)","(0)","21","1","4","0","1","4"
"121024","121024","1","(0)","(0)","21","2","4","0","1","4"
"409064","409064","4","(0)","(0)","9","6","4","0","1","4"
"409074","409074","4","(0)","(0)","9","7","4","0","1","4"
"409084","409084","4","(0)","(0)","9","8","4","0","1","4"
"406354","406354","4","(0)","(0)","6","35","4","0","1","4"
"406364","406364","4","(0)","(0)","6","36","4","0","1","4"
"406374","406374","4","(0)","(0)","6","37","4","0","1","4"
"406384","406384","4","(0)","(0)","6","38","4","0","1","4"
"406235","406235","4","(0)","(0)","6","23","5","0","1","4"
"406245","406245","4","(0)","(0)","6","24","5","0","1","4"
"2502015","2502015","25","(0)","(0)","2","1","5","1","1","4"
"2502025","2502025","25","(0)","(0)","2","2","5","1","1","4"
"2502035","2502035","25","(0)","(0)","2","3","5","1","1","4"
"2502045","2502045","25","(0)","(0)","2","4","5","1","1","4"
"2502055","2502055","25","(0)","(0)","2","5","5","1","1","4"
"2502065","2502065","25","(0)","(0)","2","6","5","1","1","4"
"2503015","2503015","25","(0)","(0)","3","1","5","1","1","4"
"2503025","2503025","25","(0)","(0)","3","2","5","1","1","4"
"2503035","2503035","25","(0)","(0)","3","3","5","1","1","4"
"2503045","2503045","25","(0)","(0)","3","4","5","1","1","4"
"2504015","2504015","25","(0)","(0)","4","1","5","1","1","4"
"2504025","2504025","25","(0)","(0)","4","2","5","1","1","4"
"2504035","2504035","25","(0)","(0)","4","3","5","1","1","4"
"2504045","2504045","25","(0)","(0)","4","4","5","1","1","4"
"2520015","2520015","25","(0)","(0)","20","1","5","1","1","4"
"2623014","2623014","26","(0)","(0)","23","1","4","0","1","4"
"2606234","2606234","26","(0)","(0)","6","23","4","0","1","4"
"2606244","2606244","26","(0)","(0)","6","24","4","0","1","4"
